Time,Event,A2,A3,A4,A5,A6,A7,A9,A10,A11,A12,A13,A14,A15,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C10,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D8,D12,D14,D15,D17,D19,D21,D23,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E5,E6,E7,E8,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G6,G7,G8,G9,G10,G11,G12,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG3,EXG4,EXG5,EXG6
1043316.40625,enter,-24.36312,-15.45306,-23.66365,-25.89539,-11.90811,-17.9968,-16.38471,-17.5497,-17.95632,-3.867907,-11.02654,-10.72537,-19.96247,-11.79343,-13.55314,-3.887687,7.025922,-28.77699,-23.87259,-14.5103,-13.34144,-2.597255,-5.933372,-22.78118,-12.89413,-2.020382,-8.823338,-6.582224,-24.0186,-15.80383,-16.52832,-2.75328,-9.504333,3.444975,-17.32822,3.820917,-8.120695,-9.849742,-8.321847,-2.390379,-17.93695,-12.21993,9.772619,-11.87543,6.986878,-1.464188,-6.179347,-10.38387,-3.441779,-5.780349,-3.961206,5.039912,3.601952,-2.503694,3.871444,2.946168,1.277293,19.45645,6.007669,-20.09088,-14.72698,-7.051343,6.01743,13.61646,2.606939,-9.188978,-12.18102,-4.624003,-5.064732,30.01526,11.32846,10.55877,-7.214441,9.959298,-0.7731364,18.6217,3.739076,-12.6824,-6.67877,-1.866391,15.38162,36.98725,-9.668373,-1.031998,14.87174,-14.59708,17.53264,51.06034,-1.235393,-11.84816,1.488498,-17.2861,17.40577,-9.585134,6.689065,-21.98832,8.985723,-9.34931,-24.04263,0.3476791,-2.023296,-23.00059,-15.16498,-17.09015,-27.69118,-20.89799,-35.95887,-31.95059,-24.1605,-17.74828,-17.37465,-9.350807,-7.402535,-11.84743,-9.345313,-15.19897,-18.5207,-29.02048,-16.02231,-28.30071,-27.88566,-22.13283,-28.76834,-27.72939,-28.14029,-27.08273,-26.71042,-30.30051,-31.06684,-30.96983,-26.25807,-31.52583,-32.21124,-19.48436,-32.51711,-31.47118,-33.1349,-6.955362,0.4978961,-6.34516,-4.144489,-8.904525,-2.112714,3.115737,10.89551,9.636985,10.00273,7.474114,6.895838,0.03631605,-3.92919,5.936117,24.72108,3.186807,5.000319,6.451914,11.00058,3.935738,-2.483768,0.6368496,-7.829852,-7.330741,-7.361056,-12.84205,-11.82128,-8.439389,0.2436231,6.858534,-2.635195,-5.087338,-8.451366,-36.65759,-24.70267,-30.70952,-39.13875,-21.55943,-33.71599,-22.39597,-22.48386,-12.9762,-32.84547,-44.15813,-27.58962,-23.66259,-21.26405,6.899721,-16.11843,-21.12959,-26.15806,-25.50256,-24.55305,-11.55554,-22.50079,-11.69399,-11.69567,-22.34575,-17.66648,-16.1896,4.209305,-20.38607,0.6104864,-12.70585,-19.73938,-19.79362,-6.798581,-13.24793,-8.566292,-13.89118,1.286477,-8.802536,-11.69601,-14.47239,-25.11757,-16.86682,-14.93715,-14.45834,-16.21165,-23.53671,-14.11322,-27.04236,-13.61121,-15.8056,-23.58902,-11.468,-2.047251,-16.94969,-12.73412
1152968.75,grief,11.03695,20.15447,11.08597,7.245594,23.92291,17.26864,3.769396,5.633474,8.511193,27.94136,21.01471,19.95974,-9.739156,13.5478,16.7407,19.38873,32.94048,-19.80153,-3.547815,9.637053,14.8273,19.50098,8.975015,-17.59904,-2.11581,20.6166,4.654069,29.06124,11.36436,16.46119,13.37324,24.42583,27.88706,38.84598,16.45899,30.55906,17.32861,29.6635,22.19337,19.42621,14.59459,20.57057,40.65214,14.44183,24.16278,17.38183,16.39928,22.37324,28.51338,20.41852,21.04126,23.0561,17.81457,9.771925,32.89808,29.69154,24.64846,31.70251,12.17496,-7.203446,-21.19374,-1.979402,16.26229,20.95569,6.44549,-9.668865,-21.3054,7.92511,-4.081476,34.03661,14.83685,11.26207,-16.09217,5.572538,1.362885,21.37547,1.516194,-19.81913,-1.770485,4.521939,18.0266,36.49843,-5.278162,4.896442,19.46492,-7.479605,25.35076,57.91595,17.62078,14.11957,25.6854,7.971885,23.97177,13.66526,20.79864,6.477335,12.4726,11.21994,4.641116,11.83465,23.02886,-5.247149,10.64015,-3.120865,-14.32265,-4.464849,-16.03374,-22.24687,-11.79774,-6.323685,-25.61726,-7.885626,-18.65733,-18.08975,-10.30339,-9.888371,-14.06595,-17.69431,-11.52572,-16.02113,-16.41624,-10.58687,-17.43084,-15.51374,-14.49483,-16.26241,-17.15791,-20.01737,-16.92994,-20.50094,-16.54502,-17.39221,-19.13768,-5.535918,-20.02619,-18.75546,-20.67587,-13.47459,0.3817638,21.27779,27.55936,18.42021,25.9023,29.95892,25.55187,22.88089,17.35003,16.1394,12.96789,13.09993,0.8519912,18.13259,32.65813,8.418122,13.26316,18.32166,23.50497,22.93863,16.36254,22.38552,15.52935,15.3941,6.598035,1.957983,0.6682826,9.036514,20.11845,14.43206,1.551834,-0.317866,-5.10638,-21.43412,-10.54895,-20.85908,-32.42658,-11.07433,-20.71854,-6.658828,-12.7203,3.987948,-21.03006,-19.35499,-9.762162,-18.37512,-8.998218,16.24947,-5.474621,-14.96548,-22.5665,-17.66618,-31.6509,-11.52114,-31.22901,-21.51699,-21.41259,-13.58616,-13.77407,-14.1493,8.264,6.544769,25.97595,11.44848,7.948794,9.453646,19.08743,9.753043,22.07066,9.141121,18.00264,12.94425,11.35603,13.12042,4.652602,12.88517,16.97392,16.46778,18.34578,13.96676,19.88266,13.69339,14.94028,10.2008,10.86707,-13.45193,-5.38455,27.45878,19.41012
1581539.0625,exit,-28.90047,-20.00354,-23.39681,-25.28663,-6.43726,-14.70793,-12.3595,-17.12852,-18.3716,-3.018692,-7.794343,-10.96009,-11.11869,-10.26675,-9.584579,-1.910287,3.915967,-20.22931,-13.43182,-3.201831,-4.557852,4.706838,-8.396032,-16.82725,-11.35296,10.00024,-4.33285,-7.606643,-22.28478,-21.30634,-23.1774,-11.53189,-4.67295,2.952611,-16.8084,-0.3763559,-13.84914,-2.765413,-7.847799,-8.701252,-15.13903,-11.12027,9.285056,-12.87918,-1.637101,-8.776246,-11.29675,-10.09431,-5.932697,-12.12777,-10.02874,-7.136889,-9.831814,-16.85012,3.019748,-0.4204814,-8.272141,3.803844,-11.52473,-24.44148,-3.890501,5.243661,3.40918,-5.218428,-11.77949,-16.92986,-13.80571,-6.019702,5.334464,27.26156,3.889797,6.348089,-11.10947,16.17051,3.062129,11.75372,2.134759,-13.43904,1.444531,-1.039349,11.91037,33.42026,-7.681272,-0.8860026,13.0875,-12.42738,18.31947,44.56406,-8.859747,-19.15123,-4.866763,-20.69155,0.2472631,-12.29957,-14.78801,-21.202,-10.97746,-31.7458,-17.22364,-10.5188,-13.32514,-12.94252,-8.975285,9.945595,-7.017056,-6.285348,-18.68351,-13.91558,-7.898274,-1.119973,-16.43745,-14.08358,-10.70901,-17.07418,-5.053257,-16.803,-9.839211,-16.96785,-14.55665,-14.80945,-15.52038,-9.662946,-14.29396,-15.90974,-9.348769,-10.21789,-11.10207,-13.27901,-9.458303,-15.28398,-10.89898,-10.50344,-10.82389,1.119806,-11.88888,-10.43292,-10.03208,-15.01686,-9.793404,-5.966849,-1.919656,-4.773966,-4.549922,-2.504364,-6.322891,-9.535978,-6.825505,-12.001,-12.15223,-15.31513,-16.19394,-11.81014,9.482379,-11.62555,-10.63,-10.45386,-4.890487,-3.247404,2.56496,7.793543,-2.871818,-4.56018,-6.392279,-3.3142,-5.41731,0.8817959,-2.628223,-8.339149,-10.57455,-14.19753,-17.02118,-22.80682,-12.202,-19.57029,-28.7309,-10.42787,-21.50769,-12.1028,-10.65462,-0.2892818,-18.63436,-32.85746,-12.07421,-21.00119,-15.12901,12.5198,4.250721,-17.66817,-25.4628,-13.73409,-9.451688,3.377846,-1.726334,0.4229004,1.609554,-18.05062,-16.50571,-19.60628,20.7295,-24.9388,-7.42795,-20.57032,-24.11548,-21.94232,-13.20736,-24.45094,-14.07176,-17.90835,-5.795815,-14.57251,-20.35727,-19.88146,-26.99719,-20.57147,-24.15024,-14.20069,-25.67944,-28.38296,-21.49041,-28.05095,-19.28959,-23.17431,-26.87333,5.447529,6.032927,-28.10332,-24.80791
1639113.28125,enter,-11.01053,-3.327982,-14.02393,-18.79566,-6.064945,-11.45208,-9.190985,-5.790913,-14.10806,0.206394,-3.712823,-5.651277,-15.2438,-6.426236,-10.12141,1.319712,12.49946,-17.38391,-13.35135,-4.789286,-6.289672,4.104226,-3.48487,-11.03741,-8.785972,5.394436,-5.094661,-2.055482,-16.18191,-7.463103,-9.871345,2.068533,-0.6698738,10.8662,-9.1865,6.822192,-5.472699,0.08632769,-3.421236,-2.568601,-8.479969,-2.592487,17.71321,-4.41771,6.799632,-2.333947,-3.70075,-1.772584,4.677624,2.623645,1.265153,5.797519,-1.222491,-6.929545,10.68491,9.884044,6.306217,15.26546,-3.257658,-29.01767,-26.78769,-12.89893,-0.2109242,3.79103,-15.8774,-32.98671,-40.78197,-16.04898,-19.86433,8.161693,-11.42964,-11.59792,-36.22023,-8.486628,-20.38094,-3.748216,-19.81107,-44.28683,-17.95481,-17.86746,-6.173779,8.514317,-38.38388,-18.1069,-3.381733,-37.55571,-2.624035,32.07051,-4.675607,-9.452842,11.26965,-3.971026,0.89123,-2.404324,-8.076182,2.912654,5.118645,8.316092,0.7951217,-11.55306,14.02703,-6.71276,7.928257,-5.058297,-18.144,-5.402602,-19.46779,-28.43035,-14.78619,-10.01012,-45.21098,-21.80531,-48.17729,-52.90926,-38.94144,-42.2907,-29.4709,-29.06227,-27.16038,-26.80633,-27.69617,-22.88444,-23.66301,-26.2886,-23.60798,-24.07218,-22.54067,-28.32254,-25.05628,-26.88503,-23.27781,-24.57314,-24.54962,-12.24293,-25.52807,-24.43392,-25.67611,-32.44733,-18.00488,-0.7679126,5.897,-1.70441,4.577982,9.447593,9.985278,5.575705,1.155,-2.977072,-5.168651,-7.86023,-13.67842,-2.454259,13.27156,-9.785698,-7.486442,-0.06218568,6.808886,9.254944,1.659429,8.812901,2.723058,-2.067211,-4.620205,-6.04838,-9.89961,-1.991481,2.047315,-0.4741171,-20.79475,-20.24919,-25.57413,-17.65271,-11.75054,-18.14201,-23.86603,-14.95209,-19.11399,-11.68342,-12.78855,-2.469791,-25.49673,-31.76105,-24.16077,-30.06337,-18.61331,9.075541,-12.83911,-27.56928,-28.83591,-23.94323,-22.58364,-9.878204,-28.5636,-22.2415,-21.49237,-26.82953,-19.60579,-22.17855,4.893084,-12.97279,5.636657,-8.94273,-16.09296,-19.61892,-6.622214,-7.895323,-3.862487,0.3684067,15.24962,5.312564,9.762215,4.203091,-12.99526,-12.43481,0.5634054,-5.041667,0.7109402,-7.021849,12.55553,-5.056216,6.053576,2.096501,7.114433,-10.92118,-13.83255,28.86499,24.93024
1693781.25,relief,-23.57468,-17.12127,-29.06146,-31.74106,-17.96745,-25.21758,-20.00718,-19.62363,-28.42165,-10.5091,-18.52796,-20.32505,-24.65739,-15.41559,-23.28788,-9.37495,-0.8321472,-29.02907,-25.93711,-16.73114,-17.45164,-8.33038,-16.97139,-28.84734,-27.17981,-9.91293,-13.7053,-19.88304,-36.06635,-29.34277,-28.59982,-16.63156,-17.06562,-13.4014,-31.40876,-14.36986,-23.46757,-16.83445,-26.38721,-20.86635,-23.61152,-17.71819,-1.76131,-26.97126,-11.48077,-19.55187,-20.64729,-15.86822,-10.42869,-11.76742,-18.82419,-9.708135,-13.20055,-18.50404,6.329671,5.589216,-2.948386,15.02979,-8.349535,-25.27148,21.12422,23.84323,19.7826,22.20244,26.37374,29.9993,30.45665,-12.87735,19.64585,38.53371,18.65231,27.80384,28.2031,23.35961,9.379905,25.36913,20.9355,16.37691,4.731636,6.593572,19.44387,46.7478,9.351923,5.402275,21.63269,-0.3671148,25.65393,53.44941,-19.4579,-22.00059,-10.98534,-23.78595,-11.44975,-17.12591,-7.644866,-15.94796,2.588962,-7.153683,-18.77925,3.424851,11.66704,-17.63172,-5.511946,-13.86946,-25.14555,-16.5918,-25.22362,-32.09619,-18.82255,-11.98362,13.05296,2.425406,4.241049,5.222422,-0.2927527,-5.216534,-13.43173,-23.42183,-14.13691,-21.49129,-22.70258,-17.43828,-27.14095,-26.78176,-26.66772,-26.29526,-27.08459,-26.45033,-22.84489,-30.14533,-27.22145,-22.74596,-26.41749,-11.20242,-24.42705,-23.65097,-25.3478,16.50997,11.80492,-13.9264,1.276132,3.357117,9.285807,7.226679,12.6267,2.99295,13.19495,3.159755,-5.837894,-13.93369,-3.267531,-1.916799,24.95649,12.30447,20.41115,14.23176,18.95602,11.28565,14.73461,20.4984,4.086567,-14.10265,-4.229517,7.944847,9.446586,22.28165,17.38146,26.34116,23.22181,12.24869,26.15394,-33.83644,-20.9583,-30.74345,-40.07983,-22.23164,-36.08743,-18.98262,-24.16054,-9.845688,-27.76474,-34.55945,-21.53739,-22.99881,-20.05047,6.912852,16.89861,-20.65604,-26.10316,-13.05791,-3.858057,6.776281,8.2202,15.87888,16.09207,-8.948909,-16.80166,-17.28871,20.92006,-31.51221,-16.18045,-31.69969,-39.05593,-35.85267,-25.24842,-30.69919,-19.14409,-22.33481,-16.85059,-15.31961,-18.02628,-25.72866,-35.34018,-30.63353,-23.89918,-21.78526,-20.09672,-24.22851,-17.95084,-23.48172,-22.22435,-16.03816,-15.22142,-20.83666,-13.33713,-11.45148,-13.545
1903390.625,exit,-36.28021,-29.48366,-44.77988,-46.82787,-42.16819,-45.44753,-32.94331,-33.90145,-41.7725,-32.43678,-37.91791,-41.67767,-32.55253,-30.92456,-39.01686,-29.98,-19.04902,-33.6087,-30.4575,-29.97167,-35.85122,-21.14184,-26.97756,-31.11049,-32.94555,-17.24428,-26.48457,-41.07448,-57.20641,-47.23012,-48.50835,-33.04675,-42.09909,-34.40675,-49.75938,-31.90739,-39.55997,-41.09427,-46.5738,-41.26229,-50.71508,-47.33149,-27.31326,-50.40315,-39.14107,-41.90892,-36.27606,-41.22858,-38.11577,-42.92403,-44.09241,-35.22107,-40.28662,-39.67715,-21.76781,-28.36623,-38.63397,-16.25061,-32.2849,6.994753,33.98189,25.96171,13.8047,2.725634,11.94704,18.85492,24.80853,11.20988,24.65905,38.13732,13.22139,25.68275,24.43734,32.95852,11.54312,19.78274,21.04481,19.18946,24.10093,18.34695,24.00747,51.54024,9.766189,18.30202,30.35463,3.611717,30.44612,62.54256,-33.6277,-26.74485,-21.18372,-37.3031,-23.08028,-24.08171,-25.20422,-29.99207,-7.212888,-16.4835,-32.16985,-4.523147,-3.958585,-30.7715,-25.21519,-30.67141,-37.87648,-28.26688,-36.42696,-41.24543,-27.31458,-22.08429,7.299341,-3.239507,-1.964484,9.94427,0.9380719,-1.416368,-4.732438,-26.78998,-11.40428,-25.91789,-26.00295,-21.07098,-29.84441,-30.92763,-28.6994,-28.96195,-32.78025,-32.94717,-32.8534,-33.61993,-29.82548,-32.85912,-36.31021,-22.91744,-33.99027,-33.55223,-43.38812,3.961576,2.941473,-38.17665,-29.11275,-25.99774,-23.83499,-28.67495,-27.8067,-33.7528,-21.47689,-26.25969,-31.25415,-37.4299,-20.00298,-21.11207,-1.529061,-12.76115,-4.445065,-20.67746,-20.50938,-20.73312,-5.929908,-2.612411,-19.27534,-27.26266,-22.43177,-10.97577,-3.614851,11.7395,-5.340219,-2.864346,1.85637,-14.12965,7.238658,-39.76657,-25.22682,-34.79914,-38.23691,-23.46911,-33.83684,-11.99606,-26.46865,-14.12871,-27.99492,-32.94176,-11.86506,-5.107965,-5.99383,16.71543,14.27553,-2.779928,-9.693019,2.966907,-0.1799574,5.613454,8.633413,23.69304,22.8804,5.061885,-0.7326244,0.3666532,18.01106,-39.32235,-27.99636,-43.79582,-50.63984,-51.49183,-36.28324,-38.2187,-35.22615,-37.9432,-28.83588,-37.41586,-28.44088,-34.26641,-41.70131,-39.92769,-32.39227,-32.09376,-27.77315,-36.57951,-30.45559,-32.14177,-32.41172,-29.01593,-33.1251,-20.65039,-14.09896,-21.9391,-28.34675
1960964.84375,enter,-8.207458,-1.77686,-17.70134,-23.66289,-13.48494,-20.21667,-6.34131,-7.094122,-15.80798,2.133374,-9.116322,-13.69389,-20.08958,-9.546154,-11.29156,-3.817201,1.336786,-26.27554,-21.35375,-22.41768,-1.397334,-3.025675,-7.739724,-27.60843,-23.29358,-0.1687216,-10.66583,-17.60924,-34.10411,-25.53298,-28.99672,-14.0636,-15.41549,-14.81208,-35.3333,-16.92826,-23.12864,-16.54347,-29.12208,-21.15958,-24.17547,-16.5609,0.2815736,-25.14609,-9.326867,-17.84561,-16.14223,-12.64324,-9.467403,-13.92119,-14.08191,-6.952409,-14.04989,-17.51003,6.996898,5.945383,-6.039469,9.700232,-10.88564,-14.89423,30.43667,31.1378,23.34175,20.2886,19.5149,25.47047,25.29462,0.666187,25.04515,43.3664,19.84469,29.60594,25.32433,29.98471,13.11243,26.39583,20.90835,13.77191,12.66151,12.08888,26.7416,49.72141,8.884698,10.22767,26.95845,-3.516045,29.4936,55.41822,-13.69621,-13.31422,3.844644,-17.09224,0.7995563,-7.052845,-6.372075,-16.809,6.256412,1.249681,-15.6355,4.925641,10.56435,-20.88561,-4.183665,-14.28201,-21.87904,-17.31108,-23.32582,-35.12265,-16.36543,-11.77121,12.90097,2.126825,8.281485,8.651996,2.868944,-5.711432,-8.574054,-17.97312,-9.930199,-16.51897,-17.69415,-12.20001,-18.86729,-24.2433,-20.62645,-21.11537,-25.97186,-23.33728,-18.54963,-21.73065,-19.23701,-18.55453,-22.41283,-5.989606,-19.42448,-19.05231,-18.19273,12.37849,11.61176,-11.96537,0.9894684,2.602846,6.719459,4.225989,4.824657,-3.082598,2.931786,-5.244421,-9.771707,-12.71056,-6.013749,-4.904178,22.04037,5.770824,14.27875,7.911417,8.744102,8.214272,15.21266,24.19627,4.450697,-11.82789,-2.154344,11.8449,14.77062,24.57076,13.67535,19.84768,16.75313,-0.08726696,17.70101,-32.56559,-20.30657,-30.58371,-33.86921,-21.94329,-27.40016,-15.80056,-23.05597,-13.87272,-25.04209,-39.26439,-15.68355,-22.146,-14.27399,11.64825,30.67417,-18.7654,-23.11415,-10.83235,-8.191425,6.751512,10.86222,11.17677,11.66264,-8.600552,-12.53777,-12.21695,27.36549,-22.9718,-8.560417,-17.34264,-26.88654,-26.29183,-10.10331,-12.55189,-8.494809,-9.31392,1.944718,-7.607733,-4.473619,-9.87595,-17.22946,-17.20221,-10.04226,-10.10746,-7.600317,-12.76748,-8.054846,-11.797,-7.380574,-13.78325,-15.58001,-6.558277,-4.195949,-3.233809,1.739502
2097996.09375,anger,5.866957,13.13579,-1.360448,-9.701346,1.081535,-8.557351,-3.578542,-2.19816,-10.57006,8.740083,-1.951369,-2.645375,-25.28473,-0.4504393,-1.698251,4.151141,13.745,-32.18631,-22.32458,-8.755133,-2.869847,4.296958,-2.467057,-30.65908,-21.97509,6.138711,-7.69677,-2.068957,-16.33187,-9.036526,-13.69967,-2.082282,0.7266932,5.661447,-12.7263,2.610411,-9.83435,-0.1256999,-8.721238,-9.714195,-5.498007,-2.150812,16.30593,-8.017799,3.122102,-7.770417,-8.106152,1.136403,6.36159,2.399834,0.606581,3.650011,-2.246304,-8.324832,13.42461,13.41823,2.997236,18.22865,-1.052957,-29.3003,-12.35503,-6.591357,-3.261021,0.6126567,-3.254072,-8.007549,-13.36366,-14.776,-7.671486,14.62361,-0.9824539,0.8221229,-5.168501,8.489157,-6.2678,5.634992,-1.39817,-10.40792,-3.956995,-4.876429,9.397448,33.94288,-9.516544,-5.09726,12.36324,-17.85105,15.17105,40.54503,-10.17862,-11.50592,4.153621,-3.237475,1.535457,-6.819034,-1.293433,6.781734,-5.968768,-18.18559,5.4465,-0.04331258,1.387028,-0.4356816,14.13247,-21.58405,-26.97441,-15.33047,-19.83301,-36.79113,-21.088,-15.15983,-13.06379,-7.239442,-16.03051,-16.79814,-12.03806,-20.14563,-16.31003,-28.12131,-20.91419,-26.71716,-26.9678,-21.6559,-30.99609,-31.71531,-28.30439,-27.64019,-29.86836,-30.58798,-25.60403,-30.5449,-28.51008,-25.82927,-26.96425,-12.38427,-27.63004,-26.36345,-25.626,-10.6272,-3.381079,1.700252,8.078786,9.2268,8.423397,10.09775,8.94913,6.197891,6.284913,2.783898,0.3699461,-3.968049,-3.565968,6.433413,20.09157,3.113624,0.956832,3.95492,3.945364,6.341672,4.365066,11.76373,6.690037,-2.194759,-5.101223,-2.366359,-2.711988,2.993655,-1.562531,2.045518,-2.717662,-0.0572963,-6.9358,-38.96273,-22.22938,-36.83402,-43.73423,-25.72457,-36.25113,-31.66151,-24.65602,-21.3693,-32.21236,-47.58818,-30.12308,-34.14094,-26.89325,0.9376894,-2.423676,-31.5545,-30.00549,-14.31944,-14.08862,1.643069,-11.46951,-4.124863,-3.786432,-15.36736,-20.89061,-20.47429,9.9923,-12.48946,3.25323,-8.110572,-12.56414,-13.21807,2.054322,0.4633775,0.004523769,3.538145,17.33385,8.086614,16.97461,9.762824,-2.168518,-0.485806,13.08551,9.866733,20.09182,11.61966,21.71281,19.67682,13.08589,11.04716,13.14319,-27.94254,-18.90137,36.81979,32.90532
2402445.3125,exit,-4.417442,1.194408,-16.93386,-24.29752,-19.5256,-25.93329,-8.551486,-10.6219,-20.47629,-8.665678,-21.50888,-25.13582,-20.01756,-9.303147,-17.44869,-14.74046,-11.72013,-25.9452,-23.28078,-18.20678,-13.76491,-9.370217,-19.75035,-21.67134,-26.33575,-6.532357,-19.89697,-18.16905,-28.07671,-18.66287,-23.05453,-11.78671,-19.06616,-12.62126,-23.92109,-5.932955,-18.16845,-22.61303,-19.95306,-15.86292,-33.66518,-27.93201,-8.504133,-26.34504,-15.14421,-18.25859,-15.17341,-29.94488,-25.04211,-25.76623,-24.34544,-18.42224,-20.54784,-22.43638,-15.38349,-16.12579,-19.92042,-5.287321,-20.17418,-18.16803,4.830673,4.057316,3.752549,6.183141,6.857955,9.947382,10.89302,0.2055673,3.218318,20.37672,5.276697,17.49952,17.91221,15.27346,1.205397,12.76407,15.06031,10.28336,5.210314,3.762576,15.42373,46.5733,9.847489,2.923512,22.68464,-3.249646,27.40403,51.56455,-13.27408,-19.0876,-2.607008,-0.3159875,-8.691226,-11.98486,-8.914279,-1.788863,0.332666,-3.912465,-8.085254,-0.6070899,7.403225,-7.814129,4.327776,-3.212635,-16.20123,-8.450598,-20.01137,-23.33086,-12.86061,-6.686912,-1.916725,-3.18326,0.4565632,0.5911255,3.05301,-9.864589,-7.774258,-15.99837,-9.879748,-14.4677,-16.14704,-9.862367,-15.5567,-19.43062,-18.94212,-15.36844,-21.87318,-19.49547,-16.50333,-18.10546,-16.88255,-13.28679,-17.90256,-6.419456,-15.72067,-14.85718,-17.55411,-4.999724,-1.285668,-25.65398,-22.04448,-23.05732,-17.8938,-15.45924,-12.14163,-19.03076,-11.25277,-16.57314,-20.12327,-20.25006,-13.40215,-11.90652,8.109387,-9.386148,-3.936026,-11.73758,-7.176278,-11.6377,-10.71533,-5.749662,-18.2255,-27.45645,-21.24565,-12.60338,-17.15454,1.852352,-3.129418,-2.292749,-1.269792,-10.33012,0.8029669,-32.49637,-17.2002,-25.85519,-33.52613,-19.99477,-25.67,-18.86213,-16.12741,-9.210245,-23.13801,-27.46965,-15.59955,-20.06045,-11.65141,13.03852,-3.256908,-15.68802,-20.54889,-10.75107,-13.10736,-6.964762,-3.560415,5.457191,6.485365,-10.46786,-10.91092,-12.45354,7.454548,-11.74488,-3.759259,-15.66781,-24.31104,-24.90829,-10.99134,-12.47278,-9.359787,-3.609293,-0.8232877,0.4582952,2.288188,5.312969,-10.95335,-12.52148,2.533365,-0.4148558,11.3123,2.832743,9.703548,5.807079,6.471181,-3.780115,0.1865604,-17.09797,-18.00056,17.70372,22.67575
2460355.46875,enter,-9.68448,-0.9442756,-10.12004,-13.32894,0.5972768,-9.234182,-1.994485,-4.332036,-4.013394,1.858585,-5.195636,-12.33408,-11.6805,-5.127285,-9.483793,-0.8488557,-0.2080127,-16.18267,-10.19967,1.957312,-5.316404,-8.577902,-9.81484,-7.805582,-0.377682,6.083845,-12.07816,-1.297407,-12.0218,-0.6029345,-3.399986,11.85122,1.139456,6.035697,-5.914724,10.06924,0.6195033,-2.776098,-5.148726,-1.01651,-15.87471,-10.35229,12.32399,-5.806202,1.108549,-5.880751,-2.569349,-13.87079,-9.553427,-13.76059,-5.424714,-0.4043869,-6.400947,-10.16927,-9.990952,-10.52649,-5.797599,9.747579,-6.291689,-26.89817,-55.7184,-41.86308,-24.14902,-8.339971,-18.3963,-23.38023,-21.40073,-7.646067,-34.97137,-11.61048,-16.17168,-13.28729,-22.51283,-11.24355,-22.39762,-9.379626,-12.33164,-19.64785,-15.94995,-10.71575,-3.969368,26.64039,-10.72371,-12.35441,9.220732,-15.00232,19.03031,42.50511,4.144992,12.5781,20.86341,-3.679543,6.862853,10.94798,3.898249,2.136407,10.25212,17.81567,6.059866,2.965218,26.06691,3.715557,10.0235,3.702548,-4.653721,-1.162788,-13.16956,-16.98443,-3.835188,1.000185,-19.64168,-13.1767,-14.97077,-16.45942,-7.893983,-17.03627,-7.713523,-13.23459,-9.756001,-11.84576,-12.32699,-6.869401,-11.73744,-16.79762,-11.44985,-8.678314,-14.78409,-13.85021,-8.23141,-10.82031,-9.310921,-8.157455,-8.639967,4.793149,-10.04157,-8.479036,-8.169127,-16.90751,-7.748085,-13.4495,-13.52468,-17.64501,-22.22621,-9.638649,-6.140477,-6.90445,-4.003577,-4.720443,-5.608897,-6.483583,-6.779767,0.5249444,14.04411,-7.918847,-11.07612,-8.44136,-9.624008,-17.46271,-27.84764,-22.23023,-17.6481,-19.04451,-19.03975,-32.78074,-41.02916,-39.15257,-24.31159,-10.84851,-11.95484,-10.37441,-20.63337,-17.28973,-8.203326,-15.84432,-24.37249,-9.297315,-18.25894,-6.607308,-7.469163,-0.9206491,-14.04874,-29.04843,-14.45881,-19.94128,-12.80349,15.48831,-41.71844,-16.2643,-22.77157,-17.44824,-26.29167,-19.13057,-40.14544,-27.37386,-26.72417,-20.76594,-13.65855,-17.05937,-23.95389,4.478362,13.94703,3.236586,-8.518285,-15.30923,1.812777,3.855924,10.7871,1.622571,20.53335,4.284007,7.745217,0.829113,-5.229984,-5.668079,0.4657136,0.7238613,1.9405,-9.667909,7.755751,-5.833173,2.38909,10.63727,1.051513,-4.198483,-2.592804,5.241416,2.05847
