Time,Event,A2,A3,A4,A5,A6,A7,A9,A10,A11,A12,A13,A14,A15,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C10,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D8,D12,D14,D15,D17,D19,D21,D23,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E5,E6,E7,E8,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G6,G7,G8,G9,G10,G11,G12,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG3,EXG4,EXG5,EXG6
2570011.71875,content,-25.67298,-18.09979,-32.68913,-38.74792,-31.30591,-39.24514,-22.56335,-23.83416,-33.25126,-23.38855,-31.2046,-34.7364,-19.31952,-22.62067,-30.57073,-21.10062,-15.16917,-23.92214,-22.871,-24.41073,-18.41519,-11.08516,-18.38945,-18.04399,-18.58513,-11.99915,-16.40123,-32.10218,-41.88302,-31.51053,-34.874,-22.72238,-30.27335,-22.59434,-36.77935,-16.44409,-27.93928,-30.2982,-29.41981,-22.04333,-39.63846,-29.95264,-12.10881,-28.12656,-16.50356,-20.99994,-20.71683,-30.40221,-27.34114,-29.34911,-26.36224,-20.35349,-22.7612,-22.4206,-15.18859,-18.30617,-25.18823,-7.381703,-18.10481,-7.873993,2.317025,5.203162,0.2666072,-9.939724,-11.90867,-8.419559,-3.790292,3.972782,6.894105,18.35707,-0.8508989,2.742399,0.1524818,18.10678,1.726621,5.962417,9.512868,-0.3219565,12.28083,7.181469,16.69096,42.86281,0.0001695678,6.693492,23.91122,-5.31149,28.67015,53.63513,-19.50382,-21.56226,-6.200464,-13.90055,-0.3235586,-11.38966,-7.260972,-8.398176,2.945018,-13.2797,-10.81353,0.2012336,-4.313151,-10.17683,4.088244,-10.47846,-14.72534,-4.914907,-14.88111,-24.6575,-8.851372,-2.460789,-8.354723,-4.200739,-9.063614,-5.229173,0.3375258,-6.313169,-1.317575,-10.6403,-4.666405,-9.392557,-9.322172,-3.803438,-11.75622,-16.03487,-11.64214,-9.204823,-13.6733,-14.30257,-10.26154,-11.22086,-10.33825,-7.431093,-9.073178,4.104862,-9.127148,-8.421492,-6.681575,-8.217185,-1.098172,-28.36978,-21.82259,-22.05131,-20.36543,-19.51889,-23.19651,-23.4607,-18.06706,-18.09044,-16.81178,-22.68037,-13.60545,-10.32863,3.356708,-17.9215,-19.46459,-24.54844,-22.85789,-18.54471,-9.538265,-2.361743,-16.47445,-24.1586,-20.96231,-13.60038,-14.70391,1.631714,-11.59425,-19.22047,-9.851779,-13.46348,-15.96406,-29.11644,-12.20514,-26.78576,-25.41395,-12.65443,-24.44923,-14.43827,-11.96602,-4.494274,-19.77085,-23.49861,-16.02828,-14.40013,-10.93039,14.54574,-4.316418,-11.02116,-16.4944,-11.39322,-14.85914,-7.68942,-16.42198,-0.1367233,0.9987406,-7.596777,-6.23176,-10.31189,4.041627,-24.48432,-16.90696,-23.91302,-34.45437,-36.75558,-22.59859,-18.39848,-18.68768,-7.779199,-3.829891,-3.934778,2.12855,-7.364933,-24.78395,-28.73054,-14.11586,-24.31965,-9.37547,-23.22007,-7.623523,-21.95368,-5.853939,-12.57242,-10.57136,1.798527,-5.95786,9.85463,4.529337
2810683.59375,exit,-18.98577,-15.70646,-26.98101,-35.05899,-26.40397,-33.07906,-14.53083,-18.97497,-26.94292,-15.11282,-22.9026,-29.003,-14.45403,-18.94048,-25.46046,-12.22909,-10.90438,-18.24848,-15.92721,-17.85861,-22.04259,-16.43734,-20.21166,-17.06939,-10.45465,-6.778373,-16.9287,-30.26018,-39.69305,-33.70341,-37.02658,-23.30144,-24.48815,-22.99602,-36.10096,-20.31388,-29.5421,-29.99265,-31.5284,-25.0238,-36.485,-32.0766,-11.80667,-33.02488,-21.0965,-28.97179,-23.01648,-30.08382,-27.60755,-28.50023,-27.01386,-21.79274,-23.11377,-28.64009,-15.84525,-15.31932,-23.62253,-2.564473,-21.14429,-13.31855,-4.767889,0.3250263,5.292848,12.73601,25.15222,33.05547,34.72568,6.613719,6.66959,28.77892,21.31441,32.35265,36.10485,20.53201,11.58792,27.73963,32.54204,26.96878,11.16903,14.28737,31.27487,56.90015,15.14876,12.04134,34.64929,5.409805,35.2578,55.69513,-23.14144,-21.83482,-21.83143,-18.27229,-10.152,-15.08604,-14.73532,-21.01915,-8.879661,-22.98413,-19.20384,-5.269307,-2.822906,-22.39046,-10.67182,-21.69293,-33.32696,-18.11894,-26.99593,-30.15829,-17.76366,-12.59013,17.01618,1.923261,8.326692,14.32686,13.28181,4.551686,-1.845331,-12.38019,-2.780072,-8.985823,-11.57114,-6.130772,-16.89073,-21.92412,-18.30431,-15.60519,-22.96651,-16.76196,-13.16924,-16.82328,-15.05653,-10.91359,-10.69593,2.731886,-11.29029,-10.42769,-8.191255,14.58093,10.19387,-27.27244,-21.89995,-22.3312,-18.17148,-17.79281,-14.71451,-18.45255,-6.51967,-14.93153,-19.86715,-27.02556,-13.38629,-15.8683,7.392182,-1.943944,5.65891,-6.373485,-5.291756,-14.53944,-10.19781,-6.176414,-17.95297,-21.67433,-20.10838,-16.50441,-18.67399,-4.528755,-9.439634,12.05639,12.63338,-3.19522,18.61192,-25.91302,-12.14327,-21.68542,-29.10581,-12.67289,-22.50282,-17.93636,-8.585928,-0.2838846,-17.23909,-25.67302,-18.92336,-21.90685,-12.87622,14.81134,-12.8546,-17.60567,-18.23177,-16.76058,-12.9934,-4.224134,-19.81639,-2.737987,-2.184377,-8.083933,-9.743574,-12.69294,-5.514654,-37.0919,-21.2694,-29.93911,-35.40268,-38.09684,-20.18742,-23.30508,-23.55614,-13.17766,-6.847342,-8.265174,-13.09241,-22.36039,-30.00304,-25.53683,-26.26989,-19.75431,-22.6875,-28.2657,-19.34735,-22.2242,-20.60723,-18.76321,-22.714,-8.893361,4.115257,-16.45246,-22.4416
2868257.8125,enter,-4.31665,-2.782406,-14.17447,-18.76258,-13.60325,-16.38239,-0.1620551,-2.294308,-7.173481,0.744961,-9.373598,-14.20396,-7.884495,-2.558516,-10.59053,-2.308195,3.666616,-9.064339,-5.953175,-0.2031343,-4.346005,1.376209,-3.554075,-2.429602,2.359067,17.63277,0.3148299,-17.13179,-29.73003,-24.12888,-27.36638,-16.3086,-12.58466,-11.55474,-27.50281,-14.05829,-23.72953,-16.69914,-24.26543,-23.58571,-25.94101,-22.13402,-8.630083,-26.79161,-22.29038,-31.3694,-27.09328,-22.64771,-24.47782,-31.15904,-26.29921,-28.23729,-34.2061,-35.36716,-10.10711,-21.20215,-30.92001,-22.0642,-35.79156,-18.15829,-10.1979,-22.64257,-30.58033,-35.50179,-49.06913,-56.53189,-56.64656,-15.28618,-20.09129,-15.02963,-32.27367,-35.33173,-48.61214,2.645929,-23.64234,-25.69657,-30.15891,-41.3127,-5.893559,-9.527506,-11.42068,14.2776,-23.05747,-11.14293,5.071126,-25.42533,9.705917,34.01175,-21.33149,-17.63536,1.836633,-26.30535,-6.020238,-14.56308,-17.27871,-12.94276,-11.68863,-10.64258,-17.8441,-21.9003,-5.387625,-17.83994,-5.833964,-12.77784,-21.66544,-14.66658,-19.54561,-28.84748,-14.75624,-9.51707,-49.67133,-31.95182,-35.9675,-31.98331,-16.95678,-20.67544,-11.6163,-20.35889,-10.54953,-17.44427,-18.54418,-13.59972,-19.80915,-22.74723,-17.4077,-15.05343,-19.99128,-19.4113,-15.35875,-17.37321,-14.10953,-13.09857,-12.83717,-0.4693114,-15.12167,-12.61451,-13.24854,-51.5323,-33.52477,-11.36838,-16.62183,-20.31201,-30.19355,-27.1302,-31.22102,-31.52079,-39.69048,-38.94291,-36.94392,-32.00561,-40.61329,-29.24693,-18.83284,-42.14409,-47.81268,-43.35287,-37.1216,-30.98801,-27.40804,-9.923491,-9.155867,-8.802696,-13.61885,-11.12422,-21.8038,-31.11455,-34.26853,-41.44763,-50.75737,-44.67002,-59.71733,-20.79982,-7.925215,-20.9403,-24.52358,-11.65348,-20.38796,-13.92072,-11.07573,-5.843946,-16.74155,-23.31522,-15.26711,-20.07155,-14.48912,16.29787,-10.61894,-16.69838,-18.21897,-4.978968,-4.244615,6.714323,-8.008039,3.982576,4.497095,-10.32991,-9.186917,-14.06934,15.95742,-19.69373,-8.249947,-17.75485,-23.17958,-24.19863,-13.85523,-14.00982,-14.05136,-8.436937,3.703588,-6.972552,-7.796844,-14.94722,-15.83298,-15.68346,-10.32981,-13.11894,-6.58076,-15.22475,-9.976755,-8.561794,-14.68807,-9.662283,-17.7112,3.240594,5.581494,-11.21125,-9.79644
2937910.15625,sad,-29.89733,-18.14889,-29.34064,-33.78318,-28.72192,-27.58407,-24.69973,-23.30549,-36.23576,-13.92923,-23.51596,-32.72078,-29.51114,-26.74612,-31.3045,-16.21575,-12.01239,-38.23833,-27.40372,-20.51348,-22.91122,-13.11752,-19.49085,-31.4501,-30.99297,-12.65445,-21.17722,-26.69403,-35.76274,-30.64521,-34.51273,-24.77691,-19.34735,-20.20031,-36.46873,-20.19225,-27.65572,-23.5783,-28.54579,-26.02572,-31.08226,-23.36683,-4.082341,-24.82195,-11.89117,-24.41397,-20.5282,-24.76867,-20.31893,-21.73732,-16.54986,-10.61095,-17.75449,-22.62313,-13.40885,-11.07942,-13.55744,3.912215,-11.38546,-31.13824,-8.275401,-3.079774,-2.009124,3.283241,2.234179,4.342922,10.9499,-6.105004,-7.639359,10.38452,1.113029,8.701528,7.990151,4.939543,-8.105654,8.242006,7.703493,6.35291,-11.64391,-4.470637,7.349692,37.54913,2.565907,-5.03661,15.01056,-10.19602,22.6128,38.71873,-21.68598,-20.73952,-7.231424,-25.49791,-10.78372,-16.06715,-17.99895,-14.89389,0.3624534,9.545434,-18.58631,9.661919,33.86785,-11.12477,-2.53423,-0.2845175,-13.66644,-8.465708,-20.4387,-24.57902,-10.01693,-4.264143,2.830266,10.77709,5.653838,1.61128,3.706398,-10.09865,-12.98382,-21.3614,-10.53051,-18.78759,-19.09999,-14.56325,-19.15714,-23.74475,-19.42516,-24.37694,-25.0323,-21.82549,-24.65653,-30.5474,-25.93196,-19.38659,-24.81656,-19.49379,-21.33874,-21.10895,-29.89477,6.727297,11.31304,-24.37271,-18.3042,-22.15125,-15.25141,-9.151008,-6.200389,-10.99715,-3.931762,-4.929766,-11.28176,-17.19061,-0.2839394,-3.290324,17.25291,-1.337162,-2.755406,-7.831668,-3.173183,-8.633612,-8.218716,-10.57003,-21.15275,-23.78635,-25.69331,-18.6772,-19.57903,-10.22488,-4.343508,-0.4377922,0.6072459,1.407533,-0.999404,-43.50866,-27.66989,-40.91068,-38.06832,-29.57919,-36.12427,-29.272,-30.69909,-20.84006,-34.22427,-48.33796,-28.71383,-35.15777,-33.98104,-1.593003,-13.26649,-32.14786,-34.41759,-28.0455,-31.37024,-11.87033,-26.92294,-16.32624,-16.39796,-30.60258,-23.62804,-24.86933,-3.892548,-32.20529,-22.32089,-30.35028,-36.02732,-37.4306,-22.88688,-25.68078,-24.97677,-18.24275,-5.710273,-11.24895,-8.249753,-20.52195,-31.76509,-27.17685,-25.92803,-21.62707,-28.01344,-29.39793,-12.21715,-24.74767,-18.9653,-9.430018,-8.593464,-18.20973,-17.20876,-14.64551,-20.08643
3235039.0625,exit,-21.9518,-9.815936,-18.31297,-21.56592,-10.65809,-17.19808,-20.15323,-17.09179,-13.71615,-8.559311,-10.63317,-11.82425,-18.98883,-10.67966,-21.00055,-10.08068,1.721712,-30.06846,-26.13972,-19.36019,-15.06789,6.665341,-2.049824,-21.78846,-25.24942,-6.191441,-9.828082,-11.29343,-18.32876,-15.25176,-18.64499,-10.21179,-5.427037,-2.664576,-16.80338,-1.208838,-14.76429,-6.288698,-8.075005,-10.24839,-17.65425,-10.87288,8.322966,-8.744427,-1.103367,-10.15255,-9.043412,-9.127741,-6.844643,-12.60987,-8.653543,-4.625614,-11.19349,-13.99467,-1.339714,-1.994568,-6.632245,3.604388,-11.60555,-16.7223,-31.49244,-24.07027,-16.42508,-14.76108,-24.9863,-27.67987,-29.15224,-6.859478,-19.98307,-3.070863,-12.49216,-14.27637,-23.92461,-1.177012,-11.6082,-5.394435,-6.605021,-17.05615,-2.314554,-2.087759,4.984089,30.55997,-8.018874,-3.552603,17.68028,-12.25037,17.46554,38.50647,-10.01642,-12.66997,-0.8504918,-13.16627,-2.665565,-5.822455,2.849166,-12.76766,2.653054,-1.917038,-29.52472,-2.604736,8.073409,-36.91909,-18.8912,-22.23815,-27.98115,-20.45467,-23.65726,-34.75411,-17.22313,-10.27337,-20.21394,-12.13601,-11.74537,-8.074285,-4.830364,-12.81645,-17.12223,-27.86824,-18.76566,-25.24945,-27.02377,-19.92397,-22.15674,-22.02778,-18.95507,-16.00747,-21.70295,-23.09805,-17.62966,-19.67414,-17.26952,-21.50714,-17.07043,-2.93547,-22.86855,-22.37028,-21.13051,-19.74177,-7.371945,-14.29499,-7.549825,-12.36353,-11.11657,-5.790844,-7.663803,-10.2561,-10.86552,-13.01738,-13.65415,-17.56043,-13.39933,-4.828185,4.690444,-17.293,-18.89526,-18.52356,-15.6965,-8.504065,-11.45438,-5.746212,-8.997856,0.9194333,-12.72301,-18.55903,-23.13036,-19.01459,-17.13239,-19.33291,-19.99573,-19.901,-31.47244,-29.20577,-16.02413,-26.6684,-35.60727,-14.99266,-26.57353,-17.85049,-13.52265,-2.28873,-13.38494,-25.82503,-4.711925,-6.885574,-4.306075,18.0487,-24.03197,-3.00334,-17.9363,-11.8547,-24.81915,-10.57132,-25.4376,-15.13244,-14.78811,-16.70216,-7.749507,-9.477946,-5.247492,-17.55087,-3.935839,-11.53006,-17.49364,-19.67813,-9.333362,-8.45089,-12.96284,-6.790691,1.813666,-2.474873,4.990791,-12.3338,-12.18785,-12.54282,-18.3166,-12.90218,-16.87016,-25.03873,-3.406794,-25.70641,-10.74915,-5.665618,-17.61938,-2.195871,0.5965757,-17.2317,-15.64354
3292613.28125,enter,5.083705,11.61808,3.270212,2.200638,6.205184,3.970058,5.570768,11.65662,5.628001,17.7119,6.514362,1.850707,-8.574738,12.75443,3.375709,-3.052507,16.24935,-8.161673,2.298989,10.71369,16.83068,8.261125,14.95148,-0.8039104,8.372265,25.44255,10.15782,6.563609,0.2988081,6.546297,3.84366,10.55129,13.23674,15.71897,2.813819,18.47764,7.314634,9.698523,6.720588,10.3001,-3.203337,5.19032,24.01643,4.41225,14.72592,6.761194,8.472856,8.645739,10.24686,9.083524,9.564321,15.26024,8.241684,6.178656,21.87148,22.51967,12.15719,23.59892,9.084418,-14.26784,6.81778,13.64021,15.16022,11.24155,-4.566585,-13.81373,-25.59921,0.3473668,10.82851,25.07007,11.55643,4.816671,-20.29019,17.25943,4.243772,17.12217,2.750985,-26.09772,9.365606,3.156417,14.73003,31.03253,-12.34472,1.865115,18.33264,-14.36506,15.59944,40.06734,10.51196,7.682443,19.88931,1.127918,24.67562,12.28365,7.31063,1.164947,6.516696,2.801328,-4.084753,-0.5319877,10.8295,-9.972368,4.135291,-10.33003,-21.16149,-13.91288,-24.68327,-33.67663,-19.08213,-13.23969,-27.44062,-15.63026,-22.48706,-21.43769,-10.56469,-18.54733,-11.4352,-23.6732,-17.09959,-22.73234,-23.47428,-16.3122,-21.59547,-28.89828,-21.59509,-22.32769,-26.82231,-22.89517,-20.80273,-23.2023,-20.66979,-22.54155,-20.28722,-7.980855,-23.56019,-22.86525,-25.24803,-14.71072,-4.510555,7.978269,15.49673,13.89082,17.26923,18.18354,15.85425,13.6213,8.307406,6.534924,5.319829,-0.1876901,-5.356625,4.05459,22.27966,-0.1912275,-0.8307663,4.672986,5.865816,12.43558,19.80136,20.40129,18.64553,11.43849,10.6959,13.81865,11.07069,12.30237,10.93877,2.34246,-10.17232,-7.175852,-13.62513,-21.96176,-6.796219,-17.75618,-19.98482,-10.06487,-15.89317,-12.91897,-12.40037,-5.041881,-14.86126,-29.96759,-11.22849,-13.37842,-13.12982,18.69903,12.07861,-8.992301,-12.84262,-3.068168,-10.6113,11.15251,-5.55904,2.233879,3.728755,-9.943889,-2.645474,-5.76944,18.75507,1.976182,18.28673,7.481539,3.926232,1.362904,10.61905,8.487653,9.748797,12.39429,15.70411,10.2542,9.762205,6.230794,4.87858,8.295566,5.930301,8.664145,8.290269,-0.1565727,4.173773,7.217145,7.88247,2.747163,-3.058366,-7.993834,-1.110778,10.36142,6.586416
3371640.625,love,-24.06165,-18.83274,-25.81192,-30.83225,-26.26261,-30.14859,-20.43673,-17.87771,-22.96305,-15.61467,-26.16169,-34.67011,-18.64379,-14.02375,-22.7386,-34.56402,-15.71526,-24.63854,-15.82123,-15.08003,-2.101627,-7.970179,-19.53913,-17.44432,-15.50742,8.746685,-11.29156,-26.34641,-34.27528,-28.62187,-34.73636,-27.08676,-19.69695,-20.77311,-36.66864,-20.77995,-31.59247,-22.34189,-33.20731,-28.89703,-35.0097,-28.55023,-12.87653,-35.17382,-25.85467,-32.50496,-23.35139,-26.4092,-25.3941,-31.26014,-28.78087,-25.19813,-29.36451,-31.71458,-13.75436,-18.48325,-28.12314,-11.78397,-23.14435,-8.140277,-8.240116,-5.962232,-7.19558,-5.013704,2.058947,10.13689,13.90493,7.19948,-2.987293,11.75468,0.425536,12.35264,12.25927,10.6259,-2.773713,6.531929,11.89311,10.73331,4.016485,6.60563,13.41786,44.63027,7.414725,4.386725,26.81111,-1.951382,28.67183,47.12915,-23.66067,-26.24053,-7.697447,-28.90598,-16.3173,-14.64366,-19.52886,-16.65989,-13.78066,-5.315323,-20.82555,-5.395206,-13.88524,-21.69032,-10.21626,-15.74974,-23.40071,-10.41089,-24.7226,-29.39557,-14.26403,-8.946024,8.938554,0.0660024,8.338724,1.73144,9.94226,-2.61695,1.384951,-16.31299,-4.198544,-14.0645,-16.12355,-10.79438,-16.11627,-21.35892,-17.22336,-17.68893,-21.44528,-20.44025,-14.54783,-19.15698,-18.49923,-15.32832,-15.55729,-4.014542,-16.56547,-16.90779,-18.87851,3.271391,7.194041,-26.29526,-19.77825,-19.72881,-24.31126,-22.7079,-23.21972,-27.18874,-19.15294,-19.4268,-25.58453,-28.2247,-15.40899,-18.8594,5.351246,-13.53113,-8.306699,-21.15751,-20.79811,-22.60821,-15.74353,-11.99128,-18.48798,-18.30614,-15.4062,-16.47949,-18.67651,-11.25601,-19.92969,-9.797517,-1.571456,-9.191111,-1.782151,-26.32673,-16.44385,-27.21305,-30.83787,-15.5333,-25.51057,-20.55154,-11.81366,-6.58139,-20.09959,-27.26991,-14.43131,-13.60007,-7.840542,16.9947,-15.24914,-10.70315,-17.60256,-19.41162,-20.10824,-10.15272,-19.24828,-4.699815,-5.396795,-10.14956,-7.906703,-9.430648,-0.2743387,-28.08455,-17.13527,-24.82112,-29.96544,-32.40836,-19.67181,-21.19118,-19.72024,-17.15397,-8.05609,-15.39858,-7.916983,-18.85207,-21.37423,-24.43615,-18.06697,-17.29475,-15.64155,-25.57335,-18.60031,-21.45451,-17.50187,-17.409,-20.95329,-3.716777,-10.32064,-12.64831,-11.72786
4022621.09375,exit,-30.69956,-31.29051,-33.74923,-33.70059,-29.79641,-32.73347,-30.25844,-32.54028,-38.65574,-35.31897,-14.72796,-27.63521,-32.90186,-31.99181,-36.97581,-14.89322,-17.58986,-37.39331,-23.30364,-38.35605,-24.28908,-16.42413,-26.27646,-31.13223,-5.572761,-21.39276,-17.65998,-33.13692,-36.15676,-35.50614,-38.48452,-31.41998,-23.81082,-21.47597,-35.12918,-23.16821,-34.61404,-23.2204,-30.19636,-27.56801,-33.91154,-26.10581,-8.778629,-25.5246,-19.10743,-26.67276,-25.74764,-28.05515,-22.96534,-24.61232,-21.76373,-14.98786,-24.49807,-26.87553,-12.93595,-10.00469,-17.61504,-5.259266,-23.34225,-21.504,3.827916,8.373012,11.439,9.763841,3.528659,-3.903059,-8.157319,-5.663367,12.46294,22.03589,8.869771,15.21056,0.07082781,20.45746,1.683145,13.931,8.305947,-5.541477,1.85713,2.451943,12.7776,35.21137,-7.43414,0.890062,18.51005,-15.46085,14.43933,34.86603,-29.9302,-32.32495,-46.66029,-35.54742,-12.6077,-12.01582,-24.05178,-28.3238,-17.05348,-22.60089,-36.14219,-12.17828,-2.181214,-32.03464,-27.62301,-20.984,-40.14584,-29.10097,-39.55829,-40.73621,-30.48177,-23.34459,-21.18188,-17.58245,-25.05549,-21.94664,-13.56699,-18.15293,-17.22949,-30.55083,-20.09689,-28.39864,-28.41651,-22.2524,-29.94044,-39.1358,-33.8294,-26.30486,-38.95696,-30.4507,-28.16293,-26.99507,-23.85245,-24.73343,-24.83718,-15.78269,-26.53206,-25.65692,-29.76029,-19.61131,-16.9139,-25.24908,-17.3638,-19.54814,-14.26911,-13.18393,-7.953044,-14.83403,-15.62875,-21.54,-25.78141,-28.21665,-21.75727,-21.08826,-3.100596,-16.99551,-10.19619,-8.021361,1.246974,-3.95149,-3.293223,-2.490766,-14.7616,-21.57447,-20.38615,-10.01212,-7.510167,7.317475,2.579242,-0.9748546,-13.05096,-21.3638,-10.1642,-41.59515,-26.36402,-33.229,-41.99868,-26.54163,-35.17276,-22.32054,-27.96737,-20.48468,-29.13663,-35.48494,-26.4991,-31.86435,-27.05018,4.333037,-1.59777,-29.0168,-27.42741,-17.28658,-16.44995,12.24108,-6.451977,6.381479,7.481817,-12.5977,-17.3504,-22.44148,12.29748,-44.66075,-27.52216,-36.42407,-39.60685,-41.45238,-29.12605,-35.81131,-39.41541,-47.44775,-23.31283,-33.55095,-28.32488,-38.31698,-32.45184,-29.54892,-53.31496,-47.31433,-36.19224,-55.63733,-35.37647,-38.22419,-35.71502,-20.66428,-39.54493,-20.22741,-12.04435,-22.11779,-19.49403
4080214.84375,enter,-18.21655,-4.403162,-10.11855,-10.64356,-4.961455,-3.329825,-11.2582,-10.35221,-8.098142,1.507012,-4.946282,-9.658103,-22.14627,-7.046926,-10.59357,-9.868896,4.448347,-27.68008,-22.51465,-3.189018,-1.135047,5.093082,-0.3864324,-20.23901,-26.54717,10.42979,-4.395867,-8.438607,-9.895633,-5.356961,-10.67997,-3.380316,2.397159,5.026512,-7.534702,1.028931,-8.967472,0.8367865,-5.707348,-6.742775,-11.12698,-5.187701,10.54561,-7.311782,-0.9634738,-7.912739,-6.218475,-6.934909,-2.563776,-7.373128,-5.565534,1.4512,-5.259857,-7.18339,8.302046,2.593561,-2.731808,9.801866,-3.929574,-23.82589,-15.1739,-10.59978,-4.120601,-4.551499,-17.2573,-21.93173,-17.95589,-16.52396,-7.605243,5.24066,-9.573555,-12.89089,-13.5814,2.707531,-11.04813,-4.231248,-12.27426,-12.61818,-3.9933,-8.887446,-3.699298,22.60696,-13.76772,-11.4135,7.56552,-22.77588,8.194793,24.15382,-5.636318,-7.962812,6.256362,-1.504268,11.03998,0.2705323,-0.5270935,-2.988533,2.042742,0.5069122,-12.78167,4.944444,1.523307,-17.21753,-6.015601,-11.34186,-21.36668,-19.5799,-32.7597,-39.69906,-24.45437,-17.27751,-11.73968,-6.048961,-7.423336,-12.6023,-4.078043,-19.46573,-20.4396,-30.05791,-23.89449,-28.40394,-28.78595,-22.03307,-29.48561,-31.00332,-25.66377,-24.231,-33.6199,-27.21726,-23.58758,-22.68549,-24.21579,-20.13056,-18.41727,-4.211696,-20.76259,-20.88195,-13.45618,-7.619886,2.909841,-6.944662,1.202045,-3.829006,-6.446635,-2.891234,-5.510869,-2.975105,-6.657451,-1.684062,-4.157759,-8.053111,-6.422649,1.873412,19.54749,-7.316947,-11.4563,-10.68792,-5.838983,-6.717585,-4.484018,6.088598,0.8618073,-0.6887615,-4.854018,-7.933638,-15.2801,-8.823358,-5.099621,-10.42999,-13.32713,-7.637874,-20.56651,-31.94643,-16.98684,-31.50195,-35.85519,-16.50312,-30.23979,-23.7935,-17.82351,-10.19125,-20.29292,-31.44167,-11.9357,-19.3737,-12.43962,7.900022,-9.984404,-16.95837,-25.62562,-14.12991,-17.75449,5.05043,-17.394,-6.57009,-5.631246,-17.52362,-16.05433,-21.97419,0.1333583,-8.74816,5.233192,-3.459595,-9.632212,-13.16581,-1.841272,-4.214366,-2.139953,1.473312,7.601175,7.673635,9.353203,-3.242228,-5.618079,-6.586644,-5.118149,-5.197405,-5.968192,-18.41905,-2.561563,-14.01881,-1.928105,-3.304673,-12.42883,-10.03981,-1.850933,-8.757485,-7.60677
4131191.40625,frustration,-19.23322,-6.542989,-10.38198,-9.911218,0.1411475,-0.4772928,-11.36982,-10.06792,-12.89064,2.712939,5.434253,-1.572182,-11.96615,-4.302018,-4.805533,11.0332,13.66672,-17.3544,-9.724947,-1.272073,1.140683,12.38836,4.523688,-11.00329,-2.346847,11.51416,4.15183,-5.819655,-8.930709,-7.254207,-14.10866,-5.311481,3.835967,3.177734,-14.055,1.125449,-8.361706,5.686705,-7.192534,-7.548349,-7.331178,1.365318,19.26085,-0.8050333,7.022079,-6.08197,-2.650118,2.956136,4.829351,3.059288,2.644163,9.791448,-0.7954757,-1.894804,16.34623,12.15045,5.760394,17.9029,0.1827778,-25.49935,-2.148196,-2.074213,-2.847105,-9.546915,-24.69728,-35.28385,-37.50858,-10.69461,-3.813011,5.539386,-9.6405,-22.70725,-37.75003,4.903126,-9.620499,-2.888689,-18.3135,-36.22223,-6.003644,-9.04087,-3.803557,18.32854,-24.25696,-9.923671,7.725876,-26.00251,2.288202,29.67291,-4.136992,-6.436905,3.16067,-14.84405,0.1242525,-1.848584,0.1446748,-14.66961,3.064321,0.3986976,-15.9416,-6.556087,4.066254,-19.66204,-12.54634,-14.4319,-23.96826,-21.35431,-27.41843,-43.2373,-18.74498,-10.24539,-34.01637,-18.86878,-30.40395,-29.18744,-19.5666,-24.50795,-20.76714,-23.68505,-18.57547,-20.49911,-22.78209,-17.51878,-24.08636,-29.04255,-22.6541,-17.64666,-25.93637,-23.71652,-19.65917,-20.18697,-19.62403,-16.64062,-18.96044,-1.859338,-17.48267,-16.40931,-13.55023,-22.40432,-10.27148,4.677249,11.80387,4.407104,6.38747,9.054973,5.460523,1.835892,-1.246652,-0.6875799,-1.67394,-6.075876,-10.97161,-0.06559044,11.53183,-9.430715,-10.22042,-5.164824,-5.279554,6.537932,6.920397,21.11094,9.005501,4.083159,6.359819,5.604888,-0.1021664,4.439725,-4.009582,-14.71453,-19.39512,-11.94831,-32.99025,-24.34027,-13.57847,-21.40534,-26.57464,-13.42545,-24.02757,-17.70739,-14.77082,-10.64883,-20.64384,-31.83465,-22.27025,-27.5159,-18.17872,8.529292,4.292506,-24.81415,-24.43503,-14.8582,-15.87432,3.630263,-4.462483,-5.461638,-4.275996,-18.55662,-16.316,-18.90877,18.41324,-11.14565,2.398149,-4.824519,-12.29346,-14.97957,-4.890719,-6.591819,-4.729778,-6.660653,0.3134836,-4.94207,-6.484266,-11.90562,-9.748299,-8.94267,-10.71358,-9.552613,-8.794613,-20.36415,-10.60513,-22.39933,-9.356714,-13.67324,-23.44966,-5.212574,4.689476,-14.65772,-16.30332
