Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A12,A13,A14,A15,A16,A17,A19,A20,A21,A22,A23,A24,A26,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B21,B22,B23,B24,B25,B26,B28,B29,B30,B31,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D2,D3,D4,D10,D11,D12,D13,D16,D17,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,F1,F2,F3,F4,F5,F6,F7,F8,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1577316.40625,awe,29.02192,21.00807,21.93298,-0.7166574,2.331064,29.48649,-11.30757,26.18267,25.05682,25.36827,45.91905,20.61561,35.21146,29.66058,29.03254,26.9858,25.98284,34.90104,73.12729,26.05827,22.636,13.83111,24.02422,37.44508,-3.574827,17.18612,35.99927,39.9949,19.72437,25.15569,7.831211,-15.38063,-9.755075,7.852345,30.11847,8.4879,22.08276,-1.357723,15.74764,17.19484,-3.218163,5.529698,14.53063,0.129751,5.643992,17.19346,9.250366,28.25708,19.16289,8.703083,17.02435,37.97279,9.744921,49.72216,8.659675,11.92908,27.06325,46.30208,43.95704,19.65392,43.61191,17.44892,25.84774,23.84723,28.91041,48.24895,69.47778,28.32761,88.7802,37.99495,59.445,28.49477,36.79597,52.77751,58.19746,28.77082,43.21398,32.11362,34.51742,59.44076,38.11087,64.1251,30.85252,45.7249,56.87881,44.83621,77.06269,6.761457,28.35634,-16.50128,32.78989,9.541409,-3.25817,64.67712,21.93428,10.90996,55.01058,31.34494,2.310211,19.05638,35.94707,14.9636,13.29335,15.82348,33.95209,38.16425,13.84787,32.37262,44.06723,27.69028,27.77584,11.69672,0.3263298,29.49347,44.38653,41.44283,27.0237,49.22126,23.93859,37.14537,20.84271,11.69218,10.08985,18.25384,25.46516,27.91395,25.97634,27.5973,18.30917,12.68492,17.40783,41.77522,16.89131,6.795886,17.94367,9.839324,7.548319,27.46322,29.72376,28.46049,38.10846,26.83986,18.14852,35.97551,24.62469,32.12949,28.02062,18.08958,13.32489,21.29268,44.08001,16.67777,43.75115,33.65584,41.50282,36.75867,25.53506,17.19921,8.27838,25.65795,22.292,28.30154,27.29702,23.10108,30.21609,33.55571,36.09062,28.3502,38.23841,47.74821,24.19775,39.61682,19.00326,27.19351,16.95933,26.27743,48.02224,28.73734,34.33728,31.95806,38.20124,47.64341,27.03615,35.43654,65.50802,62.58844,60.0318,41.79426,52.82587,63.17656,40.83496,15.12407,10.27732,3.883889,-11.87307,11.56754,37.45288,17.67806,-2.576027,2.98657,25.47709,-0.08208164,-14.17374,9.66178,-0.1509646,12.11129,-0.2528614,8.502457,13.63838,6.929072,15.12638,5.325983,10.94165,-5.459105,4.967306,50.84997,34.4836,18.55345,47.65119,18.38698,21.37225
1611695.3125,awe,-6.186478,8.855706,7.259342,-10.5534,-7.967136,8.810123,-21.98276,0.9335524,-11.40163,12.9604,20.45635,1.144646,14.62592,-0.3627062,-2.431773,-2.194029,1.333019,10.00488,45.64189,-11.3659,-9.2407,13.78865,-4.124146,12.25397,-34.98606,-18.68584,11.39494,6.975648,-4.517848,17.61707,4.338605,-13.98784,-6.920641,-2.549429,28.32092,8.962606,21.09714,-1.922901,12.59745,17.9458,-2.988361,-4.075663,8.584211,-0.8664539,7.462409,17.13714,9.672504,13.59587,12.12784,6.170395,15.77221,35.71183,5.735889,39.5996,1.470181,8.339087,25.28846,-13.51216,-12.87661,4.861844,34.07983,15.87866,15.83254,12.75152,13.43429,13.37781,25.08562,1.180448,66.75861,20.76708,36.12688,6.453156,3.496349,27.39207,29.00733,20.60222,7.862643,-11.98021,7.637288,22.60901,4.668414,-0.2622191,-12.08474,3.922468,18.7525,0.8227822,33.36417,-0.2042811,11.39383,-3.916638,23.8616,10.2306,-1.311164,14.19699,22.96771,0.2016762,7.296303,21.12768,-0.7923995,16.7595,30.69485,22.62459,-6.544405,4.809233,22.65087,30.48321,-3.988164,14.14324,25.30456,-2.791255,16.67483,-34.54034,-15.80754,-12.36459,14.0408,3.837499,-3.716213,8.851113,0.04579391,7.77969,2.428874,0.4171908,0.03995259,-1.499551,3.878799,11.93737,9.387609,9.186773,2.954941,-0.8912723,0.02059454,23.97774,0.7037343,-6.170196,3.993898,-0.6309248,-4.255642,14.42723,15.47988,15.9884,25.41812,17.39196,8.353143,31.57584,20.43659,21.94734,19.32155,11.72938,6.700773,22.24447,29.85778,12.37267,32.71743,19.7062,13.52782,11.01466,7.934067,1.595701,10.02745,19.05417,13.89464,20.4022,13.14535,-5.357279,1.337971,1.697789,2.996629,-1.858036,4.240707,10.30274,-2.050841,8.643332,-12.31298,-8.474195,-13.59142,-7.044176,-20.42924,-18.31363,-5.883608,20.57571,-10.95719,1.503644,-2.174138,15.19091,40.06754,30.91432,27.70385,-3.00871,6.227841,16.58649,23.13791,9.424431,13.28389,2.528692,-15.77713,-6.083542,27.38463,11.85227,8.597014,8.594098,6.54085,-7.067576,-12.25147,1.771347,-9.652321,4.201926,6.272302,3.101058,24.0366,10.05496,4.537804,-7.590918,4.694389,-6.135558,-1.885901,19.2742,1.053516,-18.99329,7.920368,6.538439,-3.410465
1640832.03125,exit,-5.032872,0.8886603,-0.2835641,-25.0536,-27.19961,-13.60542,-35.90149,-16.70641,-12.50222,5.931898,21.96082,-12.75199,11.27676,-5.292283,-14.75863,-16.75159,4.047447,18.81521,48.64818,-11.14431,-13.52216,-6.183475,23.9505,24.377,-40.01221,-25.67438,6.906288,-15.15902,6.133851,4.594212,-12.36381,-32.99749,-27.83932,-13.84003,8.591949,-10.68393,-3.216745,-24.27863,0.4704269,-5.792927,-25.39669,-7.819885,1.028161,-17.05113,-13.33998,-1.485926,-14.0175,11.61888,7.958189,-2.098825,3.15879,24.00826,-10.70212,39.72174,1.542125,1.196369,14.65153,-6.534592,-10.52835,-40.16943,2.522082,2.622363,13.12856,2.035184,7.339643,-5.104922,17.01166,-26.89404,52.51006,10.28873,32.35219,3.970849,-11.94776,23.29213,21.28253,-22.74453,4.207496,-16.05957,1.819427,12.16851,0.132321,4.028559,-17.88124,-3.817096,7.654532,-8.441694,26.41643,-4.05175,-50.4507,5.725658,-15.03085,-6.208659,8.730169,-5.751165,-5.058424,-3.10616,56.7326,11.03777,-18.77181,-0.3650814,18.44903,14.45954,2.168807,5.398427,19.02944,24.55367,-3.606725,10.25613,20.25232,-7.288327,14.95798,-8.299245,-28.77132,-2.283038,18.26848,0.7522752,-5.288341,12.5981,-6.241319,6.059558,-8.787288,-7.997372,-2.449243,-1.586372,5.441487,7.272001,7.047415,6.8253,-1.841924,-3.098585,-6.877956,21.31925,-2.719874,-10.00573,-0.5716803,-9.028569,-8.013543,9.125467,11.91355,16.60276,32.7548,23.05832,11.26201,29.18804,13.5755,10.38947,9.539708,0.4490914,-0.1252101,18.82569,32.29433,11.86112,48.45606,31.43983,23.74124,26.36684,36.71106,32.10333,24.5394,24.14348,10.09685,6.074704,8.525402,-11.75093,-5.197015,-4.924047,-2.579137,-6.119727,0.3073028,5.638912,-4.418009,9.582896,-10.99369,-12.9002,-11.0568,-6.913644,-18.4057,-17.92879,-11.67006,48.97188,-7.501846,-2.148129,-22.87737,-29.17369,-1.09159,15.59895,13.16666,-7.787992,3.006729,12.05065,46.56651,-20.71971,-11.84605,-17.66423,-35.68125,-19.89281,17.35285,-5.487646,-12.5202,-8.57466,1.17748,22.04037,-1.686972,-1.138059,-12.29753,-9.933511,-8.739486,4.951814,7.153729,-0.5990848,-1.485472,16.4297,0.7983348,4.012979,25.33809,1.935643,5.822612,-34.29416,-4.596911,2.443277,27.70916
1698410.15625,enter,37.36089,35.9383,38.06087,20.46667,17.32382,22.92599,8.047315,34.64547,26.61312,44.54253,53.81063,30.9962,35.95213,37.82304,34.34939,35.82455,32.72225,39.46599,65.75337,31.7248,28.628,24.21337,30.63025,38.77573,3.202273,31.25825,30.8523,40.07541,34.05559,49.07463,31.84217,10.54617,18.76679,27.97637,50.77904,32.21707,46.92525,28.42164,32.60191,36.24178,23.92502,17.13741,25.56094,16.97023,20.21413,34.48853,26.19053,33.83169,28.74527,21.97424,34.37973,53.93822,27.91559,57.53642,20.23999,28.30003,47.60418,13.94394,16.74323,17.62012,44.3617,31.22998,38.54343,31.50921,35.23718,48.12958,38.63314,25.04963,78.16563,42.27926,58.98568,32.82446,44.50507,50.64801,53.13078,23.05005,22.79974,12.96641,35.74331,43.05861,19.81936,30.01393,11.33826,24.48604,38.43691,14.52121,52.83762,36.26617,38.4649,32.58088,68.45531,33.16082,22.11391,56.22291,48.55461,33.73808,77.99371,58.05968,32.34801,44.04185,56.14284,38.68958,33.85827,30.08755,47.65879,50.6439,22.78865,39.62178,50.22768,32.46265,21.83685,18.98372,8.266958,14.16904,34.77692,25.63542,15.55607,31.10467,18.40266,21.85732,15.37335,18.45122,16.16859,30.29829,33.79418,39.31977,40.88468,38.60324,30.83565,32.45265,26.80442,55.38986,28.71784,18.93045,32.33467,16.24125,20.57494,22.92073,31.1126,31.91929,44.16191,36.20887,29.52337,47.99233,38.13944,44.24468,35.66296,31.82354,26.85867,37.02469,44.54527,30.55576,50.39544,42.7944,38.32509,34.19158,30.76335,24.26264,20.92443,35.04847,34.06838,31.861,36.46504,30.68419,35.44336,38.15739,39.37254,32.70597,40.06646,42.39123,34.06553,48.43671,28.98377,24.27675,26.25323,31.41367,17.24811,17.5058,27.52044,29.87598,24.96338,30.06148,13.57743,21.02924,56.20699,45.09515,42.66379,22.2224,35.54249,41.91026,53.6651,23.59616,35.60143,25.40556,7.355495,29.60707,55.78026,38.07225,29.38474,37.31191,45.80838,45.89079,32.78976,38.34025,25.30949,36.38993,25.24782,39.93946,43.18815,32.15081,45.15474,29.92054,40.42199,37.8394,39.67304,50.02091,42.13565,23.98317,56.58527,38.93066,52.15917
1777570.3125,frustration,2.072399,4.916834,-1.47451,-22.76132,-28.30458,-16.64603,-29.4128,-3.435406,-7.754123,7.641586,16.74841,-18.30252,8.247565,-6.990882,-5.774211,-5.133026,0.1604732,-3.792802,40.74907,-9.993743,-8.5151,-2.015398,0.7636662,10.17753,-38.59858,-12.71163,-6.780481,11.80048,0.7331945,-6.246062,-19.07025,-42.01676,-34.42292,-25.27067,1.474523,-20.60291,-9.948373,-27.82931,-5.714325,-15.48903,-32.12174,-17.85104,-9.660739,-24.93852,-22.02872,-6.982324,-17.44211,3.031308,-2.451995,-12.23792,-7.533198,16.1144,-11.62859,27.01186,-8.854544,-9.028107,9.899972,-9.205914,-9.805167,5.694219,40.79332,18.81344,19.59259,17.50834,22.38178,40.02266,21.37607,17.16221,72.24004,28.56148,46.01604,21.21385,27.75169,41.05404,39.50583,15.19453,7.660063,1.465852,17.06099,27.54879,9.600689,4.222645,1.63086,9.047933,23.03566,-2.344203,36.5774,-14.48872,-4.323312,-17.82085,7.879272,-8.375178,-12.13632,2.172639,2.763089,-13.69235,49.57697,2.734885,-13.17348,-3.734071,10.89725,6.643726,-9.327382,-7.510747,7.36229,14.10024,-12.10163,8.687174,18.64027,11.8097,-5.804144,4.377639,-11.76621,-0.6834114,15.08279,-2.82199,-5.725367,7.829532,-5.988636,2.894443,-10.80473,-5.566918,-2.900797,-0.8681321,-0.8383042,6.779055,3.357626,3.893336,-0.1189534,-5.436901,-9.100666,17.37024,-2.010075,-5.608487,-6.014431,-7.994227,-6.244994,3.727769,4.397309,8.427546,21.84701,11.68905,2.52071,23.33783,9.911608,14.68978,9.192769,11.78884,6.136445,18.04926,24.35871,9.739116,28.99666,15.70488,9.208202,11.84376,-7.174113,10.51214,0.8286279,32.13361,13.85236,13.44353,20.93243,-13.38825,-13.17765,-2.46518,-0.9799361,-12.67792,0.913737,5.048013,-14.12202,4.272702,-14.95049,-13.91963,-16.78677,-8.384222,-24.51421,-23.47096,-10.45007,22.17373,-15.50477,-3.374769,-5.721131,0.8909663,34.42278,21.10571,19.47868,-3.255158,1.380381,15.35447,29.53067,-18.31633,-14.73608,-22.5549,-34.51621,-20.82353,6.372247,-4.2536,-18.42467,-7.78328,3.467619,5.540788,-7.648605,-3.965575,-22.74044,-14.48276,-6.61314,-4.661514,6.231047,-3.95661,10.11853,7.829021,-2.819702,-5.081077,-2.645922,10.09742,-7.381892,-19.74995,7.193498,24.74777,10.53025
1838746.09375,exit,6.062645,7.206367,10.85353,-3.196797,-7.734234,2.458838,-12.04644,-3.804683,-5.24528,24.78644,43.39969,18.22475,31.13138,3.10415,-2.417507,7.016948,16.30803,23.47168,62.25136,-4.664357,-9.256475,3.19881,21.651,26.37567,-31.24196,-9.139797,3.269735,23.75477,17.29756,10.90823,-4.2801,-28.55953,-20.72091,-0.6572581,18.33588,-4.255647,4.890263,-13.76433,9.163671,1.798911,-21.24869,2.29122,7.119571,-5.781756,-3.967479,5.672812,-10.18953,17.08111,11.34368,7.948443,10.52839,29.7499,-0.3537501,42.8572,7.367326,7.148245,22.58539,1.84029,8.369617,33.01478,50.72246,34.81429,28.48573,20.32772,27.71984,52.35839,37.57263,25.53346,83.81758,35.64283,52.68128,28.78095,42.14141,45.8001,48.37961,19.92309,12.13091,6.819294,23.08047,35.68552,17.89144,18.68906,5.450062,15.85388,32.13556,15.1414,43.94049,-3.331994,6.040967,-5.78861,19.23689,-14.92622,10.17354,6.025522,6.117671,0.9467427,54.70308,38.53682,-1.452799,2.325225,17.05109,16.4672,19.1979,0.5620155,18.31518,24.73965,-2.070473,17.25609,26.43514,29.47943,15.62568,17.74755,2.976768,10.63229,30.51294,15.37723,4.856496,24.34625,10.12573,17.92173,4.855501,7.770679,5.182278,7.084274,11.64342,17.99897,11.43707,13.04639,9.967734,0.8408845,-4.168075,24.70538,8.242562,-8.937489,1.440761,6.615289,-8.912194,8.023487,20.93517,18.73872,36.05378,24.88155,14.11096,32.37019,20.06672,25.60922,18.59101,18.33647,10.88407,21.97498,25.99525,22.28081,46.15725,29.87728,23.67654,26.27774,24.18786,28.20013,15.47664,33.21033,18.26635,20.1833,26.39713,-1.617149,1.366854,5.094694,7.576853,0.5221455,8.230346,14.68353,-0.1004668,17.26296,-7.512609,-3.332111,-4.34409,0.4851502,-8.940848,-13.17389,0.2191078,30.32671,-7.720196,7.50785,5.340562,12.74147,40.29417,31.88733,29.99539,8.048037,13.42039,27.52398,35.45711,-9.411954,-2.625592,-8.964505,-25.1935,-2.672754,17.92484,5.672627,-7.667209,4.33718,9.157433,24.84222,4.430486,-0.05744063,-16.15778,-0.4106401,-8.28172,0.4318387,-0.7164596,-2.295244,11.4771,8.057039,0.6969032,23.01582,30.04309,10.924,7.010254,7.794321,17.59351,-10.72836,2.989621
1896332.03125,enter,-11.62954,-13.85231,-22.46052,-36.48597,-37.45966,-33.67001,-47.2788,-11.54174,-17.23374,-6.093576,1.649674,-19.44218,-7.478508,-6.838236,-14.85474,-17.07935,-10.54671,-2.538298,29.96819,-17.51744,-22.11803,-13.85463,-6.551778,3.992442,-46.83071,-18.13027,8.98516,14.27608,-13.5784,-16.5086,-28.63283,-48.6216,-41.85673,-35.04996,-6.972092,-25.76473,-13.41912,-33.386,-20.66172,-15.42859,-32.87605,-27.70612,-17.39389,-29.11858,-23.89952,-9.205506,-17.37263,-9.116553,-15.15574,-15.18266,-9.461051,15.6578,-11.20423,16.98726,-18.55415,-13.30551,7.192807,-5.303646,-6.702377,4.405255,26.22614,3.558159,10.16358,6.764681,16.15236,37.90999,20.12833,3.941514,60.05442,19.57297,35.52281,15.84286,11.87071,30.10696,36.50311,18.31388,1.398986,4.892122,11.80028,24.96786,5.318033,7.895921,4.351299,5.357138,18.72005,-2.396882,33.2574,-24.85728,-15.36673,-38.11823,-36.29811,-51.84055,-26.44578,-5.608516,-42.21461,-34.81839,47.18761,-1.021954,-37.12757,-9.293923,6.238852,-11.39327,3.485886,-8.617637,-0.9179795,5.686437,-15.15131,6.573646,16.00164,9.93093,3.883291,3.560747,-9.486678,4.341621,17.26547,-0.5452314,-6.657571,9.68561,-7.348246,1.809626,-7.051076,-10.40366,-5.532004,-2.349112,0.3639896,4.753738,1.87987,1.345014,-0.3749722,-6.506465,-4.162071,16.53229,-3.465765,-11.08352,-2.275619,-11.44344,-10.19961,0.6145031,-5.789639,-3.045383,8.721874,0.3629712,-12.20731,10.48991,4.725066,6.233068,7.438388,0.3096257,-5.584327,-2.270985,5.543272,-6.550457,16.69001,3.488664,1.034115,0.6929713,-4.692035,-9.146597,-7.629874,4.211454,4.612308,8.137672,15.09249,-12.48011,-6.480058,-6.468715,-5.047374,-6.589724,0.004497662,4.748231,-4.66271,10.20846,-13.62089,-8.494179,-11.26003,-7.359058,-11.32718,-16.50797,-10.18947,2.987509,-8.54031,0.543196,-10.95404,-9.015399,20.48715,19.9217,16.91112,-3.491818,6.604917,14.51093,11.63062,-30.62272,-22.03757,-30.47212,-47.234,-33.12872,-4.657012,-17.55598,-28.45843,-24.42101,-12.69276,-14.90343,-28.24041,-19.52072,-32.12648,-25.93023,-25.87915,-22.66553,-15.23137,-27.21433,-16.57962,-25.25505,-17.69418,-21.5908,-17.8915,7.015328,-7.912678,-26.04007,4.485707,-11.46894,-20.01501
2039226.5625,happy,16.63059,15.21919,9.6088,-0.8995762,-6.057921,2.490306,-18.2305,0.6355852,4.591108,24.08928,35.44947,9.356119,11.1308,4.276931,5.911873,3.855838,12.62739,18.25493,41.944,-0.889045,0.4493231,-3.142187,5.214524,10.0602,-27.78165,-2.749173,6.769615,13.14233,1.194938,13.06995,0.9124852,-19.62101,-14.3552,-7.341029,17.04192,-3.442914,11.91642,-5.502214,3.94045,2.328633,-5.518014,-13.80249,-0.8031379,-12.46646,-4.784599,9.075964,-0.7074007,3.883829,-0.7309529,3.709002,8.557088,32.48109,7.533218,29.8967,0.4424932,6.704079,31.50748,-10.24277,-12.33483,-4.160284,26.87265,19.14028,26.543,20.58921,37.55206,55.81147,15.38578,2.531347,62.43161,31.2652,50.64192,30.14221,24.55645,37.55869,43.57987,29.79713,-8.212433,1.854612,17.47823,26.48015,8.526279,-4.399304,0.638744,9.409398,22.46214,-6.38449,34.76499,7.034397,8.142367,-6.387174,11.98319,-14.35271,2.294103,2.602385,-3.355763,-9.230782,50.82719,25.80995,-12.12433,2.819407,13.17045,19.86773,7.4064,-0.7205954,15.95033,24.92886,-7.670277,9.084518,17.52949,19.50026,14.14903,11.96216,-7.807161,-2.298691,15.40738,3.193686,-1.14443,8.939363,-5.55329,1.206072,-6.18124,-2.82649,-8.799129,-1.173853,1.636688,5.427556,2.202574,1.189845,1.44002,-4.810993,-4.040127,15.59433,-0.9889715,-7.444662,1.798181,-4.140567,-6.206516,24.52207,5.227272,12.33394,25.28493,15.18945,6.231125,32.29984,25.34992,31.42209,29.16221,27.71512,16.5372,23.76171,27.12583,13.70119,33.25407,17.5389,13.51218,7.919452,9.848827,11.48296,15.46751,22.50982,24.74754,36.19424,36.38288,-1.263793,1.178256,4.975879,5.785173,-2.324082,5.771434,6.544604,-4.74284,11.80723,-9.212634,-13.15131,-8.749673,-3.146121,-14.48701,-16.80029,-7.888405,15.15114,-15.69026,1.6715,-11.35155,-10.55577,25.8241,15.60053,13.17167,-5.051609,7.869919,13.38205,20.01138,-0.02382185,6.220783,-1.269881,-11.35913,-0.7639652,24.15384,13.04211,-1.084792,5.65544,18.93987,19.48608,8.733527,8.609365,-0.9583549,11.61916,2.293484,13.21941,11.4818,12.93659,20.37831,31.64101,10.12031,10.63759,14.65457,10.6282,6.866347,-17.45991,2.247445,15.33617,18.4038
2083937.5,happy,-2.491793,-0.5253807,-4.005318,-21.89009,-21.95699,-18.19533,-23.98101,0.08541237,-7.547948,8.70957,12.02727,-19.57925,1.920379,1.55461,-1.896091,-2.534697,-7.903783,3.373219,28.0238,-8.544634,-4.085809,-5.263769,-5.685375,3.107285,-33.90057,-11.24352,-7.581305,7.376011,-4.737628,1.330141,-15.76773,-37.4406,-33.82004,-22.01076,1.036618,-21.64361,-14.52736,-31.50523,-12.10493,-18.03902,-38.6772,-20.5121,-9.753217,-26.37244,-24.97625,-11.52751,-23.71161,-1.129158,-11.34678,-12.93808,-9.304486,11.72909,-16.73862,19.34428,-14.02542,-11.57358,8.823984,-17.0725,-21.36605,-11.79328,14.84118,-7.398551,8.112423,5.156541,14.23923,41.05191,10.66952,-5.00722,53.24542,10.39262,32.18657,23.06889,11.19616,21.35279,35.33615,10.55972,5.581316,-7.688063,6.815252,16.64107,3.581537,-6.596021,-8.225931,0.4603209,12.79985,-11.10051,26.69949,-20.0787,-9.815536,-22.26145,-9.017838,-17.87766,-13.68669,-8.136505,-7.717702,-9.841581,40.19802,-7.947493,-24.82404,-5.267926,14.8647,-6.328806,-7.27992,-9.953053,-0.8987321,7.134659,-16.11887,2.947921,10.81837,21.9627,0.6753286,10.16806,-8.721328,-1.202063,11.02696,-7.506484,-10.24903,3.815093,-11.07312,2.824928,-5.286845,-7.591121,-6.680007,-6.73696,-3.853986,3.088889,4.015937,-0.2737823,-3.213492,-7.472693,-7.064083,19.68429,-6.062157,-12.69755,-6.161831,-9.571267,-11.46727,11.09883,-4.606332,1.039283,9.831681,-2.465643,-14.6752,11.34292,3.305248,9.241512,4.308313,-2.468347,-3.397443,0.2472367,2.143129,-4.289566,14.41916,5.747398,-0.4947311,3.582019,1.459824,-18.85519,-12.9099,9.346024,6.00606,6.030214,13.33929,-3.539665,2.018734,-0.9307047,-0.5395492,2.138695,4.986136,3.825644,-6.49507,10.55026,-11.25814,-12.29491,-12.02244,-5.109892,-9.203893,-19.7104,-10.32283,-6.106965,-11.4415,-4.782686,-26.11011,-19.58726,22.95838,13.59616,10.41445,-9.841343,1.677352,10.21079,8.260189,-27.1933,-14.83144,-18.69952,-28.48701,-10.81979,7.335423,-8.30597,-18.4215,-12.87258,0.2944527,-1.645296,-12.46946,-8.085222,-16.69591,-9.158113,-11.0183,-5.308576,1.085238,-6.390705,-10.40331,8.19171,-5.629554,-13.96064,-10.87376,20.95452,14.79764,4.684418,24.78024,-1.065593,13.18177
2118429.6875,exit,-21.57455,-33.22341,-36.69199,-46.9258,-48.97054,-21.4549,-43.41143,-18.77092,-32.23235,-25.13978,-8.299813,-29.3428,-15.82926,-8.436721,-22.07061,-30.29231,-27.73328,-13.2152,8.896687,-17.7804,-28.80911,-26.911,-28.89654,-7.863543,-43.6694,-28.77922,-20.45273,1.769838,-9.685136,-14.21506,-24.72218,-53.87543,-45.41706,-34.62997,-4.918365,-25.59626,-15.40997,-39.47638,-16.59916,-17.55792,-33.15125,-32.65104,-22.64112,-30.2573,-20.67689,-14.22271,-20.90164,-14.99047,-15.23653,-17.07268,-9.573568,10.26134,-18.41422,11.86118,-17.63165,-13.74863,1.122737,-15.59515,-22.37412,-4.682226,16.62045,2.42189,15.11834,19.30462,34.17516,60.62247,6.57272,-3.16502,50.85493,16.32624,41.24721,33.83043,10.01682,29.99185,37.42704,28.30276,-13.88978,-5.243756,12.53829,20.97931,13.2286,-0.7925698,-5.819286,0.7506643,17.32226,-16.7476,26.2284,-34.28126,-26.73622,-44.44385,-7.398701,-27.7063,-41.98915,-10.06361,-5.183104,-31.82105,54.45716,11.06628,-14.43217,-11.20765,2.68991,-17.07178,-4.75779,-12.11768,-4.545187,5.686988,-19.51838,3.798343,11.89259,23.53005,4.214293,10.44344,-10.91188,8.808608,13.79284,1.476949,-12.34032,3.478148,-17.58641,-4.671005,-18.47184,-12.70898,-14.80344,-6.176796,-4.224123,1.676239,0.8151004,2.171509,-3.21962,-7.700956,-7.805281,18.10379,-4.506071,-13.2699,-9.283019,-14.70502,-12.31711,17.40393,-19.81763,-9.958795,3.329517,-5.057328,-12.42345,15.61876,5.486382,12.67994,14.0156,16.89771,1.35108,4.258971,17.4902,-13.28445,13.97255,-3.685874,-13.4519,-6.859508,-11.35898,-9.700194,23.25152,7.185461,17.88054,33.25696,34.20711,-14.62826,-7.174693,-8.365924,-5.785335,-6.821048,-1.758464,1.924422,-7.184453,17.19048,-7.253045,-10.35075,-3.970788,2.445799,-18.37177,-18.44968,-12.5513,-7.777426,-12.1575,-4.467293,-13.63527,-18.0403,15.87329,12.47011,11.55725,-8.015142,0.4993967,10.12446,-0.8489534,-41.27843,-30.81887,-37.83006,-50.79457,-34.38609,-12.60388,-27.39088,-38.37515,-35.96311,-24.01043,-32.02963,-46.1752,-40.15469,-42.62145,-32.51202,-48.26978,-37.0738,-45.13626,-51.12352,-40.27739,-44.05496,-38.29813,-46.02774,-49.0423,17.31672,7.329227,-14.93196,15.32514,-33.22189,-34.8564
2176003.90625,enter,7.060517,5.178999,3.409401,-5.066895,-3.095283,-6.690523,-15.3299,5.745654,-1.592576,16.8014,34.83984,9.092226,18.5827,3.914934,1.177153,11.81738,16.39753,24.7617,46.40363,-2.538189,-0.3524571,-6.012646,-11.94534,23.49517,-28.3822,-3.006084,1.868776,12.1209,6.154617,19.48498,8.990013,-14.3209,-7.295636,1.256435,23.30149,6.45434,12.65154,-1.890829,5.46402,1.220466,-13.21328,-6.700152,0.9574972,-14.39035,-9.644354,-5.47284,-15.8619,4.672981,-2.028282,-3.685987,-0.9933208,14.64759,-17.0957,27.75158,-5.947618,-6.639993,3.531646,-13.96957,-16.67114,11.41364,17.90184,0.75962,4.177095,-1.799476,8.003217,28.61312,7.95839,-1.717898,54.36861,9.006657,27.33647,11.92361,15.62504,18.07993,21.48067,2.376612,-4.182281,-5.630589,0.9795028,15.51417,-5.836948,-6.725486,-6.270631,-1.526594,11.44268,-12.9184,23.58356,9.455413,9.835966,-12.89906,-3.197262,-22.16213,-10.89855,-10.83721,-5.692799,-14.07156,34.72185,12.04288,-6.937272,1.39179,10.77407,-1.402157,-2.254592,-7.62254,7.590028,15.54905,-11.16315,7.84404,15.7576,0.4869243,-7.865766,-0.9676723,-11.87384,-9.706379,9.865879,-9.433084,-12.98977,0.3671733,-13.60635,-7.632037,-14.93895,-12.24679,-11.09235,-8.467018,-2.30944,4.630921,6.575769,1.403913,-1.052858,-5.274036,-5.155324,20.19543,-5.220374,-7.629924,4.945863,-12.65755,-7.160998,-9.619081,6.415348,2.970224,16.0876,7.301206,-4.17201,12.40975,1.604841,5.147567,1.422196,-5.757521,-8.824522,1.646287,-1.615324,-5.25973,26.7766,13.9873,8.3695,13.83371,3.788953,-0.1338805,-1.676565,5.429854,-2.158611,3.011199,6.873393,-0.3348488,3.891267,4.761905,6.297505,2.15913,7.477298,6.080488,-0.5298169,7.175749,-12.20141,-10.06794,-13.92569,-10.3848,-19.11724,-16.02028,-9.089514,4.27315,-11.14481,-3.438158,-13.95703,-5.665795,26.4354,14.47003,12.1019,-6.405418,3.75183,11.99564,10.73872,-3.433619,9.411842,0.5464299,-9.178705,8.728602,24.63461,14.93259,2.21403,1.276199,13.63,5.248852,-3.403617,3.012377,-4.771705,7.737254,-2.869782,9.41998,2.805784,-0.7955521,1.417568,2.980306,4.140366,-5.353581,-6.425102,18.03683,10.33412,-7.618915,26.57521,2.208091,1.200174
