Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A12,A13,A14,A15,A16,A17,A19,A20,A21,A22,A23,A24,A26,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B21,B22,B23,B24,B25,B26,B28,B29,B30,B31,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D2,D3,D4,D10,D11,D12,D13,D16,D17,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,F1,F2,F3,F4,F5,F6,F7,F8,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
918457.03125,love,11.92302,11.42849,9.604702,-6.658214,-3.770387,4.904935,-15.03531,-9.984894,-4.815957,19.78124,34.00756,-2.164177,17.069,-12.80298,-1.357693,6.466687,12.489,10.54598,57.65072,-12.87398,-7.918269,-4.485178,-9.344093,18.11206,-48.8185,-7.323946,7.187494,8.309588,-16.73592,27.80814,8.0956,-4.830431,-0.716861,8.841155,28.72944,17.91188,32.59949,3.271834,19.13799,27.88526,3.281377,-6.856948,3.694297,-7.40896,3.527841,19.34468,11.16844,12.76954,8.92381,-9.662474,7.909735,45.54688,8.716045,31.78938,-14.53578,2.164633,24.7239,-24.34375,-23.67934,-5.146016,6.093304,2.426351,0.3375307,1.433423,19.38467,41.64098,10.04356,-21.20278,39.26029,3.767624,28.80065,10.42211,-1.840263,9.679779,17.45504,-2.217208,-38.92617,-24.54838,-12.82678,-0.472749,-15.17219,-25.40314,-25.6601,-19.60546,-2.765503,-19.66473,17.15361,7.957346,8.613096,-14.99683,48.25759,-7.83864,2.936172,53.4428,17.32318,-6.50917,40.85943,15.29103,0.7206026,2.457673,14.93387,8.579719,0.8833775,-7.564242,-0.3288358,0.668045,-27.20636,-5.949419,10.64723,14.1905,-6.152904,-0.1988645,-17.70062,-7.96423,9.811891,-17.67705,-25.25961,-7.434407,-23.32627,-16.00766,-24.5899,-19.47691,-18.36143,-17.00924,-12.57281,-3.032434,-7.728958,-6.166859,-11.16505,-19.4315,-18.67403,6.694051,-11.82659,-24.73989,-16.42362,-20.45138,-23.09377,10.9202,17.62413,11.0543,16.3941,3.944982,-4.814227,24.45864,18.56951,22.58393,21.58203,15.22952,-2.156692,9.452966,6.578999,-6.00014,21.02702,12.57673,15.89577,6.486316,-11.7707,-5.271492,1.409181,4.852115,6.051137,23.6044,19.12751,-18.42333,-17.57914,-7.746636,-6.204588,-23.66625,-7.12135,3.560767,-20.12248,-2.067022,-23.54665,-27.07037,-23.26756,-19.36463,-30.92844,-35.52056,-19.7602,2.154772,-31.60466,-14.81501,-27.87297,-17.89856,17.60642,0.9283783,-2.576894,-22.59785,-11.41375,0.3924787,0.8673375,7.085596,22.58278,12.40334,-11.79603,15.55375,43.90245,17.32417,3.011392,3.897989,14.44209,21.83443,7.789048,9.684566,-2.174364,17.3732,1.148564,13.10955,28.125,14.00107,15.41316,3.791963,11.47271,5.54573,7.228002,-17.82032,1.512709,-41.1525,3.060653,15.66612,12.42153
946496.09375,love,36.79411,27.46159,29.4384,8.088975,5.161696,18.39489,-8.171094,13.16703,12.79768,38.39598,46.44261,13.42827,35.16878,24.79737,23.41116,28.28719,19.34199,30.89252,73.20079,16.93198,15.74412,18.08351,18.84064,34.12993,-15.46077,11.23757,19.14212,21.38146,13.54391,43.04345,24.24763,11.51555,15.94792,23.04292,44.45903,31.54851,41.06157,17.6269,26.56832,32.51178,9.406032,13.66176,18.94216,5.676407,10.40411,24.5861,12.76645,31.11844,26.10872,7.689883,21.24644,53.04578,11.99792,53.2024,7.983507,19.76087,30.58048,20.98504,17.65737,34.03786,49.98026,42.54189,43.54193,32.3681,37.94632,53.87586,51.53788,17.68622,85.9693,45.54826,60.95047,35.1032,35.52698,55.82832,55.36292,23.67934,20.72568,18.80989,33.15824,39.92467,12.18028,25.14641,17.27905,26.35192,37.22332,21.84765,60.66327,26.97672,25.14924,12.40891,64.49535,28.65258,35.22054,22.80424,43.31204,32.04433,69.44625,39.51432,19.28085,27.17315,40.66629,53.5833,22.86523,15.3688,26.16131,29.70715,7.650175,28.38915,44.32103,29.48988,12.4216,19.03211,6.910665,12.36741,35.6894,16.44161,15.65845,33.19175,15.99294,28.07606,15.92725,17.53946,14.89596,19.8205,24.07002,25.99093,25.1402,24.73603,23.26188,18.70269,19.18857,41.17304,23.45891,10.00487,20.01678,14.94578,10.79787,14.89884,35.79407,28.22468,39.41061,31.47546,18.47165,50.30729,30.60234,28.14136,26.30647,28.43321,21.40228,42.49242,38.79882,24.94001,49.85713,35.37925,36.04322,32.30582,19.17574,28.50062,30.05587,51.66413,38.58124,25.06213,37.51855,18.5771,25.18615,24.71212,25.71781,23.38317,30.26334,37.82136,22.27818,34.86669,13.9854,13.48178,13.20874,20.08955,8.691488,3.754745,20.67558,38.03282,13.4061,23.61433,12.48706,22.25004,55.07759,42.26505,39.49147,20.35638,27.15835,42.14656,37.49476,20.70237,37.30404,26.94691,-0.9843361,26.69802,55.14661,37.27111,21.13994,29.57491,43.86391,58.49571,34.25776,36.79679,16.45377,31.03786,25.67928,31.12909,55.20123,34.88308,48.3034,18.00638,38.25848,50.22591,56.25386,35.44352,34.89207,6.550052,36.40096,44.42464,52.07499
986730.46875,exit,33.05101,28.26594,24.45128,7.307,-6.996604,9.842357,-30.17435,18.22781,15.11236,40.90664,38.02385,-2.776762,19.59235,11.48339,25.75051,31.41474,29.33523,25.73501,68.53109,18.74302,17.60395,36.89727,17.19587,30.96348,-20.77666,17.23974,31.3692,42.55276,3.616002,21.0273,-1.083088,-14.44162,-9.400003,-4.501464,15.83834,3.51219,13.0551,-6.660762,1.484907,7.103259,-14.04885,-7.89845,1.834444,-17.14633,-15.2764,2.946956,-4.553763,12.38871,7.963993,-12.04734,0.837472,39.86214,0.3706625,36.04805,-7.557467,2.069664,19.58883,15.345,14.9737,11.47634,30.36226,10.08926,18.79637,20.01788,16.82394,41.06809,43.71407,12.59948,68.94215,30.68543,49.86103,26.2354,34.13005,44.02022,44.29262,19.82097,10.60194,0.7596452,26.75854,37.14896,15.03569,8.70909,-0.2864153,19.06083,35.09003,15.60128,54.78113,5.757923,12.98555,-5.191525,43.30624,10.86436,21.27907,42.52137,25.42529,22.21678,106.9196,55.82449,19.48737,30.81269,43.2144,47.13704,9.824299,18.10852,42.65648,44.95559,2.581048,19.56728,33.16384,19.16674,4.581374,5.725332,-2.80464,15.93979,22.08503,15.06629,8.595201,22.8145,8.069371,17.57298,8.150581,11.75935,19.00798,16.81673,17.84591,19.41081,11.24442,8.290299,17.16413,10.68527,15.8411,27.71847,15.06429,6.173871,20.98531,10.57601,6.977216,7.497476,22.64496,23.10339,29.71852,14.72488,3.641989,29.95457,18.35888,19.00607,18.39686,10.60149,0.7532028,16.22552,24.70908,3.305671,35.8716,26.30253,25.47098,22.28775,1.063985,5.938923,11.88586,24.93597,17.08589,11.8971,16.3375,5.058518,9.625362,21.8081,24.07114,11.05363,22.63195,34.27914,15.74875,33.65132,14.24976,13.98873,12.80572,17.15178,-2.037316,3.033607,12.78269,14.78303,7.842877,20.55382,14.79722,21.28359,52.38081,34.75766,30.78286,12.95484,24.05826,35.65593,14.73166,4.48894,16.24287,9.403285,-17.25334,5.825962,33.67104,21.99329,3.663704,20.25099,21.73303,37.01923,11.47238,17.54427,5.605065,16.61618,14.98903,22.54722,36.14134,19.65018,28.24737,15.04251,18.63281,26.30209,35.62749,20.35376,25.11009,-2.333377,24.17819,28.39543,34.40209
1043351.5625,enter,-6.910751,-7.588947,0.9074117,-17.51671,-14.59883,8.327651,-25.86183,-4.558652,-14.25251,7.664732,21.3324,-5.626991,15.83799,4.984028,2.532514,6.073876,-0.8137941,6.936352,55.47647,-4.54438,-5.198752,5.370383,-11.13857,20.90585,-36.37077,-4.263778,-2.148566,18.06101,7.509717,19.07329,4.001573,-9.436201,-2.695417,4.276619,27.18704,14.6173,25.17859,-0.3432487,13.10856,22.04703,-1.694264,-6.420461,8.327571,-6.978731,3.142263,17.56817,5.732278,17.72741,18.03488,0.8245932,14.58893,47.80675,6.597608,44.39113,-0.5278649,12.12779,26.95344,-4.640476,-10.38896,35.62863,30.1582,9.264397,26.63029,21.25599,30.91129,47.56251,23.79334,3.536069,62.02009,28.34287,45.48265,23.50883,23.79778,35.1603,36.93094,13.79266,-2.456993,-4.589617,7.665191,19.85337,-1.863886,-1.41571,-6.049596,1.787695,17.17241,-4.713627,37.17531,4.725339,4.817792,-14.7222,42.28159,1.279433,18.25448,18.11233,22.12965,7.305266,51.66839,12.85475,3.939543,20.78933,36.16386,35.10048,15.28241,13.51856,32.34551,34.89693,-5.225451,19.1046,32.74211,18.29003,9.149628,-0.3235393,-4.418928,3.253804,21.4483,7.327694,-4.089698,9.202784,-4.654275,5.446382,-1.482505,-2.260897,2.280079,5.105518,11.73661,14.53894,13.89069,18.84484,6.867507,4.354807,-1.690642,29.87795,6.020093,-5.356025,1.489319,-3.024003,-4.558869,9.193891,18.50407,19.5254,33.68275,24.1722,17.60523,44.18694,25.59088,28.19197,28.42306,28.91271,18.58718,32.87844,37.59525,14.02549,38.87459,27.33062,25.41187,19.72773,4.73393,11.80825,33.95264,34.82657,32.61849,23.13943,31.43233,-0.8608924,2.995672,8.688161,10.5523,4.747767,10.99481,17.92509,2.932887,17.79436,-1.067146,-2.149732,-3.76366,0.4243284,-12.90804,-10.43034,-1.838831,13.44372,-3.432942,4.444893,-15.17912,-1.434364,30.90148,21.36595,17.70802,-4.927708,8.41536,16.90925,21.93725,0.4132896,15.00589,3.771925,-17.26234,6.509565,32.22295,13.15908,-1.41756,7.830426,9.735215,28.99724,1.744244,1.301819,-12.88879,2.955911,-10.71809,-2.965097,3.692437,-12.48219,12.56482,-20.63275,2.317581,17.10207,17.37539,52.8774,11.84298,-6.79235,31.79491,-18.19267,10.71048
1273140.625,grief,-9.035151,-9.072324,-8.652917,-33.86127,-18.31437,-7.888142,-32.84065,-7.931434,-16.77287,2.443062,7.792623,-8.015806,10.45919,6.81004,-1.489675,-0.03320926,-8.211105,5.237635,48.60232,-3.94461,-7.220561,2.951805,11.54268,16.3384,-34.09282,-5.340916,7.820953,30.14431,-6.31973,8.22733,-7.363667,-26.80675,-19.68013,-6.203177,18.05652,-1.138101,10.76504,-11.78406,-3.994492,8.020911,-12.12252,-12.38539,0.2366969,-11.16612,-6.143844,10.1761,0.5711393,13.5416,10.13613,2.879189,9.765537,45.63881,6.416516,40.47716,1.565592,10.55847,31.71785,0.2492977,-10.45844,16.67766,23.26015,18.95116,31.6385,24.91859,39.64529,58.48321,35.42638,-8.88145,57.36005,25.49671,46.09711,24.41979,14.13619,32.83104,38.68862,22.69079,3.652366,-0.2623548,9.177699,25.92225,13.33397,1.884533,0.1860168,5.709267,22.54413,8.457898,38.38255,-1.098323,2.612803,-29.04351,32.80561,-1.75701,-0.5548295,25.57927,21.02131,1.7676,63.94716,28.71101,4.256961,7.983766,25.49968,18.81488,9.666001,8.871293,21.89018,29.46823,3.843426,21.99711,34.70921,26.39754,17.44455,19.91256,6.971463,13.78539,32.19768,8.479877,10.36559,19.69409,5.037689,16.49477,8.633445,10.27819,16.00596,10.49752,15.82114,20.71857,19.48651,19.13829,15.36127,5.700408,7.66137,31.09095,15.21198,1.383337,12.687,8.749185,2.389885,26.64457,15.52205,15.33629,32.44967,26.77933,19.97535,47.79893,34.42139,37.00586,34.46508,34.48129,25.22778,37.78209,35.60397,18.6855,41.69101,25.42406,17.1624,15.02631,16.62558,18.3982,32.76888,37.52512,33.31308,38.84329,37.9188,0.7467682,7.05536,9.048656,10.70717,8.739943,13.96354,20.01707,6.038313,26.08002,1.472226,-7.887177,5.625584,9.26376,-0.6665657,-8.28389,0.5296331,19.89786,-5.46859,4.784866,-1.640329,-13.33561,24.52527,21.168,18.14128,-1.968928,9.170303,20.33978,21.87516,-17.6747,-2.515382,-4.997406,-30.28113,-13.79702,17.23073,-4.465892,-19.23892,7.933655,6.778671,18.14566,-15.55179,-19.58009,-24.06869,-15.04361,-23.76551,-20.46641,-27.47976,-25.24947,-3.570569,-23.74185,-17.67881,0.170264,3.934366,34.50994,16.78042,2.662604,24.33401,-25.53126,11.70235
1289339.84375,grief,12.08851,7.587172,3.870881,-12.95077,-12.31564,23.4159,-8.547385,5.804273,3.741988,27.87474,40.59746,19.77998,31.17674,6.79116,7.780646,9.976529,16.60443,24.6726,64.53455,-2.57923,0.6990708,7.313828,0.8623645,22.6564,-29.9639,5.233466,2.912079,17.68459,3.352163,18.37973,6.627893,-17.81467,-5.554844,2.936496,30.47733,9.030439,27.78211,4.061344,19.91107,23.51619,4.580525,5.418519,16.51656,4.343214,8.700696,27.60125,18.36174,24.53684,21.94943,11.68847,21.17892,49.90417,19.46701,49.69792,6.954447,18.64222,34.51651,-7.988514,-14.61332,3.090574,26.49672,13.33607,17.74454,6.801585,13.40638,37.55677,18.25298,-2.413576,58.71043,19.08071,35.88791,11.21607,11.71154,27.69145,32.58256,8.812961,-3.056261,-9.851344,9.221777,21.47612,-2.872535,-6.195905,-10.70933,-0.7732334,18.06184,-8.916475,31.19536,13.23674,15.29265,-16.17264,37.6295,-3.72564,0.1560569,30.57866,14.45706,-3.280582,59.18329,18.53939,-2.153854,5.653757,20.28488,6.285974,3.466259,3.170179,13.7508,18.33784,-9.190847,12.14628,25.08632,17.22804,18.94274,2.429837,-5.111782,-0.470957,13.53539,-6.416399,-9.438211,4.443941,-8.064082,-1.089823,-7.188327,-5.917775,-7.860339,-0.546526,4.793864,11.66406,11.23426,10.05676,5.323076,0.8419847,-4.396021,22.16052,5.86999,-6.93146,7.176912,-7.050207,-5.164384,9.830403,26.51121,26.75994,33.40605,22.07473,15.32698,43.05748,30.45745,30.91234,25.26713,10.25036,14.56365,28.867,31.5012,14.01286,38.97567,28.32057,27.80934,18.44847,31.24254,6.584608,12.2905,25.24221,15.79917,11.32323,12.33343,1.363195,0.546785,2.971533,4.704781,-2.276874,9.531998,13.33151,2.478487,16.5354,-2.66332,-5.313365,-4.562639,0.5076883,-16.9596,-22.62253,-8.560752,17.44776,-15.39736,-3.568796,-5.531568,-5.625588,23.76232,12.62538,10.21709,-9.42811,-0.5823732,11.69629,19.05781,9.476653,10.28981,-11.07282,-24.14721,0.5512534,17.40607,4.246198,-3.617291,-12.02429,5.449182,9.39994,-3.095705,12.53411,-24.59072,7.633333,4.687612,3.281876,-10.27956,-18.78481,14.785,-30.27748,15.21243,8.537698,15.41378,13.73622,12.95134,-9.85983,25.02403,16.22979,8.154657
1332636.71875,exit,-2.95372,-4.647444,-7.536097,-20.97584,-33.62445,-3.638932,-46.67076,-11.55111,-19.76574,2.318807,8.752563,-21.67859,-2.370158,-3.889245,-7.695779,-11.34675,-9.948108,-4.86098,37.1889,-8.75153,-14.83813,-5.905623,-23.41364,8.623382,-41.45382,-16.49967,-6.35904,1.097885,-0.2785425,-2.359462,-20.55865,-37.8152,-32.98835,-23.03691,0.5667674,-17.9153,-6.984423,-29.23681,-10.22882,-12.28321,-30.69101,-20.47958,-12.36108,-23.53401,-24.58924,-10.74293,-20.56996,-1.008138,-2.810111,-16.57096,-7.481306,18.72156,-19.12549,25.46265,-13.06777,-9.572199,4.291674,-20.72088,-16.86397,49.20254,45.89642,23.01793,21.58372,6.818841,11.90553,33.30192,25.76749,31.89199,71.90545,19.21964,47.2704,16.59436,30.69982,32.86992,36.3601,21.87943,14.04752,7.978543,20.0181,23.06695,4.250279,0.5952941,8.341628,2.854491,20.6796,-2.144711,37.09975,-16.41223,-9.307688,-38.16124,17.63566,-13.14291,-10.76439,-2.386524,5.914939,-12.97668,45.0131,21.53343,-6.331847,-4.670568,13.06894,7.428837,-2.538738,-6.675838,5.839681,11.73037,-14.51995,5.482467,18.16579,26.10042,-3.684068,3.746512,-7.795117,11.64467,22.32626,3.940019,-3.956393,7.343244,-5.078566,-0.405611,-7.069673,-4.95193,-5.756008,-2.380008,0.3791304,4.1153,-0.7634021,0.7618949,-3.620958,-8.690816,-2.718541,20.54169,-5.205453,-10.71686,-2.581221,-6.529971,-10.35175,-0.6479412,-0.4536064,6.900916,24.77124,12.73728,1.099655,24.06875,7.517388,8.881377,7.547723,2.458777,0.8500602,17.2352,16.483,13.25421,39.10731,18.13739,7.605052,13.03919,8.345242,19.92023,26.69395,21.94847,9.552975,5.346365,10.83731,-10.47678,-3.407204,-2.693591,-0.4174132,2.464118,0.03673496,5.623724,-2.866996,13.38862,-5.719617,-13.97755,-8.480203,-5.936121,-14.56434,-22.01044,-8.631666,30.42801,-14.10645,-3.934507,10.33647,5.555603,39.70465,29.60503,27.18359,-5.112071,0.8696051,16.82141,32.0088,-23.93606,-7.592152,-12.36532,-35.65607,-18.63191,14.05993,-20.43911,-26.33071,-24.83309,-9.775132,1.082162,-1.603593,-10.79084,-14.22582,-3.205775,-11.19636,-5.031931,21.30152,-9.534546,5.448046,-9.766815,-5.576668,-2.292053,2.187795,-0.5634245,2.857935,-26.41486,8.402189,-13.39313,-12.15405
1390210.9375,enter,9.728693,5.118426,25.45636,-4.478772,-18.22019,-0.4263117,-25.55441,7.620663,-5.49528,2.735353,28.74557,-20.25897,2.515131,10.34452,11.74941,4.314789,10.46622,4.967896,52.24663,3.440035,8.216604,15.24806,12.28135,38.10156,-20.52779,11.34842,16.88608,16.45514,13.16301,12.4673,-5.371858,-23.41414,-14.80705,-7.070367,18.82825,-2.451883,12.13946,-5.555614,0.5920411,8.780536,-10.84785,-8.437146,5.620822,-10.07247,-4.51282,8.863065,-4.637709,14.72476,10.66157,-4.139624,6.91943,29.71,1.500358,38.73137,-2.199575,3.001986,15.95375,6.104824,4.26355,5.470003,22.45586,-1.687627,9.797284,2.208804,2.362585,17.57682,26.24201,-4.025774,58.68813,13.48648,32.28497,9.445772,22.18227,28.5389,34.88775,13.88979,2.956075,1.128145,13.44998,27.45827,6.984103,14.37731,-0.9787123,4.989565,23.53834,-0.7591186,37.58369,-0.9700497,14.20157,-11.43818,27.14131,1.485388,-4.244865,25.75553,21.78029,4.414759,54.15778,17.94986,4.739542,7.790709,20.50658,7.390872,14.76572,1.186304,19.02928,23.15016,0.2039216,21.22526,33.02954,1.06306,7.741527,2.226237,-2.414162,6.985072,18.15597,3.233822,0.7868431,14.05564,1.899496,15.07498,2.432728,1.551861,4.511749,4.959648,11.63793,19.12413,17.59468,18.97995,13.27939,5.092884,5.5413,32.56762,11.96122,0.3471831,10.00585,-0.2946738,1.206411,-12.21075,16.02821,15.75984,26.36591,8.736144,3.630924,22.99387,9.551517,10.46456,4.181936,-0.1537953,-3.316748,11.21588,18.70582,8.881813,33.27364,29.78527,38.0747,33.09858,17.20797,1.118523,9.045907,17.74013,5.051235,-2.479953,3.879514,3.342156,8.400753,11.34976,13.38426,9.443317,14.80786,23.20865,0.7301636,24.05426,6.209764,3.661892,1.73999,7.690862,2.222092,-4.071117,5.389662,7.808848,3.2365,14.84163,2.941119,9.453414,40.4487,27.46971,24.62059,10.9088,19.05363,31.08607,28.10241,-2.174875,4.229475,-7.152935,-26.92037,-5.411784,23.27797,6.412473,-7.167372,-0.2881719,15.37326,8.572629,1.323075,3.491677,-10.46511,3.987302,0.1673403,11.28105,7.09028,0.6528519,9.559481,-3.992543,4.939417,0.6319267,2.376303,23.06655,21.02666,0.8275011,26.13385,17.65729,30.66016
1471140.625,awe,14.53315,10.53896,5.842583,-7.040339,-9.530907,-1.727257,-20.23791,12.06505,10.86321,12.79335,43.0631,5.077628,21.25831,15.70989,12.96587,14.61442,13.67966,19.71163,41.28405,4.514583,2.393447,1.644063,36.98044,11.77392,-25.36194,1.538152,23.68391,47.75561,11.26738,15.57012,0.03801736,-17.52074,-13.46948,-0.2435291,23.62683,2.389856,14.44657,-11.80413,14.41715,11.90186,-12.30793,-2.802809,7.968796,-3.204361,1.858904,9.619225,-2.638622,15.90908,16.0977,19.25606,16.45914,38.67833,3.779991,40.87949,2.855691,10.93072,26.67802,16.54506,11.52851,16.14937,33.14696,16.28959,30.68356,24.25062,31.66869,53.09547,42.4967,11.39343,70.59531,30.34647,50.4871,32.0662,28.88998,44.1597,48.45894,25.5878,10.0989,10.40942,24.01933,37.39146,13.252,18.70484,8.427888,22.48525,32.71999,16.01459,52.97139,-5.286172,14.65689,-14.95704,34.19474,5.074495,2.711098,21.19277,23.6696,-0.1974714,78.9687,36.45766,9.073969,10.51697,28.43693,15.70073,1.262333,6.922129,23.65987,28.76526,0.8203521,21.75513,32.982,39.05849,14.21665,22.47737,15.90345,8.618661,30.34463,20.02004,8.908115,21.84496,7.121406,17.50616,7.158844,8.335917,2.500458,11.08384,16.60588,17.77072,19.26001,20.40502,15.55308,10.1633,9.269184,35.51388,12.05813,3.295698,13.12959,5.8323,3.617713,13.4336,16.41806,19.62613,31.10697,23.59111,12.11033,39.73888,27.69102,30.95204,26.83946,21.79337,15.47629,26.43901,22.58813,8.165895,33.70276,26.24693,25.13712,19.93823,17.33348,7.553264,13.12544,24.57904,24.73796,24.35103,31.12979,9.727116,12.74277,11.52652,13.92783,10.16583,17.39067,21.21567,7.105677,27.74839,2.526615,1.186461,5.58831,13.43622,1.871367,0.006572768,6.029507,16.91166,5.405056,16.68751,8.855872,14.49486,43.85027,30.63394,26.9269,11.51762,21.95271,32.61158,31.97179,-0.7140836,8.257022,-0.8603961,-15.85376,1.088435,30.97797,12.3834,1.239139,-2.765898,3.101413,12.35075,-16.17425,2.726339,-6.457319,10.28686,-4.930983,4.536298,8.774424,-5.127823,7.225236,-7.180052,4.50899,-0.2215271,5.385255,31.33478,25.08362,-1.062979,32.83377,14.82779,16.57194
1495753.90625,awe,-13.55126,-6.310822,12.20725,-9.216725,-9.710011,3.532413,-24.63933,-20.78781,-20.78985,-8.611796,24.82557,-9.288352,15.31462,-16.92138,-10.10468,-8.399814,-6.682653,6.414536,55.76968,-17.73741,-13.32421,-12.80766,-6.106806,13.4677,-41.27411,-15.38529,4.127087,6.469722,-7.055555,23.13484,10.98998,-13.7551,-7.462174,2.205716,30.2268,12.28389,21.1966,-2.6155,10.32387,14.89232,-2.071985,3.309495,10.34492,-2.240805,6.888954,17.43205,8.385059,19.42816,15.17609,3.705962,19.07358,40.94025,11.72193,41.2119,5.220275,11.89845,29.81799,-13.0505,-14.74337,-26.33451,10.55485,7.579879,19.43823,13.43982,10.26846,34.43354,12.36127,-12.02248,52.09559,20.31315,37.98969,1.039432,0.518368,23.3044,20.27108,-22.55815,-10.55939,-11.92914,-1.397565,8.143757,-15.88459,-4.251414,-12.82505,-6.265903,4.338117,-13.37604,25.76311,-2.51068,-4.449616,-10.85787,12.64249,-21.29667,-2.342857,-7.127924,-3.739419,-7.300097,40.1735,-16.20559,-25.22365,-6.236536,19.10722,14.05055,-18.92598,-13.68595,-4.050107,1.844628,-27.29699,-7.978064,4.107814,12.17092,13.9696,-6.503005,-24.54668,-2.074098,3.978372,-5.653794,-13.20472,-2.680872,-17.74692,-7.067256,-19.46877,-20.627,-13.60482,-17.3644,-11.63433,-10.25827,-12.33832,-11.14368,-15.97155,-22.49162,-23.90997,2.518634,-18.32197,-27.87006,-17.7481,-22.39184,-27.67337,-7.945863,19.37461,15.66507,25.05067,17.04505,13.64945,36.82381,23.6905,25.40351,19.70728,14.14635,10.90601,26.20813,22.52434,10.73402,31.05878,19.3641,19.52048,7.570373,10.13515,7.550742,21.5408,24.55147,25.27435,14.40174,10.33782,-22.55263,-16.23021,-11.5191,-10.21428,-19.85252,-6.386039,1.580734,-19.41886,-6.002551,-25.08329,-23.07552,-27.71834,-22.88657,-19.0247,-27.98705,-14.35109,11.09334,-20.11181,-7.995071,-14.63281,-11.5232,23.73082,11.43547,8.540047,-9.144885,-2.692974,11.61867,13.89193,-11.52762,7.228793,0.05309955,-15.04595,2.620779,26.54295,10.95728,-7.265331,-0.6989194,15.32198,20.66294,12.46796,9.006055,-6.003575,4.881752,13.23942,19.30022,12.5409,3.277597,10.37978,-0.0009609982,9.70828,4.772653,8.064274,-13.29073,-22.0434,-33.21253,-19.95336,3.494338,9.114793
1532367.1875,awe,1.487525,0.7864681,-3.624532,-24.00706,-24.83453,0.5655957,-27.48561,2.498122,-8.355072,7.505973,17.2223,-9.937341,5.136045,0.6813304,-0.3046513,0.3538808,0.9942814,5.052954,38.93184,-5.434516,-5.773047,-3.039742,-5.959168,7.859521,-30.64742,-5.227882,0.8072376,2.69527,-12.80527,7.194701,-7.556015,-26.9775,-16.7105,-13.00905,16.62104,-4.331508,12.20001,-16.60057,-2.047029,5.80309,-12.79654,-12.47375,-5.733623,-17.45448,-7.1334,0.2321005,-7.938605,2.407628,-4.284791,-8.938302,-1.717749,18.6177,-9.325785,23.97937,-17.24129,-13.16556,4.005481,-5.065717,-10.72138,11.28326,11.94158,-2.323939,-3.760605,-12.54969,-8.493104,22.10116,15.62111,-4.249043,50.63143,3.503799,28.6356,0.9043157,22.90281,19.9519,28.24029,12.75266,-5.753776,-5.876616,8.781555,16.35065,-18.09292,6.20057,-6.138957,-0.9155225,11.64313,-11.28076,29.44326,-9.283684,13.69436,-25.31199,3.212138,-13.18601,-3.410203,-27.37544,-0.8495032,-1.165164,47.5573,-4.614705,-32.05894,-0.9775198,12.56108,5.332375,2.917211,-1.033676,10.8353,16.1436,-7.780888,9.901099,21.4227,3.821044,-5.881085,7.272327,3.251621,-10.17919,14.08631,-8.596056,-4.420074,6.015964,-5.487432,6.34172,-2.092375,-2.603502,2.319413,-2.649163,2.882482,7.378441,8.340624,7.406903,3.64899,0.3934922,-0.3900356,24.15384,1.718196,-7.867895,3.489248,-3.759977,-8.57581,-22.00057,4.071931,-0.4059252,9.586502,-2.368374,-14.0087,5.035995,-2.188424,0.08609056,-3.457566,-13.39229,-22.74356,-12.01149,-0.395105,-8.956575,14.10326,5.873353,5.762712,1.620147,-3.956447,-12.12968,-0.03522216,-7.778196,-10.38283,-8.587216,-8.919242,-5.475198,-1.311734,2.42391,3.122748,-0.4613117,8.357175,12.39132,-3.975191,14.62391,-6.561845,-6.84904,-7.494788,-0.5342672,-10.95666,-15.02017,-8.276471,-9.325622,-7.817922,1.338505,-2.174846,-7.140057,37.12416,14.20311,11.4199,-2.278319,5.403991,18.00323,7.172572,-5.768583,0.1157894,-6.87195,-29.06746,-10.28249,16.70333,4.085414,-5.199798,6.546222,7.844959,13.98149,-25.2617,-9.33649,-14.03885,-1.944845,-15.02223,3.5751,2.859851,1.88333,5.046045,7.047828,-6.677879,-1.675947,5.999979,22.62848,17.27113,-16.35187,21.48813,13.16006,13.45513
