Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A15,A17,A18,A19,A20,A22,A24,A25,A28,A30,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,B15,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D17,D19,D21,D22,D23,D26,D27,D30,D31,D32,E1,E2,E6,E8,E9,E10,E11,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G11,G14,G16,G17,G20,G28,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20,H22,H23,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1434066.40625,enter,14.44269,13.21175,1.534906,-26.5726,-1.337611,7.477695,-23.19675,12.3472,10.60698,17.62845,-3.651597,11.57566,47.33437,7.164082,9.392628,-11.87223,-36.11002,18.65295,-35.81591,-2.786408,21.12664,-6.090549,13.83656,7.166904,-17.66345,-5.222355,28.85982,10.3067,5.784348,1.693945,12.71078,-0.1132184,-7.28455,6.330922,1.380976,-6.487592,-18.88431,-6.926813,-13.85323,-23.96356,25.73781,3.0116,-3.055953,-0.758257,-13.49764,1.48458,-10.64013,16.34716,-7.300119,-5.04152,9.889923,-23.23442,21.41411,21.19324,40.06226,15.77958,5.900928,16.02532,13.94759,34.54745,63.65025,-3.47906,33.8404,12.77511,24.89771,12.26806,14.33908,43.17926,8.016709,10.78151,13.52772,17.52173,6.342582,51.01988,31.55173,20.64698,27.08042,27.79295,34.76417,35.36614,62.60762,-5.740295,0.8099979,7.193158,-19.40047,-5.812666,-6.237197,12.23106,-2.275088,7.866018,-0.03586056,1.865944,6.855742,0.7350667,8.428122,0.146388,-1.892224,8.093618,31.33322,1.881238,-5.878644,12.1713,0.3647639,22.82874,26.09111,36.20105,1.373033,8.488576,15.13872,15.17161,19.44092,19.53353,13.55671,30.44091,25.81472,39.13189,24.37739,26.1232,21.30322,25.56994,22.94897,22.00033,24.61765,24.14953,26.49218,24.17629,28.93331,27.65561,24.2676,23.86997,22.58534,13.46044,-6.050131,3.50218,7.82667,7.182988,10.23502,9.393082,5.688437,3.683355,-2.306442,10.41303,7.49637,5.48272,-2.372471,-0.4602697,1.478314,7.060447,11.26646,22.86519,14.58051,10.1314,2.785545,10.92457,2.479553,15.88148,13.29074,42.06422,7.945843,6.660955,14.92828,48.71175,9.527111,10.89157,20.89363,23.7185,2.204433,22.04868,12.41767,22.13418,10.79226,19.86928,-9.535082,13.3803,21.51178,4.225661,21.31347,18.89979,19.29751,-15.61258,21.03469,-3.263728,28.611,4.395384,30.93323,9.800399,-9.937635,-14.74515,11.80845,12.69134,5.895322,10.95353,-7.121418,-11.07691,25.65312,-2.234864,24.2402,15.93069,13.41757,20.83814,27.85385,4.102766,4.394134,39.72556,21.21996,34.35765
1504753.90625,grief,20.24335,8.230714,0.4077899,8.217586,21.33965,34.9879,1.728068,10.54498,16.6264,29.70563,1.869639,33.8678,44.12233,19.17731,22.61716,9.151726,-16.60444,24.5363,-21.78761,8.58452,23.12798,10.81771,47.1686,45.52321,20.05981,38.91943,68.61027,42.45547,44.94659,43.23396,61.09301,45.31361,23.62609,50.32507,28.79427,21.779,28.83034,36.15393,31.00471,19.53787,36.22785,20.40436,15.57678,30.67723,19.10472,35.18601,30.00408,20.01902,1.166229,19.25364,38.41765,4.0873,33.52684,35.15869,36.14531,1.164053,-6.592977,-2.043858,4.164634,63.3236,84.18466,-8.106591,4.462928,-2.337453,7.609164,-7.05011,26.46506,52.95529,-1.769267,-6.823435,26.08577,29.33747,-3.432254,52.42034,43.04746,33.98579,40.03996,47.09111,55.06804,55.49838,81.1729,42.09732,42.60789,41.29951,-3.348804,38.27395,32.45719,42.1291,33.32866,49.85281,37.70662,26.46405,28.35531,25.37818,36.38947,29.67902,17.08043,13.1099,59.1507,12.2269,14.81426,24.89627,11.91217,31.81161,36.65697,47.09959,4.947027,9.009087,19.79252,22.45898,32.79595,31.69317,25.95145,36.0074,27.02423,40.24639,25.082,27.0286,22.34196,28.94468,33.46621,21.64592,27.97006,26.836,29.13464,23.02452,29.45923,30.64426,25.61341,25.34975,19.35997,-1.85004,-2.510805,5.799803,5.732783,-1.259489,19.18603,22.60167,28.62218,16.33517,23.93888,41.12411,51.32852,7.860385,24.4365,19.80685,11.53784,7.626143,17.78961,19.35302,9.015592,-3.517049,-18.66804,-3.495822,-26.17229,-10.5157,-1.693672,37.06245,1.871199,12.36556,-3.139055,47.03808,15.23494,18.58567,28.31975,20.0569,21.68188,24.98504,35.82437,16.28027,27.79384,25.82078,6.601569,33.77531,38.20074,-5.237043,37.9747,23.8303,34.45992,24.33242,56.10484,29.5004,60.21527,31.91584,56.14544,32.58633,13.48761,7.619536,39.68985,37.05986,20.1636,26.86383,19.11128,15.72208,35.94562,18.22664,32.58147,30.38748,29.72606,33.1316,50.85239,16.01519,6.508274,21.32282,8.542249,25.4966
1911195.3125,exit,4.079737,8.601842,11.04663,-7.140175,13.72325,28.45147,2.651026,15.51371,2.561224,18.58568,13.0635,26.77327,45.37035,5.729479,1.165973,4.643833,-9.191677,26.00462,-21.79327,10.65687,21.08283,17.77309,36.28046,38.29604,15.67782,30.21393,57.0571,35.57042,36.10231,38.01417,50.66652,35.45627,17.0558,45.31189,22.55803,17.74604,23.11455,28.81874,27.58837,18.76234,34.98297,19.42436,16.11495,25.20554,12.19026,30.99834,24.46509,22.3578,5.308078,15.21654,34.6005,2.234844,36.11442,36.7298,43.30616,18.38633,10.44209,10.42126,9.168672,28.25821,44.06429,1.268474,29.53346,17.42311,23.49712,8.236347,28.04602,54.68206,11.89366,12.51547,29.00193,31.09747,10.16885,45.64265,25.61165,35.2917,40.66286,25.06251,25.01377,16.70057,56.02468,33.87507,38.84935,28.28801,-8.792063,37.30871,30.29385,34.73084,32.3166,48.04817,28.37121,10.66324,8.377594,24.34179,32.68744,24.06662,-5.757391,13.42953,51.59541,16.05802,10.45601,2.10143,2.932909,10.19411,15.54729,21.92033,-2.145896,-1.713402,2.534855,1.851836,-13.61895,-14.37243,-8.585903,-21.72743,-23.23794,-11.61895,-5.975939,3.789198,1.1121,8.002883,9.880375,1.829403,6.92641,6.174114,7.036167,-22.08127,-11.27505,-2.540686,-25.42068,-27.13251,-25.09875,-0.6383637,-0.461446,9.442977,10.34807,8.408421,17.49989,19.8763,23.51429,21.16363,21.59699,38.74722,45.96105,17.35861,23.38952,22.00718,13.98186,16.25505,20.20256,25.75352,10.28527,8.019055,-5.955056,11.00848,-4.783719,-6.478522,12.33989,48.77385,11.04011,10.21193,11.39945,46.60157,8.816641,11.52803,21.6973,18.73173,4.557007,16.67002,19.97211,14.68011,8.928286,41.55045,29.77678,29.123,56.46603,2.915337,57.15344,28.59178,54.1848,19.2469,55.37007,23.19178,51.91511,27.67603,47.32346,26.73277,8.520697,5.598894,20.95926,18.06743,2.457862,12.09888,9.741313,8.89307,28.77535,7.839028,26.56821,8.289879,13.39214,4.717307,16.95622,26.60334,9.201384,37.31411,6.854789,6.606535
1969132.8125,enter,9.092767,10.31707,1.907155,-14.93499,4.932335,17.33128,-8.743168,1.729711,7.371539,15.62749,-7.621509,20.62091,33.4502,4.106658,2.890004,4.13843,-8.469168,13.2853,-27.37098,7.425406,11.82624,3.25995,20.37035,22.57773,-5.058232,13.86134,39.06674,26.20625,22.41226,18.76651,33.24463,20.40422,6.482346,27.95,17.2184,9.731479,8.289571,15.74919,6.282369,-4.40152,36.1309,12.2055,10.85605,16.24702,4.751325,16.80568,10.71448,23.62226,2.772275,8.127308,24.22198,-7.869217,11.65419,14.62031,39.68406,23.34909,20.10442,20.81181,22.80913,28.33202,50.69994,-1.991572,44.47835,21.36906,35.61678,24.93692,7.129058,35.46228,19.64334,21.75021,6.819614,9.640222,18.56413,53.48568,33.2735,11.89346,18.47925,19.48577,27.94148,24.06012,48.71615,15.17862,26.30435,18.12252,-19.35796,9.858591,9.555041,23.13957,7.117133,17.38744,9.584334,9.238899,7.537868,9.478208,7.132169,-2.130258,-6.106495,15.63796,27.15032,-5.669584,-4.100133,14.45029,3.182379,10.67874,16.40087,24.00784,10.52587,10.98133,9.540427,9.611243,4.455215,4.278589,5.44451,7.936151,7.756629,18.31518,7.186239,13.6366,11.43608,13.73478,12.10746,10.89374,12.36467,10.99321,12.35749,5.352614,11.48832,5.909803,6.781729,3.093557,0.05912205,18.77579,12.6256,10.53748,17.25878,12.84742,16.33728,20.95657,21.36566,21.98187,17.32883,30.00126,25.35015,6.097008,11.25945,25.26863,18.83973,28.55697,26.98623,31.95716,11.46716,14.9277,11.76286,22.39919,12.63326,41.07268,20.37013,58.2548,28.67062,20.76283,24.2114,31.67655,-3.174969,1.780103,14.69727,7.32317,-16.97728,10.47592,8.976594,4.618454,-2.393765,-4.348336,-18.72524,6.458756,10.78312,-10.4365,11.16943,-1.311377,7.3685,3.064754,35.41464,6.303123,38.64167,10.49991,35.01287,13.3111,-1.199556,2.721503,17.52794,13.4611,6.012146,7.521036,-2.888285,-5.298889,24.78195,7.219727,21.52045,11.5886,9.605432,15.41636,27.50944,3.012572,-4.16604,5.13058,22.56747,22.09992
2052656.25,awe,20.49377,-1.850525,-4.193549,-16.26912,-0.7916306,7.223842,-14.04886,19.9104,18.66481,20.03007,-10.50077,16.75482,40.47581,10.79228,11.55074,-1.906981,-17.08386,20.78165,-31.23685,5.852981,14.00425,8.039961,13.48182,15.36554,-14.73425,-2.868191,29.18166,14.17743,14.45923,5.881383,14.43309,2.869318,0.4865421,16.60951,14.61765,9.063507,4.476361,13.32658,4.23441,-4.594626,35.29379,17.25492,16.87018,20.43717,8.562708,23.44477,12.16289,29.34426,12.3816,12.1583,26.83745,-3.546187,14.56736,15.35757,38.57396,13.77933,14.46567,12.92137,3.969935,27.9206,49.32615,-3.303901,34.92304,10.02962,23.60499,14.32013,8.696038,36.02259,11.48299,13.48138,8.740604,11.32158,9.969267,48.29058,30.38203,14.25624,20.31233,13.59359,23.07451,22.61198,43.41426,4.849384,11.2466,4.130613,-25.26859,13.00655,-2.970337,9.870694,13.25605,24.38126,9.355765,-8.524841,-12.44141,16.34811,29.76689,1.456084,-20.52248,18.62692,49.50939,4.164452,-8.501702,-10.38096,-13.19607,5.847044,9.824078,17.18679,6.953365,12.2304,6.319261,6.265351,5.300277,3.671452,15.66891,13.16986,5.133408,17.49193,8.539986,8.455022,4.020488,6.759806,6.83525,3.608864,5.342968,5.104787,6.81076,4.717112,11.80042,2.843157,5.304376,3.248769,0.9567651,15.31181,12.90903,17.30771,24.96631,18.5688,22.03594,20.28619,19.53141,16.08283,18.00345,31.60794,30.67856,7.432013,18.74756,25.59309,13.76604,10.19179,20.32509,27.41109,20.86439,20.26794,17.74974,25.25055,18.7111,17.80043,14.74471,44.5444,14.56552,20.55327,14.26598,39.87928,3.728623,5.448997,15.58502,9.821526,3.581344,13.83796,13.69591,4.707823,-2.659263,4.447691,-13.99875,5.563299,15.62507,-9.675658,17.4024,2.838017,13.18372,-7.176726,26.74324,-4.111447,28.9745,1.636819,26.51053,5.773287,-11.8923,-6.71661,8.643157,-8.74396,-12.38191,-7.171769,-9.43267,-9.173424,12.6967,2.730386,8.924849,-7.862862,-5.484691,-12.70298,11.66468,1.006569,-3.616763,28.66038,-10.70712,13.36587
2053730.46875,awe,9.183332,-14.4394,-7.418433,-34.36008,-15.50766,-3.045775,-30.25414,1.413484,7.887375,2.276021,-6.407509,4.2122,31.16064,-2.970788,-9.033951,-17.87122,-37.48511,9.348812,-36.69796,-9.842601,8.91612,8.112519,-2.34993,-2.69908,-25.78908,-12.0929,20.69026,0.5785421,-2.932631,-9.275695,8.906844,1.584015,-16.6054,2.987545,1.591841,-10.84536,-10.9296,-0.9516965,-3.870245,-12.2296,17.83913,-1.487868,-3.561776,-0.6586636,-12.90128,4.94743,0.5430038,7.398142,-5.896795,-9.961071,11.38958,-17.31527,15.53308,17.27455,39.57774,12.3631,9.291582,13.14645,11.6561,32.16756,50.96629,-0.6546047,35.17744,9.344824,29.46422,21.19912,9.810991,36.91301,16.43608,26.03758,8.895082,11.06768,15.03281,53.4843,35.49434,15.20061,21.43075,18.65189,27.12202,24.99062,49.67613,3.351876,9.526677,7.636349,-27.52493,7.119678,1.810447,14.5814,7.78463,22.6302,5.597909,18.34566,-12.02645,8.271815,22.52123,6.364801,-13.28333,-0.2449241,42.29335,-1.394246,-14.0399,2.929561,-8.774149,11.81078,17.80401,22.63346,5.599347,6.43555,14.63661,12.83786,8.0828,5.966163,7.564683,16.49187,7.967532,18.93483,7.048054,10.81691,8.715935,9.98947,11.77749,9.233553,10.23165,8.793033,9.6962,-1.245783,9.317492,7.883334,5.41716,0.6854013,-3.773026,1.323976,-3.996014,-4.004936,7.571637,4.978272,2.69819,3.605261,2.125606,0.7424118,2.890522,20.58487,19.8334,1.460894,7.54702,13.71889,-1.470789,4.393333,4.812581,14.90131,8.743351,9.616982,1.420644,7.366209,7.815759,5.372083,10.98057,38.88576,9.434481,-2.761004,12.61823,34.30571,-0.09592175,-3.130219,12.46638,11.81016,-0.01149899,12.3042,8.044762,7.624418,3.079052,17.10278,-8.979247,7.748127,21.04081,-7.407655,21.62836,2.082369,17.48113,-12.52175,16.62734,-12.00523,13.12336,-11.00378,12.1278,-2.254165,-25.8687,-20.04956,-5.150962,-6.720513,-17.20275,-16.6808,-21.15661,-29.31201,5.560143,-10.30842,0.2311202,-12.52664,-12.89636,-13.76903,19.65435,5.12012,2.663432,17.06718,-19.58303,0.7211524
2308519.53125,exit,6.739607,-22.48248,-23.15314,-29.1813,-11.54005,18.29923,-6.668387,14.29235,6.319593,7.860238,-15.43365,8.687538,48.68428,4.659108,7.169755,-2.848718,-9.283189,25.18221,-26.34124,10.48499,22.01808,19.50965,14.96322,23.52421,-7.136066,8.237934,30.01553,20.99295,22.33281,17.04207,29.45592,15.41229,3.935356,28.75249,14.13921,8.117306,13.17379,21.31123,13.5736,2.053088,33.34137,12.72094,12.63203,21.67787,9.037748,24.85152,14.21913,18.91506,4.804952,9.344076,25.11205,-7.40607,5.936651,6.485483,31.29129,16.38052,6.007456,6.039416,4.599943,32.78383,53.45749,-8.986973,34.2344,12.61001,19.7983,6.713257,0.9334365,27.43716,10.03651,11.12985,-0.5698887,1.814977,8.396833,43.09483,31.49361,4.968834,10.38263,12.40073,22.96661,27.17169,40.93092,15.74578,18.58412,11.6066,-24.98364,26.51614,13.95679,19.16013,20.42475,35.91504,13.80912,4.348909,-11.10745,12.58879,31.80133,14.46717,-5.256678,-0.4427854,49.64765,10.40076,2.668815,13.25199,3.987978,22.67446,36.42268,43.42262,-14.80256,-0.1472694,9.247953,7.944271,13.52497,12.93357,27.69427,28.33891,20.73576,30.50598,27.46382,25.00763,25.5262,35.46667,32.15485,26.51227,33.91314,33.29058,34.3151,15.04262,29.67329,33.28402,18.3055,17.34991,25.73139,-8.254701,-7.023194,6.024718,12.30706,7.693682,15.89969,18.07936,17.90951,10.43734,6.352362,21.87861,28.74244,-2.732168,12.15162,13.59176,-3.777807,0.5090821,13.8955,23.94759,15.68322,9.579255,-2.724981,8.239619,-0.4458512,4.786471,15.66062,39.19063,-6.270082,-7.522596,4.042508,50.74993,17.46374,17.8479,26.19422,29.68782,-3.132507,23.35325,20.75013,28.28509,12.59219,10.77251,-14.74185,14.66568,8.372043,-16.39788,9.410966,3.600894,4.981972,-3.29712,30.9539,0.8527625,28.80523,0.6669093,22.94736,-2.104749,-19.46954,-11.70455,-8.475303,-16.37253,-31.8132,-26.6028,-21.52238,-19.32644,-12.562,-19.14539,-16.86391,-29.58592,-23.52749,-28.64711,59.72366,46.66613,41.90103,59.3072,-43.49386,-36.58281
2366093.75,enter,16.61248,9.065828,11.94547,-14.26658,4.27784,16.5349,-5.392242,5.200277,15.40141,20.01109,-3.07589,22.29573,39.05596,8.432734,8.719971,4.57926,-8.187469,11.50708,-20.61734,8.484959,16.75769,11.70439,20.04121,22.73116,-2.201825,7.959215,40.88813,24.88232,17.41741,12.01705,24.96848,17.61767,8.265122,19.71535,23.82511,12.27291,3.795505,14.99887,17.96012,8.756042,42.80625,19.85539,16.51558,18.62107,6.28001,29.35067,25.10374,28.1393,15.85303,13.78162,30.68378,8.456849,9.405249,10.79881,35.82799,20.54998,8.404247,9.0067,3.251446,34.96977,52.01267,-3.446097,35.86992,16.98256,19.94483,10.91119,4.694969,29.74113,2.641595,7.463921,3.857387,5.23496,2.498044,37.42664,25.63985,8.767219,14.33551,11.61859,22.30011,27.97894,40.76289,26.57168,23.79245,20.34531,-5.500934,34.90714,31.39677,30.65705,33.7531,41.80219,28.11368,11.67478,3.236445,22.00732,36.2779,23.88886,-2.636195,30.80896,54.01783,11.43673,0.6497731,9.112926,3.478523,16.82738,24.39604,30.3982,4.073342,14.73477,5.222866,4.650436,13.34428,12.0398,20.79785,17.7897,10.31302,18.99115,12.69571,18.06536,12.03106,17.45764,19.43294,12.42759,16.83946,16.90808,18.11202,2.49999,16.35697,13.40433,7.249281,3.791027,5.94201,14.22037,15.7472,16.31958,24.03312,21.21585,23.47751,25.63074,23.79996,26.37791,23.3333,42.98573,48.4579,36.72649,29.1963,35.23286,9.804231,20.82328,20.598,30.3502,24.78126,22.87872,17.12549,24.53308,20.07415,26.44826,22.99988,46.93629,13.12435,24.91,10.48904,39.28402,3.487937,5.144224,13.64466,15.41196,-2.8803,13.04366,10.65784,12.69056,-3.127333,4.376992,-14.98065,7.342052,11.15381,-4.453454,13.12611,8.726337,7.931424,9.521461,37.1725,10.37333,36.77543,5.621616,33.66364,19.33258,-0.8608925,1.113503,16.6912,12.3794,12.15297,10.98633,6.317437,-4.343359,26.98632,10.26797,22.20156,15.19187,14.18308,14.80479,40.10173,11.55266,9.907701,25.47713,28.21718,27.48573
2492824.21875,frustration,5.102526,19.07278,-1.776291,-22.13608,-7.557419,-0.5434011,-20.7582,27.98317,4.482683,17.3613,-7.885402,11.79634,36.86954,7.627194,13.50868,-2.164906,-21.96362,21.8851,-19.25425,0.01312802,16.975,8.164735,3.192774,8.058324,-15.73211,-4.541684,21.26426,9.140886,7.897401,3.450665,15.95407,5.568479,-8.803993,14.32792,2.384974,-4.851716,-2.657551,1.670336,0.5651534,-8.402149,16.81706,-4.281592,-5.477693,-0.4638304,-12.6828,5.317654,1.106227,19.41535,-13.3015,-13.41401,5.885978,-16.35538,-8.015036,-5.620368,8.355417,-12.96802,-14.67456,-5.786456,2.230655,11.37474,29.06945,-29.49686,1.46703,-16.17295,2.028372,0.8614386,-13.21429,12.7585,-17.97626,4.114502,-13.88029,-10.91995,-19.25983,34.3131,20.04173,-8.372771,-3.020896,1.866678,1.200972,5.963498,29.04956,-1.398365,4.686862,0.5429197,-29.22989,4.660731,-4.703196,6.191235,5.764074,12.24326,-5.065164,-11.63125,-12.47577,2.329633,8.308224,-9.142685,-20.83154,0.7554843,25.84845,-13.50993,-24.63611,-23.12361,-26.891,-5.24685,0.2049717,6.043625,-7.02388,-1.282968,-2.61463,-3.910141,-10.9232,-11.17842,-8.896396,3.980787,-5.416903,3.721287,-6.229514,-5.678771,-6.518886,-0.184798,-3.95808,-6.981047,-0.6634969,-2.201511,-0.4140192,-7.167517,-2.045785,-1.040268,-7.971436,-5.264242,-11.49311,-8.246362,-4.306713,1.105381,0.8667158,-10.65803,-4.369018,-9.161723,-6.762291,-9.589535,-4.073524,15.82547,17.31552,-6.5872,1.124284,11.80403,-16.22856,-11.45591,-14.077,-6.826967,-13.26813,-9.223945,-6.631703,5.011174,-8.89834,-17.44929,-15.08353,15.56358,-5.668444,-6.98305,-5.269151,38.0467,3.80011,6.78902,15.52136,10.80516,-8.451322,12.49932,7.354263,7.480506,-3.399265,-4.403111,-20.62244,3.018065,-0.7849454,-9.781867,0.3190907,-28.19266,-4.452112,-8.352341,19.28874,-7.243811,22.68969,-3.242377,21.50231,2.017139,-16.00186,-13.82717,-1.981657,-3.75529,3.094484,1.321865,-5.794326,-14.49777,16.97602,-1.387177,12.19389,5.920884,4.882528,-7.344202,-2.850887,-21.76709,-21.00103,29.36273,27.14131,26.96025
2810683.59375,exit,49.93193,25.23318,8.797748,-11.47661,2.330781,11.03159,-10.89853,36.26503,50.78582,29.9661,8.636211,24.55429,31.05903,18.17978,17.42383,13.24685,-3.128914,15.46548,-18.01399,11.1593,14.63414,12.77219,9.908897,10.56659,-17.33208,-9.839649,11.66931,14.13618,7.586934,-0.1767207,6.646682,-8.556006,-4.17893,10.4903,10.99869,-0.02592414,-1.103741,-1.082985,-8.764985,-17.55313,23.46384,5.379903,4.310904,2.655866,-11.83569,5.06223,-3.184415,15.07195,0.09586808,-6.241599,2.895559,-19.89977,-16.26375,-15.5277,14.98168,-7.930195,-18.6113,-14.55182,-4.527636,12.97081,29.29113,-20.94867,19.76905,-11.34068,-2.128931,-4.064986,-20.51696,3.720071,-11.08612,-4.441824,-20.89853,-20.33331,-10.67793,20.39094,15.75909,-17.19956,-12.08091,-7.739013,10.74828,8.262946,16.83174,-6.158326,-9.902566,-11.53034,-40.65559,-3.805221,-9.199207,-3.557443,-0.8799304,1.751745,-11.50185,-21.60612,-22.93102,-4.153292,-5.599224,-26.89929,-43.78976,-5.092903,11.56815,-23.66848,-37.64411,-15.57945,-36.88964,-14.14458,-12.13787,-6.430817,-13.68256,-3.98965,-3.322051,-4.307589,-11.5153,-12.23233,-11.21294,0.2085326,-10.81717,-3.293063,-17.50389,-13.48592,-15.2569,-10.90994,-15.9041,-14.44925,-12.14952,-11.78241,-11.26142,-22.94897,-9.60739,-10.22056,-13.07696,-22.48022,-17.54118,-14.82596,-26.64421,3.669672,9.651691,4.350914,1.301217,-3.764381,-4.406667,-14.39925,-9.005733,8.270551,11.30773,-16.33592,-6.496873,-0.250677,-22.50131,-25.94073,-14.13937,-2.28601,-3.747154,5.95503,4.264812,15.48915,-1.820322,0.3873987,-3.159533,10.12732,-23.64454,-13.01324,-15.77991,33.5004,-3.722465,-2.823855,10.45953,3.636646,-8.635238,9.055284,2.95336,-0.2666293,-11.08846,-3.116445,-22.25273,1.072729,-6.305995,-42.92358,-4.826737,-21.93923,-10.33405,-20.51812,9.529339,-7.253368,21.72219,-0.2034918,17.9015,2.413703,-24.12786,-21.72544,-11.52341,-17.75822,-9.24257,-10.04728,-5.014596,-12.13012,11.35159,4.558997,5.628808,-7.949596,-6.942782,-22.85593,-42.01017,-13.27294,-27.34465,42.56932,-7.96911,2.316015
2868359.375,enter,4.621118,0.7810007,-7.760675,-22.73989,-5.02885,-1.117319,-26.29548,16.3885,6.109989,16.77371,3.83428,14.30605,46.39598,1.891853,5.625029,-3.466947,-18.43896,23.87397,-24.77216,-0.2614726,22.3484,-0.8198933,2.330582,2.709379,-16.97171,-10.39599,14.4715,4.277744,-3.561252,-5.989527,2.260294,-3.40259,-20.01301,-1.339312,-16.2494,-25.06997,-18.52741,-12.40173,-17.17406,-16.43111,-3.758946,-21.45549,-17.40921,-12.27022,-20.83848,-0.4822872,-8.688262,-19.86757,-23.38363,-13.77632,7.116336,-18.437,37.28057,38.92335,48.43688,18.98734,23.29782,31.84317,37.30932,53.49411,66.79699,11.66881,40.02367,15.99414,39.33671,38.93367,32.05225,55.91376,30.9488,38.73804,31.26329,33.43858,28.74845,75.18945,62.12884,36.06561,42.85145,43.57465,52.62675,44.9726,68.0248,1.061447,4.275857,5.515769,-16.29857,10.5965,6.083578,13.92583,15.30101,26.94473,14.55542,8.572799,0.5712487,13.43173,24.18006,14.70004,3.106067,17.05687,40.58873,17.58002,3.612703,16.047,3.707328,24.0309,42.80022,46.66492,28.36113,23.55511,38.279,37.13945,25.25086,24.4047,37.33534,38.07741,29.3121,37.14533,28.91213,32.47787,32.71747,40.50703,38.32669,32.49793,39.18931,38.19859,40.16782,28.07003,39.50486,43.21284,26.45185,27.0278,32.27314,29.25555,7.214748,-28.43852,-13.1567,-11.57565,-11.46969,-0.0986774,-0.9979932,7.308914,3.408322,10.07701,17.16327,10.91414,4.879399,21.54631,6.447362,21.47616,12.94235,16.20104,-2.923481,-10.74806,-21.51079,-16.33627,-7.255772,13.03224,2.968496,48.45003,29.31469,13.80011,30.34607,48.10628,18.55477,18.95908,24.32586,27.95586,11.11045,24.00925,23.34978,26.85171,21.97126,40.24665,18.73701,35.69677,44.47705,11.31379,46.95732,27.53926,41.41356,-10.04675,16.47546,-6.365469,20.55142,-4.342706,18.10107,-3.593318,-21.02554,-11.46824,-4.157444,-1.787376,-4.698565,-6.143065,-9.734605,-17.5669,7.302281,-5.217128,1.796755,-3.292455,-5.451602,1.958801,55.21503,32.96566,18.99438,38.92128,-0.5704033,5.265698
3181292.96875,happy,5.710416,-3.595447,-12.02287,-37.33883,-27.29377,-17.60724,-37.34678,6.510066,5.470334,4.188019,-22.56165,-6.677307,21.43952,-13.61832,-10.90197,-18.48884,-34.10135,11.01772,-39.54621,-18.52193,6.67069,-7.094825,-16.45879,-15.60485,-33.25457,-27.53327,-5.590903,-10.66914,-16.10797,-19.79079,-9.682126,-23.82732,-29.47701,-8.752795,-16.38784,-24.06704,-15.79953,-12.47024,-21.62302,-31.00239,-4.014615,-20.46983,-14.19518,-12.49285,-22.77377,-3.602161,-13.74603,-12.15417,-21.40141,-18.43526,4.090183,-23.84759,-1.679535,-0.8291473,17.93167,3.421443,3.006162,9.29296,9.693598,22.03068,35.74104,-15.26931,25.63766,0.7429609,16.17404,13.84196,-6.102363,16.81395,1.25412,7.376479,-7.159078,-5.622985,-0.1845433,31.24166,29.47963,-2.448463,2.304436,3.471528,12.8494,16.00861,25.37986,-20.37011,-18.27051,-20.02956,-34.30934,-16.40212,-22.17781,-12.2431,-10.26405,-8.319307,-12.48685,-26.73678,-20.86291,-5.390864,-19.24859,-17.73264,-26.59281,4.278408,-1.524011,-25.54824,-26.52522,9.524578,-12.72549,5.344793,11.30447,13.41014,8.075958,7.101256,10.95849,10.13835,-2.27758,-2.995117,-7.401039,11.77011,-2.65957,4.33753,2.780244,4.465553,2.907056,8.10392,5.233226,1.742113,5.764742,5.636567,6.278784,-6.268341,7.414546,3.655585,-5.599221,-6.642189,-7.877866,9.592191,-3.079328,-23.07238,-13.69612,-15.96349,-14.6565,-7.103806,-5.863812,-0.7159869,-1.531871,2.208256,1.209499,0.6330508,-11.53395,11.30687,-4.577643,9.809493,1.606698,4.56682,-12.64883,-13.34935,-22.92345,-12.00057,-21.95109,-10.67474,-10.03309,33.74938,7.482006,0.4923127,8.299682,24.62405,-9.285515,-3.324886,6.722798,-0.001288384,-7.776504,6.190544,1.093764,-3.120436,-6.927976,-5.0793,-20.25785,2.077193,2.17635,-15.38221,4.1873,-8.15808,-1.970365,-28.37989,-4.103523,-22.83603,0.3644685,-25.11421,-2.369907,-12.80898,-35.41145,-27.91434,-16.30798,-18.72933,-9.223971,-8.653758,-22.31054,-33.97228,3.200272,-11.16066,-2.480119,-7.856166,-5.554392,-15.05436,23.26293,7.434603,5.831742,25.6452,6.691237,8.049659
