Time,Event,A1,A2,A3,A4,A5,A7,A9,A10,A11,A12,A13,A14,A15,A18,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,B1,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C12,C13,C14,C15,C16,C19,C20,C21,C23,C24,C25,C28,C29,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D14,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D27,D29,D30,D31,D32,E1,E2,E4,E5,E6,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E29,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G13,G15,G16,G18,G21,G22,G24,G25,G26,G28,G29,G30,G31,H1,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H21,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
3026917.96875,exit,-9.583945,-49.89533,-29.03533,-29.05666,-9.839115,2.609984,-9.757146,-18.20437,-10.93954,-0.8086755,0.01155628,2.947304,16.20351,-12.42836,1.009881,8.164584,11.12365,-4.07548,-6.70481,-0.4680562,2.957501,4.017922,1.737125,-16.49141,-0.4523044,13.58445,-11.53762,-6.998209,22.45549,10.99001,10.35083,1.703011,6.13715,1.07463,9.021391,7.321348,12.96117,14.62616,3.875426,17.0016,7.701793,15.53036,10.66727,5.585239,32.63425,9.053371,41.1941,20.82739,14.03208,30.56726,16.73466,26.07887,42.42324,10.94594,27.52349,36.92334,-5.802002,17.2217,49.04156,15.52695,30.94352,21.54462,20.52699,16.32249,15.04034,25.82644,21.46375,25.77462,13.19352,29.27672,22.30651,17.06718,5.906049,20.6261,26.85788,34.27787,14.63076,33.37587,6.904833,-1.594463,-7.70135,-28.5873,-3.320629,-0.3389707,-10.05951,13.20954,15.27306,1.224304,-22.39803,-24.07338,9.495508,4.008863,-11.54865,-18.11617,2.88191,8.435986,27.75508,9.019728,-3.566647,13.5242,4.584529,7.383432,19.42964,11.27423,18.1937,33.02167,15.18782,17.71162,21.15685,12.55158,14.67113,17.55029,17.48019,11.59547,18.74029,18.67981,16.91276,19.82454,14.54839,14.22488,18.24357,9.097808,51.03426,46.909,6.769572,16.70003,16.36625,5.363489,12.92439,23.23811,35.86824,46.40388,20.3308,55.55148,21.1736,19.90182,18.59981,12.03894,13.27295,16.64137,26.34874,24.71208,20.67606,27.36927,28.70234,18.94088,19.59838,22.8359,12.44535,8.442286,9.517324,15.10318,13.53562,31.36852,27.46647,25.91171,19.49255,20.2353,18.51886,5.127616,31.38621,5.211592,9.927259,3.984444,26.45265,10.46968,6.780887,24.58913,33.0204,0.2410178,-8.885056,-16.45457,10.99438,31.12485,13.86312,6.487499,19.96723,12.85945,-7.264536,5.346221,-5.956524,18.37462,4.099267,-6.359885,2.782462,-3.924252,10.38729,-21.50874,-25.57751,-26.45106,-15.62403,-27.76026,-38.46049,-33.37336,-41.77465,-23.44072,-44.69616,-23.78542,-58.14458,-50.69545,-66.63055,65.89797,58.98881,69.42369,36.38763,-37.55956,-49.348
3084507.8125,enter,-43.31006,-55.15779,-41.70471,-34.9217,-17.98297,4.524007,-45.20969,-35.55053,-22.82702,-7.667236,-10.96373,4.694209,2.711566,-27.63411,-5.997341,5.599996,-2.371383,-21.32778,-19.78694,-14.74343,-2.507407,2.903224,-8.516831,-26.67484,-12.42076,7.065291,-16.0431,-6.216769,25.64591,9.364683,9.928909,-2.767685,5.046737,1.021817,10.37942,6.030703,11.57038,18.49465,5.857506,19.75265,8.814048,13.9607,13.4533,7.042794,36.04132,13.08201,44.42443,20.5873,11.74537,28.78172,15.59694,30.20827,44.83157,13.57441,27.06695,36.96318,0.601073,20.43764,49.14293,17.59452,33.212,21.27979,19.29394,13.90579,14.16353,25.19254,21.62231,25.43353,14.87862,28.97032,20.52905,18.14357,6.972904,23.23046,26.02292,35.82772,20.56417,39.84266,7.601301,3.224948,1.92944,-14.27771,13.35176,5.021664,-0.0310665,14.764,25.53548,9.206302,-0.9383447,10.15859,12.87567,5.937714,-10.76867,7.271506,1.488775,3.155463,40.17701,15.32002,4.710078,33.03353,6.944433,4.669996,33.63083,12.08481,20.43321,34.17245,9.041985,12.65512,16.2771,13.01837,13.60985,18.6697,8.584312,10.2141,17.70194,18.3227,19.49614,15.66746,16.54888,13.63212,19.31374,15.94892,51.89975,49.29659,9.527617,16.66291,14.26206,8.563062,15.73805,25.81043,36.78051,48.23339,19.57685,55.28123,22.09721,22.15538,19.77825,12.15299,14.85908,17.62526,22.89258,24.59894,22.93396,28.73207,27.10966,22.6552,21.06208,26.38949,18.81708,11.29984,9.414822,18.7802,16.06726,35.69875,28.0146,24.98025,19.104,18.52991,20.33284,-5.211525,17.78695,-4.993892,-2.109691,-8.307078,19.21448,2.91062,-1.751321,16.22911,26.0147,-11.23976,-2.893406,-9.632526,13.27018,28.8225,10.07494,6.870322,20.65056,12.65604,-6.845537,5.473686,-0.5323721,19.58274,8.901606,-12.27107,0.9713034,-7.951502,7.106832,-20.35472,-19.62389,-20.27566,-7.9106,-0.8920203,-20.31344,-25.8406,-39.23553,-33.45466,-31.9462,-24.64667,-31.22126,-55.50196,-70.03419,81.12544,51.5601,83.341,27.15204,-17.83742,-19.22475
3253140.625,frustration,-1.271787,0.05019975,-0.6677337,-1.235317,14.65356,26.27291,-2.896114,-3.096942,10.86975,14.93291,16.44089,23.12197,8.325501,5.513291,22.85819,24.94438,14.49463,0.6006429,10.52052,13.28452,19.2731,16.55872,6.136922,-10.7821,10.92821,36.34834,14.87102,19.71928,44.63961,33.44888,35.82019,26.29607,27.38168,19.23688,31.00648,28.78579,25.30189,34.98018,25.80252,37.2651,28.9111,27.91316,22.99709,14.32004,49.76513,28.57626,55.61738,37.89851,21.55461,35.78891,22.2674,41.66539,56.6589,21.27728,31.76583,43.34005,10.71336,24.78178,53.53494,22.16829,33.88075,21.07341,18.7885,11.89336,20.75751,30.82074,21.48078,28.74131,11.34889,30.4836,22.13923,13.12967,10.70784,26.91208,29.5146,43.72648,25.47662,42.28009,19.1437,18.988,14.95368,-4.008143,19.76563,15.71519,9.869901,21.23675,30.40242,16.457,6.430481,20.38796,13.14476,10.06654,-1.728723,5.009683,1.728911,8.926972,30.13742,9.142161,1.465283,20.87916,-0.2611997,-3.616455,7.908783,-0.1787671,4.280488,13.44314,2.345843,6.486348,7.640584,-4.501532,5.600441,10.8798,-0.6174154,-8.210663,0.9450014,-4.609138,-8.252884,-2.325701,-4.438054,-10.28239,-10.36071,-3.252304,30.54638,22.987,-4.724389,15.01545,12.05904,23.51969,27.83232,33.87908,45.84003,58.03405,21.62012,58.18934,23.94727,22.20786,23.11443,16.98684,13.96481,22.11606,26.85161,22.4222,16.28003,28.1159,28.19112,28.70447,28.4708,33.6629,27.2444,23.87208,24.88837,24.80981,17.73444,37.94876,32.8662,20.31984,14.79475,18.25978,15.45618,-3.285457,26.73343,4.943435,-1.029503,-6.877048,25.68642,9.691633,-4.894272,16.29366,31.22832,-0.4753177,6.111663,-6.641498,20.28625,34.00568,15.80919,15.23625,21.61184,16.50723,-2.535377,9.092273,8.664104,24.41151,33.829,21.02539,31.63357,21.30008,33.78689,14.30877,7.635036,4.971916,16.56423,21.81235,4.393785,3.35037,-7.657249,7.781595,1.699766,12.75075,4.949578,0.3841143,-14.74953,20.75553,-0.5564514,1.270689,-5.843998,-0.8809697,4.35116
3344410.15625,exit,20.79373,3.333178,-3.502072,-9.992449,1.469994,5.568973,17.13204,-0.07958563,4.808352,10.09924,6.593107,7.58879,21.3564,5.138646,10.35431,12.82095,23.40081,7.537053,4.253878,9.992615,14.53549,13.54748,15.36972,-2.200929,14.31746,17.4427,-5.419326,-0.9385775,27.08274,13.8163,14.89487,5.686207,13.57294,-0.1795968,10.62106,9.491262,10.9588,16.4235,6.441346,19.27612,8.139202,10.51328,5.95444,1.643293,28.75075,7.421848,38.39901,20.62483,3.521361,22.30333,6.550103,25.24246,37.59735,0.7849675,18.53271,32.84898,-6.196887,16.03418,41.56269,8.185947,17.46986,6.285754,2.893936,-4.029237,12.6236,22.70408,25.55615,14.27121,2.876863,22.92022,13.36413,7.55853,2.797698,16.95693,16.28564,23.64612,6.214521,21.92013,2.867039,-0.3093711,1.612328,-13.88001,4.38153,0.9229536,-2.965729,7.232323,19.41957,3.94271,-9.53895,5.264367,12.02262,2.795388,-8.090425,-8.937598,-2.259203,-0.03385862,25.95007,5.608866,-7.43286,9.335246,-4.858002,-4.524078,2.542315,3.350377,1.098028,10.3108,-2.508181,4.555282,5.01129,-0.1932877,-1.678174,-3.386284,-4.67616,-4.808673,-3.845116,-7.466521,-8.189275,-2.246725,-12.577,-11.0201,-13.60145,-11.27244,27.36621,15.33741,-6.804851,-2.502496,7.857977,6.932675,10.11669,21.02454,27.38761,38.22883,7.483749,44.07463,12.57364,8.965971,10.82154,3.974531,3.479628,8.091692,16.21833,9.757948,7.017111,13.84127,15.23356,11.92674,13.24961,18.76585,12.37614,12.81091,13.16591,13.88646,10.08937,27.89562,15.47332,8.539689,1.116984,7.995629,0.3005019,13.52536,34.43354,12.31717,-2.709857,-0.5450928,40.87268,24.45955,-4.602293,-40.78691,39.7422,-2.599232,-6.885404,-0.9544054,10.15416,34.27711,17.41559,11.02045,20.36602,14.62285,-2.653306,6.726147,-5.210689,17.55062,18.37661,5.750938,15.06468,7.855393,26.37397,-1.333299,-14.61747,-10.498,7.932658,8.874081,0.9480246,-5.601181,-16.01043,-5.686175,-3.757352,7.615939,-5.394302,3.022821,-11.40396,24.49148,18.09904,34.61732,36.6053,4.480039,-4.445948
3402023.4375,enter,36.66911,56.36097,27.4087,16.34835,17.60078,15.67971,33.77759,19.57643,20.48668,26.59399,14.52522,17.64954,14.3808,13.74904,17.80872,14.50186,17.09427,7.467658,3.77195,12.71339,16.13658,12.42621,9.993481,-7.580699,6.811225,37.00368,13.88305,16.2104,47.16098,31.37261,28.12529,21.80694,18.6081,12.35436,22.56271,15.72279,14.39012,24.24095,11.7507,22.01672,13.09293,10.09189,6.607057,4.51577,35.04723,10.90018,39.15699,16.27305,4.654922,20.23641,9.42705,23.57524,38.12089,1.528825,17.71419,29.17416,-11.64587,4.928943,32.59234,3.448201,15.98418,4.199719,-2.135164,-5.119227,4.130874,12.89658,9.192092,11.5035,-2.633235,13.99207,7.479923,1.474427,-6.393092,6.787903,10.41495,25.7302,7.636071,22.64802,13.06327,21.93754,26.33636,25.71918,11.54933,14.62075,20.56852,12.86885,27.25166,18.67274,21.17993,58.19167,13.68097,5.505161,5.670875,22.76608,-5.492287,-1.843812,23.45647,11.1324,9.312099,28.06943,-4.623362,-1.063282,5.566972,1.690896,8.580442,13.61913,-10.6341,-3.452734,-0.5097904,-7.734478,-1.422728,7.945508,0.17715,1.17496,1.800002,-1.856606,-7.22992,3.575992,-1.957363,-1.276134,-7.16253,0.9283564,38.53239,36.85955,8.123322,-4.325569,0.9293697,8.849804,11.13052,17.72968,26.03399,37.47128,7.008295,42.07421,2.77629,6.02745,8.015959,7.89551,-3.251137,10.00715,12.40528,8.472821,0.03739473,11.64006,14.42114,7.835036,11.962,17.1481,7.489508,7.145709,10.58738,9.178529,2.578974,10.74475,13.32288,7.27085,-1.704938,6.260075,-1.079308,0.02993066,30.93781,7.371841,0.3294871,-1.399353,26.72181,11.20864,-2.199902,16.34658,30.29639,-11.42027,-12.24291,-12.69542,1.128215,24.26625,5.075096,3.422611,13.08828,2.420246,-10.67463,-6.58574,-3.202265,11.70611,46.19012,31.76,37.99979,34.12724,52.23095,33.97882,23.49553,27.11902,52.4298,64.02325,58.56427,44.71598,23.90605,26.02842,47.93964,48.52372,65.8349,58.8878,45.3086,-7.71965,-14.37559,-10.70833,13.21132,73.47895,60.2297
3418656.25,content,-19.53408,-13.1932,-11.03402,-17.55087,-6.558483,-2.029961,-21.61567,-13.10653,-7.561872,0.4161896,-5.115163,0.6911721,-5.266723,-10.43576,2.415697,4.193874,-1.209542,-13.85816,-12.87095,-3.107448,1.043898,-1.572147,-6.750996,-22.62587,-4.628174,15.30161,-3.945679,0.2505779,32.45932,12.38775,11.01757,2.134169,5.562512,1.806726,5.998151,1.863607,3.429785,13.33995,-0.04722425,13.07526,3.044242,6.681126,1.168856,2.595998,26.40073,3.08553,36.08787,14.61095,4.768516,20.5508,8.943391,19.03693,34.52579,4.780606,21.73083,35.05431,-23.1757,3.147274,33.18002,1.526584,16.79523,14.15515,13.03576,10.93909,3.155839,14.21316,7.176592,21.34122,8.435631,17.6034,15.69314,11.6983,-2.982816,14.5056,16.52508,28.22438,9.13059,22.57024,9.610723,11.35998,15.48738,7.240433,14.48986,10.67727,15.021,20.61894,29.13733,15.99664,2.816713,31.65079,16.91411,14.85149,6.80086,20.53935,10.34994,9.913036,35.41035,20.79787,10.0186,37.3021,4.014685,8.305138,18.03818,12.34273,15.80628,26.05218,9.785989,17.05321,19.7778,15.11332,14.0535,20.28348,15.95926,5.396305,12.93081,6.51148,3.755058,12.36592,11.38772,5.459019,0.8439864,14.82639,48.03694,44.44609,16.56903,15.95377,15.38421,0.3722078,4.425497,12.93888,23.55089,38.41135,11.45116,47.88382,16.35085,14.72381,16.61828,10.4989,15.03508,19.98828,26.72885,20.87085,16.72279,20.93365,18.98889,10.93939,9.434338,14.27956,2.85298,0.7932569,2.271,5.037072,-1.946845,14.49873,14.84489,17.93122,17.83709,17.25082,11.91461,-11.84007,15.07479,-5.86009,-13.26523,-15.08498,15.99185,0.3171439,-9.911341,11.07628,22.17928,-9.662694,-25.6981,-19.61268,-1.363513,21.50269,8.825515,1.433267,10.60955,5.328557,-20.53954,-13.15675,-13.75961,11.17034,27.21471,9.067195,14.03079,7.579628,21.76597,0.8743301,-5.634841,0.8648394,14.36567,27.20121,7.576086,-1.523053,-13.95463,-13.95228,-2.641093,2.398506,1.470254,-11.78758,-27.00248,15.68815,-14.07215,-11.2146,-23.45665,6.7346,-0.5075507
3423128.90625,content,10.63803,22.53945,11.56206,6.869023,11.5776,10.69951,9.66074,4.839025,13.65574,19.49373,9.539399,11.73581,11.55535,3.915664,14.14627,10.81593,13.72294,1.203092,5.127049,8.361403,9.917398,9.101601,8.553121,-8.83633,6.931516,31.40047,8.010169,11.88897,41.5618,24.80731,22.7081,16.52138,20.64102,16.3312,16.83247,14.32404,19.66708,18.5907,6.48986,19.38089,10.03039,12.77458,14.40959,13.82099,31.66845,7.659309,37.26815,18.79041,8.812419,24.94023,16.55614,22.33103,37.74549,5.467665,21.85818,34.97033,1.778071,10.80655,39.43829,8.259163,19.84088,13.29501,9.71312,6.015403,9.138865,20.53494,15.67765,18.92441,11.86305,23.51616,17.37024,14.84582,1.97096,18.19031,24.4435,35.9802,16.38212,33.89968,23.20697,20.66702,17.49668,17.81923,18.78577,15.32327,11.8097,11.21621,30.30672,15.6905,16.05509,43.45329,15.10613,13.20503,8.144871,20.26436,2.229558,6.367483,32.75858,19.13004,17.05347,42.21294,18.45531,16.88492,30.302,16.01255,21.99796,29.50108,6.040256,6.805583,16.71913,5.263625,12.49348,20.15079,12.54311,9.301414,20.43423,13.25079,13.18041,16.0297,11.72146,12.54123,10.57124,12.02933,49.67243,45.42994,12.72641,7.097909,6.899724,7.719976,10.09847,18.48326,26.45662,39.49355,10.72817,47.27583,11.01943,15.37062,14.85086,14.56034,-1.173082,12.17008,18.54834,19.72324,11.16396,19.14246,19.1939,14.03056,11.83897,14.8507,11.37198,5.366358,9.629174,14.17963,8.850988,20.22765,19.1571,14.18119,10.59027,11.89005,6.300691,7.342924,33.13725,9.923773,9.225172,3.190511,31.66454,16.50982,4.458835,16.97924,34.34406,-0.9618772,1.540272,-6.27614,7.507717,35.89376,13.42988,7.925907,20.67931,10.33535,0.4319626,16.80685,5.564569,18.69242,38.67604,24.49606,32.00786,24.91467,46.3626,23.34994,22.68713,12.14735,35.3232,43.16661,33.1394,28.12629,16.17096,13.31124,26.18869,34.5065,37.68513,25.74018,12.88716,35.73226,17.02995,13.76778,9.662859,39.4622,35.94287
3424722.65625,content,6.566326,12.97823,3.068357,-1.066346,11.31222,13.56647,3.213857,4.838011,6.394345,12.58684,8.326457,11.86656,5.640222,-2.632128,12.64209,10.91587,9.306305,-4.227924,-1.774944,5.158825,6.194558,5.368214,2.881804,-13.78853,-0.4921679,30.52217,4.870168,13.25173,41.09855,25.60766,22.8657,15.6768,20.53563,12.72953,19.02201,12.16444,17.70156,22.17372,9.703476,25.50716,11.31195,19.49072,15.201,13.67093,34.1393,16.53647,47.62829,24.14554,18.23435,34.29829,20.02299,27.53075,44.07175,12.64495,32.8791,44.13132,-1.53193,11.23012,43.53994,13.87723,27.32361,21.01585,21.90014,19.92885,12.53242,24.02995,15.51932,25.77452,17.70962,27.35324,22.35931,19.28192,5.540115,21.11736,27.96976,36.02306,20.00664,36.73019,19.84913,20.97821,22.95455,13.4087,22.38762,22.26514,20.04935,24.75185,34.43884,27.1411,9.084078,36.76315,24.90032,19.05099,12.93095,20.23349,12.62109,16.78563,38.60278,30.53958,13.44632,36.85501,19.93481,9.101983,23.31147,13.8948,16.79008,26.95524,15.56842,16.91366,24.4216,17.58967,19.79719,19.5118,15.58635,9.324783,17.23622,12.39621,6.385253,13.421,10.87607,8.343497,7.6722,13.05468,48.39787,42.43584,18.30471,20.7285,20.71051,9.48459,11.80913,19.32393,33.16804,47.13284,20.59822,57.38926,20.01349,24.48177,24.20191,17.46954,19.33792,24.54846,30.7802,29.58567,23.2217,28.31605,27.31177,19.67845,15.21726,20.40777,11.50892,7.025113,7.843715,11.66422,9.675418,20.00071,23.76126,25.42639,22.93145,29.57317,17.65897,-6.435347,25.33369,2.891968,-2.641626,-2.698769,23.83283,7.874815,-4.515995,18.56941,28.94581,-4.014524,-4.470595,-8.5387,8.054138,32.65825,10.09414,5.421849,14.30095,8.579014,-4.83203,8.55969,4.625943,13.54148,35.1534,18.94088,25.44491,23.11807,38.547,13.95758,10.19028,10.91219,26.92294,36.31089,21.90658,14.81089,3.867534,9.018052,13.61895,21.18247,20.05428,12.68758,-1.492316,25.40313,2.096342,4.631354,1.451271,23.29849,25.35807
3549335.9375,content,9.379535,5.56575,-2.929336,-6.501199,-0.298197,8.829775,8.03947,2.280006,7.588658,7.378154,0.7272813,8.294802,4.715936,-0.3686859,5.621385,8.044277,6.227084,-5.567197,-7.014493,3.206003,5.104144,0.7687901,-1.437004,-17.56223,-6.952696,21.42634,-0.5032058,7.004959,33.81046,18.01387,19.88051,13.08198,20.30766,8.823009,15.17511,17.53512,19.69133,19.25488,8.426306,26.19098,17.21612,18.81745,16.25015,9.988498,33.76567,11.44153,42.62358,25.40423,12.69564,29.90984,22.78067,25.34148,39.39933,10.67319,27.43484,39.51613,-11.7364,5.442693,35.61855,6.041191,18.88861,9.574299,10.99111,6.580993,4.464599,13.06272,13.33529,15.785,4.042921,16.14741,10.991,3.131216,-5.27257,10.29168,16.74934,26.78865,6.172946,23.03071,12.71198,11.14127,3.850362,-7.011626,14.72351,6.824061,6.085515,9.559697,24.21029,9.863929,-2.156263,15.74748,17.8332,6.443735,-5.088866,-0.1923304,-0.2759052,2.011895,27.75868,4.423631,1.138195,17.01119,7.887616,-0.8458282,7.911327,3.224047,8.363988,15.90797,5.289258,13.32351,15.69481,5.679369,7.508504,8.249953,3.841264,-1.19984,4.516436,0.4145123,-0.1390735,0.9910332,0.5702112,0.2717263,-3.522937,-3.217013,38.24207,34.9679,1.925923,12.17245,10.47011,6.712806,10.2793,17.68496,29.80367,43.38902,15.77234,51.68102,14.73213,16.4296,21.18567,18.26767,11.11614,15.69329,23.94376,19.72819,14.24736,19.35706,19.57077,12.71449,11.30119,14.60267,11.19174,6.236401,5.644882,7.59694,0.9452084,20.141,17.582,14.01617,9.987597,16.31409,6.661415,-4.432848,25.67014,-1.064408,-8.75735,-12.73823,19.32883,4.107443,-11.63475,4.123037,24.97118,-19.49408,-12.04549,-19.10463,3.531374,28.33008,8.685362,6.583834,13.02771,4.145299,-9.599129,3.271926,-4.41212,12.05835,25.68425,11.37191,20.5511,14.15857,27.62659,9.775659,0.9965588,1.180067,15.11248,21.16331,7.313368,5.207639,-6.66975,0.6873731,6.041985,12.72376,11.54088,7.527049,-4.819939,13.29755,0.8092673,6.8444,9.366749,17.4321,4.51496
3583812.5,exit,28.40401,24.6053,9.565511,7.067198,10.35143,13.43059,24.68905,13.02865,13.12447,14.58957,12.95978,13.77098,22.72975,-6.031141,10.63063,12.87864,19.44374,-0.2259267,-2.08,0.189344,7.125699,5.775645,10.55508,-5.860328,4.12345,25.22828,4.518686,4.066139,35.48917,20.91873,19.40756,10.97616,14.40146,9.116091,15.38257,13.45097,15.24327,20.36558,6.165691,22.54104,9.887555,14.32014,13.71772,13.4463,31.03799,8.310863,41.13622,17.64676,10.65755,27.90409,18.67125,25.99181,38.46749,5.874566,24.71031,36.82763,-7.288986,15.02272,42.12343,8.504283,22.19688,12.8138,13.06,10.7546,13.19608,19.40857,14.82853,19.34218,11.38259,21.85196,15.18472,14.28187,3.07289,17.70581,22.4844,36.01046,16.92109,30.11729,14.72933,14.17154,9.82603,7.242973,16.44445,12.70115,14.01838,14.17969,23.26786,12.21407,6.396554,30.73742,10.95942,4.305074,-0.3917418,18.64828,-0.1077546,3.117166,28.44907,18.46996,8.279438,29.5319,1.424755,13.94846,24.71928,16.27722,20.60835,33.57296,8.296333,10.64233,14.91087,11.94756,13.03197,25.41138,27.69921,25.10967,20.79824,24.57846,17.85572,28.80477,22.7037,24.90924,19.65759,21.28977,61.04,64.06711,-3.081587,14.83634,12.28998,9.429897,11.10695,18.51271,29.42172,41.2999,10.52563,49.554,15.478,19.12085,18.00597,12.93856,7.304218,15.75707,26.0479,19.70822,15.14832,19.17696,16.60797,14.56949,13.56752,17.36525,11.67468,11.98048,10.3178,14.14688,10.2833,26.61262,15.6637,14.7419,12.17673,18.73619,9.493733,13.15629,45.37215,12.99749,20.43662,12.31787,36.52221,20.69076,20.84538,35.33938,40.479,4.878639,-12.3292,-5.573904,4.565813,32.16354,13.24852,6.210761,16.41221,11.82973,-12.82958,-6.784604,-4.334835,14.86617,25.68436,14.7099,21.57942,18.50378,30.40281,11.04075,1.944245,7.717687,21.05599,33.57304,25.44289,15.61939,5.630735,8.598072,16.60281,28.19839,33.26698,25.58052,11.19504,39.78882,29.01889,23.48336,27.32404,24.62162,37.94184
3641421.875,enter,12.94347,-0.1914182,4.010499,-7.188224,4.405125,7.023378,11.42265,1.023254,8.037237,14.51739,8.380951,10.24756,16.6778,-1.935921,17.2684,11.65446,18.34868,-0.5041678,2.000393,10.10596,12.63996,6.81854,6.942594,-7.645611,5.021182,23.60362,-0.1276557,5.941812,33.0757,20.43962,18.53959,11.17138,17.15111,10.11333,16.34754,12.55933,12.9119,17.47717,8.916159,23.32648,11.98284,13.38732,7.994066,1.551995,35.36143,10.94515,42.33363,23.19234,9.270222,26.48218,9.48881,27.46012,40.74094,8.575114,22.06199,37.02072,0.5642216,5.638481,34.14065,8.180138,21.34587,11.08018,6.014818,4.503041,4.944732,14.72349,9.908101,17.02677,7.026561,18.79062,13.02675,10.4117,1.938353,12.91123,20.16964,32.03182,13.17651,26.3122,9.933464,13.14045,3.102452,-3.122696,7.509404,10.78551,5.741156,12.33727,25.05019,14.12427,1.903067,15.05081,14.0539,8.798595,-5.641588,2.181525,1.508678,3.682795,26.26096,5.574833,1.603732,17.64123,6.82979,5.73849,15.34039,10.14991,14.25259,25.91331,1.549972,5.302627,13.03299,8.386202,7.764245,20.09848,9.288853,9.080775,13.49725,11.50078,7.054615,12.7012,12.08357,9.607309,11.36071,15.05379,49.12052,46.43286,12.54078,8.123379,9.395632,7.768187,14.73653,19.57127,30.6606,42.01979,14.32777,48.32994,15.34417,13.55502,11.64139,7.446258,5.9684,12.3376,22.96268,18.96006,12.92053,18.5145,19.71562,15.29543,14.60357,21.10784,16.25506,11.95895,10.26938,12.42362,5.873859,18.31557,17.21743,15.81123,8.976973,13.62368,7.350834,8.634058,35.37456,12.4379,9.893846,5.034159,35.21234,19.1581,7.075008,24.72141,39.2943,-1.775037,1.344398,-6.65981,1.581825,37.74057,14.05329,9.486054,14.69299,10.70149,0.07208852,13.18585,3.838872,14.87225,25.99961,13.06907,22.34464,17.1763,29.13071,7.598656,-4.433338,-0.362153,11.22696,15.87649,2.120087,1.447244,-3.998055,1.863852,1.96357,12.22064,0.9869629,1.105351,-11.13629,31.98813,28.68341,31.62816,28.48251,9.327534,-1.732221
3701183.59375,anger,26.48793,21.46363,15.26333,4.785816,15.92958,23.77004,23.38147,13.42034,17.28559,23.54407,17.94439,18.39701,18.50971,8.902824,18.82907,21.02288,19.78994,5.069104,3.942051,11.22333,16.56193,12.8165,11.12725,-4.40557,7.001216,35.56092,11.50144,14.23809,41.57035,32.46571,30.63849,21.45318,22.48652,15.92224,27.80095,24.36746,22.50776,29.88979,19.44548,35.18489,26.62363,23.75397,19.41419,13.4694,42.91515,22.56505,55.34739,31.21626,22.07746,35.01606,22.87731,38.04,51.07863,20.21105,34.62521,47.47567,-9.347498,15.53826,44.57094,17.15378,33.44608,19.9355,22.60778,19.99293,12.60462,24.64265,18.92085,23.91732,15.36805,24.90127,20.61962,14.10549,3.067959,15.78128,20.854,32.45616,14.29916,25.1701,20.42601,20.82537,14.29791,6.300883,18.06087,17.63241,9.955231,21.78302,32.68941,19.70511,5.598441,26.89018,20.72726,14.12242,2.091155,8.75586,9.884408,10.5703,28.7661,20.40936,6.229347,18.05275,6.333215,7.716072,7.921955,6.794597,12.38062,17.3721,10.26952,13.41098,21.13068,12.04807,11.83525,11.56353,6.422429,5.221537,11.36036,10.46567,2.249869,8.152164,7.039361,11.19883,6.767031,9.0224,44.27385,44.3877,6.844705,17.75039,19.41557,18.78058,22.45003,29.9054,38.7336,53.86671,24.9223,60.42968,26.6412,25.25076,25.37542,21.86833,16.20813,22.55611,32.75578,29.30125,23.89565,32.33219,31.26394,24.97055,24.93341,26.02855,21.47308,19.85386,16.7968,20.5027,4.955639,26.72946,27.02171,27.29848,20.95929,23.70353,18.29068,6.009577,32.64806,10.26322,4.343719,2.495175,28.60533,12.19962,6.588346,18.92013,23.19713,-7.357893,-13.35063,-12.18225,10.26985,30.96865,10.91879,10.78497,20.35799,9.712325,-5.214128,-1.868329,-3.498852,19.53385,33.17444,23.02696,31.91098,27.74646,37.95521,17.51762,12.13122,9.686765,22.71435,28.64792,19.69766,14.136,8.015689,10.78386,13.50354,23.92479,20.08125,21.09701,10.55179,20.24238,19.84663,28.74668,29.8871,27.3987,19.44899
