Time,Event,A1,A2,A3,A4,A5,A7,A9,A10,A11,A12,A13,A14,A15,A18,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,B1,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C12,C13,C14,C15,C16,C19,C20,C21,C23,C24,C25,C28,C29,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D14,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D27,D29,D30,D31,D32,E1,E2,E4,E5,E6,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E29,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G13,G15,G16,G18,G21,G22,G24,G25,G26,G28,G29,G30,G31,H1,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H21,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1877621.09375,disgust,15.94112,-20.64978,-12.04811,-22.50612,-12.24176,-4.505359,16.79407,-8.690777,-0.5561951,-2.294117,-4.729797,-3.498928,15.13245,-15.10398,-1.0975,3.669406,18.40903,-3.528998,-5.459022,-1.56409,1.08346,-1.558124,2.594956,-30.9309,-3.640242,11.54244,-31.03867,-22.24124,13.48849,1.553186,4.854342,-3.371455,-5.953393,-19.81794,1.331912,1.872232,-1.745944,5.569289,-8.273709,1.955479,-8.426494,1.649567,-3.41668,-15.11404,27.65132,0.5346605,24.38004,8.363268,-14.57428,18.85124,-0.5366927,16.68486,27.20042,1.694818,13.84805,21.55457,-1.318478,1.800834,28.95991,-0.3278035,17.48914,10.10311,12.88766,13.28406,-6.018548,5.654889,6.006914,16.37283,9.334917,15.63611,14.22431,12.04789,-3.814416,20.04934,20.27732,29.23092,12.01395,31.22601,-11.02493,-13.89983,-28.24981,-55.16436,-6.259867,-17.53812,-20.22091,-1.816015,4.945886,-21.93381,-40.32711,-37.05194,1.088965,-18.72498,-34.41763,-42.65462,-4.061634,-5.629575,20.98598,-16.41001,-27.25634,-21.95192,-9.904376,-12.86384,-19.80293,-7.778683,-7.377328,14.5497,11.10682,8.243685,18.26145,7.388674,12.26856,15.23257,5.616871,1.073866,2.468239,1.157033,-0.8964307,7.155489,9.93412,4.580779,2.647755,6.61536,47.11875,43.64885,13.73656,10.62182,10.73749,0.9329227,3.637637,9.583802,22.15424,33.1337,7.299632,44.45727,10.35124,11.75823,10.76975,-1.375043,4.76911,3.748427,7.819984,15.21062,10.2771,16.37297,14.49555,8.099328,8.88451,8.202095,5.974555,0.7326846,-0.225232,4.846935,0.7662132,13.06509,17.66929,10.12451,12.17842,12.48618,4.554021,5.472735,31.24966,9.132191,3.466595,-5.246038,20.54441,11.11339,1.450569,7.71863,28.81734,-9.548999,-1.267559,-21.03845,-2.415925,26.49742,10.02765,-0.6179793,4.266542,4.075559,-0.779512,-1.821554,-2.128014,1.803144,-14.48256,-17.24937,-5.05612,-3.615176,8.784678,-30.49324,-44.69071,-45.15028,-25.3738,-42.26958,-41.00306,-38.46147,-46.12481,-24.13549,-39.85875,-17.53631,-41.34677,-21.9643,-46.75091,26.82129,40.538,49.17024,59.20621,-24.02255,-47.82313
1881644.53125,disgust,8.005558,-11.00227,-7.342007,-13.60932,2.370841,12.57768,7.713145,-3.562234,1.483588,10.00669,10.11073,9.417538,13.70243,-5.574261,10.58397,14.67732,15.40165,-2.947195,-0.1084705,4.394218,11.31315,10.50679,3.361137,-27.61941,5.279379,26.40595,-14.99923,-3.608553,32.46616,16.04624,20.085,11.79833,15.23765,-2.544894,19.38029,16.64782,17.05062,22.20383,7.478607,15.34815,8.830792,19.05862,17.43259,1.308852,40.73689,17.65675,36.20558,21.93491,11.72592,31.33401,15.88348,33.14698,40.40023,10.8036,26.25402,28.98338,-11.32813,12.63065,36.54885,8.52693,25.07829,15.68228,12.69919,12.3777,5.843891,15.45743,15.76773,21.49094,9.028726,20.93095,16.23453,14.64027,1.377052,20.24815,23.91725,32.68048,15.26153,36.668,9.957383,6.683658,-5.929944,-24.40427,10.94304,2.533679,3.633052,10.76149,21.1772,-3.339588,-8.099279,1.757417,9.584209,3.523647,-9.642963,-8.886587,1.003471,0.4334057,35.35738,1.75404,-4.692357,6.02038,8.180525,1.732303,-0.8594167,-4.426946,6.348746,24.55371,10.10393,9.546995,20.22166,2.949343,13.59894,20.35968,6.922262,3.10858,9.124267,8.221869,5.221317,10.38503,10.23127,4.934778,10.50233,7.958641,51.62154,47.47687,19.80894,11.38251,11.43938,13.42543,20.431,25.6132,37.77199,45.68931,16.24871,52.83442,22.07935,18.82411,18.62472,10.06116,7.7026,12.49761,12.80136,21.38195,17.68636,23.76729,24.28053,17.61998,20.56576,23.65667,20.50925,18.28555,14.74169,17.59679,14.70684,35.68311,26.11713,15.88793,13.62761,15.77518,3.365631,2.465629,34.76525,11.59308,4.320985,1.587493,24.01225,13.81057,4.257633,15.8837,32.54118,-8.02896,-13.15475,-19.01961,14.14884,29.63105,15.47774,13.08853,19.14606,11.23398,-1.517002,-1.11642,0.06497695,21.25709,9.035818,6.101596,11.62516,11.44378,25.12642,-5.827413,-17.98662,-16.81772,3.113927,-7.697128,-11.38797,-11.52343,-24.25784,-5.944266,-14.74165,1.210638,-16.99834,-11.1351,-35.81859,37.53175,32.66341,24.53014,36.58382,4.229924,-19.89292
1882644.53125,disgust,21.43183,36.96274,18.45761,2.350999,11.0151,12.70805,22.01484,9.000274,13.81317,19.49583,11.66394,13.6149,14.37126,-2.109788,17.62647,19.9169,20.73184,1.016026,6.131213,13.16702,14.31885,12.90159,6.901263,-25.01461,7.494187,35.63647,-1.800404,5.414775,45.88428,21.96972,24.44362,18.88154,20.61497,5.310257,19.6548,18.56571,18.78809,20.11139,9.118522,16.68835,6.282159,19.01188,15.98316,4.506066,41.69948,17.10859,40.49508,20.72935,10.25617,30.79105,11.8634,33.08746,42.00681,14.04211,27.01112,31.76698,-5.278606,13.30302,36.24568,9.911155,27.97658,18.07714,14.60998,10.63539,4.445706,15.79812,14.43199,19.9186,8.720455,23.86464,13.20436,8.356771,-3.148336,18.18101,18.19042,29.72623,9.492967,26.00491,15.097,17.81377,8.169556,-12.92197,13.00711,7.052712,12.35386,15.92514,25.12481,4.347648,3.173662,28.69401,10.27899,6.390008,-3.172065,3.204258,-2.571427,4.349788,33.96013,-2.624036,-6.182229,-0.9148214,-2.653841,-6.010216,-21.04899,-12.13931,-9.36773,8.775103,6.354161,2.643368,13.6495,8.280621,6.832668,14.46404,-2.577957,-0.7949581,-3.5596,-6.201488,-13.32635,4.975232,1.916096,-4.436521,-7.336517,-0.2150337,38.99045,38.38732,5.029405,11.37745,12.28269,17.25523,22.24089,26.91765,38.86312,48.31706,19.88387,53.41175,19.64728,19.95027,19.14375,15.05114,11.60123,13.99833,15.62078,22.84734,18.70747,26.37779,25.32961,22.46888,23.41761,24.91488,21.41444,18.93009,15.86226,18.45219,10.94649,37.5543,29.44238,20.49897,18.29912,18.52974,10.05585,4.820879,34.16476,13.86263,3.69717,2.892835,25.94913,15.91336,2.710615,23.44358,37.30925,-6.758018,-6.104881,-13.59042,10.00484,33.65756,14.56668,12.37854,16.1384,11.50849,-7.04634,-3.482399,-1.953624,20.40944,29.0228,19.95822,25.08255,24.3511,41.68929,14.16106,2.744754,4.421597,32.22213,27.04486,28.72628,23.94962,0.9610493,13.50466,22.58574,27.86908,40.60793,39.81111,13.1772,-10.23653,1.534068,2.521894,20.81543,45.16058,30.60791
1885195.3125,disgust,7.971053,55.74389,29.26233,14.18955,20.61867,24.22424,7.432384,11.69603,22.64744,24.3741,18.41807,19.62681,-9.859404,-1.818405,18.60366,21.38511,2.906745,-5.281736,0.6468903,12.77556,15.88233,13.37181,-5.131904,-34.5189,-0.5127527,48.932,11.39763,22.29131,63.1522,32.38297,36.62738,32.94108,35.7397,22.07994,32.02654,32.33931,36.8221,31.556,19.28982,25.96989,21.85238,29.70046,32.40043,20.85494,47.40768,21.66659,42.43665,32.88902,-11.05807,41.37102,27.83547,40.31076,46.32792,21.08559,33.23927,40.16675,-32.28056,1.124824,26.58301,2.393113,21.95775,12.42627,7.732803,4.225868,-7.899199,3.484466,10.77867,12.53804,-0.5589743,13.42776,5.637713,0.415368,-13.17663,9.609292,10.32906,12.39312,-4.335956,13.07935,28.52218,36.25326,29.29262,27.32924,27.48904,29.04562,31.16163,29.74068,42.46891,26.55514,28.51616,69.01986,24.08878,25.12442,16.35588,45.55174,6.755092,13.90611,44.08065,11.91397,20.61088,44.71384,4.134778,5.483926,1.384549,-1.310552,0.3145198,17.60997,2.268951,4.553859,7.142787,-4.183776,-1.746464,4.320693,-8.699507,-1.464281,-0.8236606,-9.063731,-10.31474,-3.531282,-7.684278,-14.57377,-13.98267,-9.483416,29.36985,25.91529,-7.892301,13.14092,12.58564,18.9489,21.08594,26.45293,39.04929,50.24629,22.1455,59.36459,25.06811,29.26686,32.05783,28.4713,16.88945,30.11088,25.60305,26.0048,19.72171,29.96087,24.62296,21.04813,19.74914,21.78175,18.61718,19.34498,11.68879,12.83631,3.971842,25.94818,23.59571,17.4328,15.88326,21.88068,8.346883,-22.90523,15.21014,-2.722837,-21.58774,-17.23549,9.801538,0.7028633,-18.59481,2.961555,23.80918,-13.26221,-33.16637,-24.44766,4.762975,16.05731,-2.192618,2.308094,6.281167,-3.895282,-24.81898,-8.830734,-23.35503,13.73983,45.10292,35.02999,36.39207,39.85952,60.21947,33.77092,11.61397,30.42067,52.74508,58.24252,55.92041,45.6188,20.6711,28.08237,52.81439,51.06308,77.39623,57.69252,32.32137,-9.391684,-48.96903,-70.8048,-61.50998,70.3951,81.8604
1886960.9375,disgust,27.32914,55.78305,35.62275,18.47584,30.28879,25.95477,27.92307,18.39668,27.55992,26.90407,25.6501,23.12381,14.37232,3.270418,24.46857,27.52163,17.95908,6.613997,12.70054,15.70463,19.83257,17.40676,7.490076,-20.95755,10.13618,55.65277,17.90439,23.57315,64.07655,39.55912,42.73306,35.75209,37.65749,23.83731,36.67813,36.38483,38.7038,35.78494,25.7668,29.78753,25.46581,34.67432,32.20368,25.55878,49.85793,25.05371,50.10471,33.30239,6.326418,45.80735,27.61233,40.07773,49.72382,22.45719,36.96909,39.60924,-1.956486,21.85032,43.80931,14.93417,34.063,21.12326,17.99446,16.39632,10.77554,20.22475,22.77102,23.22064,12.70108,29.18961,19.72743,16.33289,2.148676,25.10755,26.70524,32.7243,17.22434,39.47494,33.06594,38.92196,27.54595,24.62435,33.1811,30.07619,32.7194,33.22014,41.58242,21.26767,32.86225,66.71207,26.29203,19.87137,11.36482,40.00755,11.57667,21.46455,46.90877,18.25735,18.46846,35.22845,10.34439,12.70552,10.47784,7.324881,12.97083,30.4357,12.76622,14.27706,19.89001,11.22437,14.80939,22.39702,8.837428,8.801309,13.61041,11.22988,7.059436,14.15736,16.44429,6.31953,9.476933,10.38032,52.16005,48.8582,21.18913,19.46114,19.55453,24.44999,24.87526,31.87435,44.34116,53.22754,24.95905,63.42603,26.59027,31.39082,32.45156,27.97236,21.89253,27.6624,25.93877,29.43166,24.09143,32.79374,32.71255,28.43084,27.14386,30.07112,21.117,22.56134,17.02432,24.14479,19.38814,38.70526,33.07134,25.99227,22.10526,23.95661,15.69512,1.354355,34.85718,12.74139,0.5900528,2.1366,24.3066,14.14548,2.180419,14.77216,34.03678,-17.50236,-2.765682,-11.50282,17.80767,33.46637,17.37687,18.63363,24.49278,23.2814,2.010159,3.090094,-2.279817,25.22205,46.59679,42.79005,46.87524,46.88695,65.60056,38.56361,18.74525,34.824,56.32853,61.6796,61.92712,46.54652,22.96738,33.34139,53.43865,52.78714,64.67456,58.77917,32.2471,16.73723,3.106394,5.403081,11.26997,82.93167,70.31947
1893195.3125,disgust,5.94008,7.243098,1.319068,-10.89495,6.543749,14.79608,6.038188,-2.215652,8.461519,12.93479,11.85698,14.81029,9.547389,2.284276,16.51259,21.5018,15.61915,-2.926539,1.288875,9.926018,12.7998,13.40753,5.471492,-30.31351,5.301184,31.3161,-5.621087,0.4276559,42.89914,20.74281,27.37014,16.62357,19.46522,7.175502,22.68932,22.22826,21.86642,24.51863,14.99272,21.48591,14.83579,22.95825,21.21349,8.825983,45.00338,20.34118,46.23005,29.55684,5.829805,35.6937,15.69429,38.87484,48.50855,21.06607,27.18989,34.7427,14.8484,13.04488,39.34797,14.65834,35.12549,21.05202,18.80184,11.48498,6.096606,20.23511,22.11819,28.98247,11.86683,27.18019,19.56681,17.38659,9.622965,26.39502,29.0358,38.16005,20.13327,39.09352,14.92719,14.4406,8.893146,-3.359235,17.77579,13.1907,11.72453,19.37714,30.69489,8.335009,6.630448,32.94551,12.59139,10.5113,-2.143306,19.17773,1.912421,5.923919,35.85151,13.319,11.51103,29.70404,7.666188,7.853384,10.52562,3.883712,10.61065,31.16487,6.50009,11.26228,16.06623,6.719611,17.49265,28.49972,13.51613,9.057848,13.3591,13.2994,9.668228,18.05482,16.08295,9.354159,10.93179,13.96483,54.31534,49.00624,18.81944,13.14327,13.68116,18.78011,22.67274,30.99375,43.37054,53.43025,22.90536,57.74258,24.40224,22.49214,21.26638,15.61699,10.26143,15.93586,15.04689,23.9954,22.14961,30.92396,32.7973,28.14122,23.26752,29.28572,19.70849,19.46473,15.2015,21.50244,11.23711,36.83624,32.26055,24.94138,16.13545,16.61968,18.43739,1.149877,31.55509,10.39291,4.356473,1.165361,23.13203,12.70196,1.83175,14.64105,30.93663,0.8957175,13.98968,-13.90648,11.52045,36.46056,15.12601,13.85896,17.16209,14.7441,1.849816,16.23709,10.06489,18.08672,19.42731,15.41675,19.21076,19.60857,35.77834,9.845317,-4.496515,-0.4971143,24.92942,17.13787,21.30494,13.80703,-8.414253,7.889756,9.029864,17.98173,17.5282,9.384064,-16.768,33.40644,19.51454,18.4938,11.38692,33.72413,21.28461
1894144.53125,disgust,6.909708,0.1708062,-4.081249,-13.04472,-0.1455387,0.1258251,8.41003,-6.969175,1.586574,12.50745,4.502865,5.21665,13.05422,-14.01265,6.660301,10.4366,13.21383,-4.651823,-2.80833,1.700758,6.93568,3.583351,4.070948,-20.17279,-3.172704,23.60617,-13.51684,-5.692142,35.80595,12.56674,13.8585,6.252502,10.7076,0.9027045,11.99291,8.146235,17.27772,16.72731,2.272679,11.73668,2.694334,17.1891,18.00549,7.882579,31.76212,10.44124,33.17456,22.34466,5.569254,35.24022,18.60085,26.59965,38.17618,10.41964,25.7468,33.2904,-6.881926,10.20988,34.53026,7.11283,24.19845,16.7326,16.92276,12.33177,1.944055,13.40797,19.93052,20.18866,12.19044,22.38142,15.20167,14.41769,-1.010634,19.04702,21.46882,30.2,10.93705,33.55236,13.68036,10.94356,5.656686,-11.55328,17.78417,13.01697,6.605419,22.77662,29.47305,9.265882,5.78124,18.8458,22.65696,16.51093,1.356137,7.671582,11.62256,15.78894,42.00865,19.67234,11.32053,26.10425,8.843617,7.77693,6.904011,7.836265,8.152311,25.80797,14.81122,20.72223,20.51122,10.73108,13.97403,13.75739,10.49165,8.554653,9.47794,9.3057,7.389459,8.818137,9.961441,10.00415,9.955789,6.250642,50.03249,48.17425,20.54851,19.82868,20.45002,7.167949,12.9135,19.49233,33.66018,41.90056,17.69592,54.25375,20.6957,24.25582,24.90613,19.28198,15.40832,23.06198,21.67534,26.57406,19.07915,25.24599,23.79726,17.32086,16.0608,18.86044,10.49436,7.147635,6.063705,10.60043,8.898701,33.45846,24.58924,19.25957,19.48349,23.9763,13.6292,5.267372,35.02925,10.91158,9.319168,1.031473,26.17249,17.12492,7.814713,18.79316,41.1615,-3.081823,-6.04676,-14.48535,8.431676,31.01867,15.11446,9.088088,14.9979,12.63859,-3.284387,-1.66183,5.162681,14.27895,16.45157,5.156506,11.55339,10.51508,30.86677,-1.80026,-21.14436,-9.583136,14.11435,5.843391,4.307889,2.174594,-20.6871,-1.972893,-2.831517,6.391044,0.6395114,1.919061,-24.19934,41.55456,25.92371,27.29298,25.52888,24.15068,-2.897854
1895261.71875,disgust,6.928566,-9.459135,-9.621086,-13.94029,-9.093898,2.28674,7.189342,-9.529996,-9.461971,4.843525,0.1374701,3.185507,12.11285,-11.38971,4.481779,11.18233,16.17525,-2.674458,-2.206353,0.05515061,6.841681,11.52671,1.284829,-36.8254,-0.9281953,16.24622,-25.89797,-15.13217,22.88789,4.890561,8.054405,0.8454427,4.392456,-9.589128,9.569495,8.501222,7.997995,13.0344,2.402831,10.23198,2.781136,12.0449,10.3193,-3.412992,31.95397,10.65662,30.79581,16.87769,14.77066,27.17311,7.125761,27.26921,37.40705,6.66552,21.75286,26.39531,7.598228,10.89549,36.98902,7.860071,27.78101,11.48283,7.080436,1.987885,1.991783,14.6795,11.15011,16.54199,1.659778,19.84018,9.399795,5.364995,-4.646078,18.07548,19.28936,29.10805,6.849813,28.58385,2.733976,-1.628659,-15.91596,-33.92976,2.231136,-4.158632,-7.616792,7.626734,15.18861,-8.176179,-24.6116,-8.352093,1.984198,-4.085144,-20.67499,-12.56109,-3.644251,-0.07908137,24.77463,-2.023598,-11.23693,-0.9124317,-1.862358,-5.328156,-13.70018,-12.82788,-3.975675,16.72625,-0.3596373,1.391711,6.572932,-7.836568,3.239723,8.129418,-0.1415378,-5.081071,-1.671505,-1.328098,-1.694477,-1.562511,0.4605545,1.026743,0.9574325,-1.518459,41.06569,40.26691,11.0435,4.995694,3.954807,9.399158,13.87701,21.65005,31.86136,42.3541,10.18897,46.81531,13.26261,13.839,11.37235,5.124198,5.588841,9.610416,8.25011,15.7646,10.57909,20.41873,21.1244,15.74501,17.55014,23.48205,13.32489,12.56152,9.807339,16.6809,13.42917,33.86289,26.14816,16.4962,8.115493,9.440983,5.950505,2.158343,32.72372,8.621158,6.153638,1.007249,21.9652,12.24916,3.468637,21.99433,35.96473,3.122741,7.119038,-1.664786,11.77316,28.53898,15.04844,9.646666,17.57182,10.76618,-7.74953,9.014442,5.484661,17.05663,-0.3132507,-9.873289,-2.021622,-0.8665167,13.13815,-21.59658,-40.86916,-30.62056,-10.22786,-18.43921,-19.80518,-21.10899,-35.01077,-15.7143,-22.54202,-6.92455,-17.95374,-8.872389,-34.15942,22.33279,26.21612,22.53136,26.37033,-7.319999,-19.59015
1922511.71875,exit,7.067943,-35.40938,-17.14763,-18.15556,-2.881038,10.18936,7.298175,-11.90813,-4.761844,5.401462,7.340668,7.05678,28.50677,-12.41861,9.662443,12.41551,24.24039,5.733003,5.861969,5.035658,9.967308,8.111384,13.70649,-22.20291,6.058535,25.373,-13.12105,-4.732413,31.42885,11.7214,15.79526,7.297184,10.9206,0.4884869,13.44904,8.913809,14.94512,15.9025,3.224037,10.35788,3.297496,14.15677,12.85133,2.103204,33.85548,8.985458,33.35712,20.81782,41.16959,27.25302,12.21932,25.17976,37.05383,7.790389,25.66591,30.03691,4.607252,11.63625,35.8481,8.372361,24.60505,18.5796,16.56848,16.38919,3.798021,14.52475,16.34916,24.38445,14.54783,25.1233,21.567,18.34433,3.761559,25.44174,32.08809,41.9945,19.84545,37.23996,11.74608,6.488265,-2.610203,-32.18787,10.72311,3.340373,0.1737435,14.66552,19.47466,0.00100442,-9.249109,-14.4523,16.71475,3.738022,-12.20072,-14.48509,7.591709,8.350443,40.99974,5.425639,-2.7177,12.315,1.146075,7.167728,9.610346,9.060826,17.32825,36.9847,12.13834,13.49587,22.16036,16.41981,21.68891,33.41677,20.26171,15.01006,21.37199,17.87839,16.51181,23.88935,25.58771,20.45499,23.45475,17.38039,60.08688,56.05907,28.23021,18.00053,16.74481,9.416826,14.42094,20.34918,33.37086,40.29243,12.94397,52.07617,16.57987,19.03494,19.33616,13.79634,12.20848,14.30037,14.67896,22.42177,17.34319,23.5126,22.72924,13.46659,19.81757,20.06796,16.61881,11.95266,12.00159,17.40254,7.786532,43.63224,24.04105,20.52662,16.20755,18.53281,10.82737,20.76648,48.3342,22.99194,23.59472,19.93735,35.15653,24.94159,18.53351,37.13699,53.47726,16.44493,5.433431,1.969671,11.31156,41.59306,16.24909,14.07639,21.71526,17.55964,4.264904,17.64803,12.77585,19.82376,8.072612,2.408593,7.266296,7.744184,23.09628,-14.61485,-30.77739,-23.16006,-8.127068,-22.22414,-32.37275,-26.75158,-37.86975,-15.27276,-36.26395,-16.00204,-49.90706,-34.84002,-60.58677,59.67314,57.02746,89.83886,64.86584,-15.35072,-55.95562
1980089.84375,enter,24.65532,20.59572,14.82114,2.671152,19.73145,15.33191,23.68016,14.27435,13.38568,27.02648,17.7188,16.57845,23.97962,2.726017,23.26081,28.21176,25.68489,11.23061,13.70085,18.25637,22.25781,20.33722,18.01565,-11.47062,14.85897,36.1309,1.259431,6.811453,45.67056,25.13202,27.89869,19.95781,20.32784,9.267275,24.04317,18.05063,19.77404,26.12552,9.769666,18.15954,6.158092,16.98218,14.99467,8.884551,43.3734,19.06713,41.43456,23.0188,14.09334,31.09712,13.75382,36.14827,46.75888,14.48158,28.1345,32.0415,-2.154827,22.70673,47.54771,19.52488,37.76013,25.23037,19.50924,14.32298,13.79189,25.83445,26.20553,29.86947,18.16474,32.34136,27.44238,21.19987,10.28054,32.69228,33.25972,42.45746,23.70519,50.51781,16.53983,17.22757,17.38825,-1.304346,18.19051,16.50036,16.78861,18.07715,33.73994,12.82996,6.723748,24.10867,13.3727,11.1517,-1.437039,15.1854,2.709839,2.130043,34.6857,19.62318,7.957696,25.92763,8.34164,12.84166,9.376924,11.88031,12.40404,30.97587,10.71345,15.19962,21.54505,9.553555,18.33833,23.47464,19.27449,14.0318,17.38426,13.43031,9.94289,14.29554,17.86215,15.04308,11.71191,12.03945,54.76527,55.51595,22.18929,14.76991,15.36625,19.61849,24.22211,31.96692,44.12175,50.78416,21.41511,55.18782,17.87788,19.86286,20.52542,14.97984,11.20943,20.07728,15.59612,21.32882,19.73787,28.50507,29.96518,24.88978,26.4166,30.77695,24.51789,21.27499,22.81566,24.91974,22.13501,36.28645,34.09107,24.7211,19.02709,20.43541,15.65505,11.10889,41.70307,17.96393,12.9201,7.421844,31.71464,22.7199,9.404172,21.1713,41.75189,-0.2000987,-3.753017,-7.552112,19.77914,37.73907,26.26636,21.96389,28.68465,22.79798,3.098231,-0.7861847,14.41895,26.64684,26.66825,16.797,25.93793,26.71017,39.83893,12.29964,-4.413021,2.228579,23.37055,18.80858,15.46667,11.36193,-5.383542,13.77952,10.70293,24.31077,16.21545,20.64611,-3.538931,24.83982,24.17565,9.585099,25.86907,30.39158,16.59669
2189890.625,relief,6.020634,-1.984125,-8.738854,-15.88143,-2.237505,8.963449,5.40484,-6.763226,3.319447,11.14646,4.556393,5.560878,9.59634,-11.58283,6.597439,12.16882,12.55642,-2.633219,-1.50225,5.259442,7.882858,5.181701,3.312401,-31.73403,-1.399201,22.3402,-11.286,-3.624863,29.9456,13.52491,17.96964,10.61671,13.3482,-1.941457,14.38874,12.29574,11.4162,20.00036,5.69143,14.55944,4.154073,14.06772,9.118159,-1.527671,35.25791,9.786613,33.22153,17.3902,-1.147622,26.32344,9.257523,28.0189,36.86485,6.429424,22.54772,28.43651,-10.45545,15.82634,43.11604,10.10253,23.07253,10.68116,13.03368,9.924329,5.627446,14.56157,17.2325,17.81435,9.346227,19.75449,14.766,8.604004,-1.733155,16.75333,20.75631,27.58167,9.796411,29.56878,3.534457,0.946031,0.3269099,-22.00059,6.337833,-2.58799,-2.594827,8.309746,16.46523,-3.40889,-9.354227,4.24767,7.555328,-1.556268,-23.92263,-9.156699,2.068131,0.685614,25.59106,1.103595,-6.87567,12.00314,-2.144237,-2.631516,-0.4040492,-3.351225,2.837215,20.08492,7.931557,9.422462,17.78263,6.107872,9.772457,19.28581,5.588524,-0.3469221,6.166974,4.154522,-0.3650353,8.742049,6.423233,5.419503,3.402762,4.207019,44.17244,42.54259,13.95808,9.09413,12.36408,8.35344,13.64013,21.28512,34.42583,42.03023,11.93672,46.89489,15.05573,12.38649,13.47076,3.707874,6.560691,8.775957,11.9976,16.32252,9.930053,17.8633,19.62107,16.58678,17.01965,21.99518,15.36337,10.12398,12.5193,15.92295,15.26942,36.23733,25.73629,15.17408,10.06215,13.25342,7.590099,1.466244,29.37288,7.597142,4.041869,1.121227,22.797,11.64326,0.2099629,13.81932,33.02446,-7.173574,-10.88154,-16.70437,15.8702,29.03994,13.20482,12.25274,22.66127,14.05136,-7.048182,-0.8254298,0.3611013,19.39646,9.58169,4.013446,9.608699,9.851057,25.77919,-3.38177,-20.98948,-15.83926,3.922476,-2.552703,-5.912464,-7.495,-22.40895,-7.030458,-5.532348,7.160844,0.861387,-0.1147861,-22.83817,22.63916,14.30052,15.78832,16.49201,7.418473,-5.806903
2192324.21875,relief,20.70846,29.45089,15.25955,9.535984,18.38627,19.64824,19.55134,12.72398,20.06842,22.46319,20.81297,20.43829,10.47154,3.820476,22.67733,26.7458,14.70727,4.370694,13.36697,19.75321,23.12237,21.61844,8.045259,-15.09917,12.64129,39.64153,3.01282,11.07189,46.91415,29.66291,30.82926,23.23175,25.83883,13.50699,29.00131,26.97201,24.14786,29.04369,16.72623,21.81142,14.55278,22.51987,20.12798,11.31979,42.57807,19.55267,39.75722,29.1655,18.44388,34.08128,13.90866,33.34301,43.26731,13.07865,24.45986,31.55735,-6.628964,10.31346,34.07877,3.177296,19.30045,6.568415,1.659768,2.323719,2.265834,11.22372,6.220441,8.303201,-2.260064,15.19824,5.790293,0.9191309,-4.255263,10.79724,11.0928,24.0619,2.440476,25.75923,17.01715,16.92892,12.85944,-2.288565,21.47531,13.60778,7.612235,16.68382,28.74855,10.22909,4.377842,25.77367,9.953098,7.410324,-4.347338,2.508816,-2.834313,4.447217,31.70993,-0.2870321,-8.400817,3.199354,-6.905817,-8.914051,-18.07932,-14.15055,-8.283957,3.799737,-1.780695,0.3930554,3.022366,-7.326194,-0.2077564,3.237926,-6.473081,-12.02643,-8.379408,-13.72136,-18.9459,-6.417125,-10.34476,-17.37353,-16.60275,-10.75669,28.61211,30.27848,-6.469058,5.433461,8.630632,19.49402,20.45603,25.14928,36.24992,45.86505,13.54771,52.3148,17.2846,16.47834,17.5275,14.13931,4.701799,14.45065,13.05111,16.34926,10.78897,20.27692,17.86904,16.87044,18.1216,22.20985,19.36258,19.53043,18.21814,15.77518,6.765449,28.21602,19.17624,9.287079,6.588758,10.45068,0.5315691,0.6883169,33.33615,9.391975,-2.878953,0.2787381,23.89359,13.80897,-3.628262,14.64165,34.34007,-0.3111766,-7.509902,-5.610812,10.57657,29.28028,14.7448,12.28152,17.30178,12.19586,-0.9663352,3.416414,3.340095,21.28416,29.51119,18.60485,28.24393,27.03193,42.65082,13.32512,3.399928,10.73668,25.94837,22.94988,23.09983,19.09444,0.4564797,13.14027,22.17489,30.24231,32.10228,31.92369,8.682731,-18.40338,-14.72305,-18.39313,1.232035,41.53065,33.24038
