Time,Event,A3,A4,A5,A6,A7,A10,A11,A12,A13,A14,A15,A18,A19,A21,A24,A25,A26,A27,A28,A29,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C14,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D10,D11,D12,D13,D14,D15,D17,D20,D22,D23,D26,D28,D30,D31,D32,E1,E2,E4,E6,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E23,E24,E25,E27,E28,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G5,G6,G8,G9,G10,G11,G12,G13,G14,G15,G16,G18,G19,G20,G22,G24,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H22,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1220746.09375,enter,-32.93634,-35.55774,-19.55598,-18.52109,10.949,-32.22467,-26.89971,-22.92019,-28.18572,-5.538614,-23.4458,-32.48986,-20.23682,-3.720173,-13.17671,23.54924,4.060742,-3.359874,22.88379,-2.494026,10.22542,-7.796731,-4.293549,-9.24234,-22.55905,-14.80999,-10.21766,-5.203871,-3.513238,-19.17352,-5.023375,-25.72323,-16.59737,-12.59887,-32.65776,-23.75458,-12.11644,-11.86112,-8.91193,-2.857683,20.75725,-13.46867,22.25787,-5.358363,9.939138,-13.88698,-12.77536,20.09702,2.904792,9.342801,-7.130332,18.25313,-17.55209,-20.79695,4.014817,-7.749548,4.40608,25.65264,-8.531856,-4.070807,-1.943028,-1.674954,14.79061,-28.31995,2.243117,-7.617268,-3.009958,14.35085,0.9724454,8.413121,30.89355,17.65088,36.05496,-17.43481,-15.90876,12.76811,21.64429,-13.04737,-13.82731,-16.15402,-10.03875,-7.599381,-12.24944,31.50591,-16.66865,-16.73527,-21.07794,-10.10057,-13.15115,-13.16749,-25.52235,15.43276,6.55039,-9.659787,-30.71875,-1.289765,7.618183,0.3870434,-43.08421,-16.06715,25.67425,10.42627,-4.467282,2.912311,9.554025,-7.844745,-6.328171,10.44597,4.709791,4.911492,2.660948,-19.94438,-13.69154,-21.76987,-14.60522,-17.98002,-22.33204,-22.59429,-21.82422,-20.82909,-21.17448,-0.7983305,24.8184,-26.58825,-16.75583,-23.51953,-21.39237,15.86283,11.35358,-0.05841006,-7.024779,14.85581,16.85534,-6.667633,-12.87501,-15.61741,-4.55215,-3.341945,-0.5467696,-4.354097,0.7463036,-8.761911,-4.582084,-4.849396,-9.863662,-8.148248,-13.48141,-10.48869,-5.305215,3.582423,-9.048701,-8.513915,-22.24156,-13.9005,5.812626,22.62611,-7.129835,-13.64841,-4.735825,0.5952902,-27.41835,-17.72235,8.132972,-8.143426,-14.69916,-17.45821,-14.18739,-15.68521,-15.12875,-25.63551,-30.73915,-29.55849,-27.00676,-17.34132,-46.51252,6.267317,-34.57782,-29.19881,-16.18362,7.482867,4.063015,0.4565403,-5.755607,-21.81647,-6.452862,-7.230013,5.948507,-13.65958,-35.52013,1.683381,-34.95719,-7.458855,-21.1968,-10.29973,-33.20567,-36.93945,-17.28789,-13.47278,-9.882867,-36.82093,-29.4893,-28.11434,-34.65606,-35.71119,-18.67236,-33.08327,-27.27985,-20.15925,-20.57933,-14.51021,-14.35638,-47.96653,-44.51746
1267847.65625,relief,-6.781592,-17.59169,-1.583473,-3.942455,18.66642,-16.12149,-7.505159,-7.313693,-14.34701,-2.922928,3.842386,-20.20308,-9.789609,2.185673,-251.2664,36.04854,11.87833,2.661064,57.93163,31.57675,21.66489,-3.646046,9.10686,2.225808,-11.09198,-4.60207,-0.6543697,4.356613,6.84434,-12.62563,-0.1754299,-18.73695,-3.510039,-8.29375,-25.04121,-14.34236,-8.459447,-4.129768,-1.105657,-1.011653,21.58356,-11.66431,24.43715,1.870586,17.08607,-6.927319,-8.068027,15.40284,4.926046,13.17752,-1.226567,25.77901,-8.460024,-17.67313,4.252369,-9.348186,-4.290795,19.19948,-1.783762,-5.361563,-6.53848,-5.961128,2.738064,-29.50049,-0.7147185,-18.21012,-7.994874,-1.040777,-12.07257,-2.319776,22.19984,9.546694,18.06573,-17.93974,-16.28087,1.327682,13.2353,-14.39811,-14.34744,-16.27686,-15.78968,-7.753631,-11.98386,24.78103,-3.399102,-9.183988,-2.205327,5.463614,-3.923187,0.7977191,-10.32613,21.1843,18.58916,5.368156,-13.60972,-2.886729,11.77301,11.55437,-20.7929,-19.24438,37.10746,27.07998,-0.7296654,25.31123,23.38391,11.09168,7.51712,0.7547964,0.6537526,-6.35263,0.1828893,-7.769249,-7.157601,-3.038274,-6.593974,-4.55317,5.383229,-12.56063,-5.179132,-5.098454,-5.429919,10.54071,33.90959,-10.12171,2.558492,4.722152,1.20489,-2.844383,2.34785,6.751282,-4.728465,16.57587,19.35251,-3.474585,-6.239155,-6.805792,-7.87494,-8.333987,-5.107099,-9.773958,-4.284507,-8.679473,-10.20101,-3.610231,-8.254319,-4.941398,-6.235127,-7.983709,-7.290096,1.421397,-4.964166,-4.776634,-19.2149,-13.89838,1.956779,12.95414,-10.21904,-10.90498,-11.32902,-7.952713,1.943369,6.770287,23.31392,5.223707,10.68921,6.132951,-9.152576,7.853834,3.220677,-13.82785,-17.378,-14.50005,-11.41184,-14.30691,-30.90183,6.03881,-20.73177,-15.16951,-6.416423,10.90344,0.4977818,-2.742492,-4.815588,-19.66628,-3.691587,-5.05098,6.902531,-12.3431,-25.57083,13.19984,-17.99384,3.649827,-5.56083,7.380631,-14.41219,-20.44658,-0.988423,5.166892,10.93888,-15.70352,-6.592935,-10.92352,-14.38734,-13.16529,1.956061,-9.167171,-6.98355,-22.95898,-16.92175,-10.55676,7.6154,-17.446,-25.65573
1511851.5625,exit,-8.798464,-17.58659,-4.465495,-3.796659,20.12069,-10.89142,-9.731568,-9.184292,-14.23078,2.525317,2.669147,-20.84451,-8.227654,0.6341588,4.116769,33.63021,4.609121,1.383813,33.53196,12.2543,19.45076,-9.443053,11.76004,7.305994,-5.9967,0.1841418,5.527068,11.98457,12.12234,-6.181448,3.537472,-9.150498,-3.995654,-6.247426,-24.48084,-7.69075,-6.610186,-4.362789,-2.495307,-4.203982,26.08869,-8.694877,23.25497,0.7469733,13.66414,-8.590556,-10.15495,13.86445,3.525088,12.0645,-0.5677783,19.95415,-9.948731,-16.45789,16.21096,5.445147,5.069198,28.94732,2.142226,12.72465,-6.694567,-2.994219,5.446824,-13.69994,17.2462,-6.585899,-0.3840213,4.366897,2.202217,7.224547,26.69178,15.71693,27.1441,-2.855098,-2.079635,12.7386,24.24903,-3.386605,0.07255021,-1.711924,1.472807,2.456725,-6.392388,39.48657,-7.020153,-7.79852,-1.280169,13.81814,-4.489945,-1.020798,-4.626544,19.60364,24.86897,11.48596,-4.582767,2.106512,14.8884,12.89318,-17.04349,-12.71959,39.11976,28.86818,11.22496,27.84774,26.80767,16.74134,9.335878,3.801413,6.069445,-0.5169507,8.967624,-8.043756,3.376506,-2.926351,3.71907,4.196826,-1.965508,-4.024322,5.466221,6.776939,7.049917,29.85307,51.72131,6.868835,26.61355,-3.709327,9.305064,5.55852,6.952342,2.371615,-1.792397,17.26849,18.4918,-2.081924,-7.312518,-11.55768,-3.685947,-5.043556,-1.45424,-8.180428,-0.5955453,-13.31478,-1.957876,-5.923652,-9.978589,-4.729131,-10.67636,-6.572682,-1.753793,5.126122,-4.651371,-4.241264,-8.560968,3.561231,6.619292,21.64619,-6.426415,1.399646,-6.154123,-3.929064,-3.810843,-1.453496,15.86241,0.2699035,1.162821,-0.4067162,4.731981,1.683633,11.06937,6.264865,-3.438239,-2.562675,0.4067002,-2.804568,-17.31862,5.19502,-7.287145,-3.694798,-4.876869,7.453881,-1.829061,-2.998672,4.868172,-10.59457,7.200407,5.23056,2.890555,-3.752724,-17.33172,24.11827,-11.10587,8.333152,1.080534,7.905938,-9.937858,-12.22584,4.682035,13.40741,18.89542,-9.268874,2.558121,-4.53932,-12.24447,-10.75595,6.539058,-2.854412,-0.5480011,7.471323,-5.554422,-2.962855,9.754555,-10.22893,-13.63232
1569425.78125,enter,-29.51635,-35.87174,-23.60221,-20.03378,4.701324,-33.21298,-29.62972,-30.55146,-30.44079,-6.32095,-30.58113,-43.75686,-22.37063,-10.95639,-18.20229,14.50388,-3.668704,-11.10729,9.437772,-10.45494,3.161394,-11.11819,-7.073721,-10.44429,-21.70033,-15.62444,-13.81547,-5.703732,0.4973854,-21.25546,-5.91595,-24.39669,-19.24684,-16.4505,-36.73805,-20.72885,-20.41644,-14.26921,-9.979508,-4.268121,17.14949,-14.55516,16.62332,-7.966846,6.56762,-15.63089,-10.91392,16.8163,4.215106,6.585071,-7.401539,17.64548,-19.66138,-12.86078,43.36058,33.24872,11.89273,36.31771,-5.394805,4.892951,4.095081,7.435892,20.41965,25.72426,52.57553,0.1094283,4.231956,13.81829,20.45997,16.71373,38.03883,27.57358,42.06732,25.11551,26.56001,29.98177,43.67947,12.54319,27.19683,26.38932,23.31909,29.45693,19.1218,74.65472,-16.60795,-26.50533,-21.07592,-10.73884,-14.52761,-14.25367,-26.62598,8.694717,9.861873,-8.464715,-30.26854,-3.495208,0.8979951,-7.741103,-44.58575,-20.8445,16.61292,4.834675,-11.55666,-0.810849,-0.08329196,-13.20595,-21.47834,18.6447,12.80609,8.173106,16.10229,-3.290682,21.34772,8.124507,25.56439,11.7718,-18.68475,-28.3811,-32.50754,-32.9976,-32.86215,-19.69853,4.836716,-36.30598,-29.9493,-20.60841,-43.05873,16.66309,18.26138,-10.69866,-11.38573,11.66051,13.77982,-10.01772,-11.76452,-14.51167,2.885714,0.5736072,-3.300367,-16.60245,-0.3435183,-18.18546,-3.339141,1.209212,5.406291,1.968886,-14.10828,-14.16751,-6.946374,9.077886,-9.815206,-13.32721,-18.09303,-8.554671,10.81159,27.64633,-9.466023,14.31746,16.03304,8.218556,-34.19776,-32.01812,-1.963512,-16.37091,-27.95336,-29.44149,-23.56335,-29.93072,-38.34959,-42.88372,-38.17882,-38.21059,-34.34304,22.876,-50.19693,12.77347,-39.75231,-35.13418,3.942138,15.40816,18.67567,18.57965,18.11125,21.54752,36.14876,35.41225,11.24579,28.65334,-34.11298,5.30788,-26.81088,-8.525883,-17.24732,-8.16052,-26.49526,-31.53364,-14.40296,-3.865459,1.42964,-30.23867,-16.49474,-21.62992,-31.66144,-29.09123,-15.16477,-26.49062,-22.6375,-35.17788,-39.32005,-42.62508,-35.47071,-31.25924,-46.96796
1635984.375,anger,-6.957126,-20.03972,-11.61351,-10.39984,11.01611,-14.86667,-15.7053,-16.98177,-20.81141,-8.093345,-14.84957,-31.85848,-15.18852,-7.64798,-5.617068,21.96316,-10.22809,-6.636918,23.01796,2.550789,9.05315,-14.72484,7.576803,4.393007,-8.468543,-0.2667893,3.71478,4.877499,12.45212,-7.770332,7.504488,-11.36095,-12.50628,-5.11735,-16.14384,-15.24808,-11.48457,-8.60651,-4.592043,-2.07897,23.53934,-6.66865,21.94147,-6.6243,6.018036,-14.161,-14.5264,14.84129,5.439841,8.08304,-9.761192,11.87159,-23.34727,-15.86396,2.034813,-7.217758,-5.277008,20.26317,-13.27013,-12.36669,-14.70651,0.3293734,11.85408,-26.07783,7.757679,-16.41742,-9.423933,7.27907,-12.19394,-4.698562,17.91245,11.70602,32.66487,-15.57291,-13.85791,-1.534813,16.56823,-6.0041,-12.68179,-14.69826,-12.17912,-6.189842,-14.49252,26.88138,-5.206281,-3.01146,3.616381,17.32269,-3.449411,-1.316098,-10.70869,22.8654,26.19745,11.25023,-3.589726,6.326509,13.67413,12.99683,-16.62273,-10.73955,47.18867,29.74311,-0.08949408,22.22978,19.80954,7.698709,7.478559,17.50233,15.71265,2.272606,1.742176,-13.10703,-5.333301,-4.794467,-9.167467,-30.12907,-8.304413,-18.08307,-6.01325,-6.216037,-4.778727,16.90586,41.90141,-11.28339,3.7452,-10.41838,-1.839911,9.8283,15.62281,-11.25609,-9.71859,9.469679,8.42323,-10.2477,-14.20103,-8.691815,-7.646725,-1.45609,3.055277,-0.9805599,4.532802,-7.620799,2.541528,0.5868741,-11.72126,-12.606,-18.48671,-17.88387,-14.47589,0.5440128,-11.45901,-10.90636,-16.58389,-3.503834,2.39804,10.68143,-20.10376,-9.61412,2.302116,-1.953573,-21.07915,-16.52462,8.258853,-10.36325,-15.37493,-14.36254,-4.070992,-13.27019,6.42106,-5.748662,-22.5642,-19.65201,-17.05793,-17.08404,-35.92139,-0.9237826,-26.96996,-22.97567,-19.37297,-1.780222,-6.003831,-17.21728,-14.60126,-23.9631,-7.00778,-8.626932,-2.682626,-16.87011,-14.59112,17.66837,-11.06573,5.566473,-4.219666,8.218174,-6.571109,-12.36815,5.441039,17.26676,29.83764,-5.011341,6.007911,-5.789764,-9.690643,-4.212173,3.923866,0.8791925,4.693749,-12.86977,0.08966303,-28.81146,-24.77184,1.494189,-8.811254
1889445.3125,exit,-2.579006,-18.78671,-8.889619,-10.94883,10.34691,-7.29104,-10.11556,-12.91501,-18.57171,1.020796,-11.22949,-20.31495,-7.477725,-9.817391,-6.894078,24.09356,-1.603902,-9.302516,19.45749,3.301664,6.798298,-21.21232,6.74931,1.673927,-12.02732,-9.872956,-3.857545,6.544105,8.806528,-13.93087,-2.196075,-21.92133,-9.389876,-12.76335,-32.78674,-10.43133,-14.4069,-14.93887,-11.48427,-12.5015,13.18085,-22.71368,14.56536,-12.29625,-1.382521,-21.3437,-22.03184,4.350215,-8.145521,2.892542,-15.09467,4.854646,-24.99121,-31.80472,-13.81345,-21.96647,-12.75403,15.38184,-17.0338,-7.247952,-20.59425,-14.40529,-7.368149,-37.69044,-3.757691,-23.23979,-17.48432,-14.23913,-17.14259,-13.32559,9.974481,-2.23469,12.53339,-30.17543,-27.70483,-13.15076,2.91197,-20.11184,-28.98014,-27.75915,-19.96807,-15.75263,-22.82914,16.89711,-18.64866,-11.83755,-2.530579,7.486422,-17.53399,-13.25429,-18.38142,3.788562,14.28496,1.685627,-15.69584,-14.88379,-2.075226,1.448181,-26.28431,-19.94931,23.42003,16.89996,-0.7840859,11.93837,12.58384,-3.263415,0.7983544,-6.178225,-5.93481,-16.74667,-10.21761,-11.4059,-15.4395,-17.91779,-16.37961,-18.79848,-26.27169,-32.4451,-21.49904,-20.0655,-20.92162,2.145334,29.644,-17.54876,2.77571,-28.09685,3.927615,-7.511056,-7.225537,-6.419509,-13.6718,1.686801,2.361963,-15.92205,-24.95941,-20.28724,-11.6273,-15.86066,-11.84014,-19.82721,-9.417872,-23.58186,-13.07765,-16.33178,-13.66983,-15.71532,-24.88042,-22.61844,-19.59772,-8.513079,-18.13546,-15.72492,-22.72481,-30.14047,-6.971591,2.810585,-21.2033,-18.26181,-20.81276,-16.84958,-17.91941,-14.25916,8.750363,-24.24778,-14.06493,-13.73858,-13.61661,-11.6001,15.94326,-16.93896,-33.98026,-32.51373,-28.97128,-33.39872,-45.30516,-8.334682,-39.24504,-36.41608,-16.75591,-4.192355,-10.36426,-12.7935,-13.56543,-38.73635,-21.16269,-23.15671,-6.555654,-31.20343,-21.22163,11.98088,-11.10028,3.425609,-4.714288,7.89617,-8.891843,-16.74201,1.733183,12.64168,28.72682,-6.736456,6.696444,-4.014475,-11.0459,-6.359484,9.437238,-0.8541823,0.232918,-32.03182,-22.81306,-36.863,-13.93406,1.11751,-11.56706
1947019.53125,enter,-4.361822,-17.08832,-11.8072,-12.97852,6.249245,-14.32324,-17.57067,-16.26698,-20.03735,1.04162,-12.49131,-26.83023,-15.78583,-11.71214,-5.993094,18.64379,-6.847331,-9.558549,20.24203,4.927196,3.78997,-19.66158,0.4452643,-1.554325,-10.64248,-4.630336,3.891442,-1.59309,5.638667,-11.17321,3.173206,-9.647138,-16.48927,-11.61427,-19.42168,-20.55095,-18.17919,-12.93803,-6.262798,-2.526404,24.80428,-8.663555,9.579042,-13.02795,5.204977,-11.98893,-11.28158,13.39399,5.356242,-0.2945622,-12.05532,12.78911,-20.48056,-15.52079,-9.788597,-19.27842,-22.13247,5.394389,-18.24913,-13.33961,-22.08164,-19.53559,0.4571553,-28.58564,0.2021063,-33.08259,-21.47997,-13.49471,-32.85852,-22.04783,1.295877,-7.942498,12.28435,-26.2852,-25.57798,-16.52927,2.685508,-14.62428,-23.7976,-24.98683,-19.09545,-12.78474,-16.08415,24.65296,-2.608412,-3.659213,5.84708,17.06491,-2.847541,-1.335079,-3.959164,21.09239,30.78769,10.09615,-2.377126,2.662855,17.65235,10.54274,-17.21201,-11.39646,40.68704,28.27552,7.896291,21.46169,23.9251,9.180408,2.177736,1.173398,-2.164311,-13.45464,-2.002538,-11.03059,-10.0778,-22.61758,-13.11061,-16.00807,-8.829708,-12.56074,-8.397284,-7.688209,-7.928757,6.005152,30.76782,-9.291,3.507804,-9.114176,-2.043019,-2.473052,3.632623,-13.4942,-18.73434,-1.68028,3.635302,-13.0685,-16.07898,-15.84689,-18.92503,-9.070486,-2.272465,-6.196962,-3.115608,-13.04841,-7.690457,-19.54311,-22.0177,-15.87085,-18.80158,-15.65997,-15.77183,-12.24415,-20.80696,-20.33102,-20.19855,-14.76687,-12.48893,-7.803435,-18.03815,-12.65332,-15.18397,-16.45885,-13.95678,-11.70643,14.63945,-3.912494,-9.367393,-11.31284,-8.484614,-11.23476,1.645935,-16.89794,-22.07929,-18.95157,-15.19937,-23.80429,-32.78391,-8.74391,-23.10386,-19.74184,-21.19633,-7.394265,-15.75361,-20.41376,-18.71832,-28.08189,-9.831984,-13.53225,-8.635202,-21.71702,-12.24,19.87126,-10.7723,1.28488,-6.572792,7.538459,-9.519425,-13.10402,4.122134,15.34619,32.80444,-1.78461,7.307906,-4.070739,-13.20188,-3.741818,9.025562,1.380975,3.247557,-24.1452,-26.43394,-24.49684,-23.15656,-5.984068,-17.79237
2003250,content,-9.232579,-15.76974,-4.236853,-4.757478,17.16462,-4.338727,-5.001976,-7.577882,-11.10346,8.942124,3.439595,-16.36962,-2.741387,1.587779,6.88656,32.50312,12.90643,2.263277,31.59205,17.58739,18.68194,-10.38601,6.38258,4.102037,-11.09905,-3.952661,0.3725233,6.610399,13.81029,-7.53406,8.777864,-9.985001,-5.761627,-5.474671,-15.42469,-4.445108,-6.52374,-5.168036,-0.2820216,-2.128549,27.18734,-7.613814,27.43653,-0.3860761,12.69347,-6.276163,-9.47459,17.46729,7.801958,13.86736,-1.108365,22.79001,-0.8101813,-18.53288,2.07251,-6.297757,-0.598425,28.3903,-5.955522,-4.579942,-13.91395,-17.95914,-9.703588,-22.08136,8.789191,-10.53309,-12.22796,-13.20577,-10.68312,-2.736494,17.34511,3.793862,16.88657,-13.26681,-13.71769,-3.384832,7.26836,-11.11262,-13.10986,-12.84181,-9.409187,-4.728588,-15.40767,27.63199,-5.083576,-12.01896,-1.965948,7.175145,-4.313854,1.964911,-15.71521,14.10966,21.42231,1.154436,-8.109396,-4.792346,3.181613,4.683868,-24.15089,-6.967659,36.06171,26.60425,7.482743,24.87147,21.01276,11.74283,6.835378,-7.12315,-5.311522,-12.83299,-4.50751,-7.778644,-8.964789,-10.28581,-2.854472,8.219538,14.96983,-9.476566,-3.232203,-2.790375,-3.182664,11.27093,37.45428,-4.481588,-8.063871,14.60555,5.116892,-13.79267,-11.31882,-6.145916,-2.276701,16.17894,16.58006,-1.688074,-12.43421,-10.38462,-4.426269,-16.45259,-3.833803,-4.669687,-8.86419,-25.44175,-11.2812,-12.31324,-16.24494,-9.580694,-9.508535,-6.986859,-0.7851289,7.357639,-2.915699,-5.602245,-14.75952,-4.869223,7.328435,13.29028,-6.778417,-15.51262,-16.00658,-13.10687,0.9686154,0.4850327,17.77012,0.08046724,2.697195,0.1945736,-0.3649208,2.516925,2.792573,-3.351054,-10.92535,-9.921785,-7.056257,-12.71206,-22.33907,9.651803,-13.88905,-10.17618,-12.78841,5.38134,3.651498,-0.06518059,-9.549779,-17.9099,-0.03619014,-4.010322,6.397244,-10.84742,-15.02864,16.52666,-8.19375,6.587029,-4.417135,5.713006,-12.48223,-16.11277,1.566021,7.303472,15.27888,-19.59604,-3.682616,-9.04903,-13.51195,-15.84796,1.712346,-19.08606,-16.98778,3.763994,12.12134,7.2411,24.92791,-25.00638,-38.72528
2317289.0625,exit,-18.95592,-24.86789,-15.36705,-14.82335,9.181783,-19.25265,-17.81492,-16.62419,-17.04897,-7.122514,-17.71306,-23.20566,-13.87458,-5.412529,-8.185401,21.13631,-1.485976,-5.040689,15.11133,4.411398,8.158938,-14.28547,-1.808743,-6.116524,-18.93013,-11.44484,-4.474179,-1.52971,3.224799,-19.17995,-1.954334,-16.17023,-15.2931,-17.60787,-25.35018,-12.03609,-14.98164,-14.26107,-12.52125,-11.42961,14.95608,-16.78739,12.8939,-11.03832,-0.2531076,-15.26377,-18.85938,5.012391,-1.018969,-0.628784,-14.74149,4.285306,-17.26969,-25.5369,-7.708177,-14.80539,-15.86946,12.47958,-23.42123,-13.27675,-18.17908,-17.76455,-12.71803,-33.56363,2.999742,-24.42895,-18.06637,-13.24914,-14.06511,-11.32483,10.77487,-0.004101835,14.6975,-21.46041,-21.33156,-5.758358,3.169203,-13.28619,-20.25657,-20.85468,-11.73509,-12.14913,-19.24377,23.22804,-5.689033,-13.6423,-1.810707,7.297714,-4.867549,0.7845849,-11.82867,13.5423,29.14224,9.21122,-18.74005,-10.95505,-1.729413,4.242218,-18.8526,-14.64339,40.58058,29.66272,7.125131,29.48037,19.11427,12.25955,12.80083,-8.886867,-5.139923,-13.26459,-3.82262,-6.441591,-12.42705,-23.33935,-16.56485,-23.51836,-18.69089,-8.654698,-6.516429,-5.045696,-5.372658,14.87998,38.42045,-12.59148,-1.519668,-19.39689,-8.930659,-13.19798,-10.54778,-12.62618,-16.12091,-1.556709,-2.725898,-18.50627,-22.41098,-23.18701,-14.43909,-14.02172,-10.45619,-15.3902,-10.43229,-18.08654,-14.07234,-19.55931,-18.70667,-13.9841,-19.68874,-28.18492,-25.25281,-11.23134,-18.82204,-18.66791,-20.40005,-26.26989,-10.86143,-1.8148,-25.09883,-11.58421,-21.57528,-19.71664,-19.83891,-18.35309,11.66913,-6.49999,-14.75635,-12.99244,-1.598614,-14.35466,-0.5066653,-10.94285,-23.85356,-22.63721,-19.0226,-23.29719,-36.71663,-7.901977,-27.30015,-24.40157,-23.21285,-1.590884,-7.592695,-19.46578,-11.73552,-27.63465,-9.924861,-11.94363,-4.363867,-20.81066,-21.29198,7.518375,-17.49219,-5.520692,-13.11031,2.690289,-18.24904,-20.35471,-3.932987,3.85826,18.93137,-16.60091,-4.75916,-17.38368,-21.80128,-18.81408,-7.520806,-16.3342,-14.60802,6.03441,-14.03276,-36.92039,-17.17644,-23.16267,-28.81701
2374867.1875,enter,-6.324708,-18.16969,-12.57763,-15.34427,4.59732,-7.698274,-11.18334,-16.05357,-18.97386,-14.79784,-4.14234,-16.36121,-5.406595,0.4543812,0.997349,29.48624,8.736989,0.9659901,23.70385,13.07544,17.56309,-8.659692,-3.167734,-7.433461,-18.83654,-18.46213,-12.65083,-4.982574,2.845059,-25.96504,-7.424448,-23.1885,-16.57579,-22.31499,-27.09543,-13.07743,-18.98265,-17.09525,-12.3867,-18.25187,10.6525,-18.8609,13.55564,-11.30783,2.117174,-20.53044,-22.20479,-0.2390576,-9.484669,4.67592,-11.19423,5.694936,-16.53377,-36.52636,-0.3151735,-5.742502,-5.386219,24.34189,-4.107318,-16.64066,-19.82356,-23.30979,-15.86102,-23.82294,6.438761,-14.95723,-13.69363,-9.536809,-5.69827,-4.780097,13.35654,1.73147,22.96763,-13.60216,-12.30989,1.258094,12.66033,-11.73466,-12.79753,-11.65326,-2.838998,-6.798127,-11.99259,29.90292,-1.13018,-15.60845,-4.284934,2.630938,-8.094769,-10.71351,-26.7226,4.615302,4.811849,-2.180609,-22.76916,-16.85457,-0.3432108,-7.068249,-35.24204,-20.09127,29.77245,15.24293,-8.408489,8.762355,13.07034,4.342283,-3.974841,-9.80761,-6.818929,-14.2564,-3.467289,-5.895324,-6.528254,-9.489564,-6.356215,-8.172135,-4.081254,-13.17039,-11.14879,-9.357546,-8.836055,7.081483,28.68218,-9.372612,6.471837,-5.348391,2.629156,-25.57077,-15.58254,-6.843233,-11.75274,5.122802,5.994671,-13.39645,-23.51369,-26.63269,-34.81075,-32.15529,-24.48427,-24.65143,-24.3749,-26.90187,-22.61189,-35.01352,-36.81585,-27.49052,-20.33852,-18.21494,-9.758692,-1.217246,-11.65893,-13.19372,-6.887273,-11.88352,-0.4450354,7.4284,-13.80051,-29.80895,-36.5644,-27.72736,-7.290236,-2.811926,29.56766,4.336057,-0.500268,-0.4588251,10.0179,-1.055805,20.42934,7.872068,-10.3653,-8.719352,-5.172282,-13.90421,-20.39035,3.78939,-13.38716,-9.774642,-4.919855,5.125401,0.2410863,-2.074621,-4.432607,-17.86734,-0.4016763,-4.236314,2.894286,-11.74156,-24.28946,2.97889,-17.44083,-6.096277,-14.01329,0.39085,-19.02038,-22.70086,-10.45047,1.27853,16.18876,-19.21249,-0.7856468,-11.81021,-18.81879,-12.52798,5.533695,-5.960896,-8.331288,-20.9648,-21.76225,-26.71913,-22.69356,-9.851989,-23.22308
