Time,Event,A3,A4,A5,A6,A7,A10,A11,A12,A13,A14,A15,A18,A19,A21,A24,A25,A26,A27,A28,A29,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C14,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D10,D11,D12,D13,D14,D15,D17,D20,D22,D23,D26,D28,D30,D31,D32,E1,E2,E4,E6,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E23,E24,E25,E27,E28,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G5,G6,G8,G9,G10,G11,G12,G13,G14,G15,G16,G18,G19,G20,G22,G24,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H22,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
2435101.5625,sad,-21.32965,-26.9039,-8.929154,-2.5204,22.03205,-35.44201,-27.22549,-17.16432,10.46408,18.92106,-13.71267,-40.3966,-23.49896,-2.245551,-7.398952,8.679915,1.288715,-2.016605,16.19761,5.773503,6.674911,-12.43556,5.19082,2.400852,-13.32667,-5.96771,2.283327,10.74108,14.77569,-12.2528,9.647756,-7.198406,-2.313101,-8.113473,-7.693324,3.560782,-5.741735,-5.121091,0.3271166,1.511599,32.0026,-2.127499,24.5481,-1.853076,11.22258,-6.417728,-5.823115,22.1123,11.85442,10.27469,-2.261702,22.75254,3.569999,-11.32555,5.298737,0.0110692,4.724872,34.54136,0.69937,5.90722,1.307123,2.818,10.13113,-18.821,6.525453,-4.915483,2.065489,4.029115,-0.1453348,7.507343,26.98387,11.39629,30.39177,-7.515871,-5.959606,5.194515,16.19089,-5.814897,-6.703311,-5.279227,-1.481848,-3.988666,-13.11171,32.19339,3.480829,-8.206823,2.04865,11.06983,3.316361,5.173668,-14.35616,13.67316,17.79748,4.610678,-26.45042,1.625865,5.431145,-5.142511,-30.31096,-0.8241274,35.00985,21.06158,0.6071241,19.9373,12.95836,6.889524,0.4469975,7.656556,8.069533,-4.548299,4.041852,-10.05687,-6.063019,-7.559079,-1.920413,-2.666908,-3.68066,-18.13621,-11.14458,-10.8096,-10.80548,2.442036,27.17985,-11.29319,-15.20193,-5.287709,-6.05456,10.60849,5.964188,-1.239092,-5.59716,11.23864,15.76045,2.207936,-1.321942,-4.307301,7.266574,-1.951012,0.2615427,-3.444243,-0.1453563,-8.487588,-1.545377,-6.097163,-2.653709,3.597582,2.787599,-1.066786,1.620197,6.212861,-6.942359,-7.204641,-19.61951,3.113713,5.746323,16.91191,4.607367,7.133245,-3.853544,2.670907,-15.79133,-13.46084,20.73679,-2.049873,-10.75696,-11.00226,0.8223974,-10.46701,9.546041,-5.419161,-11.1977,-9.29732,-4.728512,-8.706561,-21.43496,8.753233,-12.29459,-9.957437,-5.263253,8.956391,4.150045,1.294195,0.02700132,-12.59554,5.433926,0.8283008,4.981182,-6.288558,-15.34994,14.05162,-9.693748,2.328822,-5.147351,6.421238,-16.91269,-18.69349,-5.08741,3.653095,16.9411,-19.18726,-4.531937,-13.08622,-19.62417,-16.03767,-3.989612,-14.99619,-10.95287,-6.276993,-22.84898,-21.20778,-30.57367,-21.66932,-27.68302
2748601.5625,exit,-13.67383,-25.71213,-22.65792,-24.29055,-2.969005,-14.25176,-15.85757,-23.1996,-19.57895,-8.668841,-18.69703,-25.81896,-15.14448,-11.4212,-8.775131,11.832,-6.596175,-11.38796,11.49256,5.774884,5.685203,-21.60121,-15.74184,-17.71958,-30.57052,-26.03373,-19.54498,-13.8739,-4.416821,-31.91497,-10.32602,-27.34999,-24.35624,-28.56596,-31.26756,-18.57657,-24.48926,-22.65918,-15.05301,-12.5264,16.13507,-23.16642,8.035923,-16.09714,-1.390271,-17.00991,-14.37939,5.381404,2.629886,-5.735961,-14.71923,8.025761,-9.866856,-14.75679,-15.67267,-18.73985,-9.666059,19.5839,-9.108069,-0.1677087,-12.51816,-11.34398,4.03086,-30.93616,-2.860516,-18.26183,-14.23722,-9.24206,-16.07405,-8.864806,9.67522,-3.732475,21.81415,-25.14252,-25.77485,-10.05156,-0.7984383,-17.59414,-25.39088,-24.97087,-17.23947,-14.59457,-24.93808,19.56135,-21.69486,-26.65367,-13.7973,-2.639338,-18.04377,-16.98995,-26.19162,2.770396,17.93297,-13.22803,-27.32727,-10.58492,-5.872002,0.1128425,-33.95281,-18.35036,33.26584,16.61936,-10.75601,6.986906,5.635049,-0.7683766,-9.645348,1.869021,-2.285882,-9.542542,-8.039565,-15.60027,-17.88457,-21.78761,-14.0877,-17.04707,-18.9185,-25.91052,-20.06651,-19.13193,-18.55136,-3.90132,17.14102,-23.65509,-20.71536,-19.83207,-17.64487,3.539403,4.741241,-16.87744,-19.80239,-3.391789,-3.729209,-13.91448,-19.27231,-13.7493,-3.948246,-4.17377,-10.11425,-23.71596,-5.080664,-18.01064,0.2037603,-3.167938,-2.112467,-4.255437,-20.63665,-16.62105,-13.11175,-5.949271,-18.55338,-22.24821,-31.09318,-11.13101,-6.663011,2.02732,-15.41025,-2.696842,1.284192,-3.114718,-19.2659,-18.16141,13.63123,-12.23326,-14.59744,-15.06201,-9.023151,-16.91871,8.331523,-12.86257,-25.63822,-23.62522,-20.35255,-26.61862,-35.1189,-1.387464,-26.13576,-24.97008,-17.2888,-6.362161,-7.606197,-6.890874,-9.736584,-30.02582,-10.55792,-15.7735,-2.80242,-23.83744,-35.17675,-7.897742,-26.12179,-14.23687,-21.4013,-9.133775,-29.75199,-34.50589,-15.43794,-8.133195,12.33728,-22.65901,-12.61513,-24.01233,-26.81168,-24.66868,-7.524156,-22.81861,-20.36287,-24.75008,-21.34423,-30.21145,-16.81656,-26.45471,-42.32204
2806195.3125,enter,-44.36902,-45.89009,-34.43508,-34.04714,-10.24887,-40.84191,-40.50894,-35.46786,-27.67257,-10.63976,-33.22873,-39.84414,-25.24066,-7.194324,-19.77824,10.03078,-4.420776,-6.89591,1.267364,-5.361567,1.613564,-11.4173,-22.16894,-22.80251,-38.88091,-33.38725,-26.00165,-16.40909,-5.922788,-32.04418,-10.94882,-30.24729,-28.08537,-27.48816,-29.58793,-18.23594,-23.11879,-18.64671,-14.44035,-12.12426,13.27381,-22.4745,13.51667,-10.72641,4.93401,-17.15423,-12.72806,10.31478,-2.99165,3.354846,-4.140862,15.57506,-7.917038,-18.52906,52.5698,46.75792,17.34387,46.63932,30.27516,18.57562,11.24621,3.834408,10.40779,13.85467,34.52797,9.635263,8.011983,5.836728,14.44903,17.59075,34.37022,19.2517,40.60733,39.62185,39.42113,16.17647,23.89197,5.631226,40.95126,41.1246,19.38943,18.68879,1.695673,62.79253,-27.97861,-30.94051,-21.88795,-11.53107,-18.21706,-21.06358,-33.239,3.633218,8.586556,-14.50022,-38.23661,-10.80469,-1.252663,-3.265546,-43.47496,-19.11964,17.89065,3.037341,-10.6191,-4.509496,-5.973732,-13.2233,-24.79431,6.800607,2.393818,-3.401119,2.597701,-14.78081,-1.958866,-11.90124,6.009039,-14.1086,-30.34781,-35.9198,-30.29629,-28.97141,-30.59839,-16.31622,5.756205,-41.51974,-27.17855,-32.14207,-39.55945,10.16585,3.826354,-12.31512,-10.73125,11.26947,18.51187,0.00967899,-0.9073517,-4.165931,8.984119,-8.051546,-5.562209,-14.32151,-10.9895,-17.97715,-3.94935,7.674826,11.67548,10.19685,8.299186,5.902317,13.40683,15.02229,-5.276053,-11.78162,-11.49059,-3.835925,16.86223,29.05765,15.77079,12.98073,5.953294,10.69972,-37.70757,-34.35311,14.89749,-6.608623,-31.22665,-30.48936,-3.564787,-29.3961,-17.25876,-18.71272,-12.51197,-11.7772,-6.791265,39.30285,-20.39239,16.51545,-11.27214,-9.770562,3.128107,7.729512,10.33624,10.03104,17.13693,33.58491,53.68863,48.32106,9.25506,40.2131,-37.7745,-11.3108,-33.3722,-22.84414,-30.047,-15.3827,-36.11802,-39.61798,-25.79676,-18.75424,-8.238499,-39.9398,-26.38461,-36.1909,-43.01774,-42.83172,-28.72861,-40.92755,-37.59378,-26.55888,-30.27873,-47.63718,-43.49517,-49.02441,-59.79679
3013769.53125,love,-24.07717,-24.60948,-15.6891,-15.74892,3.075953,-24.32411,-20.32961,-18.70017,-14.48481,-11.16799,-22.42272,-27.41638,-12.95269,-4.638277,-12.36268,15.54989,0.09615804,-4.452483,8.42619,2.269697,2.967577,-12.10069,-4.139725,-4.874924,-20.7769,-12.00013,-6.709908,-0.02559446,11.90223,-13.27718,4.330174,-12.62191,-16.47401,-15.12829,-15.39558,-10.02545,-16.89716,-15.24984,-8.617584,-9.568838,18.15578,-13.99988,18.85546,-10.123,3.314806,-13.99819,-11.78951,12.52755,3.511509,3.038415,-6.531351,10.74005,-9.280375,-18.25566,-7.015744,-11.57955,-6.952075,21.026,-1.806284,-4.753697,-10.69185,-13.42223,-3.565403,-28.86052,-0.2218453,-15.33723,-8.810209,-9.958236,-14.21396,-6.147238,13.41577,-0.07270293,23.0049,-17.26377,-16.50072,-8.700247,3.52951,-16.79015,-17.10694,-16.96795,-10.74579,-12.52094,-22.05519,21.60785,-10.4338,-14.88257,1.294976,9.321499,-9.951076,1.342351,-17.38311,7.771808,29.78594,14.16323,-19.01724,-9.004957,2.594044,2.638855,-29.79672,-13.15656,33.9341,18.24464,-2.855941,11.08864,4.817075,2.796631,-17.15422,-6.65511,-8.071089,-17.35086,-7.508055,-14.13456,-15.89666,-16.03145,-12.69188,-8.500376,-3.720816,-21.53182,-25.37824,-23.87987,-24.91287,-18.44926,0.1651638,-19.49932,-3.911262,-5.714733,-0.4535656,-8.804893,-7.816468,-10.28001,-10.9483,5.476331,7.417382,-7.380165,-9.613974,-12.06697,-7.618176,-8.903919,-8.797744,-10.41661,-7.788968,-17.41375,-4.062498,-11.29574,-7.752979,-5.000065,-6.684789,-4.876123,-2.922287,-0.8480932,-9.82935,-12.58799,-11.00706,-11.42281,-0.4338968,3.698174,-4.913987,-4.07209,-15.5505,-10.53624,-25.95299,-22.32684,5.874972,-10.03077,-20.2958,-16.16951,7.308016,-18.23507,21.11094,6.796959,-13.21813,-10.42114,-7.862469,-19.53798,-22.19339,1.963225,-14.15674,-14.36647,-13.72086,-3.508264,-6.039696,-11.37333,-14.0349,-22.9271,-3.064929,-8.805236,1.35115,-16.76105,-19.18788,4.992609,-5.832095,-3.989973,-13.42013,-0.2620535,-20.2527,-17.82136,-1.928828,-1.177287,17.05258,-20.73626,-6.097419,-19.03498,-23.49273,-22.79552,-9.021208,-21.10643,-15.66594,-32.86663,-29.46547,-39.75449,-23.03223,-22.34965,-37.13
3046132.8125,love,8.085359,-6.906024,-2.474997,-2.668392,11.62851,1.189345,-2.688193,-3.040503,-0.08927081,14.53608,-12.69689,-8.928695,0.2506009,0.2187528,3.983279,28.5996,8.173388,1.451005,23.12927,17.90921,20.65538,-10.04632,7.205075,4.085776,-7.580189,-8.228483,-2.433745,6.657692,16.67636,-9.904096,8.719365,-12.01549,-8.299477,-9.923839,-14.5382,-8.939657,-12.0231,-17.6178,-7.523249,-10.93273,17.02017,-14.34883,12.44156,-15.67126,-5.276531,-16.63431,-21.85876,5.282557,-0.8693588,-3.338543,-21.74513,0.3140894,-27.29056,-20.61996,3.70534,-0.1109091,-14.41024,14.40257,-19.62035,-23.34879,-27.51599,-24.88227,-15.21049,-20.06076,2.990946,-22.01454,-19.51962,-16.09361,-7.289227,-10.96874,8.153081,-4.960271,19.39795,-6.972003,-5.356137,-5.259143,1.414623,-14.82951,-5.54876,-5.573058,-7.492027,-9.666234,-18.38375,28.31376,-15.85066,-16.20726,-0.5396006,12.17543,-15.36992,-13.8707,-24.4461,1.795657,18.10321,1.487167,-13.55337,-15.94003,-2.336116,-9.383793,-27.31509,-19.34356,34.23409,17.005,-3.057499,7.188129,5.589983,-1.628328,-12.76925,-8.700208,-7.688296,-15.677,-14.77681,-15.29559,-17.28135,-29.26763,-27.37989,-40.78181,-36.18148,-22.51358,-21.64795,-21.59402,-21.86895,-10.21858,11.40676,-31.67619,-14.71543,-35.94244,-23.11579,-22.11837,-12.23765,-8.0561,-17.52803,-5.019288,-11.62546,-28.41857,-32.19898,-28.1193,-25.91431,-26.34775,-14.25276,-15.49483,-19.38897,-30.1415,-13.16088,-25.90285,-35.65781,-34.02733,-33.76149,-34.69769,-28.82194,-11.01383,-19.07001,-18.79787,-15.61343,-16.81452,-10.89478,-3.630447,-28.43848,-31.06179,-27.53728,-26.32006,-14.30401,-12.24806,12.84849,-6.499446,-10.43292,-12.11558,-4.568126,-11.28533,-5.689005,-15.3466,-16.26568,-14.87671,-9.965306,-5.457269,-23.71848,-5.773753,-16.29973,-13.8354,-5.380552,0.5081432,-2.367745,-4.302639,-3.019145,-9.777914,9.738361,4.145291,-0.1613705,-4.560405,-12.92588,15.61697,-1.480996,7.704218,2.64329,14.01903,-1.508337,-8.988139,4.424333,14.93394,27.91138,-1.587985,16.17351,2.598075,-6.241746,2.339252,19.07035,7.828168,5.755949,-33.08823,-39.028,-29.72442,-18.96824,-1.254444,-10.50823
3053765.625,love,-3.56271,-10.6034,-2.786652,-3.341645,16.80781,-2.584278,-6.060302,-1.982179,-2.389031,5.709617,-5.789123,-9.890352,-2.788529,2.042884,4.161976,28.12899,11.67592,2.433005,24.13738,18.24161,20.99557,-10.63302,6.234619,4.167908,-6.880888,-7.147017,1.128016,6.098576,21.38606,-7.490449,11.04511,-6.182223,0.3798919,-3.718408,-7.203518,1.236001,-1.734858,0.1648088,4.86081,1.779789,24.89376,-10.34031,28.33187,0.6197205,10.28835,-0.9200317,-7.055203,16.4471,8.218329,8.895345,-3.631575,20.29068,10.48791,-12.37977,-6.918349,-9.910308,-15.08265,15.25583,-15.6913,-14.21309,-22.62422,-23.29116,-12.00414,-32.19837,-1.076085,-22.91319,-20.45074,-18.53382,-12.43082,-11.59953,6.096786,-6.016611,19.40458,-16.86992,-15.49826,-12.32903,-3.160261,-23.0011,-17.36285,-16.02919,-13.5012,-18.59554,-23.30024,18.12897,-10.0113,-5.285693,6.369915,14.46959,-9.509686,0.8245586,-20.48177,8.665468,18.96817,2.843596,-7.704056,-4.96833,5.240581,-2.893256,-14.91587,-5.894294,36.49411,25.32508,5.065874,20.05349,13.36759,11.13297,5.620546,-13.6919,-13.78976,-21.84836,-15.88621,-19.20026,-17.21874,-23.35619,-14.35154,-16.52905,-5.852508,-19.7137,-8.26746,-5.750835,-5.973309,16.74671,38.85028,-13.1031,2.437271,-6.026825,0.9979981,-14.47158,-11.5158,0.4891749,-6.452885,5.423656,2.713549,-3.680537,-12.56909,-7.234773,-12.4426,-12.1862,-8.797256,-8.858528,-9.885214,-14.24441,-9.120528,-24.45983,-24.95658,-13.34922,-16.15097,-14.35828,-13.37331,-8.475013,-8.876576,-8.093406,-12.4617,-13.47798,-7.68777,-4.761389,-19.29232,-22.03361,-24.75895,-19.82363,-6.610338,-7.844897,9.407366,-9.553518,-4.570497,-7.572894,-9.076576,-6.742773,3.308153,-11.16546,-14.1688,-11.81783,-7.511183,-15.05937,-22.69989,-2.394419,-14.03628,-12.78215,-13.82576,-1.755849,-4.682643,-6.304098,-9.185971,-19.09113,0.33348,-5.367133,1.262407,-13.65831,-10.63478,14.45124,-3.132119,6.799104,0.5277447,13.06621,-3.813724,-9.487855,5.728505,14.0903,29.08211,-4.730225,9.973668,0.8428944,-11.35036,-4.211537,6.588003,-1.84324,-0.2087524,-5.593904,0.8761464,-19.25031,2.311717,-11.77335,-17.06086
3100031.25,love,-11.9803,-20.35325,-16.19232,-19.96311,0.8411215,-11.304,-16.13992,-16.17811,-13.71417,-5.588757,-12.1372,-18.70428,-12.35004,-7.172912,-3.928565,15.67776,-2.155481,-6.653224,13.91718,9.039,3.869951,-15.0221,-7.123872,-10.3595,-21.93089,-18.65106,-10.02591,-8.528111,5.311488,-21.83419,2.268451,-14.26887,-16.09392,-17.42528,-19.71689,-8.878186,-16.57301,-15.4458,-8.732735,-10.61985,15.09667,-14.31258,14.92404,-12.37905,-1.671426,-14.09797,-16.19748,6.872804,-0.1383721,-1.517655,-10.96924,6.280855,-21.48113,-17.47825,-7.8746,-11.21897,-13.69785,14.97166,-16.48211,-9.804968,-19.88499,-22.62728,-4.857234,-27.71384,1.944564,-19.71511,-17.45933,-9.855589,-12.58365,-10.44345,6.569758,-1.394278,22.36939,-18.52357,-16.87535,-10.57181,2.394469,-15.2472,-17.67773,-17.38901,-9.550258,-13.33957,-18.51482,22.01009,-15.17046,-14.0708,-1.65647,5.859651,-9.113279,-2.975386,-13.97933,6.539738,25.32795,9.922954,-17.65181,-8.79095,0.4628988,-0.204884,-22.89225,-13.06684,35.36732,23.23697,2.201544,12.0249,12.71395,7.053614,-0.0931152,-2.705902,-0.8677304,-11.75914,-5.863016,-9.46684,-13.64896,-21.7674,-14.40596,-14.11321,-11.91514,-19.3112,-5.809013,-3.277459,-3.179019,18.22384,39.73402,-11.64451,-1.377492,-13.53993,-10.79719,-28.35212,-6.510131,-5.579861,-15.64727,-0.5762609,-1.872753,-12.99047,-22.30429,-20.92389,-21.96188,-19.23618,-8.70048,-18.63424,-10.94293,-21.48315,-13.21834,-21.47924,-28.81199,-24.05516,-18.62485,-20.93982,-18.50498,-6.629073,-13.9855,-16.95358,-16.3949,-16.5787,-7.575728,-2.250446,-18.35479,-25.78363,-28.38412,-20.35872,-14.91727,-10.98507,13.42606,-3.674118,-8.091876,-7.5394,-0.3247077,-8.592669,11.41571,-2.882831,-15.89704,-14.12712,-10.58271,-19.35452,-24.92787,-3.389712,-15.97939,-14.53818,-13.90694,-2.587137,-2.951662,-7.463482,-11.69277,-22.86228,-3.598498,-9.24254,-0.2138412,-17.2639,-21.76032,2.335698,-13.45507,-7.137506,-10.43009,0.6232385,-20.91063,-19.29043,-2.387214,2.193404,17.15091,-15.85199,2.169611,-11.3843,-15.85066,-10.92757,-1.054995,-11.896,-11.36294,-15.09963,-12.66552,-18.41303,-10.14576,-18.72551,-26.92384
3107496.09375,love,0.04258588,-12.64297,-10.20419,-10.97745,4.054147,-4.048088,-6.963473,-10.0496,-8.952795,3.51138,-8.377391,-12.39181,-2.912084,0.9283704,-0.4807768,21.53601,5.790905,0.725134,18.52473,13.38768,11.20867,-4.790909,-1.624506,-4.493256,-17.29102,-11.76389,-3.978966,-0.418815,11.30424,-16.13266,5.334314,-13.15476,-10.1619,-14.48423,-12.62638,-10.7838,-9.784885,-8.918292,-2.968372,-1.105178,23.46551,-11.49,19.62378,-4.030753,9.626588,-6.779505,-8.287638,12.53372,6.434637,7.683755,-0.6195109,18.26111,5.290832,-14.33477,1.593464,-2.770023,4.614688,33.56051,13.36075,6.973838,-3.390987,-6.299263,0.06010009,-20.11316,9.510098,-2.720155,1.819117,-2.142159,-2.659213,3.832181,21.25104,9.735663,31.35567,-7.606204,-8.069005,3.572387,9.738297,-9.179302,-8.357694,-7.583962,0.8756739,-2.037333,-11.99497,27.57957,-9.743103,-12.00121,3.581923,10.8679,-6.296983,-2.230589,-15.40145,11.48675,23.58078,7.645841,-15.92958,-5.5426,6.389872,-8.417413,-28.02117,-2.939373,36.21737,18.25242,2.064329,7.73301,5.293815,-4.292489,-18.73537,1.201614,2.895134,-10.02672,-4.406592,-11.34266,-7.388657,-11.63899,-5.011142,-5.116058,-3.475611,-19.18903,-23.37027,-24.39036,-25.7356,-22.12803,-4.493711,-11.0878,-2.166864,-4.430741,-1.723706,-5.427964,-0.4712535,-2.474922,-6.3014,10.76176,15.14667,0.5490508,-5.203884,-6.768487,-2.897291,-10.6595,-6.245242,-10.41387,-3.411655,-18.8257,-3.18178,-12.03824,-8.51096,-1.82412,0.3426828,-2.607321,2.66393,10.44289,-2.907534,-7.322134,-5.776809,6.501591,10.0249,15.10615,-0.731262,-4.746735,-13.5234,-7.526796,-10.81705,-9.249525,21.49429,-0.8694582,-6.632654,-5.519703,2.855981,-6.797441,20.395,-2.091304,-8.30173,-7.881955,-2.823579,-9.397024,-19.13987,14.37696,-10.23841,-7.655469,-3.914883,8.407824,8.294961,2.760582,-1.527609,-12.73092,5.627659,-0.1517152,7.754523,-7.884831,-14.27399,10.25926,-11.71158,-0.4828523,-5.010594,6.367161,-8.282642,-14.57992,0.4408,9.922842,26.45964,-7.870106,9.928749,-5.881335,-13.09468,-4.771841,8.106735,-1.440521,-0.2431564,-32.04091,-22.60943,-6.523161,-11.88123,-5.317209,-16.80671
3139960.9375,love,-2.544226,-7.933131,0.7589329,-3.301474,12.61325,-8.917761,-5.92921,-4.279718,-2.919309,1.321624,-16.0695,-10.91624,0.7286941,-2.466341,-0.8791689,24.97528,8.823069,-3.004401,17.68046,12.64919,13.1188,-15.89772,9.982562,6.945001,-0.6413952,1.581838,8.130187,7.781674,20.19169,-6.320328,17.33985,1.297354,-7.264044,-2.985049,-2.536827,-3.441898,-9.053041,-10.25233,-2.779711,-1.8795,27.94437,3.958943,17.27903,-8.615403,4.264759,-12.09341,-9.915744,20.09485,13.89703,1.383335,-10.08468,13.77093,7.038134,-9.009904,-10.13328,-13.85797,-6.227254,21.98795,-9.383919,-0.7755905,-9.230972,-6.629075,1.147829,-27.2922,1.425185,-13.27515,-9.175282,0.0445554,-9.949568,-1.919099,17.37301,7.480404,31.62768,-20.53935,-19.38402,-4.15445,8.237877,-12.73752,-19.29069,-18.23034,-5.900843,-11.32771,-20.36621,22.69067,7.832223,1.09426,14.96991,28.42177,11.91553,17.69789,-7.750731,23.04136,28.52656,23.48519,-0.5333339,3.118338,10.89116,13.27508,-8.573747,-9.018349,41.05086,29.95418,7.523458,17.79797,16.65884,5.981852,-6.33118,-2.021523,-3.780402,-10.53736,-6.001987,-11.86276,-12.57349,-18.27777,-13.50436,-14.91868,-12.56638,-20.45567,-14.79333,-14.50157,-16.05725,-10.10057,10.74624,-22.02673,-20.17048,-13.12014,-3.863545,-3.237435,-0.3020189,-6.968485,-13.70895,1.051829,2.736847,-8.662461,-12.91879,-6.383883,-0.2342656,1.241318,4.336003,1.242706,-2.81376,-8.634493,3.096051,-0.3179637,-3.794043,-0.3499252,-8.227164,-13.26738,-7.343699,-5.052934,-13.65813,-13.97023,-16.18382,-21.17226,-4.221376,3.729218,-12.28245,-3.344276,-5.876855,-2.333911,-18.12996,-15.68804,21.91315,-0.3292605,-12.29752,-12.87951,-1.18218,-14.11125,6.487174,-8.700472,-22.23523,-20.20159,-15.84435,-21.60365,-30.72547,-0.2079001,-23.26814,-21.07305,-12.27084,-3.013064,-5.023969,-5.074732,-9.247169,-23.98811,-5.245458,-10.26465,-0.8526798,-18.5955,-1.760043,21.9989,2.283532,14.20662,4.356466,20.27603,3.658674,-0.8628615,15.18903,17.38916,36.36315,2.235334,15.67822,3.14669,-5.469558,-3.53187,11.1139,-1.400388,5.489396,-13.97854,-25.90176,-16.07557,-18.44865,-6.46564,-19.38342
3141960.9375,love,-8.449621,-14.7928,-7.233558,-7.53363,9.703623,-9.65713,-10.9375,-8.308565,-7.28805,4.50024,-6.966334,-23.64705,-3.997208,-6.272107,-2.021386,18.30433,5.616194,-6.607241,16.52588,11.33916,5.809274,-17.05892,2.702651,3.379139,-8.723655,-3.838175,3.53355,6.178685,17.76055,-6.828086,11.1877,-5.995822,-8.982706,-5.414907,-6.67985,-6.439743,-10.85327,-12.55022,-1.731265,-3.970216,26.32195,-3.549434,14.15187,-11.59615,0.8432807,-11.35266,-12.24589,14.84708,9.894547,-4.223237,-17.22801,6.531299,-2.40384,-12.7206,-4.378375,-8.197887,-19.29405,10.33641,-20.49521,-20.31738,-19.99735,-18.00352,-2.710459,-23.77505,1.012276,-25.68388,-23.09546,-7.31926,-12.70304,-14.02503,6.398029,-1.271433,31.23144,-13.35822,-14.28682,-7.788627,5.735706,-11.3753,-14.70048,-13.28149,-7.407914,-8.027926,-16.56458,23.87215,-3.274188,-1.115329,10.77464,16.89624,1.31799,3.822479,-6.216732,14.68746,31.85542,10.68996,-9.967492,-2.944344,4.382019,1.091017,-20.85662,0.3713999,39.54266,23.66049,1.513654,15.22668,4.512807,1.560758,-0.3149293,-2.532597,-5.017556,-9.052403,-5.60315,-18.97536,-14.44129,-24.66166,-16.3779,-24.35682,-20.82156,-23.56669,-18.15484,-16.14904,-17.33435,2.753035,25.26887,-21.88676,-9.116649,-20.06029,-13.53494,-15.87737,-1.743485,-9.41155,-17.87132,-6.086217,-7.581424,-19.26957,-22.46568,-17.10591,-11.3839,-11.57277,-6.016574,-8.722602,-5.068922,-9.126602,0.001641788,-11.85417,-17.78105,-15.72993,-25.80383,-27.87116,-25.31422,-15.39653,-19.67414,-19.73488,-13.68312,-28.75461,-14.34383,-8.531628,-28.87829,-21.74145,-10.92462,-17.42546,-7.620785,-7.185389,26.01188,0.2761425,-4.476433,-4.473577,0.549847,-5.567867,2.560672,-14.3539,-19.27048,-18.82548,-13.60312,-15.36074,-28.44467,-10.3952,-19.67032,-18.9581,-14.61685,-4.835146,-5.694875,-10.80888,-8.068729,-17.83262,2.122289,-4.537412,-7.2639,-11.98894,-12.17843,13.10285,-0.5211724,2.496916,-2.078579,9.297251,-7.770168,-9.880644,5.476632,11.74923,23.03848,-10.54018,4.276858,-4.630985,-13.89862,-11.94027,1.035882,-10.53245,-7.245722,-14.32786,-11.24522,-17.35926,-3.52676,-17.01338,-30.98852
