Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A15,A16,A17,A20,A22,A23,A24,A27,A28,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D17,D18,D19,D20,D21,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G15,G16,G17,G18,G19,G20,G21,G22,G25,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
834195.3125,enter,10.44728,-2.796502,11.12513,-0.974842,16.37037,16.90949,13.05373,32.47816,1.897328,14.09978,10.54329,36.06436,-1.84172,14.48628,0.5539281,-8.291996,16.85836,11.10052,-5.183911,0.3839164,22.04679,-1.410764,4.336126,12.33525,5.985144,29.78556,26.53441,20.53688,8.900561,11.23119,24.057,35.2227,6.163618,24.66512,7.502816,25.14042,15.92241,13.4827,11.61181,13.21924,32.17379,14.00026,14.22344,13.22985,10.60922,14.61698,8.130019,-6.098012,9.07052,21.56915,14.68491,9.927058,24.41735,3.696633,12.524,13.52645,8.579142,19.52955,19.26886,18.81081,17.48447,10.89744,9.883556,0.0790457,-9.416805,-0.1957765,32.49323,2.340561,47.81437,7.566742,21.34055,-2.333405,20.8549,15.09975,26.61648,7.860466,1.086452,-18.90982,43.81413,16.9404,8.510997,4.591858,30.77037,38.65438,38.6465,10.12758,81.50439,18.61163,11.96197,18.29967,-2.813356,20.1618,9.055087,16.16478,15.97192,31.66242,20.26987,17.27055,7.181956,22.45059,29.20236,14.81305,-0.5117627,13.6872,29.3796,18.42377,32.76048,3.160772,30.30512,25.53945,7.916594,0.6226086,12.11396,19.72673,-7.059806,19.17236,28.19683,-15.49939,5.557806,-3.59242,-5.221728,-4.258889,-2.411749,-4.957541,-14.10917,30.28489,3.12377,14.74243,8.188492,8.844366,10.80287,12.39982,40.76559,4.184376,12.37321,18.46869,-0.8927091,6.481992,9.362047,13.28479,8.347082,-0.1297582,-15.15335,5.203548,-10.49847,-10.37799,6.567369,27.97821,17.00332,16.79214,10.64124,14.3545,14.62079,38.88929,18.12656,21.35511,14.56699,6.084958,13.90197,21.99361,29.95524,7.732127,8.69817,12.91018,10.91066,-5.814739,13.74713,23.51803,16.63922,20.60777,12.32749,8.057154,21.65031,-7.891956,9.409972,4.363247,11.67182,-0.9287301,9.927944,20.45324,18.45173,12.51769,27.72563,11.91503,11.76263,35.78019,-0.5223723,13.03884,1.382176,4.999805,11.0573,10.85204,-0.8264421,48.2976,10.76299,13.23541,-5.469673,8.18999,11.65838,24.82509,11.88068,21.59429,12.2473,23.22539,11.68027,7.145072,27.06536,17.27108,19.55612,19.49328,34.59105,7.222195,17.22077,-1.551477,35.82113,26.76888,-2.94541,16.39402,-5.237572,23.2002,11.98454,13.6722,14.03388,9.385943,6.723782,-10.46468,19.99168,0.5533544,3.517927,29.49239,14.80669,12.81321,29.03374,6.206039,8.170843
868441.40625,frustration,-3.053998,-20.51506,-7.278294,-12.33256,-7.865131,-8.002074,-4.488633,20.02861,-12.45973,-8.621299,-8.726566,15.11104,-18.55086,3.795567,-11.60481,-20.63631,-3.82471,-0.009824059,-16.27517,-18.11752,10.10674,-14.73671,-8.646228,0.7212514,-1.145635,3.446542,-0.4139219,-10.14156,-22.57923,-15.98418,4.747597,10.90417,-20.38508,-5.937325,-25.4033,6.004381,-8.957071,-15.31744,-5.258206,-6.568371,15.33789,-7.674373,-12.17017,-14.419,-22.18562,-0.4127474,-7.767563,-23.44312,-9.442534,2.649431,-11.81126,-16.07486,11.54298,-10.85467,-4.198468,-5.707056,-19.26345,11.56588,21.27975,24.75636,8.016669,11.05973,14.06805,11.86405,12.44302,3.786613,38.95308,8.450042,46.33551,7.41384,29.01533,19.06651,25.0366,9.184831,28.52398,15.13002,17.8681,-12.3591,44.24524,22.4289,17.60267,9.176516,27.89792,38.68761,39.91945,16.292,80.92992,-18.78058,-20.43367,-10.65454,-34.57663,-8.385839,-20.85262,-26.5209,-11.20397,7.41135,-8.563061,-12.99764,-25.88858,0.7845333,-0.6516298,-6.769635,-18.51525,-9.947858,11.78308,-3.475859,2.015431,-19.10332,3.196732,1.657042,-1.613138,-22.69569,-11.4869,-5.694881,-24.54839,3.308663,12.08273,0.9297444,5.285161,13.57307,13.00951,12.82911,9.524229,10.94585,-10.21272,36.26075,-0.3491728,15.09385,5.936087,7.270155,6.49341,7.766979,31.00363,-6.690939,-1.090589,1.375439,-5.391518,-6.631895,-1.893861,1.217514,3.696618,-1.713899,-8.116398,2.234786,-6.774364,2.631121,5.764757,14.06699,8.267752,6.65362,-1.312732,1.199472,3.936587,20.97108,5.992077,2.051711,-11.93649,-22.01883,-3.732982,-7.180207,9.259856,-2.33833,7.631921,-2.488471,3.5188,-20.21677,4.619205,16.67201,12.56632,8.56823,8.408141,1.82575,15.04628,2.842005,13.5402,8.365089,6.021046,11.67464,0.6189501,6.026578,2.068848,6.955536,20.25343,-4.400327,3.681812,26.36302,-12.88308,2.834791,0.07562992,-6.108981,-7.388389,2.052796,-15.55874,40.49203,13.10682,6.495611,-10.91903,7.560385,17.03702,29.2564,13.5241,20.40207,12.32189,28.20628,0.2392886,-33.30899,-2.033097,-11.73252,-9.227815,-9.335799,7.27456,-26.95682,-12.64117,-25.01348,4.485033,-2.788953,-29.80341,-11.32026,-33.81466,-5.416847,-17.69264,-15.24516,-13.59726,-14.18212,-19.76085,-31.77607,-9.123037,-32.34761,-18.59888,2.165099,-4.755413,-4.838654,9.854888,-29.13599,-24.18232
879042.96875,frustration,-1.593119,-10.33644,-0.9611075,-1.033745,4.957923,5.232712,3.566106,21.53422,-3.95198,-0.1837628,-4.377547,29.47838,-7.992186,4.528944,-8.552742,-11.58737,7.282741,0.7626566,-13.1427,-7.119028,12.70075,-6.895973,-5.148438,1.999463,-1.361776,23.6469,11.07863,4.652956,-5.711627,-1.77132,13.1505,21.62974,-7.0154,6.577994,-5.937164,13.44578,-2.413356,-8.225038,-1.874421,-3.805993,12.92386,-3.298151,-6.44298,-4.611164,-9.756327,2.070513,-8.272864,-23.10578,-8.283096,6.462264,-3.406574,-6.307198,7.352047,-13.76948,-3.44866,4.922824,-6.01535,15.54045,15.56293,12.70706,1.554807,7.774035,11.74449,13.53559,13.2084,-0.7671303,31.43835,-3.55991,42.19773,2.642797,24.49126,13.39403,12.21951,4.881614,21.79215,14.14943,12.8887,-12.3239,40.98481,14.5297,10.10405,-0.8696374,19.11791,33.15236,36.37767,8.537416,73.81088,-4.81485,-4.379176,4.926416,-14.71266,-1.311307,-14.12815,-15.5374,-3.465687,19.43506,0.369127,-2.150358,-17.00347,5.771711,3.798859,-2.347851,-11.283,0.8470663,21.21946,5.301721,19.88677,-2.360462,16.13893,8.727378,8.008216,-10.31739,-0.6778535,5.556063,-17.29444,13.19489,16.98409,3.736569,11.40039,2.045395,8.475809,2.710102,2.199623,2.987277,-16.47504,29.51979,-5.651978,5.243913,-0.4952398,0.9250034,2.483997,2.588183,33.72142,-4.758252,-0.01384138,6.239019,-10.44363,-4.367263,-3.533186,0.1688933,-1.211241,-11.32592,-20.04782,-3.532941,-18.83059,8.889178,10.24118,16.18584,4.851764,3.875283,-8.054264,-2.603444,-0.3216412,28.74436,12.18684,12.21279,0.1750619,-10.4863,5.293307,5.793813,20.7319,5.547173,13.50015,1.994124,-0.8602251,-24.53084,-2.216254,12.06434,7.487288,9.893539,4.412614,-7.199722,6.782142,-11.77093,10.50871,13.75336,13.23594,11.80692,0.4066627,8.297222,7.346066,3.33457,13.91034,-7.946012,-3.830671,30.24295,-26.65093,-9.976866,-15.99189,-17.1153,-1.757032,-2.1293,-17.98991,37.48667,0.6447205,1.53734,-11.3693,-1.775397,4.187748,16.97151,8.368541,18.46918,17.48181,17.25286,7.194628,-15.62119,10.70101,5.835578,7.193947,5.441298,21.17208,-13.39733,5.642938,-11.43413,18.11496,6.68124,-15.89464,-1.056713,-23.56996,6.841284,-5.97216,-6.496081,-2.610348,-0.74841,-9.968508,-19.65051,1.199208,-15.92692,-5.754114,6.751496,-12.05062,1.528855,13.58876,-25.32893,-15.83152
883343.75,frustration,-13.78354,-24.55035,-11.75958,-15.39291,-6.468619,-13.2117,-11.67518,10.48682,-20.97824,-12.73933,-16.42814,3.297353,-25.15188,-3.731387,-23.99484,-30.33031,-5.365514,-13.62769,-30.20411,-27.97834,-2.886333,-26.7806,-20.81395,-12.33682,-20.28528,8.388822,5.490969,3.467924,-6.045918,-3.03162,5.043852,15.84724,-12.22329,4.114845,-7.273338,3.355001,-4.168409,-3.99552,-13.36264,-12.05883,13.26654,-7.158073,-5.113069,-6.145868,-8.5907,-8.261937,-15.54701,-30.40055,-10.00426,3.244664,-4.817604,-5.891968,-1.431994,-24.28466,-10.14579,0.1680511,-8.969458,1.600045,3.961248,2.41191,-9.297525,-3.813861,-0.3245028,5.751575,14.70577,1.067187,30.1015,-8.047277,29.28582,-5.284354,19.47029,9.700206,17.5434,-0.8878932,12.56551,2.925942,9.715984,14.15954,34.81324,7.508544,7.259576,-0.2448377,17.90736,31.09887,34.56487,6.87394,72.94967,-3.262413,-1.238152,9.242592,-14.88909,3.258725,-6.371976,-0.2483661,3.356446,23.32209,6.0798,6.034526,-9.494349,12.7931,12.95761,5.138796,-3.068876,5.190821,24.53682,11.57089,22.46402,-5.82368,18.42358,10.48957,10.0521,-10.79632,5.246182,7.856979,-13.73458,13.73838,14.29985,6.284199,7.641127,5.038214,11.2217,5.034047,4.593224,4.175248,-15.19631,29.11231,-12.7476,1.143096,-6.477914,-5.901902,-3.682079,2.094542,28.05933,-16.64773,-9.731059,4.026619,-15.36077,-13.96904,-14.47432,-10.27852,-2.325059,-12.88274,-26.16538,-9.490738,-21.64051,3.943718,8.026167,2.488659,-4.637576,-6.784065,-15.39636,-8.778384,-8.795945,16.4751,3.936034,7.638271,-2.113068,-10.33482,7.374934,6.125007,18.58447,-1.222335,4.86011,0.9127377,-9.413849,-34.00123,-11.22858,-1.191168,-2.80945,-2.981881,-13.6655,-20.92327,-4.391406,-15.48768,-0.3902551,8.984609,11.41015,4.59932,-7.798878,-2.043374,-6.928181,-8.212892,10.95504,-12.66404,-7.685173,14.95088,-23.70267,-4.292596,-18.7375,-18.84505,-23.41945,-12.90694,-25.63409,29.23176,-12.52975,-9.682063,-19.58645,-6.417351,2.43115,4.019779,3.748698,6.916307,15.72793,1.960074,-6.125618,-11.14931,12.22744,5.108122,-1.470522,-4.466837,20.85316,-11.39399,4.351295,-3.66229,24.48895,17.50542,-15.48823,1.993914,-17.36083,-0.8999286,-5.6475,-4.070415,-5.114046,-1.363542,-1.049404,-24.90362,4.608489,-8.981461,16.38605,12.17079,0.5396398,0.1233219,11.47449,0.3124955,-15.00359
901636.71875,exit,-1.323954,-8.739487,-3.330856,-17.0496,-8.395062,-12.88965,-9.945344,25.67447,-9.935679,-3.363227,-13.74189,15.49386,-21.77594,7.450567,-10.6084,-11.66355,-5.117173,4.715225,-14.94546,-12.50216,1.840617,-9.888459,-6.724998,-3.854625,-5.371922,0.9306797,-1.617891,-5.619935,-19.00797,-13.03872,-0.527057,9.716851,-22.46344,-5.920247,-20.06904,-1.726104,-12.90364,-14.65211,-11.65257,-13.01108,1.643831,-11.29568,-10.87228,-11.96599,-15.98086,-11.3003,-15.68565,-28.10211,-8.330395,9.621185,-8.725314,-8.625463,1.895633,-17.62069,-2.942116,3.019079,-9.057013,14.2166,17.71893,14.58736,14.79634,16.45908,16.07776,18.68103,15.68673,8.278707,39.98529,0.4075451,49.39596,10.00354,29.87909,20.79769,22.06632,14.14556,28.37678,15.99617,17.02932,-14.46407,47.75531,18.9806,12.11365,15.5777,28.15629,40.22248,40.9021,17.05074,81.66793,-5.534829,-10.95591,-0.09254262,-24.40728,-1.966887,-13.48632,-14.72288,0.1287722,16.34243,-2.240598,-7.93255,-20.27425,7.240187,4.493062,-12.34791,-13.61422,-0.5603833,18.95078,7.186365,14.07555,-21.88081,14.48674,10.11803,1.466724,-13.89766,2.017284,9.36008,-6.007118,14.79041,20.86699,3.845549,9.55952,6.696551,7.368331,5.918535,4.992116,5.432328,-7.224808,37.62746,0.9738088,16.45282,8.329861,9.649769,7.756628,11.62269,38.36687,-1.865884,4.336866,11.21117,1.291883,0.6873502,4.539292,5.12886,7.457391,-0.3745897,-8.057707,4.63274,-3.438847,1.781041,9.085547,7.414141,-0.5821128,-2.409266,-7.352106,-2.973886,3.212533,25.67994,10.10372,10.17089,-4.217591,-12.22837,2.91904,4.846663,18.74825,6.01491,16.68648,5.565326,7.850565,-21.4129,1.726541,6.689608,2.845337,2.632475,-11.24774,-6.743154,13.42459,-5.650332,16.08963,14.56897,10.8584,17.95973,6.943834,15.12376,16.43124,7.475027,26.67129,-3.243289,3.362062,29.167,-6.124546,1.080379,4.644395,-6.436704,-6.839904,1.021432,-7.930301,38.47508,5.487927,3.327965,-18.60433,7.591683,4.720127,16.70498,13.35844,14.21155,2.803338,15.43029,3.500516,-21.34492,-2.10864,-6.099816,-6.343398,-9.688587,10.23253,-16.06132,-4.822768,-14.37091,8.7742,9.012152,-23.44176,-3.470667,-31.3894,-0.003255051,-6.098672,-11.91772,-9.298275,-9.620277,-4.280981,-27.44012,-0.9216004,-12.15651,-5.016596,14.07536,12.13859,10.36361,20.95008,-20.47725,3.410438
959210.9375,enter,9.682181,-4.410846,4.879882,-2.007795,4.465528,-0.03169896,2.790142,27.73288,-2.217525,4.013908,0.6593136,21.51429,-11.9098,4.715299,-7.782704,-9.801062,10.20156,-1.886701,-12.87674,-11.10245,5.21484,-12.99574,-4.696033,-5.001331,-2.374068,20.70457,16.50433,12.20969,1.377124,-0.8817508,16.26924,30.04199,-0.3533019,16.30688,0.9446366,19.87987,11.16819,6.888403,2.08484,0.5717995,32.23518,7.674319,5.47456,5.754428,-1.759467,5.331627,-3.086,-19.09161,-0.5642699,15.38059,5.859766,3.023905,12.4523,-8.019351,2.834271,12.85556,6.518197,8.122243,12.25484,20.50156,10.7245,18.9315,25.51506,21.48732,22.11009,-3.257914,32.35735,5.064261,46.90809,14.57247,38.03738,22.89169,18.7074,19.15005,31.55972,18.5191,21.7459,1.564994,45.62265,23.16382,15.47628,-4.119656,22.52755,38.2274,38.67691,10.33256,78.84666,7.285853,0.1841679,3.005495,-22.65159,9.484438,7.612566,-0.679377,10.56129,20.58457,5.286916,4.510419,-24.36006,19.28848,11.0639,-3.326918,-21.52951,-14.77541,21.90906,14.90026,10.81489,-15.82428,2.301605,-6.774479,1.384018,-17.09975,-9.04276,-8.419439,-17.00149,4.1378,9.117465,11.39953,13.61561,8.729546,10.44361,8.656384,3.777013,6.700219,-14.46279,28.00989,-9.540103,6.192454,-4.728744,-3.875407,-1.18401,-1.251003,25.59538,-14.60501,-18.62516,0.9277896,-14.28578,-13.64538,-16.29213,-14.26157,-4.992984,-13.37608,-24.73351,-8.516738,-21.47297,19.8402,16.47317,18.97842,9.304088,7.119829,-0.2724923,6.352115,12.13496,37.2025,23.50237,23.05109,10.672,2.772005,17.20956,18.68624,30.80334,15.39037,23.43949,13.29495,14.12934,-5.31968,7.246674,18.33284,21.2773,12.13,4.099811,-5.990177,17.4597,-1.364276,24.78157,22.97873,20.43509,19.9229,-0.6163768,-1.156004,5.708612,-2.138905,13.0111,-4.376832,-2.488004,17.16244,-20.97354,-4.969105,-15.04406,-13.36732,-32.25749,-5.347387,-24.8596,31.89108,2.606582,-1.682236,-25.37909,-4.010633,-0.6923224,10.82407,3.469213,2.645174,7.098444,10.39336,-5.089232,-14.07307,14.76749,10.12174,8.613945,2.297708,19.69884,-8.225792,2.742685,-8.535182,18.08988,9.137553,-20.60546,-2.314022,-24.54398,3.38559,-8.00151,-9.074702,-15.2171,0.137284,-18.35463,-17.39197,-0.1945719,-30.61454,-26.71207,-3.833109,-0.1573656,3.622684,20.82567,-14.30415,-19.05195
973031.25,joy,-13.98287,-17.32988,-10.50951,-10.15319,0.4966309,1.808239,-3.328303,15.92849,-14.79773,-14.58253,-12.58951,13.74552,-19.90809,-1.63733,-16.17603,-22.34626,0.1452577,-5.58087,-22.53189,-13.4471,3.334186,-18.22684,-13.47347,-3.72263,-0.9408079,11.00529,9.876421,2.85626,-10.50464,-4.683368,9.472719,19.08621,-10.16622,2.808605,-10.31939,9.02605,-3.399932,-8.526185,-6.771309,-5.468471,22.26167,-2.943426,-0.9582702,-1.150936,-5.888685,1.169109,-7.288288,-19.3502,-2.819001,14.50341,1.818403,-0.8215705,7.328004,-8.225836,3.871008,8.529366,1.556485,16.45429,23.57829,27.05044,18.8184,13.08453,20.32663,17.39141,17.89114,12.22226,43.7496,10.89569,48.41904,9.453753,31.91848,20.34595,26.21609,17.34999,34.34857,20.22079,22.02,14.95741,49.30681,24.37997,22.35433,10.15664,32.88623,47.09719,46.2485,21.67956,87.50435,-1.588016,-3.920886,3.272367,-11.85682,6.375103,-12.52271,-5.785742,-0.01047109,16.15283,-2.604146,-1.793926,-13.78978,8.625179,4.730343,1.499808,-13.95374,2.741119,22.18764,6.876316,8.427057,-9.33345,10.51771,6.987755,-3.937968,-18.59423,-5.542916,-1.284265,-20.95337,4.553028,9.947071,7.683309,12.69606,9.97347,14.524,9.335959,10.10491,8.389718,-6.323204,39.30355,3.775,20.99841,7.113674,9.297385,7.670946,4.20508,31.74549,-7.648355,-0.6396387,0.3745008,-12.0026,-10.50998,-7.9584,-0.8944926,0.06910856,-22.81744,-29.11507,3.820482,-21.23128,8.827351,9.652413,12.65102,5.834786,8.525686,-0.6899132,5.939814,9.102901,33.19777,17.00437,17.38875,4.429241,-5.91348,8.456886,7.116386,19.00029,8.018196,17.05657,13.73042,10.96231,-14.30579,8.350336,17.80742,5.869531,9.341022,1.793772,2.541973,20.27941,-2.663805,19.61843,16.15838,11.02446,15.69589,-3.173084,3.191373,0.2020472,-3.98329,12.37372,-16.0295,-2.990242,18.64543,-18.34509,-5.42005,-13.66565,-18.24334,-27.0775,4.941126,-16.26248,36.84591,9.603132,7.803447,-18.11419,2.351889,11.2768,22.90655,7.986073,21.27824,17.22742,21.83727,12.01497,-20.73776,8.956652,2.017057,3.143023,2.803893,14.89808,-12.30398,3.88312,-12.09951,22.90329,15.60596,-9.260731,4.554831,-27.7291,-8.766333,-4.283739,-14.91607,-9.220694,-7.487086,-1.082381,-25.47312,6.09243,-6.411141,-2.92276,3.823013,-3.987482,2.325927,8.007341,-5.547337,-2.244572
1010578.125,exit,-0.1463409,-11.33144,-0.5341316,-11.17878,4.649757,0.1077868,4.719217,24.41957,-5.028508,-2.458818,-8.613214,17.72706,-9.774727,7.02375,-6.460871,-17.07345,2.331904,1.316112,-11.75321,-3.301902,11.72138,-7.330173,-3.163528,-7.34922,-0.08248749,16.34859,21.11188,13.88494,1.121854,4.010067,13.69747,29.7958,0.9560038,13.97266,-1.494679,14.50963,6.284781,2.411315,0.5012239,0.2319973,21.28385,4.523266,2.717094,1.827323,-2.20464,2.695191,-5.387764,-19.5475,-1.589496,11.97116,0.5844677,-0.6539963,10.24254,-12.07646,0.6138611,6.88244,-0.7846972,7.642241,11.96538,12.80632,-3.099666,1.988014,4.805304,8.738383,18.15563,-3.111995,32.19339,-5.07581,31.5687,-5.925982,18.10592,13.55548,11.76056,2.865271,15.54307,7.790987,11.8876,-10.45349,36.19834,12.96278,9.833386,3.664263,16.85461,34.05299,33.18491,10.70856,73.80775,4.078967,4.65162,9.601007,-10.28148,11.38386,-6.289526,7.817241,3.606431,24.53861,6.906476,4.187608,-6.736004,12.457,11.92751,7.240169,-6.622662,6.151152,24.46723,11.54317,11.57535,-7.401291,18.23431,15.96532,6.104225,-9.909001,1.587349,8.702868,-12.42812,15.00681,20.20391,9.170857,10.94287,11.09767,16.52028,11.40076,9.513234,9.731376,-11.07734,34.70473,-1.32405,14.59554,3.174907,4.931745,6.876858,8.356041,35.03986,-6.084814,4.843413,10.29569,-4.026427,-1.625603,-1.900827,5.894559,4.389678,-6.506333,-16.24235,-0.9055066,-6.696903,12.87657,11.83271,16.75798,6.475138,1.050522,-9.360021,-2.504555,-2.567074,26.47429,13.0286,15.53325,4.255085,-5.268737,8.690606,8.501963,22.9172,4.309549,8.624986,4.558664,-0.8103352,-28.1515,-2.850391,6.813121,3.301062,8.074196,3.466679,-11.58312,3.432098,-15.73877,3.69096,14.48637,15.04854,8.391705,5.317663,6.04078,7.224242,5.759247,18.9928,2.020607,4.377405,27.73954,-17.94897,10.49248,-8.571377,-4.47279,-13.16779,-5.142345,-9.011623,36.31464,0.1358677,-1.658166,-17.7825,1.859931,8.070282,16.63402,2.475116,17.37485,10.42746,16.3411,-4.13221,-9.275976,17.88278,11.12391,13.42505,5.3245,28.12739,1.072056,12.72115,-1.625262,26.30941,12.42521,-3.602451,6.879572,-19.38498,7.350144,-0.1941722,-0.8716242,-6.928734,-5.367577,-4.69681,-22.6909,10.3437,-3.844882,-2.643459,10.03091,-3.673908,4.742865,20.34957,-10.52779,8.100371
1068441.40625,enter,-1.425128,-31.49957,-17.00011,-0.09326762,12.82206,-12.78947,-10.25724,26.64292,-8.156082,-14.41283,-14.65896,19.59632,-17.94357,9.093779,-4.955633,-26.61246,8.322849,2.530431,-9.514825,-11.68945,3.043501,-7.687247,-1.332801,13.74151,-16.10465,7.779696,2.381355,-7.134153,-18.05739,-11.33389,-1.257937,10.34998,-21.17579,-8.181924,-18.58497,-1.876846,-14.31183,-17.53673,-11.82528,-12.48584,2.384323,-14.19654,-15.58759,-17.05405,-21.71039,-6.964704,-14.94068,-29.35761,-18.46369,-4.113252,-16.42358,-18.5513,3.340865,-17.08326,-12.32734,-12.0196,-17.23877,9.896054,11.54794,9.552371,-2.504328,5.128781,-0.2630981,-2.70832,-7.141947,0.04095725,29.97542,-5.510423,35.74009,-2.177958,20.97927,19.1878,12.49843,4.875896,19.67496,4.71525,13.65494,-13.37833,38.87155,9.36374,4.130935,-7.63314,13.61762,31.19505,30.82752,9.199409,71.12783,-9.068032,-6.425849,1.444561,-15.03911,-4.972694,-3.360498,-8.43506,-17.79656,8.834061,-14.52472,-11.85135,-9.02666,-8.049658,0.7835602,-20.21889,-18.55394,1.380946,2.438825,11.33409,13.82573,-10.17837,9.315026,1.030548,7.04871,-28.66251,-6.958472,0.2296375,-15.96987,1.522106,8.403373,-21.36519,-14.68964,6.523197,-0.6561043,5.786285,6.163387,3.56344,-17.39233,33.8052,-1.130639,9.49451,4.554111,4.873697,0.2480054,1.824561,26.82089,-15.10052,-12.12924,-1.861739,-19.0844,-19.88808,-12.73118,-12.25191,-2.288151,-8.898915,-16.58678,-0.05587874,-13.40851,-15.31871,-11.72708,9.329965,3.307121,3.242128,-10.17841,-7.812889,-7.822275,12.79744,-1.777718,-3.522387,-17.29802,-24.24399,-15.76016,-16.49398,-1.544509,-13.4647,-4.154682,-9.616297,-6.871466,-31.42022,-4.808958,16.21003,11.28814,9.839396,14.85199,-5.066534,4.286974,-15.48672,-0.7232265,-3.046528,-8.089787,-3.675578,5.444081,15.00454,12.96679,3.99465,24.56054,0.7378812,4.496415,34.78663,-12.59042,-1.810526,-26.29134,-3.027698,-24.64224,-12.34022,-20.34216,51.88596,4.439065,-9.165162,-24.46607,-2.636015,14.42441,12.73268,2.459266,21.36973,7.086287,12.99841,-1.215586,-20.76287,-1.197946,-10.57184,6.190365,24.78765,-9.330371,-26.28737,-7.71454,-13.8315,15.30489,11.73915,-15.57229,-7.046511,-57.54174,-7.360108,-12.0078,-31.2091,-22.09522,-24.18513,-28.90043,-40.77938,-6.250985,-20.28529,-24.0534,17.00684,7.131151,16.07165,21.75871,-29.18845,-21.22434
1103039.0625,anger,0.4102441,-14.37627,-10.29783,-14.14108,-4.681993,-7.725417,-10.04417,16.00057,-12.15166,-5.057105,-13.78518,4.526642,-25.34719,-7.963876,-16.55781,-26.77216,-14.24897,-7.838318,-21.23555,-17.62539,-13.45992,-19.39028,-12.82381,-21.20307,-16.84026,11.28745,6.752315,7.524316,-3.395258,-0.8480664,0.6741033,18.8874,-9.187402,9.725693,-7.526093,3.455653,-1.491464,-1.463444,-13.13377,-9.3675,6.700281,-1.9685,-1.647259,0.006073393,-2.918202,-6.364475,-10.88908,-24.11623,-6.404267,9.239129,1.174471,-1.975655,3.415771,-13.32343,-2.403717,2.46631,-2.410042,5.59095,9.300282,12.33292,-3.899637,2.609677,2.751709,5.309366,9.043368,-6.018826,30.48726,-16.12058,32.43392,-4.780602,18.02748,11.90291,2.723214,0.1194057,14.61321,6.710103,7.404488,-18.14609,33.41692,10.18037,7.525932,-1.603965,13.288,28.71023,31.35615,9.469354,66.71492,7.23927,-0.3847404,10.86319,-6.289321,7.222442,-1.338785,1.82069,4.367023,20.20595,2.88295,10.09157,-4.108526,16.4484,9.007545,8.356174,-3.491136,8.179297,29.98795,14.49669,13.25465,-4.614626,19.95856,15.16535,11.19918,-9.935945,1.928091,10.04575,-10.67534,20.08416,25.03824,13.72915,16.02162,-0.6225939,9.77017,-1.734514,4.689903,-1.459313,-12.21867,31.90314,2.105694,9.385845,8.668201,7.942612,9.869615,15.57103,37.2497,-7.033208,10.24383,16.36685,-1.98432,-0.8261079,4.97,13.07163,11.49347,0.1380253,-10.13195,4.621105,0.8066072,7.223596,11.33366,6.140759,3.025584,0.5947904,-9.164658,-3.33766,-0.7851557,25.14794,8.709749,12.0616,2.224909,-1.748113,9.824065,10.0591,21.63113,1.693385,5.515049,-0.6694416,-3.025313,-21.79312,-3.659406,8.076571,6.918182,12.32878,1.658253,-13.61748,7.534812,-5.46459,3.201562,10.70668,13.62575,3.636473,-8.587708,-3.426752,-2.021827,-1.025221,17.26444,-11.99946,-3.224581,15.55758,-15.88087,3.027222,-10.62678,-12.61637,-33.12244,-5.905129,-29.79926,52.63894,0.3850824,-2.389397,-33.67684,0.1041887,-15.47106,4.047987,-0.790089,7.156749,12.85607,3.434155,-4.520103,-9.547089,12.37475,4.758835,5.15264,0.7439831,21.80571,-3.70039,7.262302,-4.038988,27.52946,17.8428,-2.939079,12.3256,-19.79223,3.719851,3.879339,-9.555625,3.345144,-0.8365056,9.509066,-16.77173,15.80752,-1.381578,-2.705482,7.865359,-0.4295496,9.662834,12.71275,8.490566,12.16394
