Time,Event,A4,A5,A6,A7,A12,A13,A14,A18,A19,A20,A21,A30,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B30,B31,B32,C4,C5,C6,C7,C8,C9,C15,C18,C19,C22,C27,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D10,D11,D14,D15,D16,D17,D18,D20,D21,D22,D26,D31,E2,E8,E10,E18,E19,E20,E31,E32,F3,F4,F6,F7,F8,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F26,F27,F28,F29,F30,F31,G2,G20,G22,G24,G25,G27,G30,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H22
1040242.1875,frustration,-10.81228,-1.894202,-2.03539,-5.599746,-12.59474,-2.803366,-7.297668,9.307961,-1.673673,14.41146,4.897329,10.38449,-37.49478,4.861197,6.195062,6.913843,-4.403484,-5.456004,9.40213,13.80118,18.02775,7.113341,-3.325214,7.334504,6.343656,-13.97699,0.1646791,-15.56866,-2.429047,5.443059,-4.909439,1.925779,11.53591,11.41736,-0.9611676,-9.328076,4.98294,4.946617,1.789054,2.515193,-0.6577708,12.28155,-12.69166,-7.00184,-6.520672,-17.86949,8.477152,15.79524,5.015164,15.1996,-0.7600029,9.989152,-6.019434,1.910022,-19.07749,10.34167,3.973655,-2.380462,0.3675148,-9.922473,-1.041857,0.3863027,0.4613404,0.6148872,-4.998232,-9.358846,2.854434,8.434761,-1.959628,-5.97272,-23.0585,5.685555,7.062817,7.304229,0.326968,-18.9307,-21.94355,-10.7031,-8.002016,-8.823505,-8.397236,-8.305507,7.533119,1.829374,-3.881534,-10.16671,5.2458,6.530531,17.3385,9.244109,-1.741904,1.315573,12.01126,10.13415,7.467516,16.0311,8.96993,4.981554,-1.905487,-8.865785,3.4858,-2.300609,16.58493,4.899593,-16.38243,3.706532,15.97371,8.9775,4.873173,-16.75896,-12.49858,20.79453,15.88013,-5.639556,11.96976,-19.5696,-5.301466,2.972437,7.097609,3.263592,-6.282161,0.01912066,10.78314,7.488489,-0.6067808,-13.69295,-21.68467,-29.62282,-20.23627,1.305698,-7.722124,-14.30957,-16.00473,-17.30621
1106671.875,exit,-16.39919,-5.41911,-2.37246,-7.838727,-15.01974,-7.274543,-9.223217,5.73858,-4.61932,12.54707,-3.181684,8.894053,-19.06701,1.047626,-0.2283591,2.962757,-6.999091,-3.665283,5.856418,6.917258,14.20364,5.606196,-6.731029,1.491447,2.507067,-8.045595,-4.16095,-18.4382,-7.546274,3.355568,-3.955557,5.751914,10.15213,6.524759,-1.935537,-13.84421,1.861832,5.396588,5.233866,3.816607,-2.194146,14.06483,-10.05643,-7.070878,-2.019791,-12.31453,8.975521,17.64856,10.05972,16.73423,-4.479571,15.67003,3.089461,-16.50854,-20.80387,21.76868,4.810016,-0.3014898,1.027901,-8.875772,4.890487,0.06050692,-3.959745,3.35302,-11.4946,-8.066475,3.414644,4.614011,-1.578655,-9.295312,-31.70732,10.7278,0.9974757,5.809719,4.909866,-22.41269,-12.9988,-9.280432,-13.68208,-9.33807,-4.594515,-11.55181,13.02187,3.981318,-1.654769,-15.58689,1.67596,4.037076,18.2909,14.40577,5.647784,3.906785,16.09276,12.18241,13.02961,17.59652,8.175102,9.586613,0.1878229,-8.961916,7.668292,-0.6164691,18.12324,5.010574,-9.647532,9.461673,17.35473,12.4339,5.147049,-0.4697831,-8.064818,16.99639,12.08494,4.350707,9.888966,-15.4285,-6.785376,-0.9080454,4.634537,-3.065619,-8.628149,-5.3661,5.168111,3.321915,-3.834301,-19.33395,-30.58773,-36.65954,-21.56281,-5.702292,-9.151754,-25.32336,-20.52709,-20.57266
1164253.90625,enter,-14.1847,-7.013786,-7.810202,-10.83715,-14.61867,-11.2302,-16.65514,9.130732,-4.910669,9.800354,-4.665475,6.841088,-24.75029,-3.123626,-0.9350657,1.608659,-8.702275,-5.514964,1.729856,3.490823,10.162,2.834006,-7.597138,0.9644668,-1.205199,-13.6233,-3.022002,-17.31285,-6.033824,4.972206,-5.737622,5.35946,12.99513,6.207083,-3.121539,-11.61119,0.9184436,4.478812,2.414318,3.0958,-2.715209,12.31816,-11.41366,-7.096729,-7.241022,-20.51352,3.057886,12.68212,6.228804,13.91388,-6.677992,5.331573,-5.532047,-0.9340811,-5.765716,21.22269,7.408568,-0.1023252,3.237993,3.485664,4.219138,5.195402,4.845291,5.676815,-1.941566,5.99878,7.510755,9.679718,5.175903,16.02914,-7.566396,8.052535,12.25826,12.56421,11.01135,-22.31758,-9.755393,-19.26052,-7.431296,-11.04455,-4.287563,-3.074152,5.574094,-4.59024,-2.827232,-12.99335,-3.569416,2.725367,14.92908,14.84991,-3.647118,1.296488,17.193,7.349295,8.578568,11.53289,-3.010328,-1.332206,-3.336076,-9.324365,5.596436,3.294631,16.5806,4.258329,-6.834905,2.126385,6.683334,6.456806,1.0594,-5.545756,-3.801156,10.97185,5.719775,-1.331976,9.365164,-13.44837,-1.820002,3.638445,7.276661,-2.98297,-6.129086,-1.41042,11.93125,8.640327,7.637327,-4.125014,-13.73633,-21.01254,-7.205457,2.054572,-8.323281,-13.17957,-16.81303,-6.684714
1254519.53125,joy,-0.5459334,8.335145,7.280246,4.672507,-8.39716,5.025888,7.009518,14.49875,13.53523,25.43981,14.47734,21.06338,17.9918,11.25373,13.30669,13.26566,3.327489,1.667573,18.54457,20.31959,25.60359,13.79434,-0.5898351,15.12931,12.67512,-6.074664,6.185651,-12.57785,1.5014,6.258225,-1.239052,4.976917,12.36333,9.700941,1.895634,-7.478681,2.298266,3.725935,-1.524152,4.853158,-2.341751,6.513228,-11.72026,-17.07322,-9.310259,-28.28827,-8.404162,5.696491,1.908299,6.667188,-7.84996,3.28362,-5.327554,-14.6179,-18.30612,18.58122,9.333199,3.787024,2.658888,-9.364795,6.5042,9.29831,4.894932,5.922005,-6.821768,-4.254688,12.77296,9.965604,-0.7562695,-5.730874,-24.69986,5.666175,3.622046,4.846469,10.55987,-21.93056,-11.28132,-10.96987,-4.674461,-9.29518,-1.792905,-8.265955,6.317107,1.090104,-1.886913,-18.49789,-3.141753,-1.160138,11.02693,8.588095,4.105351,2.00826,14.38324,4.833558,4.286727,3.869545,-4.367276,-4.797503,-8.075569,-12.84875,3.779021,-2.486162,22.69512,3.262679,-13.79002,-1.617941,-0.7649212,3.589376,5.415658,-5.504968,-12.02421,9.195524,5.489108,-8.650295,5.00243,-12.66755,2.97303,11.39144,15.53355,9.960441,5.602384,8.334754,20.06935,14.28642,5.110123,-3.592406,-24.87027,-21.07025,-2.330362,11.45737,4.814431,-1.505183,-1.440705,-0.07890607
1291296.875,joy,-12.84431,-3.909034,-7.323147,-14.98238,-10.18207,-9.161213,-18.40302,9.038929,-2.11715,6.820289,-6.422489,12.14408,-5.128464,-0.3682906,1.036528,3.599842,-6.722248,-6.548746,2.384904,2.693997,11.58006,2.318125,-5.190708,-4.903313,-3.043531,-15.19998,-12.40586,-25.64363,-12.01641,-2.422135,-10.04917,-3.212082,-6.339945,-1.097186,-13.69685,-21.09613,-6.019481,-6.564402,-7.534224,-9.285073,-11.89197,1.847693,-20.82891,-16.38704,-12.54531,-32.17877,-2.929579,9.777505,8.052796,9.730297,-5.837742,1.671983,-7.484487,-12.89033,-0.9187069,22.49043,2.651019,-3.624228,-0.5513277,-8.849258,-1.406754,1.062551,-2.039504,-6.512341,-9.176634,-1.746997,0.3981586,7.488221,-2.146653,-11.27208,-22.05133,-1.03037,2.403364,4.015473,12.64116,-21.96293,-6.755367,-9.418831,-4.460695,-6.755436,2.465146,-5.28699,6.549829,-1.455981,-13.28283,-26.40347,-14.17951,-8.473483,4.229789,4.873458,-5.312812,-1.178178,5.213231,-2.525609,-2.202981,2.192072,-12.61964,-10.07302,-13.1629,-16.80576,-5.098897,-17.8933,4.60641,-2.363703,-20.49373,-4.465762,-3.6174,5.043463,0.1916617,-2.257488,-0.8617244,13.75019,8.24059,-12.76009,6.834264,-7.60386,-5.008171,3.870054,8.575853,0.2384978,-4.603612,1.235214,11.57355,7.719888,2.167261,-6.578329,-17.40071,-30.13512,-10.95689,3.861326,-6.019173,-6.109885,-9.841088,-8.355903
1293046.875,joy,-1.984907,0.4884976,-0.5722955,-5.919307,-2.612996,-4.688322,-16.48672,11.39492,9.895242,17.35753,2.778722,11.18118,-31.64145,4.453448,5.434764,6.584421,-4.44744,-3.474716,10.52893,8.588211,15.14217,3.781235,-6.196327,4.428171,2.524359,-12.71466,-3.3627,-15.54758,-3.414148,7.476286,-3.880909,1.236118,8.898169,9.113616,3.72261,-8.583528,5.302386,5.037474,4.359929,6.914457,4.692488,16.1242,-7.773322,0.2546237,1.933478,-23.62493,9.092607,23.51074,20.39373,22.42808,0.7000983,10.93494,-3.814157,-3.73711,-3.863851,30.40395,7.425131,0.5735697,2.880578,-2.916518,3.248643,4.027363,2.36826,6.427047,7.561257,-3.321162,12.6116,3.242174,-0.03263376,2.109546,-14.51004,4.597973,14.42353,6.897539,10.03554,-20.23714,-6.454671,-2.298794,-3.725161,-9.013875,-7.228584,-7.084327,19.68027,10.34127,2.637637,-7.582143,8.19066,7.128432,22.21449,17.00171,4.865986,8.943027,20.18887,16.05659,18.53471,20.55465,10.98936,12.41997,5.415983,0.1838789,13.78424,-7.609335,17.23371,11.53028,-4.60846,10.49789,17.27091,22.53563,19.5232,0.3307139,5.089818,13.56147,9.182666,-5.482589,11.08263,-1.328124,0.6348698,4.707796,12.28585,2.716315,-1.515776,4.771944,16.40332,10.53385,4.210901,-10.20868,-13.66224,-22.40222,-5.797068,6.935553,-0.5705264,-4.717752,-3.167964,-2.819772
1347000,exit,12.3855,18.12621,17.86371,7.695862,9.692842,14.87573,3.85019,33.24216,23.79399,24.50003,14.72362,23.06708,-16.00558,22.30915,21.55235,24.60373,13.2325,12.65496,23.70068,24.04277,32.14952,17.81761,10.52945,20.5371,14.85383,-0.2608592,12.04724,-5.839217,3.680627,13.11114,5.001976,13.75732,12.9479,13.60247,2.887131,-3.908183,9.971616,12.72123,12.35642,10.82627,1.524668,18.92085,-2.901876,-14.21593,-3.191675,-9.142424,-0.4777866,13.75679,7.924858,11.32001,-7.040404,6.439548,-12.0457,-9.906075,-12.19399,11.81535,16.89255,18.78065,21.24969,14.93721,16.46716,16.56159,18.02273,14.87168,13.9463,11.09918,18.19717,15.13036,13.96601,10.42797,8.611426,11.73762,15.25037,11.49073,17.77373,-15.98184,-5.108049,-14.64476,0.8925105,-7.418103,2.285356,-1.548875,13.82247,7.390083,-5.98738,-8.711992,-2.305826,8.396241,19.20617,20.32236,12.13942,9.087322,22.61883,14.15596,11.29347,14.18775,3.349514,2.11506,-6.923303,-13.31985,5.427139,-9.797504,24.96916,-2.717056,-19.438,1.600243,9.133984,14.85414,11.83176,1.265882,-8.370161,8.27874,2.806908,-6.827894,0.3131714,-15.30371,19.78072,24.18638,33.58313,23.49529,19.8098,24.50679,37.08512,33.97596,27.40217,12.51586,-0.5501177,-0.92287,16.26842,24.59191,19.68783,13.04251,9.897171,17.437
1404597.65625,enter,-7.526406,-0.5298335,0.8806944,-3.389509,-5.053233,-2.674864,-3.500345,1.212331,1.925705,19.71559,5.215501,11.73297,-26.10326,6.921117,3.995176,7.274091,-1.830089,-0.6980324,12.67848,10.63429,17.63902,9.887044,-0.967787,10.88795,7.392971,-5.152876,3.649381,-10.16979,1.212271,13.39786,5.733147,10.31762,13.61469,8.903788,3.785304,-2.171875,10.21238,12.99859,10.07926,4.656754,3.901377,16.82998,-0.9201852,-24.44839,-19.21786,-34.83426,-5.247321,10.26472,12.6511,10.7934,-13.47855,-5.826706,-20.92613,-26.5498,-19.86028,10.20675,8.850039,8.715157,9.222536,-0.3206041,13.11033,10.55854,10.71921,11.30825,14.82611,3.545778,12.94054,11.11366,7.204235,8.990293,-10.53383,15.11088,14.90866,13.25989,10.17585,-15.44127,-9.195228,-12.95852,-15.28805,-15.25112,-8.336633,-11.19015,16.31211,7.711449,-3.959394,-19.84918,0.4078576,6.512856,18.53302,22.97728,15.03731,12.08224,21.68212,23.46632,13.4902,9.980375,-2.732474,-1.726938,-7.150516,-17.44254,-2.155839,-10.11449,11.80147,-10.06957,-27.98754,-6.428381,4.125883,11.26857,9.608191,-11.6583,-11.66126,2.06307,-3.011045,-15.75334,-2.718553,-14.96383,1.540538,5.855306,10.56939,2.100833,2.563539,1.929991,11.195,12.63046,5.551009,-7.15045,-18.25146,-19.31045,-10.86918,5.001413,-5.245257,-8.993509,-10.34166,-10.30068
1511906.25,anger,-14.69333,-5.766464,-7.093633,-10.11038,-8.694419,-8.383061,-8.153237,-0.1503496,-3.412703,7.141472,-3.031111,3.229492,26.76828,-1.892605,-0.6636422,4.746469,-2.427239,1.014016,2.032411,3.918363,12.10008,4.727833,-3.39888,-0.5163884,-2.310802,-7.859793,-9.139924,-21.63978,-7.603869,3.896511,-4.16454,7.502434,-0.02658749,2.347423,-4.844882,-13.27875,2.755943,4.116086,3.371187,-0.9364241,-2.281249,12.72447,-7.252028,-14.04597,-3.553326,-18.93333,5.56565,15.23212,16.52558,12.05648,-11.46213,3.506028,-14.73512,-9.540844,-19.64173,8.357437,10.06232,7.017915,7.45882,-1.051748,11.73346,13.11769,8.865885,8.090461,5.346773,2.054292,9.464294,5.518361,-3.963721,-8.288833,-13.67062,9.74053,8.180271,12.09302,10.74194,-11.91473,-20.78947,-15.88988,-6.922362,-15.87506,0.116946,-5.900017,18.15505,8.196481,-12.45635,-16.38199,2.13341,4.656402,19.03807,16.34847,6.892227,10.39326,16.83792,25.08566,14.96046,22.16259,1.56073,4.138117,-1.449769,-12.39346,-3.055644,-17.26769,6.781753,-1.904804,-15.47403,1.798219,14.93843,18.07471,12.81485,-12.19616,-11.72235,8.581962,4.280468,-11.06107,-0.1748592,-23.61614,-2.647971,6.54547,9.83382,-0.843989,-1.479526,1.394354,11.5549,9.836258,1.965118,-8.843917,-19.70378,-25.09243,-13.87968,0.7821954,-6.315479,-16.62275,-15.21871,-12.93279
1513140.625,anger,-7.815131,1.228499,-0.9895627,-4.102007,-4.88225,-1.552042,-10.05145,14.01583,-0.22025,15.24524,3.366908,10.35788,-35.65413,7.243764,-1.72325,5.809892,-4.454143,-4.345078,10.25884,9.185198,14.58772,5.124752,-4.40676,3.359636,0.8626712,-10.9564,0.5397594,-14.76267,-4.817224,1.193103,-5.289371,6.129289,6.071143,8.478453,-0.07206263,-11.64404,3.113383,3.8115,1.000974,7.027766,-1.845071,16.29742,-9.400761,-1.75495,2.68418,-13.90635,10.6535,23.8481,16.4875,22.35301,-0.8680454,15.73388,-3.294062,-24.68169,-21.12737,17.34386,4.728525,2.816416,3.123809,-2.722546,9.862211,3.596743,4.822433,3.630886,-2.233743,-5.79999,11.97713,7.917859,-2.316972,-4.028744,-12.77113,14.39668,4.549715,15.24824,13.8649,-25.83735,4.047726,-13.45975,-2.536718,-12.96842,-5.131376,-5.829419,17.90282,9.285649,0.300504,-11.77909,4.099352,5.122023,20.02853,12.54552,7.110031,8.532749,14.60575,13.66493,17.63457,22.08008,6.682188,9.027555,1.550515,-2.66269,10.93721,-14.98205,16.65994,7.645891,-3.308542,12.37153,17.74257,22.58122,13.97864,-15.39047,-9.238779,10.34141,6.463723,-6.839958,6.123361,-15.42505,-0.3777533,7.573958,11.50136,4.378171,0.259579,3.024366,14.90087,12.14254,3.864877,-1.932865,-20.53148,-23.25308,-7.03068,4.283041,-3.829,-10.54212,-13.66443,-5.022408
1572746.09375,exit,7.189014,7.115398,-0.346669,-8.800961,-2.691826,-1.203398,-9.725888,5.824416,8.34769,14.34334,-2.052189,5.974296,1.313071,7.448385,7.785367,15.78369,2.502197,9.058415,8.94691,6.528296,17.56362,9.423012,3.601019,1.634042,2.381444,-7.037103,-7.580856,-20.02484,-6.662575,2.793413,-1.608329,8.76125,0.8179371,-1.044136,-8.506466,-15.09843,-0.6646788,2.836834,1.496259,-3.555955,-8.126044,8.994786,-8.609614,-19.12683,-14.76948,-35.34252,-6.710212,6.311239,9.651153,7.09402,-16.88249,1.043237,-19.38472,-22.81024,-24.44253,11.9099,20.0166,17.96721,25.04003,27.90692,11.67639,17.16003,27.45974,11.42868,22.0355,26.54815,18.37785,25.56937,28.91062,31.67092,41.08743,17.8172,21.57392,20.76923,21.18317,-19.30197,-3.757017,-16.49418,-9.119206,-14.91336,-10.89869,-5.985363,13.72838,6.838969,-18.09311,-29.75987,-11.60696,-1.954328,10.80156,14.247,8.740895,7.696389,20.45003,17.42047,4.254452,3.6922,-10.28473,-11.38336,-15.02712,-24.65914,-8.416638,-18.78193,8.836076,-15.08663,-26.73458,-14.49485,-4.220363,6.82862,4.864022,-29.94406,-17.75636,1.592938,-3.758228,-17.38907,-3.006931,-27.22149,20.66204,19.89927,30.49736,13.84606,6.901588,20.41343,42.39972,34.62063,32.20382,24.2611,24.03327,23.54165,32.88392,28.74094,15.69402,21.68645,11.95576,34.2648
1630324.21875,enter,-6.401657,-2.836144,-4.21883,-5.565077,-9.35193,-0.3587099,-2.129813,12.99701,5.88137,15.47823,2.033433,15.22926,-2.463517,-0.7246695,1.954334,2.964364,-7.965939,-7.757083,7.77798,7.264717,12.68166,4.840721,-6.747251,4.19793,2.072874,-9.135257,-6.979058,-16.63822,-2.052867,9.958942,-1.324316,5.961745,6.532799,3.520518,-2.67701,-9.981444,5.02064,10.4429,8.127137,-4.364778,1.071005,17.26687,-2.34413,-27.99447,-13.49178,-23.84219,0.8600032,8.410897,0.775878,11.35185,-12.79038,1.084535,-15.06758,-22.52802,-19.41788,8.629935,7.924825,0.4851907,2.145143,-4.37546,6.743567,2.623665,4.314028,6.41165,7.327938,-0.251866,8.397695,6.176942,2.097023,-5.337881,-13.39914,8.01852,7.282187,11.08997,9.280789,-23.57609,-11.72172,-8.343965,-14.8462,-14.42822,-8.160799,-9.514779,6.104028,-1.828603,-10.37192,-24.11826,0.3155086,7.125504,22.11233,20.57684,4.85683,3.268111,17.79086,10.57725,11.90387,17.15769,1.602375,-0.7390615,-11.15284,-28.5573,-10.36112,-1.688553,8.076618,-22.72106,-30.10263,-8.19054,12.27634,10.60683,7.151572,-7.579525,-13.38824,6.28126,1.276444,-15.40594,-3.368701,-18.01188,-7.845457,-1.909997,4.313379,-0.7598146,-5.323564,-3.149409,6.75658,5.086438,-2.916873,-16.25232,-26.16706,-28.06623,-14.7312,-0.5320047,-6.856426,-12.89914,-22.40467,-12.68863
1771167.96875,happy,-8.284717,-1.76605,-1.677649,-8.959271,-11.53884,-5.257587,-12.72859,5.651676,7.325261,9.268101,-3.013517,10.30158,-6.192135,2.480902,5.543898,5.574872,-3.352566,-0.981713,7.416671,8.201495,14.73589,7.834943,-4.514353,5.264896,4.052675,-5.436581,-3.982177,-9.029075,0.7978621,16.12752,3.318867,14.57421,4.155107,10.05065,6.854923,-1.410606,16.98193,18.42228,11.99617,2.80145,12.59379,29.40795,4.932156,-28.73798,-7.734549,-16.14109,11.62277,17.44045,16.6262,17.55619,-12.92239,6.655552,-20.75239,-24.68129,-19.0701,8.340245,8.074602,6.330741,7.17465,0.9836689,14.18009,10.53581,9.618274,14.45831,4.94735,6.571682,18.17829,19.30908,9.80466,7.774864,-2.792239,21.32908,17.18826,21.02631,12.76023,-22.82112,2.218647,-8.141559,-3.649823,-11.86237,-6.492877,-6.365539,26.49671,13.26641,-7.590327,-9.645366,17.86143,19.41805,33.6501,27.65987,13.89175,16.28967,25.09651,29.35684,26.51473,29.65661,19.74119,19.94495,5.686223,-15.43147,-7.413053,-15.95059,6.263073,-13.68635,-23.34535,5.270333,23.50496,24.21104,22.01156,-24.42749,-17.26361,-7.436457,-12.08782,-28.44661,-9.346647,-26.41287,2.722066,5.951558,10.00465,2.310243,1.724339,3.036706,15.34944,14.95405,7.359909,-9.354604,-20.8478,-19.33006,-5.755249,6.950805,-5.457048,-6.048231,-13.19748,-3.029083
1772183.59375,happy,-13.85485,-4.544746,-5.569326,-10.12673,-15.13567,-4.554655,-13.85982,1.784642,-1.030288,8.475965,1.354945,6.165611,-30.4197,-3.757472,1.748483,2.494026,-6.844511,-6.43014,3.803806,4.448296,13.96364,2.035349,-7.559633,2.847974,1.657515,-14.83581,-4.373274,-18.31565,-5.502222,1.164074,-10.21079,1.253079,3.440182,4.838443,-3.851308,-12.22962,-4.180556,-2.237916,-3.666588,3.341512,-6.312365,7.757441,-14.29228,-5.681437,1.962039,-15.98483,3.026989,7.205665,-3.060822,17.51128,0.3331083,6.391582,-2.586044,14.88391,-13.08957,15.46913,-0.2821973,-1.138885,1.182723,-3.328325,1.748291,4.298108,4.637824,-4.670698,8.94811,-1.905097,7.396551,13.09025,9.174555,3.968954,-8.578627,2.092314,7.242592,7.898777,11.04579,-20.18138,-11.92562,-8.052424,-2.436629,-13.03888,-7.173556,-6.242666,-1.28141,-9.77437,-4.834275,-23.91526,-5.553497,1.611041,10.63535,6.119097,-0.5487625,-2.745167,7.041891,1.781168,2.179538,6.720964,-5.025985,-2.307297,-8.569782,-7.030403,7.251843,-9.955766,6.87507,2.771122,-9.250899,-1.516435,5.191389,0.4156787,-0.120854,-7.380127,-2.82731,19.8039,14.86154,8.598282,18.2889,-19.14034,-3.50999,0.7051045,6.375856,-2.939488,-7.723657,-0.08452026,8.540334,7.555303,-3.127355,-8.810204,-24.28099,-27.98214,-11.78372,0.8834693,-9.973237,-14.9507,-17.05356,-9.304023
1774902.34375,happy,-3.159685,7.979542,3.938329,4.265912,3.800415,4.347494,2.792208,19.00171,5.434313,18.34867,7.772325,13.78356,-12.94446,13.66334,10.15177,15.74135,7.860192,8.667548,19.31008,17.06533,24.29556,13.81834,7.150159,16.86967,12.03949,-2.373048,6.342616,-2.443629,8.791738,16.77041,10.0045,15.89779,16.69032,22.89518,13.61418,6.704526,19.93004,20.08991,14.51182,15.58807,16.4214,33.34074,6.028472,0.5345699,16.13738,9.469858,25.55591,27.1578,20.93552,29.35097,3.224622,20.86091,-9.353978,-3.637286,-7.9189,17.37654,20.13506,12.36406,12.56786,7.25391,21.04285,19.33634,22.79547,14.10647,16.88863,4.4184,24.83735,16.09078,12.85461,-1.983923,-13.34092,10.62142,19.78039,17.88758,10.72453,-17.38464,-9.046899,6.120091,0.5537601,-7.559566,-1.379963,-2.720088,21.23678,12.40977,4.673758,-3.804817,19.41448,23.70294,36.33942,26.69556,14.59049,12.99192,25.88674,26.12405,27.52777,37.59362,26.16015,29.84073,17.83541,4.464068,9.346422,-8.730636,16.74895,9.193974,0.2655783,23.90557,39.77208,30.04356,18.71892,-5.185926,-9.98951,15.646,9.788527,1.900256,7.92614,-13.12895,9.055179,16.10067,18.71073,10.50992,6.435767,10.0449,20.02473,20.53076,12.32828,4.150858,-15.56215,-16.05833,-6.149189,13.18207,3.32801,-7.16706,-2.775609,-4.009651
1813187.5,happy,-4.309967,5.619383,2.847287,-0.3751119,-9.149636,3.879205,-6.625178,8.245818,6.042615,15.24936,4.369661,18.91868,-29.57237,8.900885,12.11392,13.07372,-0.687896,-0.836614,11.11036,11.07055,18.38085,2.560187,-7.088539,6.108748,3.173839,-14.54924,-0.8388906,-20.86337,-7.32445,-4.423908,-12.94226,-2.798653,3.344587,5.042238,-5.611617,-15.63241,-9.432796,-6.606521,-10.6006,3.517481,-10.70873,0.4728959,-21.254,-8.357588,-5.015274,-18.71479,-4.414752,2.696136,-1.288721,8.192204,-6.179829,4.252101,-6.602432,-17.80057,-17.25475,11.57818,0.4794804,0.4456665,4.784781,0.2570429,-2.119348,4.26932,1.12789,-2.929238,4.328072,5.296651,0.08591423,7.450555,7.655162,2.649196,-2.398644,5.163451,-1.174031,8.988653,12.15416,-20.97979,-19.85942,-21.23835,-11.82165,-15.55802,0.7146071,-7.840722,0.00462988,-7.308236,-4.734838,-17.14475,-8.864733,-8.983044,3.491081,0.5960484,-4.323156,-6.969263,2.994201,-5.941525,-5.687479,0.2479109,-7.538098,-6.522469,-6.666314,-10.11948,6.540825,-15.09614,20.14403,3.680228,-12.61239,-2.510168,2.007674,-5.004256,-6.644877,-2.913078,-8.188939,11.98025,6.782518,4.448141,9.636944,-18.65832,0.1329003,5.59938,13.33909,8.413637,6.39298,6.598525,15.32113,12.63375,4.910029,-6.166409,-13.19116,-15.23061,-7.692467,6.972159,-2.01716,-11.13542,-5.035485,-5.941754
1815320.3125,happy,-9.706019,1.512454,1.689291,1.454697,-2.546064,6.204444,1.981202,10.0123,-0.639456,16.02276,4.674299,19.53619,73.92493,8.441853,7.029675,6.00374,-2.869036,-5.244366,15.15172,11.584,16.81405,7.298008,-2.700296,9.904868,5.123224,-8.882381,3.415125,-7.950701,1.071915,10.81467,1.028342,8.270522,10.11271,15.5025,6.199441,-2.607326,12.33285,11.69585,9.49645,11.52967,8.798615,23.14632,-0.8894575,-5.329085,8.963284,3.039632,10.50205,17.90332,14.11943,24.15789,-0.3738208,11.13348,-11.74113,-37.38638,-17.69676,15.38316,9.245644,0.8374308,-1.492513,-5.507011,14.70036,7.922165,-1.063307,9.641533,9.943653,-6.152685,20.65858,11.00985,5.517909,-10.48572,-13.00884,9.805915,20.22587,13.03587,3.998609,-22.60533,-9.665376,-1.052212,-5.137699,-15.0239,-6.251629,-5.620998,17.29712,5.831366,-2.331108,1.772809,14.29261,13.99573,28.2045,21.15255,11.89815,12.90498,20.81383,16.83931,21.51073,28.66632,17.60872,18.84233,15.78975,6.710032,13.01389,-7.251204,14.91419,8.995637,0.3961087,21.83663,26.1459,19.25313,14.64103,-9.533766,-15.26804,5.189064,0.00873382,-0.8895309,8.143369,-21.85526,-6.903183,4.371292,5.770013,1.420908,-2.141395,1.277485,6.883132,7.644278,-4.201463,-12.85245,-28.56709,-30.97559,-17.73747,0.2795671,-5.921269,-17.74968,-16.72948,-14.64908
1816769.53125,happy,-7.106585,3.438627,1.71877,2.600976,-8.269206,2.218179,-1.590536,0.7403223,-1.596825,18.04442,7.040626,13.4482,-11.18753,12.35667,12.82421,11.47631,-0.6619651,-0.07574915,14.34021,16.21899,21.82946,10.44032,-0.5480176,9.975573,7.305282,-8.879169,7.075806,-9.596544,1.225888,9.770496,-4.759269,6.833014,18.80166,11.99149,4.101418,-3.37003,3.289364,3.233538,2.661898,11.96691,0.8219702,13.29121,-9.953838,-8.084833,-2.486243,-24.85613,-3.768566,1.417866,-0.1213747,6.102085,-7.355233,5.268827,-9.850293,-19.32867,-38.15885,3.916883,5.900227,0.7941539,1.931035,-4.397102,5.079063,4.439309,3.669168,4.545269,5.114787,-3.343565,5.318964,5.369583,5.093385,-9.572042,-11.82888,7.817801,6.213606,8.817424,12.12867,-24.11038,-17.91731,-20.06061,-8.805022,-17.73114,-5.11299,-11.26638,2.346169,-10.92094,1.462215,-12.91273,-1.751489,3.990618,12.28109,11.02839,0.5438192,1.122792,14.1304,5.676618,5.158368,3.108354,-5.250332,1.747791,1.786088,-2.99216,10.92276,-7.283054,17.20474,4.509951,-8.121501,3.608842,3.425608,-2.127698,6.176651,-17.04895,-11.08224,14.99467,9.810074,-4.115262,5.353848,-26.47205,-1.351873,8.455817,12.93666,6.784494,5.855608,6.260087,13.58171,14.22036,1.355464,-8.465445,-23.75138,-21.25657,-12.79823,4.425139,-2.178197,-8.956438,-15.00169,-11.00774
