Time,Event,A4,A5,A6,A7,A12,A13,A14,A18,A19,A20,A21,A30,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B30,B31,B32,C4,C5,C6,C7,C8,C9,C15,C18,C19,C22,C27,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D10,D11,D14,D15,D16,D17,D18,D20,D21,D22,D26,D31,E2,E8,E10,E18,E19,E20,E31,E32,F3,F4,F6,F7,F8,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F26,F27,F28,F29,F30,F31,G2,G20,G22,G24,G25,G27,G30,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H22
1848027.34375,exit,-18.19353,-2.302532,-2.157164,-5.500134,-9.851857,0.4345755,-8.893533,11.46015,10.69819,16.0096,-0.7398509,7.375246,-46.82188,4.476444,4.265202,6.345006,-4.177563,-6.799985,12.46254,7.083349,13.36321,4.717776,-6.169027,5.01684,0.7780851,-11.35852,1.203026,-12.64435,-2.36256,6.314853,-1.165411,6.808189,8.902781,8.669674,2.48859,-6.737252,7.74118,7.317415,7.02311,7.35287,2.339547,19.29631,-3.867277,-20.96773,-3.034612,-8.841024,6.667426,15.34282,8.591058,14.40828,-7.037067,6.619651,-7.032243,-21.01702,-34.55925,15.19162,9.468626,1.276017,2.699509,1.052089,8.86828,6.780359,9.434603,10.10682,13.12141,11.34863,17.28018,16.68943,13.84549,-1.537717,-20.23076,15.19263,13.51834,15.98002,19.75102,-13.4865,-4.632417,-7.058738,-4.419023,-13.29059,-1.855046,3.088984,14.55379,2.447245,-4.82409,-11.98341,3.026348,10.38022,23.71084,16.37131,3.905415,3.00076,15.94808,11.71036,13.4037,20.62782,9.361369,11.08195,-0.9452086,-7.202099,-3.49834,-13.15653,11.57504,-1.422291,-7.199386,4.686221,17.8839,14.39971,20.65289,-38.80399,-26.73782,-0.002163701,-4.880342,-6.566154,-3.918809,-26.03038,-1.53085,4.922398,8.960068,2.622712,-1.742331,1.108413,11.02952,12.98583,5.546948,-14.20622,-22.98765,-24.92106,-14.023,3.866371,-5.132018,-17.45644,-22.62243,-11.31948
1906042.96875,enter,-18.41588,-10.84179,-14.78683,-23.96555,-21.61632,-15.28398,-28.77542,7.679806,-7.940189,1.799647,-9.234971,5.078382,-20.07922,-10.42651,-6.160088,1.2128,-10.01181,-8.981616,-5.05288,-1.032776,7.7166,-2.091695,-8.972803,-10.27826,-4.500207,-14.97591,-23.48171,-18.74687,-7.965187,6.370445,-0.7618732,9.432588,-6.880923,1.50527,-1.60506,-10.02218,6.850379,8.364058,10.60325,-1.941942,0.3025026,16.30096,0.1792866,-14.71299,-1.495036,-10.14642,-0.7605631,8.046408,5.435173,13.31232,-5.774817,0.537231,-6.346576,-19.49971,-15.02532,20.66406,8.068399,-0.5703556,-0.1521358,-3.45028,11.85108,7.681592,7.374286,11.16653,7.901699,7.989373,16.06006,15.81094,10.27207,2.041841,2.639444,11.63381,15.0962,21.78991,8.212155,-19.28162,-17.85213,-13.79995,-11.88946,-21.67017,-8.018205,-12.67808,11.48584,5.765094,-9.262764,-14.84768,3.823939,8.967835,21.67188,22.65401,11.26213,13.3307,20.32537,14.14486,12.29539,9.927302,2.826057,5.288182,-1.764869,-10.73832,-1.062886,-14.73761,0.04738362,-0.219035,-10.77881,2.765584,7.882326,10.49198,9.248841,-20.17832,-9.832349,7.207997,1.461816,-12.00121,5.073811,-12.96898,-6.534942,-1.708877,4.529572,-6.471688,-14.87492,-5.564685,4.224039,4.343693,-4.069031,-14.78311,-19.86047,-27.04527,-15.01662,-3.233384,-13.08345,-16.69776,-17.6009,-13.52035
2080632.8125,sad,1.804914,13.65304,12.33405,9.092075,2.708811,10.54109,0.771714,13.46089,12.1407,22.64244,7.284196,15.95312,-10.55504,18.4618,18.95908,21.16374,10.53816,10.53852,23.31575,22.46162,29.98894,16.471,2.678141,16.89003,13.88925,-4.163313,10.27279,-2.139327,7.451807,13.24941,2.68964,13.08771,25.0928,19.53449,8.354631,1.429391,9.421874,9.838208,7.654932,17.88434,7.230148,20.02949,-1.115234,-10.78368,0.7134195,-15.47065,3.664101,9.75744,6.335621,12.20598,-2.985122,13.35791,-3.567378,2.167951,-19.94992,13.97479,10.8201,9.362161,15.19046,8.802348,13.6876,12.85683,15.99167,4.25305,20.99512,7.437084,14.34519,17.42587,16.45965,16.38182,18.80339,18.5092,18.51521,21.78131,23.03109,-12.19536,-7.672594,-18.048,-14.4888,-7.893604,-3.908915,-4.877324,9.877082,1.662391,5.91797,-6.263858,8.576717,11.95111,20.7284,19.05828,5.913255,6.366885,15.84315,11.07511,8.108077,14.53323,7.073494,10.24333,4.378077,0.9983208,12.81885,-7.99383,22.34475,11.2871,-4.242398,10.66914,9.96622,10.64537,10.08071,-21.63245,-11.18229,9.955055,5.012401,2.885149,7.396878,-28.27556,11.40408,19.08043,24.72403,13.28571,6.292721,15.1159,27.15861,26.88403,14.83327,7.335816,1.271735,-8.658978,6.126186,17.91023,5.69799,5.176871,-0.8513426,8.785574
2083117.1875,sad,-12.7382,-3.021788,-1.326591,-1.958953,-2.621817,0.7365108,-3.457849,10.14779,8.672193,17.49072,-0.1736147,16.50025,-9.524444,0.3106433,6.450685,8.463796,-2.452445,-3.228319,9.234102,9.472547,16.51595,3.747596,-7.307577,7.671521,1.888451,-14.44553,-0.6894299,-11.68079,-3.147841,0.8879818,-8.855797,2.302646,5.428521,8.73225,-1.750112,-10.39723,0.2767346,0.4076176,-1.353292,4.488365,-3.022583,13.05554,-9.780081,-4.297731,6.657577,-12.21197,6.862195,19.9167,13.99249,17.72609,-3.929764,12.65989,11.08067,-1.007187,-8.711752,23.72187,4.832093,-0.2630809,2.150725,-0.9166003,4.442827,0.1457523,0.9940925,-0.3753632,-2.670125,-1.313076,15.03496,3.696862,4.600793,-4.087561,-3.867856,3.712543,3.050378,13.40581,14.47105,-14.34431,-8.152681,0.1606153,0.6672229,-10.27433,-4.216111,-4.578168,17.49971,5.109089,-2.716777,-20.61488,0.8242279,3.56505,17.25808,10.46973,-0.08585873,4.076176,11.10708,12.29091,10.80128,16.33013,4.961574,9.233015,-0.5242345,-10.36992,3.780043,-5.283389,16.74031,1.658917,-11.53853,4.010072,15.58116,16.45628,8.542606,0.5472851,-2.330257,9.434294,5.159727,-6.276999,9.277751,-12.77169,-1.371325,4.61788,9.692617,3.121804,-0.642626,0.3425697,11.07139,11.83109,4.124778,-10.99101,-17.08771,-26.00528,-14.20442,0.9231824,-6.065131,-20.2181,-18.18987,-11.68637
2092199.21875,sad,15.5025,24.42066,23.5567,19.83258,16.907,20.55644,14.99992,25.63724,24.08986,35.42435,27.52454,45.54469,8.475673,33.10659,33.47741,39.66728,28.93663,28.57976,39.00441,36.64023,47.36636,36.5507,25.16393,28.47231,28.97937,16.85032,18.61405,8.650702,23.36439,28.37378,19.05041,29.99894,29.33867,27.40542,18.56231,13.06158,23.39737,22.63797,19.79312,22.01582,18.33655,27.70098,12.95307,-21.48241,-3.925822,-3.851171,4.423699,11.75916,5.418692,6.339439,-13.81675,-2.081319,-11.56331,-32.96188,-14.29211,13.36751,36.81794,29.61388,28.28922,28.2015,30.56405,30.10541,30.66868,15.56431,19.76693,20.76994,20.16988,27.31184,24.56897,12.1027,8.968175,13.96046,13.92003,20.07528,11.83026,-0.7663729,-1.331522,-3.788197,-9.575309,-1.695786,13.30958,13.2689,12.91289,7.170687,6.982974,-3.174222,15.1986,22.24736,31.66667,31.15001,27.29992,14.06487,28.92669,16.94926,20.99925,21.37133,16.29018,19.311,8.657821,-3.437231,8.792654,4.14889,28.60788,3.376553,-9.73011,9.564138,19.3064,15.70612,18.05715,16.93852,1.187769,3.425416,-0.5134943,-5.38019,5.088638,-12.25817,27.73908,34.86831,39.18896,34.23135,37.05625,32.34797,41.90443,44.87219,30.29567,21.3026,20.06983,2.420431,15.72816,32.48234,26.08671,5.651713,67.0817,18.22336
2118296.875,exit,6.170338,13.0905,7.943601,3.98493,5.818811,13.21912,2.460891,13.09913,-6.612999,34.64632,9.718361,20.57333,-15.02214,10.92327,7.823895,12.39019,-2.547125,-1.30636,17.5829,14.68075,17.39766,7.911158,-3.453244,13.57519,6.070291,-4.696204,5.62201,-8.309879,2.675253,9.511292,2.334331,12.78548,20.44053,11.48034,2.730603,-3.907708,8.533517,9.508034,10.5306,8.186029,5.180126,17.74019,-2.570102,-26.1496,1.506548,-14.57951,6.85136,11.77427,4.815171,7.228961,-9.296247,5.239393,-3.303647,-5.308804,-30.5407,6.166708,11.22741,5.406201,7.638566,3.075441,12.83788,15.18687,10.90287,8.118612,7.826225,6.041358,9.112455,15.50484,7.348805,0.7920418,-1.780839,4.14861,1.168599,17.02345,14.13183,-13.01806,-18.68953,-25.44636,-15.91827,-2.142044,4.077104,-2.867733,9.222896,1.823211,-1.347929,-10.51042,5.755408,9.939474,21.71316,18.98158,11.49562,3.781244,16.11364,18.15075,13.12446,20.35231,6.451401,9.02769,6.365584,-12.89056,2.797611,3.99928,18.37566,-8.803306,-17.4081,7.15583,16.91829,15.44365,11.87277,29.21313,-14.15887,2.725251,-2.23343,-14.8043,-5.182288,-30.17517,3.184966,8.677989,15.12582,7.226351,12.79606,8.683867,20.32664,17.22474,5.062878,-6.068243,-14.33475,-9.985307,0.3239116,14.72733,7.116112,3.266182,-0.493856,3.571591
2175886.71875,enter,-10.25968,-4.735625,-10.86349,-15.09082,-11.58968,-4.073507,-13.29616,20.24698,4.922653,15.19976,-4.221853,20.13707,-13.96136,-2.072324,-3.177724,0.5834105,-6.400746,-8.514508,-0.6963843,1.645174,7.531446,-3.350153,-15.56852,-5.474655,-3.754972,-19.40867,-15.51655,-19.3222,-7.341254,1.895324,-9.426297,-3.670777,-5.81029,2.371504,-2.909498,-9.223251,0.256495,-1.030311,-7.161103,3.29444,-3.699854,11.40848,-13.03002,-9.473876,1.987031,-12.16475,2.131177,12.1238,10.73229,14.63813,-0.5351402,2.713552,-1.355171,-29.85381,-13.91121,21.4818,-2.611167,-1.911742,-0.2458981,-5.976024,-3.66284,-2.698281,-1.13839,-4.96762,-4.373913,-4.034873,7.593285,0.9571481,-0.4485562,-11.97268,-23.71293,8.34358,3.506706,10.3657,7.79896,-19.98729,-4.494848,-5.541845,-11.69448,-11.56589,-3.787005,-7.090143,15.01236,5.58369,-9.762264,-11.25204,1.752797,2.463894,15.6237,4.723422,-4.175299,2.573547,8.866052,10.30318,9.795835,12.53331,2.105722,1.663468,-1.221255,-5.563733,4.059276,-14.03144,8.689441,8.661524,-6.901627,5.953043,8.932763,6.54201,4.944618,-4.100869,-6.052862,11.96822,6.031786,-1.824664,8.27058,-11.18807,-4.991732,-0.5431627,6.190365,-1.776343,-2.719286,1.000802,11.1797,8.973492,2.277577,-13.12711,-22.07053,-24.44082,-9.584024,3.130527,-5.583123,-11.31808,-12.87041,-7.472007
2280347.65625,love,-5.330853,4.954347,3.520153,3.761044,-2.806861,5.286507,-6.070803,16.6433,5.559363,12.71077,6.686875,16.67891,-18.66468,11.45212,10.35135,12.64603,5.49698,0.9421706,19.43678,15.1821,23.67625,12.63028,1.304001,13.95022,10.0828,-5.315903,6.293298,-0.7382,7.862172,13.56734,1.956991,12.41805,13.26068,16.46149,10.33443,1.025514,13.18212,13.17968,12.32384,12.00818,10.63369,26.09652,4.654675,-2.515421,15.76073,2.559881,19.40702,25.99086,22.84427,24.02703,5.527057,12.96421,-9.137761,-25.94375,-22.13186,15.18378,7.69731,5.392691,8.979662,5.675791,10.23302,13.98337,11.9672,7.839297,5.53051,5.564015,16.96707,16.80352,5.465227,5.355074,4.497328,9.679798,6.073934,14.21459,10.62887,-17.98197,-9.530148,-21.40674,-4.763182,-15.26821,-8.67022,-5.180598,24.16348,12.53332,4.471286,-1.601874,13.83724,16.50447,31.88165,22.84543,5.618211,9.994957,20.49463,16.85828,24.60849,31.74682,20.36561,20.06954,11.57912,4.275787,11.50824,-11.40151,19.95807,16.59615,4.127028,18.70353,28.56726,27.1979,17.5015,-5.862198,-8.272061,9.108774,4.727852,2.709953,5.009932,-17.47479,3.848454,11.28581,14.96554,8.714946,5.572943,6.829105,14.52009,16.26721,10.67139,-2.45576,-11.82937,-18.12953,-1.462223,7.855885,1.050223,-6.598468,-17.37434,1.315785
2312214.84375,love,-11.09236,-1.445436,-6.066735,-6.776081,-6.733814,-2.753172,-10.12131,13.291,2.966065,10.86194,3.711325,15.55586,-13.70628,3.904794,5.354996,4.721207,-3.259514,-1.92754,6.987681,8.149817,13.57373,4.879424,-2.842369,5.063562,2.264034,-6.880349,-2.000262,-6.608026,1.280463,13.03658,2.364375,9.056641,14.03048,13.51724,11.52803,4.084352,19.2965,15.30804,10.46662,10.89057,16.02995,33.99584,8.955509,-11.54202,15.24873,7.280664,31.32942,35.15485,34.00663,26.53478,-5.13124,16.33183,-12.08127,-18.64622,-18.43474,16.9744,11.15447,4.15002,3.826342,-2.189758,10.90044,5.578896,5.64071,8.99882,-13.30084,-0.3212592,11.9623,9.020524,1.341355,-1.927065,-7.171407,12.82111,2.312529,2.711606,9.375252,-20.14397,-1.444329,-6.666479,-13.12858,-14.03006,-8.339612,-13.35098,34.80976,22.54169,-2.033356,-3.748733,25.88509,25.7996,43.32587,22.87293,13.55579,19.32387,22.83258,32.9734,36.13544,51.49336,35.00669,39.68872,20.11053,2.762832,0.6910913,-17.97269,15.38357,-0.4556565,-6.45463,28.93836,47.35761,44.25274,33.26255,-0.7759131,-12.41397,0.3279294,-4.512525,-11.06239,-1.702164,-10.35653,1.702202,7.099697,7.531826,-0.797627,1.986963,-0.6213664,10.84227,15.29158,5.441258,-5.196395,-26.7293,-17.916,-9.188913,1.838977,-6.639187,-12.96438,-20.85353,-6.529223
2349867.1875,love,-8.899945,-0.8833396,-7.074152,-8.242476,-12.79431,-1.26441,-10.8654,9.553614,-6.725467,11.88152,-7.535961,7.352849,-12.14725,0.7517793,5.770567,6.646015,-5.330336,-4.396298,7.827339,5.952835,12.96869,4.344014,-7.664811,1.230417,-1.116191,-12.57982,-5.694963,-14.74217,-3.122763,2.315213,-6.111506,4.598803,-0.981957,0.9904686,-1.575882,-7.839117,-0.08459653,2.700936,1.08089,1.874307,-2.289718,9.291906,-6.50548,-17.86408,4.951273,-7.841749,5.855853,7.307113,5.989013,14.68502,-5.325983,1.418563,-9.046762,-10.58936,-20.77695,7.82399,9.474714,-0.2094323,5.197054,-1.759364,7.012148,6.403207,8.726291,6.180543,0.4231487,3.78016,10.09554,18.69231,6.691397,0.4997016,-0.4387006,8.326239,12.60661,12.92741,14.2501,-19.48273,-9.764403,-20.73629,8.896996,-11.71701,-3.797583,-4.656323,4.770173,-2.480479,-13.77186,-17.79474,-1.779554,2.068241,13.76939,8.906731,0.7867066,3.44059,12.18385,13.25685,5.562865,11.43049,0.6088022,8.091806,-1.084941,-13.21681,-2.95739,-25.55326,7.560719,-6.373584,-19.45286,3.874986,13.74515,5.848002,-1.32546,-17.53056,-13.49896,2.883635,-2.673435,-18.83572,-2.442939,-19.00364,0.8583339,5.338251,11.91435,2.241764,2.915445,4.502235,12.8731,14.18137,5.444646,-6.436513,-16.30702,-20.15861,-8.13903,5.97578,-1.831743,-9.346851,-10.02826,-5.722346
2421855.46875,exit,-9.291688,3.961114,1.701612,0.9155192,-8.863987,7.665435,-5.431501,10.07238,5.542643,17.91124,4.949114,15.39536,0.01025507,10.58562,13.6488,14.2277,6.411695,2.554293,18.1823,17.4881,24.93392,14.63874,1.519247,11.55399,12.10671,-2.460386,3.44833,-1.142495,8.29457,13.34386,3.735644,12.51249,8.737198,9.313833,4.184519,0.627744,8.834592,9.22667,7.681708,3.88609,1.541575,16.77426,1.175537,-28.77062,-5.957654,-17.64596,10.74544,16.60285,18.09665,22.42198,-4.200595,8.484843,-4.044748,3.276059,2.409796,27.27535,11.40696,4.291197,0.529598,-9.112616,10.26685,7.657196,-0.2412366,5.932008,-12.67017,-11.82165,7.601388,5.237716,-10.23706,-15.12555,-38.339,5.090401,1.740795,0.1172873,-1.199479,-45.66057,-4.558025,1.056458,16.28826,-35.71345,-59.30486,-50.87297,18.2283,4.511636,-14.58873,-25.78383,-2.312298,8.152233,18.94412,17.33911,9.652949,5.899662,17.3535,11.89464,10.15779,13.69847,1.340742,-0.4016972,-7.689276,-21.68833,-3.770266,-14.59967,13.65541,-24.66495,-28.41507,-7.018254,9.222601,12.41026,9.498197,-15.65916,4.516092,-4.85147,-8.530193,-22.3254,-0.839101,3.820687,0.5513918,10.73611,11.52752,8.291951,4.807042,3.708777,13.15126,12.86558,-0.953965,-14.41338,-36.12343,-31.71113,-18.43562,4.049278,-1.390939,-19.27335,-17.66952,-17.55813
2479960.9375,enter,-10.72813,-1.296386,-4.14314,-5.365273,-7.421383,0.8078128,-9.269252,19.26394,2.481339,16.33534,9.028952,21.01522,-20.66029,0.8079785,3.932504,7.428769,-1.060909,-2.339974,9.729336,8.319952,14.62859,3.481676,-4.950136,7.369256,0.8766973,-10.74707,-0.229209,-13.79245,-4.009583,2.833598,-6.389018,0.7015448,14.44985,9.588504,0.4924537,-7.557034,-1.094174,-0.5992296,-1.664257,10.46305,-4.170269,9.891098,-8.604947,0.3405537,5.132685,-14.18955,2.71729,7.550756,4.806531,15.91098,-2.177164,6.944852,2.126159,-12.24857,-14.51014,24.70983,1.94434,-0.9071919,2.376432,0.4320197,4.764742,5.644929,6.61679,0.1690483,-2.271459,-2.497591,8.905695,10.53353,3.297485,-4.412361,-8.47924,9.142332,7.648965,6.768151,7.729955,-23.50008,-22.84759,-24.94575,-5.119626,-19.0842,-9.622959,-10.83769,6.423027,-3.726852,3.776686,-12.83612,-2.67777,0.6168669,12.86701,7.273375,0.2785166,-1.992195,7.325049,8.484754,4.510719,7.050418,-2.084432,1.328911,-6.44936,-1.661891,11.31919,3.626107,22.42184,10.07911,0.5210067,5.371693,4.328387,6.338841,5.186012,-0.8140154,-10.35482,13.99535,8.853442,6.637863,12.73401,-14.76133,0.952105,4.87552,8.746094,2.930531,-2.678634,-0.3522809,11.45718,10.85842,3.05928,-9.772345,-33.40584,-17.52123,-14.92275,1.497219,-8.083066,-21.62289,-9.310645,-12.43596
2518800.78125,grief,29.77976,29.77926,24.23212,17.31039,17.80672,22.59472,12.19641,39.16725,31.26792,30.17558,17.91257,22.86592,-0.7015325,27.38957,22.48858,28.149,12.60373,15.94063,28.92039,24.55781,28.17836,15.33808,7.180567,22.8509,14.03177,-0.8237062,15.7329,0.7810641,9.035853,12.08787,5.003345,14.11866,19.651,18.64792,8.142144,1.937685,10.58333,10.66401,10.61896,15.05152,3.371284,19.49606,1.498368,-15.8371,4.451194,-9.67798,5.948669,15.96334,18.43048,12.40697,-4.624258,4.600715,-10.16157,-42.27316,-21.07546,3.245488,20.24512,21.14628,36.82633,49.64038,22.48177,24.42867,33.55958,12.62257,30.8985,40.7685,22.04414,30.15492,36.47195,57.17235,76.096,21.92741,28.77767,37.271,29.43348,-2.342587,0.6307117,-12.57182,-12.43441,-11.34945,-7.188727,4.957243,19.82116,4.503669,3.382138,-4.557824,5.029703,10.8744,23.87072,20.36785,7.784161,11.43871,22.39043,21.18801,15.90106,17.88363,6.230807,2.980899,1.649808,-5.848866,12.48405,1.296077,26.19493,-7.625986,-14.38634,4.324874,14.54746,17.42324,14.88716,-14.98586,-19.85696,3.782087,-0.8364956,-11.2914,-2.842224,-29.66384,32.36903,31.01698,42.97599,30.56202,27.73477,37.42829,59.96463,51.31294,52.19587,43.61402,44.39394,43.76665,60.47967,52.81164,36.9568,51.1908,39.97255,64.23133
2781312.5,exit,17.37546,20.0635,9.696518,9.663798,6.569674,12.62559,-7.855692,34.93382,13.98054,22.46602,11.2966,13.76491,-20.46504,21.11552,20.80361,22.41234,12.51074,14.41264,24.67599,19.86071,26.20877,15.47351,6.747551,14.00593,10.83955,0.5338483,11.52032,2.798027,8.980095,16.09198,6.083864,18.98104,20.11293,20.40557,11.7328,4.772107,14.73798,13.48522,12.64189,22.53333,11.6841,25.92639,4.211484,0.235697,11.46121,-3.203019,14.9237,18.17087,15.69099,27.14716,-3.065454,16.45986,-7.777311,-4.849463,-12.35907,23.25165,20.31638,20.33652,24.9622,29.64271,17.00809,21.18296,24.82738,11.69137,23.723,20.34591,24.36259,23.92868,23.03359,26.68616,44.78271,4.075417,23.20021,17.97447,13.31776,-16.64448,-4.996907,-20.50637,-10.79224,-15.49528,-9.486449,-1.983863,17.07656,7.15531,2.363721,-0.8958769,12.80359,17.39328,28.60089,21.37366,14.04823,6.779727,19.6095,20.30028,18.94654,23.45161,18.08191,11.82395,9.261471,5.144357,12.96192,-3.787232,25.51577,8.657159,-1.435639,15.54325,19.81811,19.81227,10.7726,-13.01858,-1.51946,11.99489,7.479036,-2.873757,10.36831,-5.5801,25.10452,25.46298,32.05005,22.46155,23.68898,30.86123,43.1695,38.15099,33.54345,26.39442,15.36263,25.35763,35.45261,36.15456,23.44755,33.427,24.02887,37.87637
2838886.71875,enter,-7.192825,2.810857,1.418091,0.5304313,-2.008607,4.064754,-5.427407,15.11479,5.651088,16.51005,9.273544,15.34707,-18.28261,11.3573,8.047314,8.088728,-0.9683452,-6.001838,14.75878,10.9068,13.42322,1.980624,-7.880307,8.473952,-0.7855902,-17.94236,5.843495,-7.20572,-3.257467,2.385133,-11.37419,-2.373075,9.299173,11.35744,3.155793,-6.504787,2.877905,-2.318702,-2.430741,13.9846,0.3902588,13.91751,-6.620744,-1.933363,13.28959,-8.826819,10.53775,15.24088,14.18118,21.99052,0.2984906,12.73333,-8.308673,-9.78845,-18.42869,9.202849,-3.998524,-2.802985,-2.301324,-4.433118,-1.709566,-0.1116139,0.7240936,-5.100658,-5.812284,-14.64264,7.624643,8.126458,-2.21869,-9.551326,-11.18529,3.780008,3.677824,1.497163,9.917409,-23.09533,-11.42843,-14.97384,-11.14306,-20.27559,-10.23843,-11.32614,16.5746,4.444761,-2.269757,-8.043813,5.820741,6.104423,18.60739,9.985071,-4.296592,7.478105,10.45972,15.35744,12.26533,15.21437,1.622005,8.074673,5.463809,3.461849,12.16998,-5.377028,19.73679,11.30779,-1.815995,11.8364,14.57972,16.71297,14.74645,-19.47445,-13.73134,7.028193,3.580242,-3.753874,7.760593,-19.35461,-0.4450994,6.911237,11.2639,5.658675,-0.09779705,8.783241,8.287289,10.90902,2.834229,-9.242931,-22.36589,-25.07938,-10.66447,3.694664,-4.952876,-13.62709,-15.71589,-7.759293
3000531.25,compassion,-15.73635,-2.48674,-4.227105,-5.206998,-13.84791,0.8309301,-8.637301,0.8455734,-4.028303,12.27171,1.826525,8.300009,-27.29208,-1.715699,6.708841,3.571323,-4.610238,-4.275061,10.71893,6.813251,10.07782,-0.8363571,-7.626339,4.869023,-4.136494,-15.93935,-1.198286,-13.13434,-7.137961,3.389309,-8.529129,4.816004,8.146061,12.8562,1.617186,-7.762695,3.823097,0.2343323,1.200332,13.44786,1.351055,17.46805,-1.946098,-2.734055,4.797625,-8.206081,8.447482,14.33822,15.3687,20.92199,-6.157017,8.934569,-7.112838,-23.57996,-16.96646,1.342065,5.107877,-5.019962,-6.753814,-1.093724,4.064919,-1.668507,-1.409928,1.955814,-12.74333,-6.104507,6.393584,8.570881,-0.186591,-4.391492,-18.17273,9.74367,8.422265,13.89404,6.651967,-17.23596,-12.51382,-25.40054,-12.30927,-13.42977,-6.699554,-10.61473,17.76274,6.847276,3.043862,-7.188199,9.284687,10.63233,22.81952,13.76535,2.904704,9.750946,12.64709,13.55628,14.44801,20.93263,7.463964,14.76817,7.782166,6.284521,11.18773,1.432997,14.92482,10.4144,0.9530991,16.00397,14.52751,17.94683,11.02775,-17.6483,-18.57488,7.640401,2.743292,2.688312,8.386486,-27.57509,-4.556887,1.796847,3.869386,0.2673527,1.261232,0.8930866,8.363801,7.99718,-5.243792,-14.01652,-25.61286,-29.42031,-12.91484,-1.977835,-6.352873,-15.54465,-25.52363,-9.327026
3002332.03125,compassion,-6.306582,7.123268,6.986916,5.343343,4.328168,8.83971,-4.971495,8.127797,2.190518,17.20635,9.297125,11.44498,-17.60014,11.70636,15.01258,16.55154,8.386299,5.702081,20.83043,22.35146,25.68379,15.62537,4.272588,14.73855,12.60654,-3.297046,5.925614,3.389162,12.55284,15.04843,3.297553,13.29309,10.44204,16.02224,9.94794,2.841802,11.8655,10.12606,9.560682,12.89259,7.075293,21.39395,3.938128,-5.557546,6.118505,1.859112,6.14372,16.98288,16.17246,21.62818,-2.536608,9.487961,-2.273024,0.3909814,-23.36565,8.171563,16.38299,8.927717,9.518834,3.497147,14.28925,12.70434,7.03817,6.316316,0.8421998,-4.154805,11.6885,9.50437,0.5054239,-7.328943,-16.28425,5.575459,13.56786,1.737655,4.801927,-15.48498,-5.251997,-19.40374,-6.273714,-10.36375,-7.944184,-7.379035,20.62023,4.219138,-0.08657003,0.2306097,8.760698,12.01399,24.15493,19.29053,7.137324,6.268622,15.43282,16.54441,17.03087,20.12346,12.21793,11.14646,8.752903,1.562232,13.84507,-8.236422,19.17506,5.722543,-1.687074,8.016914,18.19576,16.63383,15.73901,-7.813107,-9.481384,10.88945,5.81694,0.4128323,7.975436,-18.61093,6.339457,12.08982,14.11981,13.10493,7.721077,6.841704,12.92023,17.94192,5.494052,-2.192317,-20.62804,-16.87339,-8.304761,9.538243,-0.3523397,-8.610338,-6.52466,-5.213511
3053453.125,compassion,-8.390451,3.565422,-1.895104,1.811888,-7.141207,-0.2943031,-5.71879,13.99341,3.525838,11.40332,2.589046,15.11658,9.009055,5.564083,11.21677,11.05079,4.770555,3.26577,15.44957,13.87748,20.48134,10.04971,-1.273068,6.897929,6.492001,-5.178907,-1.940706,-9.307941,1.781226,4.157828,-6.104651,9.005506,6.788364,3.246803,-0.94059,-7.616545,0.1660495,0.7021092,1.014533,6.304829,-4.406334,10.64545,-6.888808,-20.64738,-7.458694,-22.53963,-5.14596,0.7831302,-2.983697,9.894465,-12.53116,1.965284,-6.851819,-6.865888,-21.00769,12.75642,14.47985,5.982842,9.595345,0.9181855,9.325301,7.356925,16.97739,3.391252,11.0977,5.105216,12.3236,16.91863,7.124662,12.38863,-3.267817,7.961388,13.39099,11.42837,12.12695,-10.03525,-18.575,-20.90938,-9.298892,-14.13189,-10.36905,-6.939563,0.1750256,-3.946034,-11.11401,-18.0773,-7.460037,0.2272516,12.84756,11.04469,7.253176,0.8920954,9.86661,9.388376,1.540213,4.957428,-3.476815,-7.285068,-13.22668,-19.30739,-5.856081,-12.35854,10.84288,-10.08185,-22.64464,-11.45249,-0.8992113,0.05121155,4.468495,-6.575084,-10.4403,7.013196,2.889548,-9.989932,1.812864,-23.52605,4.565795,8.324584,10.32043,5.479583,-2.215188,5.881272,11.59982,17.69662,3.978195,-4.756654,-23.20259,-14.91458,-7.337853,5.825809,-1.100604,-9.958939,-18.10952,-3.98077
