Time,Event,A1,A2,A3,A4,A5,A6,A7,A9,A10,A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A28,A29,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C12,C13,C14,C15,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C31,C32,D1,D5,D6,D7,D8,D10,D11,D12,D14,D15,D17,D22,D23,D24,D26,D27,D32,E2,E7,E8,E9,E10,E11,E12,E14,E16,E18,E19,E23,E24,E25,E26,E27,E31,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F21,F23,F25,F26,F28,F29,F30,F31,F32,G2,G3,G4,G7,G8,G9,G10,G11,G12,G15,G17,G18,G19,G21,G22,G24,G25,G26,G28,G29,G30,G31,H1,H3,H7,H9,H10,H12,H14,H15,H16,H17,H19,H22,H23,EXG1,EXG2,EXG6
962457.03125,fear,11.09842,-38.08293,-32.82468,-36.41454,-33.41742,-19.46306,-3.859534,15.98061,-24.78441,-31.69924,-23.24072,-14.63696,-30.90583,-23.50967,-47.6301,-27.01817,-7.743778,-10.1934,-22.96464,-24.77931,16.18359,10.57904,-13.7242,7.809977,6.180744,2.023934,-4.45191,-3.162018,-4.397913,0.4716917,-4.99169,-4.627157,-22.65675,-8.109996,0.03950515,-42.0699,-19.63109,-11.25041,6.386439,6.297518,33.2848,-8.358684,23.21144,2.88999,-0.3836715,-3.749002,0.5959036,50.33132,16.82265,16.4802,7.936114,38.50441,18.74,12.00627,17.96884,-6.270801,-8.451966,13.3616,10.12587,16.53992,22.66856,17.64162,-23.17442,25.72839,14.21643,39.54028,-18.58861,33.29144,39.65467,13.34054,14.46452,-17.27423,-14.89006,20.43805,25.55174,-17.71297,-9.479259,-21.56538,-22.11772,-17.52922,21.68955,-16.32909,12.47007,-1.587242,-35.97999,36.24131,-10.03476,-22.4338,-24.5411,32.63709,2.420067,-39.64812,-4.449327,19.69781,28.33376,-1.212736,18.02081,36.51681,2.001655,-14.36485,-21.19063,-20.61822,-4.594748,-23.3121,-23.90831,-17.59827,-30.23655,-7.477949,-4.469483,-0.8231153,40.97876,-27.58149,-18.24408,-19.71688,8.3433,-12.51356,-10.43939,23.17081,41.2522,8.150097,3.209598,18.83665,17.67492,23.34116,18.69902,5.396508,19.1135,16.63499,-2.78383,23.38296,19.36248,14.46408,19.95449,3.113359,-11.34704,1.997161,4.806983,7.655844,36.08833,23.83544,38.69911,19.90349,-16.85114,-17.61157,-39.95194,7.87655,-40.05688,-25.3143,-28.70805,-38.55817,-41.22229,-11.24195,-31.12263,5.36701,-20.23138,-14.62647,-6.760005,-5.60169,-14.35726,-7.457005,-11.71716,-6.807482,-14.98917,16.00583,-25.37056,-3.294692,-15.13068,-38.94173,-29.72879,-14.89957,-9.319572,-34.18423,-32.9377,-33.99469,-10.07085,-38.81414,-37.50765,-23.07006,9.267624,-37.11806
1093750,exit,15.9574,-32.4339,-25.66009,-33.20389,-26.546,-9.198197,-0.03456262,20.99574,-20.22941,-22.2771,-15.46637,-14.46642,-27.95535,-22.58458,-44.79243,-17.27902,-0.8052569,-10.8696,-23.48314,-25.52594,23.03006,9.429661,-12.95392,18.71502,11.41858,3.881136,-2.97002,1.056914,5.834338,5.101861,-3.274656,-2.789036,-21.2752,0.8292169,0.06654492,-42.17735,-14.5685,-19.64542,-5.26753,-9.514684,18.05896,-17.04711,27.46862,1.512795,-11.52514,-20.41636,-16.27716,28.42964,-2.310537,19.62612,9.060197,22.28509,0.787138,-7.733546,35.63544,10.70668,9.945958,32.00139,8.597632,9.822309,24.7802,24.74173,-4.939829,24.65252,15.52276,43.26028,-0.2680013,33.92641,39.48433,19.07132,20.26445,1.267965,2.759478,28.62461,30.91098,-10.22992,9.613988,-1.92625,-3.983487,-13.07518,40.97792,-22.83401,0.6434216,-5.116799,-29.86733,24.63488,6.615308,-14.16381,-16.30983,24.79373,-1.884583,-36.45267,-11.57317,18.93871,30.30733,-6.15409,14.38259,37.37188,-4.989205,-16.31205,-18.97659,-22.48807,-1.107497,-21.13727,-19.5199,-15.72247,-35.92443,-4.656402,-1.627003,3.888289,46.1033,-24.38043,-17.69671,-14.73509,7.24092,-1.241879,-4.379577,28.32664,38.49419,1.510412,-7.160536,3.093364,3.14236,3.031672,-2.429501,-6.826823,-0.6349366,-4.489966,-24.28022,7.977368,13.85905,2.49029,4.882278,12.88101,1.57849,14.66189,14.23255,6.484862,31.67378,20.3024,20.08198,25.55463,-14.99376,-15.14646,-37.20044,10.69258,-38.64167,-21.00137,-23.10069,-34.26858,-28.64906,4.99187,-25.10142,10.25078,-3.770773,-5.345562,6.226835,7.906714,7.054152,12.65901,3.814259,10.95369,1.282536,29.52582,-22.90472,0.05916955,-11.92762,-28.3355,-22.82482,-6.630705,-3.684862,-27.54674,-21.86007,-26.42501,2.718861,-27.61348,-33.96469,-13.08587,15.80615,-28.92121
1151332.03125,enter,27.68726,-14.5235,-11.5075,-17.24516,-12.96492,4.3025,19.05229,32.09374,-9.843155,-12.86639,-7.075373,-6.522919,-15.605,-15.99003,-38.00749,-6.845148,5.875616,-3.40721,-15.86181,-18.20095,28.28688,16.69123,-6.547855,34.4178,31.50126,29.30166,23.36847,29.8465,21.866,25.26941,22.08651,20.56644,8.945789,16.77601,19.43121,-17.90557,-4.613535,-2.376757,14.80122,5.949199,38.841,8.729696,34.93969,8.398575,-3.961147,-4.915792,-6.120602,48.92582,19.81508,21.41648,11.15391,27.00877,8.593751,2.447889,21.32946,-1.109781,-3.606154,17.83704,1.490995,-3.189139,-4.62565,-20.73108,-17.36476,18.26105,1.219749,15.3452,-14.03914,27.38591,25.19842,-1.456657,7.599647,-11.70237,-11.97532,17.44914,23.05658,-12.38216,-3.217673,-13.96637,-16.66463,-9.096699,26.92023,10.28185,28.90567,27.29044,-6.462364,46.21484,24.02611,5.654405,6.123302,39.35228,17.24914,-19.38781,13.78337,36.56206,46.75309,12.72678,34.57161,53.16269,-11.84,-8.250129,-11.73182,-13.19576,5.162971,-14.27007,-12.55321,-0.1669812,-15.26531,12.78283,16.07292,21.58859,60.16605,-5.761034,5.239479,5.802317,-27.38157,3.912145,-3.40432,24.00407,35.3436,1.292992,-5.44869,7.288622,-0.5024137,7.257838,12.97569,13.88753,5.420589,11.00242,-20.4289,-1.316432,-9.700035,-6.916322,-4.505404,1.102269,-14.13997,1.96442,2.221667,-1.293069,2.360497,-14.83046,11.0824,-20.30455,-5.520897,-7.321762,-32.62812,23.42486,-32.22289,-7.489451,-7.252366,-18.33405,-13.97445,-8.558393,-23.26808,-0.9875861,-16.05637,-15.06015,-11.87258,-13.53747,-20.62002,-15.52647,-10.74763,-4.508416,-11.82045,7.099888,5.042121,27.85915,9.980883,-6.034741,-0.450561,16.70743,16.16402,-10.56632,-4.850649,-8.921834,18.6686,-12.09976,-19.59853,-5.792219,22.20735,-8.156176
1174164.0625,joy,9.269525,-39.23651,-31.88463,-38.48713,-27.54983,-11.66161,0.4034218,12.96183,-24.69075,-27.53432,-18.20173,-15.54785,-29.21115,-24.87328,-47.21774,-23.55501,-4.593646,-11.94447,-23.16302,-25.66023,17.69541,9.584153,-14.83454,17.01376,12.86611,7.139256,-0.8002434,2.204571,3.446669,5.307645,-2.335394,-1.252675,-16.3665,-3.335103,-0.276967,-38.63357,-20.11715,-20.86823,-1.344071,-8.534782,19.59713,-14.03129,19.90951,-6.493666,-21.01168,-20.20687,-18.59479,31.73314,-1.358719,8.603265,-0.7364878,15.87645,-3.289469,-9.919957,23.36549,0.7505512,-1.663947,21.92641,11.59374,14.59477,24.5063,18.92273,-14.01763,27.51659,15.52664,38.81616,-8.823408,36.96413,40.55285,20.56175,20.13468,-9.087571,-8.402786,26.54985,31.70972,-10.41495,-1.304924,-13.23358,-14.37503,-10.89808,30.70345,-20.05378,1.877341,-0.05282933,-28.82973,20.0869,-1.348486,-16.01649,-21.50797,16.437,-9.518629,-41.17199,-10.89769,17.84023,26.58079,-3.680961,19.66395,40.41742,-6.355711,-13.45221,-14.07205,-15.27781,3.036071,-14.57274,-13.85775,-5.832645,-28.43257,-2.038671,1.824652,7.730368,47.07961,-20.34421,-11.89471,-10.02811,-4.388144,-10.46082,-12.7755,16.55343,30.00303,-9.383255,-7.968796,-1.775194,-2.741797,-0.766102,-2.642602,-7.749134,-2.097356,-4.63196,-24.03615,0.4050375,8.700832,1.228628,12.56021,4.909544,-4.020748,3.852882,6.780521,9.736578,29.30746,12.82675,18.14422,15.40513,-14.04846,-15.328,-38.0127,12.33953,-40.20964,-17.45786,-17.66489,-28.1343,-28.85385,-5.464983,-27.70862,4.467156,-13.13787,-13.64698,-1.574705,-2.434278,-6.919826,-1.877334,-6.585911,-0.8140023,-8.037731,17.56364,-18.63818,0.5965285,-13.35825,-29.63549,-29.43022,-9.783291,-5.00303,-32.21767,-27.67752,-29.4074,-8.02261,-34.08414,-39.74756,-13.77668,12.02482,-31.90177
1292769.53125,exit,32.74981,-12.61126,-9.438262,-16.14103,-7.453917,2.192463,13.48746,37.0055,-7.219692,-15.22668,-10.20019,2.397784,-11.57569,-13.10015,-35.23211,-11.27598,3.651205,-0.3579134,-11.28263,-13.94126,26.69201,20.625,-2.521185,34.12045,30.27522,28.743,20.5067,24.93372,21.8516,22.86717,18.19387,17.14001,4.118599,13.22797,16.43298,-20.69258,-8.067147,-5.106652,9.789528,2.193632,31.56278,2.040917,28.97698,7.34507,-2.573674,-8.018485,-7.543156,39.56006,9.928911,18.4683,12.12569,29.18323,9.007502,-2.417235,31.30345,10.23694,7.623228,30.0675,8.663587,15.39007,25.53148,18.12437,-6.788413,28.12967,19.45379,42.97377,-1.644445,36.51863,43.57558,23.34022,24.83706,0.3882123,0.3350819,34.98058,40.91235,1.902967,7.607409,-2.561354,-4.460727,2.144146,39.99232,5.060938,26.04869,23.75909,-5.712174,32.71336,15.01006,4.965672,4.490285,25.59018,7.050041,-18.25289,1.121384,31.76238,43.31688,6.199467,29.8251,52.0741,-1.523427,-2.628049,0.2469527,-6.148398,16.87609,-1.154992,0.4563312,10.18538,-11.10222,13.24653,16.29992,22.02616,61.23435,-1.479477,8.482994,7.550305,1.531648,-0.5236484,-7.342971,18.15375,36.54011,6.414529,-1.282801,12.81999,7.148583,7.233742,3.263479,2.111608,1.531029,1.108078,-19.53714,8.955366,12.77104,7.601806,15.08253,-3.516017,-15.08379,-2.179536,-2.196464,6.819695,30.87546,15.00208,18.20851,18.13062,-0.1431943,-1.703305,-24.4128,27.96653,-23.30706,-5.366667,-11.67226,-19.40519,-14.16816,1.554147,-16.83807,-4.561019,-6.015223,-4.709782,-2.366931,-8.809249,-17.04763,-12.10685,0.8021603,7.410214,-1.05932,8.967511,2.685876,24.3383,10.24289,-11.26523,-2.347589,16.0371,16.19908,-8.305387,-2.301884,-5.608809,18.10335,-9.97883,-14.72797,0.2657367,33.95125,-11.18244
1350343.75,enter,10.68981,-35.86688,-25.97912,-37.35171,-29.36089,-13.57796,3.475195,14.26668,-28.82689,-25.6041,-20.2587,-17.84357,-30.26521,-28.61242,-49.6913,-24.32494,-6.450442,-15.9444,-27.1219,-28.31793,13.49385,5.247743,-16.98916,12.67794,13.5584,8.101733,5.236871,7.391882,4.787755,11.76685,4.588195,8.669197,-6.838896,2.229651,7.85357,-30.64949,-13.50102,-7.626218,7.061516,6.103874,33.16674,0.4828785,25.38085,2.353826,-1.019405,-6.893027,-2.921169,47.49716,15.08261,16.26461,14.48893,35.28622,18.81393,7.57505,20.13915,-0.6885938,-4.09836,17.61195,15.66366,24.58587,32.82606,20.28925,-17.41279,33.94261,15.88807,38.08636,-12.25263,41.5638,41.05796,12.68916,11.96557,-11.1856,-11.1011,19.18559,25.85722,-14.15472,-4.289095,-13.2144,-15.54975,-14.0119,28.56159,-6.40971,14.93294,11.05359,-22.25757,32.80013,4.882713,-14.63872,-16.03229,25.60341,-2.593085,-38.42361,-11.10002,17.2679,24.68401,-4.75196,14.39923,38.23986,-0.2852052,-13.46564,-16.56136,-21.12751,-1.23332,-19.07257,-18.08424,-7.873684,-28.53091,-4.187298,-2.170569,5.160616,43.69063,-21.54346,-12.49626,-13.21296,10.43221,-8.346998,-14.86879,22.17437,41.30756,9.425259,9.521284,21.68913,21.53723,19.82198,14.31332,4.967715,9.981524,8.929875,-5.297651,21.35053,27.5527,23.07573,27.90105,5.373785,-17.10406,3.658285,6.790764,13.47108,46.55211,26.94127,33.15953,29.4486,-17.00042,-17.95336,-39.49509,9.710806,-41.02649,-21.02593,-25.04105,-32.91389,-32.97909,-8.371525,-32.35521,5.929889,-15.79331,-14.98098,-4.837441,-3.199362,-6.454475,-2.89299,-8.226331,-1.541771,-10.43295,17.4985,-15.96545,4.575525,-14.82481,-27.95193,-25.42123,-7.98875,-3.990972,-29.97768,-25.17198,-28.55363,-6.050677,-31.6792,-38.36961,-21.58167,11.66659,-28.17898
1378945.3125,jealousy,17.08896,-21.30377,-13.62897,-14.58515,-8.564442,7.337504,18.56384,21.5364,-16.49796,-9.728766,-5.276509,-10.40211,-22.42251,-21.14123,-42.73086,-10.77606,8.230119,-10.30234,-21.05217,-23.3007,24.07481,10.73968,-12.2571,37.04848,37.64978,32.51062,27.18688,31.2759,26.59907,29.43918,23.53075,26.61459,11.882,22.36279,26.12589,-13.46576,3.090992,6.542924,18.70364,11.70961,37.86228,8.842911,43.22005,16.81456,6.791754,0.330209,1.482834,46.42089,18.18066,29.19792,20.92435,35.41981,15.06135,6.265941,16.8406,-4.858473,-7.179148,15.79738,5.24668,14.9126,23.75875,22.71914,-21.29139,24.31275,9.43104,36.18964,-14.82041,30.65906,34.85124,17.73553,20.358,-13.95552,-13.58374,21.18306,31.55652,-9.220779,-6.87204,-16.85634,-17.06199,-9.282969,26.89477,5.451392,26.693,25.64586,-8.858063,42.01624,20.53737,7.346042,5.370502,33.62226,8.716888,-24.21436,-0.4672489,26.11597,39.02734,0.3417917,25.78945,43.28678,6.060133,-7.103107,-13.64911,-17.0488,0.7419074,-16.77518,-15.28033,-6.829796,-24.86991,2.853265,5.810053,12.78024,49.88686,-15.51376,-5.511569,-4.579059,10.95269,7.154249,2.588031,28.64449,41.64852,13.52775,4.796737,15.72932,13.9,16.70595,15.1376,11.76969,13.35039,11.76184,-7.082693,21.4973,19.91062,18.45127,19.73813,-4.519055,1.851439,-4.131745,-3.693838,2.396409,38.87905,24.50086,28.25741,26.69887,-13.62822,-13.05006,-34.16411,14.51179,-36.3702,-14.90614,-18.48563,-28.99796,-30.20655,-11.06398,-31.32183,-6.732293,-19.84736,-20.08829,-17.18097,-18.81955,-30.45282,-26.05187,-13.24875,-6.549504,-15.04823,3.53569,9.249516,32.97989,16.80143,3.232888,0.09532697,18.42522,22.52905,-4.472148,-0.2206658,-3.543673,14.94895,-11.33327,3.254789,-7.308031,20.89805,-6.761618
1549468.75,exit,24.35385,-13.11025,-15.84098,-24.07516,-21.86472,-3.994847,11.93177,28.85853,-9.650434,-14.16827,-7.176589,-9.8685,-19.98983,-18.64054,-38.84512,-12.09308,3.969611,-9.109989,-19.15752,-21.83983,24.15379,10.59567,-10.14663,20.83521,22.45834,17.88315,15.76132,18.23777,12.6795,19.53076,14.4543,20.58257,1.344631,9.691613,19.21771,-16.2842,-8.880274,-2.92683,17.65167,8.38011,41.19772,4.636986,30.13733,4.312498,-6.502804,-6.154689,-8.145467,42.27272,11.27273,15.74906,9.41865,19.15895,-2.458617,-0.2757221,40.45929,20.20625,15.64071,36.76022,-2.255043,-6.809923,-1.155499,-9.897848,1.01977,19.73311,1.139243,21.85472,6.882555,26.27251,26.77636,9.08954,13.36132,9.175673,10.44214,18.05774,28.93381,-9.792576,17.3862,8.035866,6.087381,-9.013847,50.79943,-1.236282,17.18149,15.16312,-19.93897,36.07479,13.1826,-0.6871932,2.125107,28.22558,1.810953,-26.87159,-5.206453,24.37038,34.98518,0.2942314,19.94423,38.74408,-8.81871,-14.30226,-19.37805,-25.8233,-6.878909,-23.63423,-22.09641,-18.50762,-34.71907,-7.845802,-0.1272053,5.590498,41.55517,-32.8439,-18.54623,-14.53936,-20.10659,-0.8387522,-5.663263,14.24409,25.8612,-4.809505,-16.80219,-2.931089,-8.813029,0.01192518,5.021922,8.252242,1.858691,4.335773,-23.17269,-5.654937,-12.85469,-13.73908,-8.877588,-6.453633,-0.9807492,-4.688544,-5.340812,-4.21737,-3.529058,-11.23158,7.80391,-14.03534,-13.113,-10.93814,-33.93174,15.89673,-36.17165,-14.55184,-18.40654,-24.67268,-22.89784,15.48661,-16.43806,-6.912789,9.643638,-5.017545,-3.599568,-5.964975,-12.61953,-9.324522,13.56893,21.83578,12.92005,12.99104,-5.803536,17.35573,3.787065,-10.87707,-11.35966,12.7619,12.18638,-19.13299,-9.305736,-15.12627,14.85372,-13.02294,-5.547976,-8.802262,18.95746,-6.311992
1607371.09375,enter,15.93667,-23.90437,-21.92968,-24.59756,-17.33829,-0.02430675,14.47746,20.85206,-16.16196,-9.864077,-2.790846,-9.986814,-21.55724,-15.94987,-36.1464,-11.73112,6.781255,-6.784514,-15.5657,-18.21565,24.46653,14.49449,-7.201634,21.87962,22.14748,16.89301,12.48314,16.5006,12.97554,15.0599,9.345547,11.78629,-4.175599,8.822149,6.778906,-26.81814,-4.964482,-3.777476,8.001233,0.3599133,27.15145,-5.169685,39.34025,12.73121,2.607786,-5.172321,-2.880538,43.61721,7.603495,32.65057,25.17776,31.76244,9.396319,0.1470503,33.58035,14.20768,11.26801,34.40517,13.99574,4.969041,4.242898,-12.38876,-2.625208,36.90542,7.834518,18.01396,2.99259,43.0623,32.88496,6.766447,9.824929,3.659252,4.581339,22.26873,29.2415,-12.62663,11.42999,3.058106,-0.5979989,-10.65478,45.71526,-5.709172,14.93488,15.7462,-11.08273,29.49576,22.68128,3.755018,3.866031,19.9573,2.029109,-23.63175,-6.724369,24.86664,38.05417,-4.007151,18.10615,39.54301,-18.99182,-17.47688,-12.75161,-18.81397,2.130094,-14.82117,-13.11858,-6.269911,-29.79961,-2.571042,2.546829,9.733527,43.95335,-22.30654,-10.28311,-8.296665,-27.44953,9.456689,8.001704,36.08169,51.75064,15.11495,-0.09806813,12.03116,1.845335,5.647077,2.515064,0.379974,-9.1141,-5.176223,-26.09239,-1.741268,-1.905914,3.210037,9.866549,24.26348,0.5374537,22.9367,24.91531,11.22183,9.235893,-12.55204,-0.5394308,-14.41477,-10.09843,-8.973538,-28.32608,23.83695,-27.42163,-13.97686,-13.24703,-20.06186,-18.36166,8.261959,-15.84784,24.0785,1.499216,-4.425474,8.341572,11.7246,9.556271,10.70239,6.89371,13.97386,4.865602,38.87125,-4.093646,17.60974,1.33955,-11.43908,-13.10518,6.698935,3.499824,-20.84595,-13.64462,-17.67128,6.60616,-20.22959,-15.46021,-15.34597,6.358092,-17.27721
1632070.3125,excite,15.62885,-26.57161,-23.44454,-30.88456,-29.84567,-17.14099,-2.829681,20.92353,-21.56588,-26.56691,-19.91787,-11.80681,-24.33702,-23.718,-44.28008,-24.53289,-8.952338,-13.75499,-22.83525,-26.45769,11.17519,6.380337,-13.63929,8.644932,8.385107,7.896874,0.7910343,9.65341,-2.889197,0.4240603,-4.287653,2.554927,-11.10102,-6.035523,-3.494772,-31.54958,-19.9054,-12.30219,-2.96414,-4.12358,25.84453,-1.736123,23.62374,-1.105509,-5.877357,-13.9298,-7.033791,40.89669,12.95397,10.07501,14.19804,27.53976,11.01492,4.950017,21.71421,2.923086,-0.131552,21.76094,14.41799,30.23226,34.40169,22.36083,-12.82978,37.39363,22.57444,44.16326,-10.74395,42.47974,48.12372,25.10558,23.55444,-7.419378,-7.114892,28.28084,36.20986,-4.568402,0.2345768,-8.463326,-10.16214,-3.931653,34.00809,-7.910062,19.46064,14.07941,-19.34021,38.9511,15.36729,-0.4242135,-4.065179,31.78722,9.319849,-25.94071,1.239138,24.88473,34.13333,4.051036,26.49529,44.92914,5.519545,-6.16336,-10.21881,-9.214671,3.152236,-12.90482,-11.25716,-1.341453,-21.71513,3.612033,8.149022,14.51214,48.81824,-13.72179,-4.06908,-4.593552,7.162199,-11.04173,-11.23703,14.40995,36.2295,8.133886,10.83485,14.38481,15.20746,13.49209,13.88643,7.4643,13.78524,6.785098,-6.764612,19.02479,25.91794,22.79174,33.16935,-3.937196,-21.05813,-6.397735,-2.587239,12.00714,45.87636,24.99007,25.88949,28.10819,-12.96156,-13.66987,-35.79713,17.06536,-35.12373,-13.93476,-14.55987,-25.10711,-23.23834,-5.557513,-23.63071,-6.230099,-11.76046,-14.05545,-6.584303,-12.8735,-16.04281,-13.77531,-5.650465,2.227434,-8.268811,6.7199,-12.95883,10.41516,-3.953305,-20.07023,-21.48766,4.518541,3.530807,-26.22844,-19.25419,-21.96262,1.486367,-22.76122,-29.09995,-10.00454,16.90635,-3.435035
1767472.65625,exit,7.583226,-33.32005,-33.28656,-36.51039,-28.64052,-13.13066,3.293223,11.76276,-25.75406,-24.85071,-17.92517,-18.23625,-26.71467,-24.38663,-45.51226,-24.52112,-6.751519,-16.38528,-25.56883,-28.28769,10.2559,2.942278,-15.60292,10.58101,10.26232,3.531246,0.1852016,2.452633,0.606431,2.989959,-3.675359,3.243202,-11.40252,-4.174234,-1.954959,-33.54742,-18.58638,-18.43665,-2.747494,-8.763353,19.87485,-11.84934,20.71429,-3.94066,-12.25085,-19.83267,-11.20691,32.22506,0.2258514,7.304368,8.69804,17.14949,4.247568,-6.025213,22.49535,5.248341,1.243137,24.37989,5.02101,7.902667,27.32117,21.11106,-12.01715,28.42248,9.191941,35.67006,-8.58149,32.70238,34.01389,20.87154,23.13071,-4.899571,-4.643502,21.18978,31.34878,-6.04467,0.1996112,-6.340722,-8.646523,-9.966614,35.41472,-16.89315,3.497194,-0.2721088,-30.5521,21.48953,7.966413,-17.762,-17.34018,19.08121,-8.502084,-43.32119,-14.52301,11.21132,20.00363,-7.822185,13.37374,31.05407,0.6568196,-9.342238,-11.17405,-15.20795,1.364963,-14.63392,-13.15914,-8.66617,-29.77817,-4.469012,-2.287721,5.684372,38.52695,-20.94492,-11.65161,-9.647857,7.206437,-9.658768,-13.00646,13.49842,28.29226,-3.616409,-7.114301,1.894459,2.890532,4.391738,-0.524155,-6.541813,-1.96532,-6.546597,-14.474,9.922422,16.39673,9.150475,11.99271,-0.1715086,-26.20068,-0.0123774,1.321803,2.717185,31.22157,19.17687,16.18316,22.99065,-15.69241,-16.08494,-35.11745,18.80918,-32.96146,-19.03076,-21.98995,-29.92661,-23.78673,-1.122866,-20.0268,1.677853,-7.173462,-11.25572,-5.033654,-6.780165,-9.071338,-7.878695,-0.6322072,6.779539,-2.681978,17.11357,-20.15606,5.155984,-9.59855,-31.73223,-30.10954,-7.631633,-7.777396,-33.76552,-31.13583,-30.60798,-6.999816,-35.22923,-35.16314,-19.73985,3.679059,-25.38827
1825054.6875,enter,33.5782,-1.057639,-2.400409,-7.450392,-1.951935,6.988503,17.97858,37.01316,-0.2801488,-8.788631,-6.765291,-2.775856,-8.786607,-12.0798,-31.79745,-9.812321,2.563314,-4.489741,-13.59157,-15.29114,23.79468,15.1042,-5.069361,37.04407,40.45729,37.34118,31.86627,35.28912,27.04295,29.47841,26.16672,33.6265,15.78935,18.84225,24.4573,-5.664216,-1.146842,4.504023,19.92575,13.91037,46.00841,14.07412,36.21283,11.96009,4.619037,0.3129467,-0.5126405,52.11347,22.5946,20.36609,24.76648,32.65899,19.36956,11.73352,24.65209,8.041162,4.728804,27.73949,12.2346,15.88668,23.25582,18.3373,-7.858866,36.88659,16.61708,39.46612,-6.538023,40.90417,41.95222,23.39537,26.11392,-2.508986,-0.8823936,25.61921,34.66386,-3.768953,4.095162,-1.539357,-4.94804,-5.784538,38.559,9.808948,26.09163,28.72639,-6.286733,39.19886,24.61727,8.844733,17.82541,25.99838,7.793453,-15.79195,3.083519,30.3822,44.15738,2.665828,26.74885,44.51931,-0.9526775,-9.440794,-8.137224,-12.76145,4.708169,-10.56789,-9.846278,1.12108,-22.20894,3.353395,8.370635,14.22441,51.04823,-8.473235,-3.283451,-1.270219,0.9146243,-0.2944761,-4.670738,21.91768,36.78429,9.454909,6.817838,16.85464,13.67615,15.78379,14.71535,14.64175,6.350924,7.104576,-5.742435,15.88385,19.4138,14.17796,19.60067,5.124817,-8.728809,1.43951,7.352319,11.20147,31.98132,16.00099,20.3337,18.88255,-6.105651,-5.910442,-25.9662,25.13296,-26.50486,-8.784326,-8.45609,-21.35292,-21.31047,-0.2099238,-20.82938,3.659856,-5.87145,-8.769806,-0.5833655,-5.669615,-4.793203,-3.363014,-0.773272,8.636373,-1.047172,17.07275,15.52642,39.90648,22.57394,5.675698,9.089713,27.29345,30.08204,0.7084079,13.80672,5.149712,29.9721,2.034167,-5.141703,1.445059,27.42434,8.173592
1853718.75,disgust,20.6616,-25.53527,-27.242,-36.00821,-32.41849,-18.24841,-8.695692,24.12331,-21.77839,-26.26461,-20.39863,-7.761057,-20.27339,-17.23412,-37.52119,-27.06021,-12.12253,-6.832575,-15.27471,-19.26029,13.0049,12.15729,-7.356617,3.547041,7.373384,4.246628,1.18903,6.958433,-6.904717,-2.209667,-5.608294,-0.316413,-16.38206,-13.19092,-8.948196,-41.07352,-34.90239,-29.13964,-16.85042,-24.75112,3.079562,-24.13939,6.986828,-21.03344,-28.3833,-36.77764,-36.58998,9.322782,-21.66968,-6.516475,-8.653987,-5.368213,-22.50297,-29.42021,41.69931,24.38066,20.20485,43.28139,7.699564,2.91221,11.44263,1.949097,6.658878,31.23992,18.65814,35.2533,14.24187,36.70964,42.19752,23.88327,30.14991,14.15845,14.78427,35.73493,41.17797,5.173225,21.18349,14.07786,10.9087,3.768255,55.45052,-16.28598,-4.117962,4.544755,-22.73643,10.87984,13.86542,-3.733428,3.302894,9.493707,-1.420583,-23.18008,-0.8125153,24.07842,37.42769,4.908802,26.40137,44.85896,-5.638739,-2.275586,-0.4486736,-8.45945,12.5623,-2.222994,-1.486497,4.613997,-16.36664,5.519379,9.411154,13.85361,50.18988,-10.41509,-5.14685,-1.678741,-17.07862,-20.484,-23.15817,-0.970535,13.74151,-21.53294,-25.3893,-23.57489,-24.38649,-22.44936,-22.04804,-25.14268,-6.781351,-19.56577,-33.47586,-15.08857,-10.38133,-16.63353,-4.814005,-4.918954,-19.48548,-1.491492,-3.824612,5.587981,7.103581,-7.917092,-2.120106,-3.304761,-8.13061,-7.590023,-25.76983,26.53003,-23.79176,-11.28137,-9.807483,-20.73942,-16.64124,19.25284,-11.28759,-3.845194,13.02833,8.040215,14.12827,4.719225,1.302173,3.739184,18.78551,27.25964,17.72948,22.77008,-14.51651,6.206693,-7.643238,-20.62609,-18.64872,0.5878767,-2.914968,-31.19733,-21.54231,-27.33365,0.004581328,-25.80995,-25.01022,-4.728135,20.0487,-25.20108
