Time,Event,A3,A4,A5,A6,A7,A8,A9,A10,A12,A13,A14,A15,A16,A17,A18,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,B1,B2,B3,B5,B6,B7,B8,B9,B11,B12,B13,B14,B15,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C28,C30,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D12,D13,D14,D16,D17,D18,D19,D20,D21,D23,D25,D26,D27,D29,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E26,E27,E28,E29,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G4,G5,G6,G8,G9,G10,G11,G14,G15,G16,G17,G18,G19,G21,G22,G24,G25,G26,G27,G28,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG4,EXG5,EXG6
1011464.84375,enter,-11.92613,37.85875,47.47476,23.97804,11.22086,18.08188,23.87065,12.71379,36.00764,2.06671,9.675528,12.5578,-2.460371,-11.7276,37.1319,37.16315,20.94312,10.57917,7.341731,17.21026,5.958193,46.33771,16.62162,12.24084,-13.07218,32.90203,9.586599,42.85421,14.386,16.9015,30.69191,-7.274048,36.04197,16.49961,30.81549,0.5493455,16.08914,34.81006,17.81405,7.568369,-5.755214,13.69557,18.44523,11.77814,30.37701,43.26466,1.176592,1.133318,27.07113,19.24609,35.35138,22.84559,1.753336,5.894694,16.8385,5.074464,17.60072,12.62086,16.99744,17.76126,16.15288,21.78775,22.2772,14.93743,18.34915,26.96599,13.15551,38.48763,21.55022,21.07609,19.58794,18.25158,13.90584,14.70718,28.20237,15.74727,11.77284,10.28645,18.04233,14.29135,10.75265,11.40723,20.15796,35.31111,7.767523,16.63148,-3.841704,-17.74349,18.38582,49.79905,54.11412,6.729639,27.77161,23.74739,-11.11371,43.75776,31.87151,12.00956,-3.486164,-3.789494,9.659225,6.998757,23.82429,16.30088,37.99472,24.44123,16.29759,42.60085,29.49572,45.05094,15.36492,11.59459,12.27008,10.94899,6.984302,2.976196,6.569425,-5.119877,20.94747,21.97001,26.8524,1.635903,15.19872,16.21676,27.18109,15.51531,45.14633,31.80577,40.94637,34.51741,19.61689,48.67188,16.48683,13.80013,9.857486,22.24034,16.71274,17.04187,12.27019,12.39134,10.217,9.028705,16.40773,30.01998,23.84177,9.059229,24.51701,17.15067,11.98009,12.46029,17.96559,13.21802,16.70183,21.65884,19.30434,21.51358,19.06075,11.09831,15.27869,17.63549,18.60368,14.00032,16.24176,16.181,19.70319,15.14111,11.54046,18.67279,15.72494,56.21739,62.41525,16.11031,58.76449,28.5762,52.50889,52.62533,-14.88641,10.03131,-25.11979,18.32544,-13.30869,12.93645,4.116783,15.35894,25.63562,19.48763,20.63247,5.121492,27.06717,36.80837,-1.354318,-15.9849,31.7016,26.93969,-33.09734,17.86335,-0.6217778,4.406991,-38.6988,-20.17755,-18.04911,24.92696,3.457927,24.90564,-13.83766,-16.4049,-11.92542,-15.30762,-12.22324,-31.48048,29.47583,-13.91441,-14.07165,40.72863,39.15746,14.85903,-3.860455,-15.96693
1196882.8125,grief,-14.91217,41.99851,50.11444,29.02265,18.21008,6.682517,14.02394,7.357378,32.60306,8.331175,14.44734,-1.87735,-19.90737,-10.91968,35.75052,35.86884,20.57211,-5.979137,-2.596232,13.05554,3.140266,45.46004,13.54896,-5.998904,-20.43733,27.41618,2.461981,49.01316,26.57716,26.43965,31.55695,2.882411,44.89719,28.35502,36.05548,18.98961,26.5002,37.54127,25.37556,15.65661,5.358303,19.27619,24.88946,13.93314,34.36735,46.23536,10.57908,10.82722,34.67831,22.9067,41.47537,28.91539,10.91503,12.02497,21.64321,13.47096,-2.489249,-42.4791,16.78337,20.26044,19.33245,23.54531,22.97605,20.17263,23.09845,24.49211,7.823662,38.98057,20.32876,19.16648,23.0867,11.76725,11.25243,13.26475,27.15928,12.10803,-1.118958,7.58236,13.90835,4.009518,1.838832,-1.431006,11.33587,15.17427,7.410005,16.97522,1.480969,-19.13339,18.75285,45.20428,47.61226,15.07608,25.109,20.17855,-8.966236,48.14532,34.87598,4.437983,-17.01796,-13.51448,8.780622,10.37353,21.68682,1.830046,30.59094,7.385829,-2.569703,27.44454,24.80441,32.48006,17.37859,10.51508,9.771944,9.653854,3.239174,-7.409966,-2.284013,-13.54135,5.920027,4.53948,2.395762,-12.30327,-0.8713889,2.726491,7.46854,0.6400272,29.15784,10.06683,26.46166,12.88935,3.334319,34.26516,21.63383,15.37991,13.8567,22.5541,22.71534,22.66497,18.10392,20.19852,17.62503,17.89066,18.09511,31.75552,27.95061,14.79087,27.91468,20.4803,19.45179,20.40997,26.73494,22.25412,26.68776,27.70357,23.75429,21.95923,19.51356,11.4881,21.66933,23.11574,24.01292,21.68931,23.15417,24.59845,28.20409,21.45952,-2.103559,2.496371,-0.7841259,36.21403,45.1475,-3.43568,40.08908,-0.3904713,33.04431,32.48979,-24.87458,-6.690379,-28.40585,21.55351,-22.22309,0.117337,-0.3138145,11.33634,25.52727,11.87827,6.796765,-2.053956,17.58231,34.14466,-24.34823,-12.2683,36.73444,32.87884,-16.62933,24.79162,6.06498,3.974093,-29.30354,-24.48102,-14.02525,25.52858,7.162198,25.91679,-12.05657,-10.24992,-6.289891,-18.86525,-5.921486,-20.10335,29.91877,-11.42575,-7.893287,13.32248,20.80335,1.786465,-11.07977,-7.369366
1197898.4375,grief,-7.731302,41.26708,49.79463,24.67212,12.74334,24.14736,25.37676,14.66243,36.9493,5.601629,5.332176,4.136547,-5.133465,-4.652342,41.93857,39.74793,19.18355,2.951942,6.873022,18.65267,7.412068,53.77732,29.38103,0.1430991,-3.636058,37.90548,1.474897,41.86652,15.43596,17.09854,18.10302,-0.1098343,34.13569,14.06751,17.22225,1.05537,13.08816,24.47758,14.48257,4.083638,-8.013485,2.98322,6.203239,1.4711,26.65561,34.1698,-2.443074,-5.490838,19.25139,7.090426,28.56651,20.07618,-0.7424127,1.0469,8.689563,-1.520402,17.83766,-0.7745438,18.4315,18.07173,14.88684,18.39857,22.39717,20.63413,20.89992,25.78121,12.35918,43.63553,18.70958,22.66278,21.71866,22.74675,16.92953,19.58106,30.49945,19.51468,13.72313,20.03673,23.61073,19.28662,9.128605,11.11371,24.80244,34.30379,-1.275946,4.108725,-17.52069,-28.35537,7.062145,36.51019,41.76781,-4.862861,16.19388,14.96287,-26.44492,33.73868,21.66291,1.346505,-23.71071,-26.19208,-3.507382,3.889024,26.30662,0.8168933,19.9304,19.94344,4.58344,23.83247,26.16743,34.3908,14.44498,4.773948,12.54444,8.644663,7.367118,0.5326202,12.61354,-9.498575,6.38463,5.178226,3.980772,-10.94603,-4.17049,3.648732,7.216134,4.439325,29.10177,8.942091,22.92704,10.25652,5.341564,34.3636,17.10777,4.324637,9.365134,18.20848,14.08259,10.10458,4.975393,7.972237,1.29385,7.116062,9.800177,16.48726,14.94992,-1.671729,13.42204,7.709116,11.34066,14.1601,15.82857,13.59951,10.86103,20.13612,16.1554,17.48767,21.81476,6.572292,15.284,15.80641,13.86193,11.52846,16.28722,19.10376,16.91025,18.3553,4.700336,12.59823,10.68241,48.12686,57.41635,8.473438,52.55059,22.50224,47.89349,47.93384,-1.377673,20.90478,-10.15941,19.52861,1.549654,15.01578,14.19469,17.78189,30.29518,20.06757,19.70449,22.79179,34.60358,35.94962,-2.864727,-23.50411,23.4341,23.20179,-28.86921,16.16078,-1.489731,-2.370276,-50.40646,-26.42275,-23.07709,14.38241,-1.05607,22.70913,-13.08813,-9.93224,-5.061405,-16.20091,-11.7738,-12.96354,28.71969,-26.34854,-28.06721,10.9571,27.36474,14.15601,-12.7764,-15.32493
1200082.03125,grief,-10.17205,42.80856,53.62116,24.1486,16.22276,13.1595,15.42088,6.179978,33.1622,5.997671,11.76879,7.718974,-17.60461,-16.38771,35.06555,29.34271,17.84955,0.7419131,-1.649755,12.88111,-9.942473,40.82789,13.90345,1.54961,-14.84508,32.34277,1.649156,48.93627,27.81473,26.97875,33.20697,-1.921899,41.88758,25.32715,36.69199,7.6867,22.46222,41.0166,21.08761,15.46018,3.782562,20.49668,21.26491,20.55493,35.34555,48.77844,11.54612,12.4882,35.47015,25.84576,46.76935,29.68231,13.47797,17.18719,24.89826,14.87343,17.54565,-9.864776,22.43279,26.63572,25.72556,28.34204,29.41636,21.63891,22.30506,26.15323,18.97487,50.73212,27.78627,26.94445,23.95559,23.72427,20.58476,22.37012,31.52012,17.94525,12.38357,14.04336,23.52768,17.52111,14.11916,5.848199,22.31153,26.71731,13.99388,19.45743,-2.145865,-15.39714,21.63177,48.95189,57.25412,11.506,28.99103,26.01888,-3.964675,43.83169,30.06654,14.34935,-8.196733,-5.840008,6.506804,9.795694,23.46881,12.85859,37.38078,21.71763,12.44355,31.18867,34.24807,39.12542,18.71391,11.0506,12.04713,12.25346,8.506299,4.450406,9.520362,-4.779784,10.71747,12.94294,8.852012,-6.232474,1.529254,10.01196,12.43469,6.668766,27.63437,14.13849,30.70454,13.61086,10.16635,42.44173,21.38285,17.31564,13.67576,22.86116,24.26988,24.55511,24.62648,26.16963,18.75913,23.46409,23.92606,32.51694,27.65005,17.58024,27.73586,24.259,21.50526,25.10435,31.69577,29.02291,27.40922,32.65254,28.01155,25.53802,19.14173,10.68102,23.40723,27.58132,27.21815,26.78304,28.4754,25.71966,29.69578,26.14566,8.13708,12.46629,8.755013,48.30853,60.57051,13.91358,54.3227,29.57483,51.63717,48.45331,-6.185731,13.65397,-7.802453,26.18979,-2.778912,7.949093,9.098273,18.85941,34.71029,21.98363,31.4426,14.03915,28.8916,39.76057,-19.31627,-10.49736,35.25381,29.18036,-20.84707,24.72311,1.768533,8.161323,-30.72067,-17.10774,-11.8869,25.95286,9.132792,33.6272,-12.42694,-12.45908,-1.667022,-15.49368,-3.21351,-12.78921,37.45221,-10.23803,-11.06776,12.01516,20.67727,3.486122,7.614592,1.246408
1257546.875,exit,0.6004556,44.86516,55.73697,30.04932,18.19901,15.99158,20.85447,13.43265,38.64594,19.19996,20.48348,10.40149,-9.142386,-13.74679,37.17454,43.61615,25.25765,4.215929,0.05463412,13.51226,-8.343396,38.83482,23.99391,0.4445838,-11.32676,20.98288,-5.628867,45.8376,18.6424,17.88832,23.73369,-4.957865,35.98106,15.94873,21.26622,-0.2629811,12.1025,21.56818,20.10859,8.054877,-12.40085,2.03212,2.49443,2.525479,32.13723,36.31026,-0.1483879,-7.044608,21.57537,9.242278,26.71416,21.18935,3.909736,4.169529,15.338,1.079013,6.672909,-2.734457,16.68447,24.39744,25.84315,29.04781,29.22388,22.48067,28.77719,27.45967,9.759936,47.20869,26.1506,29.54,27.27753,15.07023,14.60301,19.22214,32.89576,17.14482,3.324726,15.27316,24.73696,6.261831,14.04368,3.782503,23.65744,24.30088,-1.511219,8.896568,-10.22401,-22.02813,0.6533959,35.08166,45.366,0.1284723,12.70709,15.24757,-15.7289,36.06688,24.04411,8.540279,-9.561118,-12.20035,3.092228,8.071171,22.29257,8.297913,34.48809,13.84371,8.998269,29.31074,32.11923,38.68166,22.5883,12.95513,15.20635,11.94711,6.639089,6.736422,1.426799,-9.372295,16.76871,11.81556,16.60956,-2.313466,11.31451,11.92401,13.02251,16.08115,41.60706,19.88531,35.17345,18.20958,16.36158,46.42921,26.73365,17.64132,16.02329,21.09746,16.61611,19.74271,16.73943,20.50386,11.34013,18.49492,13.43159,20.43541,12.75336,9.231095,14.50399,18.10311,21.39182,27.92945,30.14427,25.43754,25.61508,28.65026,20.72086,18.68783,22.21713,6.601105,15.96574,23.06573,24.25085,25.25013,29.28609,31.20951,28.21084,29.41468,11.34242,14.19205,9.762452,48.94226,58.39397,3.229786,51.03401,26.60322,45.59483,44.85155,-13.99505,8.205378,-32.70946,21.01169,-11.04689,0.2405196,1.741694,15.27535,29.07523,15.22017,12.71806,4.863087,26.14678,36.1133,-15.75241,-18.0593,28.65809,25.21729,-24.05085,22.92813,4.584184,-0.3466941,-33.71571,-21.12506,-20.20803,19.6562,2.000303,24.86827,2.109951,-8.698734,-2.143821,-3.066843,-9.536878,-8.422165,28.2203,-20.00358,-20.7594,19.76948,19.09628,0.6832988,-10.57324,-13.2796
1315121.09375,enter,-5.364936,42.21869,51.33001,24.26519,15.03595,21.6609,24.05634,18.14847,38.28024,8.108722,19.15401,8.44109,-5.307261,-4.24781,43.17658,39.33891,25.9397,9.644277,7.36095,18.2048,12.1575,50.90457,22.61674,7.128262,-7.352815,36.44301,14.17229,45.11896,20.93974,21.70982,30.18904,0.05494381,37.36873,21.39818,32.76164,10.45465,19.37887,30.40907,23.75264,16.77678,-1.425499,16.75865,19.14954,14.51611,38.31833,49.19696,12.91618,4.186718,34.29674,22.8786,39.89275,31.54167,12.2009,13.04432,23.18305,12.69739,9.706369,-1.240816,26.3202,28.43476,24.03813,28.47102,24.89533,19.44086,20.28916,13.36777,20.42226,53.6375,25.0873,22.25578,20.37699,20.61306,17.34873,19.06183,25.6491,12.20124,5.627214,13.71148,20.57647,12.89822,8.553118,6.307674,17.0199,21.38899,9.03172,17.95563,-6.074619,-21.28668,16.47496,43.99896,47.7175,6.187668,18.21251,13.10419,-20.71328,41.41223,25.30323,-1.775014,-17.46446,-26.74252,5.204617,-2.574799,11.3576,-3.108758,16.26424,7.055523,-2.121178,18.60636,21.68296,27.40438,16.06439,8.651454,12.86479,4.952554,7.032647,-3.98214,1.503246,-16.11483,5.621694,4.168637,6.364411,-13.95819,1.98289,2.276688,4.745329,3.901091,29.97426,11.64491,28.72087,15.62367,3.464233,39.05703,18.43855,14.17364,19.77201,29.42262,27.1255,30.08283,23.38436,23.76583,16.95273,20.33624,23.51491,28.49831,23.18854,9.942237,24.36136,19.95764,20.74019,20.09961,28.05935,23.21018,25.3804,35.06702,32.11432,31.37372,27.7076,21.56945,29.71747,30.25159,27.59071,21.63183,22.85298,21.72325,22.88113,19.23501,3.633217,10.54182,12.85811,43.06401,54.78204,4.873237,49.28753,17.838,42.63306,39.76523,-12.40478,6.42136,-25.30672,28.88062,-11.94108,3.120714,10.06001,23.77126,34.91155,18.91996,16.19928,18.31142,20.73914,45.0219,-10.48689,-7.380422,38.67773,33.43794,-13.68217,29.56348,9.586958,9.534606,-15.89787,-18.40712,-11.71095,26.28746,13.08109,30.98915,-6.129885,-4.073734,-0.551644,-13.61679,-0.856277,-10.08775,33.86932,-19.33844,-22.90508,-2.320997,26.44526,11.77236,-2.932847,-4.714185
1429277.34375,relief,-13.11545,34.0839,42.73386,14.06848,1.360491,25.89619,22.85657,9.77777,25.54181,2.487728,5.750185,13.23468,-15.15536,-8.938066,39.30917,31.86612,11.02928,15.16453,9.821513,19.84091,-1.118971,39.74342,16.73752,12.3292,-0.8950084,30.8632,5.748818,31.932,10.26165,9.478242,16.50513,-14.83265,21.61488,9.017474,13.03778,-26.85084,3.549949,9.574151,7.326323,-8.969748,-19.02644,-2.556111,0.6021816,0.8303317,17.61199,26.68705,-6.972348,-12.54446,13.274,4.481924,29.86343,13.44619,-3.451706,-6.05821,1.632216,-4.621325,13.9708,30.13281,18.70085,18.84064,15.17293,12.0858,13.5339,9.143225,15.49245,25.43122,16.3743,38.21883,19.15065,16.89555,17.99331,17.17795,15.53674,13.15773,27.01867,12.77826,7.326938,15.15627,20.0105,16.37226,12.55093,9.61594,22.61695,26.2398,-1.932214,4.614488,-12.01979,-30.2266,6.993272,35.31396,40.93542,-4.00396,16.74199,10.90851,-20.1537,38.39746,23.8342,-0.5684596,-20.34188,-21.65164,2.752491,-0.4984668,9.224864,8.13825,23.14189,17.39905,4.647142,32.44021,33.33976,39.26455,16.27089,12.0451,12.14449,13.82592,9.6328,-2.911179,5.59857,-4.368689,16.52217,18.07388,12.24112,-1.719191,8.898574,12.56981,17.06289,15.56178,38.05452,20.84467,37.97863,21.19918,14.4453,52.83524,16.07067,8.864818,2.396132,13.07185,10.08331,9.957908,0.4827297,-1.074048,-2.276643,4.305088,4.721272,15.46257,13.04274,4.041126,15.88065,10.31469,2.815062,3.639227,5.200994,3.779529,6.458128,18.07469,18.55098,16.73101,14.07652,9.512063,18.12598,16.67725,16.86002,8.890433,4.403808,12.50175,14.68681,9.206829,10.48089,14.53108,16.97346,53.61385,61.87555,13.49049,57.75422,28.76979,53.81905,52.35046,-4.380857,12.29063,-13.40968,16.62808,-3.143296,6.900368,3.030724,15.79957,29.1549,15.44693,9.651771,10.97745,27.95509,34.80862,-17.38278,-17.57619,20.64221,19.53386,-34.13309,13.58018,-5.588199,-5.55781,-41.05732,-30.61208,-28.9463,15.3562,-1.429251,20.37415,-18.64504,-16.67457,-2.400061,-26.46097,-12.31453,-21.25552,23.54547,-26.96568,-22.97174,23.34302,37.99177,21.74821,-11.73489,-25.17442
1459539.0625,relief,-19.58413,39.5512,50.92997,25.41056,15.14286,7.761628,15.37874,7.616803,28.70426,1.130311,13.66823,2.509761,-15.0897,-7.711745,35.27665,36.76369,20.94029,-1.890548,0.5985225,12.7236,-0.8203339,50.4385,16.76951,-3.149155,-17.47176,39.51363,-7.488169,52.47531,34.44946,30.60265,42.03339,9.110724,50.20461,32.97084,43.75937,5.312541,35.48415,43.38847,26.02537,22.74952,19.26905,30.8748,34.98544,28.82832,39.01544,52.84605,22.58858,23.0505,46.88144,36.0264,56.94927,33.05076,20.083,25.51058,36.69419,26.49329,13.23512,-22.7234,19.38098,23.44472,26.46523,33.0708,33.33403,26.35977,27.75927,38.07605,17.33079,44.03651,28.47542,30.456,27.49256,21.69535,16.62232,20.31737,33.46893,21.83394,2.734447,11.38634,16.27741,15.09052,17.17411,4.399531,23.72254,21.69029,24.01181,29.54866,12.21741,-15.06984,28.11101,56.21916,65.23995,22.52031,36.02931,34.13115,-6.042612,55.46365,43.01021,18.47994,-3.36575,-3.22555,20.55283,15.1284,30.17029,26.33255,47.44363,25.56777,14.58376,37.50731,39.61401,44.86512,25.3513,22.7283,19.9999,18.23262,12.66394,5.236504,12.64754,-0.5621177,24.26698,14.64622,29.02206,6.811445,17.73236,16.22857,16.95219,19.84602,41.83554,25.38995,41.40311,25.43569,23.83551,52.09255,28.6939,23.43615,18.27068,25.53443,25.08672,29.344,30.52769,30.89147,31.37073,33.60418,36.20716,41.86679,36.80272,24.14761,37.8623,33.56357,30.54821,31.55204,40.99464,30.41677,30.43455,29.53677,25.29837,22.86559,22.45598,10.63708,20.56647,24.75769,25.28703,26.72695,35.70923,32.1181,38.76115,33.05504,2.667189,8.422588,2.94586,45.59149,54.61312,5.017268,47.58186,20.04327,45.58628,43.50388,-10.98911,2.960495,-17.26765,21.51888,-10.01643,5.028223,6.694611,14.13006,31.11723,22.81844,15.59908,17.92345,24.87043,33.71112,-26.26688,3.273973,42.42867,40.78322,-15.32345,28.10473,6.061382,8.398331,-26.75182,-12.47917,-6.144871,30.29788,11.34656,33.12635,-7.049758,-10.94259,-0.08078193,-15.08944,0.8002055,-18.22769,37.80021,-8.367348,-9.996417,29.47036,27.85575,4.108253,-3.066857,-5.209091
1487359.375,exit,-19.52107,33.62519,44.26554,16.91922,7.739938,14.79405,16.55493,6.489666,28.68643,1.195502,8.181554,1.851929,-14.45285,-18.00744,35.29598,35.93724,13.86362,8.516167,0.8403246,9.878686,5.605276,44.92058,11.68653,0.2494084,-12.92958,37.62155,2.567436,37.64896,17.11806,18.53646,26.93336,-6.357509,33.25791,15.65578,28.23567,-1.387859,13.609,24.00065,12.53271,4.335732,-5.165389,12.25215,17.18639,11.05923,25.98378,34.74789,2.576693,-1.509654,25.4074,15.1879,35.28933,16.84609,0.6352851,3.093606,15.171,5.784059,10.71373,-16.20399,9.043566,15.96845,15.44409,16.93258,18.8823,11.91284,17.97881,19.71669,8.874096,38.61699,15.1202,14.00849,13.06572,13.25275,3.876549,8.611641,22.25067,8.587461,-4.041448,6.633041,3.667278,0.4109463,5.824655,-1.610562,12.73707,14.57008,6.179938,12.02919,-10.60494,-25.33696,12.90321,41.30428,47.40588,6.1407,20.24954,16.94772,-14.0647,43.48972,30.48941,1.351336,-15.52225,-15.18479,9.031703,3.176487,19.9647,5.367191,27.32451,17.52581,5.378952,25.95388,28.65325,34.09645,13.28685,11.31541,9.891642,12.76379,5.954105,-0.68453,3.918641,-6.763471,7.139495,3.056732,10.97932,-4.030489,7.384443,8.278242,2.905842,5.986128,32.16442,14.20038,23.51746,11.32943,5.880102,36.02531,14.55203,15.17976,3.89324,14.47524,9.9606,12.56874,10.16757,8.486574,6.634533,13.94474,14.87174,27.54338,21.72287,8.899323,23.27795,15.00646,15.19747,15.32649,20.06724,12.78317,13.64847,18.79813,12.28708,13.06647,12.18985,5.444499,11.48888,12.19353,15.8353,12.33452,17.27059,16.80154,19.92577,18.43146,0.3298893,10.09082,7.606088,40.37059,49.77445,8.605425,43.86123,13.51631,38.69532,40.38754,-14.99418,3.182944,-16.14825,10.96431,-13.216,-3.28414,-1.430546,8.953967,15.93125,12.57232,13.70742,-3.819804,20.19288,32.7809,-7.760922,-8.753482,29.27368,26.26488,-23.7458,16.29113,-1.32909,2.468747,-35.81367,-24.65683,-16.5611,23.16182,1.416334,21.69556,-4.681857,-15.17844,-7.407948,-23.39261,-10.4538,-20.77354,26.73758,-23.4893,-20.63887,9.501955,17.69691,-1.28856,-12.20128,-16.09833
1544933.59375,enter,-16.51615,30.5271,39.85766,12.91393,4.427085,17.39073,15.35177,4.790391,24.77101,-0.7822667,6.53283,4.901549,-12.2579,-32.52401,31.90202,34.70792,15.24237,2.528245,-3.098912,6.251283,-9.937135,43.52533,14.1305,-2.288773,-16.82836,27.26694,7.461317,30.50991,10.77169,8.588803,13.99238,-9.279808,24.4361,4.770842,16.35402,-8.258649,3.915112,10.76172,16.26122,5.869889,-11.75197,3.14611,8.766954,6.811647,31.33082,40.22927,4.798946,-3.785825,22.10861,14.13635,33.98326,25.12295,12.48185,4.069075,15.675,5.887993,13.00461,-18.99328,27.79119,31.13303,27.72524,30.79055,25.85318,21.82874,21.17201,18.48408,18.266,53.89407,27.52674,24.04227,21.77258,24.93498,22.42438,21.95954,30.63371,14.58238,10.5436,15.25066,25.89994,12.3963,13.24331,9.714041,22.61959,22.26589,-3.333336,0.1920403,-14.06414,-43.07409,6.099647,30.67782,34.12771,1.161608,13.13205,-1.400852,-36.63722,37.21981,18.12554,-11.62053,-37.32789,-40.71839,4.678229,-2.723522,5.160369,-14.59693,-4.533335,-0.4590515,-11.46354,9.237662,17.81014,24.74683,13.92123,8.012949,11.57551,10.47424,7.278645,0.2452797,4.627479,-13.21929,5.118097,-0.7807231,0.007650822,-16.659,-9.493414,-5.753587,-3.601997,1.062777,29.94365,12.42531,28.39297,16.54115,3.252271,38.3395,20.70804,10.51741,10.69663,22.43896,22.99177,26.42674,20.89787,16.95535,6.483907,15.59256,17.43007,25.92943,17.10465,7.260057,18.8825,17.40832,17.66311,19.75469,24.83789,21.09667,23.4065,35.62014,29.66621,26.00252,24.73693,14.94742,27.01664,31.80666,32.30771,28.46683,26.16692,21.68531,23.66841,22.62283,5.728039,17.69777,11.9447,49.05421,56.61914,5.716742,48.47997,25.24079,48.78685,48.38726,-2.724971,13.8685,-13.82028,32.07451,0.4602087,7.061585,14.64077,24.22237,41.97443,27.94277,25.51725,10.71782,30.05105,43.72731,-10.11329,-27.14503,13.9132,9.618599,-37.35992,6.195752,-16.38987,-11.89038,-42.20986,-38.2733,-35.00035,4.1292,-13.9018,12.34404,-28.19565,-24.41095,-16.68001,-30.20474,-27.23537,-21.64536,16.11512,-42.77301,-45.85426,-9.7712,13.79345,2.291903,-22.95869,-34.1113
1568957.03125,anger,-12.21308,49.2661,59.83328,32.96017,23.9209,18.94463,21.80645,14.85599,43.91643,10.36177,19.4851,10.73571,-8.788673,-1.712149,44.27928,42.859,30.70545,5.041871,7.08474,23.07441,9.714264,56.90886,25.00582,4.518986,-6.810847,40.44949,6.296858,54.40363,34.93097,34.57096,34.1672,11.94035,48.95252,27.12708,39.39655,16.59288,32.45903,33.28436,34.77861,21.94926,6.673311,23.10602,23.20653,23.19037,44.64744,56.53526,17.74255,13.59811,37.49033,23.27544,48.37709,34.24721,21.89632,17.18943,22.93846,14.0179,17.3436,-1.942436,19.96272,25.92058,27.6356,29.26743,30.304,24.11671,25.58121,21.33104,18.27269,43.39943,29.04356,29.03389,26.24892,25.023,20.90402,25.16261,39.58926,19.37249,9.205049,16.31926,34.75494,19.26474,21.33364,15.32762,26.51003,21.36994,19.65958,25.51674,4.172235,-11.38818,23.53735,48.9399,59.08603,9.973484,27.60526,24.09733,-0.9453623,48.65552,31.04637,11.55234,-10.04594,-2.327614,9.444697,4.11086,19.37401,16.08532,39.4145,13.62499,7.129513,33.63177,32.07306,35.5711,22.52927,13.19107,18.65381,14.94484,12.35266,6.285665,11.69699,-6.912517,7.660583,7.078278,7.895446,-2.095311,4.368841,6.576804,9.681796,12.262,39.7398,22.0195,29.23659,16.80949,4.504624,38.05155,22.17558,16.55822,23.91337,31.50876,30.07158,33.29334,24.84779,23.73379,17.51173,21.41546,23.25071,30.09731,28.02319,15.65337,28.68254,22.39145,18.94507,21.8027,29.34526,25.8859,28.22172,35.32135,30.73869,30.58541,30.01208,19.81655,22.77309,24.12695,25.40039,24.71397,25.77182,23.9931,28.14561,25.23034,6.426526,10.10576,0.3989472,48.04156,55.77593,5.882283,48.96352,17.90526,46.26245,45.49914,0.9205746,17.27316,-10.0928,19.35587,1.123208,0.1375788,2.512724,16.72425,26.86724,16.67387,16.46806,10.9799,28.19321,36.94792,-8.69756,5.901109,42.45623,40.96824,-8.341758,34.92477,11.37636,18.04128,-22.81633,-6.446646,-7.704876,37.56541,21.45689,42.45293,3.332135,4.275826,10.63762,-8.450061,7.653166,-1.642745,46.3403,-3.331057,1.26399,14.06255,29.5477,8.49726,3.211979,-6.114873
