Time,Event,A3,A4,A5,A6,A7,A8,A9,A10,A12,A13,A14,A15,A16,A17,A18,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,B1,B2,B3,B5,B6,B7,B8,B9,B11,B12,B13,B14,B15,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C28,C30,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D12,D13,D14,D16,D17,D18,D19,D20,D21,D23,D25,D26,D27,D29,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E26,E27,E28,E29,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G4,G5,G6,G8,G9,G10,G11,G14,G15,G16,G17,G18,G19,G21,G22,G24,G25,G26,G27,G28,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG4,EXG5,EXG6
1698300.78125,exit,-18.95973,37.90356,44.82273,20.65343,9.705522,1.81735,6.926491,4.248394,29.01449,-4.730285,9.95872,1.331854,-20.49442,-24.01875,40.97323,29.39038,7.37325,-2.800436,-6.807086,7.618727,-1.703735,39.63137,5.335307,-5.19205,-17.66929,28.87095,5.310758,40.68023,21.80285,21.35342,32.79206,2.396544,32.21354,20.41335,30.54147,1.666843,15.77246,19.34789,17.67754,6.788315,-5.0736,3.452828,12.90573,5.291089,25.31712,31.94576,2.222256,-4.825673,23.2686,16.59448,30.41007,18.40663,5.357793,4.212799,15.17542,3.942918,-2.114944,-21.78153,11.89436,13.96127,15.45782,16.00018,12.41012,2.435372,7.322864,5.544624,6.731943,26.5635,13.78606,10.29522,8.006531,6.642141,1.957633,4.577434,16.22354,3.157962,-7.928838,0.2452516,7.947395,-0.4621933,1.750014,-7.759704,8.589231,11.49025,8.322364,17.60567,5.755334,-9.845805,7.784419,43.30442,55.89179,0.201055,21.0638,25.73335,-1.866921,35.61616,30.33455,15.46934,1.868037,8.820248,-2.812275,10.27576,29.68388,18.06034,51.0059,19.17902,11.86626,33.39867,30.0032,33.21083,3.788943,4.547615,1.415114,4.814885,-5.064052,-6.23778,7.438875,-12.44571,6.223567,-2.718119,9.50197,-7.138995,-5.515059,4.199391,2.040472,9.872113,35.81339,12.66454,26.76468,11.51593,4.768601,34.65108,4.969489,5.844067,3.689519,15.197,12.83223,17.19711,10.86543,11.54526,8.289856,12.359,12.56277,19.12053,14.83352,-0.500865,16.93016,8.290507,5.064819,8.369979,18.79489,14.58881,11.89226,20.87994,19.16612,16.55273,12.01356,9.830457,17.65651,16.60846,18.26443,13.00062,10.26907,9.017731,12.40239,8.082152,1.879256,2.132102,1.51526,34.77449,42.80593,-6.327783,35.39517,15.1773,33.20635,40.1293,-23.22931,-6.850444,-30.14631,16.16716,-20.91681,-11.45081,-3.761119,11.74258,24.54436,4.693614,7.505668,-1.357631,8.722097,32.88796,-40.46723,-0.9937981,38.46172,36.86374,-16.33217,21.67077,9.191933,7.959459,-17.97583,-7.840551,-7.132823,38.97136,19.72062,29.93853,-6.284453,-10.96325,3.641092,-11.68468,6.174175,-11.068,33.7425,1.906612,5.83401,18.16539,12.61733,-12.91854,-3.32483,7.114022
1755878.90625,enter,19.43312,74.04469,82.35229,57.99785,49.27245,18.07018,34.74391,27.90827,63.15541,35.1092,45.27084,11.78117,7.15171,5.209069,53.99021,62.89455,45.69392,10.31785,16.11737,32.60975,26.05555,70.66974,40.70581,9.645397,6.231068,42.93456,21.14638,82.44611,64.78044,62.15899,67.03748,39.74908,79.48611,62.26435,71.62033,38.06797,65.23196,59.6838,59.34736,50.74332,44.89159,51.93729,48.32027,41.47983,66.58173,81.69576,47.36092,46.17838,64.1365,46.73385,63.65382,55.62598,41.91277,43.283,45.41683,33.14643,0.7437001,-31.03713,22.79442,28.79907,30.53511,37.1236,31.85216,20.10249,19.45161,12.47192,19.74906,47.28846,29.1734,24.21017,18.22182,15.63652,15.75268,17.57946,26.15778,10.6031,-1.418208,5.888001,16.8597,6.000427,3.363176,-0.286546,15.9488,12.21619,41.84144,46.08257,25.17472,12.19945,36.68148,67.70619,70.30273,25.47635,35.62703,31.23529,12.05396,49.89709,39.22998,20.19637,3.844607,9.883486,8.597539,15.39207,25.19881,18.80824,48.60386,14.35679,8.80727,35.55042,28.12583,33.0025,13.18589,9.769683,7.441529,2.984419,2.621219,-5.333781,-4.353051,-18.69049,7.198413,-0.1882358,4.729875,-14.05981,0.03309873,6.196493,8.492034,-0.7623484,22.40642,11.49294,30.92999,11.70055,6.096412,38.66525,20.13375,16.17796,46.0073,49.80404,44.95611,45.84165,45.87239,46.86813,42.52591,40.6533,41.94068,46.65359,44.83974,18.11717,35.77899,29.66387,29.18813,34.27786,46.90987,39.52064,42.67828,42.43232,41.36553,45.90922,48.20301,33.59454,35.51649,34.70451,33.86091,34.6833,34.35614,28.52746,29.58542,26.8056,5.594096,13.77689,3.412247,41.7846,53.11887,2.570595,49.18638,14.87458,38.45663,31.40398,-21.21509,-6.006805,-17.91453,26.50503,-19.90816,-3.174564,-4.094566,16.22721,28.50269,9.662029,8.078485,6.194248,13.22029,43.40323,-25.79496,33.02408,76.37818,72.41431,22.24679,65.92259,41.51222,41.12819,12.00545,11.01641,19.36408,57.78917,41.84569,63.01638,29.53938,27.64373,35.55519,25.4676,25.94218,25.90242,65.26131,15.2946,14.44925,7.244689,25.1687,3.683525,23.64986,19.34813
1885917.96875,content,-13.3384,44.31477,52.71297,30.29219,17.90037,14.6303,17.37918,10.67227,40.19844,15.25553,13.74765,3.219498,-9.138499,-12.17646,38.51428,36.65515,15.64785,-1.925696,-0.06335931,22.14983,-2.514456,41.9348,14.51855,-1.326747,-6.814427,35.10229,10.66422,49.69571,29.16832,25.00113,31.38901,13.67902,39.29942,21.5454,34.33363,4.404555,20.78837,27.64774,25.17423,15.73466,2.579173,15.98618,20.09839,15.49382,35.77243,45.32161,15.10056,7.356189,31.95796,22.5351,40.36821,28.81833,15.58543,11.44831,21.58144,14.80997,15.81518,-12.46487,23.04401,27.67879,26.98362,32.09177,27.60522,17.88023,21.93034,20.62745,22.13901,40.64257,27.36479,26.32183,21.791,23.0634,19.52075,20.69937,31.94592,13.52509,7.794469,19.13809,23.96582,9.690575,12.09292,-0.133359,22.32702,16.28568,10.96511,19.94542,-0.5020611,-12.80175,20.32075,43.41311,50.24514,11.11133,22.46077,20.25148,-9.119136,43.72582,30.37198,6.846613,-13.88169,-14.30407,8.334821,2.549425,18.11824,7.679193,31.24747,16.37955,5.013109,37.07849,33.19456,32.96613,16.7396,12.00522,13.61559,11.30134,10.66321,-2.092865,6.572054,-9.459403,14.67764,3.665337,10.67824,-3.372343,8.174535,15.25345,14.47821,11.85429,40.21531,22.12071,36.14211,20.32764,12.43637,43.23384,18.296,15.22797,13.09481,26.04289,23.12909,27.02879,20.15125,20.86028,16.89627,20.40702,24.10141,28.22382,25.33188,12.54445,25.50019,19.46392,17.48694,19.58306,26.05687,23.06395,27.15074,33.41364,29.17875,25.82516,21.11362,18.1652,28.14071,27.53417,28.44505,24.96768,23.12212,20.80144,24.09629,21.44397,1.160607,7.495842,4.500868,43.15215,51.25146,1.183865,46.57156,13.99541,39.53067,39.90617,-6.232908,6.037109,-5.541389,28.32718,-4.957212,-2.185029,2.444409,18.11247,31.86552,21.59302,19.47735,9.108503,23.07336,41.91333,-6.314096,0.6822333,41.12032,36.06799,-11.10079,28.79369,11.42859,6.907567,-21.62008,-16.16408,-8.093361,28.22174,15.03894,30.14261,-9.238735,-10.01052,-0.5291344,-12.1836,0.8837941,-10.19954,34.00513,-12.91675,-14.78393,37.81551,40.4331,19.14918,-4.483508,1.585601
1928039.0625,exit,-16.48464,39.7782,47.84321,20.04176,11.0906,15.20844,10.61407,6.1678,30.88476,-1.396454,11.08962,4.946369,-18.43568,-28.12465,33.62771,32.29398,11.54578,2.673649,-6.444215,7.718468,-0.3103515,39.6593,11.42076,-1.653235,-19.79196,27.93645,1.817963,41.20117,25.41722,20.70521,27.94839,-0.0748863,34.07572,21.16716,29.74965,3.186876,18.77024,20.21069,16.65351,7.849163,0.5795818,9.929829,14.04645,10.64649,25.61605,35.94324,5.335805,0.3401181,22.8343,14.20554,35.4983,17.66615,1.914716,-0.8291944,12.70551,4.495282,5.1887,-32.10789,8.430656,10.49695,10.52436,11.50889,12.89816,8.723952,10.65258,14.94819,8.28297,27.77355,12.44848,12.97126,15.74522,11.78848,4.942488,9.34812,20.59446,9.249193,-1.479107,9.321943,15.90653,2.888821,7.370443,-5.554656,14.20268,8.654674,7.87275,14.1396,-0.591345,-16.411,12.13018,40.62436,48.98061,5.386753,18.24805,16.37416,-9.149542,41.18547,24.67978,3.039378,-17.46288,-16.30467,4.938655,1.875487,14.57846,6.643931,29.01286,12.21729,5.21449,25.812,28.67326,25.85541,7.811504,3.944973,5.214246,6.72665,0.8908552,1.770761,2.766221,-6.115547,9.677232,0.2032678,6.11019,-10.50413,0.9960887,2.771669,0.5443943,10.18119,34.38863,13.80603,24.60332,1.465852,7.439884,34.22985,6.464854,7.15519,3.863122,14.78954,8.436306,9.735324,8.092818,3.518887,4.15547,4.700888,12.39012,18.82603,19.85818,5.51357,18.20053,10.91901,5.491739,3.840163,7.246277,5.249539,6.197001,11.42292,13.82264,15.42068,13.62725,6.60519,12.93135,9.397966,8.5169,2.747684,6.750813,9.592925,13.23436,8.342118,6.213394,9.913795,5.960359,45.51257,52.9859,4.44545,49.29892,19.42711,41.46023,43.69879,-13.80461,0.08228309,-23.92147,15.1246,-11.49204,3.220838,-0.9028185,16.82896,27.14327,11.80428,13.9112,4.016024,19.15314,33.71463,-24.55351,-11.31928,31.31138,28.5534,-17.48568,20.73055,2.889453,-1.479659,-29.27147,-23.02073,-16.81466,23.07222,5.08414,23.34293,-12.84504,-12.04262,-3.969726,-18.66464,-8.722638,-13.76615,27.74543,-19.98499,-17.93269,14.08796,14.04942,5.501597,-11.45168,-4.080204
1985625,enter,-1.491793,48.08236,56.99675,31.76318,21.74637,20.52867,27.82047,16.48512,40.22319,16.04245,19.52014,10.2278,-4.318598,-7.963482,45.8322,45.75441,23.03432,9.964084,10.93246,21.62376,12.96566,51.90445,19.79649,8.138339,3.394441,37.13232,11.00523,48.36393,31.90831,24.68535,34.43506,5.344992,40.43675,28.27454,39.42823,14.62705,29.42877,30.63965,28.13806,21.31253,10.30356,22.20262,25.18082,22.69357,39.14093,48.19859,18.66078,12.67417,36.6081,27.19128,45.51988,27.08005,14.19105,13.85202,22.6582,17.90246,1.711985,-14.58644,13.9038,17.06682,19.35274,21.79464,20.17403,13.19576,16.70284,13.63248,12.34698,36.83372,17.06332,13.14003,13.74743,13.93268,10.59927,10.76302,18.57711,7.653959,0.5151603,4.207117,10.62953,0.7214323,4.344032,-1.520528,15.98875,29.1937,15.29653,22.15201,-0.3531544,-15.02943,19.56067,43.1253,51.10901,11.48897,23.065,18.76933,-14.75908,43.27636,27.20678,0.5674325,-16.06513,-16.48084,3.888568,4.682895,15.70219,2.180186,25.31615,10.11899,-4.039499,26.93888,27.70473,22.51479,13.14406,8.210211,7.867277,6.056134,1.658909,-13.10572,-2.431536,-12.27535,9.825622,0.8923867,5.541619,-11.26417,1.836037,1.742666,3.361416,6.642313,26.37104,9.348264,24.47416,4.475469,8.622539,35.3722,16.91358,12.57875,17.47576,26.97995,21.53456,21.85345,18.31819,20.94866,15.78045,18.90054,23.63012,29.37255,31.16843,10.06038,26.9585,20.66378,18.777,20.75206,25.41498,19.27838,21.37793,24.82574,21.92431,24.63425,26.01243,15.5653,19.63413,18.44083,19.22056,11.99628,20.86155,20.9047,22.67635,22.23496,9.914327,15.68264,13.80479,49.03122,57.60867,11.23941,54.38236,25.97499,48.33725,40.52175,-22.92595,-3.623223,-29.50257,18.57222,-20.43895,-3.840498,4.655003,18.77225,30.99512,15.26064,12.92446,6.498111,14.16703,37.15441,-18.39038,-1.799767,39.59877,36.43683,-11.49226,30.586,11.47127,4.974032,-12.35229,-12.41281,-13.54269,26.85687,12.28747,29.70038,-6.136437,-2.684935,-0.4153944,-12.67891,-2.592793,-6.837499,34.82482,-17.74182,-17.48018,11.65855,21.54223,7.964196,-4.652497,-2.67301
2085054.6875,sad,-9.19942,37.42393,43.14837,17.47923,5.017686,9.514583,19.71082,8.013155,29.26867,-2.866978,2.330431,2.47793,-11.20322,-18.45626,37.26113,26.77731,12.3756,1.789945,1.142597,12.77004,-0.9936812,39.289,13.24379,-6.379002,-5.888092,30.34813,6.797833,33.16139,17.27637,12.90286,23.29712,-6.106369,26.14264,13.19286,26.41054,-2.831243,11.39745,14.7663,16.35584,8.074695,-3.320803,10.99531,12.09347,9.318857,28.96699,43.50953,11.59641,5.483265,29.52096,16.31801,33.62393,22.26691,12.52413,10.65718,16.86096,10.21693,12.56684,1.476821,16.45192,19.55689,21.60747,23.18884,20.74646,12.87952,18.29431,14.29657,11.82124,32.59274,19.61278,17.18259,15.80449,13.67304,11.41763,11.92456,22.34812,8.035891,0.4163863,8.819925,16.41702,6.04404,7.675591,-2.595193,13.1894,7.689936,2.577984,10.809,-2.761758,-24.37609,14.47833,33.71527,41.81557,3.813235,14.73637,7.626628,-23.11146,38.38593,25.19375,-5.395763,-27.08816,-27.65874,1.788113,1.063156,10.859,-10.5317,17.59005,-1.157623,-10.97565,19.26463,20.50867,13.80347,13.64189,6.020122,10.55928,7.507868,4.216102,-4.67451,-6.664588,-14.2867,5.935639,-4.295075,8.659903,-12.6175,-4.556803,-0.7776651,-5.783504,3.445156,22.80723,2.77097,18.56159,0.7283126,4.671976,34.65793,16.39761,12.42322,8.711699,22.91671,20.05397,24.08545,19.00832,15.6842,15.59393,16.84039,17.79937,25.91991,21.38579,7.800218,20.28435,15.5611,18.24434,18.41679,22.86273,18.09504,20.44606,29.57266,22.93921,21.10411,18.23546,12.29813,20.79957,22.29793,20.75508,17.34575,19.18847,19.14174,19.26599,18.37827,-1.358396,6.465022,2.369893,40.85223,46.13404,-6.182025,44.71778,5.420397,37.08728,35.87542,-12.93873,-4.524473,-27.27655,17.9795,-10.41423,-7.633828,-2.576814,13.63745,24.77032,7.944104,6.251711,-7.345262,9.543904,34.18431,-34.52242,-7.095594,28.72879,23.66628,-20.29886,21.85536,3.368712,-4.424667,-27.46991,-26.41893,-10.60687,19.69905,5.541676,22.45303,-14.28969,-17.16407,-3.715467,-22.66112,-7.123786,-11.96008,26.21423,-18.82763,-21.37368,6.64627,20.99601,0.7606485,-15.73129,-10.64606
2123949.21875,exit,-0.4754577,43.77674,52.45569,27.32903,13.94267,6.977619,14.1936,10.38864,38.18925,7.174665,14.51838,-2.285632,-19.39359,-17.45819,39.10711,38.5088,16.34905,1.453471,-1.494411,12.85428,4.168927,46.33374,15.1941,-7.321104,-8.680186,28.29672,1.942156,43.65068,28.4361,26.48809,37.8958,2.235754,38.62613,24.92344,35.72452,17.83223,21.25901,25.68984,23.82391,11.70366,3.772688,16.50807,20.99411,17.62337,28.93813,41.80361,15.13214,7.373861,30.11628,22.21129,41.39857,22.32581,9.653788,9.502195,20.63273,13.89661,11.09362,-15.95463,5.644007,14.27672,19.59874,22.86398,22.97458,16.83683,18.44493,18.00474,16.0864,32.12778,19.62141,19.70482,20.88237,14.3309,9.966377,12.92163,23.74812,13.52994,-0.5728775,6.50712,18.84069,8.860321,12.99559,-6.117485,17.94895,20.20314,13.36726,21.84345,10.67188,-4.553156,22.63777,44.1463,55.77018,13.12996,23.39408,20.36812,-0.8972375,48.96127,33.4041,16.40103,2.459735,6.548042,12.6867,8.821845,23.18832,16.01726,46.08068,24.6791,13.81628,45.27856,43.10151,33.02237,15.03752,10.27109,14.44069,12.73311,9.768939,-1.945428,6.30736,-7.044796,20.81717,10.29087,19.62769,1.431144,11.76935,20.78542,12.75211,20.39095,45.67204,28.59736,38.45253,22.64277,20.62105,49.48318,17.09882,17.442,8.608446,19.81351,14.96655,17.47914,13.69867,18.32331,12.43109,16.71823,17.64444,31.62253,26.05479,13.65976,26.76782,20.10861,19.9278,20.23131,23.31424,17.10115,17.10064,20.54746,16.78341,16.7812,18.17473,5.563248,13.97869,12.55079,11.93805,13.79568,21.84853,20.95382,27.39485,21.30422,-0.5447816,0.5391865,4.775419,38.23642,49.00035,0.7018879,41.97901,14.32562,42.91065,37.3163,-21.3085,-8.688082,-15.84765,10.56274,-18.90464,-2.961439,-4.965219,7.525626,21.53676,5.992939,9.348094,4.161945,14.83401,27.22994,-16.91713,0.0324444,36.42463,34.68898,-8.360229,26.64636,3.583714,6.257553,-22.49223,-8.781348,-3.785064,33.59247,19.49143,32.71896,-10.95738,-5.791765,-3.816398,-15.46654,8.754246,-11.97335,38.34674,1.539619,2.898525,31.12285,19.80766,-0.88805,-6.945111,-0.1123603
2181527.34375,enter,-24.91903,32.76928,42.23247,19.18575,13.00167,-0.2029424,4.670661,-1.224475,38.0078,4.778353,10.0846,-2.102344,-17.74942,-18.97728,24.68178,32.74722,9.466356,-6.669148,-7.762353,6.657572,-10.53409,37.39283,12.00796,-5.799723,-12.79978,23.83256,2.218705,39.14864,23.18373,17.72189,28.76111,1.723987,33.42682,21.55726,31.20394,3.717463,24.23747,25.24085,20.35563,17.08475,9.175961,19.60068,21.97074,17.07945,32.48254,45.90345,17.13183,13.12595,34.75632,22.73598,40.7929,23.57084,15.14021,14.49909,23.01428,13.18533,8.565868,-6.122941,15.81148,22.22785,27.9902,31.37961,26.62772,17.16909,20.837,17.17989,16.96466,35.15976,25.80251,22.43014,20.77605,14.62698,11.79033,18.10884,26.27794,15.68302,5.195082,11.91195,21.60444,14.1833,6.918531,-5.250329,14.95852,11.92523,11.58234,19.26242,-6.091661,-12.41455,17.25913,39.31848,52.57139,6.003428,18.26631,18.67786,-9.957589,39.65829,27.34443,9.785516,-3.180396,-6.875117,4.067084,7.511223,17.76058,4.036669,35.92218,8.808183,-2.163522,29.37865,26.6061,13.81771,13.85932,8.666786,14.327,5.185363,5.344636,-10.31636,1.992169,-16.96846,5.450664,-3.823501,1.717667,-10.78608,1.55412,1.273211,-4.763838,3.469949,26.93162,7.052987,23.58921,5.197616,3.946526,36.06082,17.41897,12.06601,6.821815,21.97497,19.72781,23.49797,21.47228,21.23357,16.7666,19.33845,22.95682,26.85538,25.97664,8.27963,21.76825,19.12995,18.65774,22.17824,25.50302,25.65678,22.94647,28.9176,20.67775,17.21753,14.94623,6.877266,18.41098,20.67424,22.46303,25.0183,26.58862,21.70108,23.32458,23.37177,-7.060724,-0.8633677,-2.80649,32.28332,43.94367,-7.266845,39.09615,9.024204,35.7555,32.05937,-19.04199,-8.127632,-24.65022,13.86589,-16.81286,-16.92239,-6.73198,5.961301,21.0558,2.943683,-8.713886,-4.545768,9.011708,26.63939,-28.1874,1.087038,34.09194,28.99033,-11.50365,21.84781,6.402164,-4.088261,-28.11774,-13.2598,-13.13969,25.24089,10.55395,23.81812,-17.08055,-14.54767,-7.720641,-17.16653,-3.283546,-18.80964,26.60759,-13.82183,-11.86204,13.05908,18.04216,1.660559,-13.64591,-15.85519
2304101.5625,love,1.36999,48.04452,57.02652,28.25499,18.06381,22.29449,27.9412,19.21658,44.34028,9.556238,17.5215,6.486595,-3.129502,-2.312637,47.33698,44.97631,23.32496,17.04757,11.34826,19.31488,6.718711,54.27969,16.03541,8.085121,4.395977,32.55524,9.177104,44.89653,31.67653,29.03572,40.3778,8.708749,39.33146,26.27393,36.77123,4.92704,26.55322,30.1068,29.74466,19.93215,9.323914,19.65356,23.74032,23.80256,36.00695,50.02547,14.84415,9.950025,32.58308,22.935,46.49527,23.6923,10.09783,10.31172,21.04498,18.92257,15.92499,-15.83362,10.61476,16.39019,18.73634,21.53888,25.52141,19.61517,21.75809,17.62243,16.50949,32.63393,20.77343,25.88733,25.53783,19.21315,13.51995,14.77603,30.58472,16.66511,6.801842,9.686275,17.26143,14.83117,12.79284,3.564798,17.81732,13.69683,20.61193,25.35848,6.479568,-3.557365,21.41726,47.95987,56.27335,15.27984,26.0155,23.82854,-5.935038,47.33412,28.93526,10.25274,-5.017581,-7.955162,7.63779,4.410007,21.79324,11.11144,30.99784,18.43249,8.123822,32.47667,33.67236,21.87221,13.39445,9.379011,16.0496,9.583082,7.126097,0.2181919,1.655869,-13.30618,17.44914,4.544906,10.05704,-3.183742,9.596288,14.81937,8.296396,15.25696,33.32643,17.92017,32.82402,16.89987,16.18403,44.69486,17.32375,15.83944,15.08039,19.88144,14.53583,13.18929,15.37811,12.05846,14.45019,18.83071,22.27886,32.78166,32.07518,13.82877,28.01763,22.32583,17.57663,20.75776,21.7975,16.32986,12.04843,16.58849,13.74715,18.74269,21.72385,10.89095,12.00368,9.294793,11.95162,8.035764,20.75169,23.8881,23.75897,22.2127,7.224196,17.03404,10.56018,51.70606,56.40042,4.11848,53.75285,21.21325,42.49014,50.16986,-6.253899,6.755466,-21.28921,10.46573,-4.30513,-2.146251,-0.2168034,12.24921,24.33578,12.80305,12.77032,7.253152,19.8787,29.25965,-16.21405,1.377254,38.29361,35.91649,-10.1974,28.71363,3.55226,5.824445,-20.87374,-10.85926,-9.127835,29.45022,13.38492,30.51611,-7.639207,-2.041779,0.3088507,-2.495955,-2.019514,-3.775815,32.33394,-8.36876,-9.096687,21.09923,31.39422,15.80333,-3.042943,-12.49365
2306550.78125,love,-14.83267,41.11671,56.77837,32.83801,19.02916,5.898966,12.73717,3.303864,44.30053,18.28977,18.08971,-7.942657,-15.37334,-15.31301,25.5737,42.34451,18.17992,-5.867835,-7.830481,4.895812,-8.581285,42.14987,18.06267,-9.788519,-14.05448,30.77869,-21.07056,46.08896,34.00972,26.08743,43.56091,10.3117,41.03547,26.83493,40.23087,11.012,27.59746,33.15499,30.25574,19.2438,10.15603,25.13772,28.68934,27.40678,35.53355,50.88442,19.39365,14.37992,38.62647,28.48426,48.86908,26.60546,15.82837,16.04654,28.6186,23.37792,-4.056449,-20.11519,10.48884,16.09911,24.13933,25.6267,26.5124,18.13891,23.07156,3.396032,9.682342,32.20985,21.35528,19.79442,20.21318,9.197373,3.013512,11.19013,22.20589,10.95969,-3.546632,2.256353,11.7387,5.007112,6.119674,-4.842556,9.289693,9.670304,19.59772,26.67949,0.8494607,-9.746916,28.93213,48.59423,58.24984,19.1678,27.17453,26.84071,-3.688974,52.9758,37.06421,12.53625,-8.420385,-6.182163,12.62739,8.03413,24.52773,10.61108,30.92695,16.5693,7.624379,29.69452,28.71064,16.32281,18.20265,11.81495,16.24959,9.009714,9.987525,-9.332211,-5.970677,-12.66867,6.138622,-2.46872,1.294826,-9.654841,1.246766,1.760429,-0.7420896,5.972791,26.33226,3.950864,22.08506,2.52911,3.669223,30.64923,20.57817,20.12758,15.05151,21.7914,19.11075,22.42024,22.49428,18.81577,20.13419,26.45967,27.46898,51.67236,35.68147,17.78602,32.35054,25.74135,25.57852,27.07834,29.63462,24.27483,23.08416,24.86249,20.9919,21.05109,21.35719,5.762849,15.2297,18.5658,20.69756,20.05039,25.82207,26.42814,28.38493,27.3184,-6.622738,-8.497626,-5.109664,26.19227,38.00661,-5.982741,28.65469,2.280364,30.8305,29.1257,-24.01926,-7.484821,-29.82691,15.79832,-21.59051,-1.617398,-5.927987,10.08979,26.26019,8.305558,9.515105,6.808434,9.285645,29.40513,-25.75923,4.147754,42.04113,35.55196,-8.749827,28.55374,4.709634,1.795713,-12.62636,-18.75633,-11.80426,25.77955,9.059683,28.80158,-13.67358,-13.53549,-4.278825,-18.33635,-4.092487,-13.83485,32.33454,-13.05797,-16.65112,12.59395,15.06203,-12.50221,-16.70514,-12.43996
2336398.4375,exit,-10.86215,43.07579,50.63578,24.61947,16.76368,9.948266,14.94275,12.30182,33.91327,2.788441,14.98975,-0.07019489,-7.315919,-8.429605,38.80146,42.93152,19.89143,6.184598,2.019535,13.72543,3.850178,47.70167,20.54089,-0.1684845,-0.9698477,28.38501,6.604644,38.08649,24.18969,15.72036,31.77445,0.05854885,27.91415,14.94405,25.42573,-7.901302,13.38963,12.67396,23.15864,10.89109,0.2487209,6.967078,9.099504,8.292436,31.66992,45.54345,12.6157,6.103502,27.29157,12.88125,33.30714,23.63328,13.37426,10.38411,15.23314,8.743764,17.71299,1.039331,19.17434,26.32162,28.32418,28.21264,23.55998,15.487,14.57683,21.8473,22.91785,38.60792,25.92583,22.08428,18.06514,25.79803,17.28588,16.88982,31.04859,8.43743,16.66709,21.33113,19.25321,12.69361,9.320645,10.65177,20.63641,20.96156,3.547245,15.09413,-1.382243,-12.69693,10.60349,37.27295,47.00285,6.496821,22.46157,15.98905,-13.08741,43.47762,26.76077,7.346327,-7.114985,-5.639509,5.610281,2.755339,19.39244,6.481398,35.03378,19.27626,6.347882,35.19465,30.71306,20.73287,5.201398,2.582521,5.853501,0.1367621,2.174173,-9.466477,3.81175,-14.53505,-1.537163,-3.676262,5.492578,-6.046301,0.7939219,3.482652,1.194523,5.600135,27.17548,10.42581,20.38424,5.799711,-3.381295,28.14039,11.70541,9.621457,8.626616,23.70353,18.86559,22.86222,20.56831,20.91147,13.17585,16.34497,18.64737,27.93628,20.04951,6.417869,22.17274,14.34527,12.58815,18.5786,25.29555,23.61861,24.93042,29.07591,26.59095,22.52152,23.48577,15.24865,20.91457,22.73413,24.99659,23.22949,23.63085,15.41719,18.92646,17.24951,1.333499,15.42588,7.037341,47.06279,52.90518,4.114918,47.75824,20.17797,44.68848,47.50701,2.561603,21.00514,-5.331192,21.95854,5.942488,2.207298,8.703881,17.67408,34.65226,20.06755,26.03995,24.75407,28.80906,37.65356,0.08515707,-11.24655,28.12635,26.73478,-20.21466,22.29783,1.61586,-4.790666,-23.08434,-21.66159,-15.90983,18.60656,1.194642,23.517,-11.97729,-8.18459,-5.609527,-14.46123,-7.647963,-12.55101,29.27982,-16.68674,-15.43175,13.47835,7.169543,-4.151502,-19.32608,-8.09358
