Time,Event,A2,A3,A4,A5,A6,A7,A9,A10,A11,A12,A13,A14,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B32,C2,C3,C4,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D19,D21,D22,D23,D24,D26,D27,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E11,E13,E14,E15,E16,E17,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E30,E31,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F16,F17,F18,F19,F20,F21,F22,F23,F25,F26,F27,F29,F30,F31,F32,G2,G3,G4,G9,G10,G11,G12,G13,G15,G17,G18,G19,G21,G22,G24,G25,G26,G27,G28,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20,H22,EXG2,EXG6
1079800.78125,grief,22.48202,10.32558,8.943666,2.737528,5.974943,26.28139,24.02689,10.21565,6.772494,6.150723,5.916204,3.442839,14.49271,21.70785,-0.3904765,3.296572,17.7458,-4.705352,34.35033,17.87155,8.027972,26.9686,18.75012,4.473685,50.2953,20.80527,19.76964,26.3444,15.64751,15.82718,14.45519,29.22473,39.56902,8.163515,43.37787,35.37372,6.084386,20.00401,2.814698,14.19033,0.8170571,2.478203,20.09744,20.73602,5.169784,35.53458,17.72313,10.12544,10.69272,6.919104,1.711155,28.12809,32.59285,29.95144,46.14571,29.10457,2.731124,20.69493,21.0724,21.62117,21.43135,-17.78887,20.82327,34.18068,70.19392,1.99243,15.73433,3.186678,21.92605,3.659114,-0.6862082,35.63967,33.6679,16.21592,34.27075,8.720569,7.275118,38.12945,35.40575,6.349292,42.13611,9.262844,18.61143,10.32343,14.56089,58.13326,21.50773,47.10374,22.06729,50.00819,9.241699,8.737535,17.5063,39.61555,50.59814,11.69631,9.773773,9.549085,35.60775,15.8122,43.19075,19.60922,31.02089,58.68477,7.062693,29.76801,29.26204,7.213006,32.21711,55.61522,53.16296,29.6504,-11.9467,5.024506,5.271291,-12.6512,-5.638223,-2.604151,-12.62154,-0.4136693,6.125005,-0.5665075,24.10811,11.74549,41.06083,9.631801,11.6108,6.292898,20.95144,30.38103,7.823605,16.65174,41.50326,4.364173,32.18352,26.55642,17.36035,-21.72346,14.8587,20.79878,-7.033018,15.88758,3.971389,21.27271,4.753049,-8.696103,-5.818342,1.118322,-5.399017,2.358483,-6.672271,-1.497335,14.52338,-4.597356,-10.20656,-6.953402,-5.268908,-5.570476,-8.327315,-2.961145,19.70173,19.80562,4.152557,6.897316,2.015044,11.82868,9.681305,9.115214,15.99657,16.69465,11.67312,26.42009,17.16816,9.838977,10.03726,-6.405737,5.249154,4.198011,-1.164456,-0.5723969,3.911569,12.05466,8.020119,13.29737,15.80322,-6.677317,14.73423,52.54026,28.32176,37.75187,16.04112,57.69366,48.03532,-6.662067,39.58941,23.8427,85.5233,11.93719,24.49969,17.84721,17.83007,30.18625,78.71997,12.0951,15.49169,12.34732,50.87656,25.06122
1308988.28125,exit,-6.95966,-12.8164,-12.21967,-13.40452,-7.655824,17.9728,2.224289,-11.71346,-7.465205,-5.455919,-3.536072,-0.2595187,-4.356147,1.338945,-13.43193,-8.327976,12.59606,-10.60843,14.11074,-0.5639354,-1.315879,14.06122,10.18421,5.933006,28.78023,0.7446211,10.98224,13.10001,6.018142,-0.8279364,-2.78637,7.447986,29.17163,0.3512739,30.76262,24.04157,-9.742484,16.11103,-3.885698,2.174336,2.496331,1.399464,16.58182,13.60054,1.383106,30.10135,19.81129,12.04748,11.81304,5.672744,4.954689,28.76741,27.74341,32.24322,53.07292,31.31755,5.945333,32.49717,35.27307,38.9115,39.49399,6.746805,45.51292,57.29269,65.41606,18.11698,31.12844,19.4596,41.45238,26.35073,14.86623,48.30793,48.6473,33.20924,52.60984,17.68696,20.79511,48.04082,44.26384,16.94329,43.50108,23.04437,26.05141,16.01053,17.00676,64.38724,7.058669,22.70627,-4.731056,22.05572,-2.201467,-7.702417,13.37499,29.24324,36.69311,-8.555371,-20.03474,7.203134,29.14447,2.811868,24.08738,-2.266668,29.04763,56.15434,-2.956312,13.70737,7.744455,-4.930284,22.10858,52.00797,40.94488,17.46921,5.77804,12.76911,21.3831,-0.36295,4.521202,3.913322,0.1312217,8.527419,2.3513,-18.39987,5.33238,13.62,37.97698,6.079487,-6.89644,-1.400117,16.62783,21.61774,-0.3731394,-4.081838,29.23363,0.2672355,28.0983,16.0456,20.66909,-0.1967297,20.61696,27.37296,7.102328,31.79568,14.83104,34.75596,15.00967,0.03098155,-7.723452,8.586841,-4.082796,15.98991,16.94462,15.48417,36.02954,13.81499,6.174012,4.456296,-1.822853,-3.87101,2.440447,12.03099,36.29311,39.92525,25.26605,21.75535,26.56696,-4.163062,-4.827562,-5.938624,11.41348,19.94065,13.99147,28.04658,23.9362,13.97911,8.303458,9.440242,11.42122,1.28238,10.01343,10.00889,19.95264,16.67992,13.56345,19.81613,22.6555,-1.512497,-7.252924,30.69684,8.239557,19.43097,-1.993196,38.16534,24.02901,-34.26131,8.449961,1.149039,50.40618,-16.7814,0.5341535,-6.690833,0.4203225,2.36558,43.58696,-15.30908,-15.10248,-10.1832,17.80041,-3.268512
1366566.40625,enter,-14.58823,-19.29193,-15.76371,-16.29908,-9.134895,17.73525,-6.23322,-20.12073,-13.56344,-10.56409,-6.521003,-1.732376,-13.27728,-7.080681,-16.77769,-13.10052,8.805157,-11.58866,5.053876,-9.422999,-4.885665,10.53704,8.662729,5.698082,26.4502,-7.524774,10.79917,11.4485,4.78047,3.490847,1.513831,11.89033,26.76526,0.08576013,32.98608,29.35775,-2.143329,14.43344,-4.561584,8.961297,-0.5005139,-2.374067,13.18192,13.59269,-1.60695,30.58541,15.76458,4.075174,7.26819,0.6068296,-2.871839,22.0245,25.71617,26.87632,45.7598,19.3115,3.007404,24.15698,22.65481,23.05287,21.39927,-14.34566,24.96251,37.07346,60.26089,5.367294,17.15501,5.920667,22.89291,11.34023,3.119871,38.06482,37.92533,22.01497,43.66653,10.03736,11.59256,37.53893,38.89783,9.866352,43.37298,15.71321,24.74273,17.70459,13.7543,65.87312,15.29808,31.3815,3.532574,36.83963,3.113147,0.7892571,14.34942,33.34617,43.6511,3.340513,-8.912526,2.661103,29.58573,10.66429,33.89581,11.16964,8.50822,55.80207,4.621092,22.05125,19.20331,0.3808792,27.63356,50.18379,38.12663,15.07416,-10.28154,6.697253,9.738789,-3.403816,-3.989935,-10.57249,-9.427123,3.382904,-1.99282,-7.800784,14.94215,11.09933,36.96265,3.475552,-11.11309,-4.597231,14.10567,15.79301,-3.742507,-10.13312,31.41598,-1.680669,24.22879,18.60186,13.56231,-17.71852,14.83159,18.65611,-10.07169,7.732704,-0.6544458,18.46826,3.544051,-6.147541,-5.489417,3.756727,-3.468715,6.225408,-9.769376,-6.849967,7.539823,-6.313269,-10.81735,-8.155377,-8.271646,-8.075382,-7.734801,-2.514141,16.16851,17.23651,-0.5997661,5.558222,2.221911,-15.14499,-16.42934,-16.35199,2.732863,9.390581,3.695537,19.7917,13.84095,11.56509,6.406402,-1.89344,10.50892,6.953378,2.359792,3.372912,13.0653,14.6851,12.0469,17.73831,20.80467,-4.261946,-1.842313,35.08946,10.41112,18.99156,-2.075989,35.95348,23.14421,-25.79232,20.8569,0.8088007,56.30293,-15.68656,2.744604,-6.897405,-8.341796,0.7404667,43.05963,-15.95245,-14.41636,-7.765553,18.82375,-0.114411
1408023.4375,awe,-15.37833,-21.07035,-16.68551,-13.15986,-6.476871,23.89036,0.2596457,-14.89756,-10.27643,-6.662118,-0.4245679,9.540489,-5.930332,0.7336845,-14.50542,-4.928308,15.46395,0.6609985,13.14505,-2.099472,1.931275,17.11282,14.65098,12.03311,28.67703,-0.2898205,15.52993,14.00013,8.123102,2.770951,4.89469,14.90868,31.48891,6.405333,38.87329,34.38202,-1.873546,24.11522,5.098768,14.0922,12.52343,12.86264,29.68831,28.68779,14.62823,42.67766,31.28549,23.04181,22.71304,18.42321,15.49839,36.89819,37.24063,41.99331,65.01029,37.05711,13.49431,35.79007,35.09129,35.3526,35.59259,6.320502,41.22079,51.91348,75.17144,19.04154,32.81246,18.67225,36.19293,22.93692,15.38351,51.27534,49.54066,33.25182,53.57745,20.40886,23.61115,49.2823,48.06784,18.62888,48.11229,26.19956,32.98349,22.02437,24.57396,73.25195,15.18263,30.79946,2.261675,26.42434,10.15864,2.108991,20.27173,35.68158,42.37933,-5.743651,-18.09456,10.90836,33.64927,11.24248,27.43353,-2.619201,28.83555,60.45531,3.455739,16.2682,8.704082,2.759568,28.64647,61.37811,52.0052,29.85585,-3.050937,7.658144,14.67394,-6.952339,5.410715,-1.237068,1.151643,22.16628,12.90505,-5.179908,19.81809,22.44108,46.31134,15.10983,6.673373,9.564348,28.21206,34.93176,15.42837,10.2017,47.37473,14.24225,41.66608,33.79877,30.95827,-3.883353,28.5203,34.77263,11.86132,27.69352,20.65623,39.62244,17.05163,4.52912,1.229464,9.04965,-0.6997347,17.58681,16.50474,14.53239,24.16137,12.69669,7.40428,8.168511,3.761177,5.347014,6.46007,11.93267,31.42115,39.20148,26.82536,22.71281,23.75785,1.539916,-6.621028,-7.562514,22.88727,34.81376,23.09699,37.25554,34.2076,18.71232,17.74544,6.961893,17.05134,13.21144,9.089389,13.07935,22.43937,22.60197,19.03205,23.89023,28.28279,3.724763,5.31725,36.75516,13.94678,20.87602,-2.436441,37.37514,22.2762,-24.61733,19.3972,-1.156815,50.57474,-21.64024,-0.8546439,-11.12025,-5.646401,-11.24347,34.89397,-29.48414,-20.04791,-14.45492,31.0348,-16.68826
1694246.09375,exit,12.28059,-0.4632646,0.5502633,-5.558568,-3.483464,23.65068,0.5901159,-2.583501,-2.809821,1.335923,-1.317625,4.053912,-4.223959,-0.4648155,-6.57854,-1.857172,10.95337,-2.292656,7.919365,-2.269055,0.8719062,15.59916,12.0164,8.5204,22.49982,-0.8650477,13.70014,20.4226,17.00461,14.71443,11.20569,22.19245,31.2602,9.688867,38.87974,39.26138,5.867803,22.49146,3.136939,16.9589,6.987094,6.115117,24.84686,20.82016,6.533195,36.31797,23.20225,10.57691,10.219,5.481989,1.276031,25.98079,30.10108,30.9831,53.45885,23.38498,6.596075,19.71856,20.78791,21.44984,21.11391,-11.47893,19.9834,33.87534,43.40801,5.330321,17.89678,2.837207,17.66561,4.907288,1.937881,34.13433,31.15219,13.9148,33.86226,7.935001,9.145144,30.64815,26.86828,2.142686,33.74252,12.64048,13.34461,2.656814,1.97499,51.80406,20.02202,41.5036,11.70588,49.13527,12.51738,9.707341,26.24202,18.7109,57.88563,11.08256,3.803535,19.20597,40.34909,17.22201,37.21595,17.593,-9.427221,60.51747,3.953057,23.59146,17.48471,2.483171,23.14227,49.30252,28.77763,9.073812,-10.10533,-2.733387,3.571126,-7.77667,-9.270156,-12.45445,-13.88343,-8.382648,-28.278,-34.80188,-12.45105,-10.19543,25.95179,-6.073298,-17.47148,-8.176049,2.421595,4.980834,-12.72296,-15.94771,13.58157,-11.5537,16.99059,-0.1738361,3.055414,-12.81927,19.40314,16.64778,-0.05717272,14.93992,6.254198,20.52139,9.65382,1.463235,2.94149,8.954956,5.807713,12.29645,-2.657069,1.248746,14.38601,0.5839982,-5.736196,-0.9956405,-2.114602,-1.204286,-3.260548,-0.5496907,16.43515,19.20302,6.237643,11.4348,0.8970441,-12.86983,-7.213148,-7.435931,-0.4096848,-0.001844689,-0.3191526,15.96663,7.996058,10.29185,3.893073,-0.9815284,8.640238,-3.150055,-3.012167,1.251716,13.60977,11.44478,9.542069,13.76655,17.82408,-6.792627,17.59076,46.90294,29.28471,28.05145,10.03623,51.21254,41.68103,-7.264044,36.58488,19.47748,75.09582,9.677869,30.26104,15.99015,13.43186,25.5656,55.61583,10.52708,10.77422,19.05492,-0.2428973,32.90044
1751855.46875,enter,-2.704823,-13.13373,-8.160663,-10.14691,-3.834758,19.72268,-0.410733,-9.106632,-5.824286,-2.381326,1.878109,5.969347,-5.016506,-0.8316382,-8.68097,-0.6191916,15.53998,-2.905004,7.715856,-3.473801,0.1135788,23.17244,17.41186,15.2629,22.3579,-1.241064,17.81511,10.04733,4.857703,4.736468,4.167449,14.67346,19.85346,1.48572,35.48746,34.87029,1.237407,13.44076,-1.189594,14.02205,0.9249556,2.574285,16.57213,16.67599,4.274448,30.67543,21.28282,12.42246,14.20685,8.010306,6.23151,27.7765,30.09624,28.58778,57.14391,27.30658,7.482066,24.02992,23.71839,28.58722,33.71324,4.765249,42.10631,50.50247,50.71714,13.25642,33.10736,21.84107,43.70583,34.0204,9.198171,47.73653,51.34956,44.21551,60.91982,8.751152,13.46574,51.44067,45.42764,16.90982,33.13169,19.09196,22.71983,12.09614,8.300218,63.54457,18.26577,36.27533,2.732883,35.87468,5.622979,2.671922,19.82887,10.86431,48.01038,1.578407,-8.692313,7.756916,24.28778,7.181892,28.22013,6.941155,23.26165,56.35549,3.077628,16.95522,8.097387,1.835428,22.90998,55.32381,42.133,21.12135,1.828654,8.705432,22.86201,-2.563839,4.596548,-3.401511,-3.921992,6.518473,-3.370743,-8.791147,12.95614,14.08983,43.14305,6.223105,-3.50049,3.19928,15.71121,23.24777,4.322018,-0.06040635,32.43432,9.193267,38.16561,20.22401,4.309006,-4.680978,17.8562,19.10009,0.9806913,21.04319,10.32231,23.86233,11.00653,-1.122449,-4.358259,5.549178,-3.237448,11.71573,6.936321,6.346248,25.14963,3.150514,-1.442423,1.442937,0.9359778,1.038686,-3.618498,3.117405,21.2458,28.66449,11.30694,15.63163,16.92752,-16.97928,-11.84606,-13.57317,1.396329,6.882464,4.198881,22.33219,13.49868,7.408705,3.835469,0.2081654,6.782961,2.409554,-1.07961,3.236782,13.34424,9.62767,7.652222,11.51673,15.83383,-9.49068,1.092014,35.89597,14.63289,16.11704,-1.641265,36.85896,27.23573,-21.87653,20.2267,1.561654,48.11342,-14.05541,-0.7171922,-5.773654,-5.752534,-2.994252,38.96946,-17.14597,-11.61168,-11.5429,4.642337,0.04094557
1788394.53125,frustration,-25.4375,-34.22625,-30.48086,-27.07142,-23.40939,4.509765,-15.36087,-27.34511,-27.2286,-22.08153,-14.61184,-8.978889,-19.38831,-14.26319,-26.35415,-22.47227,0.8688496,-14.47572,-3.88597,-15.64165,-12.12349,-0.07149251,2.098362,3.48727,8.567712,-14.37634,3.598017,1.276386,-1.772209,-8.092955,-8.70473,1.464404,11.36584,-7.509582,21.72009,22.63808,-16.04383,8.239357,-10.86425,1.363309,-0.9253511,-2.173888,11.54213,10.14459,-4.791306,21.43863,17.17327,7.765937,9.693614,1.041711,0.2944126,18.48104,19.31598,28.38069,55.35981,20.77781,-0.0574093,26.49825,26.69667,30.75727,27.96228,-4.484943,27.98071,41.46563,52.2613,10.60951,24.75544,11.93091,27.17083,12.61598,9.454513,41.76668,38.1966,25.06105,45.10846,9.318039,16.04706,39.45511,37.84314,14.48161,34.25154,19.55857,23.89265,13.70999,15.75097,64.32034,1.799027,16.42849,-13.67157,16.78899,-5.492009,-11.49718,7.970903,-0.6632133,36.75942,-15.51029,-34.58564,-1.814046,13.20684,-2.688779,15.30114,-9.842945,18.20509,46.95011,-10.41873,4.119388,-1.808575,-8.928352,12.68594,45.65559,19.45761,-0.7925632,-3.768953,5.102665,12.4828,-2.727338,-0.1633324,-5.605985,1.694968,5.750397,-4.859586,-16.8704,-0.5997204,9.462607,37.17888,-7.891134,-33.72892,-17.24842,1.865768,3.672451,-14.20903,-32.95509,17.27597,-8.111549,22.51224,3.465621,8.41434,-9.544071,15.10881,22.93596,2.426728,20.58657,5.98677,20.78933,5.792961,-8.669283,-10.83873,-1.124071,-9.136941,6.47523,-1.637281,3.041102,24.53979,5.617896,5.979081,2.988765,-2.159459,-5.062525,0.4147142,10.29237,24.60038,23.4725,6.71248,10.48018,5.60111,-23.79974,-18.14519,-19.00632,-15.35415,-8.656749,1.491359,21.85405,12.54911,11.38601,6.272409,4.744228,8.823537,1.13204,0.3220363,7.244325,14.52358,11.5725,10.39653,14.19262,18.17326,-6.112831,-8.807123,21.55902,-0.7811984,5.133231,-14.97653,21.76689,5.33692,-38.68454,2.769131,-21.16739,24.92673,-39.08607,-17.50535,-23.30593,-19.84437,-27.60556,10.70084,-41.60961,-37.38694,-27.61981,-9.466906,-36.26248
2030371.09375,exit,-6.826623,-17.52672,-19.54416,-15.20876,-12.09786,13.23091,-5.5484,-17.42447,-14.87702,-8.017688,-5.207813,1.488539,-7.656456,-4.094969,-15.96915,-8.982461,5.760102,-9.579597,3.258131,-5.682427,-4.306058,5.037777,8.729601,9.880602,16.19687,-3.274328,8.722755,9.51651,8.856851,6.834125,8.713661,20.33475,18.29862,4.065231,34.36988,39.64935,5.345195,14.51242,1.93909,21.23522,3.826713,6.894136,20.74692,19.82933,9.591558,39.68369,21.41019,15.19393,17.08494,10.54325,10.7839,33.41767,35.71738,28.82061,61.30067,28.63223,16.57022,18.27124,20.61553,24.15113,30.31359,4.672453,34.95415,52.20458,47.27071,7.33026,20.08224,11.162,24.50424,19.7186,4.379631,36.07611,34.83651,21.48929,46.44415,3.919331,8.686004,30.34442,29.05771,13.8369,30.64029,13.12931,15.35271,9.683042,12.62263,55.59359,23.46179,43.19161,6.160871,35.28042,14.41632,10.8717,25.12204,17.93358,53.38579,2.609667,-9.574743,10.35731,30.19043,15.21226,31.21112,9.174867,54.50488,59.41683,8.837317,17.11805,8.973193,7.738883,27.56934,55.23791,33.3731,14.44946,9.33346,20.69952,18.89437,3.46551,4.313778,-1.219592,-0.9840878,6.239128,-6.119984,-10.19767,7.100477,2.17731,33.44753,1.797426,-8.736313,-1.374962,10.18908,14.56451,-1.798752,-5.87248,22.9838,-0.3003669,25.72599,11.32868,14.23158,6.085216,18.50452,17.11838,7.219127,26.68252,18.47989,30.89585,21.02222,10.64199,7.248805,15.60885,8.438965,23.60762,15.99913,14.98108,28.58031,10.79494,3.28195,0.9736898,-1.518405,-0.9411618,2.187773,3.569412,18.10416,30.0025,18.72276,26.65288,17.70684,-12.72145,-10.40026,-10.13974,4.324647,10.44653,6.077268,24.66695,16.26097,8.069352,9.77326,-0.69567,7.563007,-0.5473503,-3.866826,0.3215169,4.481236,8.490588,7.997184,10.55472,16.17697,-8.918263,13.0298,40.35938,13.781,16.30527,-3.3046,29.49411,20.58733,-21.39416,21.23086,-2.501972,47.55333,-14.17811,3.145285,-8.752813,-3.244126,-6.212689,25.62194,-20.31496,-14.07732,-6.741367,18.2573,-3.354724
2087953.125,enter,27.41999,16.58846,15.85266,11.84993,11.79997,34.41856,6.284675,10.85462,12.78461,14.71488,17.30878,18.46253,0.807184,4.225682,6.997843,11.87051,26.49871,9.964571,9.612721,2.632535,12.58341,23.69416,23.43075,22.13491,23.83836,4.280452,24.82528,26.68253,23.86103,19.39994,17.37803,28.72132,33.9818,16.0435,45.69182,44.61137,9.702723,25.75618,10.33807,23.387,13.18953,15.93645,23.60072,23.84407,8.894553,37.27465,33.56396,19.83676,15.76881,11.911,6.394604,27.49147,30.81686,35.54088,64.24124,24.93968,8.455688,8.054551,18.55093,18.68089,16.78618,-14.90314,16.92611,33.3425,31.50727,-0.7121161,14.16366,-0.8864452,10.13626,3.822019,-1.738694,27.06097,25.83532,8.733803,32.9813,-3.919966,-1.927943,20.88126,19.59358,-0.770663,19.2488,3.498819,2.751245,-2.883113,1.620097,41.89998,23.36946,45.67137,18.57952,62.5875,8.966632,10.0608,21.6289,14.02231,55.04018,14.8987,24.18339,5.74598,24.29066,10.17957,31.30174,22.21118,17.63348,56.86417,2.526204,16.29141,11.37484,-4.206109,20.55906,43.54356,15.90961,-2.877601,-3.951225,1.609653,4.847373,-8.512886,-10.2405,-11.31974,-12.26952,-5.39992,-18.6867,-26.60017,-6.745491,-0.9598883,23.19778,-10.03814,-22.43624,-18.29645,-2.402636,-0.7977793,-16.11506,-20.32922,16.1203,-12.71692,12.46684,3.969021,3.095875,-14.48616,25.98065,21.53931,1.560416,16.94971,6.617439,13.80722,4.815733,-2.024211,-0.1221523,2.506967,-3.181813,8.363151,-14.94082,-7.586537,12.80576,1.109266,-2.139165,3.284704,6.43897,8.643645,2.213408,2.151948,13.18444,7.549588,-2.694357,10.11963,-5.363568,-28.03292,-10.26834,-9.853272,-13.86446,-5.260444,-9.821898,9.165822,-1.593746,-7.085482,-6.595946,-0.4401605,-7.496154,-8.769646,-6.057537,6.195357,10.73033,-2.5561,-3.967195,-0.6863145,3.576395,-19.6405,28.74696,50.92461,37.43602,34.21898,21.84876,60.36449,54.31265,4.103831,48.22553,30.01864,90.84689,28.03608,46.91595,29.62375,26.91134,38.34858,54.28182,26.53172,29.78814,36.10173,-29.28079,52.64887
2136515.625,happy,-10.5292,-21.04169,-16.20599,-14.80847,-9.526415,16.46559,-4.385772,-15.79396,-17.13614,-10.71199,-3.768379,5.220638,-7.224156,-3.556206,-15.81698,-6.894934,7.832713,-2.63398,4.451203,-5.550888,-2.883746,6.251179,10.32563,12.28858,15.65637,-2.550066,11.81781,8.182313,6.126161,1.568996,2.782812,12.96778,15.74025,4.632589,32.19403,35.3828,-0.940244,16.7382,0.9262616,14.98793,3.907603,7.243852,17.95809,19.51237,6.846816,34.36356,26.75758,15.5755,13.94877,9.047641,5.672375,27.65619,25.64804,32.51867,62.40875,24.82109,5.758802,23.80055,26.48246,26.39614,27.08876,-4.958473,25.04063,36.65242,46.95762,12.57255,21.92134,9.95684,22.46269,10.91568,9.862512,40.50412,36.20076,19.99569,40.43779,11.3385,13.84893,37.0512,30.73027,15.09042,32.8902,20.04397,17.86952,11.32714,14.53637,56.91633,15.32283,30.98743,-0.4008494,35.91309,3.646129,2.336765,16.85963,6.755986,44.11669,-6.271347,-12.90703,4.628415,17.08952,5.653948,20.47615,3.27128,13.94766,50.21678,-1.844273,8.114225,-0.3021085,-3.26005,19.44984,53.60288,33.47645,15.12021,-4.252015,5.716567,13.43125,-1.242099,7.011056,2.271777,1.328812,14.25298,-4.406727,-16.68653,-5.71283,15.40364,37.51706,4.365012,-5.140316,0.8341515,12.4314,17.9505,1.573645,-3.535885,29.09247,0.8189898,25.14998,18.75525,14.95999,-7.313079,22.8944,24.27775,2.309294,23.85679,10.66865,24.07522,9.912515,-1.36693,-4.063063,1.955473,-5.518976,10.13518,-1.210251,4.841794,24.05253,7.102856,4.347644,5.381869,3.001917,4.143593,3.929191,7.235044,19.71979,22.83875,5.502319,11.51621,6.423101,-10.28659,-11.29619,-12.35618,9.057568,22.19661,8.72222,24.29706,25.9164,10.30727,7.293265,4.647533,10.10977,3.180984,3.214197,8.976454,15.60504,12.78511,12.64022,16.45429,20.80433,-4.128953,-1.074173,31.66329,11.72689,12.8743,-4.34761,31.85698,22.25143,-24.86835,15.10117,-5.825008,41.93909,-16.83822,-0.8555521,-7.660143,-8.306577,-7.610211,33.11357,-20.06767,-16.43926,-11.20486,11.0984,0.07266453
2486718.75,exit,7.789573,-6.313742,-3.656858,-7.975604,-5.309242,18.96239,2.751579,-2.716083,-5.298417,-0.2933129,1.916859,8.016722,0.966974,3.35456,-3.852436,-1.377814,9.785479,-2.091055,7.480514,1.734777,3.416139,7.775193,9.188633,13.68097,18.06319,3.996229,9.758204,14.63216,14.99984,10.24745,9.111892,16.66712,19.09102,9.893859,37.62737,40.76591,1.55674,18.1646,5.066847,20.55444,7.68186,8.809088,20.90236,21.83582,6.834388,33.31216,24.248,14.20836,13.64957,9.716018,5.880278,25.25726,26.78435,27.90977,60.08546,20.94371,8.933715,25.22209,23.44743,22.41701,23.64395,-2.137347,25.40488,39.65091,43.49898,8.849129,19.84254,7.053022,19.00394,11.16702,6.324872,39.04482,30.03275,17.99663,43.6215,11.7601,14.96068,31.33001,28.44568,13.03582,32.72128,23.75245,17.53255,9.897515,16.04742,54.67254,14.22792,32.03384,-2.931823,35.58413,0.8553201,0.2654029,15.88287,5.700251,42.9353,-5.404367,-21.54408,10.78404,17.16586,4.116488,14.59125,-0.664717,20.40951,51.29862,-1.800117,7.154861,-2.479407,-4.484136,15.06365,50.02378,23.50808,7.775166,1.338952,7.290695,10.95182,0.839424,1.499654,-6.098223,4.436372,4.595081,-0.1134203,-8.208624,10.33576,16.17462,32.86543,-1.64467,-8.942654,-6.207285,7.27613,10.42488,-2.346658,-7.295944,24.62507,1.935865,25.98504,14.76966,15.59532,-6.014955,17.22462,17.00604,1.715457,18.18077,10.55682,21.61661,11.95503,1.73588,-3.6524,8.986594,-2.554831,3.051641,1.186725,3.36512,18.02081,2.625953,1.101726,4.380094,1.041058,3.460308,0.8155172,3.832278,13.67091,18.6233,7.955634,14.38263,6.169269,-6.155678,-4.0905,-4.504254,10.64422,19.89351,11.74294,26.67602,26.67849,13.19948,11.80889,4.465156,12.90728,1.523443,-3.73755,6.131868,16.59063,14.72124,14.39642,17.74257,21.18643,-2.702742,13.10297,34.69511,21.00791,20.1576,2.396699,34.62992,26.13514,-16.05243,18.9606,-1.550264,39.07233,-12.66644,9.95683,3.006487,3.723774,-0.1165678,27.15306,-11.64958,-11.70678,-0.1837023,8.190655,6.495339
2544335.9375,enter,8.796162,-5.618428,-4.56632,-6.901744,-7.302145,18.05409,0.3866077,-4.114844,-6.019972,-1.834031,2.693637,9.518651,-1.492064,0.5777065,-7.661133,-1.216889,9.206957,-0.975736,5.270695,-0.6161429,4.248543,8.67158,13.21437,19.5575,15.87204,1.756737,13.35847,12.16102,11.23091,5.299232,6.009232,12.61321,15.20484,6.123871,30.57054,35.18985,-1.62944,16.04093,2.547823,16.01632,7.385025,14.37838,24.99681,22.36031,9.816262,31.68503,32.3166,24.47899,22.62056,15.1956,12.15103,27.36589,25.57188,38.11264,74.77094,30.30806,9.778081,25.60191,28.44561,30.62291,35.84097,9.222218,33.09174,41.77741,45.37461,17.45593,29.98954,17.91984,26.69959,16.06364,14.81897,44.12369,37.09723,23.41619,46.93395,14.53605,15.93161,37.66272,30.85683,17.25284,32.8425,22.27499,18.87474,14.60586,13.65721,56.6225,11.20079,26.39067,-1.97002,45.59204,0.7205315,-2.691495,11.29306,3.181131,42.7197,0.3242356,-5.733416,1.648191,10.37552,3.865777,18.54054,7.388213,12.70762,46.74685,-1.483473,10.20551,4.4951,-4.85505,15.73154,50.28638,25.57831,9.35172,1.992567,2.862943,11.71939,2.046103,3.569967,0.966166,0.2172317,10.48962,0.3449949,-4.192487,9.023421,15.86543,34.98863,2.638201,-4.737212,-4.467941,10.62918,16.18093,2.02858,-3.159157,28.29469,4.326188,26.91587,19.88174,19.5137,-0.7728574,28.06187,28.26495,15.57903,36.33215,20.61107,29.65456,14.06643,-1.626944,-5.497595,3.845932,-5.834643,15.08116,14.77695,15.86932,40.03383,19.53272,13.33789,11.4641,8.024441,8.14515,6.254241,12.87235,26.19829,31.3219,13.62366,14.97077,17.5118,-11.29082,-7.522305,-8.074345,5.761488,17.29922,8.381776,24.17631,23.87815,12.51305,6.462837,11.11508,13.07958,8.219218,3.609314,15.31734,23.73693,16.38582,14.68523,18.70541,22.64601,-2.040761,6.093704,32.82761,18.58694,15.53955,5.130147,36.01585,33.28242,-16.09161,23.93315,3.712314,45.55585,-1.999294,13.83929,4.198535,3.104703,8.169024,40.97038,-3.308131,-2.285288,5.615232,4.704181,17.6437
