Time,Event,A2,A3,A4,A5,A6,A7,A9,A10,A11,A12,A13,A14,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B32,C2,C3,C4,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D19,D21,D22,D23,D24,D26,D27,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E11,E13,E14,E15,E16,E17,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E30,E31,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F16,F17,F18,F19,F20,F21,F22,F23,F25,F26,F27,F29,F30,F31,F32,G2,G3,G4,G9,G10,G11,G12,G13,G15,G17,G18,G19,G21,G22,G24,G25,G26,G27,G28,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20,H22,EXG2,EXG6
2578042.96875,jealousy,0.7624325,-11.5915,-5.809451,-15.21236,-11.26645,11.26882,-11.74137,-17.28032,-15.61799,-11.17052,-5.538062,1.830353,-11.8055,-10.81022,-16.44595,-9.142874,-0.07777378,-8.526335,-5.800461,-12.68071,-11.38329,3.000845,4.467174,8.809002,3.857713,-9.631594,4.665232,9.610467,10.76201,9.776994,12.11302,21.90545,12.69445,4.741721,34.10408,38.23219,5.496717,12.59389,-0.7211422,21.22615,3.206997,8.842528,15.9976,17.31951,4.463543,31.77326,25.09274,14.1406,11.46589,5.492844,3.192229,23.7864,26.16116,26.71929,63.57212,22.04533,4.038979,18.81195,26.56924,26.32174,25.99559,-3.097577,26.86019,37.67022,38.75372,11.69088,23.58645,8.349064,18.36776,13.88773,8.543229,37.76925,29.93276,16.26072,42.83367,7.441352,9.496167,28.84131,26.23158,11.22622,25.90018,15.69775,13.66316,2.519204,8.456148,48.36021,21.056,39.53887,12.06066,61.99774,7.509326,6.910458,17.63847,7.72882,50.18953,10.84345,19.42553,4.225367,18.69065,11.11287,26.30397,23.36329,7.940647,48.05988,3.188627,17.89573,11.441,-5.313837,14.67609,46.95928,22.72002,5.470821,-3.784744,0.3997861,8.995647,-6.199968,-4.13133,-10.35599,-5.846902,8.874178,-12.88289,-22.78203,-6.815235,-0.2715097,24.48984,-6.050188,-12.32123,-7.162089,3.385178,6.949295,-6.58978,-10.37808,20.10868,-4.638216,18.1122,11.36895,10.54307,-7.014014,19.33823,22.91399,6.158231,25.84414,11.12275,21.21791,9.272238,-0.931322,-0.4520786,1.664954,-2.242321,13.73711,2.505469,3.77018,26.22558,8.942874,9.411419,6.373747,1.606653,2.040762,4.250426,10.01616,21.02694,20.89869,4.544847,9.7218,4.801501,-19.40564,-15.10305,-16.93367,3.277363,19.88748,8.815351,22.15087,22.28186,6.699298,-0.2455539,6.693584,7.822397,0.3151996,-0.1835454,6.585577,15.48326,9.264606,8.417427,12.70628,16.75389,-8.483507,19.04511,40.58146,27.64285,21.2439,3.224457,42.81662,47.30781,-0.4148408,40.77307,22.39481,75.13602,23.39083,32.88522,18.09329,6.313127,23.57047,46.92852,12.71684,24.20961,23.04839,-12.3096,40.15305
2794515.625,exit,-61.13443,-70.79412,-62.23721,-47.27001,-35.80835,-7.174451,15.76086,-36.82391,-36.59277,-28.69903,-17.19496,-7.122596,16.03978,19.27758,-24.10458,-17.3005,-2.405604,-12.84954,27.34175,17.25991,0.7649709,-0.09804614,10.46725,11.7865,34.86695,21.36429,11.59827,-31.11669,-30.34424,-47.51777,-41.90553,-42.73753,-21.43795,-27.90054,-7.885756,1.381755,-41.40546,-16.91368,-31.16234,-14.68552,-12.82057,-8.539886,1.458174,-4.585149,-12.85344,5.965707,13.34476,3.524348,3.722668,-8.393628,-5.272091,11.37315,5.832458,18.92825,55.20362,9.985591,-3.165143,38.20283,26.0786,25.32778,18.28277,-2.663837,28.24846,43.8942,54.67508,19.00941,23.6361,7.658088,21.32227,20.03863,16.23656,47.28052,31.25047,26.64455,55.9985,25.88482,28.46519,40.41417,39.39146,25.48339,46.91292,37.70107,29.0015,22.19283,24.81835,64.45241,-22.11388,-23.74587,-73.97973,-60.26667,-26.81213,-17.25343,-5.949219,-22.65621,0.2811135,-77.29777,-146.083,-7.045521,-8.350288,-26.57353,-31.94917,-88.10604,6.904877,28.41765,-30.73685,-42.38822,-74.87258,-11.34767,-1.093295,64.32417,50.24731,36.37027,4.832382,4.60489,22.69013,4.10384,12.02396,9.705919,11.36474,17.41343,12.42839,19.49662,33.90699,37.84003,58.44814,22.98874,38.35519,25.69176,38.46283,50.81305,37.89031,39.41621,52.04984,33.47603,58.74671,43.13742,50.5182,0.1456158,8.85658,10.51524,-4.965496,16.7083,2.554255,14.32087,1.085379,-15.26926,-25.65647,-3.985188,-16.64333,6.687106,2.291237,-0.9378778,18.994,-1.503205,-3.062323,1.90116,-5.246559,-5.429706,0.1705586,1.780965,13.72401,13.83083,4.434596,7.052954,6.232054,35.04279,11.66982,10.63952,51.88058,56.25467,46.58777,56.53975,55.33992,26.26878,32.23361,1.202437,28.09061,11.51976,2.275574,4.947673,13.47922,28.10318,28.11994,30.94931,36.03223,9.818139,-68.98196,-31.78584,-53.94704,-41.52004,-53.00463,-42.67334,-67.67865,-102.5308,-79.19994,-110.9162,-118.891,-153.2082,-119.0409,-107.2209,-74.60884,-141.5202,-60.00818,-153.7219,-157.5341,-129.3919,146.532,-179.8598
2852093.75,enter,0.9176452,-8.516868,-1.750113,-8.342668,-7.188254,15.59805,-15.89368,-15.43713,-9.917974,-3.687713,-0.6681833,4.89138,-15.26483,-12.76196,-14.80348,0.268337,2.103356,-2.63317,-9.847146,-14.27683,-5.095503,3.099824,7.881816,14.63178,-0.3008349,-13.47637,9.058378,15.3888,16.91281,13.19766,11.88902,21.98972,16.22627,8.739235,35.67062,40.12339,4.742351,12.51525,0.8869539,16.97787,6.872258,11.21143,17.68326,19.8336,-0.07309335,24.0124,25.26711,15.36462,10.67678,5.072979,-2.031597,13.07405,14.54128,24.51575,58.75807,12.55641,-5.684175,18.99534,16.91287,18.11452,13.94925,-13.21452,14.29243,25.71617,36.22433,7.071012,16.06177,1.162189,9.594331,3.028935,5.417693,33.86596,22.72295,11.14055,37.3488,7.610138,10.5816,24.48188,19.97324,8.10953,26.60291,17.18909,9.994362,-3.733986,9.974083,44.58106,14.51915,39.39952,17.68691,63.19314,3.239172,7.849137,15.81425,13.23555,53.87165,17.45572,39.89732,4.859585,22.28786,11.77611,27.32433,28.54644,10.86339,47.46541,5.957238,20.68151,18.68099,-1.384164,19.09044,48.61648,20.79325,5.928979,-7.830291,-1.35849,3.52558,-5.390498,-4.354815,-6.49715,-3.365329,4.970426,-8.069641,-13.01914,1.657037,10.0056,24.67956,-3.911037,-11.20003,-6.660613,3.792405,8.150104,-4.689505,-9.754352,18.15592,-3.233167,18.94036,10.36319,13.44046,-16.7488,18.30629,16.07864,-0.2569552,14.89271,2.368188,4.531288,-0.3150485,-9.315394,-5.955999,-3.369417,-7.642667,-2.343794,-12.83001,-8.598954,13.07033,-2.814309,-4.053149,1.169244,4.411821,4.701243,2.819148,0.5332361,8.07181,2.743922,-10.28524,2.210372,-8.759986,-20.73974,-18.81678,-18.97877,-0.9677926,15.42194,7.769945,20.53586,21.33499,9.818631,0.6153746,1.597892,9.218091,-1.646868,0.09890091,10.6872,15.0904,12.49711,11.34489,15.67262,19.75039,-4.74547,25.79205,41.49983,31.67749,23.77553,11.29326,44.61911,51.95404,4.228841,50.38123,27.81509,100.7438,32.24083,36.66592,21.2958,12.88385,25.80966,31.92607,15.1269,30.26395,27.18183,-11.67451,43.64736
2889523.4375,excite,-25.01606,-33.66061,-27.60899,-28.55022,-28.19843,-4.298913,-9.604601,-28.06924,-26.75104,-20.92067,-15.25657,-8.344347,-8.903397,-6.303988,-23.58849,-16.17777,-7.06126,-15.59201,-0.8779836,-8.498275,-7.65211,-6.279253,1.485644,5.670878,7.306262,-5.439895,3.711987,-10.06244,-9.523944,-14.48668,-12.61688,-1.623344,-7.495409,-14.24195,10.27721,21.31112,-13.33208,-10.24208,-16.84584,6.755418,-9.597755,-4.223593,1.833398,3.035198,-8.800467,18.72026,14.4755,1.445697,0.1786547,-6.515435,-3.955025,12.59263,18.3992,16.05375,54.1114,7.372406,0.5428053,19.16077,16.04336,15.45137,12.09455,-11.37564,14.05666,28.00448,36.70565,4.510719,10.84923,-2.01907,11.42811,6.026433,3.19744,32.12965,22.70344,11.65808,40.81238,8.454134,10.42826,22.89876,22.78267,14.15885,25.02186,17.35489,11.65668,9.132716,13.21152,45.65171,2.700503,14.47241,-13.4304,26.76232,-2.556669,-6.100736,12.53241,0.9750636,36.54979,-11.74167,-25.97871,2.284718,11.8813,-1.022009,10.40062,-3.214858,16.17378,40.14722,-5.569224,5.596067,0.9227421,-6.163708,13.0745,51.97261,34.05805,18.86336,-6.218836,0.7846858,7.979503,-6.289808,-0.9174841,-5.998053,-0.6988376,6.741851,-9.195669,-13.65879,0.05084307,8.117929,28.50942,2.984025,4.595529,7.16143,12.26392,18.73878,6.402061,5.257616,22.09708,2.767603,24.76581,13.63199,14.9148,-12.37976,10.15601,9.834109,-6.716715,10.99306,-0.8010967,10.65719,3.073733,-6.418079,-8.411119,-0.3331529,-6.996456,18.40901,-4.428948,-6.825019,11.96404,-2.123682,-5.40942,-0.9469625,-4.323652,-5.016923,-3.732885,-1.737642,5.717007,7.934125,-2.883098,3.177478,-4.23488,1.499386,-9.409033,-10.18844,23.51316,31.61482,12.64365,30.84872,27.55904,10.14874,13.2674,-0.3998576,11.07958,12.4853,1.491176,3.406701,12.53912,10.55385,11.43237,14.07024,18.39707,-6.805563,-5.49489,12.08287,-0.3748568,-7.154539,-18.46675,8.510496,9.179653,-34.4868,7.304394,-19.23257,24.02587,-27.43868,-10.74923,-21.90254,-20.27505,-26.46613,5.871459,-36.36317,-27.42833,-20.60599,57.73271,-19.08186
3139285.15625,exit,-8.90424,-21.74163,-14.41893,-15.78361,-11.66926,11.60969,-5.701941,-16.54175,-16.28516,-10.52744,-2.061131,5.120115,-4.762726,-2.739024,-14.1586,-4.607824,1.39472,-6.721496,-0.08355124,-6.112553,-2.765614,-0.8646706,3.631084,13.15771,8.882434,-3.106883,4.375663,3.014951,5.956633,0.1303995,1.135059,8.651331,6.677371,2.288948,26.23503,34.88464,-3.323395,0.7525668,-5.87864,17.45024,1.345567,8.653532,17.39985,20.25688,6.50387,29.83425,26.1392,17.98893,15.56983,11.38903,10.42635,26.4057,28.79756,28.0178,66.85773,23.08983,14.1009,26.08523,23.50254,23.895,27.15769,6.073197,31.09173,41.17985,40.50948,15.56528,27.85418,14.66367,22.13522,16.29966,13.03401,44.90325,32.04296,22.02643,45.219,13.36002,17.2364,37.23982,31.03389,19.6318,28.89565,24.50007,19.4833,10.66862,16.45557,50.91363,11.76931,31.38879,-0.1630158,44.2949,5.528313,2.046766,21.30319,8.372088,42.8764,-2.189068,-16.51693,10.19207,27.96159,2.281068,13.27723,3.011352,0.846678,46.32008,0.08656186,9.133785,2.667443,-8.678192,12.45124,53.98255,25.88454,12.81016,2.191589,2.244617,14.44366,1.568805,6.114488,2.352228,3.032336,9.378197,-7.222907,-9.443047,-0.8035204,10.79926,29.25995,2.008376,-0.1781974,0.8592162,11.58674,15.80175,3.618955,0.3913371,20.17322,3.357878,23.53035,13.04297,17.19947,2.373369,18.76433,19.04593,9.282197,31.44328,17.48377,26.03916,14.12126,5.218677,1.438736,6.645321,3.584238,22.77962,17.90815,11.26848,33.77311,10.47688,9.80094,8.507459,3.597706,0.26653,6.488945,10.54809,19.44835,24.72408,11.97355,15.59773,12.51327,-8.668303,-12.93884,-13.41545,6.076138,17.38942,9.681389,24.79501,18.45209,10.13321,5.586205,7.509101,10.87017,0.8065687,-3.754796,5.953187,17.68151,14.60268,13.51911,17.32038,22.00589,-3.591395,0.2493986,20.87608,11.28503,5.994936,-5.231161,16.73401,18.68542,-21.35753,18.55717,-9.664708,25.01128,-28.68584,-12.15314,-16.74195,-10.70876,-26.48976,19.34806,-35.87011,-28.33672,-21.14332,16.8988,-27.19925
3196859.375,enter,22.32591,8.347084,14.59694,7.326546,6.035021,23.07968,0.3979681,1.307898,0.7594464,8.696996,8.049691,13.25094,0.3003808,1.470975,-1.833422,5.178362,11.06864,0.2096835,3.084577,0.1851647,3.632415,5.69169,11.36206,14.95962,12.05789,1.524839,12.02037,23.24953,21.24129,16.49557,17.09892,23.27815,22.97868,13.37636,35.92158,45.55224,7.777699,10.05807,5.62079,28.02004,9.241379,12.59138,23.67469,25.53078,11.45022,34.02666,29.12523,19.00933,17.79023,12.65651,11.15693,26.919,27.39204,29.44871,66.60107,21.48263,11.79318,19.85484,18.32155,21.00946,24.12241,0.4028875,27.28013,37.31059,38.97649,10.933,19.12182,10.05746,20.90445,14.56069,7.761889,38.3285,28.9524,19.48156,44.84607,9.309025,10.00156,29.69947,27.7019,13.06926,25.49177,18.5736,13.07156,6.38407,10.99693,43.97315,21.53933,36.30598,12.48208,63.8713,9.547539,10.52383,21.05527,13.21331,51.08683,9.198248,18.1456,7.22891,16.49214,9.62069,22.4004,23.78389,16.55755,44.3921,2.282445,16.61332,12.11584,-1.242891,15.35029,51.45966,22.70115,8.258647,0.592132,5.905551,10.43309,1.937106,2.27018,-1.622777,0.1851105,5.168045,-5.341612,-11.70066,3.069558,12.85915,27.91216,-2.502588,-6.460876,-4.397626,9.751683,11.73296,0.7505327,-5.281005,20.62338,0.9322692,20.93068,12.91099,13.00654,-2.762341,21.58447,21.65063,7.266675,26.75002,15.16572,20.43279,12.83081,2.395336,0.8261567,5.073053,0.2285158,18.18046,10.48132,8.184727,30.00876,8.568791,5.02199,5.411756,5.299178,7.996787,4.486228,4.959244,12.62678,17.39067,8.528618,9.981789,5.838521,-13.41299,-8.831816,-9.816308,5.026776,19.84043,13.17263,24.61289,21.03919,7.045786,0.5795518,4.180451,8.706397,-3.363462,-1.02393,4.566548,12.01478,9.517496,10.04882,13.95641,18.7746,-7.643024,20.721,40.49559,36.86426,28.34087,20.05028,49.33654,54.20133,5.387208,39.18537,24.3918,68.33807,23.82334,38.92364,27.35767,20.83476,31.65896,50.02472,22.85702,25.77381,30.27327,-7.262083,46.1138
3232757.8125,disgust,-7.13617,-21.60168,-17.82288,-21.39298,-18.62924,0.9632534,-9.786707,-17.72006,-14.38345,-9.528456,-6.573532,-5.952757,-8.947117,-5.870862,-24.37169,-11.51189,-8.908809,-15.13477,-2.626078,-7.942342,-6.552457,-9.294189,1.733123,5.114618,6.461339,-5.908332,3.937673,-7.689156,-4.610443,-8.62214,-7.510573,-0.4839561,-6.097248,-11.02605,9.883121,23.83351,-10.64938,-12.11798,-14.88472,11.15539,-14.80643,-7.475212,2.779744,3.678048,-4.494342,20.34461,11.85939,0.4260237,0.4910453,-6.032398,-1.756307,16.36768,20.85179,14.72004,52.17788,9.266183,3.343207,19.39554,16.91393,19.86294,16.5846,-4.911187,20.41815,32.31864,35.03112,11.88485,14.34665,2.680596,14.96737,9.247314,9.286278,36.6517,23.72194,11.98551,37.50309,8.99482,10.45213,27.20854,25.2017,11.64791,29.19089,18.68695,12.11029,7.101307,11.55391,43.44939,7.583042,17.91243,-13.24012,30.66524,-4.237973,-2.737825,14.27595,0.7661952,33.77076,-9.544124,-30.6541,3.7203,12.03369,-2.233943,8.214373,-2.118288,14.39966,37.46746,-6.755158,0.7489957,-7.248165,-9.508266,7.940287,47.31969,14.99578,1.704681,-4.110912,-0.6835946,7.585166,-6.800128,1.512511,-8.504012,-1.007073,5.380414,-6.800618,-6.191136,1.406276,13.31315,29.39092,-3.979064,-14.18074,-11.3665,4.848053,11.59396,0.01022665,-15.89351,19.32324,6.290213,29.65527,11.09091,33.02014,-5.627477,6.182503,8.677284,-7.633053,15.25573,5.341857,15.01045,6.81113,-1.317304,-6.367938,1.520158,-6.183308,13.98772,5.129816,-2.848042,17.66856,-5.72339,-7.446816,-3.738965,-7.00577,-3.896409,-3.336545,-2.254258,5.433505,10.72243,2.313547,6.090883,1.618611,8.033674,-14.05662,-15.36782,33.40216,45.22105,33.27807,34.94376,44.68206,13.241,13.7861,-1.554277,14.13466,7.303636,2.466752,4.924898,12.70425,13.74235,13.19666,17.05029,21.21198,-4.167937,-8.43433,12.94258,2.888857,-1.357103,-13.27949,12.96453,13.72223,-30.43335,3.371895,-19.1203,13.59123,-28.50829,-11.87402,-17.3414,-16.22268,-20.66931,16.27047,-32.727,-29.31483,-20.61507,5.475621,-19.06427
3468921.875,exit,0.02896139,-12.45584,-5.365763,-4.925772,-4.048882,15.97444,2.006512,-8.247567,-9.57229,0.1736017,2.304312,8.05971,5.126619,4.692686,-9.798367,0.7708319,2.185125,-2.865995,6.418895,2.520395,6.216141,3.633144,11.38365,13.45602,14.06921,4.519927,12.90312,7.189225,8.461367,4.009335,6.895248,10.72834,9.863349,3.142248,24.04318,37.76466,1.356473,2.760724,-1.017645,22.98092,2.609491,10.67998,17.93064,18.71476,8.067908,29.54303,25.42863,17.35818,15.61655,10.74156,8.692618,24.51354,29.59992,25.21616,67.25983,22.14445,15.67335,24.02729,23.36149,24.62008,26.60448,2.787542,32.09056,41.20659,39.20263,14.84814,21.88416,11.08857,24.3053,19.95115,11.98089,40.60583,29.27559,21.39357,48.0781,14.66249,15.77757,29.58961,22.07326,11.97068,28.79263,24.9495,16.77654,7.877154,16.86276,46.0413,19.38442,24.3819,0.2826134,39.52168,8.179415,6.767037,30.4773,13.41618,43.42704,-2.896513,-16.68478,7.67437,29.66056,7.89046,16.32714,5.784253,13.38758,35.56997,4.413645,11.66643,3.978487,3.117332,19.84802,60.23237,32.30333,19.22716,5.632621,5.442355,16.0179,3.648991,9.135064,1.746085,5.767128,14.73152,-4.016266,-2.388833,9.203322,19.71079,35.29486,6.650893,9.51784,7.999454,18.2233,25.65475,15.18437,9.827268,30.5239,13.21596,31.92045,23.52987,31.94803,4.583762,16.45124,18.82651,6.072835,26.86374,13.8119,22.34349,14.37935,5.977899,4.337506,7.388132,10.03984,21.57196,15.85975,8.642965,32.26022,7.652469,6.376497,7.365896,2.937288,0.0125495,6.246606,7.218522,16.08916,20.21996,12.55516,16.03511,10.94618,-6.865007,-8.59506,-8.775579,16.16377,29.03807,20.76609,29.47241,33.57772,11.01872,1.734027,5.14714,11.13509,-4.123221,-3.136518,7.893077,15.52189,13.32116,13.61953,17.25899,22.09692,-3.992686,4.721567,23.27407,16.02633,11.19643,1.404228,21.79638,25.24053,-15.96477,15.0492,-6.102826,22.7799,-16.83196,4.422398,-3.996487,-4.313189,-9.611384,17.85182,-19.35969,-19.88406,-4.71248,26.78206,0.8886187
3526496.09375,enter,21.10108,0.7378731,2.741379,-2.960179,-2.996481,18.64451,24.3874,7.992151,5.975785,5.943976,7.845777,12.46891,24.97053,25.4364,6.863697,11.05854,15.1539,6.479709,25.16146,23.11651,15.53281,17.71766,20.13618,22.60648,33.73864,24.3251,21.98489,8.159367,7.28459,-3.634007,0.4532469,3.617537,9.738468,2.39754,20.12876,30.48553,-6.503773,3.123699,-6.084093,16.53573,9.096823,12.15069,16.23554,15.48359,-2.333802,23.43205,31.23081,16.08291,11.06372,6.764452,2.715033,16.26131,19.55048,27.13886,63.43224,12.77652,5.038033,23.14711,20.24406,22.92583,21.8138,-2.250869,25.88022,31.91924,31.59161,14.30564,20.53003,7.968815,18.07905,11.59669,11.01923,37.82173,26.34448,16.41402,42.94615,13.31808,14.36647,27.16661,26.84718,14.91593,29.21026,24.83303,17.53284,8.669733,12.31439,47.20486,5.452741,13.34933,-16.04693,18.19765,-5.676099,-9.078533,10.30319,-3.980356,24.41312,-23.61759,-38.52528,-0.3635654,1.059652,-7.878916,-6.543648,-26.50782,8.958203,28.29119,-17.23682,-14.55599,-32.23743,-14.42795,-1.192094,51.79688,23.42513,12.08652,-5.218012,-2.699301,8.851914,-5.753481,-1.380839,-4.662499,1.847662,5.659109,-4.431654,-2.674469,5.239729,17.13711,30.40884,0.4146565,8.621426,2.156178,13.22527,21.78226,12.63517,8.806923,24.52956,9.976859,30.20258,17.12745,24.57589,-3.970121,21.95246,16.71585,1.079458,16.79429,5.155124,11.83576,4.702849,-5.083621,-9.855779,0.6314932,-6.263705,13.35846,7.349757,0.2112483,16.66493,1.860595,3.558735,4.484095,6.689009,8.030838,3.286004,5.43314,11.62709,13.03505,2.394685,6.665298,3.330863,10.95293,11.54603,11.28349,22.19783,29.34101,18.06807,29.81713,30.91455,11.88923,10.68623,0.8356625,13.06334,2.698763,0.4203959,6.493746,12.55849,14.68785,15.32184,18.80706,22.03082,-3.245358,0.8761688,14.89011,12.00261,6.775198,0.3626852,19.16682,15.07949,-23.96745,5.163685,-17.00051,11.04054,-26.32988,-6.461283,-8.06446,-4.684195,-15.35304,24.5145,-25.32839,-28.47811,-15.36566,57.23946,-18.62811
3569132.8125,relief,6.483205,-10.85782,-11.49896,-12.28759,-15.03524,3.743592,-2.22728,-12.1642,-14.20229,-5.931333,-1.943886,3.891713,-0.5379704,-0.02165865,-11.18794,-6.773828,0.926073,-9.404066,1.308011,-1.37853,2.095163,-9.536883,2.7529,8.813919,8.91538,0.4200945,3.590757,0.5284337,0.2716289,-3.978263,-4.577332,6.088273,1.511222,-5.81024,14.99583,26.48809,-8.823486,-7.070895,-11.04961,12.66434,0.009573769,-0.9419208,10.30965,8.271996,-3.819885,18.57553,18.99946,6.758946,3.270753,-2.409802,-4.037654,8.163171,14.90372,17.60524,55.0019,7.321655,-0.2818689,15.99695,17.34942,18.73178,19.00675,-4.924995,19.79712,29.37972,28.18589,9.708422,16.99604,4.524644,13.91923,8.124319,6.886549,33.61514,22.08474,11.53735,39.81043,8.084213,8.328709,24.4501,21.37402,11.10102,24.92978,16.31055,8.933082,6.043159,11.58607,37.47762,5.714165,17.21672,-6.39643,33.45005,-4.383593,-2.117968,12.32395,1.143379,36.91788,-9.706899,-13.50593,-4.708005,7.603703,-3.248191,4.754687,1.777744,2.924864,32.13259,-7.975996,1.034227,-5.088068,-9.635233,6.137093,49.22073,19.62513,6.551432,-4.819533,-4.718724,6.67352,-6.302362,1.229252,-4.249025,-0.5088919,11.11927,-15.86028,-9.066546,-0.3148426,5.316232,26.88106,-5.751152,-3.286369,-5.361236,8.591745,12.42523,2.451352,-4.291786,21.35564,5.365947,26.45879,13.94897,20.28718,-9.477179,11.62282,9.725546,-3.636039,13.68597,2.550205,10.12636,1.333216,-5.220907,-7.49948,-1.573958,-7.385935,9.181669,4.730183,-4.024099,14.07997,-3.254614,-2.92189,0.342476,-1.292383,-5.315203,-1.768868,1.397655,7.604933,9.511177,-3.901866,3.702981,-1.386352,-6.415364,-5.878514,-6.632725,9.049821,20.24233,9.051435,24.45154,22.69474,9.656867,8.07448,0.2424148,10.33375,1.589013,-1.985571,8.915776,16.98875,10.90204,12.37288,15.85454,20.30387,-4.105979,8.208722,16.52203,14.5007,5.807334,-3.196901,23.08359,24.24144,-16.63653,13.60086,-3.113326,40.06143,-9.405845,7.607358,-3.228449,-2.385504,-3.156827,28.66441,-11.68421,-11.45904,-1.696476,14.09336,-2.107002
3865976.5625,exit,-0.2802757,-13.43534,-7.786852,-12.63903,-5.743945,15.93404,-7.964118,-12.62473,-14.04312,-7.23162,-0.04242285,8.674969,-6.048822,-5.643425,-11.06576,-1.76503,2.477849,-7.160861,-4.713091,-8.338965,-0.5143894,-0.03208143,5.31588,12.49613,1.944283,-6.174212,7.910147,14.01461,16.58582,11.76405,13.08303,26.14677,14.06889,12.478,27.37827,42.67531,9.664962,8.426079,3.862923,31.51288,5.221807,14.85157,20.89775,24.34559,11.85774,34.43081,28.65439,21.61331,18.45606,15.47848,13.25486,25.75221,30.66407,27.48311,70.08047,25.25536,15.2123,21.22067,7.952636,14.12872,22.31896,3.284689,26.59641,33.07382,24.74787,6.403767,15.44474,8.17729,17.77307,13.73203,4.361473,37.49583,23.30198,15.57302,42.27952,14.70808,13.16559,28.65682,25.63225,12.48432,21.11219,22.90636,14.71186,5.621448,10.22118,39.84087,28.1625,22.69721,3.790825,39.30561,8.425564,10.55561,22.30455,11.4924,43.29204,-2.654799,-19.06703,12.50147,18.21962,8.432558,13.25692,4.375692,17.36762,40.73848,2.152264,7.576799,1.942234,-3.848891,10.22217,53.51565,21.81764,11.02914,1.481137,2.20967,6.542103,-0.1589109,2.584641,-5.24383,1.114791,1.004795,-4.25467,0.7104444,8.982668,21.64085,29.74228,-0.334017,2.200258,-0.5646117,13.26632,16.5921,7.262495,1.056655,26.29677,5.955302,23.4932,19.59725,22.17113,1.080944,19.95998,17.51318,13.7345,34.57031,19.99696,25.74995,20.19227,9.827894,5.227973,11.57371,2.063109,25.44013,19.92613,10.34193,31.82743,13.77028,7.838946,6.025576,5.83889,3.37659,2.643464,3.566359,6.376291,20.46502,10.58327,17.50504,9.569009,-10.48889,-12.49523,-13.32759,9.611788,25.39796,13.98448,21.15905,24.51118,6.446374,-1.139357,-0.6978943,6.712055,-2.225072,-5.064386,-1.951347,2.561205,7.982848,8.584124,11.66344,17.3424,-8.739858,2.927987,29.14283,24.89935,18.66237,8.594499,25.07091,37.6492,-0.8925928,17.91021,-3.090926,31.37322,-1.209978,14.2141,6.672914,-2.370158,1.108894,22.81752,-8.762447,-2.707719,5.254498,18.2402,-0.4308804
