Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A25,A26,A27,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D12,D14,D15,D16,D17,D18,D19,D21,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G5,G6,G8,G9,G11,G12,G13,G14,G18,G20,G21,G22,G24,G25,G27,G31,H1,H2,H3,H4,H5,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H21,H22,H23,EXG1,EXG2,EXG3,EXG6
1890402.34375,happy,-7.475131,-2.962346,-5.072979,-4.870055,1.788589,0.3215334,13.75667,5.23203,-5.506695,2.480513,31.43155,15.34859,2.243061,2.310467,2.936423,7.831864,0.644979,13.14034,-3.091626,14.53411,5.667767,1.93999,11.59226,8.639702,19.03208,30.29976,13.11232,30.26807,3.864093,27.03459,12.55826,23.13183,5.167037,13.46318,12.11195,10.86846,11.37955,-4.188539,14.61849,10.08235,3.875332,4.95724,37.62117,42.64874,26.23094,8.864489,11.96733,17.53617,23.36484,18.95688,12.55553,40.28659,17.03122,23.91128,17.00365,31.44016,11.25329,16.64556,23.73169,7.887892,13.58806,14.47002,7.635453,15.87225,11.15267,7.366371,6.135359,5.702949,14.4317,12.02907,10.75462,10.02248,27.12078,9.909575,7.611607,3.005244,7.657908,7.012501,3.572792,6.241864,8.650434,18.46715,54.18865,19.55558,1.034637,13.47209,18.38652,51.94825,11.01646,8.081705,22.60382,15.08929,18.96943,15.54239,9.093703,16.05519,22.60158,14.44173,19.9221,24.79661,17.61881,2.388673,18.72293,22.20799,15.87885,8.59416,8.897754,22.92454,27.00035,19.73423,15.68055,5.427517,17.0701,14.85564,5.872866,6.982731,7.455384,-7.218342,11.20985,32.8582,4.166302,8.693976,7.71118,7.43768,14.58383,6.777199,9.974468,4.00747,9.845634,2.334303,3.231568,1.513186,-5.234892,-7.259258,6.818013,12.63207,26.76001,2.984081,18.39425,34.01138,16.69095,1.390199,7.226367,11.87837,2.247442,7.178263,2.101771,7.193567,9.309942,8.536039,11.48576,16.70214,17.86013,14.10168,26.6815,19.16942,10.5769,17.02332,14.83942,15.27007,11.36386,10.60458,14.70735,8.611574,6.092597,40.97319,12.57327,7.357338,20.84423,15.02569,10.5517,12.17467,12.30951,17.94852,11.50126,42.12487,8.186461,8.554281,12.12126,9.279834,7.973159,-1.042658,-5.517372,20.408,6.084833,12.09294,13.29376,2.792915,-2.085287,5.580282,4.383205,14.86318,10.97378,8.641568,22.37993,9.712392,11.19439,16.0339,12.96857,1.41681,21.19968,3.846307,-0.802483,-7.532434,6.135742,10.21334,5.326462,7.390428,8.272693,4.538456,-1.515065,2.732683,-2.945965,-8.205264,4.139893,-3.0296,-9.228309,-0.5791034,0.720376,4.321712,14.4596,18.89539,6.656762,6.477452
1906101.5625,happy,1.300474,10.00428,18.69659,18.81597,32.10989,33.45086,51.17796,-0.08055166,21.82401,32.03459,67.1655,47.43166,37.06372,-2.169734,3.517063,16.38751,29.18314,38.82968,25.44526,46.30899,2.561,10.38137,37.5146,42.20926,46.44067,12.34429,27.67898,51.6445,27.66155,46.85495,24.15748,32.03753,3.297996,41.88206,39.0962,30.38046,17.53832,-2.404141,39.08035,30.42589,-0.473703,37.63363,62.31171,60.60426,28.48859,-3.128659,-10.0033,50.2742,52.24249,43.01552,30.75429,44.05133,1.816936,-1.026236,48.43623,62.29014,30.81684,7.207767,-2.490936,29.44416,40.12086,30.65217,23.42225,35.1657,25.50967,10.023,3.757116,-1.982627,36.01395,29.37518,31.22417,25.71393,34.44792,21.3784,4.308008,14.88858,27.72511,17.62913,17.53454,11.29262,30.11153,41.90903,67.11357,32.25511,7.80174,32.54993,42.08582,69.49709,26.69224,16.52294,44.4581,-1.233276,6.327706,4.815765,-4.827765,-12.06378,1.445802,-6.995476,-11.91657,-9.051884,-6.314213,-14.0464,-6.912427,-9.79563,-5.949376,-12.84924,-10.98802,-2.187953,-5.439561,-11.11769,-8.252157,-16.9348,-2.387638,0.3601257,-14.75769,-13.49154,-20.32876,-16.03152,-7.47828,7.281945,-7.647154,-8.015772,-5.236831,-3.984336,13.86576,2.287833,15.42502,7.115541,18.23807,-0.7665009,-0.5492601,-7.382554,-20.71776,-20.5687,-17.5921,-17.47334,2.341162,-19.30689,-14.69085,-2.068011,-20.18549,-17.95509,-23.2746,-27.79387,-12.47858,-22.94863,-42.71278,-9.14021,-14.88512,46.70594,43.70606,48.50243,49.73912,39.45087,43.21976,23.96749,3.193563,-3.879996,-18.58722,-15.14753,-15.2153,-23.8259,-15.35247,-7.916389,-1.154258,47.76629,25.94379,36.20306,47.19902,44.08621,42.53341,41.12259,34.50239,41.78793,30.33603,62.49721,14.95356,-4.299421,-8.521491,5.343146,-7.005408,-14.06461,-12.00481,-2.045133,-10.26736,6.374024,-10.59048,-15.92752,-16.04909,-30.69175,-19.15737,40.85709,29.3647,33.1105,26.95985,29.73045,27.53964,29.06066,21.14845,0.08272943,28.3053,10.9918,15.02161,12.79037,10.74887,9.575778,1.044897,1.781331,-2.923046,-4.233527,-3.439245,7.751242,15.033,-0.5362319,14.55914,1.186729,-1.95142,7.358938,0.8939551,-9.163967,-19.18779,-0.8251918,-8.373469,-2.687441
1911632.8125,happy,0.06602357,3.502716,2.607226,-0.1359031,9.447338,6.167778,18.76715,4.009451,11.49477,14.42172,38.57627,18.06403,9.58026,-1.477158,-1.332754,12.19637,6.470229,22.5215,1.768342,17.07279,4.109399,-5.216927,22.08078,39.3855,15.17296,28.31676,16.53242,26.09622,5.564487,30.14414,17.98797,29.31071,4.459992,18.72513,21.13577,19.95072,14.53219,-1.308583,14.79165,18.14776,4.141093,5.475361,42.44697,47.42914,25.59978,11.24224,6.460142,18.1195,26.19958,20.70243,13.82942,39.98757,15.76129,20.90791,22.2193,35.27468,19.40987,16.59932,14.76106,-0.4782631,3.575363,4.93306,-0.09352414,9.328988,1.118027,-5.386161,-7.088184,-7.751399,9.091438,4.566766,0.06685208,0.05568056,11.05663,-2.714438,-6.764793,-6.632451,-4.259429,-5.010448,-5.593201,-5.713243,-3.952561,11.4594,42.02837,6.400315,-7.618568,2.89643,5.867635,39.13826,0.6081365,-3.492927,12.32293,8.589478,14.19366,11.52056,2.123386,-0.5116554,9.151925,0.9236377,3.741332,0.7064924,1.171002,-6.890973,-17.35211,-17.87588,-3.716232,-2.622625,-4.208472,11.40598,-46.11184,-12.5675,-2.106156,-1.834456,-2.809362,75.35738,3.808515,1.119806,4.701085,5.222208,7.891964,23.45584,-8.953911,-1.048619,-8.772182,-1.187655,5.731634,2.005185,0.2493012,-0.1427234,0.8966122,-4.004746,-4.231871,0.7014408,-12.94695,-3.838516,-1.605857,5.846298,16.52455,-1.36208,11.17449,31.2478,17.55115,-6.181266,4.163644,5.250636,-3.289121,3.105669,-6.629416,-6.325868,-2.835245,9.232471,12.23193,16.17327,15.93851,15.57577,20.65115,19.27474,5.159851,11.69749,10.08776,7.367071,4.05634,2.700413,9.945068,-0.4403476,-3.738546,37.95472,12.99036,8.941392,18.20612,15.45313,12.60995,13.45879,9.666826,13.52344,6.213642,42.12601,5.929814,-0.4410064,2.885878,-3.338323,1.376036,-7.288482,-10.7821,5.77564,-0.9786893,12.08931,3.72586,2.64879,-3.404001,-0.4129782,4.005027,14.08871,0.1668119,8.705644,7.336788,8.430286,2.474793,3.604017,6.328163,2.837976,25.16948,7.759835,4.300085,4.300758,8.973488,10.54336,0.5450853,4.075821,0.8073092,-0.9898403,-1.315266,1.978419,2.511188,-3.645466,7.735223,1.488839,-5.697471,3.379746,0.8800583,-3.304482,12.42953,16.10572,5.902402,5.889744
1921714.84375,happy,-12.41619,2.112099,-3.986489,-3.662801,-4.193452,1.880784,8.802415,-5.359551,4.633979,11.05704,27.17336,8.572591,-1.427586,-5.048282,-6.55003,6.103836,10.54716,15.15277,-2.82145,12.30054,1.644482,-5.785243,14.60773,16.04512,13.73506,5.597812,12.7095,26.78645,-5.212704,15.86575,-0.2564691,13.17957,-11.13155,8.001421,5.00036,6.218546,1.586805,-15.36364,8.09704,1.86067,-9.177794,0.2460266,28.60342,30.73328,12.35797,-5.574546,-6.076672,13.10694,17.67351,8.426555,0.8146333,28.84038,0.4065277,6.965684,16.8392,26.96127,8.137382,3.423111,2.904353,-4.267006,3.556596,12.93634,6.321095,11.77798,7.640794,-4.059644,-6.106196,-3.787034,3.070455,2.265233,4.919057,4.742991,13.67046,-0.9701049,-5.997883,-8.873444,1.027315,-6.914703,-4.557291,-0.498865,-1.135912,5.10285,43.10025,11.09894,-6.228514,6.491579,7.179758,40.30478,0.1121535,-4.525455,10.88099,-3.890245,1.682704,-3.725582,-8.964205,-11.67985,0.9196218,-4.962998,-2.13734,0.5181461,-1.051432,-15.18142,-0.8544298,-3.216498,-2.284186,-6.996589,-8.348239,17.98674,-8.969543,2.86164,-1.746197,-14.18314,2.930863,25.60565,-5.368515,-10.28206,-20.4788,-9.102598,1.096874,20.37211,4.424393,6.022464,1.470662,5.865843,13.98672,1.738976,1.313358,-2.63362,0.389437,-8.090622,-8.690152,-11.20192,-16.14338,-10.05418,-9.961518,-7.457589,14.82597,-13.14417,-3.251261,14.86916,-4.463065,-10.44635,-12.37969,-9.930169,-11.2729,-10.71635,-23.22333,-3.401868,-0.4358183,3.625181,11.32096,12.66208,19.43742,9.357172,18.17838,7.081225,0.933659,2.967721,-5.086464,-0.6271957,4.115938,-4.211961,1.958328,-3.637534,-5.73397,32.13407,11.23816,3.182648,24.11688,19.93941,10.96216,14.21013,16.612,25.02141,12.65818,43.31093,-2.418577,-2.063647,1.440833,-4.721737,-7.278927,-17.45915,-15.15936,-4.867932,-6.610609,1.404767,-5.870643,-7.568467,-12.30114,-13.12051,-6.872131,18.46191,3.277076,10.83281,11.54103,13.30882,4.958025,-0.4648734,3.513498,-15.83559,9.60494,-8.255263,-11.83762,-5.722235,-6.769123,-6.908982,-12.28973,-11.61436,-8.574588,-16.13957,-15.72792,-9.115836,-13.9265,-14.27718,-1.991917,-9.888259,-11.6847,-1.627696,-12.94456,-15.63067,19.62046,4.402166,-2.378666,-10.44149
1926914.0625,happy,-6.032187,-8.076147,-7.571918,-6.869341,4.219284,7.757121,21.9471,9.123499,1.231533,3.867511,31.13579,14.48334,7.08931,8.801504,7.988235,10.47664,8.320675,22.01259,1.606035,13.46716,11.33516,0.9768025,20.5876,22.57169,11.02324,20.94636,14.08453,25.85972,4.959504,32.35875,20.23358,35.09349,15.11521,20.1743,20.3931,22.90632,23.40444,8.734855,17.93711,22.11141,13.04099,6.843534,37.283,46.3883,24.83043,8.815237,8.826993,14.08205,19.34791,12.78997,9.171921,30.21115,6.74335,15.27815,10.6416,23.97696,4.170523,7.419693,10.40834,0.9418367,16.81531,-16.07388,-25.117,-12.88869,-11.76992,-13.80302,-6.403226,-2.985599,13.00164,12.18196,-14.82147,-20.21331,-4.307777,-2.220415,-3.036524,-13.56564,-10.35973,-11.62872,-1.828471,6.374072,2.510029,7.485394,41.32526,14.24529,-1.660104,15.56027,12.0598,46.31932,7.277032,11.52833,21.15269,18.23677,25.3142,20.7374,17.58941,10.25818,23.59803,18.09105,14.12092,18.24467,20.85814,10.54607,9.415003,8.381819,17.07727,16.17637,13.49133,21.20835,-0.6312802,25.61214,21.27064,9.390538,28.51487,35.2443,18.42786,8.515241,-7.796338,-0.7547458,13.99135,36.43859,5.937774,13.48119,4.628651,7.023957,12.89577,4.765361,15.61021,6.104158,11.33764,3.021586,3.233398,-1.59074,-1.340853,-1.58104,4.197279,8.282166,30.10611,1.692488,14.56553,34.59584,15.0297,-1.986299,5.457003,8.765821,-1.024043,4.673609,-6.196225,3.79046,4.140201,7.517781,4.472687,6.177666,1.753636,4.107056,3.942158,4.585029,-4.933961,5.763436,9.07982,12.07281,10.73533,6.716827,11.39986,-4.828157,-10.80841,24.26664,-5.906156,-9.216,4.991868,4.767768,3.063754,9.603838,-5.528209,-3.371901,-18.08367,19.58035,-10.29723,-0.4214323,7.20014,-6.41472,7.520691,-5.576804,0.6693813,10.08722,4.919874,19.70245,11.71006,8.657511,-2.882735,4.564321,1.055693,-2.863171,-16.46601,-2.583966,-4.111609,-4.55882,-15.72097,-8.079844,4.863706,8.778391,30.32421,6.871178,4.288702,-5.335677,7.930528,20.5337,12.2598,10.78163,14.25251,8.555511,0.3673342,0.4839384,-9.436152,-5.030961,0.2786971,-4.401505,-12.66323,-7.381094,3.021281,11.63833,13.74446,18.17621,-5.41119,4.223505
1960574.21875,exit,18.67407,26.95719,26.5769,17.43211,21.28893,20.53087,31.62146,-2.309243,32.17917,28.61352,57.83848,38.4519,19.96292,-2.627818,6.126418,18.56828,26.42838,27.28053,11.24432,27.14497,7.475099,-2.548099,26.66422,44.55286,33.77082,14.88627,25.51473,43.02459,18.61598,40.57775,26.09745,39.6254,15.06646,31.73826,33.46804,31.22536,25.83517,8.360951,26.54332,27.92731,13.65923,19.51667,48.76582,55.0071,31.60711,8.326901,7.381357,33.89297,38.17036,28.95101,22.61288,43.20035,15.20396,16.39609,31.00906,45.06953,24.26302,16.3375,15.73312,21.75591,35.71608,32.80116,32.16203,35.36143,26.2669,20.60386,13.94065,15.39121,24.65326,24.92764,35.5175,31.89026,41.1086,29.67418,21.61469,29.30555,32.96371,27.09301,27.04941,25.06327,30.23559,40.93315,75.93801,39.89091,14.93339,31.41247,38.48586,70.59698,28.54299,18.40437,41.17062,15.84001,21.7925,20.22037,16.26802,2.659181,12.18515,5.269494,2.580894,7.275623,7.418349,12.38923,-0.3651393,10.3337,4.520849,7.038805,18.13264,-0.5681349,-12.41539,8.768169,4.594243,-0.6485276,23.63884,-15.91337,-9.871396,-12.14237,-40.12812,-6.299504,4.279273,25.61374,2.153831,-7.063086,4.759244,10.48626,28.64398,20.01568,20.32054,14.37984,16.01209,8.492383,9.759847,9.849487,-2.815982,0.2758866,-4.663898,-5.761606,19.33423,-2.774048,2.58489,17.54405,-15.22179,3.09866,3.707152,0.05093789,7.083055,7.954083,-0.1488059,7.166589,-2.687764,26.89808,28.48611,33.00829,36.38977,25.31152,35.22217,20.64177,12.56677,13.35805,4.884092,6.478263,-2.357568,-7.42039,8.16068,3.2957,14.15022,48.24837,24.59682,21.38371,39.95204,31.52164,25.82995,28.2062,29.88027,34.34123,26.36979,57.94478,21.30615,9.512123,5.743752,17.34021,-0.831134,-8.668001,-8.790058,3.655581,2.724466,19.62115,2.673061,5.465528,3.415082,1.501,3.197438,31.88775,31.89265,30.94629,27.70734,28.2997,31.06537,38.77923,30.21443,12.65762,38.53555,17.07079,16.76549,18.16194,19.89779,21.58954,16.30947,20.49432,18.86646,18.79966,14.97269,19.21386,21.10114,15.57003,24.1589,19.46819,17.61002,28.9313,19.07228,17.92324,-32.08253,-3.020929,-12.26672,26.76373
2007347.65625,enter,-5.019236,1.564022,-6.695623,-5.394179,1.74206,6.00487,13.15531,-3.074465,12.61903,10.46934,32.83907,20.2726,5.929416,-3.112605,-0.6517205,8.001037,6.861449,17.54876,-5.147414,8.838965,0.2901607,4.11118,15.85968,20.36254,1.904698,8.310533,7.160867,14.83404,3.666063,26.42599,17.69455,29.15766,4.902606,14.37785,16.7973,19.612,16.8317,-1.436347,13.72592,16.10518,6.561096,3.870175,42.15702,49.27097,32.17889,9.220941,9.609814,14.72831,24.77844,21.18298,17.62292,43.07022,19.42282,21.07577,16.70916,32.05389,14.52631,20.25718,22.68976,4.173059,11.58008,-0.9683849,0.3668109,17.94968,9.736859,8.244982,9.129304,8.792184,14.89035,18.94345,2.170213,6.882648,20.00223,13.51804,10.13453,-6.580173,11.23566,6.048281,9.765462,7.527724,5.543717,16.66424,54.97267,21.05978,1.911456,5.129956,18.68165,54.00572,14.79735,7.569743,28.1517,9.541184,15.4615,9.995058,3.916104,4.357503,13.12427,7.768739,14.37133,12.98493,7.57827,-3.245692,11.82534,17.4268,11.0246,3.919325,0.1285728,16.89765,10.29486,21.52358,11.35707,-0.4505545,11.67281,20.07944,4.631148,4.196385,0.3612288,-0.4239802,9.879389,28.93155,9.531638,10.02909,5.773256,10.62625,16.17426,5.622073,12.93107,13.00006,18.15773,9.532166,10.40432,7.058709,-1.360552,0.2206245,3.921406,2.63196,24.41401,1.608609,9.486899,24.16172,3.641017,2.60349,2.707587,-2.758218,7.757736,4.2316,-7.52569,8.414548,8.998976,6.150836,7.710326,8.384735,17.14133,16.88492,20.48472,23.78346,12.84044,17.20178,13.32203,11.43382,13.50327,6.186392,15.74071,6.725076,5.673305,42.01182,12.38697,5.648694,13.65123,7.147906,-0.7303896,1.822093,2.788405,11.02198,0.6392928,42.41047,6.295123,9.245948,12.9937,9.809831,-4.213975,-17.91516,-17.43876,-3.557979,-11.85848,2.335578,-4.631564,-13.48831,-21.25258,-22.94602,-22.7093,3.969646,-11.90581,-5.678729,-10.89448,-4.971052,-6.449747,-2.772597,-5.439011,2.02488,26.62753,6.393656,5.049129,4.412931,7.732872,11.31225,4.395314,6.720233,4.519197,-0.1724707,-1.094273,2.556095,-1.817998,3.065714,4.254834,-3.405096,-8.438896,0.6529954,1.04954,0.1124801,18.34686,26.30632,13.56231,7.340676
2094132.8125,sad,-0.5469258,-6.519647,-15.16979,-5.145531,-9.503365,-10.55329,-2.937516,-9.37143,-0.6830159,3.576697,14.20461,-0.8493962,-13.00666,0.9371297,-4.27428,8.617455,-2.643241,11.12617,-14.1914,6.214491,7.682751,-0.1823745,10.06089,5.42431,-4.466623,10.33916,8.27931,26.44059,-13.02997,16.47123,6.383848,17.02069,-3.415235,-0.07289609,5.140797,8.668533,5.11311,-10.75265,0.02242079,6.191154,-4.583175,-9.456623,24.13116,32.65736,15.75994,-5.902308,-1.109631,0.2242002,8.157905,4.286246,-0.7403258,23.68302,3.5435,11.56202,12.34545,19.74826,7.128228,4.853089,11.72228,13.85004,22.79788,15.06031,5.486598,15.00242,10.85426,4.708011,-1.352296,-1.34158,23.03413,20.52722,13.49147,9.282819,19.90303,9.809621,-0.04650488,4.435223,10.35018,3.549816,8.6215,4.869751,18.95774,22.26355,54.05127,23.61447,2.442259,21.95151,20.69841,53.73368,17.02263,9.558753,26.65202,-0.6623749,6.282279,8.280123,6.667027,1.13897,7.459854,5.706408,5.847779,8.589091,12.15834,4.785922,8.56223,9.354534,11.83892,13.08979,15.84041,7.654348,5.273777,20.22901,19.54704,11.69731,31.07579,9.49519,11.15669,11.74664,2.83535,-1.723992,17.90145,37.931,-3.645703,2.409549,2.989862,5.422526,18.08088,10.22046,20.27094,15.78198,19.06963,12.30884,12.67359,11.74588,7.1784,3.242021,11.91156,14.40394,30.98735,10.91622,21.45085,37.10204,13.85985,13.24062,18.32764,18.72966,9.868193,17.51222,11.88831,-4.836937,-1.205094,-5.209727,0.8878207,1.480822,9.032874,2.947078,11.56396,6.992968,-1.719934,5.498857,3.477195,2.982614,-0.763987,-2.080741,2.960067,-4.370876,-7.132409,29.46232,10.63643,-4.556303,12.70094,6.402578,-0.1050329,5.324037,7.569632,12.24498,8.778822,36.52054,3.556083,-5.040787,-0.5035516,3.175286,2.418226,-3.268696,-0.8463432,8.207728,5.448158,20.80497,11.32314,14.83455,5.837188,18.77103,15.71032,20.08181,7.665731,11.51738,25.16055,13.58456,15.36355,17.22395,22.1382,-2.40642,17.17817,-1.907713,-8.087496,-8.321166,3.467809,6.118391,1.448515,5.970356,7.725267,2.700422,-2.13032,1.206211,-11.28323,-1.389442,-1.853492,-1.429473,-6.929095,1.47279,1.785245,5.989892,19.45234,23.56735,3.146743,3.016031
2109898.4375,sad,9.066998,19.78961,17.79538,16.07193,16.50918,20.38059,27.81817,11.66489,15.9741,27.26472,54.56313,26.86605,17.60152,9.951468,8.558416,20.5631,14.5744,31.14094,8.506655,26.03682,12.77887,4.347645,30.10852,35.82336,14.08413,19.88206,14.83415,26.91224,18.183,37.50937,22.80719,37.69412,17.73956,26.37225,24.96203,26.73755,21.94976,9.990663,20.60441,18.53824,9.693289,12.42619,37.96915,42.65967,22.06667,1.954715,5.856367,25.54485,26.20181,19.95819,10.59758,30.63918,9.285843,10.04714,24.37663,34.61329,10.12847,7.307159,13.13664,7.170599,18.39972,10.17119,6.965133,17.90743,14.21529,4.713411,2.293263,4.221394,8.652799,8.768581,10.6453,11.25548,20.05425,14.96273,5.167085,-1.059282,11.28802,10.52605,11.90936,5.906283,12.05456,20.34747,55.95601,25.69971,-2.185422,15.22718,19.98848,52.01587,12.39495,4.504735,22.84915,15.96816,25.79961,25.99896,17.58505,6.371401,18.98457,19.71871,6.039248,15.99411,15.01019,11.26083,5.646395,9.630345,17.30201,15.39093,17.87286,7.297641,-7.5726,22.00202,18.19129,11.13694,23.03697,21.48329,9.513535,7.196879,4.958784,-3.123515,12.1686,30.43002,3.6497,-0.867376,1.793219,1.068302,11.79824,-0.3456047,8.256251,3.320187,9.513333,-0.485879,0.7698467,-3.063396,-7.402573,-4.207469,4.43103,4.892768,25.58889,2.458812,13.09412,31.37334,9.470563,-0.07867689,6.326651,7.57306,2.43671,4.11301,-1.528749,6.800097,4.178549,20.68025,20.28965,22.7888,24.91212,17.3375,13.77522,11.62051,5.425951,10.13167,2.067624,4.290753,4.865985,-0.7381114,7.379365,2.446419,5.542287,37.29539,13.44106,14.68822,26.84691,22.45626,17.1994,14.38107,17.98096,24.42612,14.76242,45.51288,5.849077,5.072256,6.965804,6.322449,12.47683,-2.120148,0.7767817,9.346539,4.872028,17.98241,10.32396,8.668351,0.2443895,13.15885,7.024961,20.93636,3.05891,7.220586,12.56533,5.482914,4.800674,11.87926,10.96253,14.48764,38.79222,18.90185,12.33792,20.38035,20.4197,21.54837,16.56328,20.21569,17.62077,14.76829,13.23551,17.96541,10.93292,13.13476,22.30355,17.62481,12.08839,19.99243,17.53058,13.94989,18.97783,5.820523,15.13698,21.21936
2150914.0625,sad,18.65563,27.69351,25.18112,26.75346,29.97395,34.90626,49.33202,13.77625,34.16412,38.48141,60.2032,49.47056,40.60563,12.37968,16.28412,34.21243,31.77094,44.97797,28.7784,47.20706,18.18736,11.97518,43.41272,59.06414,44.67902,22.95623,36.2065,53.57489,28.63939,45.50064,22.48208,35.62313,8.448106,42.87611,39.64297,32.82121,27.86021,8.652467,40.13197,35.3693,19.01455,42.66429,69.47206,68.97359,52.30727,29.17405,21.18164,55.27714,63.14466,54.51628,44.09753,67.06123,38.44176,40.94741,61.93438,77.77822,51.26528,43.40788,47.28846,12.19222,20.20602,35.92091,32.59653,44.08236,46.70583,32.14765,26.82351,16.15837,13.52959,9.245607,25.84278,27.59904,40.63569,30.56958,13.71326,15.19602,18.84131,19.2942,16.47184,14.82473,20.51176,31.49782,60.88977,24.29409,-4.025303,19.89964,25.81138,54.56531,14.53513,0.7078201,25.62539,18.25493,17.72461,12.13628,8.138359,13.43853,15.60964,7.437958,17.5529,15.25757,3.887417,0.9549283,6.328948,9.018047,3.258754,4.019416,6.417773,8.571872,-5.080395,8.331838,1.45043,-2.552907,13.8647,-4.971894,-7.21084,-7.438184,-5.195055,-25.50175,-2.006984,20.32875,-3.121072,-16.67145,-0.4297636,-20.07052,3.79452,-20.49584,2.086119,0.4161162,6.365154,-2.520111,-2.800878,-4.89475,-16.17025,-16.50996,-8.755556,-7.327897,15.37766,-10.98901,2.119799,21.70296,-6.38326,-9.086043,-4.212249,0.2540082,-4.55135,1.332334,-7.517505,10.09101,4.002849,45.77941,51.48719,52.94477,59.50274,57.39132,57.96151,48.66571,41.78217,41.88489,33.42046,23.63331,13.5758,18.17133,30.74271,31.03323,35.79255,73.35746,51.52689,52.44681,56.0714,50.72498,43.26027,43.43066,41.27708,46.01196,39.64666,76.20621,39.98862,26.63632,25.73569,32.75974,10.73769,2.452298,0.7460721,13.6631,7.276114,19.82145,9.720387,6.80398,-0.1307203,5.781134,2.825861,37.66274,26.4851,35.64614,38.48197,34.95263,31.68902,28.45013,25.01572,4.339327,29.83157,12.76034,16.91018,21.13859,14.74099,14.52448,8.275231,12.02168,8.986295,6.545002,4.543115,13.90633,17.01952,7.656968,21.73199,13.13703,15.28527,26.8132,8.755651,7.166853,2.154387,9.167796,24.61779,16.46229
2152164.0625,sad,-3.959666,18.03606,24.54571,21.78047,26.35513,32.94745,43.3695,-12.95643,21.21178,29.50789,60.48524,39.30112,24.47304,0.6729873,-2.968889,11.09602,19.6386,31.72259,13.64328,29.79972,-1.294189,-0.6390039,31.11624,29.02406,22.13032,14.255,11.67452,24.77407,34.66881,63.35261,45.13606,62.63434,35.72469,49.14791,54.7578,57.83885,53.67281,35.16679,44.76666,55.34187,43.20731,27.84297,66.38104,81.6163,58.56853,39.0061,37.76448,33.79198,45.75728,41.60689,43.63292,66.529,44.81243,48.18834,34.25843,49.54729,44.45073,39.29261,49.26689,3.298301,13.882,6.406664,7.967653,22.76206,13.69567,16.92435,13.59207,9.995231,6.176199,5.356306,10.69208,12.02139,26.83794,12.42982,8.51298,2.487782,10.60709,4.617431,10.22338,9.452551,8.023438,18.06007,55.32929,20.08373,0.7955938,10.33452,11.7063,48.11791,11.0922,13.24998,18.31977,42.86328,46.80194,34.18396,24.51963,38.65187,42.0911,28.70083,39.24458,46.86427,33.85812,13.19513,40.12352,36.88784,25.41489,20.88248,19.92349,33.16124,33.87457,34.3193,24.4554,14.65863,25.23661,37.15791,15.95922,10.88747,3.006528,-3.322489,11.66563,28.78407,9.422277,19.92382,4.105289,9.538608,19.73042,14.26968,9.908356,2.49484,4.871352,-0.5861803,-0.3955636,2.383089,-9.642346,-7.002352,0.5103694,2.360923,22.98926,-2.622081,7.765246,24.45601,2.006059,-2.208889,1.632459,2.073582,0.01149274,2.298491,-3.524098,14.47954,18.00185,25.36856,23.90764,27.79181,30.73415,34.86022,39.95802,40.62472,30.06996,37.6336,36.75595,41.94298,30.43647,32.39624,33.46379,24.86211,17.3611,56.56973,27.97596,23.01606,25.21934,18.34296,17.10304,14.62085,15.01018,22.61603,16.00423,51.7063,21.5493,21.73992,29.81837,20.2372,7.182298,-12.00807,-9.953035,4.782059,-2.765387,11.14629,2.854118,3.740271,-4.865292,3.047236,1.694605,16.49878,2.435982,9.109377,7.798715,8.028131,3.488999,13.97723,8.379948,27.71733,52.7465,30.40101,34.67484,22.50114,27.1948,33.6376,23.84934,23.17516,23.52342,18.80175,14.68036,21.16302,22.76146,10.59936,23.21918,12.84186,10.18092,16.69098,16.6793,17.75555,3.975159,14.50186,0.7099841,5.972906
