Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A25,A26,A27,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D12,D14,D15,D16,D17,D18,D19,D21,D22,D23,D24,D25,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G5,G6,G8,G9,G11,G12,G13,G14,G18,G20,G21,G22,G24,G25,G27,G31,H1,H2,H3,H4,H5,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H21,H22,H23,EXG1,EXG2,EXG3,EXG6
1431566.40625,joy,11.57973,24.21741,12.73959,4.990564,-4.561131,-2.999136,11.361,21.82086,23.16733,24.49544,36.54914,18.66133,8.105474,30.27177,21.1486,32.52263,27.2993,39.37256,15.19609,21.02798,29.66615,12.47065,37.46149,30.92484,21.56979,23.1952,22.6634,20.19015,-6.614586,23.14397,20.39061,47.05254,32.03002,6.684039,10.98967,19.95176,28.79827,22.97757,11.76684,17.98261,19.44728,4.33382,37.8548,46.10651,27.81044,14.44931,25.32473,15.45726,20.98204,17.74537,14.3013,45.8998,27.54198,34.84976,13.85169,28.60344,19.74177,25.87876,33.62748,23.39555,31.02494,-0.03414537,-0.3644292,15.36679,13.21415,12.84878,9.783637,12.67804,27.68031,29.66441,5.362138,7.588321,23.41378,12.62339,12.62327,3.489249,7.871871,6.230152,14.57326,20.27893,22.73098,22.41132,57.29184,28.63063,18.53192,28.02134,30.60423,65.07502,24.45041,19.55968,38.75005,39.1067,53.83255,52.22219,42.0085,30.46799,54.41514,50.64161,31.10479,43.66671,52.02525,38.39285,34.08841,42.33284,47.1227,48.38262,50.0741,27.62807,19.33394,46.91257,45.33499,40.62021,54.65665,30.39904,38.70937,39.77931,32.43262,10.24427,35.91978,54.72747,10.90795,17.53185,15.84915,24.96283,30.23028,26.10053,29.53536,23.75641,25.26792,21.50921,22.723,20.74647,17.2094,19.40585,23.51988,25.98915,47.82332,21.24113,31.38936,45.29291,22.49629,18.6335,24.40682,25.10579,19.86605,24.70741,18.81927,14.09872,15.1621,9.259895,6.536863,6.881338,9.673302,15.60868,27.88001,26.36529,22.06242,32.61761,27.57285,31.10245,22.1432,24.93337,26.78552,20.5412,13.69314,50.54564,16.49316,3.444882,5.102736,4.244846,7.294902,3.338715,-4.657211,2.264711,2.443352,43.87999,13.19263,17.40501,19.2384,15.41494,38.40831,20.89484,16.56399,44.92975,27.37531,31.74446,37.01784,25.28453,16.41919,24.78504,20.18511,2.410167,6.508817,-8.267552,3.988627,1.002198,-3.732528,13.52186,17.36868,32.34864,43.80551,19.94715,-0.3800583,-2.277477,22.22467,37.512,33.79232,28.22627,37.11979,24.82956,18.31412,18.70299,4.496708,18.02423,15.56031,20.53338,17.3062,27.20407,20.97944,32.78222,47.17158,41.16913,39.27452,28.87689
1434183.59375,joy,-9.552576,-8.840383,-1.630981,-2.250492,1.005786,9.848178,16.6989,-4.307096,-7.64806,2.757799,24.09824,18.01475,7.258347,-7.235634,-11.01587,2.145172,4.286134,12.50027,3.972265,15.33021,-4.49632,-20.01605,11.13312,15.62395,9.662589,3.053787,-1.803894,27.73835,6.222628,36.22146,18.91571,36.96553,9.551881,21.24858,25.83042,27.8196,27.58829,10.75728,18.86055,26.96111,16.27623,9.44205,46.19491,53.70761,36.58894,21.538,20.86383,23.42768,32.01434,24.99758,25.56765,48.37824,31.74899,30.89977,21.41586,36.33809,27.27779,29.73908,31.90203,3.54543,11.74977,12.11858,3.651104,16.47292,10.42273,13.90532,19.6123,24.51651,8.920613,10.77952,9.059665,6.313102,29.41196,22.06855,20.39066,2.103728,10.08679,6.136806,18.53348,22.41302,4.881561,15.02391,59.61356,30.15294,8.524838,9.375338,12.18239,58.47749,19.4129,12.11435,23.01671,22.99248,21.68889,10.67907,0.9543584,23.83536,24.44319,11.58068,28.6949,32.60387,21.85906,-9.891811,38.23018,40.37798,13.8264,-0.6174341,-4.583552,31.53739,49.97698,31.29315,16.1211,3.692082,7.279176,1.893601,3.546519,0.5149974,-2.295391,-8.164375,5.225709,17.04405,16.63531,16.35558,16.07144,13.66315,24.14549,7.751705,12.96494,-0.5712687,5.671752,-2.813291,-2.823874,-4.31015,-9.737178,-9.494549,-5.113126,-6.2028,10.96746,-6.078526,1.162799,10.82234,-9.599113,-6.591505,-4.672821,-6.403789,-5.093818,-0.5521125,-5.785677,21.03331,20.32034,14.27299,15.76434,20.43765,22.22935,25.40708,33.61799,28.8687,21.63254,29.37931,25.43877,22.66782,23.60202,21.55178,27.20051,19.76196,16.23296,51.17965,20.91714,13.73689,21.4472,18.15173,9.609192,10.47775,14.05861,15.79152,9.712569,44.46852,18.6911,18.9608,26.36311,21.64185,-8.391627,-18.01974,-16.05985,-3.786335,-8.476815,2.256597,-3.455604,-3.128729,-11.96657,-5.829628,-0.2180421,13.0364,2.217215,6.838929,3.675302,10.91224,8.674183,3.459202,6.538729,2.418392,26.55222,6.111467,4.163974,-0.6420398,2.068475,6.808276,-4.46401,-6.746723,-3.188927,-12.58782,-17.22905,-6.856043,-2.18042,-16.47571,-3.683216,-13.23248,-16.32277,-4.561934,-15.19673,-13.69318,-0.7242485,9.268036,-10.08845,-12.12021
1437367.1875,joy,2.599769,4.889825,22.91491,27.65413,38.94408,31.99864,42.78513,9.019472,14.44757,36.37687,64.18504,41.51011,25.24843,10.41996,4.630937,11.70689,20.24725,20.91838,21.55302,26.79282,7.773942,-6.586814,20.16851,24.30406,12.81026,14.6766,-1.685582,23.14712,36.67525,68.44466,58.50396,72.40025,48.51187,49.16174,55.66671,60.52403,53.88324,38.3861,41.51513,51.19252,38.33517,27.10606,62.51187,70.6116,50.12467,28.38818,36.16973,34.79057,44.54142,37.08374,33.74503,53.71493,29.33173,38.51384,35.81187,46.42932,31.03893,28.32979,33.07465,38.63054,49.2941,4.133355,7.559276,26.64829,20.61,21.67045,18.19414,19.60557,44.75378,48.6882,12.87899,22.14615,40.84215,31.63869,21.07616,8.80807,27.45966,22.35716,33.06557,26.747,23.414,41.11643,78.69646,47.2412,20.95986,33.76817,46.34193,83.85083,41.11,34.48874,58.81994,47.26428,61.66682,65.06435,63.14676,41.30664,58.34956,62.02814,45.17497,59.95657,69.89798,59.02706,59.87895,80.20219,65.69122,60.29591,65.04516,31.02036,58.39384,74.61654,64.04435,46.78577,65.40865,54.16549,51.99635,49.42442,44.96426,33.74076,50.00567,69.80148,11.32877,17.89185,14.73376,12.7299,29.9663,14.0783,34.27539,40.93014,42.76431,42.00301,42.9496,36.85265,33.91258,34.2523,39.23039,37.06573,62.59615,38.76882,44.64091,59.48206,32.45776,39.0052,40.73088,39.51795,37.1916,41.86176,30.24388,9.913378,5.224194,26.4402,25.46113,27.91921,27.7656,30.42098,35.51952,32.95743,22.00379,25.26448,19.83575,33.86034,14.90868,21.51502,17.38372,14.50082,17.07139,52.84392,21.15294,20.57847,21.23063,21.59095,17.99236,14.95731,5.92887,13.32188,10.71632,50.9668,21.32625,9.771388,12.61926,17.34328,15.17053,10.57181,8.100507,24.79618,22.65048,31.06327,29.24161,33.16377,27.77319,34.98161,37.62934,5.772652,0.9643597,-2.626234,-3.383019,-2.584418,0.4164484,13.76887,16.49528,49.84899,71.51282,49.0153,42.20258,39.50163,40.91336,54.91174,52.70926,43.76586,56.52003,34.38147,18.11313,26.58346,32.99017,15.11773,23.67749,9.781661,1.872777,10.65178,21.11854,51.98524,45.35844,35.09325,17.65699,14.9551
1462343.75,exit,5.709292,20.22516,14.22177,13.97811,21.92179,17.28216,22.5288,-3.152471,14.76751,25.30046,51.37622,25.37605,11.4511,1.211342,-1.33546,13.14563,18.38166,24.47497,7.31144,11.5125,6.697785,10.83555,22.35253,28.04902,11.74767,19.92121,8.759905,16.97473,14.28111,37.81566,26.30694,45.01476,23.64977,26.30069,26.41901,29.61664,27.30094,18.5484,6.691978,20.30825,19.73996,1.3404,30.36188,42.57982,27.29042,12.39316,19.2526,6.832344,11.74218,4.527037,-0.1080479,30.43792,13.80828,23.08055,6.104521,20.47414,-6.716692,10.46856,13.78944,2.799938,12.74057,-8.842525,-14.12134,6.352553,-4.73906,-3.951201,-3.130459,-1.396073,5.928697,15.9398,-6.672107,2.102624,17.88025,12.11634,0.3623492,-13.61127,4.530132,-1.55333,6.077009,3.496498,4.859803,14.20043,51.62558,19.11852,3.987742,4.696494,17.1814,52.22761,8.799385,3.264539,19.4024,31.043,40.24759,40.28214,37.55055,25.35352,35.51487,36.016,28.35653,36.64173,39.13163,36.18343,34.23309,46.76468,42.45477,39.22152,46.77799,19.43026,42.23336,49.61879,39.92277,30.70527,51.60891,24.30266,24.77117,25.34518,20.05333,2.749151,21.57213,42.05151,4.170584,4.393342,4.914079,9.003653,15.45084,12.08033,10.75983,12.10453,16.46443,4.887421,5.972877,6.63729,-4.146187,-2.641947,3.591932,12.4281,34.88839,-4.193459,11.37876,36.10616,17.12574,-5.783029,-3.937949,7.111496,4.711418,3.127265,4.831217,5.747601,6.701858,1.964947,-0.5037324,3.858892,4.151322,1.897026,3.942794,7.873034,2.14196,11.57199,12.3812,20.92321,10.0842,14.41381,11.44403,1.8248,-3.677691,32.82925,0.598642,-5.249176,4.710424,2.689251,3.366224,-0.7110074,-3.577989,1.936473,-3.568227,32.12823,-2.640158,0.186962,9.208972,-0.2178863,8.889416,-0.9237663,-4.905828,20.76371,8.969737,9.73711,21.18788,12.00572,-3.089787,22.17786,13.56547,-4.084578,-12.96416,-8.095636,15.96159,-4.279658,-14.58434,-4.688712,2.756263,21.23517,44.72677,21.97008,16.89338,15.35355,28.1017,30.52589,28.5985,31.59253,38.61702,30.78056,23.41241,22.69046,17.41333,22.49118,24.39143,27.20686,16.54223,26.63059,27.72752,39.33403,19.21393,20.37212,16.19536,38.30273
1510113.28125,enter,23.02865,30.61715,18.72561,3.10502,-4.967627,-10.73309,2.791971,16.21665,29.95146,26.65068,37.39225,15.02948,2.878633,17.08627,23.12024,27.70937,24.88034,32.52065,10.8716,23.17454,27.52305,18.46041,31.74751,20.17255,24.18423,43.98523,28.43503,46.38771,-14.60478,7.186435,-4.694605,6.22994,-30.26163,-4.259374,-6.905231,-3.940742,-10.38191,-34.10205,-3.631254,-5.120293,-24.84691,0.03725272,25.80104,25.10123,8.446961,-13.23549,-21.05628,16.22945,19.33565,9.66562,-0.6074098,23.23726,-7.276244,-8.077209,19.68388,35.77845,10.70562,-1.926182,-5.878367,23.09986,29.66523,23.37995,14.26027,18.85581,9.947124,8.826662,5.402168,6.149641,24.64155,25.99066,19.82684,13.35772,23.98066,14.81767,9.484654,14.06261,14.28585,6.095334,9.227827,6.389303,22.46009,27.06742,60.79969,23.01645,1.666682,18.15585,32.47786,62.08228,17.32044,12.14624,40.72966,-24.92755,-28.26146,-37.15401,-52.73759,-25.93194,-23.5658,-37.36819,-11.628,-12.97414,-19.23822,-67.21796,-11.36547,-10.72425,-19.96309,-40.09222,-57.15048,2.057657,-16.69725,-14.45997,-17.71576,-29.87833,-29.28415,-4.086009,-14.6833,-19.9444,-21.9159,-16.18683,-1.004614,18.99142,0.06054474,-5.571405,1.992676,-5.524192,12.78441,3.756524,12.46564,10.28284,15.18267,7.638802,9.19143,5.944703,-5.282918,-10.30072,-4.271181,-5.014329,12.04468,-1.101069,11.85363,26.14054,-1.251051,1.923136,5.809202,7.785098,5.946606,7.89367,2.410591,-4.212406,-6.818811,13.05722,25.02611,26.9362,19.95173,12.62821,16.87459,8.245407,-4.23391,-3.353528,-11.6859,-15.0734,-9.907927,-14.22642,-6.600566,-10.56161,-5.699967,27.40066,9.64931,7.352617,32.47409,32.08846,22.84346,28.83593,27.06279,23.95059,11.5044,40.67274,3.76295,-5.132046,-3.710292,-1.071769,12.8346,7.865625,8.440327,16.5001,15.37813,27.14901,14.84432,15.26808,6.881491,10.32815,13.76898,30.0296,16.73205,21.49952,27.62208,22.50905,19.76542,23.64576,28.30503,-32.53,1.661989,-7.721297,-9.466632,-6.47895,-5.049549,-13.95357,-37.71713,-25.30333,-49.72721,-29.23797,-12.24845,5.742263,-1.3852,-0.6733839,14.47733,11.73669,18.65423,28.85295,-9.403834,-62.19127,-1.175237,8.784164,13.74149,11.61722
1567531.25,anger,-5.082166,0.9885171,4.061647,3.923292,12.4339,17.81242,25.15257,-0.3378125,6.033027,17.42553,46.94477,22.17733,10.59882,-1.398655,-1.813993,7.180448,19.79396,24.48816,6.346261,16.11427,0.3146285,3.236012,23.28626,18.14489,1.778726,17.0735,9.961958,22.87666,11.15381,36.26006,20.68406,35.50475,13.11471,24.19398,22.27107,28.70416,26.86896,7.23349,21.34111,26.10519,15.43896,6.346218,43.3842,50.8036,29.62247,14.99431,14.30276,14.9925,26.32835,20.01192,17.3927,40.49679,21.13994,24.67248,23.37712,32.70789,18.86673,22.46841,26.05246,-2.575909,5.578368,-2.484783,-0.917016,11.65927,4.124189,10.25771,9.877459,12.22457,3.147583,7.616741,-4.227103,1.102578,18.48741,15.44122,13.26635,-14.50387,-1.850011,1.654344,8.741829,17.54223,-3.171544,1.793704,48.10417,19.94358,-2.532223,1.631649,7.377136,45.98896,4.467344,1.18677,15.69816,18.82502,25.26231,20.25752,6.771861,10.99247,22.47699,13.08233,17.37814,20.09583,16.52542,0.09930381,19.2217,19.15784,10.86402,6.297871,3.81331,22.84478,16.95286,16.99376,10.33306,0.1063047,14.19572,19.35131,3.915226,1.555501,-2.73858,-5.572759,7.604084,22.90655,11.84243,14.73577,7.716894,14.42092,20.57715,8.954851,5.325428,-0.4092216,2.134715,-2.121571,-1.812991,-0.01391575,-10.24057,-6.601033,-4.26269,-4.424542,16.87104,-5.92195,3.470906,21.66209,-2.234748,-4.89098,-3.220731,0.8823296,-2.583962,-3.520578,-8.926449,17.45319,15.10013,7.214242,8.073535,11.06725,14.4656,16.65949,15.61364,23.20546,14.513,20.85525,13.76589,15.64095,17.24079,11.44942,17.32256,12.25763,8.011104,44.43279,16.19291,9.955945,11.12186,10.20662,5.633551,4.796866,4.378004,7.469823,2.665745,41.28401,11.28071,13.07591,18.58285,13.07179,-3.248131,-15.09783,-13.25447,2.821365,-4.506854,3.376351,-2.577415,-4.065086,-14.41883,-6.803131,-1.526256,4.480931,-10.47019,0.01774171,12.06717,1.431276,-7.32876,0.2450411,0.09239483,6.302401,27.47188,8.626471,5.752136,0.5598288,7.728105,11.39184,5.793491,2.740914,1.947588,-3.527267,-7.3573,1.088168,0.250201,-8.499841,-1.336957,-8.414564,-13.51267,-4.040793,-4.810004,-4.864213,7.034635,19.16424,-1.54309,4.327461
1573980.46875,anger,-13.35518,-2.370457,0.3973475,-4.08288,-1.262277,5.935274,16.47186,-12.16498,1.029833,8.844437,39.29423,15.79656,6.644063,-13.84326,-10.96755,-1.24847,6.457066,12.77116,-7.15921,10.48103,-7.460187,-12.08604,11.3262,21.70962,20.43771,9.927405,2.481708,19.59835,1.284604,30.59147,17.31289,35.41939,6.596984,15.88804,19.71753,23.41223,22.76972,4.172124,13.22129,20.76876,10.33628,4.100429,42.01855,47.25977,31.31854,6.879333,11.44643,16.74018,26.08857,20.06492,17.44985,42.12062,19.62154,23.11349,17.80796,33.73358,22.96372,18.29435,19.21083,-3.937581,1.129523,1.098102,-2.86467,9.832421,7.954125,1.976964,-4.001271,-0.03468928,1.560352,5.587317,-3.150753,-3.963424,14.11688,3.045357,-5.227004,-11.81317,-0.3874296,-5.327601,-2.179522,-0.3221242,-0.9794347,4.06998,43.83294,8.733378,-9.585797,0.9010177,11.60101,43.69974,1.256918,-3.12008,12.42939,15.66669,20.13074,15.05099,4.609148,7.097546,17.62031,6.763555,12.43885,11.02753,6.547261,-3.350827,9.315911,8.768835,1.676799,-2.635738,4.064958,17.95397,-0.7409701,7.01851,1.279796,-8.570094,9.193462,9.039162,-4.032813,-9.638096,-13.96809,-14.91452,-2.480775,17.03309,6.579779,8.7395,0.8238153,6.213159,13.71632,5.247408,7.778759,-3.52638,-0.1704741,-8.590328,-7.3846,-9.300489,-15.7314,-11.06933,-10.14377,-9.937745,11.06053,-11.2642,-2.313649,16.33375,-10.92867,-10.92128,-9.695815,-6.322003,-6.918085,-7.483161,-14.95032,8.579867,12.59944,5.067284,8.270998,10.8961,17.0073,17.26431,23.5111,20.79851,13.2851,18.6593,12.55025,9.197233,14.48915,8.249653,16.42531,10.99918,6.003798,42.53291,8.21501,6.822934,19.93253,13.02852,2.28077,6.421603,6.893664,10.38484,3.181643,42.11611,4.656848,9.217526,16.09949,4.102432,-13.81073,-24.52262,-23.02334,-7.27978,-11.79547,-2.245188,-11.11,-10.65949,-17.59607,-10.87789,-15.63937,9.607758,-3.256999,4.912732,14.77173,6.670724,0.6812829,2.727773,3.306406,3.337471,28.11917,7.836246,-0.7388837,1.587699,4.053684,10.6298,3.68389,2.836668,4.292321,-5.957935,-9.619605,-2.918469,-8.983956,-19.54419,-1.703904,-6.078116,-9.400581,0.7924595,-7.197191,-0.5880219,-7.666306,-7.853355,-9.16138,-15.07462
1575531.25,anger,12.86788,15.18009,10.57484,8.952246,13.93804,13.6594,21.90145,11.91572,16.99189,26.21057,45.87397,30.65858,6.309136,16.64187,13.44123,18.57036,17.19164,27.60893,10.86062,17.10478,19.10448,13.75465,27.29211,22.35537,12.22171,21.8551,13.72157,26.26602,10.85917,38.64112,26.296,41.8472,16.87332,22.73006,24.67237,29.94725,24.63338,10.77161,18.37925,21.65618,12.34887,8.086169,38.84448,49.13154,27.27085,8.271208,10.81525,17.59364,22.01917,16.6216,13.26098,36.87942,14.02772,17.23487,17.86931,26.84014,19.09603,10.95425,13.97316,16.24282,20.60456,3.270723,-5.030193,4.894704,-0.2342068,-2.039838,-5.771419,-4.485353,15.63684,18.06569,3.470384,0.3940224,14.12497,3.790238,-3.875977,-6.788525,0.9660981,-5.400122,0.9911879,5.15468,11.17101,17.54868,49.2421,16.1489,-2.694797,20.36209,28.24757,57.70379,17.37443,12.42432,28.72507,23.09173,29.64885,23.88756,17.12214,9.671526,25.84857,19.2902,13.70018,21.14123,18.808,7.532992,14.132,22.4943,15.71593,13.37699,10.48251,13.00494,11.20766,23.07603,17.68484,10.94212,25.76283,19.12661,9.45929,14.14796,18.5403,3.839499,20.15821,45.75737,-4.606207,-1.312098,3.84825,6.644883,15.72705,11.65978,14.34653,12.63936,16.76114,15.94052,17.42276,12.99323,5.261922,1.900374,11.45856,18.67177,39.7814,13.63285,24.64557,44.3344,18.82509,15.39417,17.55117,20.42175,21.81441,18.96059,13.64752,-5.928838,-2.735044,8.517076,9.628768,11.72202,13.34566,10.03335,27.38674,12.96486,4.40774,9.740179,4.447544,9.334997,1.727391,3.488585,4.374773,-2.181661,-4.358118,34.86669,3.432923,-0.4769802,11.98508,10.8946,8.793805,8.443866,6.85969,10.13698,0.6716713,36.31343,-4.817665,-0.3647986,5.852915,-1.068798,22.17678,11.80381,7.562778,28.95572,17.45142,26.93801,24.13076,16.35256,8.882142,17.40203,13.72851,10.4077,2.865571,2.215218,14.36737,6.502227,4.257475,10.7533,21.16885,14.26153,38.52168,18.30559,11.36821,16.6254,16.90689,20.89909,11.73847,14.3974,10.46585,10.93591,9.136391,14.0338,6.312022,6.70156,14.1255,10.35515,5.905994,16.98512,12.8412,7.081464,52.50991,37.19992,31.21073,17.50473
1576980.46875,anger,-5.184587,-2.851977,-9.223785,-9.220549,-4.931895,-3.578511,14.35274,-1.701151,-2.208351,2.442699,25.91201,13.9217,5.910981,-4.154509,-5.997198,6.440673,3.931296,15.12457,1.427897,18.31615,2.84582,-8.613311,14.61734,30.65641,4.755821,22.42368,18.23714,32.30368,-2.85521,22.04481,5.674809,21.04222,-8.5437,12.96882,11.36256,10.39924,9.456594,-10.96693,11.32968,13.17867,-2.870358,2.499525,41.245,43.90859,31.46371,5.572271,0.2115938,17.01943,27.70748,21.91352,17.31458,47.98407,18.78057,16.88968,27.0455,41.75424,23.00183,19.59276,18.56505,11.04344,20.14509,9.543175,11.09625,23.09473,19.86509,13.63238,11.41379,12.51217,20.88389,22.61085,9.220889,16.50682,31.82917,17.49839,11.1051,1.042162,15.52183,12.42429,12.90195,13.78973,15.34773,16.7865,60.3673,25.6917,8.291571,13.9151,22.34473,58.85193,16.91598,11.66459,29.88914,1.231081,4.392981,-0.3284274,-4.671384,-2.623923,4.096541,-1.289814,3.248844,8.337238,6.091024,-8.908994,7.303385,10.70997,5.044646,1.57251,-0.8000483,15.18049,0.9107621,17.50171,6.585896,-1.21987,12.47907,25.06262,6.17353,2.180063,1.538267,-2.422347,13.69953,30.37435,18.30915,7.481114,15.04649,11.70912,23.64801,14.79038,14.06999,14.90559,16.392,8.707636,10.87986,7.739401,-2.864701,-1.030479,3.159353,3.218411,23.64091,3.521041,11.32328,32.42327,3.796217,5.494797,9.161973,8.749288,4.777436,8.636511,-0.9800653,8.735075,8.482572,9.780523,13.67056,18.3155,22.72004,23.59416,26.60695,26.81425,15.11287,15.72559,5.312549,3.446775,7.476341,-1.171715,11.26816,10.00322,8.019667,48.93892,23.09533,19.61934,22.11326,17.05251,8.835192,12.54893,12.96741,25.21689,16.74748,53.9535,15.98176,9.406397,12.69359,13.62953,-4.142573,-6.194958,-9.698384,4.127838,-2.490781,9.580718,5.943462,5.33583,-2.845032,1.411072,-0.6757717,12.94992,3.73494,12.05287,10.59975,11.62589,3.565732,11.53218,15.77262,-11.51186,16.05709,-7.3489,-8.142922,-8.938794,-6.643985,-1.219682,-11.258,-8.688472,-6.547761,-13.62136,-16.61617,-12.88755,-9.33784,-17.28342,-9.087666,-9.644308,-10.81075,0.06098914,-14.48302,-10.23323,12.48202,20.46,5.307115,-19.91953
1578632.8125,anger,-1.893183,10.54045,16.33505,11.06242,15.05704,15.4556,28.75704,-0.5789266,7.134922,22.51864,41.32212,24.7377,12.66121,-4.213117,-1.727196,16.9204,18.8355,22.27747,5.65802,25.31608,-0.2980613,8.803561,21.10124,24.40721,17.05871,0.5273083,12.01685,33.4798,15.75038,40.91888,25.90565,44.14745,19.55688,27.66978,33.12084,33.52347,31.77167,16.62623,26.331,30.94283,24.95219,15.53902,52.36596,59.1431,47.63014,30.83458,32.15222,29.25229,39.9337,36.74503,31.8611,60.31408,40.59751,47.49123,34.8292,51.95548,38.3954,43.5906,46.86584,-0.6188604,5.774375,19.73068,22.38984,37.25873,38.36444,34.17359,35.67616,37.89243,6.671976,8.347412,17.28921,20.44322,39.75453,32.65929,32.26398,7.700315,10.69352,19.86738,21.8299,27.51027,7.159175,16.54664,61.07936,31.47745,10.10307,1.233146,16.82147,57.64005,16.16823,4.869178,19.62219,29.39638,35.19701,25.45141,14.75501,25.25405,31.85295,20.73116,33.13254,30.06871,23.2501,2.79033,21.67201,26.60628,15.74267,9.501639,7.554119,32.8497,17.79047,26.97631,10.91525,1.435402,16.76099,13.63617,1.49279,-0.118537,-7.639501,-13.22366,0.0697623,21.24239,25.79811,22.85827,20.46067,10.27686,21.84999,2.268267,3.804086,-5.696941,-1.519927,-6.190853,-5.527155,-6.185318,-14.52976,-13.87563,-6.288882,-6.585031,14.22684,-9.300391,0.6292716,19.24026,-4.596262,-7.966847,-5.394167,-5.049499,-9.277123,-6.392158,-13.11131,37.81121,31.34815,20.03512,26.90623,33.66808,39.79707,39.40063,51.92722,48.42956,41.34195,48.91956,42.01289,37.7068,33.13573,34.41581,46.58442,37.61248,38.10335,71.12886,39.90388,32.61127,38.68429,28.16718,21.71253,19.71288,25.35542,30.74799,27.04929,68.76127,34.19347,39.60071,42.56134,35.98707,-5.996837,-18.65745,-15.73692,-1.990717,-9.205789,1.279667,-3.260335,-7.089942,-17.24957,-8.124573,-9.440743,25.98052,1.168492,16.68536,-1.18112,6.543789,12.28316,5.379977,0.3390862,11.95545,39.23322,15.90882,14.79023,0.2368908,14.35528,19.71676,12.16576,10.71843,13.63277,6.410411,0.8130041,6.917643,16.23051,4.146813,12.66492,6.905679,2.184091,14.88267,3.677153,9.621947,-1.875028,3.295615,-0.6052853,10.70453
1580246.09375,anger,1.959014,5.011342,7.338754,4.311236,6.967162,9.945053,14.79877,5.914804,16.01303,21.32121,41.63246,24.81244,3.684732,-2.365124,2.127334,18.05138,19.19265,24.7061,5.859794,13.42592,2.934469,-10.30158,24.2406,28.02701,20.63656,-3.604265,11.77077,28.05621,3.780673,26.97723,9.224703,23.56328,-2.374752,18.10663,15.80017,16.04991,13.05547,-4.691316,13.02166,17.75732,1.98579,4.725318,35.4336,42.94141,26.67789,5.712101,4.844941,9.581236,17.37755,14.15592,11.01897,35.36693,14.87204,20.31553,6.863689,20.00135,10.29477,16.37816,17.6374,8.257489,18.55037,9.684836,0.5830891,10.68396,4.284843,2.344862,9.642122,14.17723,19.88589,19.67844,4.292004,2.727928,19.91702,11.03448,8.957159,4.328407,4.035909,1.477924,6.948697,16.3655,-3.264365,16.05468,54.45953,19.72764,7.83817,12.77654,19.52494,54.12817,14.70929,13.08577,25.57444,5.675135,12.0998,8.628795,-0.1777747,8.96707,11.34975,2.024286,10.73153,8.870854,7.63264,-6.476047,7.943114,8.980878,4.696747,-1.357881,-0.2723289,25.30469,0.4172506,8.040562,5.000189,-3.380688,7.790431,24.41023,3.827643,-2.228331,-6.83668,-4.99833,6.875032,26.90782,18.37929,16.9863,20.00213,16.16096,26.8572,12.84776,15.59874,12.38601,15.77349,7.827529,8.002355,6.622207,2.282176,0.5132348,4.081312,0.01426908,20.35983,5.0556,11.8195,31.74021,2.275551,5.196609,6.585257,6.474413,5.76053,7.140707,0.9365699,14.61994,17.00596,3.268155,3.661018,6.845916,7.516402,5.981298,11.70858,15.47758,8.330049,16.54125,12.9203,10.62469,16.23496,9.520273,14.74119,4.990624,-1.293873,35.34088,7.696624,3.789652,11.27843,7.353216,5.098948,9.983895,7.136403,5.532101,-0.8837625,36.28189,3.689779,6.536988,15.33432,6.070104,-3.640653,-11.45237,-11.01906,1.81101,-2.259431,10.67631,2.02273,2.892215,-6.963065,2.815375,-1.83246,18.10679,1.752151,7.7857,18.69721,10.06697,5.075653,5.554085,16.72127,-3.158099,19.98634,-0.1808053,-1.754282,-8.395615,-3.759191,2.749949,-2.337079,-2.520745,0.9182336,-8.04538,-11.52105,-4.576335,-7.20568,-10.5411,-1.025829,-7.870714,-5.786393,5.535501,-7.859661,-1.595032,-1.922066,14.16298,-18.9956,-1.45083
