Time,Event,A3,A4,A6,A7,A8,A10,A11,A12,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D13,D14,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E10,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G10,G11,G12,G13,G14,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H14,H15,H16,H17,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1722488.28125,happy,-8.985778,11.64997,2.837943,18.787,-1.795963,17.12156,-13.27078,-10.67849,0.7132822,-10.33852,2.307196,-13.92651,9.798073,0.2042678,17.02912,-2.091322,-0.2557932,22.52003,40.38423,13.10957,23.37044,4.02621,10.26073,13.24072,5.799979,14.37595,30.34327,10.95606,20.02235,20.62356,16.62223,34.02715,13.80992,11.82601,17.10841,27.48533,30.16739,22.95109,33.2953,32.78665,32.96238,50.04878,53.73436,18.52229,35.21032,17.2681,21.25728,22.21536,41.83235,31.08297,37.49709,27.25218,25.24459,28.11326,3.324947,12.61829,19.22329,29.16698,23.43708,17.4998,18.31178,13.7936,38.05526,8.98059,2.224124,47.55984,14.59697,26.22233,14.09807,-3.740988,24.70833,38.09721,20.06216,36.24057,17.03909,15.92659,18.76438,25.43976,18.1922,-1.955878,8.462718,8.281926,15.53711,-0.08702444,36.06297,44.70908,5.492146,18.77344,39.81992,19.76834,23.12949,-3.599342,36.48319,28.66878,36.73436,28.10714,25.9188,11.61327,4.59552,-17.14552,18.1171,11.99162,26.33466,6.728291,22.07966,4.205576,-7.435375,11.43536,5.942026,3.447649,12.24357,39.84116,4.025871,15.37781,17.97945,15.07633,9.981091,15.77125,2.27081,-18.46497,-8.801843,-10.06415,-11.45305,-8.421428,-12.66374,-12.1599,-11.3631,2.0603,-2.117286,4.97929,21.30827,5.314676,7.228971,-19.36559,6.882142,2.186816,16.47433,16.51633,13.47262,27.58537,24.75906,25.75598,13.35852,22.87912,17.43764,12.83165,34.28976,27.53439,28.33723,25.36153,22.06359,30.09768,20.91932,13.77866,11.56073,9.110735,10.37264,17.27237,16.39734,14.34261,25.76208,28.00401,15.73524,12.30797,23.97483,19.9239,20.62463,15.14807,24.27008,14.79852,-13.32541,-4.849305,-2.664105,12.77726,-13.31674,-11.89574,4.445574,2.987053,-6.101379,-6.936944,9.313494,-1.771453,-33.06844,6.561268,8.401648,-18.70071,-8.053581,4.135074,4.750089,9.954888,19.23387,16.30462,2.575662,-3.65348,-7.027058,2.179124,18.60401,-4.872922,28.29527,41.06422,18.83853,28.87515,33.51052,10.48052,34.44429,6.384408,23.96355,25.49259,6.555288,9.937784,3.765973,2.252378,7.509563,5.636133,5.729968,-8.148677,-7.832188,-2.561174,19.53687,18.09351,11.28374,7.772,4.416382
1833378.90625,exit,-10.77431,11.68501,-2.664704,11.76243,1.388142,16.75584,-12.14241,-10.62382,2.386965,-7.828259,5.780964,-8.03861,10.84737,-1.642223,11.76167,1.713262,4.85061,21.69698,38.96817,10.83254,23.37611,3.684194,10.47373,17.3216,11.01086,4.19199,20.65853,5.056033,12.38902,12.90656,7.92484,25.01813,4.164726,2.566013,5.454414,18.12501,19.85755,12.60463,21.51424,19.36341,18.6106,35.50834,36.88979,7.763523,26.23318,7.791109,11.66141,6.830598,30.26626,24.49257,28.00406,17.22341,13.66033,16.50882,3.920009,16.63908,14.31548,20.70421,20.61507,12.0224,14.36421,4.389097,27.45979,24.53819,4.243767,45.09632,8.806176,21.09492,8.729229,-4.601699,21.77157,36.7002,14.53965,32.00139,18.51277,12.41225,17.00037,20.8769,17.93761,1.917394,14.28678,11.21074,17.53652,14.33325,38.4351,35.24878,0.7625921,12.46099,33.20458,10.1142,18.85815,-7.821735,30.05202,29.37317,37.23843,20.26253,25.66584,13.13764,7.108479,-17.67874,12.77889,12.07215,21.53256,1.805854,24.14508,4.65027,-8.02438,3.675632,7.048698,9.473212,13.0438,36.2726,7.800538,5.984436,10.49516,9.273617,6.545109,12.96322,16.37469,8.621135,-3.839494,-17.85358,-9.940611,-2.954463,-5.560261,-3.732759,-10.4449,3.113412,4.087118,13.4926,28.79496,10.83629,15.89435,-10.54161,10.75369,7.462117,5.971515,7.348483,4.383416,20.87366,18.55457,16.76232,4.681591,13.59228,7.585101,0.8313596,24.04496,12.10247,18.37337,11.15951,11.61341,14.90214,9.819886,4.337737,2.631629,1.813226,2.308108,10.81704,11.45333,10.14101,21.23696,25.96,12.78401,10.2453,20.45889,12.38695,15.47943,4.630861,12.97547,6.18118,-9.250777,-2.568668,1.918441,15.56861,-12.65417,-12.14248,7.061177,2.534382,-10.69782,-6.739865,2.870889,-4.906155,-25.34581,3.984794,4.20939,-13.33818,-6.144721,8.724767,7.303367,10.47314,18.0657,10.8162,6.043725,-2.565839,-3.250785,3.526179,19.58352,-10.95853,25.14307,39.50977,11.82113,20.66506,30.18284,13.04376,30.07098,3.007674,14.81138,19.80242,1.929118,7.92569,-9.379347,-1.424622,1.361704,5.864569,2.198227,-15.51576,-15.07507,3.369164,26.62933,21.39331,12.78818,8.258869,5.521552
1890972.65625,enter,-10.38029,10.20071,1.294611,19.04917,-2.197053,16.2471,-14.75706,-10.70727,-1.88846,-13.25281,4.041842,-9.348825,9.33222,0.7709141,15.05046,-3.224515,1.511217,22.56273,40.5088,14.42597,19.25639,4.596658,9.344807,15.36917,8.29767,7.587636,24.33636,6.84324,12.16182,10.36566,9.508485,28.30453,7.310389,2.583467,9.217081,23.4148,22.82249,17.50787,27.50216,25.31135,27.52418,44.40035,43.14143,12.81,29.82832,14.73072,20.13825,20.16409,38.15497,27.41495,37.43489,25.67887,20.15366,21.96628,-4.858476,7.008207,14.8189,31.18858,21.86643,17.83775,15.33146,9.560654,31.95944,1.957161,4.09423,46.39344,14.86706,22.84648,8.024966,-9.381927,22.82937,38.20711,17.6014,28.55132,11.82789,11.1183,16.02554,19.04591,9.605042,-9.059994,3.883528,2.405138,9.242167,-7.366976,29.90628,37.29586,0.8613809,12.42895,31.47265,15.68873,17.05974,-9.001347,30.06246,23.95983,31.3284,21.19286,23.71809,8.192772,3.032273,-15.804,13.46924,10.33511,19.44763,0.8911502,23.19985,4.574749,-8.405336,1.970021,6.425616,4.920168,9.747663,34.22714,3.559653,4.559975,10.10325,6.942434,3.572542,8.805311,-5.235898,-29.36459,-20.70454,-23.50738,-15.84966,-10.33031,-11.50424,-10.72523,-17.24117,-1.829535,-3.317182,4.206922,17.14953,-2.519523,9.561829,-26.88309,1.550733,-2.305469,7.814991,5.138765,11.89565,29.05386,25.48599,24.13059,13.46945,21.97517,15.43611,10.06814,29.27727,12.43733,20.9894,12.63742,17.45786,22.77456,16.04266,8.480912,8.447025,10.53404,14.58271,21.64161,19.33129,16.40443,28.70226,30.86687,19.80846,18.66873,25.78114,24.07593,18.78597,7.274642,17.04531,10.06975,-12.84032,-6.798041,-4.174981,10.78656,-18.91797,-13.80041,1.607306,4.832143,-10.62557,-14.36835,8.255312,-10.30542,-42.10059,-11.66665,8.083442,-27.16729,-10.81096,0.5782745,6.823494,14.12424,22.0566,5.719077,3.422673,-10.54233,-14.74411,-4.384354,24.296,-9.443479,26.94105,39.425,14.77704,23.13922,28.55926,9.06263,28.18777,0.4683189,17.46068,20.80753,2.177152,3.742416,-7.180501,-2.201705,0.1889518,6.915504,3.15485,-16.58024,-15.90727,-7.361082,19.14777,9.003527,0.760837,0.7763129,-3.094887
1917664.0625,jealousy,-10.45612,10.33016,-5.012016,9.6141,2.347495,14.89422,-17.33016,-15.17388,4.858071,-10.65447,2.739161,-16.2581,3.510229,-4.829081,8.596488,-2.659015,0.9090262,19.54504,34.81499,6.856023,21.38015,2.843848,7.8346,5.543449,2.006783,3.516577,18.46883,0.9014041,5.584903,4.680432,3.728593,20.89089,-0.5102444,-7.69126,0.9783647,12.96097,10.52489,0.9198511,17.10065,14.21452,13.85054,27.65042,25.77841,-2.598086,21.20768,3.496058,4.139338,0.4778649,22.9016,16.13245,26.52137,10.66731,3.082461,9.084495,-3.225307,10.82117,11.25071,21.11229,14.96555,5.438913,8.558617,1.286006,29.31714,8.05163,-1.595298,39.54726,2.731724,16.81387,8.884865,-10.54478,17.39163,32.08078,11.56644,33.06164,11.24493,8.672107,14.53002,20.79626,15.19017,-7.390134,6.355114,5.158745,12.87691,-1.097565,33.16505,19.86046,-16.07642,-2.454706,21.16512,-3.375751,-7.663206,-22.46625,27.26287,11.03066,33.97659,17.93744,12.21012,5.595584,4.370166,-9.304315,9.557153,16.38869,24.00967,12.78004,33.56973,13.94851,-1.850962,9.339426,11.94796,12.01628,13.85264,38.2687,9.928632,5.286926,9.44465,10.26783,7.918861,13.5505,0.7804108,7.997638,-3.632698,-14.47313,-6.891812,-3.995738,-4.061953,-2.121887,-8.514554,6.206102,4.944669,11.53469,29.18406,9.87602,19.63034,-11.85027,14.35613,8.294042,5.457589,7.017355,1.217978,17.69153,16.14271,8.928339,-0.6862113,9.556641,-0.6569924,-0.6361364,16.89293,-0.6328084,5.499314,8.307708,8.346058,10.29919,4.51816,-2.650185,0.3335972,-5.571465,0.4859783,7.604476,6.155046,5.706312,17.23336,21.32203,9.261065,5.905843,15.38571,9.492668,11.92535,5.269686,9.257273,2.785651,-6.909163,-1.370007,-0.7604308,11.92024,-12.44238,-6.196742,3.735692,10.08396,-2.845509,-7.894145,2.350212,-2.767836,-31.32717,4.795325,-2.112503,-18.75074,-3.128522,5.456396,5.393547,5.16645,14.54406,2.376732,2.251212,-10.24916,-13.22392,-5.090094,15.55502,-18.37971,18.67997,33.42557,8.85399,19.52979,27.14472,7.296699,24.42222,-5.813598,15.69505,20.57019,2.149433,4.773278,-6.992488,1.385481,3.632323,11.4563,6.029173,-16.95057,-10.33603,2.345684,25.27778,18.93321,13.32804,8.585627,6.617967
2071042.96875,exit,-7.49538,10.97765,0.1223315,16.27787,4.527567,18.7935,-11.67783,-12.0306,9.842227,-6.111788,6.951707,-9.966876,3.03029,4.741432,12.92684,3.029545,6.221986,25.29691,37.42933,9.902919,24.16855,7.255472,11.09135,12.02467,6.869503,9.82615,21.7615,5.853512,9.757542,9.151364,8.607642,24.80399,4.716089,-0.2091809,4.734281,20.26534,19.69661,10.31493,22.63939,16.6411,18.85847,33.17292,34.42306,5.240498,22.03476,4.545135,6.257965,7.946572,26.15058,19.23433,26.00352,12.06671,10.62376,18.36994,4.753228,13.36456,10.02858,21.60605,16.30603,7.559785,11.99388,3.028495,31.6016,2.056367,-3.125933,38.98816,4.673202,18.40878,6.140299,-14.05132,18.52182,32.2483,14.48096,31.59937,15.38978,8.327518,12.79203,15.92073,12.88391,-1.024586,10.3457,4.822764,11.11913,-7.158011,33.36599,33.54921,-2.285179,10.91966,35.18061,12.95737,16.43707,-5.491423,33.9234,27.58099,34.9867,25.02671,20.06856,8.924293,5.80236,-13.76894,16.62662,7.349526,12.71382,0.3092156,24.21637,6.016739,-11.16416,3.673961,7.284882,8.360913,10.93875,34.77492,8.32257,8.789394,13.59053,9.979761,4.040329,9.103529,-6.280334,-17.26839,-12.99192,-21.84863,-10.41814,-5.497852,-9.77108,-7.637576,-11.52971,0.4547358,-0.8292815,6.473989,20.48738,2.009722,8.999171,-23.58048,2.354591,-1.238988,12.0792,11.62967,5.545568,19.01756,15.05528,10.05726,0.5320752,7.56708,2.165067,-0.3125162,23.09899,6.611948,15.91754,20.89444,20.256,22.12408,8.841636,-0.5392554,-0.2318519,-3.721428,-1.790655,5.375896,7.854673,8.141252,21.59162,24.91977,8.174907,4.919368,11.98302,8.204304,12.56083,5.860888,18.47216,4.23625,-1.49476,6.5826,6.782985,18.83211,-4.82604,-0.4622228,11.79411,12.85158,4.716559,1.027693,9.770001,6.017722,-20.7044,9.17271,2.738436,-16.83997,-2.735948,8.903656,3.673685,7.041677,14.23829,0.1728204,4.793166,-3.80318,-0.5650126,2.013746,18.55962,-7.118637,27.43659,40.92883,15.71989,24.70281,30.83046,12.27359,30.87267,4.583789,19.78678,24.05865,6.225299,7.127378,-2.571788,7.488396,6.834801,13.70952,8.754539,-11.70907,-10.81832,-2.716543,22.15317,12.60453,7.861917,4.653639,11.24897
2128621.09375,enter,-13.53848,3.229342,-9.295267,6.410558,2.859112,14.32866,-18.88119,-19.57294,4.788723,-8.556096,2.271361,-12.76022,3.219923,-4.737652,8.407887,-0.1289397,5.589457,20.50629,32.17512,6.195235,21.02775,2.509929,5.184527,12.99118,4.810796,-4.837321,9.455307,-5.320881,-0.01010589,0.5674249,-4.458517,13.66137,-6.254035,-11.69696,-3.510845,8.585837,9.724421,4.477927,14.41776,14.61523,14.06392,32.24753,30.93832,0.4030416,17.89508,2.983372,5.695706,4.719128,26.7859,15.44289,25.64741,16.4486,11.51247,14.89502,-13.58064,6.883738,12.75577,22.92182,18.41016,15.53285,13.02654,7.620193,32.26826,15.2522,-1.67599,44.14519,12.90799,19.25952,7.989551,-6.176621,23.57617,37.05492,14.9289,32.27749,13.7065,11.11749,16.53148,21.51951,15.4763,-13.98192,4.52557,2.599336,12.08502,4.476101,29.0044,26.42661,-11.98,0.7562537,20.68025,7.540009,9.124136,-17.0438,29.83734,23.95916,30.28973,22.05844,20.1575,4.36576,1.57124,-17.69171,15.04531,13.68195,19.25907,3.222726,23.64917,5.5394,-6.435645,3.597445,7.070136,8.648388,13.13446,38.40002,9.456421,5.878011,11.75703,8.042227,6.428952,13.06124,6.328135,10.01533,3.614683,-10.96323,-6.730535,-3.633238,-6.825146,-4.702073,-4.846406,8.326012,5.358692,12.65582,27.25359,11.94957,21.35161,2.069729,19.77581,17.37305,6.257798,6.214611,0.4278021,17.29368,14.96185,14.3709,3.300093,14.91407,6.252028,1.060246,21.56659,1.79479,12.32415,9.82375,17.35456,16.19663,10.08932,3.409612,2.873556,5.705573,3.281446,12.57926,8.167554,4.582119,16.45898,20.75636,9.409319,11.03078,19.78688,12.69575,14.99206,7.269163,15.43174,8.751031,-6.440851,0.099641,-1.842783,14.16771,-7.990336,-6.939867,6.559165,10.23358,-1.009027,-4.747403,19.53507,-4.919367,-35.36424,6.773157,3.24523,-24.77988,-10.87379,5.206942,3.503604,7.754756,16.98596,3.963153,2.100654,-15.07493,-18.55135,-9.21311,16.77322,-20.94486,15.36499,29.93064,4.070075,13.71825,18.58515,1.768976,19.58673,-9.705539,8.584538,14.13232,-2.173835,0.04854011,-14.01241,-2.558047,-0.4015862,10.6684,1.114123,-20.22267,-15.0501,-6.47694,19.83171,12.83837,8.622453,-1.186007,-3.25042
2178515.625,excite,-11.13854,1.593788,1.189927,15.48147,1.801463,13.86251,-18.4211,-6.568774,6.772369,-6.548125,4.979718,-10.79817,8.053992,1.520381,15.36895,1.131993,2.745386,24.39271,37.16383,9.33139,22.92565,3.031976,12.75843,14.44099,5.616596,4.393374,21.86456,3.669265,10.37639,11.36586,6.570574,23.34363,5.09003,3.026272,6.938404,20.19768,22.28278,17.51735,26.13437,23.65799,25.93738,43.06196,44.90562,11.60338,25.8606,10.21748,13.96765,14.39061,34.32192,23.36998,32.32588,19.26602,17.59064,22.68547,-7.388904,6.349194,14.77797,23.32538,18.50298,10.93488,13.7029,5.414059,29.49665,14.58603,-2.570905,42.73827,8.275393,20.25188,9.748242,-9.486305,19.24894,30.75279,15.96782,29.8562,11.34618,10.08106,12.56257,15.80242,14.26042,-8.653295,4.536656,1.98801,9.461181,3.96895,28.77532,39.59898,-0.07277686,10.30097,37.11132,18.19519,20.12535,-7.852922,32.58998,31.09522,33.9448,23.95486,23.96809,11.87221,5.077035,-12.55601,16.47832,12.48923,23.29999,4.521341,25.21546,9.522762,-8.316538,7.546102,9.769364,9.893595,11.79679,40.97977,10.71157,7.872136,13.70548,10.27011,5.938062,11.79223,5.529672,2.947091,-8.441574,-17.88899,-10.47211,-3.179083,-6.085749,-4.556729,-10.91149,4.118683,3.495035,11.45754,17.64378,3.451921,12.96657,-9.681887,12.24326,4.695364,12.11226,9.648146,8.063962,23.11337,20.38816,17.21571,9.506665,16.52923,11.99857,11.30792,27.14805,23.98461,23.6121,15.20998,22.0926,22.57061,13.71565,5.856472,11.1384,6.767875,4.894116,14.18241,13.68372,10.70401,23.04953,26.08643,14.18133,10.50973,23.06162,14.88509,16.94396,7.707102,18.8048,6.949596,-3.687544,2.47287,4.143977,17.59146,-4.162702,-6.545083,9.184884,12.37987,2.291027,-0.4976443,34.19521,2.47554,-35.23556,14.43537,2.933674,-15.93828,-4.386445,3.725446,2.530963,9.945517,19.90578,-1.156137,3.341896,-8.917406,-11.4982,-3.191411,21.59812,-9.981099,23.66478,37.14816,9.451962,11.51036,27.85034,3.865064,26.6998,-0.1412595,14.43544,19.02751,1.97394,-2.027001,-12.75237,-1.569261,-0.6138343,3.866147,5.294478,-15.06124,-16.1445,2.800091,26.52752,17.30354,10.86663,-0.3250397,-0.7755954
2253566.40625,exit,-49.50898,-10.38976,4.041548,22.24465,6.433462,5.634657,-24.0275,-11.43042,18.28084,1.84834,8.915714,-4.144917,13.18395,10.22769,25.25095,11.11983,12.53332,27.69289,42.89517,25.6845,30.60997,11.52059,16.72006,21.73926,2.737797,6.810904,27.10913,1.688774,11.08786,5.384074,13.2232,35.59759,11.49566,4.359152,19.06103,32.3741,29.87525,31.30992,41.91957,43.33611,42.64749,60.3479,59.36438,18.96545,45.65495,28.08622,32.50834,35.33968,51.9241,40.37861,50.04872,39.89219,28.37512,31.94742,-42.91802,-0.6422541,14.06024,21.21623,15.28703,15.14256,17.07981,6.33149,32.03097,14.9059,-5.625773,38.08751,12.25286,22.86095,10.07828,-13.40574,11.12037,31.81336,18.46989,32.0748,3.611166,0.508333,6.886249,14.9627,11.85368,-15.37518,-2.413932,-3.099659,7.950634,-0.3913142,22.62589,39.54982,-7.464193,-4.090048,3.611705,16.16798,12.23878,-17.99499,26.99393,23.88533,26.81776,18.67514,26.46766,5.250859,-7.34564,-28.75817,13.0068,15.23542,19.15021,-1.051915,20.16201,-5.317713,-10.02713,6.598954,8.140567,20.32103,10.63094,40.60777,16.46676,4.468135,9.630302,7.461247,5.930033,9.306464,5.599587,-19.54574,-17.7036,-21.56704,-8.431422,0.8721569,0.5350165,7.329528,-7.389005,12.12232,11.33641,20.13787,29.64376,9.291387,18.89522,-13.16906,-71.23824,11.32954,8.343424,7.046193,23.86286,40.1506,33.39661,31.69352,25.59265,38.92271,25.25953,20.82305,35.37942,48.10237,27.28112,17.2213,21.09099,23.46353,18.84147,11.86253,17.45967,14.28655,20.42123,24.40601,22.83379,25.1086,40.09368,36.75263,19.08483,16.06028,25.41158,24.35156,19.69049,12.45629,17.05478,7.450198,7.233438,13.3268,10.21278,22.54123,-0.1917783,3.069674,13.31107,16.40902,-1.002426,-5.698788,-1.084922,-10.5038,-40.11836,7.459897,6.998638,-49.78909,-18.59376,4.340262,-1.901786,10.00975,18.01299,3.447361,1.333535,-16.03922,-46.25071,-10.52746,25.93489,-22.3443,17.50544,29.75768,5.678152,13.78227,9.070248,-12.88087,12.51994,-23.34279,-16.24471,-25.76641,-38.62792,-24.23907,-29.2318,-48.83507,-43.73031,-73.97415,-50.56033,-74.19311,-88.05602,42.68488,77.66532,59.51435,57.42664,-51.97999,-52.93172
2311164.0625,enter,-0.147254,23.42935,18.85898,34.16224,0.7883354,23.34406,-3.906416,6.489481,3.222151,-7.032024,7.687416,-4.851102,16.2418,9.794367,19.86518,0.2776462,5.365754,24.44036,39.7118,12.89294,20.49654,3.348453,6.14921,13.96377,4.275921,24.04255,44.1103,25.56939,31.20348,31.48862,26.48417,47.32859,27.91778,23.00346,28.39091,44.57405,44.47248,30.49159,41.60802,39.28078,43.09821,57.47502,58.96941,28.5315,35.27551,18.43158,21.50325,27.79963,44.6748,25.50698,36.81261,27.45279,27.29354,28.55511,-6.145232,12.42139,13.6586,24.11276,19.30691,13.70237,13.87359,8.444964,32.28846,19.96097,-2.907519,41.15128,10.70676,20.40017,10.68875,-12.55907,20.11034,33.63401,15.39339,33.69692,14.21289,10.72652,16.05391,19.09273,16.61025,-7.851137,9.220727,6.385371,14.20773,9.296293,32.29397,56.30243,17.83283,28.77301,52.27831,32.71291,35.02687,11.44095,36.16311,40.19308,47.44068,28.44118,33.32655,20.75058,16.30483,-2.367007,20.90101,16.74144,28.86004,11.91846,34.90433,17.8147,-1.162751,14.08907,16.85674,15.57915,17.13753,43.65388,15.39211,6.161263,15.28732,9.463758,6.975791,13.69662,9.773517,-1.297568,0.318419,-10.13127,-4.845677,1.903037,-2.18486,-0.7864071,-4.697403,7.831171,5.814093,13.62358,30.86667,11.27985,19.61685,-11.17169,20.17217,10.06031,9.076104,8.869325,15.31394,28.0898,23.83992,20.83349,13.68262,22.83177,16.19025,12.42916,32.51795,28.23122,32.50387,20.00832,25.15451,26.52109,18.59994,11.31555,10.6125,7.140007,8.852822,15.3759,14.11,12.6397,26.1402,26.00096,12.52473,10.51545,20.94465,17.04521,17.45038,14.8614,20.61455,9.520265,-5.847956,-0.2608761,0.9772607,14.35703,-11.63936,-7.676821,6.169877,8.324987,-6.434094,-6.883668,2.77295,-8.812541,-37.24948,-0.4167911,10.406,-28.19276,-15.34348,2.361522,-1.274328,11.80638,20.08784,3.485324,3.364002,-12.40369,-21.99345,-5.706205,22.29544,10.58981,44.62077,58.1302,33.37079,40.37157,44.14808,25.38577,46.73304,18.69278,31.12116,35.51241,19.17786,20.49839,9.493835,12.22793,16.89608,14.25577,13.35502,-6.436015,-0.2405175,2.800284,26.67817,15.09552,7.23555,12.07915,9.405688
2366984.375,disgust,-11.60067,8.504378,0.9093437,12.72631,-6.949829,9.875124,-18.15597,-10.3441,-3.343294,-17.66374,-3.373168,-15.26139,1.715754,-2.317554,8.745887,-6.766419,-4.911904,14.00075,29.77625,8.355875,12.74976,-5.948766,5.097526,8.154444,3.915814,14.86016,31.46552,13.40315,18.963,19.20134,14.84543,31.26608,13.19882,10.40215,13.95973,27.70737,30.86061,17.39804,31.99203,29.31978,28.12086,46.38629,47.40471,17.54696,29.23003,13.61761,16.75416,17.18357,37.57613,26.63111,33.91581,23.40656,18.86513,27.55027,15.13318,18.44601,10.41316,25.00526,21.5814,12.64146,15.7229,6.258698,33.21972,22.70965,0.5088801,45.76808,10.33463,22.92291,10.83048,-7.406779,24.76298,37.89576,17.49016,37.48508,20.77203,15.91797,21.65318,26.41502,22.43729,6.637156,16.3306,13.68808,19.81268,13.10579,38.07224,42.36509,3.817136,16.79207,39.22546,15.92143,26.33653,-1.687787,34.81011,29.93233,40.90844,26.71578,27.72594,12.50224,10.6884,-8.268962,19.56157,17.02911,23.80152,7.511117,29.72079,13.99817,-4.253219,7.514327,9.329255,7.981459,10.2766,34.3608,7.466714,13.85725,21.13507,15.8755,13.26361,20.61419,17.36114,11.65871,-8.48262,-17.18805,-7.090769,-4.843198,-8.645162,-6.457835,-7.467458,5.986476,-0.0730069,7.900873,25.00123,4.46725,18.55386,-8.107841,10.94179,7.424386,13.24721,15.93147,10.31827,23.10298,20.11536,18.03602,8.483088,15.17575,13.13428,11.252,30.90964,23.96964,25.65773,19.02886,22.33414,29.91014,16.23891,7.490159,2.786953,5.224157,5.318241,13.65427,11.10279,8.66996,20.81008,25.10389,11.89068,9.951917,18.8131,12.26992,17.82826,4.928185,18.9772,7.146815,-15.38355,-10.20473,-10.65181,5.769279,-18.81781,-17.56902,-1.983371,1.664444,-10.65325,-7.004162,7.940083,-2.401576,-20.76133,2.532139,2.102387,-5.679777,-0.6374241,1.908942,1.174635,11.74621,13.93201,3.537086,4.934433,-2.740002,15.75228,3.288529,16.41798,-6.888036,28.78898,41.63708,13.98658,24.52106,30.07016,13.39651,34.45438,7.730568,21.9126,29.76061,11.81393,7.687898,-5.154561,3.650325,6.822478,8.251192,7.021938,-8.186712,1.637778,9.050553,28.9964,21.61587,5.975324,16.59827,9.54917
2453441.40625,exit,-1.502369,13.99702,5.668,17.97816,-34.01739,16.6251,-10.91022,-5.890184,-3.640662,-7.638723,2.87961,-2.159519,18.21416,1.08243,10.93833,-6.067544,-0.2482282,19.74632,35.65383,7.804824,14.59375,1.158725,9.231075,7.583257,8.378531,21.80546,34.49516,22.66825,23.93538,26.38863,19.40441,37.67705,20.71178,16.65593,21.95538,32.50189,38.04088,30.53369,37.57491,33.57894,35.86669,53.48579,55.0162,26.90494,35.5009,19.76528,23.36142,23.37484,44.75637,31.70982,38.14257,29.86045,27.68775,34.28225,-23.31069,-0.5482314,14.81714,27.82165,22.25888,16.08985,12.49902,8.72853,34.92476,-17.6071,-3.556521,44.32195,11.77425,20.15948,9.559368,-8.573192,21.78318,35.188,15.77264,27.92941,9.313163,7.093647,10.91983,15.97811,7.309221,-17.46673,-1.215387,-4.777264,2.254129,-25.799,19.95267,46.62648,9.677984,20.40015,43.0798,27.48264,28.83525,-0.2611921,35.2811,34.5444,42.40181,27.50889,29.98207,15.90175,7.624897,-2.646316,19.54854,13.15372,25.96237,8.884706,32.6607,13.24924,-0.8330773,10.08185,12.70764,10.36782,13.32641,39.07475,8.869288,9.932356,18.5191,11.80878,7.069672,9.372427,-22.14769,-47.02224,-23.80385,-18.80762,-7.919539,-2.560543,-6.658198,-3.135347,-12.37784,-0.4694532,2.879389,10.8966,8.611247,-8.491853,8.246215,-41.13523,-4.879683,-15.22705,14.05118,11.3773,12.83001,30.70471,25.79918,23.63329,15.18441,26.16729,19.58716,14.03828,37.68438,22.53751,32.10604,21.11381,26.84773,30.57542,21.82646,13.23307,12.19052,10.56461,11.75641,18.24778,16.24303,13.37193,24.49011,25.65113,16.2272,11.73922,21.36917,18.63193,16.43287,11.65396,24.92276,9.736813,-7.353272,-7.507748,-5.666163,7.775286,-18.18766,-11.26266,-4.15852,0.9059311,-20.65958,-15.06778,-4.268439,-21.22524,-47.03637,-4.747362,4.124171,-32.81994,-19.71331,-5.049645,2.193983,6.250819,17.9217,0.4353597,1.344557,-19.97122,-28.78626,-13.99276,15.35808,4.241636,34.96526,48.6166,19.84229,31.74097,37.32634,21.50581,41.72829,13.79543,25.57525,35.46838,18.68491,17.33627,1.807216,14.32602,13.10045,17.90386,17.10813,-3.275017,0.7408009,9.688588,27.40359,25.31295,10.92727,20.30764,16.03457
