Time,Event,A3,A4,A6,A7,A8,A10,A11,A12,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D13,D14,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E10,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G10,G11,G12,G13,G14,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H14,H15,H16,H17,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
952804.6875,enter,-5.569614,12.65699,2.018768,17.92025,10.60424,20.13432,-12.34385,-10.05684,11.75375,-7.969614,6.316176,-15.73297,9.813656,0.8456196,15.82859,7.27158,6.578914,24.72978,44.64298,8.662994,33.43391,11.38372,13.03925,7.880013,2.362332,17.1494,30.93752,11.75039,19.0748,18.68246,18.73315,36.53439,12.03908,3.867501,15.52043,26.33982,18.79781,16.42656,28.06903,21.7266,26.12171,40.33214,53.92634,9.263639,30.66954,13.07404,13.50104,14.39602,31.85179,26.36611,29.4204,20.52566,11.76428,16.38759,10.64587,14.58958,2.786293,22.0278,15.57771,7.217173,10.26167,2.349191,22.43122,15.63557,-8.928177,39.68388,4.987736,18.68699,5.278527,-6.796878,18.82583,33.68829,12.21074,30.76397,13.43323,12.93427,16.08807,24.24442,15.40324,5.645209,8.59226,8.166533,16.63286,2.849254,41.41727,33.88802,-2.118671,10.36179,31.32254,13.08025,13.74246,-12.17084,36.77005,21.9283,32.59055,23.59791,21.6183,5.284621,7.614905,-15.67324,13.39018,13.56143,25.60728,6.90255,32.84569,14.14207,-0.77865,14.94157,19.33108,16.34196,22.64117,48.9186,18.57061,8.023837,14.66319,11.92325,9.746777,15.24991,7.284533,-12.66358,-2.228914,-4.602514,-1.779937,3.974735,5.020613,6.617167,-1.85922,12.16992,13.43232,21.34457,30.17325,15.55411,26.95448,-8.979673,17.95902,14.606,9.09879,7.944669,9.766614,25.51798,20.75816,15.19096,6.310192,12.76384,8.34717,2.199357,23.71856,26.25695,20.26944,15.72184,16.88564,19.28719,11.18726,-0.1395707,-0.3342367,-1.354154,-1.039215,7.677438,5.815966,8.500152,22.01653,25.62067,8.915648,4.213969,17.6286,11.05751,10.83504,9.133351,12.96187,2.685374,-3.676561,4.959483,5.202002,19.51827,-2.749396,-1.359108,8.480762,15.16958,-2.970743,-4.402919,12.47736,-1.985975,-29.7439,7.136735,-4.656846,-11.47998,-1.50019,5.276751,-1.634995,7.296944,13.10266,-4.724564,-4.310718,-6.329818,-2.680426,1.500165,15.62193,-13.56447,27.58137,38.94009,20.80098,23.72026,39.50409,10.0912,29.5616,2.294087,27.58271,30.90654,8.553434,7.181435,-1.535003,11.80209,9.215787,12.45649,16.55531,-4.766668,2.032687,17.40058,41.11826,36.30125,25.47611,22.7695,21.69625
1025113.28125,grief,-6.152103,18.76493,4.442681,20.52939,4.215979,19.48097,-12.33346,-5.941005,5.594959,-10.14308,6.468852,-10.96764,10.03738,-2.270224,14.85635,4.2632,8.981516,27.09595,46.32249,12.67224,29.04916,11.70633,9.711172,10.07048,4.066568,20.78654,33.61733,16.80065,23.44572,22.80266,17.85806,38.39211,17.26266,7.26191,14.25701,28.52637,21.96762,17.01218,29.3212,27.12674,32.00998,43.75751,51.21998,12.60557,34.20973,14.48676,16.08856,15.4974,34.43724,28.5632,33.49101,23.42609,13.98762,16.72508,-2.770753,8.913174,12.89335,22.54662,17.14411,11.84847,14.78358,4.066706,26.17989,8.721154,-3.764652,40.56249,8.790001,23.00311,8.048511,-8.612597,19.16291,38.91982,17.5635,27.28017,8.64166,8.59741,15.50303,20.83377,11.17341,-4.218727,3.583172,2.404346,10.96707,-4.028471,35.08521,38.99214,5.322359,18.40707,46.19568,15.88282,19.7103,-8.035531,34.70541,31.40005,37.84022,22.16342,28.30924,11.90242,12.19396,-9.654987,13.65271,11.12852,28.54803,9.087878,33.63591,14.32312,0.1932836,16.20576,17.67751,15.1337,22.15122,46.95393,14.58714,7.879381,12.98761,10.24111,6.05172,9.716086,0.182195,-10.17587,-5.549577,-13.7893,-3.082915,1.141632,-0.1628414,0.1234945,-2.192199,10.09173,8.186551,16.5185,26.6745,8.211604,20.29845,-11.27186,11.91012,6.032547,7.369324,9.196983,9.545835,25.06389,21.4314,20.74073,8.606152,13.47754,10.1681,2.343935,25.02141,21.93732,20.74958,11.7713,13.86664,17.89372,12.87055,3.387837,-0.1084124,-0.1603293,0.7766997,12.6391,12.59993,12.23633,26.1813,29.9254,11.60596,9.127458,21.08097,11.69787,16.49897,6.468915,15.33085,5.077839,-8.062183,0.7619126,-0.5076282,15.06994,-14.16495,-8.751518,2.871193,2.538737,-10.48705,-8.906714,14.74885,-11.42803,-45.71956,0.9689033,4.689414,-31.86021,-9.145325,-0.3085619,-0.8346927,4.3722,16.12036,3.728491,-5.770639,-13.56911,-14.23195,-6.155755,19.00928,-3.979358,35.13986,46.946,28.43742,34.56653,43.4969,16.79352,36.59352,10.35575,33.93327,37.50938,13.58029,6.659953,3.20318,8.460254,6.333329,17.31523,16.00312,4.625419,4.210881,8.476008,26.82414,19.63906,10.7829,14.04874,18.22471
1175660.15625,exit,-15.52344,0.58155,2.005998,14.86231,6.830839,14.3635,-20.86439,1.789441,5.807555,-4.94425,5.789496,-16.20763,15.34432,-1.062018,12.86343,4.232826,3.815241,22.48643,40.47733,15.39558,27.95351,7.365218,11.98087,6.492429,9.06793,5.457029,18.3502,-0.5587175,6.776661,9.799552,3.616203,21.7177,-0.0631438,-5.826917,4.376982,14.7043,10.00271,5.721195,16.24943,18.25734,18.9413,36.41061,44.65107,2.307789,21.97898,5.199311,8.580605,6.730506,27.3242,20.41937,25.64079,15.08498,11.79876,18.25225,0.8082018,10.3329,11.50399,21.88883,15.93576,9.202297,9.681059,4.621342,25.67016,12.99059,-3.710234,37.29654,5.888231,16.48044,6.775046,-13.42976,17.5838,35.81839,11.06052,30.6323,12.40705,8.750289,9.881207,19.93596,13.26008,-1.727817,5.965786,4.368689,10.65509,-0.6451314,36.03124,29.16976,-7.012238,5.704321,23.66576,10.12434,8.193097,-13.60646,34.11177,24.5014,31.13751,22.81865,20.70138,3.903702,3.581075,-18.40947,13.48755,12.26198,20.43416,1.474226,26.06887,9.165751,-5.273947,8.784927,15.27341,13.59048,18.93194,42.99002,12.6848,6.48653,11.43453,9.372917,6.012333,11.06567,4.085192,-13.17409,-6.413616,-16.63939,-5.48375,-2.304123,-1.711246,0.204578,-6.355807,8.514158,7.348013,16.44781,25.79854,9.367246,19.67543,-10.19817,11.38582,6.081981,7.407427,8.587421,3.2342,18.53571,15.12888,13.45415,3.878044,10.14092,7.776999,1.456798,23.25751,33.44619,15.55302,10.98954,21.32646,18.17484,9.966914,1.629415,2.927667,-4.447152,1.409187,11.2068,10.34675,7.951796,18.41184,25.85719,13.11164,4.339897,19.02782,10.29773,12.60348,5.372582,17.13445,6.317235,-4.496109,2.539389,4.651239,17.02002,-9.049773,-9.86727,6.602997,9.180361,-4.248323,-7.037198,14.82407,-3.09286,-36.82174,4.760882,1.751958,-16.87966,-4.115646,7.377375,2.94504,13.83594,19.5922,1.986717,1.740695,-6.918584,-9.081908,-0.4002046,23.29202,-20.4195,19.72098,33.88541,17.09605,24.55202,28.35806,5.39712,21.36411,-7.578602,17.80635,17.01106,-5.143503,-11.61389,-7.959838,-9.358046,-2.688939,0.02584845,-0.2457322,-18.99561,-16.89816,4.020213,31.41482,22.52952,9.428041,1.902773,-1.717239
1233234.375,enter,-14.32933,-6.654436,-4.947064,11.84643,1.070824,15.98263,-15.66287,-9.015975,2.077379,-12.36358,1.7803,-12.21909,8.713459,-2.906134,14.0204,0.1214547,5.080669,23.28128,42.55206,14.10075,24.23795,6.037928,11.9526,10.8727,-6.896758,8.403606,18.84999,-1.244092,4.839048,5.338659,4.099616,21.52515,-0.5508459,-3.588953,3.969152,12.55297,11.10471,10.02875,18.88609,17.53815,17.68143,34.78014,34.89919,5.540523,26.81832,6.744979,11.23278,7.407292,28.6047,23.50856,28.06588,18.81075,11.91781,14.72639,-3.289694,6.890448,11.58923,19.88957,17.52592,14.69588,16.60325,10.35664,30.9541,8.538031,-3.27565,40.21994,11.69466,25.09243,11.15447,-13.69249,18.5891,36.17223,19.05806,31.85582,8.704355,6.312405,13.21967,17.20527,9.420066,-7.673224,3.399562,1.733751,8.43714,-3.115854,32.55526,30.84215,-7.161783,7.494834,27.86132,14.9587,12.61589,-16.91538,33.76261,24.3484,29.61605,22.13837,21.45308,3.110215,2.013304,-18.33448,14.72051,11.50658,22.21951,-1.569294,19.97137,2.965404,-12.21207,4.413013,6.89028,5.116593,10.57597,37.10923,4.073678,7.279817,12.67899,10.64954,6.639459,11.31656,-0.2933879,-20.57899,-14.52551,-17.26465,-13.30278,-10.91718,-12.25958,-9.139161,-15.70832,-1.640604,-4.106289,3.474272,16.58138,-0.9267309,4.786425,-22.96036,3.800193,-4.058485,13.04231,9.583773,10.47059,23.91835,19.73451,16.24809,7.161026,15.81912,8.962808,3.078083,22.53847,23.76943,15.09862,11.71633,16.62085,19.00529,14.77218,4.566305,4.93603,2.99868,4.452725,12.88903,13.23819,11.27334,24.86465,29.03319,9.470709,8.9882,20.79999,14.42818,18.38292,8.16322,14.17634,10.23563,-9.021176,-1.866325,-1.509801,13.19536,-15.90883,-9.750619,-0.3429429,0.8247882,-11.91651,-14.11018,28.36113,-8.087988,-45.73882,5.876343,4.574576,-27.36647,-9.070455,-0.1286182,0.7062523,11.95905,19.17728,6.624359,-4.054532,-11.04452,-14.56384,-3.075111,23.22787,-19.29282,19.92294,31.30431,14.41747,19.41262,26.21957,5.365073,22.95631,-1.435308,16.41653,17.79705,2.571926,-2.666416,-17.82569,1.308887,-0.8946148,2.333371,9.206108,-20.07038,-13.05818,-2.387902,19.73838,11.7339,7.385649,7.239875,1.471288
1291808.59375,awe,-10.2169,8.784846,10.88165,22.51015,-0.9430211,16.36634,-15.15534,-16.21796,1.980543,-13.16056,-1.129383,-15.52109,9.399225,1.869153,17.80476,-3.182163,2.120307,24.0494,43.20631,13.40444,23.34925,4.968495,9.404523,12.914,2.461029,14.8794,31.6233,12.83943,21.9413,22.59168,17.01424,38.74301,17.23664,11.90506,17.66842,31.81983,29.9142,19.95902,29.15761,32.37749,35.3667,50.57211,59.86553,20.20299,35.06396,18.24083,21.48484,22.3474,40.74783,30.51631,40.26216,28.16994,22.172,27.5938,-4.628615,6.176205,13.17439,25.86001,20.29733,16.00338,14.92148,10.99515,30.29114,5.596318,-3.065745,43.14013,13.41682,22.0647,9.863471,-13.48209,20.26193,36.77764,16.28742,29.28796,8.846622,9.845853,16.18717,20.12163,11.9605,-12.81501,2.182909,1.815518,10.30939,-6.455233,30.50991,49.11281,10.86759,20.59467,43.31782,22.8118,29.2954,-0.2237583,36.1976,36.64783,45.20866,24.78329,28.97428,13.15569,8.246877,-8.753954,15.81237,11.46045,25.55733,2.435987,26.52321,10.00109,-7.306465,8.409544,9.848124,7.588948,14.37212,40.58746,7.523452,7.298762,14.09019,11.17991,6.947406,12.28067,-2.239964,-16.94109,-13.93339,-14.32783,-11.77734,-6.565275,-9.44667,-7.825108,-11.75813,0.6838985,-1.356491,7.241534,17.94222,-1.555978,6.967393,-19.19155,4.7908,3.354346,13.58003,10.14084,13.20714,29.60498,27.78653,24.42671,14.06003,22.93696,17.17919,13.60201,33.61826,42.47268,26.39389,18.7614,25.99906,26.24314,18.54196,9.104925,8.695801,8.502273,10.45803,18.01696,17.11684,16.24087,27.67569,28.44038,14.4202,13.07742,22.70085,20.20391,17.96185,11.12181,18.77427,12.03762,-9.921925,-2.859863,-2.465066,13.2098,-14.70752,-11.77149,2.450933,4.592262,-10.58296,-8.727101,19.24361,-5.967737,-35.49475,6.942214,2.922332,-32.512,-6.293785,4.385108,1.199204,6.180792,14.98843,4.800583,-0.1309703,-13.73149,-10.65743,-7.027555,20.95386,-1.897389,35.2269,43.19783,24.65497,24.31139,35.49361,15.41076,35.05844,9.153706,29.34747,29.90474,6.443827,2.104764,-11.08503,-4.865647,-3.518785,8.637447,6.436903,0.8862792,1.976418,-2.491064,21.93927,11.7075,2.176899,7.935112,10.6228
1293632.8125,awe,-23.63776,-8.86433,0.3078597,19.28611,-6.231894,4.892814,-24.54076,-13.37247,-4.72471,-16.75121,-3.243064,-16.49792,-2.403045,-4.386694,15.08477,-2.58671,-1.605596,18.57915,39.6151,16.51097,22.21529,2.236384,13.30372,16.33199,4.773765,6.176224,26.31425,6.025289,14.49714,13.97767,13.62003,34.41219,10.23973,3.646897,12.71384,26.43896,22.40876,19.2079,28.08932,28.54999,30.17901,44.74937,47.69869,10.99975,35.01414,16.41912,16.48428,14.92748,36.0202,29.07796,36.66033,23.06901,15.20491,16.01797,56.45945,31.98825,22.3277,34.76053,27.08678,15.78294,18.88353,6.034896,26.97967,13.5286,10.93614,51.04961,13.99974,27.7293,11.65508,7.74791,32.01219,44.76604,21.46158,32.92401,30.7946,26.0347,25.87869,26.87392,17.06775,34.43253,27.12049,21.93598,22.75394,2.212845,54.50397,34.51711,-2.770207,2.130497,35.01912,13.92591,11.89265,-15.75375,28.51303,24.24851,24.79545,18.4776,17.89826,-0.5221938,-2.927945,-26.97932,8.53076,6.183379,13.07638,-8.240684,10.30765,-8.627405,-21.82693,-7.138358,-5.813026,-9.752593,-3.0043,20.58144,-12.28345,6.306871,9.082282,9.074894,4.564093,11.63835,4.792866,-47.5595,-35.07837,-37.62941,-27.93326,-27.48129,-29.05734,-27.64086,-33.45244,-23.54553,-25.30547,-16.62401,-10.48707,-27.19055,-22.83748,-54.77382,-34.63627,-46.20218,5.905418,6.843569,11.99919,28.04476,25.20028,22.81594,11.70711,16.87775,11.78933,2.813446,23.89865,15.18887,18.11754,10.04184,11.32182,18.95154,10.76048,4.595423,-5.748816,-0.5536028,5.908265,15.92605,16.86564,17.33431,29.02733,31.80799,17.08059,13.55076,28.08548,15.76596,20.12993,2.941958,12.38787,5.9879,-18.80847,-10.41749,-6.974668,9.35497,-20.26498,-21.59141,1.737195,-7.675035,-12.82657,-3.942205,13.08405,3.919572,-12.48314,19.8366,9.230085,15.15143,22.26892,25.85579,15.43688,10.56743,24.14662,20.35402,15.13809,18.59554,42.71709,26.57941,25.28823,-16.81946,23.47226,33.56212,13.68965,22.39546,28.57043,1.350541,20.9748,-4.672623,11.34299,7.148021,-8.269672,-10.29001,-11.76286,-11.43429,-14.3217,-5.454733,-6.749902,-25.15222,-22.32623,-16.26897,9.280702,10.4756,3.50671,0.1638144,4.444368
1407230.46875,exit,-3.052696,21.9288,10.81406,25.3324,1.38542,19.36757,-8.995578,0.2779179,3.632062,-10.0713,5.246093,-8.33302,13.31119,6.482429,16.52576,1.130795,2.008571,22.43217,43.75318,11.82836,23.88954,5.697749,10.54289,11.8911,7.129952,16.99249,32.78318,14.95007,23.20941,23.76484,19.23883,34.7085,16.08393,13.2319,13.92684,30.30611,28.65376,17.46885,31.10406,28.56401,31.61077,48.90408,57.187,18.27066,32.15022,14.15368,16.31649,18.40881,37.65778,25.1891,31.93222,23.33394,17.46614,23.77772,-1.970374,6.127825,10.3293,19.08996,17.09958,12.1337,10.84761,7.321596,29.93681,9.495553,-1.400741,40.78567,9.311255,17.95655,7.740667,-8.181368,20.37269,34.92841,11.76078,30.12498,7.575085,10.72372,13.90091,17.46298,11.56373,-9.763898,1.732173,1.537088,9.809368,-3.167731,30.10573,46.83624,12.26483,20.73283,52.14393,23.0603,28.41119,0.9800642,36.00476,33.53865,41.73773,25.11028,30.94992,12.9304,15.1818,-5.414011,17.51851,15.54914,29.25125,8.834652,31.10327,16.44323,-3.55882,15.26005,17.60228,15.19654,18.1118,47.03473,14.62854,7.720358,14.7177,10.05832,8.690886,13.41003,1.64993,-11.88145,-1.604152,-10.65738,-5.092353,-2.362884,-3.495163,-0.7102512,-1.491323,12.92076,8.599853,17.32272,26.23446,10.56016,18.01161,-10.04973,14.50834,8.487536,11.52368,9.883389,10.47433,25.18539,21.91863,19.4251,9.356734,15.74976,12.24,7.407929,28.26676,39.58678,27.41584,15.20903,26.21791,22.70711,16.8726,2.408141,5.753576,-2.111483,5.051658,11.48186,17.38453,12.87926,24.70119,28.16582,14.02802,9.386266,17.41273,12.38433,13.35749,10.20123,19.21019,8.329722,-8.094944,0.002214172,-0.3795108,13.54992,-12.81103,-11.46462,3.590799,7.292115,-6.04142,-7.324388,19.33266,-6.082612,-32.90284,5.080371,6.070948,-25.52216,-10.74019,0.6962212,1.553526,8.067545,14.84307,6.381722,-2.318164,-13.87583,-13.88126,-6.342673,21.00843,-1.026488,36.10407,48.60987,26.14397,30.89781,41.82899,21.78926,37.09347,13.11491,29.7862,35.56273,12.25827,8.727263,6.43718,15.90273,9.252461,12.72952,14.52294,1.890093,5.451655,3.685498,23.24343,13.69959,2.696666,12.38855,15.53947
1464808.59375,enter,-1.877619,18.09164,7.75835,20.12922,9.464899,23.26875,-7.303079,-7.983595,10.74601,-2.887008,9.95632,-8.817388,12.42895,-1.506681,17.73598,9.086276,8.386011,26.75672,42.83491,11.79726,28.04525,9.258532,11.33095,8.425385,6.868023,10.99523,29.43767,8.70444,14.47519,16.29289,14.48267,29.96556,8.338328,4.160209,8.264203,23.35938,21.9628,15.20161,25.64677,22.03348,24.50381,38.60395,39.1513,11.52301,27.91218,9.778413,12.32735,11.61984,30.96284,22.89476,28.59873,18.12769,11.17461,14.4281,0.676722,15.8037,9.994002,23.46645,17.50241,11.1983,15.20356,5.193476,32.04504,27.22416,-3.51629,41.516,8.897837,23.39046,11.42312,-8.414618,19.4535,35.88376,17.81715,33.3469,14.83019,11.19373,16.64623,19.52601,17.99747,-3.140774,11.09117,8.772018,18.43451,15.85344,39.15581,38.47514,2.728977,14.05151,34.37946,18.90626,18.59368,-4.289786,34.73334,30.96722,41.07211,24.42008,25.95791,11.24471,9.276988,-8.199683,15.44293,15.42955,26.04719,8.880131,30.90335,15.00561,-1.996205,13.00832,16.57942,16.67861,20.89376,46.53725,15.32805,9.806188,14.70753,13.2979,11.74745,16.40419,20.46782,8.946046,6.596179,-4.200878,-2.935787,3.661041,2.980561,4.480395,-1.535442,15.04488,13.4119,20.99917,33.1723,15.94255,24.82445,1.053076,26.19057,20.48103,10.17311,11.73984,7.956445,24.19916,19.14076,16.60534,6.884872,13.12181,6.013484,5.396611,22.83307,18.11148,19.91223,12.35022,17.58584,19.83779,9.101851,3.517784,3.668101,-0.81639,2.381475,11.82057,10.83838,10.80139,25.09363,26.56971,14.55963,10.089,17.87789,13.87919,16.90547,9.503942,14.70901,6.312889,-0.6808445,5.865736,6.894349,18.1504,-1.317249,-0.6318337,11.57105,11.49541,-1.112084,0.7486921,25.53238,2.197132,-31.30338,12.855,-0.04967777,-23.8476,-4.53163,6.599176,6.179581,13.92512,19.08382,8.122542,2.506899,-10.54591,-9.004112,-1.855693,22.55049,-8.323094,28.96138,41.99887,21.86319,28.31702,34.89624,13.4786,31.14761,1.203144,25.1785,30.74442,9.365676,7.737905,0.9622778,5.542191,3.502301,13.40112,12.2965,-9.554371,-4.26054,5.481086,31.60524,24.78956,16.28295,11.25725,7.288227
1530757.8125,frustration,-23.85913,7.940972,-5.523062,9.959355,-17.51575,-4.637756,-29.2848,-20.2994,-11.27945,-26.6049,-14.49824,-30.15773,-3.762337,-10.74278,7.402921,-13.45351,-13.94146,5.329377,24.36444,3.686249,10.96217,-7.415143,-1.599566,4.159099,-2.433209,9.233982,25.83005,6.217888,13.95596,15.48465,12.56532,30.29997,10.12696,4.412624,8.310243,26.07747,23.2717,9.768037,28.14727,25.7264,27.34352,42.70412,48.83014,13.08347,30.60674,10.78525,15.33753,12.88225,35.57128,23.91474,34.38609,21.39356,18.29194,23.92491,16.98216,14.97669,13.85722,26.77333,23.85541,17.17772,17.58587,8.554456,32.62653,-7.09522,2.056718,45.99408,15.47845,25.19991,13.7115,-5.719494,23.53315,42.07084,19.46389,29.0352,18.1575,11.79782,18.4547,21.1032,13.84579,7.120758,11.25118,6.803985,14.33447,-13.85098,36.42059,35.94513,-4.088099,7.280865,17.687,14.14491,14.31091,-12.40409,31.82512,25.10375,28.15419,20.71589,20.37258,-1.12969,-7.56533,-31.94836,12.70828,8.225045,15.82741,-5.441993,10.859,-9.118687,-15.53506,-8.82769,-5.052856,-9.227814,-0.1107987,17.33619,-9.934259,9.068551,12.14204,11.51485,4.700048,10.30394,-15.00055,-46.53295,-30.93148,-38.17765,-24.30799,-19.66862,-25.45747,-24.43772,-26.98862,28.68653,-17.51095,-9.821109,0.09322718,-13.12541,-1.700598,-39.951,-13.85734,-20.35406,9.802494,8.448318,3.352057,24.29818,21.85405,21.01037,8.26332,17.44962,12.14971,7.747559,29.1111,21.24707,20.44967,12.76591,15.57875,23.20815,15.99198,9.373778,11.00526,4.852153,9.236773,13.75968,12.63321,9.714791,20.01527,25.15969,12.47105,12.71442,26.21547,16.09309,18.92291,10.28655,16.813,8.881655,-26.53202,-16.9117,-11.63389,2.681038,-25.40035,-26.28686,-8.009119,-1.745219,-16.49,-15.67032,-1.33589,-3.797283,-32.70534,4.533588,2.893654,-5.510116,0.6102248,9.268375,2.236417,6.774535,17.58412,5.133863,4.215746,-2.508198,14.1549,2.727965,17.76896,-15.97716,21.58027,35.49626,13.68716,19.48189,25.86396,2.757211,25.52648,-6.583339,16.28769,16.47524,-3.36404,-0.001209065,-12.07987,-7.93828,-6.519281,-8.551058,-5.631194,-25.74245,-25.00422,-14.57472,6.480776,1.869841,-4.283499,-3.496017,-9.275859
1595496.09375,exit,-6.34049,19.88974,2.350942,15.48672,2.942828,16.96183,-9.294826,-6.007678,2.852235,-9.55471,3.612174,-13.81971,7.262161,3.067651,14.31364,2.980088,2.74722,23.38592,40.68837,7.064265,23.8182,4.50814,10.15931,16.43956,10.44047,10.31397,26.48812,10.13596,16.76505,17.11805,9.340844,30.39445,9.376428,5.416421,9.077935,24.62118,21.44412,12.63924,23.40228,21.30318,24.31037,38.52332,37.63157,10.76599,25.70036,8.032317,12.06584,10.42055,31.81116,23.06841,26.46336,18.7861,14.49598,19.24932,-8.486041,6.626778,15.75655,23.83797,17.72908,11.78108,19.20075,10.60138,34.77296,4.315641,-8.25676,40.90902,9.435266,26.33898,13.98007,-12.42181,20.66416,37.30329,21.47338,34.21042,9.703297,9.517811,15.51986,22.54919,14.19095,-11.80029,3.058304,2.362263,12.44342,-4.601691,29.90963,39.46325,2.511569,14.40032,35.68553,18.25132,16.96681,-7.876478,34.64251,27.11259,36.18153,22.96347,27.73689,11.26101,5.896041,-14.84722,14.9514,13.48488,22.3876,6.797053,28.39562,9.688756,-5.378502,8.893535,11.68734,11.42724,14.88276,39.08155,9.451669,10.97108,13.94019,13.43737,8.429589,13.1385,-3.369612,-13.63272,-10.94074,-18.8814,-7.749592,-4.857434,-7.811367,-5.561589,-10.6097,5.942545,-0.1883177,7.383115,24.11049,7.246475,13.82591,-13.46378,12.10837,4.611452,11.4302,12.90897,9.131161,23.44667,18.29053,16.05305,6.124918,17.43011,8.403009,4.628618,25.72002,23.71034,21.30618,15.00746,18.70858,18.79527,13.49575,5.386541,4.454854,0.07917295,3.179953,12.95094,12.27256,10.17337,21.7877,25.32235,14.91578,7.09731,20.33927,11.37342,20.91359,5.409788,18.33718,10.48557,-7.787475,-0.7108043,-0.5660639,14.11251,-12.89187,-8.969915,5.016731,5.950223,-8.804167,-8.917214,4.43281,-11.86677,-40.51018,0.1302011,3.907714,-25.88939,-14.83291,2.620386,4.985842,12.50539,17.11196,3.606511,-0.3502303,-12.77072,-14.04995,-5.574964,22.15917,-10.11822,30.0673,42.1968,20.97619,23.83575,34.28683,11.62329,30.66806,6.516837,19.71412,21.07447,3.409721,7.960305,-2.014114,3.158866,7.148081,3.282978,9.02534,-13.53442,-11.15068,-0.8994318,24.3784,18.3897,7.154743,6.462058,0.7115093
1653074.21875,enter,-3.162536,16.26279,8.945739,20.21831,1.751833,19.70128,-9.881365,-4.717264,3.958815,-8.09814,4.787687,-8.412104,11.5095,3.711744,17.37963,2.874435,5.564815,26.17145,44.36267,12.62801,23.59578,7.670074,10.31347,16.42002,6.527925,16.04057,31.01017,12.26919,19.92756,21.40444,17.10512,34.26099,13.48066,10.06727,15.38406,26.492,26.05942,20.83525,29.63884,26.78324,29.25288,41.59595,42.96923,12.13158,30.25028,12.40414,14.22602,14.29794,32.82265,25.96506,29.15111,18.80847,13.29228,13.57838,-15.57583,1.918594,8.170486,21.81096,14.75467,10.60853,11.3311,3.127263,28.7882,1.570826,-5.427108,38.58432,7.686784,18.37218,3.485717,-13.89569,15.93748,31.78037,11.98905,24.96185,6.281465,5.783549,9.975365,14.93856,8.894977,-15.37402,-1.941255,-2.332357,5.778367,-8.33607,24.79948,40.1799,7.057316,22.90131,39.94722,15.81078,23.06169,11.78748,30.65628,28.33904,39.21442,20.43622,24.32445,7.525584,-3.64544,-32.56609,12.0604,12.62051,22.23083,-1.581892,18.02905,3.797486,-9.009912,7.066578,10.09058,10.14114,13.68423,41.28159,8.874436,5.739306,12.09975,7.430286,5.260576,10.60503,-5.724724,-23.50002,-15.2752,-15.47302,-9.097295,-4.204097,-5.446,-3.359231,-9.019967,5.645483,5.395614,12.07441,19.14278,4.505401,13.94302,-18.56749,6.216953,2.92047,8.542295,7.166967,13.76458,26.5832,19.4206,17.20386,7.265559,12.28401,6.254279,0.06567857,21.31406,13.20447,21.36246,12.84254,12.80781,20.12632,10.79598,-0.9574757,5.814787,-1.946469,3.072344,9.181108,10.3145,14.11927,26.14922,27.93445,13.08519,10.40436,17.78269,9.356546,13.67625,5.580717,12.67987,3.855625,-8.393474,-1.607661,-1.596663,13.25707,-11.60027,-8.850817,4.059103,8.632296,-7.390361,-6.643858,23.20086,-6.364094,-39.58024,7.262756,0.4312538,-21.04111,-7.034117,3.675756,3.279148,3.056598,15.884,1.54859,-2.41806,-16.74137,-18.84337,-9.212078,17.86787,-5.860671,31.38889,43.77351,21.00504,32.00453,34.15517,15.3473,34.92191,8.22406,23.08878,23.83567,7.970541,15.32334,1.597117,6.316594,10.59607,6.980937,8.147572,-13.31652,-14.56704,4.156619,25.50764,23.90131,13.50795,5.563005,6.481564
