Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A10,A12,A13,A14,A15,A19,A22,A24,A26,A27,A28,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B27,B29,B30,B31,B32,C2,C3,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C24,C25,C26,C28,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D15,D16,D17,D18,D20,D21,D22,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E32,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G21,G22,G24,G25,G30,H1,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
987683.59375,exit,-27.26273,-8.085708,-4.847117,-18.35771,-17.34728,-3.200495,-0.4747471,-11.76808,-11.60238,-18.86082,42.40194,1.539625,-11.76178,-12.81164,-9.712766,-1.720145,28.30147,0.3713497,-9.460462,-20.69896,-18.86895,10.45107,-4.888023,-15.55346,2.893709,13.92976,3.679511,15.17375,13.91382,21.91804,10.79786,21.40316,12.29905,10.64929,-14.15101,17.32051,3.028422,16.26387,21.33269,-8.697089,35.28897,7.575143,12.26682,-8.837753,-15.3342,5.560794,-5.683329,10.30723,6.814399,-12.22831,-8.83512,-0.5332131,30.60729,2.527215,14.22162,11.13295,9.394825,-22.51682,16.47567,-5.229552,-2.295116,29.02401,21.57608,5.766066,19.47511,28.41259,16.32543,-13.91113,-17.7243,25.23309,27.04705,-21.64765,-14.22234,-5.345262,-4.536987,44.62505,1.171306,-2.461069,-7.326462,-18.68241,-2.745854,-11.83134,-5.210127,-4.547516,-8.837044,-12.35005,-10.47681,-17.95478,-15.35473,-0.7720348,-38.97742,-20.66837,-18.28344,14.74603,-9.980305,-9.154373,-7.410667,11.12083,-28.37582,-11.51326,-11.61966,1.454498,22.64637,-5.705483,10.63667,-0.7653244,-2.034892,-0.765024,-6.585377,4.867785,-5.56483,-6.801618,-5.788091,-6.323939,-15.39609,-16.64126,-10.62101,-10.7168,-11.21892,-15.99757,-11.19658,-20.84027,-18.03115,-11.41493,-16.70403,-22.40914,-12.09602,-18.13202,-21.16278,-15.39581,-3.564608,28.54173,-5.498919,0.5432622,-5.75252,1.441687,-11.25924,-9.166638,7.562259,-6.255464,-10.3646,-6.991311,-16.70641,11.87541,6.612272,-1.931225,-2.647323,2.513989,11.1337,-0.9685037,4.25547,2.356173,31.94586,19.99771,14.48355,17.17259,-2.075428,11.74978,13.5928,10.66643,-26.5771,-22.41879,-13.44548,-16.43469,-14.06235,-16.96208,9.228592,-12.38252,-10.52403,-9.197143,-21.0161,-24.51818,-27.57298,-60.21723,-29.1306,-50.52545,1.037152,-1.59971,-4.873017,-0.8655421,2.720012,-8.813823,-25.22698,-11.57708,5.694423,5.108443,14.77156,2.32997,-25.03048,0.3085358,16.07891,-1.474757,-6.236644,-10.21545,-21.33236,-3.233487,-23.62892,-8.533101,-17.08373,-26.41908,-16.06881,-25.98467,-8.915891,-32.53642,-33.57485,-7.024057,-11.17386,0.07211237,-1.278679,-20.77306,-30.12696
1044625,enter,-34.37223,-8.735049,-12.93463,-25.96044,-25.99217,-16.57029,-13.24639,-14.01263,-19.47135,-35.58405,30.42119,-7.894052,-11.79057,-30.05815,-6.992497,-4.383864,4.025874,-10.3983,-7.477797,-15.4545,-33.99034,-7.101266,-21.98568,-33.27318,-15.48409,-4.367239,-10.25034,-0.8502774,-7.249135,-2.283075,-7.764852,-0.602609,-12.11006,-1.461222,-30.96849,-2.564822,-15.29003,-4.208179,1.165307,-24.96325,19.78982,-3.082406,-7.765254,-32.13167,-32.5556,-11.67111,-19.88752,-9.60775,-10.79048,-26.77213,-6.709351,-11.67969,22.75867,-9.484794,-1.281729,-3.339212,-3.732649,-19.49834,18.92002,-14.20615,-6.647356,21.90415,6.460722,-5.112927,12.58714,20.28633,11.21023,-21.74135,-16.78553,18.78893,21.45872,-17.1548,-11.57413,-2.463145,-1.323424,43.8348,-12.40684,-23.88738,-21.55341,-27.84448,-15.80622,-24.63526,-15.3179,-17.09156,-19.85657,-20.30028,-17.01678,-26.65098,-22.8412,-5.221482,-43.332,-30.20034,-25.16689,8.237,-21.46489,-10.96318,-7.471264,11.93079,-26.67074,-4.083415,-10.11565,0.5147883,12.27313,-13.16092,1.846145,-7.519509,-3.533855,-7.102361,-1.693212,6.913284,-2.115781,-1.690599,-0.4216263,-2.666765,-16.01961,-17.57748,-14.0008,-11.19053,-16.96623,-15.9866,-10.47434,-22.95088,-21.64164,-17.36613,-16.55719,-23.01252,-17.48791,-18.12974,-22.76509,-25.40172,-9.013803,20.79402,-13.43006,-12.63448,-18.95565,-8.88112,-26.33073,-24.65714,-6.128556,-18.84032,-30.47063,-26.163,-30.65977,-2.587562,-9.925501,-16.93469,-14.79189,-12.43214,-4.342111,-14.15614,-5.097175,-6.377542,23.92429,10.32012,0.7791789,4.689606,-17.76326,-1.635564,-2.844872,-3.092958,-21.44328,-18.48116,-12.25461,-14.97307,-15.10248,-8.799337,14.98511,-9.866248,-17.79023,-9.350349,-11.26834,-13.31934,-25.80073,-26.09477,-17.13985,-41.3191,5.768861,-6.728833,-8.232902,-5.148798,-4.454271,-3.870745,-37.27559,-27.91465,-11.38667,-11.29699,-1.228466,-11.46955,-40.4444,-15.78143,2.323156,-12.26274,-25.46243,-26.8657,-31.54773,-14.74989,-37.77695,-16.15384,-31.12839,-41.62918,-24.87552,-40.15179,-28.11631,-46.14405,-47.78694,-18.50928,-23.28271,-14.35621,-12.46971,-26.8859,-40.39796
1111363.28125,fear,-31.08811,-6.356852,-4.57349,-26.63333,-7.576839,-11.89031,-10.16007,-10.13312,-17.49397,-23.30156,30.18463,-7.943231,-16.76592,-23.05199,-9.144546,-0.6319394,10.68898,-4.231198,-5.820912,-10.31888,-27.34449,-2.873027,-19.59254,-29.03124,-11.87531,-0.1427113,-9.498906,1.960106,-1.388772,4.177729,-4.769168,3.773622,-9.776529,-3.965533,-26.95049,1.049536,-15.32463,0.3552126,4.780427,-25.95139,24.99436,-0.452502,-0.3487239,-30.28137,-31.16779,-9.832883,-15.45304,-4.214917,-1.820518,-18.8719,-10.99203,-10.99728,21.4624,-4.985192,4.522724,1.83016,5.74694,-20.93988,16.85777,-17.33227,-7.717557,25.25002,10.16721,5.055217,13.54942,22.97097,17.89349,-13.72798,-25.85644,21.49966,28.59394,-19.21017,-16.14182,-7.095652,-1.323563,41.77195,-9.96701,-20.95123,-16.13409,-26.93198,-14.86475,-26.68082,-15.18746,-12.88356,-20.25427,-12.53513,-15.91402,-27.90833,-10.85009,-3.808425,-44.74869,-30.97132,-23.79749,14.24268,-13.88142,-5.913621,-6.489813,17.62793,-20.26858,-8.987323,-6.116549,2.686915,15.50583,-5.549401,5.925794,-3.888576,1.810113,-2.655624,-2.697449,5.53108,-1.739973,-1.894295,-0.1484313,-1.839203,-11.99958,-12.82469,-6.963324,-4.570986,-6.815481,-10.89069,-6.923415,-25.26689,-13.1975,-7.282113,-13.39597,-16.56732,-8.760169,-11.40557,-15.18288,-13.12155,-1.64549,12.7568,-15.27692,-12.95529,-21.39947,-7.858505,-23.8448,-19.71471,0.1366453,-16.21042,-23.92349,-17.88491,-27.16071,3.191997,-2.19874,-13.05813,-11.17095,-8.100426,-1.318393,-9.534424,-3.15965,-8.705602,21.96513,8.911757,2.718853,12.24461,-12.10363,2.903495,-2.893841,3.547008,-18.73746,-16.22245,-11.75424,-15.15803,-15.02645,-12.47324,10.68626,-8.815413,-13.12765,-5.611366,-19.56654,-17.4008,-25.30145,-34.36301,-26.93658,-41.072,-3.866419,-5.83937,-9.152896,-7.985448,-9.209198,-12.21483,-37.02507,-22.2292,-7.409666,-6.311505,4.18993,-9.459531,-37.52711,-10.19555,5.012558,-11.17731,-28.0681,-21.16767,-31.43311,-12.32299,-32.33577,-19.45934,-27.02858,-43.1724,-29.91841,-41.3393,-25.25793,-41.35246,-41.98149,-10.04574,-7.128585,-4.58384,0.958568,-25.46307,-36.3214
1120343.75,fear,-32.81886,-6.882766,0.0639598,-20.46555,-13.69289,-8.606557,-7.701441,-9.388241,-14.66548,-22.7737,33.93316,-5.218758,-13.35106,-14.92334,-11.55862,-1.828739,15.70232,-6.388635,-5.544362,-20.40204,-26.74839,4.339955,-10.27403,-21.70372,-5.919296,7.289706,-2.883913,7.26819,4.393176,12.09971,0.7118015,10.89902,3.057199,0.7739797,-24.84739,4.749789,-6.270516,5.900328,7.577222,-17.22144,23.63612,-0.01747932,-1.3522,-26.50872,-26.53566,-8.755358,-15.35029,-4.557059,-6.46896,-19.33283,-11.51138,-16.90465,17.15655,-9.110342,-2.676642,-8.299247,-2.836418,-23.43409,14.20625,-20.31079,-11.63046,19.43861,2.802318,-7.154332,10.49175,15.81709,6.055373,-26.83344,-32.74545,13.28448,16.3973,-21.07925,-17.00524,-7.91729,-3.891439,39.57378,-6.153079,-12.64684,-12.90757,-17.93858,-10.04093,-17.74977,-9.015399,-12.18178,-14.4664,-12.39118,-12.25688,-22.85886,-17.76799,-4.788788,-44.95524,-28.30426,-17.58606,11.40101,-14.08468,-9.273066,-7.715364,11.06316,-28.39706,-15.15141,-9.630196,0.107618,8.73908,-14.48431,-1.916322,-9.624166,-9.477514,-7.498657,-7.171376,2.047642,-6.549748,-6.232655,-5.282012,-6.579957,-17.22215,-19.70034,-14.38357,-13.31434,-12.48305,-14.15022,-13.07292,-23.15795,-19.59113,-15.39715,-19.63358,-23.31441,-16.2293,-19.45087,-22.43127,-19.71801,-7.441376,17.69296,-13.17033,-14.95788,-21.01471,-8.397611,-23.59032,-23.79733,0.8048401,-9.992409,-21.62976,-19.94123,-25.86823,-0.5417342,-5.503821,-17.38131,-14.21545,-13.22316,-7.820906,-16.58788,-4.474678,-7.81717,21.81212,5.044219,-1.940544,5.986868,-16.09604,-0.9681756,-3.15472,-7.490886,-18.49163,-22.98281,-15.13204,-9.312534,-13.68515,-11.34443,15.84666,-7.84292,-12.2046,2.852543,-15.7148,-17.79357,-26.2699,-43.57832,-23.75641,-50.34793,-3.625516,-7.197495,-17.95527,-0.7842441,-17.20362,-14.10543,-26.29103,-14.54826,-1.228448,0.640834,12.48637,-0.228128,-29.62516,-1.702717,11.3827,3.895234,-11.14069,-10.51655,-23.73371,-5.140292,-20.20156,-9.990767,-13.60954,-27.25707,-18.51589,-25.79054,-10.44376,-34.38202,-32.57099,-8.302476,-8.41112,-12.9053,0.2424526,-11.5127,-8.795927
1151671.875,fear,-24.40909,-6.619327,-3.394286,-20.82841,-20.4797,-7.13673,-5.582451,-7.579483,-13.04511,-23.23772,34.59077,-3.023608,-11.44188,-18.50294,-8.188219,-4.709532,15.01385,-4.110414,-4.616432,-19.25063,-17.10162,-0.5324144,-14.37932,-24.84249,-9.747281,2.763877,-5.906738,2.886591,0.4154128,6.637113,-0.3639151,6.520407,-1.150791,-0.7392404,-23.40931,4.593658,-12.52275,2.849688,9.071277,-23.06014,24.25946,2.823237,-2.548849,-29.86563,-28.3624,-6.719434,-14.1725,-2.576683,-4.176559,-18.96189,-8.078354,-18.95073,18.37945,-7.342191,0.09939665,-7.195749,-3.519241,-23.56751,13.40345,-18.43781,-8.591425,22.00986,5.024727,-3.244463,12.51672,19.90965,7.557419,-19.22314,-24.22626,17.68757,19.18734,-20.91961,-13.53003,-7.793715,-4.899318,42.77792,-11.25316,-15.91249,-16.96605,-23.6064,-14.71806,-21.57314,-8.966369,-15.7944,-19.74725,-20.09053,-18.2536,-25.05464,-19.60037,-10.25423,-45.47837,-27.9198,-19.03835,9.499486,-18.3026,-13.84319,-11.78973,2.923768,-34.83105,-16.19484,-14.23085,-5.215338,6.94829,-12.56832,-0.1914466,-9.540955,-4.499072,-3.534873,-5.838092,3.327292,-4.087188,-5.767725,-3.608099,-4.612326,-19.04349,-21.56517,-16.21768,-19.05789,-10.66302,-19.00874,-18.69197,-21.67563,-16.38354,-11.40868,-21.83253,-18.10403,-10.45102,-20.42866,-16.7584,-11.08591,-9.162973,16.29944,-12.37404,-13.53559,-20.82316,-4.094586,-17.46769,-20.70675,-3.047901,-14.40643,-25.79048,-19.92684,-28.54343,-0.9609596,-5.914944,-16.98925,-11.18655,-15.57428,-5.068997,-9.840948,-1.978744,-7.932006,23.18965,8.389338,-0.6345372,7.583791,-16.59942,-0.6059286,-2.895834,-5.340623,-16.38984,-19.47952,-15.19016,-13.79688,-10.26753,-9.639667,15.66949,-8.008609,-13.33741,-3.773604,-9.786626,-14.43048,-25.51154,-44.29883,-19.13182,-42.3842,-0.9829324,-2.545844,-6.743799,-3.872262,-8.408419,-7.455189,-34.1863,-17.17719,-6.423573,-6.1483,7.574388,-6.261827,-33.85931,-7.781242,9.451245,-6.253889,-12.83328,-15.93324,-27.97573,-7.372399,-26.00017,-13.69719,-20.31282,-39.36523,-26.27084,-37.85437,-17.21845,-36.40115,-36.79487,-13.26005,-12.24647,-1.30362,0.6380574,-22.26231,-35.91038
1155644.53125,fear,-38.89548,-13.79378,-8.264596,-26.24938,-24.04406,-12.64396,-10.87456,-24.16311,-20.36416,-29.33074,26.22464,-9.733637,-22.56595,-25.7134,-15.25151,-12.03944,6.149107,-7.04374,-8.319175,-21.04237,-28.88558,0.5003375,-17.18538,-25.39468,-9.129327,7.242242,-4.252272,2.95586,-1.173299,7.975466,-2.63091,6.398782,-3.45206,2.96322,-24.84889,6.278966,-9.604717,3.729159,7.821202,-19.13197,26.2758,-4.681246,4.002311,-23.35942,-29.86057,-4.721184,-11.41264,-5.480949,-3.477314,-20.00796,-11.90377,-10.72082,23.16701,-5.860588,-4.295495,-4.533818,-4.294398,-23.3506,15.48674,-13.49073,-7.310359,16.2467,2.47799,-9.435912,12.04468,17.3,4.586782,-25.30894,-16.0381,16.49439,16.84817,-21.43123,-17.26041,-6.947331,-6.493278,43.09863,-7.439959,-11.71553,-11.70539,-18.24256,-12.58853,-19.39328,-10.68312,-13.77573,-14.81228,-12.2444,-12.72028,-14.39083,-21.786,0.9277675,-38.55065,-16.22656,-23.36833,18.39452,-9.749449,-5.671516,-4.726205,16.11508,-20.33357,-8.844983,-7.188026,1.519962,9.090302,-12.0324,1.097852,-9.167244,-9.238151,-1.084789,-7.912138,2.550034,-8.163383,-9.987553,-8.407835,-9.033677,-17.94724,-18.83441,-11.03949,-11.01461,-15.05402,-14.00745,-14.84091,-22.45485,-21.69947,-14.01884,-18.58509,-19.37823,-15.72367,-18.90501,-19.04669,-16.98973,-11.28608,19.36463,-11.74756,-10.60399,-18.37908,-7.734197,-18.68141,-17.13305,0.1652163,-10.42543,-19.70121,-20.66474,-24.42614,-0.4676054,-5.700933,-12.76445,-12.77256,-9.06047,-0.9426818,-3.434006,-2.437417,-11.46932,26.06226,12.54686,4.009114,6.414764,-12.39705,1.215936,-1.454957,-5.781505,-31.39984,-22.12709,-21.20173,-18.43727,-15.36301,-14.41165,8.665078,-12.4144,-16.46386,-5.431224,-19.15022,-22.22467,-30.9326,-52.30893,-30.34846,-55.7917,-2.882915,-7.757102,-11.72625,-10.22171,-10.45024,-9.187692,-30.09553,-19.67176,-4.285846,-5.701237,6.862215,-0.5098738,-26.43536,-3.573854,15.27703,5.016802,-7.302904,-4.822929,-21.15027,-5.260406,-11.28841,-13.81921,-4.773263,-22.0052,-6.591539,-21.31222,-2.3115,-8.505273,-11.46018,-1.911692,-13.25615,-23.39135,-10.06898,-12.97009,-8.658675
1260964.84375,fear,-35.3757,-10.87143,-11.2484,-26.37778,-21.11337,-9.757798,-6.685934,-11.49407,-18.72746,-31.5485,31.64907,-6.087322,-15.93711,-24.81591,-12.087,-5.214192,10.26995,-5.90484,-3.397195,-16.53101,-12.46813,1.932408,-6.018135,-19.50919,-0.2891985,8.538895,-2.955219,15.00985,9.501595,16.72385,4.241302,17.49694,11.23702,4.145774,-16.12735,12.58546,4.637868,12.64445,16.86071,-13.70771,31.41254,6.817821,9.949334,-19.54788,-19.2271,-1.011361,-7.141927,5.50981,-1.480784,-9.30769,-8.458103,-11.90282,17.13566,-0.7790061,3.435635,0.6962159,3.993746,-22.45437,11.97645,-19.77757,-7.210524,23.2582,8.842483,-3.153737,12.40229,18.33501,8.852604,-22.69967,-23.87092,17.51788,18.52058,-20.8696,-14.61219,-4.389036,-4.403993,42.95626,-3.352435,-10.10922,-14.4535,-16.40706,-8.042217,-13.93505,-8.523725,-6.310075,-18.82974,-10.50663,-10.56652,-20.879,-16.10654,-3.571041,-40.99409,-26.68772,-17.45769,18.70943,-11.02489,-1.37968,-3.010081,9.43656,-26.41714,-8.332126,-6.922921,0.4919986,11.26061,-5.870911,2.998158,-3.356988,-6.321555,4.045786,-5.234211,4.752697,-5.797855,-5.042038,-3.622225,-4.297355,-14.26816,-16.37238,-7.566964,-10.97716,-11.0637,-10.56465,-11.12953,-22.65019,-18.76869,-13.63268,-17.20078,-25.16001,-12.05316,-16.16733,-23.75226,-15.96763,-1.529491,18.60815,-11.86052,-11.01004,-14.29194,0.517219,-14.84947,-16.5,0.1569052,-5.995628,-18.07159,-11.07871,-23.00817,5.203693,0.260395,-12.16859,-8.242646,-10.02777,3.442948,-7.379241,0.600436,-7.311199,24.52348,6.584469,3.572442,8.571492,-11.20983,4.929678,3.233965,2.11046,-20.17423,-12.81274,-14.03508,-15.40924,-11.11136,-8.186435,15.19769,-12.1756,-8.708516,-11.10556,-11.07748,-16.22414,-25.52818,-46.52872,-21.76541,-41.29735,-6.29329,-3.15006,-13.43262,-4.876112,-15.3507,-22.01097,-28.02627,-13.85568,-3.403873,-1.446481,14.1975,-5.238206,-31.46039,-5.981047,8.672001,-6.206872,-14.40609,-13.98473,-27.33285,-7.337177,-25.3143,-13.60647,-19.32349,-38.69641,-25.03847,-36.08747,-13.07386,-35.12559,-33.99997,-3.570395,-14.10003,-3.399717,5.001849,-25.71849,-9.37818
1291304.6875,exit,-28.24497,-13.48365,-11.08046,-27.75759,-27.17974,-15.36741,-12.71543,-4.594876,-16.77012,-26.2963,29.45017,-11.54729,-2.402801,-18.41577,-2.50169,-1.154071,13.58695,0.7702579,-0.3081335,-17.37224,-22.9805,-9.182492,-24.50195,-35.00989,-18.05244,-5.625087,-9.867335,-3.931419,-6.612786,-2.537796,-7.29536,-4.518141,-13.7,-2.046508,-29.65624,-2.411744,-17.56079,-4.946079,-1.092729,-29.78341,22.65137,-8.618642,-1.385803,-28.29899,-30.4267,-11.59961,-15.94221,-9.605407,-5.226008,-25.31493,-1.333685,-16.02732,23.7104,-11.80591,-3.687404,-3.653711,-6.012586,-16.03982,21.57989,-13.32763,-4.480742,19.53188,3.025337,-3.699126,13.98457,19.15011,8.63362,-15.89642,-18.21337,18.13338,19.04947,-13.29732,-6.412168,-0.2336744,1.165606,49.47081,-16.80295,-25.98159,-25.90086,-32.95588,-18.1111,-27.62831,-19.57489,-15.82906,-20.92807,-17.66713,-24.12764,-36.42414,-18.04226,-6.052239,-50.22034,-37.28318,-23.67262,13.64622,-15.59332,-8.447464,-7.267261,11.2157,-22.97202,-3.159488,-1.828417,4.044666,15.42719,-8.674084,7.265624,-0.5567913,2.914959,5.430997,0.5038832,10.8049,1.016676,0.04638093,1.591631,1.211906,-10.53119,-11.80743,-9.210077,-6.721967,-9.018418,-10.20188,-7.696362,-15.78261,-14.2109,-8.922193,-11.13422,-16.50106,-12.25932,-12.10828,-16.91028,-11.86543,-13.3889,16.25303,-18.16841,-13.71783,-20.99984,-16.61819,-23.96914,-24.52414,-9.547744,-17.82963,-29.48295,-23.36526,-30.2931,-3.677765,-11.80348,-18.97878,-16.78526,-17.13617,-6.107713,-13.24702,-3.009277,-9.761283,23.19628,6.801248,3.838473,3.880805,-19.39019,-2.852769,-4.125876,-3.515332,-15.47438,-5.853275,-5.810587,-3.544507,-4.190279,-2.213515,21.76554,-0.343703,-5.051758,3.981991,-0.5005856,-6.246419,-17.48372,-43.61361,-8.914051,-34.36877,13.67496,-0.1255184,-4.609027,1.40268,-9.924909,-6.183506,-42.78334,-33.56232,-16.2539,-16.74184,-5.038598,-18.75983,-44.58561,-23.4641,-6.132228,-18.13592,-31.90186,-32.28521,-39.75331,-22.40171,-36.23113,-25.12017,-29.73043,-48.57145,-40.98939,-47.77868,-31.1286,-49.91744,-53.06705,-5.477046,4.309958,10.43666,2.582828,-30.32234,-28.827
1348898.4375,enter,-33.75318,-19.85617,-11.8991,-30.69172,-30.69474,-14.57513,-10.87708,-22.93732,-23.9307,-29.88267,26.72666,-5.775424,-27.3023,-23.00522,-20.77324,-11.19617,5.71706,-6.598844,-15.0831,-26.98746,-20.79827,-6.52567,-19.24667,-30.43621,-15.98897,-4.966923,-7.154652,-1.053655,-5.433981,-0.4465765,-7.092946,0.03931013,-9.752665,-3.476242,-24.22088,0.6021323,-13.4169,-1.421216,1.693468,-24.91053,23.40453,-4.035646,1.226133,-26.63304,-25.65062,-11.54592,-10.7053,-7.028056,-3.871526,-21.34487,-13.58547,-11.8177,22.49719,-10.14955,0.9520544,-3.529464,-4.023728,-27.53625,10.1919,-14.96512,-4.887926,16.43398,7.943275,-5.41589,12.89137,16.56627,3.542351,-24.47217,-23.93819,16.51716,15.23635,-25.62176,-18.43753,-13.66367,-11.83592,36.76075,-14.80252,-24.92524,-24.71244,-38.35063,-20.18345,-28.46582,-24.6506,-20.07606,-21.48714,-26.78305,-31.52254,-50.34518,-23.78232,-20.8496,-65.23058,-50.40498,-24.94117,7.056183,-29.89183,-18.72549,-24.48931,-12.91292,-46.93013,-22.18685,-22.28299,-14.77488,15.30339,-11.46326,2.908872,-8.759272,-8.336346,-6.475592,-12.15261,-4.740926,-11.88028,-12.07044,-11.04274,-12.34673,-24.44068,-27.07087,-24.50342,-26.01967,-26.45386,-30.33871,-22.72794,-31.78804,-27.29504,-27.55775,-26.0474,-25.51423,-21.493,-26.17061,-26.37817,-22.53821,-14.01328,16.16105,-13.08942,-8.290295,-17.86259,-8.809518,-13.29608,-22.16923,-5.739491,-18.77718,-26.88687,-20.15026,-25.91293,-0.4253195,-5.563387,-15.42762,-15.15252,-10.39833,-3.754447,-4.243902,-3.220056,-8.391425,28.95497,12.55404,8.342698,7.486485,-14.85202,-1.192236,-7.432096,-3.778266,-33.05308,-27.69163,-23.34732,-20.42232,-25.80973,-23.18613,0.05925339,-23.54961,-22.81466,-16.63862,-29.14284,-26.17859,-36.95929,-53.75823,-37.61171,-53.91175,-7.193141,-8.118237,-8.151676,-5.124631,-1.698465,-16.21113,-40.46636,-29.16597,-13.21174,-13.61477,-3.986776,-17.97253,-44.14283,-23.37778,-7.392982,-22.81935,-32.28083,-32.44487,-37.14482,-18.26339,-39.57971,-26.68413,-34.53051,-47.65345,-48.44232,-45.55263,-33.38804,-61.94757,-65.31351,-36.08968,-32.30112,-22.30514,-22.41262,-43.60537,-47.2807
1407417.96875,joy,-40.38379,-24.37416,-24.66964,-36.98312,-26.22277,-23.94713,-22.10185,-21.37827,-31.97099,-39.17683,16.83255,-17.69352,-20.93397,-30.70582,-18.75915,-6.962972,5.434187,-12.63112,-18.11997,-25.499,-30.1719,-16.13854,-31.43845,-40.26222,-22.4629,-10.03899,-22.41335,-10.46802,-13.00115,-5.427286,-18.55939,-9.073828,-12.33111,-16.22437,-38.7076,-12.80436,-26.47513,-10.28079,-5.05474,-32.45837,10.42528,-12.72701,-12.00422,-41.44702,-38.48005,-18.29695,-22.2073,-10.23278,-9.304195,-27.07132,-12.88316,-10.53222,23.64983,-11.56847,2.834233,-3.587857,-1.760735,-24.01781,11.6801,-13.33796,-6.957777,22.30439,8.899704,-1.9225,12.99693,19.20979,9.115853,-17.82214,-18.72002,19.91913,20.42583,-23.55097,-16.57004,-9.534028,-7.740304,39.93745,-22.95139,-28.93858,-27.14523,-32.98576,-23.40894,-41.64075,-28.66442,-27.2913,-29.6543,-29.27443,-27.98789,-34.77074,-33.29211,-13.24281,-53.03745,-35.85106,-26.31503,12.36875,-20.9562,-13.75638,-11.74817,4.002295,-28.0272,-8.065484,-10.87985,-2.53673,10.44274,-9.134582,4.265553,-8.484651,-6.399402,-0.9078628,-8.408572,1.114261,-8.290701,-7.355648,-6.703522,-7.227131,-18.5506,-20.22943,-11.51961,-15.33873,-13.80967,-15.76254,-13.24155,-22.8379,-19.62003,-15.89669,-19.1711,-23.33379,-14.34492,-19.32531,-20.97003,-20.50385,-6.555609,-1.258881,-19.39527,-17.95169,-28.42341,-18.12556,-33.24433,-24.62043,-4.735754,-22.60236,-37.66465,-21.216,-27.68161,-1.291826,-5.171361,-15.2143,-16.9037,-15.74455,-10.96776,-15.64516,-7.655458,-17.25655,17.66717,5.204714,-0.1142509,4.270034,-14.69123,-0.01719705,-1.119836,-1.004865,-26.25629,-27.84434,-23.03022,-16.01114,-20.88821,-21.23483,5.369981,-14.01237,-13.30545,-7.521928,-18.31645,-21.3856,-31.71978,-58.24327,-27.78095,-56.06949,-4.410736,-9.122675,-7.761737,2.536702,-4.272191,-11.45457,-44.05203,-32.269,-22.74083,-23.67452,-10.04667,-22.12568,-47.31124,-23.65675,-8.409365,-19.85647,-30.31751,-32.79781,-45.70745,-24.92833,-44.23485,-35.31404,-38.59063,-51.34482,-37.98943,-49.35891,-31.54093,-46.15042,-49.138,-10.8188,-8.544487,-11.20592,-9.818245,-36.99287,-44.82735
