Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A10,A12,A13,A14,A15,A19,A22,A24,A26,A27,A28,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B27,B29,B30,B31,B32,C2,C3,C4,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C24,C25,C26,C28,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D15,D16,D17,D18,D20,D21,D22,D26,D27,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E32,F1,F2,F3,F4,F6,F7,F8,F9,F10,F11,F12,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G21,G22,G24,G25,G30,H1,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
1470648.4375,joy,-47.55931,-24.1804,-14.23903,-29.40645,-17.89817,-18.15222,-16.41916,-31.30131,-24.76347,-23.88468,23.66903,-12.50584,-28.02309,-27.46284,-24.59254,-13.79281,7.532444,-9.270624,-16.05372,-30.76711,-25.90676,-11.67043,-24.42573,-31.15345,-16.89433,-6.895299,-14.9566,-5.67665,-7.879573,-2.659712,-11.69798,-2.701683,-11.03424,-5.186819,-34.22776,-6.289632,-18.65155,-8.373889,-3.22855,-29.24524,15.35087,-12.83685,-11.812,-31.56783,-36.33064,-16.77493,-19.96851,-7.251038,-7.968277,-28.78937,-14.70649,-17.05611,19.48221,-12.53495,-4.250182,-9.56965,-5.217583,-24.46296,13.47477,-19.02503,-8.627172,13.73444,2.037262,-9.100564,8.4072,12.04181,2.253148,-19.09065,-25.6327,13.07459,12.94967,-22.68007,-18.20751,-12.20251,-8.37963,37.16432,-17.88304,-19.66672,-25.41632,-29.17501,-22.39941,-20.28939,-21.06943,-21.38494,-13.24939,-16.24993,-23.42136,-31.80662,-26.63796,-8.981415,-46.90202,-31.37591,-23.15755,10.37735,-16.32812,-8.483451,-11.09013,5.879941,-27.11015,-10.86957,-12.80543,-6.909955,10.50391,-7.050531,4.503961,-5.456895,-7.418972,-3.938334,-8.285125,-2.406578,-8.638905,-10.00305,-8.162274,-8.560852,-19.69539,-20.87743,-15.68165,-16.35877,-17.90599,-20.88883,-16.37658,-18.40808,-21.45398,-17.12991,-19.65178,-24.34853,-18.93541,-21.46004,-24.18637,-24.4965,-13.03799,27.28728,-16.03766,-16.485,-26.41286,-14.90133,-34.41562,-25.4508,-12.25041,-19.82419,-32.82919,-29.06526,-31.43923,-5.073022,-8.809661,-18.04266,-17.40478,-15.58485,-6.627276,-14.30136,-7.910993,-10.51215,20.51736,2.953853,-0.2950672,6.399833,-17.62566,-4.263847,-6.389348,-8.673395,-34.64694,-28.13792,-26.85897,-22.40453,-20.43175,-20.90904,3.161488,-19.55332,-19.28582,-10.7552,-20.60616,-28.47702,-34.15321,-64.1028,-31.76235,-57.57195,-5.51828,-9.78307,-12.66032,-8.187139,-7.028797,-16.28589,-40.53142,-28.66227,-15.80751,-16.50337,-4.710477,-13.43702,-39.91002,-20.21626,-0.9891247,-12.87319,-26.3001,-28.6527,-37.73653,-21.72628,-38.44028,-27.87014,-32.28933,-52.44142,-46.99337,-49.87096,-28.86174,-41.44946,-46.39741,-8.959913,-16.50021,-19.45156,-23.66836,-34.86464,-48.03401
1516242.1875,joy,-32.30515,-8.537758,-11.2386,-26.70477,-15.9956,-12.41971,-11.08879,-7.651842,-17.99565,-21.3098,33.61054,-3.76215,-14.35049,-15.11222,-10.28071,-9.702535,16.96464,-14.59974,-8.86411,-46.00445,-33.60991,-10.34422,-23.93428,-34.93311,-19.95877,-7.787576,-9.853898,-5.638763,-10.38424,-3.33511,-8.289974,-4.995354,-11.9916,-6.536573,-31.10223,-4.026044,-19.84017,-3.936733,-0.7849298,-31.12742,15.63492,-17.89377,-5.348107,-30.74527,-31.92967,-14.65526,-22.06107,-13.67178,-5.016882,-24.75457,-17.35172,-20.69181,18.73618,-12.7906,-1.978738,-2.546462,0.6353544,-26.26585,10.61735,-20.00245,-10.58532,14.99879,5.746074,-4.537817,7.924186,15.03203,5.991796,-20.22823,-21.2188,15.23592,16.75856,-24.52509,-20.81402,-11.26137,-10.8714,35.19782,-16.40996,-25.13462,-23.33047,-29.80266,-24.8093,-29.44207,-25.28864,-26.86122,-32.82096,-27.61514,-22.41769,-31.23087,-43.17573,-8.11965,-49.22613,-31.95831,-19.00287,18.64458,-16.89431,-16.26388,-9.501663,7.227674,-24.7421,-7.851435,-13.79043,-8.783713,11.26907,-6.815879,7.561456,-1.097604,-5.781358,-2.33043,-10.50405,0.8011823,-10.75346,-11.54193,-8.37354,-10.30799,-21.12852,-23.60331,-11.90685,-18.25038,-19.14361,-21.4766,-18.26816,-26.45529,-24.05853,-19.56456,-23.26954,-25.9573,-18.70517,-22.19291,-25.79216,-25.44516,-7.484611,12.43807,-19.84678,-21.11415,-24.65093,-15.21557,-28.3175,-23.15421,-9.982169,-20.00125,-36.53888,-19.35655,-26.92179,0.2458465,-4.190217,-20.59924,-17.78036,-16.71269,-9.870744,-15.01342,-10.70875,-12.06455,15.25355,0.9202873,-4.277128,3.500765,-20.50056,1.016402,-1.79792,-0.8926288,-37.03428,-32.62129,-23.27893,-24.4929,-33.57934,-28.3481,3.352071,-23.46401,-26.64592,-23.42217,-27.88107,-27.22389,-43.62136,-43.30799,-33.46341,-53.96651,-5.169804,-9.378758,-10.53248,-10.37008,-4.050508,-14.42922,-41.21683,-28.37993,-15.85263,-17.03479,-3.893045,-12.75752,-40.23641,-17.32616,-2.930799,-16.00672,-24.06548,-24.72712,-34.63139,-19.34968,-32.14495,-25.10355,-26.53136,-50.7962,-31.35958,-49.74675,-24.27771,-42.88865,-48.17522,-23.7544,-22.80108,-24.20018,-20.2991,-25.67688,-43.20124
1649726.5625,exit,-39.52556,-12.48282,-11.55185,-21.95974,-14.55553,-11.54458,-10.82707,-17.32142,-12.24796,-21.58404,29.83876,-5.587874,-18.63274,-14.64308,-19.31268,-2.782306,15.35848,-14.2846,-16.87169,-39.59908,-25.49018,0.02887779,-7.242403,-19.67875,-4.999927,7.552691,-0.8450975,4.385495,2.890676,8.778211,-0.0821373,9.808175,3.151999,4.73146,-20.94612,7.504462,-3.382539,3.724429,11.31956,-10.64497,22.65931,3.954989,4.717478,-19.15463,-18.23134,0.08587194,-8.39983,3.691934,5.451249,-11.23906,-9.005559,-11.59179,27.86576,-0.9957272,8.652328,4.80155,5.585669,-14.94634,22.12834,-10.59177,1.329744,24.10916,14.53272,2.614894,17.16264,23.20748,12.64162,-14.62116,-23.97241,23.80205,22.80747,-12.1026,-12.34826,-3.059242,-0.3718249,42.10025,-3.301129,-5.67017,-14.04573,-15.82841,-7.171816,-14.35838,-6.662777,-8.031673,-5.908688,-7.2655,-9.723896,-19.93814,-6.532469,2.29821,-34.54215,-18.99614,-11.38906,14.01756,-11.18029,1.755001,0.884456,18.19417,-11.57409,-0.9581311,-1.900245,3.250097,18.37255,-3.584639,8.379472,-3.300559,-0.2333504,1.577187,-2.139534,8.612793,-1.781202,-3.055553,-2.314829,-2.887489,-13.16823,-13.53279,-9.333891,-10.53389,-17.91385,-9.249025,-10.77159,-19.27788,-16.54473,-17.83093,-14.44489,-14.07537,-5.755984,-15.80867,-14.27885,-10.92947,-1.434672,9.651619,-13.66284,-11.38433,-20.55982,2.212336,-18.25074,-12.37349,0.7723994,-11.63764,-19.21132,-10.16254,-13.66621,9.056693,5.858618,-8.016366,-6.672378,-8.544621,-0.2945938,-11.45499,-5.855559,-12.23737,20.55231,4.337541,3.204271,13.32877,-6.504591,8.740536,2.326784,4.570491,-24.08796,-21.89235,-18.3553,-21.20377,-14.79273,-14.84165,10.41933,-17.78002,-14.76074,-12.14952,-10.58242,-20.15428,-27.942,-50.12578,-31.05852,-50.681,0.5196081,-13.95261,-15.28386,-10.15663,-12.64215,-12.63211,-27.80561,-14.47222,-4.116464,-4.452063,9.820354,1.363089,-26.12165,-9.823243,10.52122,3.481211,-21.75935,-22.40697,-20.57918,-8.105386,-27.29817,-8.965446,-21.67517,-40.10268,-28.47472,-38.64951,-24.12498,-28.20659,-33.65688,2.29006,-4.956247,-12.90549,0.8434097,-18.41505,-17.28974
1707324.21875,enter,-35.82592,-16.92313,-11.95439,-28.1659,-22.54701,-19.27247,-17.77715,-14.25123,-14.80628,-31.1097,24.45262,-14.0357,-10.5355,-19.32602,-8.086452,-9.571459,-1.528871,-10.8094,-3.791692,-15.95854,-30.13535,-12.12933,-17.98382,-27.13955,-16.36588,-1.540041,-12.462,-6.670758,-7.864978,-3.755717,-10.99303,-5.904727,-9.087468,-5.299975,-31.54659,-5.905294,-17.09283,-9.182858,-5.415261,-27.72888,14.14083,-17.48165,-8.642489,-31.42446,-35.48507,-15.72618,-23.30433,-15.91839,-9.708404,-25.67336,-13.72567,-26.05667,10.27746,-25.7887,-10.40141,-11.87651,-8.14807,-21.40159,15.18538,-27.78454,-10.52594,10.91768,-2.240942,-12.5105,4.156862,9.931674,5.291145,-13.97531,-24.40411,12.33743,15.65257,-18.31164,-17.18643,-9.7723,-6.242634,37.92584,-14.85697,-20.21209,-18.98876,-26.51014,-17.96511,-25.16801,-17.77634,-17.91659,-20.54819,-15.8794,-20.7502,-30.83112,-18.15829,-13.5048,-43.05474,-28.95906,-18.93535,12.03842,-13.41668,-9.892878,-11.22347,6.478079,-22.3432,-4.965855,-2.707863,2.101171,11.72319,-12.28821,3.355372,-6.625943,-5.994289,-1.890132,-6.578715,3.119853,-5.770611,-6.391514,-5.322192,-5.593124,-10.82898,-12.58309,-8.752084,-9.314622,-6.517336,-11.10867,-7.313805,-12.98253,-13.84433,-6.080356,-13.17481,-13.93251,-9.120845,-13.75313,-13.92383,-9.147451,-11.16823,7.42273,-25.45758,-25.92243,-34.99891,-19.12478,-34.05695,-32.47073,-14.6828,-24.28607,-32.90424,-28.13074,-27.87925,-8.551291,-21.09445,-29.71527,-30.92962,-31.73774,-17.93295,-20.97379,-18.43099,-22.47066,13.66253,-4.528244,-11.26341,-8.307454,-29.87568,-9.079638,-7.921855,-10.98832,-22.72225,-14.23437,-11.19795,-14.74159,-6.722802,-7.505096,18.22932,-8.272534,-9.020915,-2.812726,-8.985092,-11.9914,-23.80829,-20.89091,-23.82482,-37.66357,5.161997,-7.531127,-17.03035,-11.48545,-18.40816,-14.49254,-34.51541,-24.41202,-11.96813,-12.80388,-2.065106,-9.609523,-35.51155,-17.4465,1.010129,-14.98917,-27.9413,-24.6821,-30.75483,-19.1518,-37.01119,-25.37807,-30.70866,-56.00547,-37.06805,-54.10267,-22.83769,-45.78533,-50.54185,-1.70573,-0.3911455,-3.553833,2.710275,-32.59221,-42.26065
1746964.84375,jealousy,-33.06403,-7.366535,-9.176783,-22.35843,-23.36996,-14.54741,-13.38195,-27.45276,-12.96255,-26.79984,25.01874,-9.185643,-26.21896,-18.0348,-20.98142,-10.70375,6.784072,-13.01809,-19.29297,-25.58421,-28.9211,-3.005264,-10.50204,-17.86773,-3.932997,12.16309,-4.181779,4.460006,4.02607,10.31215,-4.468899,9.664551,5.225863,-2.012208,-24.70875,3.170125,-5.739624,2.904244,6.588146,-15.90819,17.67771,-3.167531,-0.9847789,-26.10355,-25.4204,-6.906137,-15.55535,-4.155819,-4.463683,-16.3672,-21.783,-18.28593,20.96444,-14.38286,-2.64002,-2.380693,1.191043,-28.70851,7.384085,-19.29029,-8.399762,13.1359,4.434697,-4.341948,7.90642,13.21672,4.506306,-17.20076,-31.09696,14.11982,15.04597,-26.99567,-26.10893,-16.70532,-14.84378,30.37286,-5.17005,-6.531755,-8.696941,-6.586874,-12.42929,-19.73364,-7.222063,-15.04911,-11.15723,-10.74883,-8.871703,-13.91675,-12.99302,-0.662014,-35.22805,-12.74014,-21.51829,14.44685,-10.33465,-6.636295,-8.87155,7.463686,-21.74536,-10.42612,-12.76132,-8.202214,7.549976,-10.21767,-0.375449,-9.883221,-10.85862,-9.436134,-17.86476,-9.483859,-17.91584,-18.35024,-18.29991,-18.37781,-24.92032,-25.57779,-18.57282,-20.3371,-22.33664,-20.52227,-21.25468,-28.13756,-29.46036,-21.81613,-25.37885,-28.09378,-20.81851,-26.39417,-27.16539,-24.05058,-7.70299,9.480145,-17.50652,-15.96008,-25.08549,-8.410055,-18.77698,-20.86437,-4.280138,-14.32769,-22.03466,-18.19633,-18.66617,-0.2338496,-8.373334,-19.32873,-22.07475,-12.72448,-5.664883,-17.22918,-7.60581,-12.29714,19.01391,-0.1896809,-1.50289,1.714953,-19.50176,0.2974014,0.1598174,-2.967299,-37.64928,-34.73583,-24.48472,-25.8454,-26.56138,-26.83303,4.045869,-20.62231,-24.29049,-13.80077,-30.62971,-30.90731,-40.73047,-60.29797,-43.90706,-61.29346,-10.7405,-19.9462,-23.28848,-18.53722,-15.6064,-27.77204,-20.81921,-10.57769,-1.216874,-1.592022,9.954434,5.783733,-19.34879,1.227194,16.7091,9.143884,2.083433,-6.224141,-15.85508,-3.973436,-12.73881,-12.02611,-7.986913,-28.73957,-8.117469,-26.53857,-4.183628,-6.073022,-12.24886,-20.83841,-31.44051,-34.27454,-26.61823,-3.892725,-0.5527272
2016859.375,exit,-33.83573,-8.188417,-8.343584,-16.78134,-17.53131,-14.27438,-15.30558,-17.79045,-13.91982,-26.97756,25.00967,-12.49838,-17.7687,-17.61821,-15.12913,-9.979766,0.8309471,-13.64838,-10.78264,-21.8729,-19.20559,-3.350157,-8.560806,-17.62629,-6.375965,8.684165,-6.433943,0.9888371,-2.270316,4.255187,-5.729311,4.006139,-0.1737473,0.471218,-24.23177,3.954017,-6.183568,-0.1662286,3.518904,-15.095,19.44296,-4.259871,-2.581457,-21.4347,-20.52927,-7.180828,-9.534211,-2.44757,1.164898,-14.79671,-7.356409,-7.633056,31.19341,-9.638265,4.752895,3.085199,-0.4609517,-14.70373,21.24988,-7.860625,3.36732,22.95609,12.62437,1.577069,17.00825,21.06852,14.29805,-12.11176,-14.45476,23.7445,23.73238,-11.19354,-11.16635,-4.748777,-0.6175197,42.03693,-9.605768,-15.26317,-12.21026,-14.24602,-15.39997,-14.27106,-12.08813,-14.93307,-18.79498,-15.44807,-15.45926,-20.18518,-17.77633,-5.015501,-36.88553,-18.34593,-19.52919,12.45266,-14.63403,-10.75589,-9.532125,6.805224,-17.89886,-5.701322,-3.512739,-1.644349,14.81224,-6.356894,6.88394,-5.672309,-5.145514,-3.571193,-3.646883,3.079241,-4.306482,-4.983982,-3.146248,-4.481404,-15.90842,-17.33645,-11.82258,-13.83703,-14.61514,-13.84828,-13.08868,-20.39428,-19.87895,-15.5348,-17.63701,-22.87185,-13.97252,-18.05338,-22.82103,-23.31674,-10.17662,13.10554,-10.98095,-12.15603,-20.48673,0.02589698,-20.24038,-19.79521,-1.837899,-15.3216,-24.83795,-12.07554,-15.35341,5.411181,-0.5476014,-9.760262,-14.64079,-8.545443,2.58153,-8.610278,-0.6610152,-13.54716,24.27358,10.18798,7.587206,13.71282,-10.06638,5.280407,-0.08800087,2.762329,-22.34402,-22.0745,-16.83289,-21.23946,-11.65677,-12.51584,13.72842,-11.55538,-10.89931,-8.321208,-14.251,-19.90197,-30.72856,-59.30931,-24.87159,-44.12049,4.95975,-4.361344,-6.275362,13.48656,-0.4926591,-10.26389,-24.83495,-11.56333,-3.697876,-4.533192,11.01978,4.720221,-21.94304,-6.263705,13.60339,3.198092,-6.048475,-9.773074,-15.8978,-7.806738,-19.46916,-12.57526,-14.00035,-28.94878,-12.06618,-27.53452,-7.566994,-17.30786,-25.05506,7.852135,-14.27377,0.3345011,3.715844,-12.84429,-1.496443
2074453.125,enter,-24.47831,1.315202,-0.2728703,-9.837892,-4.400558,-3.403472,-4.738049,-12.77331,-3.66596,-15.18126,26.83163,-12.84393,-14.18822,-9.051012,-11.05777,0.5546628,10.0533,-6.558813,-4.869498,-16.96285,-18.36613,8.201401,5.030125,-2.761478,7.536077,20.81949,5.734406,16.65586,13.79263,22.53277,7.167238,20.95724,16.22633,4.823802,-16.71263,15.00957,8.238909,14.24795,18.0722,-6.546663,24.36003,8.129092,6.460387,-12.1476,-13.71884,1.096064,-3.484365,3.836384,9.586156,-7.23018,-13.634,-18.76238,21.28034,-11.63064,1.730575,-0.9975953,-0.4563064,-21.87058,13.11036,-18.05756,-2.003878,19.599,9.817181,-0.6744689,11.64635,19.22457,11.27683,-10.56795,-24.01392,22.58191,19.86884,-19.1088,-16.79706,-11.49353,-9.383491,34.59794,2.288444,-0.8417017,-2.67828,-5.672603,-8.739663,-4.832053,-3.682136,-11.54516,-1.662658,-5.802863,-10.02397,-14.45867,-4.767689,-1.935707,-31.05141,-10.61257,-5.366208,32.23668,-3.364686,-3.172607,-11.18668,3.573138,-20.0646,-1.682733,-7.20321,-6.231485,10.02506,-10.32343,2.643558,-5.092003,-9.432689,-7.21306,-12.52512,-0.4063241,-12.03082,-13.8764,-12.29911,-12.34473,-20.61817,-22.07182,-15.35855,-19.47822,-18.99627,-17.65028,-18.57902,-28.02155,-23.90019,-19.30008,-21.77033,-26.83148,-18.65459,-22.11293,-27.04566,-24.17828,-7.688227,14.03235,-14.05208,-11.47941,-17.42799,3.634318,-14.78834,-15.18318,3.5418,-9.671337,-18.65575,-16.27027,-16.04521,1.980331,-2.065546,-8.265684,-16.72666,-8.722023,-1.705736,-12.2894,-3.016315,-7.360851,24.61821,7.90348,-0.3012388,8.131113,-8.980536,3.312447,-0.559461,-1.402834,-23.4502,-13.04776,-15.1874,-16.09856,-15.90427,-19.2877,14.03614,-10.66328,-21.65763,-17.85576,-24.61991,-24.45785,-36.80452,-50.4973,-35.89413,-52.01056,0.2349067,-10.78535,-11.43572,-5.237151,-8.019921,-15.60583,-13.8829,-3.869715,8.941395,7.101102,21.80837,14.27851,-9.619476,3.679901,23.64522,10.24562,-0.8806783,4.270498,-5.863916,4.590889,-6.035558,-0.5716665,-0.957388,-17.0418,-2.917092,-15.38969,7.291508,-5.193238,-13.278,-10.06058,-10.65956,-7.147921,-1.735358,-6.449519,-2.126653
2154425.78125,excite,-34.28489,-11.39969,-13.96957,-21.58012,-14.20358,-17.9841,-15.90679,-11.41445,-9.236436,-26.89708,23.43494,-15.77472,-21.19472,-10.54475,-20.27589,8.269801,9.182535,-11.81857,-21.12594,-7.320099,-16.43755,-6.055577,-12.55364,-23.93306,-8.712614,-1.964706,-3.664228,-1.619388,-5.212976,0.4708938,-6.125438,-1.309688,-3.451636,-1.183455,-26.80911,-1.873541,-13.08288,-4.507134,-0.0414115,-21.76985,17.95719,-6.243418,-1.906809,-26.59474,-28.95651,-12.32966,-14.75778,-13.8622,-5.082018,-22.07475,-6.903165,-10.74956,25.27194,-4.719931,2.85313,-3.767661,-1.243142,-16.47866,16.93107,-14.44369,-0.7019923,22.73312,9.624613,-4.451841,14.95508,20.82163,11.80599,-16.76001,-12.2063,24.40735,21.8617,-14.70499,-9.886533,-9.71808,-4.293056,37.21021,-14.42313,-16.55073,-20.58777,-21.19468,-22.14722,-28.47046,-20.95084,-21.37508,-15.20733,-18.73794,-20.01622,-31.62315,-23.16096,-9.92725,-40.17076,-30.51946,-23.79802,12.47071,-5.407526,-16.99504,-13.23177,-5.457333,-27.60505,-8.775828,-11.47092,-9.656122,6.997537,-6.487142,1.667605,-6.738867,-9.618032,-9.192821,-6.81701,-1.80973,-6.227082,-8.247437,-5.144146,-7.862993,-22.36784,-25.93409,-15.42894,-20.62183,-21.49722,-20.34261,-20.68154,-26.21252,-26.5202,-23.0382,-25.18425,-26.21756,-19.38984,-24.51732,-23.98675,-17.67955,-7.639156,9.761823,-19.43899,-17.58991,-23.43904,-10.57046,-25.47179,-23.05739,-9.532647,-15.70698,-30.95939,-15.39235,-21.3609,1.364814,-7.106902,-14.75472,-10.68394,-12.61745,-3.175815,-14.2376,-8.273262,-12.25564,22.02106,7.058962,0.9126096,5.560595,-13.62867,1.738529,-3.394156,-3.091418,-28.13729,-25.38625,-21.52287,-18.17776,-21.48632,-19.88705,14.14657,-17.58882,-19.0133,-12.35499,-17.03529,-25.556,-32.86887,-35.12327,-37.36603,-54.61391,-4.703588,-8.05631,-8.207433,0.1978503,-5.492663,-22.68893,-32.98178,-21.4127,-6.246766,-5.755904,2.753729,-5.949509,-31.08394,-15.27322,0.0045477,-3.535123,-19.77638,-19.84849,-23.34731,-12.80134,-23.93512,-13.81151,-19.35682,-43.11742,-27.49932,-40.79922,-18.51393,-29.83319,-38.40396,-24.56738,-13.32469,-11.96858,-4.990747,-27.657,-27.29161
2183160.15625,excite,-35.97551,-11.57088,-5.454218,-29.38481,-36.90602,-24.08216,-23.31553,-20.74275,-18.57906,-33.21204,15.48535,-20.05367,-23.63352,-16.88603,-18.58981,-24.07751,0.6621726,-22.18824,-14.9865,-33.8579,-53.06851,-13.48396,-16.61604,-28.90094,-16.58286,-3.766816,-9.007026,-8.120455,-12.51558,-8.519202,-15.9442,-10.56271,-11.09178,-2.910471,-30.8012,-6.39997,-18.57859,-8.858451,-5.65736,-26.61617,10.67744,-28.40337,-2.931083,-26.47184,-31.78968,-15.03971,-19.85338,-14.79522,-5.065224,-22.59448,-13.30805,-18.8606,19.2805,-8.980427,-8.347054,-9.765812,-2.038795,-19.32494,15.45731,-21.43278,-5.413406,13.9126,0.9124702,-10.83818,10.05212,12.80409,5.904124,-17.04775,-18.42128,16.33346,15.88653,-16.71497,-15.03639,-11.40441,-6.685863,34.20479,-20.26699,-21.1708,-19.00752,-17.58791,-22.09504,-27.97806,-18.55429,-20.58401,-21.05214,-11.78016,-16.44483,-23.801,-16.38685,-1.427009,-37.32595,-21.14705,-19.16529,12.46562,-7.222028,-20.05388,-10.96643,3.174958,-18.20209,-2.536093,-7.715119,-7.269827,12.34548,-8.521284,0.9219385,-7.229544,-11.02866,-5.454495,-8.582275,-1.156511,-9.636085,-10.94729,-8.013114,-9.618714,-20.98544,-23.04905,-14.87946,-15.28308,-15.05178,-16.77347,-14.00419,-19.48044,-23.34045,-17.67476,-22.45426,-25.16079,-17.18995,-22.32148,-22.90046,-27.57899,-14.03681,3.623016,-28.99395,-25.45386,-36.74893,-17.43401,-28.8491,-28.7924,-7.914166,-22.97898,-27.51751,-20.54977,-20.48718,-5.310232,-15.20432,-22.02821,-15.57813,-20.68854,-11.99539,-22.65697,-15.49325,-23.0899,11.9142,-3.468856,-7.399322,-2.782335,-21.86596,-3.290667,-4.370604,-10.35999,-27.91587,-26.58472,-21.47591,-22.72116,-20.05104,-20.24789,16.8356,-15.22993,-15.66069,-5.197681,-23.29117,-26.10459,-36.33966,-59.43786,-29.49113,-49.79645,3.364967,-9.190504,-9.705964,-20.84952,-2.305794,-16.82287,-34.88529,-25.31774,-14.45491,-17.21394,-2.288918,-5.679443,-31.29575,-11.67627,4.557499,-5.543465,-13.20405,-16.75978,-25.87237,-16.0285,-21.3018,-15.01989,-17.39423,-42.73566,-16.86219,-41.39481,-13.92793,-18.70727,-30.48539,-7.838687,-22.79914,-24.07741,-13.60195,-15.82164,-18.92504
2185007.8125,excite,-31.40438,-13.77103,-16.31706,-25.74042,-20.54078,-22.28462,-21.95199,-29.93453,-13.71577,-26.21237,14.11531,-16.65576,-28.54824,-10.46159,-22.96473,-8.752674,10.84812,-27.56367,-17.93933,-9.138644,-28.29252,-7.794322,-9.460118,-20.3699,-8.096189,2.632545,-9.957735,1.919802,-3.703923,1.989785,-6.909294,2.383231,-0.5470908,-4.72609,-25.41013,5.572982,-8.192981,1.580377,3.593696,-14.6983,14.36626,2.890781,0.9277681,-19.15575,-22.73599,-3.672284,-12.48673,-4.228381,0.9788598,-14.48666,3.766645,-16.16994,23.58621,-4.552006,4.971152,2.32463,0.06367696,-6.811203,25.89944,-16.43587,4.021918,21.43555,12.95866,3.114534,19.76402,18.45726,13.09449,-14.35169,-18.20219,20.23832,22.33046,-4.013486,0.4129099,-2.36192,6.372365,39.96646,-10.29198,-12.81282,-15.86281,-16.67792,-18.38883,-11.01902,-10.28549,-12.7468,-13.33549,-13.11632,-18.0561,-26.13742,-18.40066,-8.648196,-39.24096,-24.67287,-21.9338,6.315507,-16.74671,-15.38286,-16.85488,-4.259528,-27.15961,-13.57065,-16.70183,-15.41949,13.85475,-7.475782,0.7661012,-10.26866,-6.814741,-5.170189,3.554186,-2.314401,3.044438,1.879376,4.262188,1.783182,-24.71376,-27.44921,-20.38711,-22.71127,-24.71593,-25.77216,-23.23015,-33.10054,-29.99187,-27.07174,-26.69654,-32.52612,-26.97261,-26.81242,-30.26482,-35.60036,-1.58728,5.498481,-20.73589,-17.89058,-23.64292,-1.758891,-24.54617,-16.18591,-5.120135,-12.42299,-23.64897,-16.45771,-15.17915,6.081945,1.283146,-16.3035,-10.81605,-16.66485,-5.457424,-13.65594,-7.920963,-22.63455,16.6382,5.786043,-1.225237,7.682695,-16.90692,6.358441,1.043447,1.949171,-32.56772,-33.37599,-26.62945,-28.25998,-24.01954,-24.21651,9.13426,-17.25623,-22.55243,-23.45729,-24.38221,-25.55764,-41.41006,-50.03617,-33.89574,-50.59934,-2.66376,-15.42096,-11.06981,-6.847671,-15.52527,-19.37339,-26.44324,-15.46798,-6.754166,-7.278851,5.260667,-2.685909,-24.65146,-6.956683,6.898923,-2.019265,-17.01067,-14.18124,-21.80385,-8.208894,-20.23408,-17.2151,-15.31221,-42.54821,-18.7065,-40.38339,-11.85899,-25.47056,-33.34912,-16.9306,-24.21304,-19.4428,-31.69204,-18.77146,-19.70171
