Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A22,A23,A25,A26,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C16,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D19,D20,D22,D23,D24,D25,D27,D28,D29,D30,D31,D32,E1,E4,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,G1,G2,G3,G4,G7,G8,G9,G10,G12,G14,G15,G16,G17,G19,G20,G22,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG5,EXG6
914710.9375,enter,-16.1402,-14.66006,-19.49761,-20.47848,-12.25537,-4.677579,-4.064115,-24.50484,-28.65879,2.04906,-5.860476,17.82568,6.536307,-12.35327,-15.67469,-23.29128,-10.16991,5.560877,-15.30631,-14.17664,-14.12502,1.947407,-9.28168,11.55614,-24.7365,-20.36302,-22.16037,17.03457,3.373479,6.369007,-1.918182,17.38713,6.196694,37.67892,3.865119,32.33144,-3.729944,6.055026,7.695518,6.714354,-12.90927,-11.41514,-19.63329,-4.134813,10.2255,9.91633,3.909107,6.347196,4.893436,-26.2542,-0.5868569,17.04632,2.983531,-2.370796,13.24876,-11.13437,0.4402173,9.622271,-1.43491,20.45118,-5.797898,15.59613,-8.587426,0.4184398,4.740744,15.86769,-22.5811,-18.26675,13.75185,-12.93738,46.66272,-7.142603,-3.840277,-14.7637,13.359,-15.80388,-9.593903,-0.825148,3.764277,-9.473864,-38.03091,18.61382,-4.183405,-0.8316522,-15.72075,-8.88976,42.39856,-11.00559,-1.109507,14.69221,-27.20393,14.11247,4.642869,0.2019463,13.94748,18.90365,30.82847,-14.18408,-21.79414,16.33194,-5.852765,1.037464,-0.4798774,11.10819,4.579932,-5.642934,-7.340941,3.278857,-4.786638,-6.42182,-9.249846,-16.58968,-2.182861,7.394753,-3.996344,-9.051188,-25.68494,-9.831368,-21.66703,-15.99855,-16.18374,-16.96702,0.4931637,-18.68878,-6.957692,-7.660281,-12.2289,-16.29778,-2.920623,-0.2636474,2.195148,-7.428434,-8.509745,-7.63731,-23.6011,-11.40499,2.764302,-4.83297,4.187905,2.895922,9.254002,7.902726,3.699262,7.898633,-0.3755589,5.080215,0.2354137,12.59884,11.59366,13.34398,30.02415,13.80887,-0.5196083,6.2643,-1.068743,3.423716,-3.855643,8.313272,8.341566,12.58506,10.70975,8.418718,12.6426,-4.276909,13.7269,-0.2829574,-0.3164191,8.30239,-8.26288,-18.3258,-3.577324,-15.81412,-27.35944,-11.75854,12.39721,-7.7879,8.934998,-18.76376,-13.82171,-19.82929,-14.13244,-2.88662,-22.92593,-14.64624,6.291806,17.24768,-3.874708,-4.221482,8.047281,-15.34545,31.82871,21.86364,-17.70599,1.637783,35.8527,8.735115,-15.03445,-1.870928,22.50173,1.951808,-1.585985,-18.71371,-3.112018,-22.13362,-14.91811,-27.34981,-10.13231,-12.5223,-13.49436,-11.9428,-15.22769,-15.50051,-46.67607,-12.06655,-17.37206,-17.20298,0.2225139,2.27878,-17.51754,-8.851954,12.95193
1018957.03125,fear,-11.97142,-21.34697,-17.07205,-27.24606,-15.13938,2.156115,-0.09371641,-19.5552,-21.34585,-0.07762703,-7.366659,19.18158,12.64262,-5.875069,-11.93753,-16.41881,-4.366443,6.710004,-4.356082,-10.09149,-13.40432,7.1923,2.533772,18.14931,-20.01055,-13.41976,-20.39561,13.48355,4.14522,3.128005,-4.573577,10.94724,9.75963,42.15781,7.467109,33.09377,-8.200928,13.41963,15.8701,8.205663,-3.531358,-4.169699,-11.38259,2.286314,12.19374,9.012038,4.11282,12.97057,11.2276,-20.35017,3.930021,20.18988,3.632149,-2.580771,15.50622,-4.069255,2.016716,9.067023,1.368018,16.94695,-6.413937,20.23595,5.51798,15.00021,13.34511,20.64128,-14.24688,-19.46576,2.392614,-7.359938,56.01555,3.77437,15.43017,-3.097529,23.74686,4.372407,-10.35829,3.997886,21.98425,18.10746,-3.293619,15.2003,1.22956,18.87758,-4.909017,-18.80334,50.58099,3.727341,-6.348269,10.90488,-30.44616,10.23715,-1.158328,-8.383757,6.177102,13.07295,21.41643,-20.1886,-26.68492,12.44523,-5.269936,-10.90723,-1.827111,-5.804031,0.1118143,-17.33336,-6.987066,5.418739,-10.46635,-3.869815,-3.124975,-13.54851,-0.6800086,8.784209,-1.854524,5.723252,7.53695,-6.18871,-5.861028,-23.47077,-30.14917,-24.76797,-2.878054,-15.47912,-6.377179,-11.0476,-15.86344,-16.9651,-4.32164,0.8440287,3.867846,-9.00445,-12.76218,-9.351057,-22.8081,-16.34314,-6.945047,-1.139848,6.038507,8.492593,10.98066,5.239096,7.160392,6.619895,9.905012,9.845545,4.984488,13.21484,8.298997,12.89415,20.37139,16.55656,7.468554,10.311,4.201842,9.287589,8.458707,17.4508,10.60833,15.69446,15.28872,7.934156,14.39055,4.82883,20.25848,4.628518,4.063193,8.7908,0.9124647,-11.89762,-0.4000703,-9.827167,-19.96743,-12.32674,21.42413,-0.9799367,13.25926,-20.52866,-9.907027,-16.8733,-19.68326,-2.002601,-24.40774,-10.73555,5.242879,11.84506,-5.583461,-5.839875,-1.075145,-10.17249,27.02859,22.01243,-20.76594,-4.024921,30.31832,6.329233,-12.57401,-4.302261,18.82986,-1.393808,-3.371383,-21.92189,-8.54752,-28.53147,-21.86436,-29.03684,-10.8895,-14.13366,-21.00309,-13.99349,-19.96176,-21.32347,-47.50379,-17.79787,-16.39611,-16.68354,4.982659,9.903735,-10.44871,-12.37011,8.053535
1081710.9375,exit,-5.246709,-13.12232,-11.95989,-24.50651,-12.35533,-2.764783,-4.746511,-14.75864,-21.54711,1.49255,-3.407536,20.5431,4.851727,-4.377676,-6.44177,-16.23142,-4.29603,11.64848,-16.39586,-7.810835,-5.497024,7.401177,-18.69705,5.633992,-12.72962,0.7194456,-13.23069,13.72376,3.729361,2.758961,-2.890024,13.73884,7.518567,39.66233,10.26809,29.7125,-6.912663,9.401014,10.60332,6.653946,-15.2093,-11.55589,-20.37481,-8.247039,5.325426,6.390099,2.027,1.710656,1.89774,-31.29053,-6.037935,7.91475,-2.987165,-6.970181,2.950072,-17.418,-8.252102,1.38191,-7.330174,22.74874,2.482388,7.72155,-8.496814,-3.495578,3.358843,11.74226,-19.76278,-2.892339,23.20789,-10.58822,47.03583,-9.996764,-3.122389,-10.41261,7.008483,-20.53214,-5.91005,3.828853,4.874746,-13.63356,-11.89138,20.70747,-0.2624758,0.7351598,9.169896,2.328055,53.39877,-16.36201,-4.599084,11.88223,-26.07572,14.25777,3.193491,-5.585668,20.66752,22.27376,21.30422,-13.81302,-17.29409,16.5926,-1.160063,2.815882,-2.189761,18.89816,4.099498,-6.722467,-0.009899378,11.52179,-4.725084,0.2102277,1.524079,-8.953276,4.574324,10.01808,-2.268257,1.878883,-8.085907,2.510512,-6.345863,-12.41357,-8.146492,-13.83083,3.604478,-13.5758,-2.234006,7.329538,-6.288044,-8.962093,3.315089,4.684044,7.230941,0.1252166,-4.893343,-6.501255,-10.77598,-6.014248,2.064731,-5.819764,2.742312,-0.7259408,-0.5386999,-0.8296464,-2.891646,-9.397412,-6.801398,-2.482915,-5.961642,5.322206,1.879915,7.747958,29.05105,8.23215,-9.329382,-1.339017,-13.51797,-4.787911,-7.324222,-0.04723727,5.342867,0.7453546,7.805475,0.8106078,2.682905,-5.396684,5.636994,-14.8436,-6.878912,-0.8593367,-5.703752,-11.98779,-0.1304694,-9.399002,-14.67486,-2.001701,32.67639,-4.261221,14.30472,-9.247753,-1.360074,-16.13932,-7.314532,5.45729,-15.15122,-5.439853,4.713394,11.80048,-8.170034,-4.018293,-3.125463,-5.102477,30.60322,17.13638,-19.36257,2.811166,33.54438,9.252357,-12.42898,-1.430158,24.53339,5.206461,-0.3112796,-17.46598,-3.694508,-20.55417,-17.00016,-24.38675,-8.508035,-13.07879,-15.67777,-11.116,-13.08658,-8.193735,-41.05823,-11.7913,-10.53021,-9.473821,4.017664,5.185764,0.7189593,0.207838,19.65209
1139285.15625,enter,-18.91853,-22.40206,-20.05708,-30.77866,-19.13196,-8.300101,-12.03642,-23.45975,-25.74632,-11.21171,-11.98596,14.70519,-0.8557567,-9.733261,-16.43526,-20.3965,-11.45328,-2.701717,-11.14992,-9.988482,-15.41402,1.155132,-10.20673,-2.804801,-23.96692,-10.93305,-27.72533,4.054949,-5.283282,-2.124381,-9.584177,6.517377,-0.1350975,34.33011,4.329407,21.88753,-13.56964,1.057508,4.738252,-0.6877916,-21.30301,-18.6674,-25.78014,-11.77811,-0.6542236,-2.637117,-9.158128,-4.905482,-5.312938,-38.98693,-12.35023,0.5042421,-8.50626,-17.58985,-1.295689,-24.2802,-14.94008,-2.505846,-14.07748,12.20988,-13.78696,-1.315302,-16.04836,-11.52099,5.12124,18.04812,-15.77797,-22.79499,-2.266812,-24.56087,36.21567,-8.280399,9.363212,-16.78715,8.009868,-5.319391,-20.13873,-6.577754,6.776129,-0.707701,-21.08733,11.79041,-9.408286,-1.163155,-25.66565,-23.94962,30.56737,-17.4207,-15.26025,-0.2015278,-32.56181,0.8725799,-6.141802,-14.40321,-1.931156,5.175081,7.855262,-30.20643,-25.59712,-1.291125,-12.93172,-12.06959,-2.469141,-15.63155,-7.778558,-17.64194,-13.9772,-6.032995,-15.45221,-11.10316,-12.6361,-18.62206,-6.358838,2.911569,-0.8523225,5.155291,-2.509169,2.578414,-13.24928,-20.72329,-28.9718,-22.79417,-8.501756,-23.11338,-12.25585,-6.916529,-13.25921,-20.42512,-6.664028,-4.240341,-2.314612,-8.463039,-17.00141,-17.32862,-22.64817,-16.42897,-7.594685,-0.3935822,0.585077,-10.1151,-5.802948,-9.020613,-9.68257,-14.27005,-12.24214,-7.789111,-7.484993,1.130267,-5.59919,-1.419422,8.929165,9.501554,-7.371483,7.589385,-11.17263,-11.56811,-14.34606,-6.019543,-2.091917,-4.268953,0.6854668,-1.598334,-7.982943,-14.66399,0.4113706,-11.00883,3.657309,3.02819,-1.763299,-20.10129,-6.160214,-12.641,-15.09118,-5.051089,20.09923,-11.33157,3.669749,-12.86286,-2.945725,-15.93387,-13.51815,1.170131,-18.49327,-12.98287,-9.800653,1.211788,-15.80945,-17.36205,-14.84008,-12.10616,24.19995,10.69498,-19.12636,-8.68829,23.37651,0.2073523,-19.37865,-12.16662,13.55218,-10.62707,-9.835547,-20.83707,-11.91132,-32.77169,-28.80118,-34.74601,-21.93038,-24.37251,-21.46361,-21.88796,-27.10802,-28.3943,-55.6832,-24.72965,-24.93941,-24.43482,-5.80999,-2.47111,-15.12998,-19.64375,-2.237146
1214636.71875,joy,-9.372739,-4.661241,-9.111339,-17.2084,-5.470401,5.009858,4.87413,-11.00721,-17.19685,4.612376,5.903964,27.51974,19.48235,-1.455839,-8.737527,-12.95825,1.56747,13.35565,3.687413,-5.76215,-14.20189,21.12837,4.18671,20.6249,-14.64461,-9.195966,-21.4265,21.62138,11.46147,8.640251,0.7715621,16.9618,17.12872,48.62342,15.22765,35.74002,0.1140593,20.54278,18.0547,11.96948,0.1856785,1.965,-4.964742,7.268362,19.95999,15.51704,9.152114,14.16565,12.75223,-15.08663,7.364701,23.32007,10.77628,1.008281,17.41607,-3.85587,4.997715,18.58829,6.833435,21.30165,-1.50824,14.64867,2.631917,6.871933,14.64076,29.98654,-1.458498,1.177416,9.993624,-5.27992,52.55398,3.901863,15.70032,-11.89857,18.71326,4.953125,-0.8388936,5.72761,18.76967,7.426508,-9.858762,18.1914,1.540285,16.38884,-4.549713,-10.80489,45.42567,6.306486,3.211298,15.34505,-19.15298,23.82763,11.34816,1.486234,22.643,20.35693,29.87086,-17.83022,-18.98204,21.39831,-0.2038406,-1.171344,0.5053114,16.60694,5.522961,-6.023225,-7.451797,4.909093,-4.249553,-2.399937,-3.559415,-15.51835,2.167217,9.347053,15.44103,13.81167,5.40374,7.978786,-0.2895819,-8.302909,-20.98697,-9.114029,-0.1294302,-19.65874,-6.500141,-2.500416,-5.215834,-11.93101,0.3716364,3.522586,5.257372,-2.121291,-8.751616,-6.469052,-10.08588,-7.108367,2.789154,13.27172,15.46073,10.90618,12.12382,9.78468,8.17094,7.670799,9.362215,7.392662,5.167162,18.36766,14.32251,15.51278,24.64862,15.15123,11.41924,16.34206,6.369661,10.73427,7.176529,10.25714,4.630962,9.190481,17.42453,6.478117,6.869762,-1.238446,13.86926,2.384874,7.70374,19.95718,6.207137,-10.53201,0.3032642,-10.17501,-13.81918,-5.626339,20.48013,-4.834353,16.44816,-14.62123,-14.62198,-18.81324,-18.04806,-1.544073,-20.9414,-9.47436,6.26227,16.08911,-7.570107,-10.72046,0.1672917,-10.33212,29.62453,20.12109,-18.03791,2.250223,35.46434,12.05665,-4.952492,5.523708,27.5314,2.292591,0.8264081,-16.31335,-4.817109,-23.87182,-20.2822,-22.32627,-7.098905,-15.56729,-15.338,-13.22039,-13.22612,-20.26734,-40.76328,-15.05267,-18.77673,-18.15899,1.881461,6.973676,8.197883,-16.05495,12.93997
1359625,exit,-10.72761,-13.33076,-12.89152,-22.24418,-11.85365,-5.236587,-0.5620263,-15.51866,-19.46239,1.682686,-2.355998,22.32191,10.3973,-3.962283,-7.634206,-15.26621,-7.952859,3.896132,-5.929372,-6.956326,-9.892526,5.076025,-13.18795,12.22082,-17.279,-6.942715,-13.02459,15.13784,4.007156,3.976661,-3.577342,14.30157,7.942734,39.3245,11.50206,26.40228,-4.780832,11.67078,9.449594,4.674806,-9.865783,-7.757809,-13.71201,-0.6156061,10.94591,4.818849,3.168302,5.832482,4.136412,-24.227,0.3486828,14.81585,4.857123,-3.241793,10.0891,-9.064994,-3.622655,8.280661,-1.337009,24.30629,0.9547797,12.55931,1.124725,4.528769,13.47358,20.92169,-9.227154,-3.374866,18.85234,-6.846539,53.18573,-3.343575,9.158089,-5.266251,18.10989,1.362696,-3.969387,8.052326,15.08397,4.969665,-11.21698,23.23584,4.410856,18.40441,-0.7514293,-2.048991,49.26377,-9.227015,-2.597989,12.08663,-34.8601,17.01217,2.882527,2.244025,16.82269,26.41936,24.45284,-17.3876,-21.62972,18.13636,3.72607,0.7432008,5.097473,13.3316,11.3007,-7.659727,-7.666753,4.828629,-6.132023,-2.610529,-1.960723,-14.45359,3.43157,9.891495,6.200961,11.38181,-1.858216,-2.284474,2.932709,-6.999425,-7.624355,-8.335272,3.276875,-11.34083,-0.7865232,-2.845163,-4.138964,-10.50375,1.64762,5.198562,5.570716,1.944732,-5.971743,-4.525607,-9.688978,-2.579896,6.924383,3.509967,10.87141,1.561069,3.354617,1.377103,2.077538,-0.8350078,0.4782084,3.71675,4.536534,13.07143,7.358771,14.28979,14.42547,10.47638,2.160954,10.7985,-1.478211,1.263309,0.5906396,6.768243,0.5430855,5.617637,6.680058,4.929656,3.357505,-19.86999,9.340943,1.936593,4.267219,12.3149,1.934363,-13.41624,-1.530951,-11.80355,-17.36698,-3.86721,18.43086,-3.456086,17.03393,-16.95522,-9.558765,-10.354,-6.0448,5.02105,-13.4301,-12.02155,4.311138,11.79984,-0.6788837,-4.314614,-6.099699,-10.44615,33.99682,19.91517,-14.83435,-2.108917,29.14499,5.451624,-10.71067,-5.628323,21.91536,-4.306307,0.6240593,-19.41668,-10.45903,-25.61674,-19.84073,-20.98481,-8.856608,-17.23132,-16.84788,-16.21215,-19.51534,-20.07267,-44.098,-15.74448,-18.25437,-17.97245,-2.961381,0.03574517,-10.07296,-11.49697,8.281767
1417257.8125,enter,-5.667887,-8.55916,-10.02559,-14.29001,-6.7902,2.969419,-0.2200323,-12.38546,-14.94667,8.687706,8.671459,23.83233,10.27574,-4.746767,-6.607564,-12.42027,-1.459537,10.49452,-3.819131,-6.90556,-5.489231,12.1099,-6.074917,2.893916,-15.3979,1.157036,-15.59481,21.07006,7.549158,7.753411,-1.119993,10.82148,13.04552,38.80416,8.259887,25.03375,-5.335173,12.3531,9.94998,5.464251,-12.49705,-8.704928,-18.83369,0.3578251,5.700902,3.070244,-0.02012974,3.059649,-0.8001778,-30.30921,-6.3997,8.387414,-4.355573,-8.297656,4.427347,-19.6723,-8.392944,-0.7240183,-6.574701,16.97068,-11.29489,-7.548432,-20.75406,-19.93577,-1.131507,11.9397,-24.13284,-20.84644,0.7963612,-26.0503,31.51456,-19.75103,-3.872557,-21.46048,-1.009262,-12.7466,-14.20759,-4.135438,-3.476432,-8.225035,-22.46141,14.42288,-8.734342,4.916446,-12.82657,-19.0526,32.06037,-20.04076,-7.259515,5.942548,-23.69921,14.52981,-4.25573,-7.270588,11.65341,16.00286,16.31918,-16.89841,-24.04497,10.64616,-10.66062,-2.618095,2.709356,-3.335452,3.693172,-3.948347,-9.601484,1.962063,-7.719283,-6.291492,-7.03842,-14.51317,-0.6931368,3.661935,0.8726717,-1.192841,-10.23769,-8.181637,-12.1339,-22.8361,-25.0374,-25.01764,-15.7128,-25.60196,-19.93812,-14.59722,-14.90441,-20.32548,-5.526411,-1.255029,-1.329795,-8.332488,-12.61628,-13.78871,-19.07868,-15.89613,-7.928042,-2.647113,0.5541151,-0.8849694,-1.085415,-2.817326,-10.24597,-13.36246,-8.559443,-8.162162,-7.617244,2.636274,1.878671,6.982529,15.20412,4.660217,-4.556581,4.416776,-11.65134,-10.0249,-12.3258,-7.950449,-7.738453,3.116744,5.729131,-0.8707603,-2.054264,-13.08584,-4.871121,-9.109544,-1.523697,4.075135,-12.29574,-11.88581,-1.522285,-9.889812,-16.21875,-11.06892,14.3428,-6.215558,5.012753,-16.22835,-11.24772,-17.47344,-13.69785,-1.979101,-15.33642,-11.23995,-3.423598,3.841133,-5.426768,-2.106109,-10.42087,-10.71202,26.59602,9.293808,-12.96523,-0.5093238,28.57624,7.044735,-6.986609,3.64297,20.7218,-1.603108,0.02058727,-18.80325,-9.753263,-24.44861,-19.88966,-21.88079,-7.186504,-13.56505,-11.87116,-11.36262,-16.0077,-21.82153,-40.90368,-17.11154,-19.84924,-19.38602,-2.916396,0.4205612,-9.894921,-13.82566,7.713956
1477187.5,jealousy,-4.953633,-14.78194,-9.391659,-19.104,-8.379371,0.6324329,0.764209,-4.055324,-11.57736,8.708383,2.824901,27.48546,12.50329,-2.010617,-2.449419,-8.114995,1.378649,13.61295,-0.7084323,-6.277449,5.392691,13.99455,1.096192,14.2168,-9.373653,-2.556322,-10.60348,18.43201,7.969831,11.22129,1.815833,17.52637,11.51639,40.71781,8.852601,25.90881,-3.449612,13.47649,11.71014,3.17138,-8.284063,-8.395832,-14.46661,-2.825121,3.063736,1.062253,-0.7468973,4.536765,2.264396,-27.27167,-4.90414,7.708616,-7.141444,-11.89227,7.494592,-14.63012,-10.85404,-1.50666,-12.92397,17.14961,-9.601626,6.696965,-8.500298,-13.7467,2.158677,5.406793,-28.43988,-22.53736,4.148953,-14.56171,37.85158,-16.79859,-6.844838,-19.79267,6.617127,-12.22937,-5.659438,-2.417222,-0.8672724,-10.03296,-22.83662,14.67021,-7.968273,-3.062254,-18.73817,-16.31406,22.73095,-6.578809,-2.261413,11.91568,-18.66151,15.7924,3.768853,-2.420612,11.19052,13.8759,15.04709,-17.31834,-24.67165,5.802789,-1.315362,1.862368,-5.8777,-1.084436,2.593058,-10.09462,-10.39026,-1.638911,-10.83638,-4.096262,-1.98582,-17.91589,0.3031635,12.24851,-15.12248,-8.936436,-14.50501,-11.81975,-16.11622,-16.89002,-21.9145,-16.98405,-0.1697586,-16.95439,-3.692667,-5.059168,-10.22099,-13.98957,-0.9989034,3.561457,8.144539,-2.552831,-10.79486,-8.67949,-14.2796,-10.08706,0.9186218,-11.75231,-8.96538,2.73838,3.275423,2.071435,-4.9153,-1.021229,-8.819644,-8.131094,-11.24968,-2.698593,-5.103577,4.932209,9.227309,0.2524261,-14.19952,-5.912627,-14.44755,-10.98689,-7.439347,0.5745138,4.316589,2.681045,10.71182,6.49874,7.596755,-5.135676,4.621345,-12.23073,-12.85731,-6.670016,-15.67196,-4.725951,5.485385,-9.98291,-20.03917,-4.614622,18.15259,2.504831,11.5155,-15.14324,-11.36369,-19.40767,-15.05011,-7.759385,-28.37294,-16.45812,-4.627757,11.94246,-1.946809,-9.349984,-4.217973,-16.21957,25.27743,19.51479,-25.76988,5.01459,36.55273,13.47403,-1.324045,3.38037,26.91061,4.878012,7.333512,-7.57944,-6.90239,-20.69059,-15.09169,-18.14889,-5.645689,-12.90789,-10.44628,-11.797,-16.44379,-18.62309,-39.96763,-11.83528,-18.29877,-21.07736,11.69994,9.319516,1.534812,3.066843,12.38955
1586050.78125,exit,-22.96587,-29.05569,-22.9681,-26.47036,-15.76067,-2.895268,-0.4471393,-22.61082,-29.03104,-8.360333,-11.1921,16.26059,8.361485,-16.93649,-21.51922,-26.79712,-17.67617,-0.9296938,-12.37366,-20.2458,-21.56651,-4.7238,-10.80909,1.284407,-29.23182,-20.48159,-18.42931,14.89553,6.775929,0.616047,-6.016755,11.16071,10.37374,40.44752,7.08126,25.75921,-3.666746,13.19281,12.05078,11.53726,-8.509524,-5.388301,-9.409027,6.504246,14.37737,11.26963,6.036488,5.226818,6.805187,-14.66633,5.63684,22.85731,7.252456,3.007668,10.25817,-6.041835,7.816845,16.01674,4.731813,11.23376,-14.75984,10.48189,6.600779,11.89105,18.6876,32.64291,-5.011477,-27.46513,-1.908712,-3.837537,52.49181,4.331154,17.4976,-8.952746,24.70499,9.672188,-12.47373,1.552549,19.55374,7.108896,-15.28741,9.557591,-3.933946,10.4748,-16.27501,-21.86571,31.53554,0.4856428,-5.675037,2.915875,-27.15012,16.99102,7.124002,-7.338936,12.08671,15.79448,15.33432,-16.93173,-27.22636,10.32681,-6.371109,-8.909623,3.832515,-7.853536,-1.653105,-12.28149,-13.88624,-2.021534,-11.94529,-6.81582,-6.412229,-19.32778,-3.16644,3.298434,7.492975,8.147765,-3.554524,2.793891,-6.373341,-18.68604,-26.52119,-19.85052,-17.0819,-31.20953,-14.03185,-13.32606,-14.15615,-25.91466,-6.788574,-4.884689,0.4346616,-13.0149,-15.49468,-13.42295,-19.89935,-15.41115,-7.616255,11.73419,8.436727,1.893083,5.497322,3.436369,6.007372,8.196213,7.018017,14.99578,7.322537,14.51225,11.0663,10.04992,28.8662,17.45675,6.925421,23.24187,8.54026,13.55502,4.979596,10.87431,4.46228,2.712491,5.664805,-0.6501495,4.208644,-4.609617,13.165,11.36109,9.625974,12.33309,8.227009,-21.52698,-11.00235,-24.03474,-30.06479,-19.97764,8.472104,-19.92064,-5.005443,-23.15142,-22.56451,-25.61609,-24.0257,-14.08689,-29.63148,-24.28068,-4.595284,8.971915,-6.296235,-4.658169,-7.751612,-22.4063,19.7054,19.25679,-26.20033,-2.167124,25.70554,2.471599,-8.483377,-4.986577,17.33914,-3.30378,-3.482909,-17.43129,-15.1568,-28.0589,-30.01038,-28.02291,-15.86103,-26.15615,-24.56046,-23.61849,-29.34765,-23.06824,-53.40189,-26.83656,-23.7484,-23.66699,-0.8501329,4.543373,-5.802109,-18.33999,-6.019876
1643625,enter,-0.5915752,-7.304101,-14.4786,-17.39725,-13.65005,-4.951346,-6.423615,-7.40243,-15.03656,6.617014,1.425367,18.48976,4.475565,-1.131544,-1.925072,-10.63978,-5.301206,6.305583,-7.863377,-2.800165,-4.267754,9.322843,-1.045931,8.050709,-8.730497,0.8533171,-8.56403,6.58117,-5.683127,-7.944279,-14.35395,0.4635954,1.117631,26.4739,-1.738166,13.07523,-15.59718,2.413565,1.464879,-7.924222,-16.48087,-16.56373,-22.77599,-12.22604,-3.730679,-7.918887,-11.05975,-2.474357,-5.550484,-30.64013,-10.31293,3.78137,-9.997445,-16.30648,1.441362,-15.84005,-9.624102,-2.932468,-10.88187,13.73032,-8.535027,5.787961,-9.362132,-18.01685,-12.10895,-2.381516,-30.28447,-7.175945,4.965321,-11.29982,39.33002,-16.01081,-6.968699,-14.44312,2.934012,-14.69928,-12.26784,-4.441056,0.9897448,-10.83424,-23.10608,13.84006,-7.672642,5.853683,-13.78654,-13.50203,25.87291,-29.34233,-16.29125,-1.074189,-35.39767,-2.87776,-4.909381,-13.84099,-6.192513,8.855461,6.220652,-24.11288,-29.04209,-1.926592,-14.17631,-10.366,-3.214542,-15.46446,-3.14174,-14.91047,-8.418159,2.886282,-11.38592,-6.075856,-6.195477,-20.85714,-0.5209448,8.931604,-10.80781,-4.84302,-15.54732,-2.370784,-11.59141,-16.1199,-20.61133,-17.25982,-3.388739,-20.91137,-10.94818,-6.776989,-13.73627,-18.45096,-2.822439,4.229264,2.729247,-7.101923,-8.2384,-7.436748,-15.41296,-12.69746,-1.333789,-16.89355,-11.02474,-2.904759,0.1405443,-4.130218,-2.518665,-5.651807,-9.571288,-7.805016,-11.9211,-4.219719,-7.382001,-4.432728,-7.13643,-6.447156,-13.48423,-3.868363,-16.7554,-7.393016,-11.10098,2.759863,2.401239,5.28896,5.567342,3.163813,3.357369,-12.54769,7.318477,-14.61833,-13.60028,-6.260644,-22.09667,-7.20959,4.63625,-4.015506,-12.4431,-2.763269,24.00095,-2.87904,10.68245,-11.1846,-8.565204,-19.30781,-14.77036,-5.777961,-15.60294,-15.43792,1.128705,15.118,-5.876311,-6.745545,-12.24778,-14.90598,24.89093,17.98293,-20.30412,-12.65443,19.84349,-2.729403,-18.23256,-8.386047,11.9386,-4.108848,-9.207644,-25.66545,-19.09947,-25.07546,-22.39389,-27.30036,-12.66012,-15.47272,-18.7816,-13.97239,-16.87632,-21.30087,-38.25767,-17.70306,-25.88997,-27.85545,-0.01951932,3.282505,-3.928526,-7.408261,10.69288
