Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A18,A19,A20,A22,A23,A25,A26,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C16,C18,C19,C20,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D19,D20,D22,D23,D24,D25,D27,D28,D29,D30,D31,D32,E1,E4,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E25,E26,E27,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,G1,G2,G3,G4,G7,G8,G9,G10,G12,G14,G15,G16,G17,G19,G20,G22,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG1,EXG2,EXG3,EXG5,EXG6
2327761.71875,grief,-16.1677,-16.62082,-10.30149,-12.25816,-7.374811,2.32506,8.427166,-16.66175,-20.89302,-1.2652,0.8393403,23.72372,17.05856,-16.34216,-16.3644,-18.76311,-11.82201,10.09905,10.73138,-18.12717,-11.95867,16.46378,9.569118,21.17223,-20.69935,-9.477946,-7.34893,18.40631,16.22106,10.58206,2.376852,19.15032,13.66319,39.63143,14.06668,26.75449,-1.785536,14.9719,17.9376,8.424875,-2.536247,2.105161,-1.927046,11.47746,12.9177,11.64252,7.149667,10.0932,11.04071,-10.76001,5.587811,19.72726,4.695198,4.462627,13.92649,1.674916,3.584559,13.6692,5.521739,13.92556,-12.50158,13.35317,2.032336,8.275972,9.957801,17.06659,-7.345962,-13.88755,-0.6846799,-3.910572,44.52102,-4.157204,2.251907,-7.08486,11.28896,-7.016273,0.5416331,-0.926252,7.364049,-1.586025,-16.90606,12.14422,-5.554421,-0.1256422,-13.5552,-16.38168,29.22509,-8.519417,-6.319495,8.348719,-17.48643,8.987415,7.080364,-7.297307,11.42878,15.52861,1.129448,-14.56229,-21.76229,14.09176,-6.343711,-6.88836,3.842616,8.578903,-8.751698,-15.27315,-14.46347,0.9532397,-18.47658,-12.17074,-10.84241,-15.58265,-9.571328,-2.076511,4.369427,2.385116,-8.548174,-18.43739,-20.90264,-23.48255,-28.20992,-25.01959,-7.957452,-28.30707,-22.49515,-18.36347,-24.86714,-23.7508,-10.65386,-4.691499,-7.356594,-15.01639,-16.52942,-14.38539,-35.42004,-18.75317,-5.183366,0.2794707,5.88716,8.524456,9.296457,11.24084,5.782331,11.40245,9.376704,-1.192959,11.33003,12.71078,10.48604,12.89171,18.26903,16.89473,6.932207,16.33055,5.052652,12.37377,10.057,11.85768,8.359342,11.97351,20.17987,12.02799,12.60841,-0.774191,16.01196,7.737917,8.584874,12.91699,7.556642,-20.34871,-8.061534,-17.92462,-32.97418,-14.44058,5.778283,-14.34696,3.89089,-20.42344,-28.13726,-23.45234,-18.4194,-12.37804,-23.06747,-17.35332,4.735515,18.47048,-6.0714,-1.096034,-2.053149,-16.10393,24.04676,24.99487,-22.99322,1.881147,29.16033,10.99865,1.354115,6.242956,23.47324,5.830933,7.110386,-17.67054,-15.52676,-22.45558,-25.44327,-9.151913,-5.319853,-17.43843,-16.52751,-13.64939,-19.51504,-14.99241,-36.74532,-20.56454,-20.55096,-21.32528,-7.060493,-8.742722,-15.6705,-15.09595,9.298735
2428433.59375,exit,-4.481458,-8.17154,-5.346258,-16.78866,-14.03216,-8.699837,-6.338661,-4.965056,-13.91976,-12.53944,-1.703083,14.47401,3.990776,0.1216268,-4.436962,-12.05764,-3.782049,6.775229,6.594162,-7.125082,-9.554376,12.63905,3.575097,13.40093,-10.14361,-12.56885,-14.21092,10.92245,1.067733,-3.550192,-9.511986,6.707937,1.511551,23.22393,-3.785639,12.11834,-15.7221,1.233327,-1.307701,-6.739522,-13.93258,-11.74277,-15.56403,-3.588815,-1.205369,-3.781421,-9.688313,-0.6756955,2.106164,-21.21686,-4.767152,7.619554,-7.62161,-6.03755,2.493897,-5.686597,-6.340829,3.162656,-7.038091,25.13074,2.862134,9.470022,6.10288,-6.541403,13.51045,18.93704,-7.77662,2.708687,16.20704,0.1194904,46.32213,-5.950643,1.395472,-0.8754388,17.66712,0.4054775,-10.96439,8.926026,12.34887,0.8030001,-12.23076,23.51723,5.129337,17.82479,-3.908816,1.561725,33.92091,-11.00086,-18.23274,-7.346366,-19.12691,-4.743934,-12.30518,-16.53236,6.204297,4.249643,7.017026,-31.16096,-28.9713,2.963771,-15.98624,-11.06688,1.79399,-8.04558,-12.72269,-20.95269,-17.64509,-4.411753,-14.12157,-12.79684,-9.491438,-13.79571,-8.059989,2.845987,0.03125587,-1.245455,-13.37756,0.9413882,-5.572622,-13.99337,-8.351015,-14.81327,2.91241,-9.587081,-2.682292,-1.517552,-5.013892,-17.22009,-3.315038,2.323032,-0.1981665,-6.016981,-6.97423,-6.319199,-12.44078,-7.83634,-2.980997,3.513503,2.199744,-2.313185,1.071644,1.794979,-0.9236131,1.876119,-0.3738719,1.454748,5.455574,5.556448,-6.086815,-2.067125,18.49069,14.4124,-2.558074,8.559765,-1.863513,7.940136,-2.107698,6.548548,1.480965,2.181486,6.883072,1.743801,3.428602,-4.82496,9.399774,5.753845,4.834892,8.025473,-3.14724,-8.543567,5.092177,-2.901712,-8.758463,2.625814,18.87822,-3.716959,7.905245,-11.4975,-20.18729,-12.70642,-24.64753,4.091505,-12.28241,-9.552152,11.81363,10.83174,4.998287,9.461274,9.390164,-6.215443,33.25552,15.75996,-10.668,-5.909317,18.37322,1.593771,-6.102098,-7.127176,13.77642,-3.884849,-1.897051,-17.48082,-7.125334,-21.93772,-19.61793,-19.69858,-15.07349,-6.669466,-2.213075,-2.442451,-8.284857,-21.58788,-25.08149,-14.82113,-20.8114,-22.17066,-0.03896336,10.83444,-0.6400461,1.429178,21.03791
2486007.8125,enter,-10.82507,-17.18822,-13.14731,-25.04515,-8.680759,-3.965146,2.301935,-9.594893,-18.70856,-3.384964,-5.778877,14.33712,11.54042,-11.14508,-10.97548,-16.30822,-9.038141,3.568081,1.683646,-12.50237,-11.14557,7.547128,0.2658612,13.2817,-17.76919,-11.54286,-14.47536,8.513015,8.4623,-0.04846603,-6.238299,7.019993,5.975036,30.77087,1.401667,14.21141,-9.830694,10.31862,8.944297,-1.137245,-6.72245,0.001166228,-5.459053,6.461589,6.902191,3.514985,1.391435,4.152713,7.984693,-14.75276,5.498036,13.52428,1.161264,-2.866607,11.21222,-3.617041,1.974576,8.933507,-2.264196,11.80473,-17.89958,6.902422,2.828164,-6.062878,11.48367,27.22816,-9.405236,-12.6389,-1.313546,-7.811256,40.06726,-4.243804,14.70122,-6.276859,17.13485,11.61029,-9.2561,2.421522,10.43861,6.012591,-9.867599,10.06224,-3.9453,8.80303,-9.92179,-15.78421,22.67446,-19.62157,-14.84491,-6.532955,-30.95291,0.5145915,0.1670364,-17.17582,2.446712,5.997474,-3.231951,-33.09522,-34.08597,7.788231,-8.493001,-21.22378,4.163241,-8.848009,-11.68889,-19.03427,-21.72353,-8.68605,-19.07614,-16.67879,-16.18237,-17.77746,-11.812,-1.693326,3.87379,8.385349,-3.361424,-7.755951,-15.26874,-19.70086,-20.24602,-20.50962,-12.23962,-29.14306,-20.28764,-8.186827,-18.60406,-21.55962,-8.30869,-6.482376,-5.272557,-12.87382,-14.44216,-14.11493,-24.48583,-15.57627,-7.69226,6.469153,4.940524,1.776012,4.959893,4.75117,3.151251,-3.684244,2.42058,1.219837,4.32993,4.500332,2.079669,2.956791,8.25058,7.500205,-0.7844023,8.47823,-3.184754,7.655933,-2.884502,4.572681,5.683224,7.873795,11.37263,0.9314391,4.264906,5.772148,7.894786,1.819569,3.802283,10.18817,-0.4132528,-17.13122,-5.40353,-14.93735,-19.11572,-12.15391,9.334794,-9.152838,-0.1751417,-23.47448,-22.27693,-27.84989,-14.56478,-9.560742,-20.23022,-19.5694,1.991573,9.805265,-3.731623,-13.31355,-7.490272,-16.06096,19.97339,14.63304,-24.24767,-5.592299,17.75734,-0.4433508,-5.258627,-4.824667,11.12477,-7.106796,-7.33566,-24.83704,-22.05868,-31.92254,-27.40079,-20.69831,-16.63375,-18.76424,-20.89901,-17.11299,-24.02481,-29.35333,-39.49823,-24.02755,-32.93069,-33.00639,-7.257051,-9.999351,-6.7783,-17.72135,8.229691
2557488.28125,content,-15.44666,-23.01768,-15.02475,-18.84982,-9.825604,-0.7212209,3.447798,-13.25265,-21.24044,1.206694,-4.795252,17.2717,8.208414,-11.17467,-14.19402,-19.00621,-10.45217,-2.027652,1.340562,-14.48799,-12.30965,-0.813539,-12.98596,5.773524,-17.30397,-6.155838,-5.671399,15.29,11.54583,2.545222,-3.189168,12.43357,7.882562,30.22643,5.381034,17.93173,-7.774287,11.09519,12.1937,1.168544,-5.561175,-2.224621,-7.372957,4.884115,5.162613,-0.160225,-3.138833,5.572418,6.4722,-16.07813,-0.4553194,8.567341,-3.459573,-8.317333,7.279813,-6.523895,-0.9022418,0.8585444,-5.235812,13.66586,-11.27083,0.546402,0.2328384,-12.75527,0.9007883,3.648515,-27.05212,-15.50051,-3.601333,-6.107205,36.41371,-13.47771,-7.055822,-9.330585,8.807956,-8.727283,-14.21403,-0.8930124,5.86192,-1.981851,-14.97253,11.32609,-5.949257,2.633228,-21.58631,-18.24079,21.51622,-6.645858,-11.46803,-0.4486598,-20.62805,3.731584,0.4760175,-13.95785,4.693099,5.493222,3.760414,-28.38773,-28.45328,5.159379,-8.112979,-8.587758,3.701214,-9.743587,-0.5111427,-21.14678,-16.18592,-4.222295,-11.8641,-11.30996,-6.298564,-11.46495,-4.541404,3.009738,-12.53164,-6.374583,-4.833924,-16.13575,-16.78097,-22.26578,-27.88309,-23.05407,-9.64926,-31.57172,-14.45122,-10.14684,-16.09345,-17.83772,-4.418175,-3.507334,-1.604218,-17.27427,-13.94258,-11.10684,-26.8322,-20.42572,-8.89932,-14.55089,-10.47369,5.074726,3.3634,3.921614,2.051924,3.580067,-5.812381,-11.64538,-7.193702,-0.586511,-2.266752,2.846029,5.143637,-2.439857,-11.7915,-2.459455,-11.88337,-0.6539266,-0.004319573,4.349631,3.005217,9.614171,8.358764,3.005166,6.059529,-10.2068,10.76949,-5.205443,-12.54027,-1.49047,-20.23032,-14.9197,-3.693651,-14.29342,-13.97924,-10.70084,11.38407,-10.48371,-6.310852,-21.01479,-13.84922,-18.36539,-5.064352,-8.324296,-13.23501,-14.02675,0.01659263,11.05364,-8.022867,-3.992865,-8.175788,-10.73891,23.66894,20.41556,-14.50477,-3.536461,21.86312,3.642775,-1.437652,0.5250545,16.94515,-7.050109,0.7933807,-24.23968,-21.31937,-28.79916,-26.01995,-20.36304,-16.36176,-21.29097,-16.96596,-21.57772,-28.07724,-23.90797,-44.92989,-23.82397,-31.86077,-32.64666,-6.320614,0.04049139,-7.424112,-20.0494,-3.143773
2617957.03125,exit,-11.36595,-18.44959,-9.941724,-18.80877,-18.67077,-6.63308,-2.651728,-8.054991,-19.0913,-0.8348886,-5.379716,11.71248,-0.6565289,-8.522685,-9.640931,-18.69835,-8.368487,6.272864,-4.477681,-14.58693,-7.727147,-8.817034,-13.3904,7.446209,-13.72693,-3.665078,-12.76251,7.241886,6.598612,-0.6777663,-7.545819,8.289268,4.422953,26.05407,0.02312468,12.34106,-14.30861,5.810091,2.924282,-0.9961328,-14.23496,-8.914708,-8.275126,3.785804,5.729645,1.185612,-4.390398,0.2101203,0.8247612,-17.81169,1.250973,12.98883,-3.343366,-2.546096,4.764695,-7.335116,-1.450265,6.969767,0.4005663,24.40477,1.133819,8.788891,8.696731,2.833422,-1.09759,9.277945,-11.24581,-1.945444,0.7561762,-5.242029,40.66349,-1.873911,13.02048,-8.516431,17.31561,4.818485,-5.492507,11.21624,9.743156,11.27465,-8.046749,22.14577,6.109668,18.46793,-7.826261,-14.94071,31.38544,-6.349787,-14.68662,-7.252677,-32.22642,1.726201,-2.561448,-13.18205,9.25111,15.68579,7.834546,-26.85707,-34.69624,10.20896,-1.712007,-10.14719,7.734042,1.155616,-0.01725546,-18.45697,-16.20373,-1.460784,-17.07979,-9.093616,-5.254089,-10.25193,-3.3745,5.056201,7.154872,10.0114,0.5743865,-11.15447,-6.05214,-22.97626,-17.90558,-24.06365,-5.702113,-27.19146,-14.25322,-17.91386,-15.49916,-17.27926,-2.031425,-2.256705,1.057256,-11.73178,-11.78822,-9.050897,-22.07177,-17.33493,-10.18446,1.245551,7.931683,-9.77789,-1.978025,-0.6262401,-0.2034246,-0.7112847,-1.152586,-0.9493578,6.71503,10.1131,3.687986,3.974227,20.00387,12.76795,-0.1006991,7.421916,-3.546679,4.525522,0.8817481,9.612519,0.3968889,2.820004,-0.1083442,-2.52387,4.643777,-7.09694,7.23387,-1.183161,1.685384,6.321973,-6.330188,-20.06708,-5.041103,-12.95605,-19.61629,-12.67006,11.02602,-11.12212,4.482524,-27.90141,-23.90698,-9.334855,-16.63143,-13.8918,-11.60113,-5.990048,7.369668,6.542015,-7.644749,-7.2494,-14.78417,-3.02157,32.43995,18.63343,-7.46452,-12.55727,16.67991,-0.3437228,-3.937922,-6.257251,11.79739,-1.877526,-5.183247,-24.08003,-20.37082,-27.41547,-26.62582,-20.94262,-11.38444,-20.71955,-17.5737,-16.50466,-19.40111,-21.66838,-34.82581,-20.69874,-27.21852,-28.51697,-5.231239,-3.854119,-11.1811,-13.57505,0.4394718
2675585.9375,enter,-16.26096,-24.98987,-20.8385,-18.95457,-0.8104795,-1.697165,-3.685553,-8.158733,-23.59476,-7.712918,-7.976655,16.34262,1.040835,-3.926989,-9.506355,-22.19095,-10.53926,-4.693664,-6.920932,-4.772731,-11.50919,2.76336,-17.01575,-0.7980722,-12.55266,-6.067022,-11.96801,13.65207,12.84253,7.486318,1.193252,15.10927,8.326167,30.2027,5.888331,16.5479,-3.159845,9.029378,11.35778,-0.2386766,-12.70559,-3.372682,-6.990921,7.303007,6.090773,1.575869,-3.684138,-2.860412,1.297691,-13.77535,3.788419,15.54624,-1.010042,-4.909367,7.170099,-2.092748,0.08116715,4.920553,-2.313686,23.84494,-2.897601,10.82452,9.754198,-4.253933,5.468747,18.69822,-22.05174,-5.937126,11.10916,2.664039,42.78624,-7.523296,4.558405,-0.5089862,18.98565,0.3707823,1.552471,11.02864,14.70075,3.439487,-8.297002,20.3387,6.177382,14.5158,-0.5790951,-4.011418,32.35981,-7.308615,-8.452871,5.874692,-11.62706,7.627959,5.326803,-14.72652,10.23942,18.16607,12.54817,-31.77043,-19.73763,5.733157,-1.522082,-4.142167,1.234583,-2.387753,4.267968,-7.209038,-4.046066,9.04865,-2.348048,1.240178,2.824493,-4.058761,2.628333,12.00269,-7.172014,-0.5074568,-5.486592,15.27718,-10.6904,1.171217,-15.0993,0.2299617,2.034583,-14.87399,-4.044325,-3.659479,-12.18935,-12.7439,3.020351,7.540866,9.438745,-4.637379,-4.602496,-2.585618,-18.32336,-8.553628,3.874556,-7.530419,-4.520551,-5.802669,0.5823765,-0.2173474,2.846204,5.628972,-2.553805,-4.424036,1.709599,1.421928,-1.264642,2.156573,0.826192,5.783054,-6.279756,6.527305,-5.128968,4.482273,0.6140648,6.332227,0.2579654,4.785748,14.96911,-1.322894,8.678596,-10.1857,6.432765,-9.284323,-8.118246,1.867209,-8.381216,-8.072044,3.221159,-4.709702,-10.26468,-2.775942,16.65546,1.109418,11.99891,-13.08701,-13.6094,-11.90293,-3.239033,-4.165574,-7.322613,-11.29565,8.154059,7.493312,-0.3204282,-2.056525,0.9159874,-8.282319,31.89844,19.27233,-7.180754,3.968744,23.24746,9.701465,3.15493,4.917299,20.04093,-1.379334,7.39332,-12.45047,-16.63114,-16.56568,-14.63442,-16.60654,-3.0095,-16.58067,-37.46081,-14.8913,-27.41039,-3.998025,-36.92486,-10.05626,-14.79863,-15.12938,6.112479,5.878822,3.130309,-3.983632,18.04663
2726839.84375,frustration,-14.4414,-15.7329,-12.10485,-17.56923,-5.176236,-0.6705438,1.527835,-10.22491,-17.27824,-2.000144,-3.722733,12.64096,4.703127,-10.15014,-10.75366,-16.26703,-8.821625,-6.09717,-5.215577,-10.7053,-15.12691,-9.845882,-15.02161,8.896572,-11.12848,-8.372433,-8.374504,18.27006,16.16889,11.49112,7.129412,24.96317,10.7284,31.43794,12.06768,23.69337,2.510495,12.27527,14.83635,11.05004,-4.966124,-2.145834,-4.485302,12.25249,15.57011,12.34936,11.60492,2.660557,10.17332,-9.978075,7.333691,20.70428,9.01479,6.394372,10.14104,-0.2988503,5.513183,14.9538,8.051908,13.90169,-19.33081,6.867597,7.301693,4.64126,11.6481,20.10254,-3.065892,-4.429581,-4.084847,-5.320711,33.69183,-2.55593,18.13848,-9.66286,17.9482,7.585086,-19.38726,-2.379392,9.916032,8.450016,2.078571,12.89288,-6.997532,13.28824,-5.443123,-16.77817,15.32014,0.2109599,0.8073936,11.80134,-6.334021,18.23076,6.234122,-1.932657,17.53477,26.57597,13.94916,-13.0645,-21.55872,20.634,3.763975,-0.9161024,13.86514,7.301657,8.634231,-5.798756,0.8139021,23.01702,-8.66119,-2.160997,-3.007269,-6.56019,0.5849879,9.116867,6.650338,14.15302,7.231162,0.2457575,-6.32759,-8.035512,-21.4241,-9.415743,3.233895,-18.62221,-10.07634,8.954777,-18.23468,-13.84878,-8.22931,0.536143,2.915446,-10.3074,-10.72711,-13.23512,-21.59333,-13.76558,-6.804924,12.42234,9.05274,-5.788865,4.189857,4.204751,0.617012,0.220975,5.577591,7.226981,13.66822,17.3023,11.9829,13.44866,26.99988,22.14639,9.865384,13.96045,2.795891,3.732479,5.819633,6.899926,7.651129,6.926248,9.689369,3.710087,9.31395,-6.578694,11.17794,-7.268099,10.37826,19.49847,2.143758,-15.95326,-2.328061,-10.68813,-19.02952,-3.053617,9.315602,-8.570085,9.127254,-18.16093,-7.837094,-44.14526,-3.717283,-20.67883,-25.8672,-17.43866,-0.5255913,11.90331,-13.4324,-13.72181,-20.59754,-13.84365,23.90114,15.61101,-18.49058,8.948114,32.89109,15.38653,7.265212,4.138915,24.29184,2.737717,13.9303,-7.349346,-5.522562,-12.3557,-12.83615,-10.86754,-9.237905,-10.33836,-15.2825,-8.0022,-15.27602,-9.722321,-25.53028,-8.992518,-5.454832,-4.848678,-8.242182,-5.840231,-10.61428,-8.083145,14.03542
2807238.28125,exit,-14.25991,-21.03867,-18.5954,-22.87542,-15.22182,-11.92849,-5.834486,-10.58693,-22.25328,-8.773428,-10.61826,13.59658,1.030429,-8.859609,-9.686045,-21.20727,-10.93668,-0.9063034,-5.168753,-9.834721,-11.90624,4.132826,1.717412,1.520054,-15.45008,0.9357597,-7.412234,4.127808,3.677122,-1.78686,-3.694006,12.6173,0.0891147,19.00348,-2.950214,8.141749,-11.17351,-0.9760358,1.842132,-8.372105,-16.72276,-14.04192,-19.96988,-8.723063,-9.662665,-9.959547,-11.07429,-7.245263,-5.879262,-29.68843,-12.86891,-1.423482,-15.42303,-13.66553,-3.682744,-14.28426,-17.62383,-6.998,-13.59341,10.92012,-13.79062,1.589398,-4.333589,-5.10563,-1.623811,10.50362,-22.36884,-6.609171,4.049162,-8.239276,29.86749,-13.20835,0.8029752,-12.57279,5.159616,-7.310956,-17.70514,0.6718188,3.552586,-1.447997,-12.93892,8.613435,-3.425486,7.927256,-12.86033,-9.806958,16.55406,-19.53337,-8.776736,3.08429,-13.17768,8.227822,2.120302,-12.20739,2.015294,14.3301,6.160576,-19.64417,-25.68209,8.73462,2.414357,-6.538417,0.7828646,-2.158924,7.72814,-10.75322,-7.622103,5.480965,-11.19428,-5.365437,-0.8131742,-7.409615,-0.3030845,6.386995,-4.571884,-0.5644686,-3.095342,-0.1138394,-16.55549,-10.89626,-18.87112,-11.80232,-6.49966,-26.43344,-11.11414,-7.389592,-19.53738,-13.57255,1.521366,1.507442,2.024636,-7.575615,-10.97859,-9.968718,-28.0349,-16.18498,-5.518324,-5.966839,-4.715903,-12.64767,-9.426543,-10.87479,-15.78509,-11.48531,-14.26462,-19.55498,-10.63626,-4.454916,-12.63375,-0.1320763,0.6132076,-5.64302,-14.99658,-0.02013563,-13.20509,-7.639904,-10.9147,-4.336982,-8.478467,-0.984126,-2.067581,-5.467865,1.785366,-19.80936,-3.999099,-5.407309,-8.589208,-2.756681,-14.8753,-14.17985,0.5863044,-8.352579,-16.20553,-7.909615,14.28502,-5.405738,3.967991,-20.77162,-18.13352,-20.2589,-9.391072,-12.48841,-23.94605,-18.86835,-2.083371,4.554712,-21.95516,-13.25496,-9.542861,-14.94209,18.5596,12.96533,-19.75053,-1.115176,19.36816,2.921196,-0.6044707,-3.83137,14.62522,-1.362299,4.549852,-20.06334,-12.80774,-16.92139,-19.06328,-19.84767,-17.88808,-17.51793,-18.91945,-16.77191,-24.79185,-18.14623,-37.43872,-14.03839,-18.92122,-19.39706,2.851347,-0.9089835,-4.219807,-10.4156,5.551696
2864820.3125,enter,-18.16305,-20.07257,-24.08262,-30.12761,-24.45971,-21.07112,-12.76609,-9.740116,-23.65576,-10.77328,-16.17221,0.762664,-7.969401,-10.39332,-14.80768,-25.7188,-30.13758,-9.153995,-9.600931,-13.56694,-10.13285,-3.741049,-3.690511,-0.4254032,-18.36426,-10.56844,-13.42099,-1.955933,-2.709243,-8.106446,-10.50833,4.432257,-7.560887,14.43764,-6.514625,4.926156,-14.61982,-5.945024,-5.408629,-9.97238,-19.53813,-13.82329,-14.81095,-1.426923,-3.573979,-5.838429,-9.277752,-8.190927,-3.804883,-23.17198,-7.180887,7.103311,-7.396492,-12.7684,-1.323502,-11.10512,-8.554552,0.6607014,-5.893109,16.1813,-8.31034,5.30368,0.8873543,1.011709,6.833251,18.27334,-8.345412,-6.926079,2.507061,-8.573851,44.56962,-10.17316,8.645638,-11.44723,7.896825,-0.6957324,-9.619829,1.899401,5.342847,-1.467443,-16.81307,14.17295,-3.38192,4.413897,-16.81783,-11.91579,21.7209,-18.49421,-14.42901,-3.034811,-35.0792,-0.002391465,-0.4584146,-10.4091,1.498301,6.222041,3.782396,-24.93415,-26.57241,2.684793,-5.623943,-6.645725,3.816518,-5.439391,-3.775086,-17.55151,-10.82797,0.6824229,-15.69804,-8.846507,-5.125871,-9.180529,-2.242304,6.608784,1.992405,5.574967,-2.156101,-7.48987,-10.91158,-29.50843,-22.47254,-31.21548,-9.249913,-17.67219,-9.70393,-4.895124,-12.99142,-12.86996,-1.081736,-0.0505083,2.457187,-6.552535,-8.425267,-7.610992,-18.36711,-12.32726,-5.517436,6.231553,1.019552,-15.72261,-6.916971,-5.027291,-6.694452,-8.218651,-0.4930649,-8.181779,-2.800915,0.8812593,-7.368979,0.1310996,-1.265935,10.95162,-1.561648,6.110219,-3.469842,3.69604,-2.141806,2.40715,-3.491306,-5.300605,-4.08922,-6.523121,-3.974385,-11.36904,5.979827,-0.5842213,3.880949,5.194252,-2.447584,-14.20272,-1.511432,-12.94974,-16.28018,-6.69245,10.85345,-7.859848,-2.465901,-17.90817,-14.08309,-16.42103,-5.731523,-6.035431,-17.53751,-13.51386,-3.478763,-0.8828806,-11.32335,-3.211346,-0.2015021,-8.987372,23.64491,11.44602,-16.3269,-9.024624,12.47735,-6.843374,-14.39316,-12.46395,6.534292,-12.47122,-3.818419,-21.52529,-19.03164,-25.32044,-25.78294,-30.60896,-24.28722,-21.79476,-28.00915,-20.06448,-25.77473,-20.96505,-36.16153,-20.00457,-23.10536,-23.13371,-6.369978,-0.7704859,-12.47408,-8.348717,7.679473
3031601.5625,happy,-31.56855,-34.61246,-30.35106,-36.06625,-21.94553,-14.17183,-8.953632,-30.6037,-36.4431,-16.77867,-18.56869,-0.1988073,-8.347331,-26.90419,-30.63799,-33.37117,-26.73676,-8.916651,-16.36999,-27.73142,-28.35048,-15.63636,-18.55902,-6.637259,-30.39457,-18.3881,-21.76675,-0.216463,1.60759,-7.127451,-10.11178,2.116526,-3.97049,19.73346,-4.980886,6.811443,-13.05365,0.4989882,2.201901,-5.962751,-17.45439,-9.688025,-9.458946,3.151925,1.492665,-1.643347,-7.497368,-4.361677,-0.6602636,-17.84794,-2.731983,6.94751,-5.702121,-7.718327,0.3869339,-8.178998,-6.029067,0.02591091,-2.862823,-1.837375,-26.84641,-6.008023,-3.863394,-3.292892,-3.251896,3.383701,-32.85926,-19.70561,-12.18589,-16.267,23.06528,-21.72931,-11.40279,-21.63213,-2.495326,-17.41112,-24.35146,-15.11694,-5.808302,-12.68607,-29.18998,-2.971264,-19.92044,-4.019007,-28.45529,-26.122,6.02967,-19.55468,-23.63831,-7.850291,-37.56491,-5.351458,-8.438984,-20.63412,-9.273856,0.7497281,9.390304,-37.32578,-36.50764,-3.750104,-17.14236,-17.08613,5.823958,-26.48941,-10.20453,-25.9728,-22.51773,-12.15642,-20.52397,-17.99803,-13.4849,-22.41807,-14.73801,-7.447457,-15.3571,-14.61296,-20.31883,-12.88326,-23.56712,-29.38871,-31.69613,-31.03813,-23.06805,-34.89967,-23.58175,-17.08776,-27.19487,-29.51833,-12.16668,-11.84441,-13.63851,-18.09678,-21.52874,-25.46552,-30.2568,-24.59591,-21.38132,-16.33805,-7.940654,-14.4328,-7.708754,-6.2926,-7.379923,-0.8445285,-3.831188,-7.340293,-5.78933,2.071736,-6.437103,-4.413357,-3.582259,2.845075,-10.97503,-0.6454424,-7.27048,-6.954854,-5.793007,-3.145455,-4.423662,-3.310167,-0.4618122,-9.256053,-5.086857,-8.29266,-3.177872,-3.241702,-13.41782,-2.008953,-14.11752,-24.80239,-14.4402,-22.34916,-36.30048,-20.099,-4.51286,-18.1354,-11.43656,-34.6456,-41.56905,-31.01611,-25.08208,-18.81988,-34.73363,-27.41596,-11.44488,-6.093846,-24.14922,-23.91266,-24.91631,-24.53076,8.199053,5.057243,-31.47933,-10.93233,8.317021,-6.966028,-11.07964,-14.6713,2.253558,-13.30452,-8.421462,-29.34408,-25.70704,-36.24696,-35.39876,-28.03713,-26.94306,-33.43904,-33.55505,-30.86418,-39.84475,-35.9844,-51.45345,-32.09171,-39.89714,-39.80992,-15.90157,-17.37056,-28.81898,-33.67418,-14.09549
