Time,Event,A1,A2,A3,A4,A5,A8,A9,A10,A11,A15,A16,A17,A18,A23,A25,A28,A29,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B15,B16,B18,B19,B21,B22,B23,B24,B25,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C6,C8,C9,C10,C11,C12,C13,C14,C15,C17,C18,C20,C21,C22,C23,C24,C25,C27,C28,C29,C30,C31,C32,D2,D3,D6,D7,D8,D9,D10,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,D24,D26,D27,D28,D29,D30,D31,D32,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,F2,F3,F4,F5,F6,F7,F8,F9,F10,F12,F13,F15,F16,F17,F19,F20,F21,F22,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G6,G7,G8,G10,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H8,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,EXG2,EXG3,EXG6
1023679.6875,happy,-6.807648,-7.540355,-2.138598,12.79165,26.87473,-8.036937,4.316895,-16.5823,-10.0806,-10.8099,15.54868,-1.727523,0.931255,25.33038,17.16912,52.69775,21.45418,21.04077,41.18045,25.85464,-6.918107,-9.338976,15.11772,25.50292,25.79726,23.45961,10.46331,-21.27088,36.59172,17.18252,-3.703828,9.714223,33.24605,46.42273,45.15472,18.59184,32.79631,11.84676,-9.691268,0.7249342,24.8472,18.54644,18.18765,-5.22203,-8.822969,45.58345,24.37427,17.82247,41.6986,27.79964,13.56923,33.96215,-17.80201,28.62828,1.917017,35.18652,24.12098,43.19819,21.25993,25.56574,15.56515,8.981012,13.98815,23.49145,41.0101,64.40047,22.37588,-1.146022,-1.150601,-0.6104833,30.7257,51.92522,1.993558,10.20269,-22.39089,-13.9462,20.62178,6.601894,10.28788,-12.47429,-19.47185,7.798013,22.07373,-14.72954,-15.31341,20.54218,4.817409,1.112745,65.24792,39.77424,6.943539,1.081093,32.30217,30.43085,1.76946,21.71065,41.4052,17.20786,26.33112,1.203313,5.650776,-6.692445,10.66995,-14.97733,2.63761,3.217948,2.486888,5.818903,21.78978,-16.85125,0.9310815,26.17658,-0.5595056,-2.262896,14.78367,17.75228,-1.027603,21.2541,18.71805,35.90261,9.379354,-9.423591,47.60443,-17.00979,-0.003956683,11.07774,38.83463,43.95059,-12.69163,17.58149,-5.643803,-3.645361,-3.579742,-3.436332,18.92788,-8.257609,-7.712065,11.93477,-8.335674,17.6298,18.36703,-4.854711,-13.75214,1.563307,-4.815374,44.57438,11.52988,-1.244544,43.56948,10.122,14.49413,-5.676705,14.63198,22.20456,37.78364,39.22051,19.73765,-9.183104,24.0494,-8.732716,24.99692,11.11237,-7.658093,-14.72467,7.382673,6.339952,10.5501,-2.797383,-5.176104,-5.148824,-10.12019,-3.964987,-11.66491,6.416422,8.711258,21.94524,-0.8060794,19.07063,11.09722,28.08205,20.06484,48.09129,24.08832,46.0269,-1.538184,36.20323,-3.72155,11.86911,20.2213,21.71785,4.625141,24.22983,11.6612,13.05761,12.88964,-14.39684,10.10488,3.783351,-32.32796,-36.71151,18.74849
1025089.84375,happy,-16.79777,-52.04868,-43.97494,-9.745434,3.352183,-8.875641,-7.237237,-27.67036,-34.32592,-11.73842,12.7933,-13.40894,-12.03334,21.1888,9.359764,46.12328,14.19119,16.24437,23.96966,9.09103,-26.50339,-26.62602,-1.693032,12.49364,11.70726,7.607171,-2.852335,-31.60145,27.47576,2.879655,-11.13423,11.51048,20.56961,29.47071,44.20253,19.28669,36.83925,7.453421,-13.98799,-5.16062,32.22648,25.58877,21.00285,-2.628917,-9.056057,40.93746,18.46338,23.00177,46.62204,26.39108,12.80439,33.73667,-24.69292,21.77919,5.745831,29.80722,16.88913,31.15782,12.63493,19.6884,9.80651,7.055382,7.006834,16.39837,31.46396,55.8909,15.41354,-6.729167,-7.450936,-8.068061,25.40166,44.14112,-5.006383,-5.849518,-28.96501,-29.5759,4.732394,-0.04677925,4.826102,-43.31441,-24.35087,-1.12176,13.2441,-37.38102,-39.31134,-36.35401,-0.95697,-1.824981,56.94945,31.43123,-3.110333,-5.035527,24.81167,19.36456,-0.9558092,11.90073,37.31948,19.06633,23.49372,-5.548035,-0.2123873,-8.691394,5.103322,-23.99153,-3.023288,-1.101157,-2.03043,-0.04287794,9.640415,-28.6566,1.206326,22.94966,0.2860786,1.107452,10.18784,19.79991,1.321366,23.51772,2.18637,36.64034,8.328341,-22.70764,46.91816,-21.26166,1.897369,18.03889,45.25103,51.38675,-5.367251,27.04787,1.741196,7.98173,3.335161,-8.030521,14.58777,-19.30275,-11.27998,2.374974,-2.066194,27.61184,26.75047,2.523943,-7.369143,7.641981,3.178824,54.32988,20.64193,-0.2929293,44.80661,12.96659,15.84828,-8.70231,11.20983,14.26778,34.35318,30.73065,11.99221,-15.5926,22.19535,-12.79924,23.73686,8.410731,-8.874628,-16.5019,12.47898,3.556183,6.361251,-6.157621,-10.88723,-9.666449,-13.40848,-6.111639,-17.50965,1.46116,4.019753,15.04523,2.674125,13.08993,-11.29894,7.823506,-3.833907,26.37265,1.103274,18.63867,-30.33267,-11.59988,-54.22484,-31.88883,-7.518405,-1.950926,-44.45939,-18.68387,-57.80357,-32.82517,-49.58554,-61.06534,-46.64859,-54.2613,-2.136357,-0.0002044439,-44.15358
1032882.8125,exit,3.701689,-0.6932904,-13.15132,14.46111,27.04804,16.96051,12.99926,-7.476314,-9.686291,0.7012468,29.3664,5.171733,5.601789,37.47256,23.92239,62.26809,30.0991,17.39849,38.55228,22.43748,-11.65796,-16.35947,5.556738,22.35952,20.51981,21.96495,8.810889,-29.9029,28.98112,12.89857,-9.405364,10.24674,29.90863,39.83342,43.18989,17.11001,35.83846,5.935908,-8.535181,0.2174144,30.59606,23.01432,24.79715,4.428337,-1.103152,61.73587,42.45779,31.2706,54.58481,38.07073,25.3031,44.12576,-0.01251364,33.96244,15.0153,50.72111,32.02195,50.76942,36.37117,42.17721,28.42355,25.85571,32.1524,40.14315,53.6779,77.60544,40.04959,17.917,15.3331,16.1097,45.20773,69.34766,-6.73392,3.055465,-43.57954,-28.85516,14.98197,-4.432889,-2.823979,-17.51291,-10.8623,4.818071,19.70494,-19.01825,-23.58011,4.474026,11.19454,0.6416205,57.83508,38.79434,3.973176,8.296538,36.09866,29.37277,4.421032,23.92559,45.9118,29.21112,43.32041,10.7386,16.98582,6.324769,20.362,-9.646015,8.112843,7.657021,8.829942,9.861624,20.30738,-15.63048,8.931758,33.37655,11.59727,10.72631,16.2242,28.34894,12.30153,33.84774,9.03676,42.80093,16.11488,-25.48908,51.17421,-13.27354,6.314455,16.06453,44.53226,49.47977,-2.571306,28.56163,2.450126,3.997223,7.537746,-8.790628,25.07244,-12.57635,5.644319,13.92385,-1.29518,29.28833,28.78581,3.025466,-5.565794,7.838624,2.663029,55.95347,24.5006,10.87765,54.88349,17.32468,25.18889,4.37834,27.8865,31.6735,50.92492,47.40602,28.45683,3.913268,45.64364,11.40089,48.95482,35.54668,18.8181,10.33172,18.15861,30.85835,34.39816,18.50702,4.427729,4.419367,-0.8243991,5.129287,-3.022836,25.66096,32.15284,39.99198,6.820098,38.85954,4.199408,27.3148,17.23017,46.77195,25.74062,46.57574,-7.93051,25.24134,-15.74984,4.526464,20.43497,25.18128,4.122075,29.92062,14.57997,18.60299,5.520703,-8.204406,8.896781,-3.300559,-2.840443,-13.66122,18.33568
1090476.5625,enter,-12.3531,-31.15405,-33.89923,1.106175,13.63082,-12.21282,-4.096972,-23.39169,-27.12849,-18.42192,6.625248,-11.9934,-10.20668,14.14391,8.270204,36.66285,6.494508,7.708086,30.52748,18.55642,-15.78566,-17.03561,13.65306,20.21378,18.09544,14.6971,5.573247,-24.86431,31.24703,9.066501,-9.469564,10.76851,32.80006,37.62112,43.81609,17.98834,30.52145,10.76557,-6.160404,10.28628,20.60021,13.25133,17.01399,-4.308037,-0.9090896,36.63,6.703128,-0.763701,22.30192,5.199469,-3.729834,18.73962,-34.90995,15.55893,-18.31419,16.47769,-2.524112,13.39507,2.269796,6.137649,-3.118816,-2.095618,-3.612065,4.582025,19.61814,44.6621,3.748829,-18.54008,-19.0817,-17.5596,18.73338,34.43278,3.407638,6.153666,-19.67567,-16.85798,17.75993,14.21974,9.361095,-24.78683,-8.610016,6.786291,24.99976,-22.86647,-24.01041,-6.189251,0.8089744,7.620402,60.97739,39.36235,0.4940324,0.1784136,24.9821,23.49437,-2.93842,13.02941,36.39954,16.06034,13.52986,-8.89297,-7.950354,-15.5122,-2.013531,-26.0943,-10.03473,-7.954434,-10.82332,-6.179197,6.348146,-32.10988,-4.997005,21.27238,-1.710229,-2.009485,2.015374,14.01443,-3.352576,16.34461,-4.411298,27.38543,-0.05723602,-29.56803,36.85527,-25.70294,-1.39707,6.788334,33.90648,39.16692,-25.15408,11.62614,-6.141655,1.057536,12.01245,8.889987,21.80587,-7.522596,-7.754799,-10.34492,-12.65015,5.608808,6.11619,-15.9394,-16.79196,-14.18956,-15.49449,32.46266,-4.434406,-17.87903,36.2558,-3.503242,7.780501,-16.76053,5.74027,7.093448,25.78179,22.33827,2.95371,-21.9609,10.50341,-21.25699,13.44106,-3.112449,-20.06099,-24.71942,-12.5071,-7.555077,-3.706958,-18.2871,-25.29591,-26.02785,-34.5451,-29.2109,-32.10529,-10.43923,-6.41274,3.363806,-16.72028,1.610975,2.431448,17.77202,10.81268,36.71236,11.95418,33.85825,-15.24541,11.42818,-28.47194,-15.54056,7.200229,9.183908,-24.91112,1.336978,-28.80459,-11.87753,-24.15723,-39.31822,-24.92769,-29.28187,-19.02365,-19.42246,-21.37604
1163398.4375,fear,-49.86069,-18.64258,-17.42525,8.04204,20.33739,-82.65313,-35.81358,-53.01751,-15.87404,-4.538737,22.39466,4.679736,6.401232,32.29315,24.3564,52.81339,23.15152,27.9681,37.20954,23.45886,-10.40284,-12.51438,9.69711,27.49488,26.10629,20.08058,9.454181,-19.62412,34.72744,14.00243,-1.694374,14.26611,26.51762,36.54733,48.72249,21.22536,32.63501,7.479204,-15.88899,3.577335,24.86632,15.82651,15.05745,-7.024058,-12.65689,50.13965,23.07791,4.18726,29.26668,2.872777,-11.62797,12.62648,-26.14544,20.85083,-12.18388,30.52982,-6.70376,9.647421,19.26094,22.21455,-8.214885,-4.665435,12.4221,19.94828,27.88158,46.38615,19.82169,-3.20678,-2.308285,-7.308832,26.54219,49.63308,4.483197,11.74815,-27.08338,-19.82156,21.14057,7.865577,18.97176,-22.61012,-10.26605,10.36684,26.90531,-20.39005,-14.26395,4.148933,2.523946,4.109627,68.60906,44.8765,-29.75293,10.97138,37.30089,34.00628,-23.92825,32.156,51.8599,22.26664,12.73271,-6.364072,-2.407284,-7.501307,2.214438,-23.26045,-7.492366,-5.539068,-5.72192,-3.820718,10.92211,-21.6999,8.245708,30.81473,3.15297,2.123304,13.56391,22.75396,2.649589,24.81605,-19.64346,37.33108,9.715768,-31.67283,42.96903,-22.14893,-10.44236,8.30837,35.60538,39.9831,-18.42316,10.93007,-11.03198,-12.84781,-3.821338,-18.18781,12.51695,-15.96336,-23.11384,-17.66745,-21.79757,8.479589,7.440607,-11.02882,-14.20711,-2.832835,-11.57209,33.51563,-3.939802,-18.67952,27.87333,-9.455665,20.72913,-1.036175,20.12153,22.43893,42.16598,38.9189,19.44261,-11.47447,29.7372,-7.396684,32.25763,13.65507,-0.9892365,-7.470216,4.628417,10.59004,13.06386,4.940637,4.213514,4.517579,-8.281268,-1.879919,-2.081011,6.416706,11.88976,20.80706,0.1798081,19.27019,10.49637,27.53944,17.49093,43.23338,19.61527,39.8231,-9.748613,21.18495,-28.38483,-6.422613,12.56215,15.39217,-16.37135,11.70075,-19.18071,-1.833636,-53.63336,-26.34786,-22.2686,-116.1777,-19.10769,7.911017,-16.00889
1385402.34375,exit,-9.624192,-16.28155,-21.10626,16.88575,27.20766,2.984763,-1.815904,-19.08111,-18.38335,4.886203,5.952451,-5.976623,1.480961,15.86601,10.71983,35.79128,10.27418,14.57865,40.75333,31.20127,-1.790829,-11.90909,15.3163,33.4868,32.38564,24.97826,17.24865,-13.93251,38.9974,21.68166,4.66283,20.96504,33.36773,44.26016,52.07733,28.50723,41.46953,13.58255,-7.189132,11.84576,33.06345,24.23174,24.6462,4.154143,-4.169816,39.16891,13.89539,16.50587,42.6837,14.82868,1.676136,22.44914,-43.90129,-0.694333,1.346,27.6789,7.674131,18.0217,8.86048,14.2698,-4.773675,-3.351728,3.656556,11.48485,24.44186,42.72552,12.05524,-7.672711,-10.27099,-24.2835,4.278181,43.32277,6.150722,12.35312,-19.83123,-16.84184,18.22934,3.075278,7.638134,-24.50869,-13.01089,3.458124,12.87746,-34.18672,-33.46648,-19.7484,0.2417864,-2.707629,55.16157,30.31115,-12.35394,-18.20088,13.81545,11.35455,-12.31915,-0.8569151,24.3908,2.561016,13.04654,-13.9361,-17.00665,-24.21449,-14.98647,-49.00551,-30.19219,-28.40134,-29.75179,-26.68658,-11.62283,-45.05228,-17.21187,9.596195,-12.72165,-12.94039,-5.984543,2.556888,-13.63826,6.625818,-17.7815,17.3877,-8.970285,-50.47448,18.7961,-39.15582,-1.578239,18.853,44.73919,48.48768,-8.470192,23.36553,3.803558,-1.552552,7.073675,-4.984838,19.60392,-14.19387,-8.518464,10.56796,-6.096349,22.4263,22.06359,1.658116,-4.026819,3.471952,1.446546,46.02515,11.69987,-3.510959,40.12579,1.126171,9.727715,-16.26548,4.59837,9.673116,28.10788,25.94493,8.495977,-23.03208,20.03021,-22.01152,22.80648,5.225295,-8.842499,-10.78847,6.530495,1.336433,3.935675,-7.876276,-14.39031,-13.53434,-16.88773,-12.09172,-20.60995,-2.702292,3.61023,10.62263,-1.370798,8.834153,13.51005,33.09676,23.67332,46.6269,26.99825,45.49194,-7.95914,18.36486,-23.06273,1.793564,19.27649,23.39505,-9.997827,16.7976,-12.38297,1.71308,-15.90166,-22.52478,-12.42538,-22.37199,-27.91758,-27.6197,-12.48043
1442996.09375,enter,3.345477,-18.4593,-15.08332,10.38499,21.24359,9.399657,11.66963,-5.143018,-11.58452,20.24725,20.84262,3.316053,6.033892,31.42721,17.36267,53.22928,27.51529,16.90576,32.22129,19.11252,-14.46614,-24.57597,-2.11093,23.564,20.46731,13.79851,3.750019,-34.2747,29.09584,6.919096,-11.447,3.690949,8.978692,23.80446,39.31562,8.85397,20.69532,-8.036784,-26.02338,-16.00254,12.67869,3.7394,1.281612,-10.71467,-24.22363,37.55441,11.47837,-10.29047,16.62264,-5.354705,-16.69809,5.852278,-27.25491,21.08761,-25.32497,23.41606,-8.923088,10.22112,7.379139,10.51249,-4.850773,-3.998693,2.395476,9.319365,19.66266,43.99153,10.15463,-9.016195,-10.34853,-13.80926,21.65283,41.68307,-12.92657,-1.696501,-35.46566,-32.74945,-5.621881,-3.544135,0.2290667,-35.48843,-32.12036,-12.1689,9.530373,-38.19253,-32.20478,-24.29497,-7.318436,-8.063876,52.46525,29.61438,-11.74936,-5.763043,22.80522,17.20073,-2.625863,16.91141,38.60952,18.29555,8.028957,-13.92996,-8.2956,-13.33016,-3.441682,-31.78454,-8.154221,-7.101842,-7.091473,-4.68832,9.257664,-19.46541,-1.219826,25.64015,4.066133,3.574917,11.73025,22.08793,6.034744,25.21144,26.75486,36.31878,13.98304,-22.76049,45.99194,-14.01819,-27.61255,-1.659337,23.76341,28.07164,-24.8551,-2.875786,-22.53463,-19.61738,-21.7194,-23.98543,6.284841,-25.50441,-26.13668,-16.39384,-26.71859,-2.866361,-2.083259,-18.70877,-19.87778,-16.72907,-18.68824,20.33002,-14.90248,-24.23064,23.99944,-11.07627,28.95367,4.068028,20.43118,27.05587,44.74319,43.98169,25.30599,-0.6093984,24.98426,4.265798,27.28408,7.266748,-6.97968,-2.897155,-12.44459,4.321875,6.182031,-10.22333,-16.0408,-16.31214,-30.74249,-26.19401,-21.87729,-3.715642,6.231751,9.453341,-13.70634,6.823239,1.107632,22.4349,12.80046,38.37153,19.79785,38.46119,-19.84696,15.08177,-34.42798,-6.666334,10.43516,16.29418,-16.45316,13.3523,-17.37818,-1.457938,-17.02261,-24.87936,-14.83248,-29.32226,-1.816224,2.366662,-13.22156
1514351.5625,awe,10.07309,-7.052865,-9.347835,25.77852,34.52996,15.00003,18.22579,2.828227,-3.325706,28.11124,28.42785,7.210228,16.23422,38.87629,28.19959,58.64553,31.97062,27.52352,47.63527,37.46976,1.780059,-3.702279,20.16321,40.71513,39.29475,33.00482,25.71052,-5.760322,46.09289,30.62297,4.920342,18.99026,32.27129,51.04402,51.60492,24.61766,29.6967,7.121728,-17.47664,9.936825,19.43436,9.701924,6.868809,-5.433542,-5.338416,37.74467,13.38533,-15.1277,10.0448,-30.80482,-32.94363,0.4575235,-28.31208,19.15223,-30.75915,21.28002,-31.31116,-8.65561,7.426794,8.823661,-17.24539,-7.763207,3.430533,9.069965,15.28079,41.95162,9.852807,-8.984351,-10.81877,-11.79456,25.86494,41.40351,14.72578,23.29309,-8.597765,-8.201848,28.64955,18.60269,28.16082,-11.11944,-7.491019,14.40513,28.29035,-19.77938,-9.466743,9.946601,-2.121218,9.937307,69.99878,49.54565,9.050509,10.24737,38.63078,36.24434,15.56866,24.26685,49.4615,27.02806,8.276209,-9.232127,-3.304899,-10.92017,-0.9487336,-30.6535,-10.61732,-8.320331,-9.692898,-6.957826,3.89857,-24.68603,4.859643,31.50178,10.25629,9.103733,15.07009,24.77787,9.040537,27.83252,4.942324,39.35047,11.70693,-29.16126,39.25349,-23.55684,-25.41674,2.235633,27.66846,31.22554,-33.06334,-5.832829,-19.36539,-24.784,-2.75588,-7.251771,20.01491,-14.62436,-23.79919,-28.38841,-36.82422,-8.950508,-9.674695,-23.6207,-15.09864,-14.87342,-23.67343,11.97846,-27.85455,-48.59214,15.34708,-28.04358,35.24165,7.512831,27.48138,31.10429,51.16868,47.83677,29.48952,-3.408663,36.86817,5.888766,40.9222,14.45808,1.786755,26.57713,-10.21524,13.01565,13.48248,1.606993,-11.28047,-10.74256,-24.70163,-19.98409,-15.90735,1.125683,13.10262,13.7632,-11.18067,11.23656,25.25245,39.72931,32.91259,55.18039,33.50492,53.51491,-0.5805383,32.82519,-10.59163,7.357357,25.30872,29.85884,-2.102735,24.77277,-4.836271,9.319974,-1.833991,-13.8304,-2.735169,-14.95865,2.153895,2.89405,-3.840488
1704367.1875,exit,-7.208112,-30.44993,-30.97944,8.355596,17.03077,2.906907,0.5263574,-13.78022,-29.88771,14.02587,14.61512,-8.215888,-4.252417,25.04015,8.987393,49.08669,26.85335,18.57047,33.41595,25.35391,-8.833191,-15.63323,8.770026,28.52741,31.33145,22.41107,15.68046,-19.59656,36.69936,17.63899,4.062332,19.4184,27.62548,46.01128,51.62835,24.30672,40.1673,14.35275,-8.270691,6.896015,34.47485,26.07044,24.4328,12.00973,-2.043559,51.38075,30.68162,27.79416,56.4782,24.34875,10.12924,29.39872,-12.85594,38.68655,13.30776,48.95848,21.84241,40.36498,26.96507,32.37387,27.12903,18.78938,21.88721,27.67602,42.62111,61.98195,27.92121,12.12724,10.75781,0.5412608,35.99282,61.9607,-2.390818,6.34821,-26.67722,-25.15999,19.00347,3.188531,5.376416,-25.48715,-8.280021,3.363522,17.38771,-26.8134,-27.99401,-26.28434,8.401583,7.63902,64.65002,41.05133,-9.024309,5.468111,31.96404,22.20253,4.530603,27.53052,47.56981,20.51673,31.22057,5.271946,12.94882,2.695361,16.24973,-4.458986,8.014936,9.667009,8.609654,11.7734,21.33139,-4.149214,9.881263,32.97676,6.532316,6.543255,23.07467,30.67082,9.298397,28.41913,28.11775,44.5453,20.35419,-10.31914,51.57523,-5.558234,4.543463,18.15766,42.95432,47.14754,-3.51874,22.41167,-0.4183646,6.497224,2.348612,-1.073243,23.63461,-12.21317,-5.957737,-3.228282,-1.260838,26.42862,27.12477,4.064229,-3.34107,11.02302,4.374524,47.21569,19.08098,-0.9461604,47.15649,9.965179,24.93733,-1.573318,13.90941,25.97417,44.48241,42.85317,25.53117,2.991118,26.41309,4.487322,29.64734,18.05789,1.073198,14.19112,19.22849,12.51209,16.2655,1.521359,2.435765,4.016644,3.186313,6.100251,-1.818874,12.67993,17.42369,27.16566,7.993878,25.49364,7.117223,29.02772,18.72005,41.03528,17.20704,38.69721,-14.26061,13.90551,-38.10115,-8.319212,8.576823,13.43622,-27.78317,3.130632,-30.50781,-14.08022,-29.11208,-34.22813,-24.44713,-36.52598,-3.689541,-1.153602,-31.05361
1761941.40625,enter,-7.947752,-18.49443,-21.30265,12.54721,21.25064,-1.279613,-0.1619734,-14.6633,-17.1182,12.03895,11.58283,-7.17492,1.337397,23.14329,8.106968,43.12954,22.0149,16.67655,31.06575,23.48172,-8.605229,-14.97122,7.891111,24.81334,28.11632,18.53325,13.32433,-22.48939,31.68257,14.68712,-1.723732,13.04096,21.14575,33.51604,47.78848,19.04963,29.31769,-0.9576495,-19.31029,-0.1802448,23.17297,12.08747,11.15641,-7.157966,-14.9603,30.02235,9.057891,3.468535,32.78217,-4.271614,-13.25675,6.716718,-32.22472,22.80943,-11.31767,26.70743,-7.792233,9.391065,7.414872,10.96794,-1.121376,-5.309393,0.6835243,7.041526,18.64566,38.98626,6.562978,-8.243303,-11.58323,-20.18734,21.13513,39.04243,-2.952973,13.73396,-21.09643,-20.49365,15.45275,7.594408,16.60515,-5.154953,-13.58091,1.727504,19.88634,-14.4729,-10.19696,9.179605,-1.701968,-0.1589872,61.2427,44.70597,1.023842,0.7929313,32.3981,26.6452,9.673628,22.36588,46.22329,18.50002,10.50227,-14.08479,-7.87973,-11.60877,-1.847895,-24.73095,-6.692169,-1.699975,-5.492902,-0.3631349,7.210985,-19.90076,3.170195,27.98626,3.457158,1.98948,10.69099,22.04274,2.203186,20.38514,22.85099,34.58103,11.19929,-29.51058,39.58406,-13.55219,-16.53639,6.198592,28.68961,32.76602,-24.71931,3.805974,-15.00073,-17.30883,-7.457095,-12.0504,8.233319,-24.34662,-24.97098,-19.50044,-23.78785,5.102622,4.701734,-12.72717,-14.75297,-2.195833,-12.74074,24.95391,-5.391191,-24.85715,24.12414,-16.58122,18.62446,-8.516259,10.26825,19.59732,34.06919,34.82976,18.20662,-9.795185,13.8241,-10.09814,15.68497,-2.115104,-16.04826,2.63489,-0.1331257,-5.606034,-2.705556,-10.91523,-9.932302,-10.44438,-12.22117,-10.56788,-14.40118,-6.116119,-0.7323233,6.515806,-6.212877,4.856544,16.03878,25.48413,23.28212,41.16766,20.32688,44.47634,-7.507313,33.02443,-16.43677,7.413803,15.02895,17.15386,-9.57162,10.87462,-10.43611,-2.990619,2.99755,-22.29668,-4.563925,-7.805472,-9.66082,-6.348756,-0.8251256
1794660.15625,disgust,2.235691,-9.858079,-7.602544,20.38471,27.66985,9.107796,10.33235,-4.466487,-12.47786,18.78712,19.06422,1.381621,5.009332,29.69622,13.80942,51.51282,30.33297,27.03491,35.99156,27.92138,-4.145945,-12.71833,8.183507,31.31761,31.43186,23.27686,18.27462,-16.68406,36.51486,21.22272,2.622828,18.64339,19.89463,35.47829,51.80176,23.8085,35.54961,4.531405,-17.36313,-5.533419,30.80223,21.56166,10.23362,-4.734139,-12.27593,43.47781,23.30803,12.88442,43.81817,4.733639,-11.29676,9.649499,-16.82229,32.48715,-0.06023577,40.06981,1.378893,19.0037,20.48315,23.73443,11.03534,4.729,13.80266,21.21774,31.23151,51.64774,21.10453,5.12994,2.681928,-6.311678,31.97567,54.17974,3.398457,13.32541,-27.39935,-24.71517,12.42875,1.818198,9.444736,-19.37023,-17.52113,1.570003,17.09978,-31.60874,-19.25217,-4.503992,-1.646108,0.7204915,59.2968,41.571,-2.409847,3.762021,33.83724,27.45533,12.10016,24.67772,47.98627,21.43923,16.06439,-6.032597,0.07832891,-5.383533,6.56888,-19.11557,1.866093,4.32818,4.246115,6.697395,17.80136,-11.09876,4.022641,32.89824,5.620503,5.09661,21.25677,27.12048,9.949133,26.37063,24.82034,41.74469,22.77104,-12.32728,49.46243,-6.627734,-14.65541,14.07526,37.00073,41.18223,-15.92865,8.706166,-13.78882,-13.49006,-12.17311,-13.86782,5.309952,-19.82329,-16.12424,-9.707917,-20.2087,11.99119,12.13813,-3.527546,-6.185146,7.208828,-3.918342,32.32922,4.253681,-16.35623,27.08501,-8.397778,27.20315,-0.04033679,17.16573,27.49077,42.89256,43.26061,27.52296,1.348811,24.37116,-1.912805,26.17257,13.27693,-3.881194,14.88543,17.39771,9.33166,12.68752,0.7766224,2.399231,2.089819,-2.109985,0.05769295,-2.099747,7.823043,14.43117,21.6212,6.728906,18.43786,16.8158,31.61104,26.80995,45.84216,26.74807,47.52159,-7.851226,30.91232,-13.7674,9.329288,19.79919,23.13371,-5.993977,17.82458,-7.466446,2.664387,-7.74095,-16.62107,-3.386613,-16.36453,-1.541221,-12.05375,1.876234
2002222.65625,exit,-5.740044,-18.26599,-15.10026,12.41611,20.41991,4.289418,2.473929,-11.66885,-21.00887,16.41132,15.94447,-5.838005,1.162928,27.50706,2.295278,46.40794,27.17963,11.00222,28.25832,21.89876,-11.85725,-19.98011,6.325209,20.74925,21.26529,15.63715,7.3318,-21.4035,24.78843,1.643945,-11.9982,2.887457,9.511383,24.7703,32.6305,6.941558,18.60298,-11.97828,-25.64219,-7.74036,12.64962,3.520279,4.233254,-13.86707,-15.71227,35.71978,17.3475,5.99345,35.3509,5.684412,7.202218,34.11441,-14.76621,38.15612,-7.411098,34.62564,7.209694,30.02566,13.22254,18.7623,34.31654,24.21475,8.91971,14.04258,34.21865,62.11829,14.46997,0.6634048,-2.386486,-1.709692,36.63617,48.02317,5.686815,21.25994,-16.89939,-9.553679,13.93955,14.14656,26.83464,-10.5434,-10.33609,7.210451,28.43585,-13.07128,-7.775106,3.288644,9.086575,9.368865,73.43216,52.61932,9.648808,11.70439,41.64664,31.22744,17.68348,29.07493,54.8783,28.40101,36.05375,12.52174,15.68749,8.516685,18.79019,-6.867434,7.065663,10.61244,8.463851,13.07712,20.25014,-8.95632,12.38523,36.55212,13.79254,11.88818,23.80305,32.3692,13.74506,29.61765,16.17898,47.38408,24.5746,-16.85469,46.15143,-3.470381,-0.1793492,-4.541221,17.17382,19.9014,-27.67755,1.65976,-20.02852,-20.83946,-8.720406,-18.0554,14.59634,-15.73448,-21.95126,-6.463721,-22.67068,4.158406,4.082423,-21.68831,-25.34441,-9.081021,-20.93075,22.25961,-2.837322,-5.788518,34.91798,-0.8826476,24.02044,0.2190027,14.98182,24.21338,42.85222,39.62792,23.36974,-4.962479,26.11232,-2.549234,29.1239,8.973322,-3.031519,16.22659,0.849744,6.794096,7.805476,0.3882303,-9.444559,-9.063756,-11.17762,-8.364009,-12.7392,2.553873,10.52403,16.00612,-10.03451,14.23774,18.08954,25.26698,23.63717,38.10852,19.80938,42.61272,-9.141661,30.25562,-17.90404,3.498334,14.25379,14.74621,-10.70512,9.710325,-13.20986,-5.617434,-7.369299,-23.83377,-11.48163,-10.47412,-0.3287725,-3.500799,-1.719001
