Time,Event,A1,A2,A3,A4,A5,A8,A9,A10,A11,A15,A16,A17,A18,A23,A25,A28,A29,A31,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B15,B16,B18,B19,B21,B22,B23,B24,B25,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C6,C8,C9,C10,C11,C12,C13,C14,C15,C17,C18,C20,C21,C22,C23,C24,C25,C27,C28,C29,C30,C31,C32,D2,D3,D6,D7,D8,D9,D10,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,D22,D24,D26,D27,D28,D29,D30,D31,D32,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,F2,F3,F4,F5,F6,F7,F8,F9,F10,F12,F13,F15,F16,F17,F19,F20,F21,F22,F25,F26,F27,F28,F29,F30,F32,G1,G2,G3,G4,G6,G7,G8,G10,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H8,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,EXG2,EXG3,EXG6
2059800.78125,enter,-0.04929635,-16.84836,-22.03018,16.38538,23.84089,7.204855,6.951571,-5.560271,-13.40168,20.8625,19.72429,1.033997,5.360846,31.50194,16.2895,50.14292,30.04377,21.2597,33.26188,28.74089,-4.541362,-12.70876,11.15085,31.10318,31.4983,24.29036,19.66727,-17.07711,36.98828,13.92202,4.640518,21.67234,26.38226,41.75011,51.51599,26.04452,37.44645,7.117023,-10.56145,7.406262,36.05879,26.94759,19.68951,5.254141,-1.77992,36.16526,18.36834,13.30475,44.97262,2.063936,-8.717296,9.486271,-18.82518,28.41084,-0.08324983,36.30048,0.2854904,11.93756,15.06081,18.93553,15.05244,4.423167,10.89215,16.48731,25.88037,46.32886,15.51172,2.504014,-1.113564,-5.884147,28.60149,49.19363,3.371173,15.6203,-18.91464,-9.436911,18.0711,8.207021,20.1095,-15.45691,-12.13972,2.99501,20.68549,-22.40989,-12.23733,-0.1976644,-1.473203,1.758315,63.56239,46.25233,5.903827,9.973371,36.40499,27.24111,16.98137,24.25731,51.44288,22.92591,14.21321,-4.700392,-0.8522225,-7.705713,3.44014,-17.74,-1.990371,-2.146471,-1.754988,-0.1395469,15.09231,-5.120894,9.760671,35.17216,10.51128,9.761556,20.65293,29.04616,10.99441,27.4098,42.4058,45.22482,24.17035,-10.4272,45.58291,-9.909154,-10.65964,21.54744,43.1017,46.64439,-5.311679,15.57795,-2.375882,-2.275002,4.93354,-3.468673,15.41568,-7.486446,-10.63253,-8.492748,-17.28677,18.89355,18.6512,-0.5615173,-3.233536,4.206066,-0.1452809,36.47851,6.95282,-13.82305,28.88698,-13.63131,29.0984,1.437001,19.13647,29.75534,44.58989,44.35323,29.27957,1.951566,24.64623,7.404852,27.36403,10.95328,-1.797651,17.66245,7.975367,9.426531,9.516939,-5.671764,-9.038311,-7.58304,-7.337934,-5.070052,-11.76843,3.323845,12.59923,16.55404,2.274035,13.5915,18.8797,31.10142,26.09493,43.20293,23.89993,43.93969,-4.134239,27.30544,-18.75182,3.863213,16.44684,20.08771,-9.198907,14.46807,-8.689982,-0.7271927,-5.841269,-19.56268,-5.100101,-13.94192,2.720661,8.740631,-5.557372
2169746.09375,relief,0.6011485,-6.643287,-9.103593,23.74732,30.2777,7.851844,7.917717,-3.969342,-12.90266,16.892,17.38231,0.9834051,7.294167,29.11944,14.24051,47.86328,29.17323,24.80598,37.63417,31.97483,3.362346,-8.910626,16.35924,33.18196,35.59079,25.58929,24.46519,-8.256807,37.76698,19.13518,3.472204,18.3284,25.30362,41.47175,49.35353,23.70914,34.50122,5.055145,-9.63979,4.401424,25.85398,17.05173,12.55426,-1.746704,-10.12193,30.54893,13.88914,0.4517844,30.92312,-7.025493,-15.14244,4.353309,-30.16325,25.67257,-13.1171,31.22182,-5.564699,11.35709,10.34738,13.9265,11.74068,5.054096,5.344402,11.5758,20.54515,43.94204,11.39234,-2.22242,-4.395756,-15.5951,24.93008,44.27147,10.25749,24.21281,-18.57051,-12.50995,12.74953,6.008285,21.17621,-5.736389,-17.65263,4.062757,21.72578,-13.25448,-5.796995,9.061519,-7.125933,-4.536323,61.48421,46.40833,9.097203,5.291271,37.19053,29.32114,19.44246,27.74944,52.45731,24.65373,10.81124,-11.37549,-1.969965,-6.805954,1.877249,-15.95382,-4.012549,1.243512,-3.437896,2.860451,15.60618,-10.82192,7.1431,34.59248,11.42485,10.4642,19.19783,30.83885,11.34894,27.93731,50.10225,45.54545,23.67111,-12.91761,45.85992,-2.659469,-23.93278,10.19814,29.70366,33.73614,-14.4071,7.235146,-10.10876,-13.50264,-4.180386,-14.22313,9.798821,-18.59723,-28.60558,-15.65205,-21.37148,5.048929,4.449838,-11.79878,-8.984844,-5.839553,-11.3262,21.24135,-6.29915,-27.39306,17.67082,-12.60021,27.27741,1.71821,16.82326,26.13853,44.38863,41.51225,27.4697,3.144495,22.95954,5.083807,26.82234,6.30158,-6.014672,13.15033,-0.14448,4.97149,5.333919,-3.629782,-8.539968,-8.467089,-14.89193,-12.50414,-11.73913,0.1554565,8.745845,12.62868,-6.177807,10.25773,30.41117,35.82712,37.26973,50.48563,30.8865,54.09023,2.176701,40.88729,-4.192701,22.82265,25.61051,26.51436,0.5115566,20.54769,-3.1188,5.269073,5.994905,-9.950326,3.158514,-3.167845,2.777334,3.93768,7.58251
2172429.6875,relief,-6.961696,-19.87156,-18.25425,13.12537,20.61925,-1.38219,-0.5115613,-12.37688,-23.33882,10.22759,11.25019,-2.220938,4.896669,22.21668,13.1174,39.16797,19.40989,19.65525,30.61735,23.62192,-12.20385,-19.01676,-1.360998,26.04056,28.45182,17.94203,14.67466,-22.07701,33.56352,9.27917,-1.503306,18.49904,16.70541,33.41285,47.19858,20.91095,34.12988,1.598813,-12.39145,-0.9836221,30.77855,21.95285,21.17554,2.540293,-10.96881,31.0503,15.33327,20.16356,51.56704,21.87283,4.90937,21.28894,-35.87267,19.44417,7.234062,36.94234,16.64287,24.3957,12.09023,18.68793,17.52082,7.253429,7.549999,13.78792,23.15178,39.88361,12.62327,-0.3250858,-3.15332,-22.88792,18.61734,45.58687,-5.401378,7.095003,-39.2084,-21.60508,8.15397,-0.9924946,11.8733,-28.76775,-18.75554,-7.05724,7.688136,-27.48736,-26.36513,-13.55619,-7.266013,-2.453741,53.87702,34.08241,-11.17334,-5.627643,20.50195,13.08988,-1.043836,11.11955,37.40142,8.786312,13.24727,-14.28382,-4.306193,-15.49163,-1.658008,-30.21835,-8.661979,-6.587787,-8.653694,-4.622604,0.6749929,-24.90027,-4.266261,18.71958,-5.568388,-5.193393,4.211005,15.17723,-3.002044,12.86056,7.123283,29.93682,7.072385,-32.21204,29.09985,-21.82639,-2.792867,14.61331,35.15157,37.96909,-9.786604,18.43633,-3.90659,-12.29135,-5.10058,-9.966153,8.813844,-24.88598,-17.03251,-1.671581,-7.491287,22.09447,22.97169,0.3318191,-3.644808,7.638038,0.1540137,39.66538,17.10793,-4.202606,34.33469,6.717138,14.8743,-11.41461,9.449275,18.06028,32.22071,32.6786,18.08023,-10.84575,14.4247,-13.12725,19.1057,3.192954,-10.69516,8.933434,16.13041,1.283473,2.263841,-8.048642,-3.18153,-3.765841,-2.314072,-0.1021064,-7.762428,0.003444258,6.184124,12.50806,6.359107,9.597469,9.927773,22.14473,20.98223,37.08743,20.73235,39.06452,-12.63324,16.29717,-27.50048,-0.8177536,11.14841,16.11674,-13.57934,8.098231,-20.01351,-6.05578,-15.488,-23.47723,-17.12026,-26.14099,-19.21682,-15.41597,-13.09781
2398917.96875,exit,-16.22169,-13.91382,-18.36643,15.51852,20.98562,-9.00715,-8.5609,-20.88441,-22.41511,3.074232,4.091392,-12.59473,-3.983688,15.79076,0.906263,29.56607,13.09787,13.77062,28.17808,23.98585,-3.216726,-15.87319,3.428789,23.94502,25.34575,17.31075,16.45697,-18.70309,29.70487,8.164186,-6.413643,9.353304,10.38821,26.46906,36.6055,12.823,25.61246,-6.971052,-18.31505,-3.625117,20.30409,12.9254,13.77942,-3.14883,-12.06182,29.31869,16.13683,9.876616,40.10653,5.042926,2.358128,25.45037,-24.08933,28.30513,-3.176363,36.165,4.383048,19.74091,12.47256,17.77773,17.07803,11.23115,8.776016,13.63376,25.63285,47.88305,13.10885,1.586113,-1.673253,-10.30572,29.63818,46.20045,0.7432126,15.41373,-32.50071,-22.33618,9.303285,-0.05212572,15.18756,-17.23932,-9.578918,-6.012043,12.15997,-32.57328,-17.41917,-4.027352,-0.509594,1.370827,55.51999,37.61172,-10.29311,-0.6030543,26.08867,17.82026,9.608755,15.51814,45.94859,10.35579,23.54791,0.5144018,5.548448,-4.115277,8.650269,-18.19365,-2.044946,3.992348,-0.4543135,4.934376,7.212188,-20.66936,3.666449,27.63801,-0.516681,-2.086868,9.91594,21.11129,-1.653033,12.70464,13.34603,37.9763,12.30254,-24.21523,36.31066,-17.63333,-2.125927,6.675157,26.09031,28.22255,-12.81571,8.743644,-8.810494,-3.20087,4.217927,-15.20965,10.57882,-23.05005,-15.37011,0.33298,-10.7966,11.91405,11.5056,-10.65061,-16.63577,-0.1240502,-9.837761,27.93723,3.751853,-8.121348,34.74221,2.804028,10.87889,-14.24834,2.978964,11.23981,28.42619,25.32092,11.65497,-13.71874,12.16615,-20.53941,16.70244,0.9989446,-11.66441,7.273147,5.595137,-1.710356,0.2140314,-12.46684,-10.70646,-10.5749,-7.676649,-5.783096,-14.505,-0.5026352,4.827873,11.75863,-5.104246,9.595522,17.7737,28.64504,27.03702,38.90001,22.03806,43.64419,-5.508442,29.89266,-9.081579,12.88572,17.60784,17.34737,-2.28141,13.45813,-0.2445784,-1.674104,-1.418292,-16.6154,0.0514555,-14.91913,-7.836118,-32.20586,-1.951058
2456496.09375,enter,-3.939502,-24.31972,-24.75939,11.37404,17.25201,5.722098,3.085367,-9.04618,-26.64828,20.94137,20.11005,-2.057534,2.210443,32.9613,8.164302,47.84421,31.54983,25.51882,24.19471,20.51385,-10.06017,-20.42519,1.445875,22.29195,26.01083,14.05118,13.32971,-23.84484,30.28481,6.244074,-5.099284,11.33163,17.25523,30.43556,34.29751,14.65371,25.18997,0.4633503,-15.55404,2.96493,19.21204,11.26806,12.56578,-2.858308,-6.644211,51.57987,36.84779,19.18414,51.43797,11.79352,9.608749,32.87968,-6.536078,29.14602,6.058718,55.5602,18.82555,34.22607,35.33583,37.84856,33.56179,22.06947,30.21252,34.89022,41.035,62.49797,35.16986,23.44486,20.0922,5.13366,38.04871,67.92181,-2.195434,12.18686,-30.10283,-23.81493,13.3964,3.098189,14.23659,-23.49062,-5.767386,-1.151555,17.34988,-27.06796,-14.00134,-7.416904,6.43828,7.571393,58.02229,40.81551,-6.43454,3.092006,28.88092,16.74192,12.34032,17.31669,46.6957,16.41493,33.52816,10.18526,13.68738,2.728984,14.74657,-18.86919,0.507491,1.523634,1.846586,4.221868,3.454857,-28.49917,-0.9245731,27.26117,2.710584,2.349435,12.73844,24.00916,4.942298,19.10365,3.25917,35.44181,14.09688,-26.6416,32.88853,-18.50947,-5.740178,4.714197,23.75381,25.86131,-13.58038,7.929886,-10.29062,-10.31756,-7.009178,-8.665812,13.40279,-16.85592,-12.88847,-4.633944,-15.99674,10.89266,10.17711,-10.13103,-17.24753,2.571626,-9.59538,25.78666,5.497654,-9.019428,35.22963,2.505082,25.72124,0.4008381,19.02239,28.76965,47.26849,42.66119,28.63481,4.658144,40.27981,0.3743779,43.67378,27.49293,16.02637,34.24721,16.90145,25.39561,25.73268,20.06829,11.79259,11.19201,17.24683,17.97618,7.57096,23.81832,31.19232,36.04293,7.625267,34.10927,15.04731,26.4217,21.07234,35.03094,16.52312,35.1492,-13.34969,23.28564,-23.83818,-3.002614,8.981812,11.83655,-19.52601,1.358105,-26.16834,-13.89933,-20.37327,-29.14866,-18.9192,-26.33297,-5.681516,0.7183746,-17.0714
2526328.125,jealousy,-11.66935,-32.57667,-30.05935,6.157872,10.89591,-1.187008,-6.543847,-15.97738,-25.91129,12.90216,13.30944,-1.722715,4.698541,25.49972,14.77995,38.23014,23.26099,24.22679,21.35572,16.42438,-16.17587,-24.62901,-3.403789,18.25862,20.53475,10.40634,7.817979,-30.65886,28.58984,2.329471,-4.252028,10.75302,3.999183,21.80227,38.13683,14.07722,23.12799,-7.824706,-28.73772,-7.708452,17.58801,9.656734,4.058766,-11.07804,-19.05068,27.24909,14.65077,-3.53618,29.32629,-13.55973,-18.91347,6.539934,-26.89324,21.3932,-15.45772,31.5557,-13.93253,4.367531,11.40656,14.23242,9.181566,2.206756,7.126811,12.23586,18.57909,42.54216,12.59122,1.27974,-2.297434,-14.40962,24.97127,45.03067,-9.000715,4.154636,-35.76468,-26.41122,4.746227,-4.385024,8.763219,-36.69337,-21.37133,-9.517849,7.630415,-29.51431,-21.98785,-19.37601,-7.933966,-6.019631,51.0956,33.58419,-12.53452,-9.795573,19.94235,7.497249,0.7797019,5.34269,37.51852,3.65874,10.85258,-13.85406,-1.47156,-14.34585,1.151699,-29.1492,-6.887787,-3.499899,-6.025099,-2.114198,-4.588186,-32.16558,-9.304607,19.95394,-6.095602,-8.224798,2.649976,12.46569,-6.794834,7.153847,-22.086,27.18607,7.562499,-31.76102,25.72553,-23.82156,-27.95632,2.496706,21.77443,23.5001,-22.31924,-1.734448,-25.61267,-29.28382,-14.01129,-14.31393,7.136301,-25.80141,-27.03392,-26.03999,-29.99105,-0.4768583,-0.6240149,-14.93526,-11.971,-3.91506,-14.53555,14.26123,-13.64943,-26.37976,15.94919,-17.82036,20.0017,-3.154672,12.77902,21.20888,37.35625,35.75572,21.66227,-7.961008,21.74797,-13.48211,25.77243,5.768093,-4.686946,13.40729,-0.5298654,3.450165,4.677018,-3.601456,-10.34689,-9.491263,-12.66372,-11.40862,-14.05408,-1.31324,9.128412,11.49887,-3.339223,8.955084,7.243385,15.72247,15.15161,28.44914,11.37214,29.36003,-24.7883,6.521517,-33.37653,-8.235732,0.4365506,7.085006,-24.19591,-6.164416,-34.48873,-21.14845,-28.11756,-33.55753,-27.10598,-34.74088,-38.79656,-10.41366,-24.75276
2963355.46875,exit,3.926233,-6.047365,-7.661919,19.37692,24.96589,26.54896,8.493038,-1.282482,-17.44724,15.96268,16.52535,5.915035,9.531165,29.5647,8.097161,44.08153,31.89103,24.49661,28.54351,26.76851,-0.5262314,-11.24217,15.26691,28.82093,32.4994,22.39864,25.80753,-10.17999,34.47489,15.41629,3.746605,23.47412,20.76227,36.91979,43.23764,24.79322,41.57963,10.76685,-3.499322,16.70841,36.03794,29.50942,28.01757,16.06473,8.029865,41.41575,33.4441,32.14452,63.60111,24.87255,15.06402,31.45877,-10.47398,35.03833,21.08415,56.55948,24.98985,37.6175,30.39705,36.73548,32.36134,23.89383,27.97648,31.64108,43.4497,61.71273,30.39286,23.07476,18.6285,2.210477,41.44146,62.83272,8.544693,28.44819,-13.73023,-7.763755,19.93121,13.49226,21.7495,-7.335809,-5.19772,2.895509,26.24704,-10.6265,2.989206,15.08206,12.4296,8.063161,66.07808,56.0672,10.03907,14.37776,42.91719,25.38651,28.76527,31.85122,66.44247,32.9194,31.30364,5.086284,15.74072,9.020647,18.52402,-12.14159,8.805586,13.87854,10.26285,15.38463,19.05665,1.246451,25.18005,49.32579,23.51428,22.81305,36.02626,42.16732,30.41443,41.66116,30.84961,51.59854,11.55439,-5.846951,50.16456,-5.262316,2.759922,21.46461,39.61264,39.6324,-0.1647016,26.45057,6.15228,3.053729,8.502065,-6.444313,54.56157,-8.551435,-1.922498,-1.627464,-0.8048758,31.75348,30.95719,7.731237,1.011836,17.83574,8.149713,44.092,24.57197,9.030206,42.96582,14.76062,26.70332,13.30816,14.76139,29.56083,36.579,44.61788,35.32283,6.230801,26.36488,-0.2600291,28.69119,13.8938,1.484247,17.43104,26.77207,12.33746,14.13908,6.021632,6.062887,6.505996,12.80378,12.51624,1.632358,15.96244,20.28434,28.45347,19.3282,25.38008,25.32565,34.87226,34.12305,41.94344,25.93235,43.58002,-0.4676766,39.58546,-5.279158,16.85575,19.68626,20.46558,1.20341,15.36043,0.6631783,3.736969,7.619364,-7.19637,2.26086,0.7814924,-12.92837,-10.68887,1.586648
3019957.03125,enter,-9.71703,-19.35489,-21.82754,14.42916,17.2444,-5.190979,-4.045079,-12.96569,-21.92875,4.507887,3.878618,-4.937186,4.825537,16.43192,2.927054,33.9836,21.81661,19.97362,24.29229,20.68215,-10.77793,-23.90202,-3.679925,23.02399,24.44755,12.14428,11.61465,-23.81755,27.04192,2.459246,-4.845361,11.65922,0.03031877,20.55376,31.55442,11.9475,27.64979,-4.750679,-16.47951,-10.56904,22.99766,15.01955,15.70172,0.1408884,-10.3554,29.19962,19.97072,20.05048,51.37146,23.20876,19.45777,31.73132,-22.90241,17.32133,9.318042,43.78658,23.15001,37.69727,15.54461,21.92685,26.83583,16.86123,12.65863,16.06296,27.40413,45.40119,16.16899,8.546242,5.104646,-11.73172,22.42531,49.38174,-13.33139,8.229227,-45.04808,-31.21783,-1.613278,-5.802629,-1.286552,-28.08525,-21.59931,-9.594801,3.379061,-35.40622,-25.43513,-18.9102,9.589844,-2.087388,49.37404,30.34734,-17.32276,-12.62484,16.20923,2.874735,-2.295969,3.984777,38.51951,0.9542195,27.35529,-1.523476,2.500215,-9.892211,4.174212,-22.52379,-7.880972,-4.222281,-7.332174,-2.435156,-0.2289598,-21.62881,-10.34356,17.1794,-10.82543,-12.51164,0.8058901,11.96208,-10.80152,3.15521,24.02798,26.73258,0.6291094,-31.79819,25.83183,-20.07999,-0.2461076,7.133531,24.64205,25.94905,-11.02365,14.08624,-12.25681,-3.941812,-1.641778,-17.53438,12.07351,-20.6832,-19.47495,-3.86934,-7.592376,18.8905,18.49296,-4.729801,-13.49587,1.771354,-5.044415,30.43997,15.3845,2.8441,39.423,16.25859,11.29785,0.1874023,1.657379,18.81632,29.9791,31.17017,20.47041,-6.720065,13.83202,-11.99145,19.3217,6.199018,-5.347626,10.9508,13.59041,4.978624,6.137702,-3.230356,-4.856683,-5.652,2.143307,1.742177,-9.618878,5.240757,12.51593,17.22788,8.630636,14.74363,12.15373,22.8378,23.4439,33.05795,19.11286,31.79183,-17.48554,13.88235,-27.50812,-0.6039434,7.944118,12.78593,-15.9079,2.649937,-24.05915,-10.12361,-22.85213,-21.32282,-16.72247,-30.73005,-20.81265,-24.01282,-16.64258
3064128.90625,excite,-14.71745,-11.66235,-16.61187,15.01141,19.61599,-6.342567,-9.790759,-18.90712,-22.72306,3.670491,4.104557,-9.080725,3.457653,17.25722,1.311335,34.79385,22.91701,22.41715,25.70463,24.8485,-1.223545,-12.14333,8.435841,24.15156,29.11559,22.33196,22.39634,-11.92317,29.47738,10.65084,1.252081,17.83261,10.79591,29.50631,36.07995,20.08487,33.44156,2.567974,-17.02675,0.998399,28.68069,20.92149,16.43295,1.744629,-6.784426,35.45694,26.39008,19.66983,53.15699,11.36547,-2.833086,19.59901,-18.82679,26.36333,9.364525,48.27868,11.24574,17.78245,22.99877,28.12264,19.74317,10.85134,20.5088,25.27519,28.6282,47.73021,24.07321,17.85986,13.00197,-6.570204,31.9167,57.1932,3.658152,25.51967,-19.30165,-13.24102,12.23013,3.475417,18.73589,-3.644431,-15.62707,-1.65116,15.16782,-20.4495,-4.896605,9.251881,1.162774,-1.726598,54.13893,43.03709,-2.520517,0.6810726,28.54128,11.79193,10.28618,10.22915,49.29694,10.82886,15.79613,-7.200711,7.456557,-5.535755,10.68838,-20.89298,1.5706,6.936062,1.369898,7.683251,9.697986,-21.8491,2.085641,31.43342,1.602354,-0.1955363,14.25337,23.66899,-0.6210343,12.81873,14.29863,39.78788,3.984949,-20.12042,37.53627,-11.49534,-12.99563,12.75501,30.56522,32.0042,-3.131015,15.66822,-7.601769,-10.27029,-2.959777,-13.20562,7.302281,-17.36939,-16.32001,-5.388811,-11.0542,19.85754,18.56565,-1.739242,-4.241778,9.413276,-1.085985,31.9621,11.72413,-5.003145,25.45286,-6.299211,-0.1786417,-0.2553851,2.776906,20.65598,31.04982,32.74787,22.36774,-7.938065,17.44322,-12.34147,22.55776,13.84033,3.526165,20.55275,16.98985,12.00764,13.0588,4.429362,2.200053,1.913859,4.988512,3.858658,-1.523368,10.90529,18.94937,22.51173,11.1477,21.02106,25.78108,30.20984,32.38082,38.37421,21.02996,38.70031,-5.925677,33.62017,-5.962336,17.92308,16.20457,15.99029,-0.8779544,10.88631,-3.304911,-2.188437,4.189041,-12.7684,0.9291824,-5.115814,-16.95636,-20.63764,-1.547514
3312570.3125,exit,-13.33753,-23.80045,-20.31944,12.48788,16.12374,-6.280676,-8.745227,-16.6767,-22.48677,2.073632,2.302025,-7.7493,2.116233,14.93194,1.573642,29.88602,19.70141,29.40623,22.18014,19.06522,-12.75006,-21.90014,-2.362713,21.8897,24.13529,11.69753,11.30966,-28.22165,31.16016,4.033993,4.466514,23.57169,6.508265,25.51779,39.93421,24.94767,36.68157,4.551095,-12.8509,-1.454797,33.78196,27.77619,19.97868,-0.04492698,-9.54944,27.70903,19.14224,15.84861,50.15087,2.214011,-10.84818,9.341338,-23.65134,17.55853,5.848993,40.32089,2.393655,8.937383,16.25582,19.9791,11.84973,1.395484,13.4722,16.95273,17.21873,36.99077,15.55298,9.420053,5.303841,-15.47235,22.80135,47.50249,-11.26042,10.97559,-39.25819,-30.99795,-4.674633,-9.11428,8.350284,-19.16169,-23.94223,-15.95367,3.85547,-31.88322,-15.55614,-10.87293,-12.04952,-15.41843,37.39604,32.6284,-8.145514,-14.50565,21.48556,10.17032,7.857661,4.853109,42.38484,8.020963,4.377339,-22.29437,-5.665448,-18.75624,-2.96455,-26.08916,-5.527864,-0.03202262,-5.320098,2.009862,-3.715307,-31.05087,-7.379897,22.96904,-2.708192,-4.238786,4.868808,17.08448,0.3942563,12.11837,4.412311,32.84224,4.667081,-29.18664,28.49747,-17.17421,-17.7686,19.19304,35.77073,36.07133,0.2226374,12.06157,-12.6586,-4.513054,-5.71639,-17.08516,0.09959513,-30.114,-28.78992,-10.54439,-15.12322,17.74646,17.34263,0.7184594,1.232048,13.36475,1.577108,29.08187,4.564213,-12.73068,16.2882,-9.793192,13.28133,-0.312759,0.5088235,15.66433,31.70797,27.08078,16.16889,-7.660107,16.73451,-13.05926,21.68743,6.294264,-5.510417,9.899446,19.2897,3.470052,4.514129,-1.460436,2.266295,3.519519,3.449178,1.959395,-0.6096627,5.308999,12.1603,16.24841,18.67667,14.79218,13.54407,22.42144,23.76617,32.53012,16.72762,28.91001,-19.89801,17.82342,-23.71107,4.187818,6.706257,10.69616,-16.45238,-2.936042,-27.56538,-16.30824,-16.53229,-26.15792,-15.95234,-24.74812,-15.72792,-10.78844,-14.17734
3370488.28125,enter,3.116561,-8.810904,-8.499127,28.76769,32.505,2.950637,7.476263,-0.974782,-9.498787,8.340655,9.19722,5.754456,21.05386,21.82316,8.996711,29.59229,19.34447,16.27708,36.35066,31.96136,3.521024,-9.065768,14.75236,34.85444,36.75964,24.03426,29.62923,-10.85359,37.47004,17.22223,4.538501,21.18257,8.215944,35.56371,37.79685,22.63887,37.63066,6.341154,-3.336894,9.462733,31.883,23.93812,22.80641,14.72385,5.221021,18.51266,10.88881,14.95293,46.69952,12.86599,11.51448,26.40008,-13.09568,10.14515,5.142766,34.58246,12.9764,28.0951,6.423105,14.04694,20.08826,11.72569,4.302209,7.135078,17.44231,37.91196,6.546852,1.884888,-3.508321,0.3567335,21.06046,39.06934,6.330517,26.64537,-15.78952,-11.43562,20.83691,7.811281,15.66899,-20.78808,-8.353249,-0.7195444,15.72093,-20.91989,-16.44942,-11.14195,4.914483,7.10534,57.96743,42.89177,-7.902036,-4.845412,25.17462,6.153575,7.594913,9.384001,44.00235,9.720391,15.95095,-8.788277,-0.001263928,-14.3158,0.4497894,-28.51519,-13.54376,-7.745037,-12.66329,-5.889797,-3.489795,-20.18495,-2.898331,23.13451,-3.215889,-4.852729,5.702209,21.61713,-2.764768,9.894342,8.008826,29.80459,9.44443,-19.65996,26.5762,-13.55306,0.5863905,16.14703,32.84613,33.75413,0.7029057,18.65776,1.503554,4.258184,8.664549,1.020388,20.34354,-12.38312,-0.3967472,7.827039,-2.871281,21.10984,19.6716,-3.444129,-9.412522,0.8480455,-3.28303,30.59054,9.640058,3.178394,41.12758,5.257122,18.87531,4.925528,6.311129,15.84444,31.86554,26.76925,17.56558,-10.13507,8.924128,-14.76206,11.59152,-0.8786811,-12.03887,5.228461,9.820489,-1.143346,-1.438986,-16.63528,-15.5158,-14.93072,-13.38383,-14.27055,-19.30875,-2.668766,6.88517,9.443906,4.136379,5.623232,28.50855,36.51063,40.58315,48.82635,33.47251,43.96285,-1.186008,25.28168,-15.41612,14.3975,21.54076,26.0914,-5.833119,11.57591,-12.74638,-1.704129,-9.567636,-10.69683,-6.90132,-18.7385,-4.648965,-1.771296,-2.352033
3480296.875,frustration,-5.252854,-18.40099,-16.93189,23.5365,26.9338,3.193862,0.8563964,-7.559332,-14.02781,14.43439,15.15859,-0.8512903,14.01672,26.93726,11.4587,41.42071,32.39487,24.82876,42.42759,39.87793,9.652325,1.288199,19.90663,44.84143,48.94931,37.01356,41.89138,3.848597,51.63465,29.09911,21.48864,35.6232,29.53121,45.39191,50.55291,36.40019,47.14065,21.79214,6.521618,20.01785,38.09289,31.7842,28.39161,14.31809,7.681056,37.75026,30.38365,26.8613,59.64769,19.62675,9.736804,27.12761,-29.29861,20.48479,17.93572,53.80553,23.28063,32.6772,26.5387,32.67089,42.11288,22.5074,23.82908,27.39126,35.57334,60.32961,26.19641,21.72401,16.59304,-16.0969,17.93518,58.51031,18.17024,37.03626,-14.19301,-6.391076,18.8132,13.18648,28.91262,-7.497341,-0.2918644,4.588106,24.02933,-10.16322,-1.849532,6.243969,12.91754,11.46676,63.81275,52.61574,1.250438,6.846361,36.30439,21.2178,17.24183,20.75672,55.49398,18.7427,28.62106,3.114281,6.46657,-4.489438,7.824674,-24.64433,-3.323882,1.710299,-2.79147,2.306186,10.29268,-13.8976,10.59526,38.58648,10.27875,8.951519,17.19539,31.7495,11.5787,23.07805,14.23579,45.71306,21.44838,-16.98694,41.40924,-5.263596,4.268734,24.23523,40.57486,41.1549,4.99968,23.7288,4.272129,0.01994327,14.89192,1.178611,24.30247,-0.1972331,-9.564824,3.818928,-3.495575,27.68298,28.14261,5.384616,-0.4308249,15.07515,6.873425,39.13772,20.88105,4.006347,37.27282,5.59695,27.5122,12.66741,14.17967,30.02935,46.4014,41.34785,30.581,1.821734,27.91565,-2.16175,33.44768,17.9649,8.50445,25.39543,17.27843,16.63574,16.29063,4.482524,4.255127,4.333419,9.791779,7.802922,0.9191203,13.65219,23.98411,25.3997,16.14153,22.11287,32.51618,39.55988,42.50322,50.79714,30.61094,42.09578,12.09098,32.78552,-8.693752,19.61155,21.20195,25.45971,-4.811088,4.079177,-13.52109,-8.669063,-6.85143,-18.72312,-7.941389,-8.341757,-5.60872,5.000751,-10.7208
