Time,Event,A2,A3,A4,A5,A6,A7,A8,A9,A10,A15,A16,A17,A18,A22,A23,A27,A28,A29,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,B15,B17,B18,B19,B20,B21,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C2,C3,C4,C5,C6,C8,C9,C11,C12,C14,C15,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C31,C32,D1,D2,D3,D4,D5,D6,D7,D10,D11,D13,D15,D17,D18,D19,D20,D24,D25,D29,D30,D31,D32,E1,E2,E4,E5,E6,E8,E9,E10,E11,E12,E13,E14,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F2,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F19,F22,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G9,G11,G12,G14,G16,G17,G18,G20,G22,G24,G25,G26,G27,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H22,H23,H24,EXG1,EXG2,EXG3
1122855.46875,enter,0.05361186,-9.971525,-11.60757,-3.726687,2.927276,-10.13363,-38.33433,-1.620806,-12.04523,-26.93686,-14.14553,-21.97983,1.788969,-25.45786,-28.13657,-11.2055,-9.29536,-21.60643,-31.48324,12.30731,-1.740818,-6.55249,-12.50005,6.420845,0.2371812,1.708042,4.725183,12.43041,-17.5979,0.8402621,6.091146,-10.39157,-8.837561,-4.54775,7.011238,0.831532,-11.42834,13.93108,4.615354,2.267932,-2.574338,4.206537,-7.56485,-3.153383,-29.36379,1.335704,11.71285,-11.98761,3.722959,3.902245,22.07799,-11.56204,0.2972134,11.2345,4.25492,-22.82631,-8.128813,-5.994114,18.47819,-15.63769,0.5119246,9.426275,6.590505,-18.64822,-6.656832,4.426091,10.52737,-7.795955,-19.46203,-3.826533,2.451617,-39.85058,28.05179,-7.331729,-6.101756,-15.84602,-47.98586,-7.624331,-16.58215,-14.5313,-30.05699,-20.84248,-1.065957,-19.56919,-10.13211,-27.5425,-19.61352,0.3170081,-10.94604,-18.37524,-47.92899,-30.43836,-31.44489,-16.70018,-0.01914046,-5.348965,3.287099,1.448596,14.3518,15.29055,-14.6501,-5.48469,-23.99393,-28.81918,-21.15387,-21.08231,-9.688101,-31.98135,-37.18665,-31.03496,-27.15339,-27.66426,-30.56146,-31.87861,-18.08283,-27.35667,-24.74488,-24.77458,-28.0321,-26.55374,-2.668436,-2.567398,-5.715615,-4.94606,-1.400694,-0.5612971,2.558777,4.77221,-0.4145179,-0.8936984,-11.99539,-6.479619,-3.05815,-16.49065,4.741953,1.560657,0.9912855,-9.980384,-8.700722,-11.40755,-2.918203,-5.617933,17.23874,-0.6714121,-0.9341387,11.90339,-38.62475,-31.95811,-35.94463,-30.83156,-30.86433,-19.00657,-22.74112,-20.07512,-33.5785,-34.77371,-26.61997,-22.21957,-44.9986,-32.17715,-7.277761,-8.899378,-5.015693,-2.628333,-7.257667,1.505758,-7.197059,-15.91144,-9.266567,-15.78586,-25.72237,8.334524,-0.08548334,-3.249554,-6.54651,19.38101,9.070628,-7.839735,-22.87363,7.99439,-7.199143,-31.97455,-5.506468,-6.131296,3.272488,-18.95075,3.972915,-0.007336713,19.99563,-11.17921,-2.126839,-5.574525,-1.881252,-55.15023,-63.86344,-58.69523
1199261.71875,fear,-11.8062,-15.79834,-13.81827,-7.505633,8.649426,-9.390466,-19.8749,-2.564089,-11.90348,-8.420752,-2.744935,-15.14521,5.798951,-8.371154,-17.86243,15.3544,8.7114,-10.11525,-15.30727,12.83374,-3.465106,-4.439633,-11.15949,13.2492,-1.89027,1.860074,3.483558,14.12079,-16.26717,-1.174365,4.996086,-4.803098,-4.829967,-5.403203,4.416395,1.677547,-9.638053,21.8529,6.759453,3.231064,-3.454399,5.662592,-5.938995,13.47102,-22.49283,0.3688382,6.503703,-12.1242,29.49461,15.69422,28.14091,-7.977041,-0.9775039,1.505981,0.5688355,9.762576,0.41671,4.069569,12.20096,4.900153,9.684192,12.39511,9.765078,11.7119,17.10158,8.666018,23.00428,-0.6617735,6.000816,20.17988,4.583259,-4.873289,29.02483,-1.954895,-0.9043727,-12.79583,-40.57754,-3.230651,-9.832675,-11.97438,-11.40918,-14.08963,9.617351,-6.310477,-3.44945,-29.27783,-17.72551,-1.697275,-9.52941,-16.1484,-39.39665,-22.70441,-21.72445,-8.24226,5.224389,-1.153534,2.483483,16.20661,19.42352,12.96049,-3.989634,-4.928024,-27.60315,-17.13969,-19.5029,-19.83894,-8.967257,-28.5002,-33.8134,-21.31571,-27.34315,-27.9576,-24.97431,-21.18367,-23.15584,-30.21467,-28.33846,-33.07573,-30.52255,-35.71825,1.593603,-0.4291072,9.005943,2.461473,2.119946,-1.567661,3.648232,1.037337,-2.36106,-0.08415177,-11.84081,-0.07841951,0.9823441,-12.58896,-9.450367,-3.542774,-12.00856,-6.202323,8.952422,8.627418,11.25723,-2.421659,-4.475528,-5.541387,0.5397379,1.548448,-15.28621,-17.42574,-20.48079,-13.40125,-16.9253,-5.986973,-11.10878,-4.929502,-20.27759,-11.21764,-9.908593,0.8756485,-4.413001,-9.121874,8.691337,4.045829,11.9258,13.69355,8.57225,16.75931,8.781066,-1.287083,21.24939,15.21395,-26.8863,8.316376,-4.850435,-0.6883759,-11.72596,12.36931,3.936481,-13.02336,-26.83565,1.538038,-10.40281,-43.574,-20.87918,-12.94085,-4.567793,-33.74584,-9.061719,-21.49767,-1.951486,-21.93208,-18.2724,-17.53599,-16.43356,-8.533395,-22.09065,-16.79381
1277089.84375,fear,-58.5151,-57.81922,-51.9047,-32.03175,-29.09436,-40.38588,-69.27776,-49.45576,-59.46115,-56.18132,-52.88667,-68.41263,-35.26868,-59.38045,-73.13918,-23.47579,-45.884,-57.05919,-51.94601,-20.55978,-37.88404,-44.78082,-50.13593,-26.42482,-35.75488,-32.75965,-33.45155,-19.48651,-54.28691,-31.56031,-28.72141,-40.04108,-36.89009,-32.98467,-20.96652,-26.75935,-42.7366,-7.131889,-21.34777,-25.38523,-27.23699,-21.3807,-36.47661,-24.96909,-50.77841,-23.85845,-15.9928,-38.97297,-15.06683,-12.69078,0.3105371,-34.05629,-26.22566,-19.1425,-22.65076,-30.41961,-29.21579,-35.88355,-16.65878,-32.34243,-30.29535,-24.16979,-23.37952,-31.20557,-25.46445,-22.39048,-18.60644,-34.26565,-39.73323,-23.60863,-36.70306,-46.28392,-13.71909,-38.2828,-40.69646,-54.19415,-87.54651,-36.33602,-47.2486,-57.7442,-52.84375,-51.49564,-15.31531,-49.83535,-49.83098,-80.01594,-47.89005,-30.66942,-58.07874,-60.70819,-83.61719,-60.67046,-60.21947,-47.27625,-18.75126,-31.0014,-24.63979,-15.75207,-12.66395,-24.14442,-40.34171,-33.35001,-51.32199,-50.083,-42.37339,-48.02107,-34.32338,-57.59992,-65.08843,-59.68748,-58.08647,-58.70966,-52.5386,-56.28082,-43.22332,-54.69603,-52.74329,-48.71268,-52.8109,-49.32967,-24.99068,-21.44913,-25.58939,-28.45575,-26.38401,-25.64687,-20.46033,-23.38613,-26.78758,-27.45305,-39.66907,-32.0822,-32.079,-39.85845,-28.56794,-28.77266,-26.51616,-36.60593,-27.64849,-23.07172,-23.07041,-27.23049,-28.36876,-28.12178,-22.25793,-20.82943,-64.08643,-64.12152,-70.25793,-66.04375,-57.53346,-50.60614,-57.44172,-54.29647,-59.5952,-58.45728,-53.01203,-34.24883,-61.3855,-60.73317,-20.93953,-43.83471,-21.85845,-19.09809,-26.47817,-18.77256,-26.01387,-48.77967,-29.30258,-34.41704,-64.02829,-32.06458,-41.09793,-38.32953,-49.73938,-27.18618,-37.12337,-50.91703,-66.51813,-43.18659,-58.86935,-92.12309,-66.34813,-53.51001,-42.35695,-73.72448,-50.75031,-61.95927,-36.63885,-71.3394,-64.42217,-65.3131,-64.26561,-62.24358,-80.07215,-72.3777
1291570.3125,fear,31.69335,43.0107,45.57537,51.05667,71.18557,56.72974,27.57634,53.82523,43.54435,37.7794,54.07185,42.69848,67.14268,40.19341,29.97476,46.66461,58.23353,43.966,36.27503,75.75997,64.14117,62.25621,55.74879,74.72374,65.58546,66.6264,71.81977,79.11457,49.32359,67.41994,72.66403,57.61543,57.22691,62.89068,74.60894,67.87495,55.19082,69.83267,73.97853,70.67643,67.84069,73.07932,58.97934,47.62636,38.56766,69.92976,77.96033,53.29439,54.54548,50.05822,74.35675,44.1579,52.46601,57.571,47.52328,58.73473,33.83087,46.65294,62.40945,36.03442,52.53279,57.12073,52.60294,44.75978,44.24469,55.6666,55.88809,43.8042,36.24006,48.03489,46.7134,42.09446,72.01535,60.82584,64.75999,59.43226,28.23343,65.10503,56.94929,55.61432,45.94131,40.53699,46.90197,48.07393,63.41574,33.76406,41.70995,57.9878,50.89832,50.23505,19.20832,36.82867,36.32742,49.39543,46.9492,51.01286,42.33783,54.55747,54.05519,56.83127,35.85592,49.01035,36.71533,46.18009,59.7204,52.76606,53.55861,34.70042,30.44386,39.21254,37.86976,33.21587,39.02811,41.76933,48.91286,41.55214,44.31238,53.81781,43.32408,45.91637,52.3923,58.53119,55.30556,60.66682,60.76202,61.57575,71.98792,64.73869,63.22314,63.13971,51.91757,49.92855,63.55548,48.7166,65.00505,55.4423,56.93403,53.81178,58.75395,49.76464,48.38184,50.9986,54.25161,57.85694,59.56389,54.87592,35.36484,30.85076,26.20435,34.93687,32.46799,39.71339,37.81533,42.17601,29.90884,35.39318,33.69392,40.40784,22.03534,29.61887,44.02798,35.37468,51.74235,54.57317,37.96505,46.08202,39.28202,29.61306,38.84248,32.33592,39.27738,72.32249,60.15953,60.88311,52.02662,72.94863,64.83558,50.70491,36.82718,61.55456,48.19065,19.06117,35.92196,47.87289,56.22932,27.17505,50.40042,32.52819,58.69305,32.55002,37.42358,36.63564,38.96191,43.60015,33.71344,29.78475
1305636.71875,fear,68.40966,67.78043,77.37008,77.11857,104.2355,89.15289,46.32914,81.22856,71.31751,63.12482,70.38461,65.28618,94.53142,63.98634,54.50653,72.29082,78.21471,65.40639,61.07421,105.5723,95.27834,92.32014,85.01499,106.0891,93.62821,95.85422,101.3899,106.8774,79.36155,96.85404,100.982,85.0386,82.45832,91.16256,100.073,95.159,82.72805,100.3941,99.78723,94.85767,92.84794,100.6868,87.17721,82.05073,70.33514,95.65305,103.9974,82.72678,91.35423,89.88338,113.2132,75.92831,95.46148,91.48819,79.98866,77.73606,75.75354,86.33935,98.00119,78.05561,92.28766,86.31649,85.28593,74.52543,80.72746,87.88606,85.8475,73.03522,66.06716,83.70892,75.49426,62.31209,100.5194,92.36586,91.58397,83.41951,46.78199,88.04472,80.0586,82.96577,67.76668,64.48682,78.03344,72.91025,79.16346,52.60104,59.03041,84.7501,68.71493,63.07537,37.772,55.65992,55.1215,68.22773,80.79874,75.36347,73.87214,75.2654,85.43961,78.18079,63.12226,71.75854,57.66758,61.35517,73.24222,58.50082,67.97996,54.42142,57.26544,57.71992,54.88095,52.03572,58.78553,63.22995,64.72933,58.37341,63.51222,61.00421,58.63905,66.1701,82.39109,89.29398,83.37293,91.35768,91.62534,88.79591,92.20496,94.14081,90.32487,91.3398,77.10572,78.78714,87.7991,76.93517,91.60031,83.95277,88.31435,86.59735,87.71482,89.87325,88.52416,87.49206,89.92806,85.28822,90.03854,90.14785,58.57466,55.54076,50.8859,55.47394,58.30626,63.09071,62.42104,66.09967,54.52965,56.52724,59.82795,70.34399,55.1161,50.78495,84.97662,72.53069,83.86994,86.47879,74.56155,82.40628,75.89211,66.71218,74.92387,69.78352,66.90736,102.8262,91.1952,93.2355,77.53757,104.3126,97.37311,81.26231,68.44257,94.21085,72.39922,46.69289,68.62234,79.08121,85.99113,54.62714,84.32455,59.3431,88.99339,54.23536,70.3259,63.59541,63.2074,61.87659,41.22209,43.6072
1313671.875,fear,34.61959,36.5234,34.59026,37.08508,53.08387,36.09008,25.61522,47.58242,37.75527,36.99357,45.81656,36.46424,58.73795,38.74343,29.79453,45.39489,52.39747,36.38829,21.83368,58.95139,43.28013,41.60593,34.37278,54.25021,41.78223,42.91644,47.9238,61.68689,26.01312,37.46608,42.8704,34.23204,26.66688,32.22274,38.78727,34.14077,26.36343,51.77856,37.57614,33.85749,32.33039,36.69828,25.06596,22.15044,1.974299,30.50302,39.68453,18.60084,46.28187,43.06445,55.21308,7.194222,24.53621,20.7723,16.01637,34.03176,20.65826,7.165829,30.84388,25.42229,13.34063,32.58051,26.34451,29.34308,35.15337,28.69514,35.53207,24.80711,25.43333,37.57201,27.60448,18.50455,53.13852,36.16803,40.6646,33.99707,4.17448,38.16803,31.02518,34.83347,34.32425,23.60613,29.41203,38.14823,47.93833,24.96538,22.51144,38.52224,39.54201,34.33792,13.66563,31.07585,30.87201,43.78192,23.68785,35.15781,18.86367,35.3712,42.15252,42.11609,33.53754,36.70636,26.73186,21.54652,35.12683,30.97919,46.36285,31.77108,30.15811,34.12997,37.52096,31.21982,38.66723,39.73444,41.62212,33.06691,42.09201,30.31247,32.31769,35.94184,25.96009,36.20715,27.90041,23.65171,26.42075,25.66018,33.31771,24.85711,28.90308,29.16158,21.18158,20.46452,33.30664,15.3964,19.39007,16.10975,15.68995,10.19206,35.70459,25.04644,23.49584,15.92746,21.66229,18.33204,25.59623,18.29984,31.49516,32.38305,24.81995,30.33864,36.36848,42.38263,34.22004,35.84908,33.87476,37.29044,40.14842,45.88853,32.08074,14.1377,35.32943,31.90606,46.55317,48.88287,35.95796,44.35841,37.3987,25.62561,35.81074,29.65495,20.53763,53.46136,46.12863,44.01218,32.48439,58.2401,51.43305,35.60309,20.8741,47.82817,30.49417,4.994243,31.43735,35.20326,44.85154,22.3425,41.7927,30.9739,53.44319,27.25841,34.45433,28.49302,29.57491,36.3097,30.39713,29.56783
1375683.59375,fear,31.40424,29.71517,32.35514,30.50387,51.06145,31.42456,16.98129,44.63015,32.97797,28.15024,36.17369,29.12768,52.91309,26.30133,20.30683,25.15682,39.69852,27.04067,21.7261,54.12034,42.72077,41.19862,35.35728,55.93457,42.28984,42.5957,49.25105,59.31369,26.36783,42.09283,48.6166,33.07658,29.41353,39.05941,47.90384,42.4481,32.43178,52.68876,47.77202,46.75977,43.15635,48.7831,35.78263,37.62595,15.05777,44.80272,51.62496,31.10498,46.02476,43.03049,63.01687,35.0081,53.69717,51.44788,45.221,34.22941,29.31013,45.36111,55.58255,29.19518,49.19622,47.21701,45.22135,32.27435,37.48396,42.73735,50.17938,32.64241,22.92153,41.47633,31.11522,19.01598,54.72564,40.58131,41.60296,39.67963,7.341564,41.84388,31.68926,36.05378,26.87785,29.98729,42.47199,34.51096,39.37829,22.85346,22.60924,44.61251,36.2854,33.93222,4.205828,19.70431,20.03196,32.74922,42.59554,45.14141,44.82239,44.11765,47.49823,44.78684,20.33637,31.68532,18.99923,14.28938,19.3277,24.83401,34.84089,16.31679,18.52452,21.70332,20.29212,15.71964,24.72804,22.50813,23.0569,17.18574,21.97907,18.90057,17.80783,22.88574,43.65016,49.7936,34.66688,36.76142,42.88107,46.91436,48.55517,43.51868,37.30924,38.67455,32.36462,40.02244,40.34072,28.65063,44.94591,48.41783,41.39525,34.99388,37.64628,38.53132,35.26244,39.81518,51.03526,46.03434,46.3017,48.47596,21.00356,19.43787,17.9946,16.66465,20.68029,28.9448,23.4015,28.72957,17.44511,19.58564,17.61224,28.78181,-0.1289375,18.47546,35.25776,31.00866,39.09447,41.99946,29.94373,37.47366,30.32526,25.16188,32.00795,25.81225,21.53634,51.50871,41.40377,43.83157,34.76791,59.0302,52.26541,37.06373,23.94686,49.34243,35.42028,7.553409,26.13369,31.9584,41.03792,19.39111,36.65596,32.34244,51.33457,27.23825,28.99413,31.65726,32.66985,27.12795,9.324677,10.12171
1461410.15625,exit,70.02357,67.58109,68.76337,64.00697,90.91873,68.17271,66.9925,83.69577,76.94235,82.42429,85.49847,68.90116,96.25816,80.46657,66.25555,75.68209,95.77091,78.67018,76.6633,87.08938,77.30574,74.74897,66.50224,86.00187,80.3167,76.65077,83.55449,85.05235,57.79863,81.10973,80.15501,74.65085,66.98863,71.59185,77.29288,71.39449,61.87253,95.92596,87.20747,80.48798,77.25457,80.42371,65.30483,74.49353,64.69909,83.63841,85.49933,63.96398,108.1424,107.8248,120.5977,89.70441,93.46019,95.92415,94.61002,104.3057,95.41393,97.12732,114.1392,97.17236,102.4119,107.9898,109.1417,95.3458,99.14964,108.7061,110.9026,100.5206,89.32053,102.1354,96.91409,89.29826,118.076,69.77585,73.39053,73.08154,37.25138,70.59011,63.9114,63.64312,64.22182,49.2429,61.60007,72.90823,77.22852,60.15972,71.10869,89.61127,79.18987,77.06319,57.18322,80.26989,80.0097,91.69432,87.82298,90.40485,104.9695,102.2923,112.4155,108.5492,95.88338,103.9229,88.66662,96.34337,110.0002,104.3988,96.65491,81.57634,80.22902,82.26346,89.86061,82.14013,86.48884,85.39841,97.18678,90.0564,91.06697,98.78929,91.63525,97.10214,87.19575,91.33197,84.57141,84.45827,84.46956,80.39352,81.46053,80.80713,74.30452,71.35162,61.51869,71.55791,77.78256,66.66627,65.25507,81.84421,81.66178,83.29195,84.18503,89.19023,95.39626,90.19901,88.43423,84.40809,81.5611,94.46553,79.12746,77.04333,73.82507,76.6469,84.1285,94.98961,86.06548,79.75085,80.69077,81.7131,96.05334,102.0485,87.36404,75.66135,99.12689,91.08736,103.1838,104.711,99.90614,107.1157,100.7797,85.56712,92.87176,86.27685,54.27398,84.17372,75.10396,80.00538,67.03815,93.0931,84.47101,66.28408,52.70976,79.07395,66.55248,40.37512,61.86345,70.70998,76.75043,49.72753,75.3631,64.0273,88.39452,60.38839,63.98528,66.3817,68.82069,91.61802,68.5602,79.12334
1519003.90625,enter,3.080101,1.734558,-2.269121,7.108371,15.25312,-3.520835,-4.655995,16.46654,1.224804,12.59348,17.07053,-2.483896,22.55072,9.63085,-1.218527,15.80578,24.90765,6.486597,-3.973402,26.06803,6.25426,2.870674,-5.364382,12.0341,4.475216,3.721651,11.33805,15.30703,-14.10374,2.889519,5.034368,-6.41439,-15.91976,-7.323419,-6.104971,-11.6864,-16.3302,14.86732,-8.361932,-11.83683,-19.66877,-12.65969,-22.99903,-10.60585,-37.50987,-23.38765,-15.60757,-31.83848,19.08044,5.302344,6.650137,-40.64806,-33.19639,-28.99826,-20.68455,12.57959,-16.12761,-37.7897,-13.68945,0.2304672,-32.1719,-5.318876,-2.520502,6.020453,8.295744,3.439833,6.967066,-1.594839,-3.695702,10.62326,-2.515143,-1.733731,20.40788,-10.7521,-3.381465,-7.417687,-28.9671,-9.459769,-13.6318,-10.4339,-10.96224,-11.28564,-0.9488904,-2.077869,2.945318,-14.20544,-22.42875,-5.353432,4.570178,-1.486903,-16.54339,1.456258,1.966979,12.81197,-10.42712,-8.725033,-8.818975,8.065115,7.604955,13.10861,3.471055,9.422623,-4.349947,-1.914124,8.494067,1.503243,14.77046,0.8342617,-1.595922,-0.3891852,-1.361776,-0.8275427,7.506058,2.795234,11.01723,5.673482,8.559269,5.014987,5.777786,5.512836,-25.4411,-12.35845,-1.303191,-16.24242,-21.28683,-23.23885,-17.42134,-24.70461,-24.74969,-17.07003,-21.61667,-18.38789,-10.76501,-32.02746,-22.64284,-36.77376,-36.77114,-36.30001,-1.719259,-13.69388,-12.90475,-33.26224,-36.23849,-29.28213,-19.27493,-27.17284,7.762315,2.58536,-4.613929,-6.223788,9.763174,11.84203,10.35939,9.17438,8.05661,5.703139,9.438194,15.11134,-5.373212,-0.4442229,-0.1405799,10.95769,18.15657,20.63915,7.938806,15.20607,9.239313,5.675066,12.88305,6.566204,-14.78514,16.23096,6.924309,11.1819,5.207513,23.66519,17.06921,0.4904044,-15.3588,14.42758,1.231484,-24.30411,-4.436891,1.352238,10.508,-17.74477,8.727379,-5.129524,20.22259,-6.699189,-2.104486,1.680679,3.367597,18.77518,-2.771515,12.37406
1606734.375,awe,-20.22313,-19.62975,-13.80574,0.5678214,12.98551,-3.71428,-27.58169,-0.7918975,-11.08732,-18.43229,-9.38258,-18.58054,8.420292,-15.6484,-18.341,17.71714,0.4155483,-9.346548,-7.845864,13.51736,0.1271368,-6.301797,-11.14821,6.269744,-0.2846735,3.263089,3.675027,14.97569,-20.82298,1.670177,6.492915,-0.2383638,2.785926,0.1719964,8.808357,-3.647876,-16.14433,25.25204,17.30982,9.988623,2.621509,0.4802051,-16.00864,19.94718,-11.08247,9.506331,4.678951,-22.37043,-3.383671,23.96599,42.28208,3.546406,10.94186,-4.171425,-14.00988,-18.38998,5.751952,-4.801409,2.467381,0.9745853,2.144321,-2.333341,-8.308482,-7.888865,-7.344129,0.8646534,1.544401,-15.93001,-20.77331,-4.294502,-15.30578,-32.79242,8.150745,-10.25971,-10.41575,-14.25203,-49.88771,-12.91727,-25.23092,-19.71971,-38.90382,-33.27036,-19.56178,-33.19927,-27.52369,-51.75138,-44.34277,-25.45486,-33.28385,-38.52576,-59.75917,-44.30377,-44.0533,-33.18097,-19.59576,-27.02609,-19.30914,-21.4013,-14.95887,-14.1375,-33.95399,-23.77768,-37.75877,-30.48449,-25.6886,-31.35214,-24.49522,-37.75328,-47.23543,-43.61442,-33.38778,-39.02483,-32.73272,-36.23944,-27.50249,-35.52686,-30.44261,-35.40812,-35.58233,-32.15625,-23.53289,-17.73167,11.74451,10.34791,7.44316,6.740819,1.434983,-3.43109,-16.60879,-17.48966,-24.58968,-33.18248,-26.06417,-33.88166,-16.58142,-10.20189,-8.966956,-0.3871065,10.40216,16.09141,17.77554,5.673472,-5.701257,-14.2496,-21.18775,-4.505814,-25.90532,-27.6587,-32.97784,-21.06821,-24.68157,-17.62005,-20.87431,-18.18009,-27.79403,-29.16501,-22.84365,-14.1146,-39.97102,-30.48429,18.47234,-10.73228,15.86025,19.82188,11.95202,18.11925,13.2641,-15.05352,-16.12677,-21.22648,-31.05954,2.556933,-9.551965,-0.1045556,-10.77921,7.685751,-5.498313,-19.98927,-35.80583,-10.8211,-30.44354,-55.95037,-36.02406,-18.88578,-8.850511,-38.21192,-13.15839,-33.13541,-4.66318,-47.19777,-34.85854,-44.26041,-43.15607,-35.57235,-46.07234,-35.08944
1785949.21875,exit,-14.62085,-13.90088,-7.494877,6.755229,18.27404,3.257428,2.420406,11.4163,-6.664227,12.74482,15.69726,-0.8711117,15.37065,12.19352,-5.365573,16.61827,26.00513,2.108953,-0.9021556,21.13789,12.71813,7.436236,2.279587,22.22435,13.67727,12.70069,16.74427,27.59035,-5.423927,13.21029,17.03886,6.447817,9.425112,11.27687,19.83121,12.17507,2.673572,33.32503,23.9791,18.48782,14.8618,18.06659,5.243601,10.39181,-4.736932,17.24143,25.21994,-0.4779261,31.32218,23.94226,35.58803,12.11366,10.41131,5.514305,3.464337,21.379,14.41068,19.29294,26.03513,16.88121,25.83074,16.91982,14.71515,11.05277,21.83062,25.22997,27.58872,13.76461,7.30711,23.68439,16.27478,6.723615,37.94374,3.822977,4.788393,-0.2357579,-28.34487,8.746291,-1.481039,-4.381641,-9.306975,-11.48217,13.37875,1.270262,-0.6656159,-23.90348,-2.50129,15.43415,-1.244687,-13.42278,-13.30151,7.450522,7.240055,17.01667,4.92993,8.310797,9.659511,20.35877,22.27066,23.69735,12.74965,21.35884,8.742293,7.196568,17.58152,15.9872,20.55937,8.862843,9.449079,4.663456,9.840827,6.099902,10.47845,11.56075,18.74589,9.1821,10.50352,9.97378,8.651497,12.61974,2.101702,14.17507,18.12963,13.72929,16.42379,19.93305,21.05051,17.08215,8.314699,8.714889,-1.104225,3.337554,7.661948,-3.189325,15.85744,8.812047,0.7094899,8.080961,20.78384,19.07777,20.05444,12.00851,11.38276,3.499363,6.166224,7.458545,6.694868,9.392776,3.898168,5.832727,14.36292,17.29824,11.32917,18.72855,10.62347,8.24284,13.71683,17.00775,3.232788,11.39335,20.53204,22.78965,26.63773,29.85848,23.01468,29.56689,24.05967,17.75919,23.37142,17.16991,-10.19666,18.60892,10.41234,14.68618,4.551888,22.65998,18.36324,3.229569,-13.83312,9.286433,-7.801002,-25.78448,-10.62979,0.3787784,6.434144,-25.44873,-0.9803364,-17.00235,4.85755,-20.54616,-8.835573,-19.5071,-17.48192,25.17642,-0.0191288,13.67717
1843527.34375,enter,-19.25251,-22.52595,-18.00895,-5.892662,1.757006,-13.37908,-5.431205,4.033843,-13.80488,-1.148256,2.2144,-16.25284,13.01167,-5.050736,-12.69423,4.233329,11.59678,-8.625676,-14.1046,2.890168,-10.10546,-13.47127,-19.21924,-0.6550453,-6.64623,-8.160445,-4.438659,4.373422,-27.21209,-3.20897,-2.617304,-6.92713,-9.747311,-6.36273,2.758425,-3.063481,-11.62928,16.72984,4.321633,-0.2403891,-3.744631,4.972579,-4.75454,0.0889203,-20.25478,-1.105685,7.987324,-8.928984,19.21843,12.47187,24.21393,-9.35681,-2.053037,5.680429,8.220144,3.857293,-2.549378,-8.639901,11.66707,5.066844,-3.276776,11.38577,13.23553,5.249037,10.27935,13.53714,13.1937,6.62971,-2.306612,14.33587,1.81952,-9.813672,22.55912,-8.627709,-12.13218,-20.36536,-46.77873,-10.36904,-20.77447,-18.5051,-17.51609,-16.62781,4.663228,-13.73133,-12.37837,-35.25851,-5.183632,5.466119,-10.89682,-28.3352,-33.31088,-8.780477,-8.741239,-0.4662978,13.23789,11.22853,8.508944,22.79422,25.14943,22.69663,-2.149018,12.71782,-1.4493,-2.605494,8.106968,4.256013,8.661724,-4.858026,-1.124559,-8.283571,-2.037566,-7.689547,2.393024,1.072419,7.700709,-5.243323,-0.9144409,6.323005,-5.16137,-1.421931,9.260201,17.14934,1.803306,-3.050169,-4.836165,-5.495089,-0.8894129,2.773827,-1.970395,0.08714455,-7.223702,1.687125,1.280666,-9.908857,-4.374123,-8.495788,-9.848704,-10.28277,2.588466,-3.201396,-1.659032,-7.961762,-7.086294,-0.009849504,6.08122,1.48609,-2.866405,-6.887225,-11.85072,-11.88004,-3.47382,0.3709444,-2.68331,-8.205397,-6.252063,-17.85187,-6.385407,3.431811,-13.14063,-10.26692,-1.670776,3.659138,6.679865,8.564162,0.5072352,6.485689,1.04613,-1.180101,8.182802,1.653971,-36.0106,-8.31735,-16.17266,-8.157859,-19.79353,-0.285082,-8.752223,-26.55171,-40.3,-17.3658,-30.53562,-53.31722,-37.85178,-26.6997,-16.68584,-46.13191,-21.36072,-40.30395,-13.61426,-44.62575,-37.39312,-41.32229,-40.68446,13.6762,-4.54539,-1.24746
