Time,Event,A1,A2,A3,A4,A5,A7,A8,A9,A10,A11,A14,A15,A16,A17,A18,A19,A22,A23,A24,A26,A27,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B26,B27,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C25,C26,C29,C30,C31,C32,D1,D2,D3,D4,D5,D7,D8,D10,D11,D12,D13,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,E32,F1,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G5,G6,G7,G8,G10,G11,G12,G13,G14,G16,G17,G18,G19,G22,G24,G25,G28,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,EXG2,EXG3,EXG5
979609.375,enter,-109.9777,-117.1252,-106.6976,-51.6875,-58.86637,-38.4947,-74.55043,-48.84557,-68.6748,-64.54324,-36.85805,-43.46689,-69.41833,-37.74249,-55.87254,-57.20303,-49.84969,-25.4046,-37.42229,3.372811,-24.81476,-38.27645,-22.01998,-23.80759,-1.294919,-31.23576,-33.48362,-34.73388,-1.525581,-37.63126,-16.12332,-33.09415,17.70586,-10.874,-17.05128,-25.83288,-20.00549,-50.84217,-20.17283,-29.19826,-25.79207,-19.14439,-17.44802,-19.20159,-1.456068,-23.47718,-32.2943,-23.5092,-15.7,-4.501151,-25.88915,-16.74806,-10.98227,-12.37702,33.77821,-0.610034,19.87239,18.44598,-1.519352,6.398028,1.02827,13.69515,0.1105718,-3.924562,11.31794,12.65775,13.73385,5.753851,11.87124,12.53431,3.726915,0.1054335,13.51786,6.030877,-0.3120535,35.24685,28.31334,60.06526,10.87311,-22.35578,-18.00579,-23.44696,-4.205688,-2.533956,-5.000484,10.75037,-15.28049,-46.65982,6.517754,-5.837917,11.67402,5.29776,-13.67986,5.889498,11.31298,16.13231,32.06641,35.73606,31.76847,47.29609,74.79593,16.53166,16.43357,83.7756,6.22777,3.121346,35.67173,3.665758,2.011442,0.4613687,11.01622,18.82781,9.854346,-1.722364,4.038625,-4.249677,1.92236,40.86474,10.58637,10.78093,21.35831,74.95318,9.400033,6.102895,7.235363,24.47066,41.29656,-0.4218124,12.00144,1.436058,1.546383,29.24778,0.3597948,-30.03597,-9.566831,-34.97834,-22.43055,8.917156,-11.43322,-6.640586,-7.292615,10.81715,-3.335016,-6.460935,15.50841,-1.019464,-4.144681,-2.873712,19.16054,-4.318961,-5.629057,-11.36946,-16.93262,-14.33413,-28.67066,-21.08748,-4.529222,-1.568461,-3.397337,-1.464602,10.90318,5.370798,0.8540634,-34.87168,-34.57933,-36.7589,-17.27252,8.288395,-16.5704,2.214436,18.19756,6.378462,-25.20912,-15.64117,-2.398174,-14.4509,-19.39359,-25.99166,-43.96779,15.69934,-17.35562,11.55466,11.69728,-8.924625,9.784492,22.3005,-20.93476,-18.33805,-47.50063,-72.17966,-27.17203,-49.24865,-43.54404,-48.04202,-48.91077,-61.98001,-52.66012,-69.12421,-83.93696,-82.10255,-81.84483,-106.5321,-102.6231,-111.129,-135.2447,-71.43433,-155.3367,-85.16216,-70.46235,-9.216728,-1.220588,-101.4278
1094566.40625,frustration,-13.53075,-17.71648,-17.85271,2.872122,-19.27416,-11.09561,-15.84857,8.673992,-9.973558,-10.00137,-13.93189,-27.07069,-24.85182,5.43034,-9.225011,-17.37079,-31.99559,-2.43385,-8.863097,26.58601,-7.890711,-16.91678,-7.679978,-14.94707,27.25788,1.856106,-3.537748,-12.64879,18.05537,1.00868,8.797809,-9.241645,35.10865,1.16043,29.65755,-6.041501,-4.33158,-23.67634,-4.483688,-15.48057,-7.455155,-6.478418,-4.990494,-9.401826,12.85887,-9.632501,-17.49089,-19.16424,-9.745075,1.016088,-20.63834,-8.97533,-9.758403,-6.6553,16.44949,-17.85098,5.912081,19.79885,-8.675295,-3.808652,-9.105949,4.397464,-14.86818,-17.70885,-1.671564,-3.836953,3.85967,-11.35928,-5.443985,-4.930672,-10.24845,2.118376,-2.661448,-10.15717,-23.11248,15.35185,9.45483,37.36678,18.32235,-14.23592,-5.010265,-2.232352,-5.922529,-2.672212,-7.137622,-2.633956,-18.17049,-21.43436,-0.07429048,-21.96154,-15.45809,-18.33425,-18.21324,-6.729723,0.8209792,-6.697243,-3.655313,-17.85257,1.344095,-25.73245,-22.67722,-21.51789,-21.28852,20.10002,-9.180552,-6.206133,16.37446,-8.892887,-18.86575,-12.88621,-19.13055,-12.0389,-8.727757,-34.15474,-22.66464,-30.40367,-19.16016,18.52097,-12.30032,-22.01486,-20.83213,17.37723,-20.38467,-19.25842,-30.05982,-18.77104,18.24067,-20.18301,-24.68349,-13.43002,-18.32682,25.53858,-1.979233,-13.94193,-3.690722,-1.090713,22.72495,12.57485,-5.42582,-6.584144,-1.534491,17.03771,3.658708,-7.435609,16.15685,4.907777,-2.722257,-6.760557,17.50992,-10.65599,-4.881414,-18.64376,-13.7328,-10.11941,-12.13582,-14.93993,-13.2015,-14.8248,-12.32308,-11.14025,3.855572,-8.408087,-7.344979,-27.98293,-43.96061,-35.18024,-30.14258,-5.677191,-18.17645,-2.04949,-4.210738,-16.51188,-46.38044,-40.80547,-36.27095,-41.21262,-33.93109,-12.03072,-47.46875,5.2927,0.9622079,-1.94089,-7.834165,-28.566,-11.85916,6.237925,6.004488,9.859854,-10.74626,-34.3554,12.11111,3.51006,4.276435,-19.57732,-13.41293,-16.00747,-8.054224,-8.789042,-10.94763,-25.38035,-31.16897,-14.56617,-23.52583,-17.0699,-33.7172,6.082267,-10.48604,-9.75989,-12.54978,-28.78858,-39.88339,6.028969
1255863.28125,exit,-33.35432,-51.42062,-47.42393,-37.17801,-46.27577,-34.23377,-26.33559,-8.082351,-31.78486,-34.66358,-36.36055,-27.25006,-33.41729,-8.928219,-28.24646,-36.20286,-27.30204,-7.240087,-23.38925,13.0786,-15.67989,-20.08389,-13.77233,-11.28797,-6.28952,-31.72544,-39.58527,-44.27238,-13.58915,-37.45874,-25.6129,-44.90681,0.2291427,-26.71363,-27.20176,-42.10967,-37.81281,-51.25707,-28.08571,-41.04642,-35.12089,-31.46462,-30.97752,-36.98248,-5.896177,-27.12403,-38.91494,-36.3765,-32.41621,-21.38722,-29.98273,-24.38146,-25.85004,-28.71032,34.25199,4.685045,25.29928,9.72147,-8.832169,4.202837,-0.9048434,16.8154,5.718215,-4.589915,11.14819,17.58842,20.10666,11.96111,11.32096,14.04754,10.8649,2.134547,15.12127,4.459885,5.108249,31.49763,22.52056,55.38034,-10.3399,-36.54819,-32.14588,-38.42506,-27.29594,-28.51839,-26.59925,-23.10264,-49.41143,-51.28913,-11.26521,-33.97503,-29.49668,-51.91399,-27.31439,-19.84809,-16.57396,-23.92671,-15.52693,-33.00373,-3.996384,-24.44424,-12.85629,-23.61235,-22.71793,28.76311,-3.139903,-0.5817378,44.91086,4.202483,7.163085,4.185007,3.581616,-2.438485,6.705044,-7.44975,-3.106547,-1.021039,-14.41721,24.49728,-12.42861,-15.33907,-12.69661,22.7774,-12.95625,-18.44852,-13.70398,-8.992751,25.25566,-7.230515,-10.72341,-9.152808,-5.927365,29.42929,-5.214382,-28.50433,-11.24925,-21.1609,-26.45725,-3.030782,-17.81367,-17.44021,-16.40997,-4.771647,-19.37128,-17.06324,1.782779,-12.67875,-12.24235,-9.330256,10.86751,-11.50806,-17.45717,-14.70372,-14.99731,-14.07683,-19.88766,-13.47349,-1.901049,0.4315158,-6.418945,-7.085354,5.413889,-10.76155,-0.3100037,-19.34747,-26.2819,-28.55038,-16.49191,6.246974,-9.60471,7.320903,16.23687,6.661705,-30.17024,-19.72203,-1.792505,-18.52238,-8.353132,-7.212996,-22.77303,27.40689,-11.75376,21.33603,13.11426,-8.955223,12.07632,20.22777,-26.20469,-25.89079,-47.21254,-72.72078,-21.14575,-39.76187,-34.44694,-48.0615,-56.43393,-52.03854,-44.45699,-49.35311,-52.43312,-60.72552,-60.94717,-57.83167,-57.15799,-56.13896,-66.56342,-37.50931,-54.36673,-50.74087,-52.42875,-17.75962,-15.22519,-41.18585
1313437.5,enter,-7.748224,-20.75737,-25.02437,2.733518,-25.20848,-12.43876,-4.831077,19.02029,-4.192841,-7.424597,-16.08784,-14.32091,-13.54922,22.30837,0.6176914,-14.90228,-15.35563,12.63043,4.199477,44.53054,-2.827469,-2.620185,-7.603452,-2.161388,18.14188,-9.125088,-16.97163,-21.30014,6.477551,-24.06952,-2.683826,-19.2448,28.79557,-4.451347,-0.3626183,-13.67113,-12.22512,-36.48406,-7.023377,-10.44114,-10.92725,-10.77743,-7.126513,-16.35699,11.6772,-5.73123,-15.80214,-7.615409,-11.45648,0.05794026,-13.56163,-2.457952,-5.36314,-9.590952,30.26047,13.23158,31.9037,34.33873,8.470191,8.724828,-0.8322305,3.269125,1.880404,3.241053,15.51145,18.36312,5.682079,11.01814,15.71871,13.97497,-4.77443,-3.157359,9.819035,-4.172374,-1.42852,29.29219,27.01772,54.63522,12.10844,-16.61516,-10.17686,-14.09971,-8.877312,-6.438448,-10.21608,-7.917986,-25.96549,-44.29235,5.117608,-17.37233,-14.90399,-18.41895,-15.51414,-10.72864,0.99261,-9.206737,0.1206802,-22.68405,9.583597,-11.3468,-5.124023,-9.373369,-8.973578,39.37411,-3.463759,-11.79718,14.25429,-11.80381,-20.38336,-13.38857,-6.491726,-9.586919,-2.414697,-11.849,-7.517849,-7.711514,-13.7253,26.73225,-8.106174,-10.25237,-10.56688,31.01945,-10.95077,-11.87115,-20.29859,-1.378184,26.28277,-8.740544,-16.35015,-11.59096,-7.717856,24.90018,-2.230287,-23.85205,5.334389,-10.8799,-5.810963,18.0956,-3.201608,-2.370615,-8.740562,10.53494,-6.012354,-8.510154,11.45239,1.700211,-4.77423,1.368052,29.80018,6.830236,10.06428,6.533547,-1.391443,-0.5175518,-11.29616,-5.92822,12.03765,12.36048,19.35773,5.039652,8.503095,-1.943062,-0.8727206,-13.7679,-21.96561,-15.16151,-10.27257,16.03587,-7.62681,14.14112,20.12224,14.9457,-28.99252,-16.23199,-13.82094,-20.31712,-20.37757,-16.5383,-37.25563,21.14701,-0.02970199,18.79897,9.428234,-10.52319,7.83409,17.4263,-4.598183,-2.909108,-25.7785,-44.25104,3.258544,-17.23336,-9.830259,-25.27033,-28.5622,-26.04694,-27.03899,-26.98845,-29.99609,-35.3231,-33.20266,-35.47871,-33.92083,-37.50324,-36.47048,-19.92051,-15.0572,-28.18636,-38.84048,-10.11065,-6.709552,-17.38017
1416105.46875,joy,-12.2128,-23.50618,-23.03808,-0.3740958,-17.48456,-6.746022,-25.06536,9.286343,-8.013578,-11.97129,-14.30393,-28.37648,-44.17986,5.401987,-10.81443,-16.55363,-29.9248,1.548302,-7.542655,26.68018,-4.686856,-8.905778,-1.017766,-12.55495,24.59504,5.371509,-4.915033,-9.981399,20.5177,-4.83077,9.183075,-8.086323,37.38833,5.125164,24.33967,-7.36248,-6.445627,-24.39885,-1.968828,-13.70853,-5.41501,-8.619995,-10.0161,-13.38437,9.271791,-8.882729,-18.41077,-16.63355,-14.91187,-3.125722,-19.21434,-8.764106,-11.9567,-14.03113,21.51916,-10.19575,8.163939,8.090187,-5.014763,-2.864579,-4.16209,6.021801,-14.89641,-24.25668,-1.621452,0.2013949,8.455497,-8.461246,-3.393639,-1.314116,-7.375377,0.6496632,1.982566,-10.24638,-14.33914,21.4817,13.76454,44.27318,17.84939,-7.370811,4.392847,3.689317,-8.297091,2.154227,-9.752613,-4.697416,-18.15456,-18.8901,-1.427104,-19.92505,-15.4633,-8.049968,-23.91084,-8.012621,-5.785291,-10.96996,-3.182687,-28.98674,1.859688,-17.54144,-25.13789,-24.93789,-23.62602,20.07983,-3.343757,-7.089417,25.28335,-1.213523,-14.79728,-10.59094,-11.72684,-26.17384,-8.061188,-29.36241,-19.31947,-29.74505,-29.50913,15.82794,-17.0775,-24.57255,-22.37527,14.37754,-30.55917,-24.92168,-28.55999,-23.40133,14.83565,-17.37822,-24.28051,-27.34764,-15.04409,25.27002,-4.284969,-12.33678,-1.360649,-0.1013554,-6.194247,7.621346,-7.036153,-14.20222,-7.64645,8.706098,-3.275333,-10.31313,11.42255,-4.791072,-8.244561,-2.873685,16.97437,-6.873592,-14.20343,-12.46152,-13.72265,-9.612919,-10.65974,-9.714392,-8.33445,-19.53387,-5.839813,-9.15749,1.492849,-8.310744,-4.045949,-28.27279,-40.26012,-29.61082,-28.85305,-0.4480012,-18.99868,-1.103786,5.574149,-5.175344,-39.87568,-29.48842,-21.60146,-33.15786,-37.55976,-12.60512,-44.16438,9.55378,-24.38741,3.555872,-4.599124,-16.76259,-5.058245,7.235502,11.71509,9.105282,-10.1014,-34.80112,13.67547,2.909558,7.709232,-12.28929,-13.96698,-10.73855,0.4677179,-2.603165,-4.576885,-19.68664,-23.32614,-12.2988,-18.32274,-11.71196,-26.62607,10.16387,-7.695776,-1.906576,-17.48208,-27.63317,-33.75111,17.32528
1573410.15625,exit,-17.60205,-31.71818,-36.92936,-4.466197,-23.0107,-21.06899,-11.48433,12.48669,-18.63199,-22.4577,-16.34342,-18.47462,-15.79719,7.015751,-9.912601,-9.086613,-22.0733,4.230699,-7.16228,29.72717,-3.676899,-4.308491,-2.323833,-7.839023,12.2059,-7.02249,-14.85637,-20.24182,6.164043,-14.76688,2.033082,-21.85814,23.23468,-8.729752,-4.908475,-18.25648,-18.29927,-34.43747,-9.016015,-14.90631,-14.99229,-14.68129,-14.50999,-19.13165,5.288716,-13.21901,-21.97149,-16.18696,-20.00512,-5.15236,-18.6154,-15.11941,-13.5086,-16.1379,25.65649,-12.98986,0.3142645,-9.952197,-16.14037,-13.1229,-8.450897,5.583727,-17.04654,-27.75868,-9.754776,0.9538411,5.244833,-13.05425,-10.05932,1.255966,-5.706386,-11.18419,3.164841,-4.692689,-12.05988,26.03663,20.36799,46.80182,7.416311,-15.3442,-15.99756,-20.88441,-13.28353,-5.712883,-13.90236,-6.142832,-28.02205,-45.62408,-3.062514,-19.29149,-16.77525,-33.94256,-19.20485,-6.575781,-3.035138,-9.877948,-7.152899,-16.93106,8.662507,-7.921834,-4.347896,-9.795424,-8.410875,38.05788,4.280445,-6.050705,28.06245,-4.671389,-4.782995,-5.201778,-5.527308,-3.17346,2.801154,-7.692842,-8.570164,-17.34132,-15.70514,28.42522,-2.641646,-3.962358,-5.78514,32.10846,-10.21069,-9.29686,-12.98826,-6.312004,28.48449,-5.031078,-7.296028,-8.31881,-3.695064,25.11419,-1.648226,-18.69021,-6.006643,-18.72929,-7.034809,2.939722,-11.24597,-10.55157,-7.238132,3.849835,-5.056867,-11.89678,8.758883,-7.046412,-11.93145,-8.832851,12.56417,-18.53055,-18.22114,-20.54233,-12.59801,-8.634969,-11.28744,-10.8149,-14.24057,-17.61545,-21.37254,-11.84199,2.530043,-12.81916,-8.468841,-12.14969,-23.36968,-23.25305,-13.07157,10.43313,-11.95805,14.19452,17.62552,14.49044,-34.65577,-11.28229,-12.33985,-18.06374,-24.10013,-33.25038,-33.64174,4.289328,-9.904386,-6.150476,-4.804307,-11.36398,0.1830108,14.41818,-6.173706,-6.825125,-28.62431,-50.33456,1.510597,-16.92945,-15.10829,-30.19704,-35.75697,-34.21462,-30.51392,-34.41002,-36.61038,-40.39242,-39.0957,-41.85826,-40.57507,-43.7412,-48.23571,-34.02588,-41.21111,-34.89722,-44.72871,-8.980287,-14.65308,-39.14241
1630988.28125,enter,-23.14207,-26.57089,-25.99901,-9.270148,-27.65282,-18.20016,-27.06587,4.588227,-19.56829,-17.97055,-21.59965,-24.61518,-19.22004,0.1947055,-15.44459,-22.85311,-25.00711,-5.719549,-15.52858,24.86106,-5.056368,-14.91492,-7.19803,-12.24615,6.931779,-11.03473,-19.4576,-23.55063,5.486618,-13.00605,-6.075762,-22.5893,22.03221,-3.131618,5.66129,-18.08837,-15.94597,-29.70122,-10.87403,-19.63801,-16.27987,-16.85893,-15.36354,-17.87048,3.974693,-16.84996,-25.10055,-21.53946,-20.51725,-9.656969,-21.43025,-18.90781,-18.06503,-18.51491,22.30735,-10.14434,11.45306,2.640489,-13.97851,-13.93639,-9.661658,5.514484,-6.213799,-7.327292,-2.493948,-4.96368,6.064222,-7.399704,-1.630601,3.250389,-1.851346,-14.10473,6.893562,-4.504853,-5.757094,28.7474,20.47822,47.71609,7.595454,-17.68227,-8.734468,-17.58227,-14.08866,-8.885348,-12.78028,-13.2962,-29.37964,-36.5532,-2.090469,-21.37336,-25.07181,-28.51799,-20.80438,-9.837219,-10.33754,-16.38069,-7.943396,-29.75765,2.47128,-19.41398,-14.50482,-16.58162,-15.15439,30.11995,2.188706,-0.02016314,30.63166,0.2930715,-4.125916,-4.639211,-0.01704389,-13.4739,-0.4095601,-34.71905,-18.57004,-21.23055,-17.36909,21.08378,-11.82149,-19.14417,-16.85331,21.79607,-16.36378,-13.07999,-17.71855,-9.797546,21.21706,-14.9937,-13.25327,-16.5167,-13.97549,24.40602,-6.597931,-15.85436,-7.888617,-28.71004,-23.00204,-3.386312,-17.21317,-19.92901,-14.57058,0.2170601,-9.034712,-14.78128,7.148566,-7.00731,-13.65099,-16.90072,9.371159,-15.30212,-13.90155,-10.18779,-13.21505,-6.342359,-11.43368,-14.18164,-10.42113,-6.057979,-11.0351,-15.83074,-1.618054,-0.4430746,-8.907705,-20.41358,-28.41071,-32.53226,-17.3688,6.748812,-15.98158,6.386714,5.293055,7.12036,-33.32071,-19.95342,-4.620933,-26.99247,-15.81766,-23.49343,-39.26273,15.83516,-11.26175,8.707296,12.22678,-15.42722,-0.2536603,12.30229,-1.591666,-6.046732,-27.00491,-47.07016,0.9115841,-13.41178,-8.171033,-25.34731,-29.49514,-27.07736,-20.36208,-18.57038,-29.01136,-36.79322,-43.04325,-32.33812,-40.62377,-32.41386,-46.66508,-11.05068,-24.66981,-28.08213,-30.85274,-14.26607,-36.16373,-19.97962
1751156.25,anger,-15.16717,-27.71837,-28.26086,-0.8605997,-22.00014,-18.7068,-13.85147,11.89323,-11.69231,-13.29328,-18.94821,-16.74509,-12.26722,5.746595,-13.72463,-20.65291,-31.05586,-2.447997,-9.612741,24.9737,-5.819203,-13.34416,-9.200995,-7.248032,11.6141,-2.545472,-12.2599,-18.36068,9.299559,-11.17673,-2.102383,-16.60134,27.08506,-2.13546,17.04827,-13.04302,-11.84697,-20.73036,-9.283823,-12.8429,-8.548112,-11.62475,-14.33897,-14.48846,7.449613,-11.78652,-17.92503,-17.20252,-18.25114,-7.615339,-15.02095,-12.86215,-15.22544,-14.36978,23.36514,-6.478885,14.03074,14.40128,-7.330731,-8.414397,-13.50812,-2.993292,-5.864197,-10.97634,-0.2573012,0.847125,3.551791,-6.439421,-1.716006,0.5368414,-16.63983,-2.540082,3.592178,-8.998044,-12.5189,20.94105,18.12766,38.13786,10.11141,-16.55094,-8.52479,-15.86575,-15.18215,-5.767687,-18.74706,-10.04382,-25.12243,-41.58891,-6.395563,-24.37863,-22.0031,-30.31141,-22.46587,-11.43349,-2.718282,-19.16938,-9.068464,-19.5248,-3.297787,-15.42256,-17.31438,-21.19124,-19.69865,24.84017,-11.06578,-5.842323,18.72436,-9.919063,-13.47968,-11.49121,-4.050104,-28.86579,-3.86337,-28.68793,-22.80218,-29.01054,-22.9229,20.15837,-10.30583,-16.61092,-14.28585,21.8857,-16.18372,-14.29792,-16.35015,-7.584221,19.0315,-16.82048,-10.61406,-27.56999,-14.38792,18.43954,-13.7426,-17.77164,2.269485,3.885204,14.39747,6.075419,-5.6612,-11.8755,-10.25471,4.222081,-8.60486,-16.44665,6.0451,-8.124041,-11.01027,-12.41488,16.00158,-10.08046,-7.331464,-4.194831,-10.91963,-4.123609,-7.948428,-9.733914,-4.982124,-8.34835,-9.487815,-10.37568,-5.464654,-10.67909,-14.02958,-19.96062,-35.37695,-27.87164,-20.32905,1.149983,-20.26736,-0.2101427,10.24375,6.927843,-38.6129,-32.52696,-22.24235,-30.4616,-22.13345,-21.41229,-39.64967,4.722041,-6.587266,4.871317,-5.673085,-25.86547,-6.588673,-1.518219,1.596977,-1.310665,-21.38153,-38.68689,4.856753,-13.37055,-9.682235,-23.52983,-27.61063,-26.93669,-20.72664,-23.97036,-29.33001,-30.8062,-30.20427,-29.65542,-34.44884,-30.3043,-32.5659,-16.76819,-24.90201,-27.73991,-37.13663,-13.09523,-21.48187,-18.6814
1887648.4375,exit,-0.5189897,-11.46445,-2.554342,19.4652,-10.45584,-4.723053,-6.817225,19.71807,-4.312066,-6.541896,-12.97926,-21.24035,-19.97779,6.6009,-14.17091,-6.007189,-25.44864,-0.1012638,-6.36988,26.78448,-3.088038,-8.719726,-13.24276,-1.638921,20.40447,3.982547,-3.523124,-6.65177,19.24617,-7.585709,5.766982,-7.277256,40.85503,8.619878,27.81661,-4.206339,-2.840623,-26.19278,-3.597621,-7.445754,-3.244931,-3.507907,-4.143445,-7.603189,6.947014,-8.174647,-12.87766,-9.850442,-10.34427,3.093926,-9.766337,-8.995106,-2.114585,-3.947673,25.07205,-8.82476,9.314073,7.228701,2.282062,4.70946,3.195432,13.92721,-1.998922,-16.41669,3.673624,13.07521,16.25773,-1.637147,4.351269,2.756484,5.26085,-2.994198,6.563601,1.42142,-7.831921,28.74542,19.77679,40.40891,17.75223,-10.08878,2.243535,1.31092,-5.870422,8.249054,-10.16147,-0.3050688,-24.80839,-23.74052,1.038773,-19.45433,-18.94185,-26.63268,-18.23071,-8.958313,-8.193626,-13.26284,-9.760111,-20.48001,-5.717895,-20.0136,-22.85788,-23.05298,-21.80557,23.41218,6.41215,-1.308218,30.00677,-1.116071,-5.410172,-8.745917,-8.361514,-14.78305,-5.199603,-7.359991,-17.77519,-22.90535,-29.2746,15.57701,-19.8666,-22.65966,-21.73656,15.45884,-21.49251,-23.44854,-28.03084,-16.98065,14.82664,-16.6572,-22.2254,-14.86363,-13.95125,32.37897,-0.3122494,-17.7388,0.4620863,-9.698594,-12.58227,9.146193,-3.192568,-2.645217,-2.428979,11.42915,-3.059301,-5.213066,12.71318,5.337671,-1.748624,5.496394,27.08923,0.2796023,-0.7110971,-6.423657,-10.00254,-5.533828,-9.95116,-9.234009,-4.466592,-5.026246,4.334021,1.473408,11.30777,5.819602,3.474613,-19.45321,-26.70148,-25.99985,-20.63424,4.21964,-19.21996,5.489283,18.51461,8.503167,-34.56107,-13.44828,-11.86327,-18.43223,-36.08441,-21.52113,-51.08142,12.34675,-14.08333,9.683904,1.801009,-12.94848,3.632132,13.95715,15.2693,9.007764,-7.707953,-28.46652,17.47338,0.3374957,6.668018,-7.176933,-14.73818,-12.04445,-9.511617,-4.817026,-3.441488,-14.76237,-16.49001,-1.233185,-14.91824,0.7653019,-5.824759,2.904653,11.93913,-1.337284,-10.64327,-19.93006,-23.57203,-3.890911
1945246.09375,enter,-6.723517,-10.15344,-11.67675,18.29731,-5.361438,-1.890999,-7.573237,19.20135,-1.52499,-1.886753,-8.928384,-15.35492,-10.40409,12.61156,-3.963032,-8.711736,-20.82929,6.238974,-3.982956,32.68244,3.420313,-4.836564,-6.256804,-7.146117,29.32514,15.5675,6.580699,-0.9962012,27.25961,-1.033993,12.84628,-1.164791,41.32851,16.70459,13.26358,-2.15465,-5.410981,-15.05592,2.799809,-7.036832,-5.44907,-8.890807,-11.50492,-12.39672,13.70958,-6.116849,-15.67325,-14.69858,-22.11756,-9.945434,-11.57875,-11.86547,-21.22709,-22.4307,30.33615,4.730391,19.85576,5.395309,-11.08102,-20.10473,-26.61825,-17.20907,0.933158,-13.83563,-2.037005,-2.013952,-8.794276,0.7163584,-3.029598,-9.811261,-12.57206,-3.87803,1.800997,-14.9947,-2.826673,21.31381,13.13693,39.37401,22.56477,-3.164674,10.67166,2.1921,-10.97099,10.30929,-19.52172,2.377866,-12.79814,-23.966,-10.74514,-8.084095,-8.450095,-16.47976,-27.43918,-14.51182,-2.48394,-7.166334,-0.8576614,-10.99704,7.473308,-7.91958,-8.975403,-14.9158,-12.46825,35.14521,-21.53006,-22.78227,-1.964344,-19.14548,-28.58076,-19.98123,-21.00289,-7.909004,-4.208853,-15.77401,-12.39554,-17.15065,-16.11587,25.84741,-5.889393,-11.03938,-15.08114,29.24131,-13.53841,-14.18138,-11.51667,-7.280969,25.82711,-7.703545,-8.201113,-18.02537,-5.683889,3.884038,-19.03312,-10.31531,3.536773,-7.074553,-8.037259,0.01954291,-17.18231,-20.71074,-22.53485,-6.319164,-15.2252,-22.15215,-0.4925201,-21.67052,-21.903,-20.68413,7.219243,-12.82913,-7.897092,-5.087198,-6.523186,0.8369622,-6.561466,-0.6626297,4.156964,-6.455974,-11.01381,-21.12513,-18.27556,-27.65586,-27.65715,-8.400517,-24.20196,-19.27053,-10.84715,14.26803,-7.253637,14.79896,14.33427,14.74138,-22.19199,-13.04414,-9.395139,-14.75384,-24.87876,-22.65548,-35.67249,17.05114,-2.572272,12.29847,6.74475,-5.486037,3.72966,19.83531,22.11613,17.06147,-0.5882866,-20.44369,25.95095,-1.213037,12.86331,-4.362222,-11.95545,-7.276003,-6.986513,-2.517389,-12.03247,-23.16288,-8.79233,-13.18399,-19.74397,-15.93818,-19.96771,1.588282,-6.314188,-11.64478,-20.88145,-11.90142,-10.16096,4.720081
