Time,Event,A1,A2,A3,A4,A5,A7,A8,A9,A10,A11,A14,A15,A16,A17,A18,A19,A22,A23,A24,A26,A27,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B26,B27,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C25,C26,C29,C30,C31,C32,D1,D2,D3,D4,D5,D7,D8,D10,D11,D12,D13,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,E32,F1,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G5,G6,G7,G8,G10,G11,G12,G13,G14,G16,G17,G18,G19,G22,G24,G25,G28,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,EXG2,EXG3,EXG5
2119820.3125,happy,-20.84741,-25.8162,-36.44961,-8.105277,-34.9738,-22.52921,-9.410671,8.080987,-15.55039,-21.06055,-22.4963,-23.22547,-28.11445,1.285279,-15.25216,-23.39596,-25.72093,-5.456826,-13.92827,25.14255,-5.405724,-7.7042,-8.610078,-8.170039,-3.132228,-8.090005,-24.70445,-23.48086,4.599045,-16.19922,-14.78249,-25.07764,19.16874,-6.003407,29.61627,-24.42429,-16.59423,-26.78371,-12.01007,-18.6652,-15.43352,-15.98825,-19.31492,-17.19539,2.832154,-13.7856,-18.77872,-19.99022,-23.38361,-13.40996,-13.77877,-18.13817,-22.31241,-14.75536,27.49077,4.135237,21.34165,31.35986,-4.999196,-4.028427,-10.69434,3.39887,5.837168,-11.21579,7.105885,1.930397,5.722889,3.740499,2.096455,2.73947,-13.89569,39.83973,3.033803,-9.3151,-7.770977,28.7515,21.35651,44.88325,7.916276,-23.11543,-10.3815,-13.98402,-16.36826,-8.207103,-13.60155,-4.451973,-32.34003,-47.83945,-12.0053,-20.6734,-27.58304,-26.28948,-21.62844,-4.865787,5.598924,-10.056,-5.143925,-21.88869,3.839272,-7.567801,-8.527843,-15.7372,-13.80296,31.83806,-16.45133,-16.26997,15.42385,-12.87791,-12.78081,-14.71821,-5.962124,-15.9279,-6.589462,-17.5291,-14.4619,-15.17278,-11.15064,21.28509,-3.860237,-15.02353,-8.466023,28.27273,-14.71293,-18.72694,-15.1865,-8.581005,20.31411,-11.72221,-9.760408,-14.51657,-8.836396,17.35389,-14.176,-24.80457,-3.390939,-7.774594,12.14582,2.457006,-14.44096,-16.27545,-15.32647,-1.738118,-11.95357,-18.11864,0.7261806,-5.629934,-15.3707,-10.75124,12.65209,-7.537934,-8.680673,-6.78124,-10.19955,-6.302804,-13.18485,-14.41868,-0.5952666,2.433107,-2.874155,-9.874355,-4.461552,-14.0727,-8.630005,-14.87131,-33.75177,-23.60534,-14.24884,14.9649,-3.295508,11.53084,26.43443,11.21868,-22.05655,-12.14586,-4.397799,-3.669681,-25.9238,8.304903,-27.73925,19.38061,7.143184,12.27011,8.735287,-18.20986,-3.669145,17.82221,3.858786,-6.76342,-26.09653,-45.7618,-1.952807,-19.00544,-14.36829,-30.43624,-31.52314,-29.8309,-24.75687,-24.57526,-32.79362,-43.35017,-42.62014,-31.39076,-40.60559,-35.77759,-43.11137,-24.67018,-30.14295,-32.72723,-41.4541,-11.07018,-19.52182,-23.1414
2229800.78125,exit,-12.09862,-21.48627,-27.10331,-0.990782,-26.82798,-17.86558,-10.53211,22.18166,-2.284137,-8.601159,-19.64632,-10.67754,-10.96817,15.54276,1.058796,-4.237514,-22.26134,10.48187,4.387855,36.53016,6.378278,5.695311,0.7275224,0.6383227,1.122857,-10.26672,-21.85114,-26.92677,-0.3205595,-17.94814,-8.802326,-26.48668,16.3699,-12.81325,-4.532721,-23.85013,-20.11807,-27.55238,-3.330819,-8.857431,-14.83296,-14.26676,-20.06331,-24.26627,8.835524,-8.594296,-13.68874,-9.877126,-19.24197,-8.03229,-6.892037,-6.835456,-9.613522,-12.77841,16.73043,5.771746,16.87115,13.54922,-6.742389,-6.644061,-13.62645,-2.98933,-0.4781564,-11.43028,-2.549157,3.281775,2.730159,-5.23287,-2.772448,1.591357,-8.304162,6.17544,1.630388,-9.078282,-5.374828,20.36548,11.58986,36.8125,-0.2763479,-21.95427,-12.92584,-21.99067,-19.31071,-8.170039,-20.56223,-15.73132,-37.94862,-36.40814,-6.344812,-19.29607,-25.87274,-32.05105,-20.0648,-6.022581,-8.728131,-21.39175,-13.57744,-30.26416,-5.786652,-16.22049,-17.89215,-24.36638,-21.82008,25.02681,-13.00912,-9.41799,15.60632,-13.39373,-15.87172,-13.80688,-20.06931,-17.72746,-9.989464,-12.1298,-11.44677,-21.73196,-29.34018,13.0218,-15.86776,-22.78556,-19.6459,15.02666,-23.0761,-19.64509,-26.33838,-20.52253,13.18458,-14.83237,-22.00044,-19.98651,-13.76279,15.68294,-15.75611,-16.07238,8.54617,-6.346695,-9.414546,4.17523,-10.68682,-10.18358,-12.25739,2.631825,-15.77198,-16.93054,6.330375,-4.508291,-12.00762,-12.46609,16.67551,-8.913459,-2.32294,-1.007854,-1.438129,5.964883,-0.1826562,0.267181,8.247969,-2.065517,-3.202424,-8.900917,-2.835081,-9.791556,-12.30086,-6.592149,-17.28115,-17.62875,-8.788095,9.813728,-11.3564,10.95138,14.10401,6.624924,-31.44507,-22.35635,-20.42081,-28.11873,-22.13023,-5.043933,-38.2546,22.71656,6.419174,21.69836,5.177096,-11.74069,-1.77235,10.25075,-3.022382,-14.09754,-29.21678,-46.64218,-1.472569,-22.27324,-15.15657,-28.68767,-38.15929,-34.70034,-31.68339,-26.32261,-33.48404,-40.42704,-39.19895,-36.7978,-36.49659,-38.48133,-34.41651,-15.69934,-19.58344,-30.58978,-32.91504,-37.74879,-32.86565,-20.00519
2287421.875,enter,-30.99426,-40.03134,-40.78339,-3.877655,-26.17503,-15.5082,-36.70905,5.40402,-22.35245,-25.90834,-21.02261,-33.23954,-32.82559,-3.362401,-18.27154,-20.77736,-31.61636,-7.842019,-14.4078,24.84216,-3.646068,-10.89361,-7.74148,-13.27961,4.344304,-11.11751,-18.14122,-22.60987,4.523616,-18.68717,-3.906625,-23.38451,21.75131,-10.47039,7.312529,-15.49513,-14.52285,-21.03008,-9.755249,-14.59091,-16.3661,-12.00199,-14.53967,-15.137,1.281756,-16.99321,-21.5111,-20.64618,-19.63608,-5.924589,-13.55139,-14.57481,-11.28111,-11.54698,26.44704,-18.02816,4.017828,4.738179,-8.465756,-0.6862493,-5.585835,4.498723,-9.424038,-20.96923,-2.59746,0.3295985,10.04224,-8.752445,-1.544625,-1.732904,-6.612224,-16.81145,3.204432,-13.87603,-9.963045,23.7191,15.50458,40.8052,5.314512,-21.75476,-5.972795,-11.30171,-14.43645,-4.757277,-9.398081,-9.144133,-26.83813,-34.69261,1.101843,-19.27286,-20.74179,-19.19076,-13.67711,-1.228364,-5.008231,-14.8398,-10.73638,-26.38064,3.6362,-19.47953,-19.50686,-24.74369,-22.27328,19.85952,2.036642,-6.212532,25.90129,-1.932787,-6.513672,-11.82634,-9.204542,-14.76787,-6.570878,-20.09519,-11.92039,-21.48152,-21.54639,14.93642,-16.8485,-23.87051,-23.90236,12.16713,-23.62828,-26.2838,-30.14957,-24.16949,14.50524,-15.87321,-25.34571,-20.37432,-14.30578,24.69732,-6.871162,-23.82639,-7.861534,-16.57468,-8.926302,-1.559553,-11.98309,-10.19389,-9.486649,7.086872,-7.533786,-4.110362,10.14103,-1.418932,-12.07112,-9.279691,15.71152,-10.1524,-17.16081,-9.713217,-13.9847,-5.618296,-13.46841,-12.13812,-11.54107,-13.65687,-14.01413,-8.387479,5.431514,0.300261,-4.372586,-29.6797,-36.06915,-31.33726,-29.299,-2.025057,-20.74142,2.649591,4.987716,1.360429,-38.76258,-11.5996,-16.63103,-27.71144,-32.61551,-24.43439,-35.73046,6.001592,-18.73681,1.171347,-2.138463,-14.42196,1.269657,13.27612,3.377209,-6.883716,-24.24603,-46.58303,-1.552916,-21.64235,-12.47037,-26.37963,-29.11356,-26.88081,-24.70422,-24.24562,-33.54459,-41.50248,-36.57168,-37.20766,-36.88739,-36.8494,-46.53784,-18.14702,-27.68944,-31.00379,-34.02935,-46.09873,-56.68341,-36.33079
2478082.03125,exit,-19.69514,-15.85945,-19.47868,2.593159,-28.49,-15.81623,-10.95553,13.67954,-11.85579,-18.44332,-16.37454,-7.256246,-18.71001,4.160018,-17.39655,-16.15112,-23.00905,-7.975091,-8.711563,28.30008,-4.624967,-6.315082,-4.013221,-10.50626,8.555879,0.9136756,-10.71221,-9.638973,18.18941,-8.444688,1.81266,-17.1744,27.9581,8.902467,10.00378,-13.86703,-5.891357,-21.72046,-2.810174,-8.107045,-8.728234,-1.948093,-6.531161,-5.824383,6.27302,-12.93748,-11.92334,-13.88536,-11.02872,3.259867,-11.24754,-8.328497,-7.150689,-7.179358,40.75751,-5.973533,6.704287,14.64014,-7.133696,-4.477698,-4.749628,12.92723,-11.28002,-14.91963,-0.06618791,10.89101,12.14367,-10.91274,0.03952761,8.191578,-1.73739,-7.219557,11.75803,2.403654,-4.303331,34.10807,23.965,52.78365,21.04457,-8.708848,10.989,1.725078,-3.83667,7.740097,-7.109803,4.966197,-12.35193,-15.95623,0.004687517,-10.71314,-7.904667,-8.260904,-13.0621,-3.883043,5.599576,-4.056604,4.18713,-5.992244,8.44963,-1.883117,-0.8089136,-7.506083,-4.355026,40.58656,3.135156,-5.186954,34.74102,2.42509,6.944197,0.8422614,5.427718,-4.579126,1.517808,-7.389206,-3.260402,-12.60734,-11.65259,30.23263,-2.131863,-8.091741,-0.9580009,32.16242,-9.490416,-8.437049,-10.62315,-3.929924,29.3105,-6.650987,-5.823518,-11.99058,-5.5374,28.4376,-2.355126,-22.43986,-5.459736,-5.658238,-1.735218,3.453826,-7.310739,-7.826273,-4.165843,10.09139,-1.323189,-6.595651,14.1861,-1.486087,-1.82132,-8.914449,19.32213,-9.700124,-10.21636,-5.974825,-13.83987,-7.955388,-14.58016,-14.24446,-13.29018,-7.100638,1.109882,-5.087443,5.007249,-2.353358,-5.00891,-14.96886,-16.71292,-16.65936,-11.79707,13.52007,-6.396516,13.89065,17.52602,12.76723,-20.3215,-5.139863,2.542539,-8.114213,-18.63647,-23.13387,-20.16367,12.05301,-3.065871,5.371033,13.57296,2.092988,17.03617,20.85922,19.02236,1.914676,-14.60875,-32.67245,8.244989,-16.58783,-1.097266,-13.26128,-16.8315,-13.22586,-6.354521,-7.164517,-14.95388,-28.83465,-31.31828,-13.75742,-19.38337,-13.09337,-11.51232,-7.901544,-7.131599,-12.6447,-18.07748,-30.97722,-7.602403,2.225349
2535660.15625,enter,2.103231,-5.419337,-16.3691,18.55504,-7.454113,-5.45342,0.2947367,23.84862,2.131995,-3.173339,-6.703384,-10.91394,-21.23712,15.65832,-0.3819409,-7.008105,-20.04519,4.829637,-4.144198,36.46872,3.748052,0.1242804,-2.196574,-6.45457,15.79266,7.871407,-4.102348,-6.529814,20.15267,-5.950683,6.954897,-7.830151,29.69898,8.130472,17.93102,-6.482209,-5.930143,-15.33029,5.643742,-4.484779,-4.294994,-1.288273,-9.078619,-9.211325,14.91408,-1.424306,-7.528092,-2.881598,-9.759697,2.440627,-0.3439787,0.4323142,-5.240384,-1.515809,18.84182,-3.253115,13.83965,22.44247,7.407399,1.006227,-8.723551,-1.978478,-3.706975,-8.03764,0.5997056,4.124604,-0.4319062,-5.035192,0.2093173,1.77335,-16.04293,-7.622569,1.011445,-14.38955,-9.391074,20.13244,6.914083,32.5079,16.78766,-8.303104,3.782029,-7.001218,-10.24486,6.628562,-13.74707,-9.304993,-30.92603,-26.3143,0.6590239,-14.51774,-20.93987,-26.24878,-11.9536,-4.842313,-8.417817,-16.48876,-11.55753,-29.38665,0.6819193,-20.02258,-19.67486,-20.76053,-18.14785,25.79658,-3.561732,-10.85048,18.61175,-12.69435,-11.20164,-11.82067,-18.11631,-17.17295,-13.14212,-18.71813,-27.56561,-25.27209,-5.692315,17.61174,-13.00691,-19.83255,-21.36863,17.29443,-17.99,-18.52552,-19.70409,-15.90496,16.86906,-15.87656,-14.22211,-17.32823,-14.38214,21.39836,-3.523187,-18.30565,7.416723,3.662183,-1.127069,11.2579,0.5921988,-4.275957,-4.645193,7.940694,-4.346032,-10.54357,15.0193,-2.595843,-1.799108,-1.936247,25.61126,4.95539,9.617087,3.12245,-1.037017,3.622686,-5.566953,-5.477021,1.300955,0.1831884,8.111343,1.842151,4.566403,-3.636025,-8.217063,-12.42367,-29.02047,-20.01378,-14.22083,8.811075,-14.91173,11.74303,12.53252,6.156328,-29.76925,-26.14975,-18.29934,-24.46066,-32.80107,-18.10705,-34.47194,8.511872,-2.242723,9.133792,-4.077215,-13.69736,-3.521462,7.070899,17.67303,5.48183,-8.334978,-26.32012,16.83826,-3.850235,4.510865,-11.28204,-18.68286,-11.46504,-11.74377,-3.329365,-8.119534,-17.03478,-18.38743,-12.05756,-22.16126,-12.73483,-15.29883,7.511405,8.099385,-5.156824,-16.33526,-17.13555,-19.45559,4.752508
2606160.15625,love,-1.419077,-12.56298,-21.43222,7.267856,-8.77206,-12.46571,-5.560114,20.07523,-7.275234,-7.5357,-18.18105,-9.870349,-15.6902,14.57471,-5.620476,-4.767747,-14.48862,10.59212,-0.8987614,34.55919,3.507203,6.745755,1.722672,2.529907,7.288507,-1.232499,-14.34094,-19.17292,6.909879,-15.35566,-1.245064,-19.70591,15.57552,-5.191292,12.02502,-20.89482,-18.3115,-21.67599,-1.667122,-9.414968,-12.01103,-9.950457,-19.48681,-20.8212,12.07996,-6.752486,-9.946637,-9.889935,-19.10601,-9.307912,0.9953215,-3.762126,-10.64456,-11.47133,36.81388,3.468396,21.5338,20.79078,7.436652,1.331295,-4.274104,0.9980049,5.104944,-8.685631,12.31711,8.90231,10.29351,10.7908,11.78355,11.02577,-5.046696,8.987605,12.30109,-4.707618,7.423893,33.46537,20.06215,47.32899,5.409153,-21.47138,-7.020532,-12.66051,-17.57455,-8.261102,-18.89837,-15.1104,-28.11557,-43.56622,-6.28545,-20.00965,-28.06106,-30.74422,-19.95022,-8.953559,-12.22648,-15.87272,-10.83633,-32.10361,-7.116045,-20.53603,-13.55479,-21.2067,-18.49026,26.98151,-6.636442,-2.03362,24.86042,-6.301035,-5.616928,-6.602393,-6.321008,0.4048348,2.974345,-9.033059,-8.101109,-15.65261,-16.14043,24.42739,-13.10048,-16.21635,-8.25528,23.58315,-14.7558,-9.502987,-11.38399,-9.445583,21.87173,-11.51711,-7.266474,-10.38459,-9.397097,18.8633,-10.64034,-14.10335,6.616809,0.8371338,1.621768,11.31039,-0.1088675,-5.412502,-8.611128,6.654734,-11.57027,-15.60304,8.166978,-5.24287,-9.759035,-3.061711,23.93167,5.07747,7.571935,7.630107,3.497402,2.484478,-2.248378,1.756389,7.347999,10.38924,16.41916,0.2722461,-2.856761,-8.059544,-4.340128,-9.626987,-15.86679,-14.62422,-7.652894,14.41492,-8.514053,18.36409,20.28057,14.46253,-24.60231,-18.58836,0.7583567,-20.67746,-24.53049,-23.33846,-26.39012,22.81258,-6.577805,20.45899,15.92809,0.3552133,14.47383,21.32188,6.44614,-5.360785,-22.41637,-36.4277,6.778913,-17.90272,-4.12041,-23.38366,-29.86075,-20.67223,-26.57347,-9.149163,-22.22479,-25.31462,-33.07073,-19.2623,-24.88309,-20.10639,-26.13647,-8.922783,-0.03265917,-22.06598,-30.36534,-7.185867,-8.083557,-12.74793
2820632.8125,exit,-11.94066,-22.68181,-31.02055,-3.598333,-22.43568,-17.89102,-22.36543,8.08563,-12.198,-17.90363,-19.80742,-24.3573,-34.57934,-1.590939,-17.22035,-20.30743,-30.80224,-5.951738,-15.08205,25.49517,-2.718064,-8.49039,-6.26338,-4.587214,3.262559,-3.262766,-16.67786,-16.18732,9.309892,-16.1783,-4.982191,-22.11668,16.90233,0.9923071,5.80913,-17.54573,-15.50709,-23.52461,-1.803511,-7.329669,-10.23272,-7.076635,-14.56835,-14.23102,11.08497,-5.537991,-9.822241,-9.760866,-15.41036,-4.933652,3.48788,-6.648397,-8.324298,-6.713726,22.50025,18.92496,30.99419,32.90307,10.65352,2.570161,-6.245685,-3.609111,4.578536,-13.64134,8.181438,2.492358,4.903888,3.240172,7.762959,4.952715,-14.66762,-1.683166,3.767466,-9.359353,-1.60383,26.52228,21.65843,37.54197,11.06322,-17.07824,4.006317,-4.796079,-11.04141,1.915596,-11.65768,-5.10492,-17.97642,-37.53881,-1.248607,-12.20158,-16.08534,-20.01222,-17.19634,-0.4660618,-2.68914,-10.53677,-1.838066,-14.16838,2.140805,-15.21055,-12.46444,-15.26929,-11.77809,30.58143,-10.72427,-12.85918,18.07542,-11.3058,-12.37711,-15.36473,-5.883355,-12.29931,-6.075133,-22.87219,-7.24884,-16.72036,-11.12674,24.67763,-6.928336,-14.27209,-12.82738,26.14884,-12.12755,-12.34628,-16.8598,-12.2628,24.53029,-12.6207,-11.69455,-12.99906,-11.11034,18.12721,-7.029466,-15.69937,11.61279,10.98036,5.717846,10.04031,1.381431,-4.563973,-6.748454,11.16047,-4.30451,-10.13285,13.92756,-0.8538821,-5.202457,-6.751483,29.19251,7.844003,9.485007,11.31007,7.781145,4.040748,1.874638,-4.541242,16.85466,20.18035,17.79242,0.8065509,-0.7771327,-1.963254,-7.84226,-25.2742,-32.22514,-31.70181,-22.45945,4.09364,-22.63533,7.935524,8.415143,4.126623,-33.21096,-27.67409,-19.7957,-25.09754,-27.34676,-2.061672,-38.51053,11.58605,-1.43701,25.05068,-3.692919,-15.06452,-2.182814,9.252725,12.64625,-4.853976,-19.91572,-36.51751,2.451282,-15.95026,-1.983075,-19.78719,-23.53384,-17.39411,-11.35708,-9.889429,-14.81221,-27.88163,-33.76683,-11.44079,-25.56042,-12.38301,-33.05153,-0.3846402,-6.635225,-10.28247,-20.5032,-26.2884,-33.75418,7.550624
2878226.5625,enter,-18.55828,-28.4857,-24.52589,-4.717731,-30.63457,-25.4774,-12.09025,10.86208,-12.09181,-22.62343,-21.7541,-18.05421,-15.63339,0.4248102,-13.936,-27.95391,-27.04354,-5.968098,-12.68851,22.9573,-6.617186,-10.24284,-4.171585,-11.3772,-7.816692,-14.68954,-25.96262,-29.49814,-4.02403,-29.04635,-17.35234,-30.93714,7.211858,-15.31982,-1.632417,-29.75024,-25.29355,-28.25322,-11.12011,-22.33115,-25.82444,-17.94114,-21.62028,-22.81705,-4.464666,-22.56983,-27.11375,-24.85148,-25.11806,-9.358197,-15.54409,-18.21732,-14.54246,-11.77336,31.30246,-5.3031,11.64575,17.64566,1.054629,2.018715,-1.864391,10.55264,-4.935812,-11.46611,8.578811,12.50755,9.369104,-0.890942,8.632005,9.095629,-1.001337,-11.04449,9.702199,1.119951,0.3504691,30.92413,26.03479,43.0388,-3.198638,-24.93374,-12.94645,-25.63294,-22.20631,-18.3613,-13.55032,-20.19446,-42.6696,-53.3746,-1.289811,-22.19923,-33.49109,-36.38824,-11.48786,-7.120131,-6.941356,-21.01572,-22.07208,-34.68754,-2.340845,-26.16942,-26.13691,-18.18306,-15.58182,23.73226,5.682893,0.2096184,31.67813,6.501935,4.022178,2.509771,1.565421,0.9165682,4.973434,-18.8252,-8.693147,-16.90735,-17.41348,24.27196,-9.176181,-17.28384,-13.29141,19.27536,-11.65907,-16.74404,-18.24039,-10.62527,23.92137,-11.2731,-13.49588,-16.43424,-9.406682,25.42303,0.8733011,-19.95287,-7.458131,-17.91982,-14.37663,-0.8825606,-9.817964,-6.743782,-9.754521,6.770945,-9.879284,-10.37736,11.04878,0.133258,-2.695287,-0.6214476,20.27041,-0.2922841,-7.836173,-12.01154,-12.61006,-7.274873,-17.16077,-11.84077,-7.165547,-3.093025,1.266377,0.364452,7.484138,-2.869054,-2.468537,-14.91272,-25.77675,-26.78679,-19.12097,6.502113,-16.70628,7.445434,18.66076,8.213024,-28.12215,-25.09703,-12.34198,-20.28129,-34.12097,-36.21865,-33.52587,5.886784,-12.7936,2.964727,0.9905162,-6.056802,0.7805058,19.99352,-3.925278,-16.73975,-35.84299,-49.78895,-7.248935,-26.48901,-22.67266,-34.89508,-39.29396,-39.22873,-36.72964,-30.73174,-43.33488,-44.14126,-39.5338,-42.96857,-46.26273,-44.64304,-46.13884,-29.13716,-25.15659,-39.13428,-47.42015,-15.21194,-18.57579,-4.075136
3056347.65625,fear,-26.62545,-32.55579,-43.12597,-7.624619,-30.46896,-18.7847,-32.15831,-4.369893,-28.32198,-24.68907,-23.12565,-38.1008,-43.60204,-13.28889,-27.26139,-28.93943,-46.58912,-26.71829,-22.11405,17.27897,-15.46832,-22.59262,-6.560896,-17.34568,-2.907246,-2.651832,-19.28514,-17.11135,7.205077,-1.204558,-5.897606,-18.94971,20.64409,1.763523,39.05699,-14.56866,-6.331123,-18.00444,-5.344201,-9.560984,-10.45092,-5.995981,-10.69357,-7.356529,4.535101,-13.35755,-15.76498,-18.36958,-17.66721,-5.340135,-16.09049,-16.24987,-17.80711,-5.540457,9.020471,-22.02497,-12.35116,6.216696,-19.66696,-22.2754,-24.95986,-11.12015,-25.92338,-36.14738,-19.30776,-15.38426,-10.87227,-28.33342,-23.36354,-16.04855,-26.0512,-5.38639,-16.54973,-22.55703,-27.08027,9.407616,1.413144,23.45787,11.16801,-17.09397,-1.715158,-15.40302,-15.3561,-2.017514,-10.24073,-6.044984,-25.55387,-44.48148,-10.07804,-18.2134,-23.08231,-26.09405,-19.25553,-7.713789,-1.363073,-20.49801,-13.85995,-27.51012,-7.29245,-25.76926,-22.64637,-23.44059,-20.00988,19.79784,-25.56837,-19.5633,0.9820771,-20.67061,-26.34328,-35.54057,-18.14361,-20.72891,-23.91536,-18.94757,-26.99349,-29.9679,-27.05555,10.49341,-17.68273,-25.86658,-22.09552,14.53473,-28.91052,-30.63179,-33.22372,-21.80801,10.68876,-24.27853,-27.73162,-24.26004,-21.53733,8.115132,-15.11443,-30.95085,-2.587304,-12.44382,9.417579,-11.71071,-15.76149,-20.30216,-14.01876,4.947019,-6.539268,-20.11117,6.548723,-6.18502,-17.7242,-19.97236,4.428612,-22.4674,-26.07037,-18.55515,-16.79542,-12.42298,-17.91526,-19.48466,-20.53409,-21.2803,-20.21687,-22.17527,-14.34916,-18.00799,-22.5864,-29.88374,-50.96815,-40.904,-30.91881,-9.365582,-31.00475,-7.250414,-0.2107881,-11.23321,-50.94851,-34.33891,-39.89554,-43.24954,-49.82286,-12.67008,-41.62813,-2.496238,-0.5321848,-6.694764,-14.33569,-25.6556,-17.2133,-5.030149,10.08389,-4.712515,-25.32512,-37.29108,0.8079818,-19.37388,-14.18258,-28.90414,-34.7425,-26.21534,-21.42994,-29.37328,-34.09189,-43.59451,-34.40422,-41.08582,-41.10573,-45.16932,-53.68082,-22.18362,-35.22571,-29.27363,-40.12403,-13.49235,-20.36395,-25.90359
3073687.5,exit,8.950221,-8.38549,-12.84344,5.153236,-23.41879,-19.86691,-7.691766,20.57735,-2.307769,-8.26198,-20.04715,-16.26618,-12.97973,11.51682,-7.790629,-12.8695,-25.06497,6.16216,-2.967669,26.42058,-2.956361,0.9009979,-3.819962,-4.75247,-3.739443,-10.88293,-21.32586,-26.41867,-1.587634,-29.59155,-14.48582,-28.59864,4.993129,-11.10701,-6.486122,-25.11395,-28.10701,-35.15884,-9.634871,-17.43485,-23.95062,-18.14725,-26.21345,-25.58426,-2.536886,-17.42109,-23.07924,-24.07083,-27.37302,-13.45407,-15.50287,-18.01084,-17.1388,-15.21124,24.58115,-7.33278,7.693405,10.58418,-4.051549,-6.117341,-11.63772,-6.564106,-4.919709,-7.612478,-0.4795877,3.968016,1.214258,-3.33846,-0.1435512,-1.931692,-13.79469,9.52335,1.048875,-12.80098,-3.358944,21.45974,11.51219,37.13104,-2.028301,-24.64756,-1.408489,-9.116344,-17.71876,-8.458792,-20.45148,-12.57874,-26.53312,-26.6602,-6.693954,-19.14389,-20.524,-18.12312,-21.11457,-14.70579,-5.827229,-18.50574,-8.897917,-18.46068,-3.369064,-17.45148,-12.44886,-19.86512,-16.21002,27.56609,-13.55018,-12.42934,12.25858,-21.16711,-14.48838,-21.00907,-14.81476,-4.655752,-10.54265,-26.55514,-13.43568,-18.36217,-20.22845,20.38401,-14.0864,-16.80278,-15.30684,22.71847,-14.03609,-15.89094,-15.4132,-10.37445,19.31157,-9.707725,-10.98002,-18.68154,-9.289925,13.86893,-14.74283,-24.22724,-1.931261,-8.910129,-8.333297,-3.72261,-13.72285,-9.605202,-14.75712,-1.058793,-15.42731,-17.52805,6.78284,-10.64528,-9.819929,-6.911864,17.48484,-6.055284,-5.494433,-11.9515,-11.078,-5.903141,-11.90586,-5.694653,-6.016163,-5.196632,6.329276,-7.490991,-5.211058,-12.0062,-11.84964,-8.317592,-22.17315,-16.99382,-12.63904,9.509666,-10.467,16.55593,10.52702,12.9054,-18.65941,-21.0847,-15.26663,-24.1877,-21.78007,-18.18545,-29.99872,14.88964,-7.871719,7.076359,7.118171,-6.363096,5.630133,9.967422,4.138317,-14.40142,-27.43326,-44.6591,0.01278125,-14.5647,-6.765546,-24.31105,-28.26896,-21.11137,-16.82415,-10.03543,-11.90188,-25.75004,-31.57957,-7.448438,-19.25311,-9.227223,-12.12231,-2.892217,11.51934,-6.999271,-13.59237,-14.77997,-29.65535,14.75603
