Time,Event,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B22,B23,B24,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D15,D16,D17,D18,D19,D21,D22,D23,D24,D25,D26,D30,D31,D32,E1,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E16,E17,E18,E19,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,G2,G3,G4,G5,G6,G7,G8,G9,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G27,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H13,H14,H15,H17,EXG1,EXG2,EXG3,EXG4,EXG5,EXG6
3898.4375,InitialInstructions,-26.74515,-24.3765,-25.73637,-27.81343,-34.39115,-13.57808,-19.1848,-14.30935,-50.57235,-22.02263,-25.14588,-32.0111,-20.21755,-0.8174717,-3.72013,-16.06208,-10.55374,-10.4273,-17.18186,-22.46545,12.89636,-0.530324,-51.39346,-53.1674,-11.62283,-45.8045,-3.057455,-33.90348,-13.39867,-30.4525,-40.63288,-35.73211,9.049375,-32.93312,-34.92117,-26.90454,10.62597,-3.71373,-12.47362,-5.102783,6.538728,-42.7393,-2.622401,3.184436,-2.038748,-42.19304,-1.814603,-11.76397,-19.49778,0.8023612,-0.9523115,-31.12413,-4.669732,-59.63888,-25.98687,-3.571163,-17.43298,7.358594,-50.78564,-12.60641,-3.549538,-19.46958,-12.62964,-18.13412,-16.59142,-19.71115,-62.37505,-31.526,-14.80347,-5.913268,-2.609173,-29.89157,14.49925,-37.61782,-10.63166,-16.61211,4.540907,-6.096508,-38.52301,-11.1713,-16.59923,-10.05554,9.774044,-31.74507,-24.01228,-10.65826,-12.99729,-43.73612,-11.05629,-8.514507,-47.36375,-7.965381,-6.998846,16.42662,-9.516124,-11.03638,-34.6992,-72.39711,-9.256303,-25.15735,-12.21486,5.458694,-6.070625,-51.71395,-15.62295,-22.59191,-6.408213,-27.9069,1.918776,-12.69367,-27.73117,-13.68153,16.58968,-1.806865,7.120253,-2.415146,0.6700317,7.463977,1.437565,-21.81977,24.61326,-7.581802,-1.960491,-10.53857,-0.2822624,-3.426989,-8.333741,-1.766643,-5.31634,-6.235765,-0.1057375,-2.622797,-1.450919,14.77629,-7.691566,4.21376,23.51684,13.39916,-12.19132,-0.04959641,23.84115,14.82276,16.61249,21.38875,-4.744676,15.7832,-2.09883,-5.753474,-10.24808,1.189339,-11.81084,-15.39009,-18.76933,-19.49764,-23.32687,-21.0852,-11.7361,-8.081985,-12.84403,-9.807706,-6.440971,-9.790503,-14.55973,-9.324086,-16.39755,-20.22402,-29.91687,-23.02664,-25.92243,-22.92445,-6.769522,-6.439991,-12.04593,-12.89781,-26.09442,-31.26122,-37.07629,-22.12173,-7.392233,-5.956771,-14.79069,-7.696718,-14.7764,-10.55463,-5.392107,-2.870179,-28.39091,4.271682,35.15851,-3.415581,-15.7431,-5.281308,-12.48227,-22.16945,-41.05839,-26.69247,-16.8058,-20.45076,-17.42032,-14.23827,-13.30738,-12.78297,-17.59612,-14.11076,-18.32304,-16.98851,-12.48181,0.6396633,-11.58758,-17.35471,-60.39388,0.04806614,-30.87308,-41.84432,-18.3711,-7.11889,-26.99845,-78.49818,-44.00142,-26.23388,-30.7251,-20.95825,-70.81622,-23.54313,-22.40361,40.21621,27.39929,-5.343713,20.79023,-29.8963,-23.83838
103929.6875,prebase_instruct,-23.36624,-14.84344,-18.00158,-21.91845,-36.24399,-9.164396,-19.83739,-25.25107,-54.10764,-23.38928,-17.29967,-25.02944,-18.60163,1.430042,-17.25606,-26.27067,-20.59466,-7.969706,-10.48777,-13.20328,18.44426,-15.83882,-55.23343,-53.00151,-24.31151,-38.92338,-13.68201,-36.06369,-27.1436,-29.35557,-27.76808,-53.40793,10.02434,-35.97509,-34.79975,-24.00358,14.16281,-1.907558,-15.5526,-5.753949,9.744366,-43.52617,-2.58497,1.583058,-3.667331,-41.24976,-6.215315,-4.815543,-18.62247,8.390347,0.1741821,-26.96655,1.164868,-46.37674,-13.63794,5.038096,-20.03347,9.301294,-34.2313,4.514335,13.66404,-10.89888,-12.57242,-18.2185,-10.04469,-8.914866,-26.03427,4.550401,4.966417,-0.2394391,5.395825,-22.85313,11.24363,-29.79649,5.967569,-1.66924,12.31239,2.889402,-38.3319,-7.333238,-11.32741,-8.394869,3.238193,-27.8838,-16.73886,-3.297752,-6.054421,-44.0489,-11.68988,-11.19794,-45.28041,-6.210625,-6.281736,22.99855,-11.59931,-9.809405,-23.54171,-70.72552,-9.966818,-23.99825,-12.21475,0.02673615,-1.185753,-49.11182,-22.47565,-20.00899,-16.01524,-31.03312,-10.6123,-19.82071,-43.35926,-22.6084,11.44862,-9.251867,-16.63181,-12.22963,-13.11366,-8.791483,-16.26245,-32.21207,12.8467,-4.759048,2.956515,-11.73181,-4.649159,-8.735467,-8.826357,-7.215463,-10.97163,-13.29871,-15.83614,-15.59022,-14.11201,7.846602,-21.43666,-7.200935,10.53039,6.539989,-18.33409,-19.68908,10.66727,8.037887,5.276193,8.275222,-13.49988,3.920128,-11.20253,5.598582,-11.54424,-3.878308,-5.970035,-15.63468,-3.401278,-4.910916,3.571141,0.4107669,12.34269,6.380889,-14.68033,-18.24277,-12.86413,-24.63882,-6.350113,7.14366,10.62312,10.30249,7.561687,6.023996,-2.167417,-11.11391,-12.24761,-5.702658,-8.904634,-10.90061,-12.05823,-3.62337,4.368888,6.074662,5.085179,2.16235,3.166166,-22.57402,-26.2466,-16.84684,-18.61765,-13.34363,-40.77696,-8.296643,19.61774,-18.42795,-28.12379,-4.085458,-14.00447,-20.97312,-42.53252,-27.88269,-13.02976,-33.32771,-22.66324,-17.90576,-15.02085,-17.82033,-13.40467,-13.45382,-18.36985,-18.71908,-16.42477,0.06885082,-12.06593,-18.80634,-59.64385,5.659604,-26.91601,-39.81145,-14.92528,-3.174619,-22.99295,-70.44855,-43.27824,-24.58417,-20.29301,-18.26311,-71.81783,-25.90705,-18.39133,-19.77832,-20.03198,-43.65642,-24.58603,-18.70923,-23.88426
114375,prebase,-11.43112,5.95635,2.555128,-1.830965,-12.43479,6.424529,6.878541,-15.74772,-30.15634,-6.369013,-1.42577,-3.077678,7.549022,31.26876,-3.822521,-13.067,18.08275,-2.748538,9.954396,7.120787,46.5215,-3.673594,-44.72636,-40.76248,4.145643,-17.9216,3.764232,-27.06363,-16.95299,-7.4643,-32.85275,-28.35646,25.38024,-18.91751,-17.48838,-9.52194,29.2061,14.57714,1.575952,9.227113,20.85914,-30.41049,14.67472,18.23821,6.179437,-10.96692,18.07717,11.85246,-4.266133,8.464737,7.564379,-17.56291,20.2824,-39.07169,-6.302465,5.345497,-10.88547,32.23761,-26.76239,4.29664,8.15316,-11.33104,-22.71458,-28.52011,-38.79529,-38.42344,-57.06615,-22.07781,-17.14898,-15.91051,-10.36401,-42.95644,-0.9715383,-58.1387,-24.93307,-31.47472,-11.80723,-18.04956,-56.06609,-30.21652,-32.38943,-30.54074,-10.41483,-41.73616,-35.7235,-21.94524,-27.06353,-53.11539,-23.53989,-23.46405,-60.3996,-24.55992,-21.57001,3.137386,6.706679,6.702771,-8.819078,-53.50381,7.857602,-7.562404,-6.005219,15.87768,1.349471,-35.56276,5.70077,0.7568323,-17.60707,-27.86774,3.090966,5.222565,-14.93258,-26.459,14.1534,15.71006,1.795557,-9.912211,1.620257,10.58979,-11.58793,-33.06109,11.0189,-9.069494,-12.82025,-16.29225,-13.25907,-8.712227,-18.79571,-12.58637,-17.79157,-15.13762,-20.35681,-20.0566,-18.55021,10.42227,-17.40236,-4.226495,8.361566,10.05076,-13.61431,-14.74928,11.015,10.31444,19.2305,11.72232,-8.31305,17.78167,-9.932401,-0.8876678,-13.25343,31.74866,21.11049,3.130288,2.836295,5.607303,-0.5570186,-3.944414,0.9044678,1.793743,-4.321888,1.147302,-11.99891,0.1398257,-6.496867,-0.3858801,-5.564291,0.2902587,-5.956626,-0.8613418,-8.577482,-4.966324,20.70872,31.26491,23.30353,0.2823578,-13.73078,-23.57619,-16.1352,-7.534429,-2.629706,-4.297543,-17.81253,-18.51015,-16.81115,-5.341326,-21.65219,-9.721519,-40.60665,2.176002,24.89458,-15.55459,-21.95785,-14.08034,-23.49631,-29.17386,-43.30479,-27.27674,-19.53233,-25.66104,-28.33864,-23.76646,-22.63486,-16.39441,-26.38107,-27.32923,-29.93757,-28.00856,-18.72855,-12.72176,-6.698288,-32.12993,-34.19805,26.4642,-6.025816,-18.79854,3.898648,11.53405,-1.973613,-46.94925,-16.7689,-3.929485,-8.70598,-1.851548,-51.94086,-2.545203,3.008106,-20.75901,-38.31907,-40.36206,-22.23602,-4.760644,-3.269719
234375,exit,-33.67646,-15.31456,-8.189982,-6.913377,-27.5679,-3.926183,-11.09615,-29.50677,-50.56947,-14.8853,-6.109209,-26.99879,-22.20892,3.056846,-22.75015,-28.94301,-6.635105,9.690491,-14.03178,-4.798521,22.99204,-18.3766,-56.63258,-32.7921,-16.16081,-40.30228,0.4274391,-37.83485,-21.3268,-19.37592,-38.87693,-30.588,19.7824,-25.69806,-22.3968,-12.31928,25.38605,-0.638441,-5.715211,0.03855793,17.72527,-26.47434,2.507278,5.960485,10.98175,-33.17567,-2.817863,-5.372543,-12.50388,2.173443,10.7253,-3.604942,-6.648969,-59.17465,-25.30515,-1.082977,0.8955655,9.237317,-46.28938,-14.72606,2.709432,-6.471961,-9.147474,-12.43289,-1.854363,8.577711,-25.39007,-16.04191,-5.583278,8.475138,6.885125,-23.71807,11.02134,-8.92955,22.26138,-0.9957907,21.84645,5.067126,-23.94026,4.144925,2.907316,-2.256834,12.23781,-20.04022,-6.812887,5.653181,-1.103672,-38.78553,-6.872958,-1.76418,-36.92823,-6.578835,-7.690324,16.30499,15.9492,13.05181,-6.390632,-55.43517,38.93592,21.939,18.44254,39.25286,19.60584,-67.4115,-33.83089,-8.775074,4.561028,-65.88969,-17.05715,-30.64098,-7.502815,-19.68517,-13.88584,-27.50051,-6.209715,-8.813178,1.143751,-17.36051,-19.3317,-35.56602,1.08992,-1.164452,2.364077,-6.342749,-0.540736,-6.678161,-12.54919,-4.58868,-10.44783,-18.24792,-11.21433,-24.86664,-22.90474,5.284062,-21.74409,-11.51848,3.428822,3.929984,-23.79011,-18.47478,5.73396,3.68216,6.840521,1.253634,-17.30901,5.19559,-9.990885,8.277696,1.494248,0.5027131,-5.624903,-9.163316,-14.77612,-17.43368,-20.99744,-19.63743,-8.55724,0.01729813,11.03074,30.45975,22.50438,45.85163,9.78795,-3.522025,-10.94022,-20.33212,-28.04946,-21.17698,-9.429539,-12.98899,-13.97418,-5.665219,-8.712193,-10.67027,-12.91186,1.220257,-17.68506,-14.72241,0.80655,5.252354,-7.731533,-26.76908,-30.32743,-20.9521,-28.0675,-13.10444,-37.71271,-4.746459,18.69469,-14.99867,-24.09452,-10.0771,-16.13581,-26.56786,-39.54546,-29.27345,-12.16457,-23.36987,-24.02541,-10.65475,-5.957282,-6.722942,-11.11637,-5.598889,-12.18065,-14.68673,-11.64084,-0.8773364,-9.768441,-19.90722,-36.75724,19.66554,-4.833139,-21.84058,-0.1864006,9.948683,-9.680857,-41.43002,-27.46133,-3.578037,-2.158429,1.485203,-47.30102,-7.033632,1.736877,-27.74158,-37.29532,-36.36015,-43.05115,5.399057,8.881024
234425.78125,FeelingItInstructionsButton,-56.56313,-38.9894,-61.46845,-64.81475,-65.49758,-32.62413,-43.01952,-58.22949,-73.97619,-44.40214,-72.04086,-57.59747,-40.79198,-28.13326,-46.02509,-53.00451,-39.28601,-46.16948,-65.80003,-46.58036,-22.59084,-35.01358,-72.96349,-62.35151,-46.67088,-58.09174,-34.16577,-57.30486,-34.72227,-39.63191,-40.34333,-39.91103,-12.93473,-59.1448,-59.90026,-53.69648,-21.91864,-29.9026,-35.35776,-35.14254,-21.51558,-80.85616,-28.11755,-23.13718,-40.78878,-63.55147,-25.63741,-22.7223,-36.01386,-22.34164,-36.18645,-74.43301,-17.10391,-65.28827,-36.39518,-34.36391,-60.33164,-6.423404,-48.73117,-17.25886,-16.44506,-52.18917,-29.65348,-32.52708,-41.77991,-41.1422,-51.73605,-17.75826,-22.24057,-22.22534,-18.96892,-42.44466,-3.769453,-58.99612,-23.73304,-29.24034,-10.81083,-27.44037,-57.28017,-35.74127,-30.60838,-33.93247,-17.57491,-47.49754,-36.70533,-25.605,-28.64241,-61.25871,-27.93757,-25.83879,-62.66658,-29.59211,-26.04995,-2.684852,-58.09003,-53.30602,-56.20347,-92.17552,-73.70485,-95.65607,-77.46343,-72.91393,-79.05716,-106.5857,-29.70531,-40.7233,-68.49699,-51.57867,-9.618649,-29.28809,-39.09234,-61.54592,30.34085,12.48335,8.51043,-18.26536,-24.18013,19.80901,-22.05318,-47.83503,-13.47734,-21.70334,-18.19708,-16.19931,-19.1278,-20.31935,-26.82454,-18.6972,-24.92492,-30.86856,-23.92835,-35.55051,-33.50665,-4.902548,-31.26351,-26.33264,-13.01692,-8.29184,-39.02659,-32.88906,-12.06754,-8.818511,-3.221039,-7.542346,-26.2946,-4.765853,-17.73427,-17.05681,-38.33849,-27.31284,-27.37191,-16.84353,-15.75216,-12.85518,-9.846728,-20.29358,-16.34229,-26.05015,-61.65939,-68.81221,-66.01564,-80.95263,-43.43604,-19.62016,-14.47346,-9.109796,-10.93987,-9.419508,-15.33842,-23.2275,-30.99288,-38.48082,-32.83545,-27.75253,-26.90354,-30.29611,-17.07805,-14.02319,-18.10325,-29.21895,-25.99795,-49.33331,-50.96764,-38.73368,-49.03873,-34.87157,-59.80862,-22.92964,-5.395243,-37.45346,-45.09089,-32.66626,-36.99393,-41.65277,-62.49765,-51.56907,-33.95033,-44.06555,-42.02601,-29.73604,-28.24509,-30.30655,-33.0725,-35.97676,-36.52505,-36.74709,-33.68724,-21.32309,-29.64735,-40.40403,-81.43577,-22.99118,-44.28144,-60.22315,-36.12909,-25.87378,-47.20741,-86.53881,-64.18729,-42.69007,-41.99928,-39.4478,-89.31439,-49.0062,-41.62386,-64.13388,-74.84258,-66.86621,-75.51492,-35.24162,-30.20939
301710.9375,InstructionsForEnding,-22.19051,-4.681508,-3.87428,-8.807343,-21.23494,-2.261471,-9.168848,-24.97729,-35.34412,-16.45592,-6.873918,-20.24398,-27.39837,-10.27086,-17.73808,-15.45179,0.05183521,3.549422,0.497206,-22.83821,-1.978296,-5.248636,-41.92739,-27.67492,6.70261,-28.88082,-12.31829,-27.14191,-1.344329,10.74281,-20.78057,-29.61801,23.5702,-19.07924,-18.77658,-12.4234,20.96089,4.7783,1.450013,3.587462,19.34891,-32.14325,3.762432,11.71468,-2.3363,-38.00248,0.9106202,-4.57624,-9.990799,-2.55463,-2.398313,-28.55505,-9.742784,-63.5574,-23.37013,-15.81196,-25.4032,2.000277,-57.16045,-19.55033,-10.06941,-30.09763,-19.40646,-23.64023,-41.78416,-41.65928,-73.69914,-50.10454,-38.12759,-26.24624,-19.86832,-39.02178,-2.507655,-53.02108,-21.57402,-40.87783,-14.00429,-24.35959,-50.75587,-29.43673,-26.06479,-29.66276,-15.41904,-38.42134,-35.70959,-23.25994,-23.89554,-56.22479,-19.4712,-22.19352,-57.051,-24.37893,-23.90225,6.565921,-2.804874,0.1782734,-22.65861,-49.6331,-7.523083,-15.59765,2.504222,-12.98158,-2.881915,-33.56637,-24.72,-17.04918,-23.44674,-14.4471,-16.04717,-25.40904,-27.21756,-23.24836,33.14885,-9.884031,1.92677,-9.200584,-6.446047,1.065184,-19.7894,-32.75816,5.004238,-19.31929,-12.79174,-18.99017,-17.16879,-14.35251,-22.0118,-17.81056,-17.12424,-27.67913,-20.52261,-30.8416,-27.61493,-1.743531,-21.57626,-13.02556,1.45526,-2.961967,-25.60363,-25.47772,3.384072,-2.114995,-0.7088807,1.032913,-22.0407,-2.128266,-17.49838,-16.4637,-22.2554,-4.924103,-13.74792,-26.85342,-35.84536,-29.77359,-32.01047,-29.79776,-21.53177,-19.20434,-27.18796,-19.98775,-31.17022,-35.81133,-24.44873,-25.47419,-34.61542,-35.73992,-47.1165,-41.66509,-46.87139,-32.38981,-13.00309,-5.799668,-12.80047,-21.98358,-43.72713,-57.17237,-59.65576,-40.18233,-24.87006,-24.34267,-35.55652,-24.71018,-26.97895,-15.008,-27.37366,-17.36115,-40.73247,-6.360082,11.25645,-18.97866,-32.10423,-11.09284,-20.09154,-27.57231,-47.36924,-28.05002,-28.45489,-33.24986,-26.27363,-22.28133,-18.89001,-17.81285,-24.48713,-27.22944,-31.62621,-26.62687,-25.33753,-11.69644,-20.93023,-25.3439,-40.72718,20.14495,-4.962579,-17.74042,6.591006,17.27913,-12.39181,-52.36294,-15.78948,-1.785097,-5.297718,3.317166,-47.36816,-5.161655,4.319926,-35.92977,-36.15783,-40.26159,-39.89637,12.05339,2.116917
651164.0625,ImaginationSuggestions,-37.9002,-38.4706,-33.43545,-40.88634,-50.56586,-25.76924,-35.86435,-30.80379,-59.41422,-35.34848,-43.38012,-40.91871,-39.06282,-25.29595,-30.51607,-33.65017,-24.94717,-29.187,-37.10077,-35.63282,-6.921894,-28.20012,-52.55805,-55.3053,-28.22104,-45.25327,-22.26012,-42.04742,-26.38326,-22.02313,-28.60672,-27.83105,-4.039093,-42.88507,-37.85154,-28.99526,-0.496742,-22.57133,-25.85108,-20.05795,-2.564487,-52.28621,-27.30847,-15.08964,-14.82937,-53.31037,-24.9964,-24.97926,-30.70412,-13.67384,-12.77178,-32.8151,-22.54891,-64.10462,-37.42058,-15.63116,-21.45437,-4.327745,-46.29826,-24.18127,-2.302549,-19.85231,-16.00203,-15.99236,-7.924661,-0.9961918,-17.84685,-3.157153,2.84439,6.044892,16.51129,-22.82962,11.71364,-19.12253,15.68158,-4.472515,16.8898,10.19302,-24.99351,-0.1726596,0.4900037,-0.2570499,14.05817,-20.22978,-11.82115,2.493893,-0.6518262,-31.57479,-10.47185,-4.482147,-32.50454,-8.215892,-10.52579,20.34959,-18.74553,-19.51264,-31.25251,-72.96209,-12.32219,-31.07347,-28.22203,-8.105505,-9.112693,-59.14692,-36.67978,-35.36174,-13.04346,-35.10065,-21.32648,-34.62471,-51.71801,-12.39565,1.967631,-22.09383,-25.41327,-32.29534,-38.12193,-13.09038,-27.12966,-42.14294,-11.95885,7.316854,13.14252,0.3045133,4.94904,-0.7638148,-7.356838,-9.511196,-11.16416,-22.54521,-18.69068,-24.49429,-23.0987,1.736124,-30.80287,-20.07666,-8.388323,-2.15686,-28.68663,-27.25689,-7.008448,-0.7058693,3.332475,1.548129,-19.31401,0.960295,-22.0691,12.02664,1.216989,-19.19458,-17.32831,-11.67882,-12.44157,-23.98401,-18.23828,-20.30575,-6.6476,-5.337431,-13.37827,-13.95345,-8.406817,-10.99027,-0.8527269,2.552907,1.40053,-11.37136,-10.96605,-10.86106,-9.239224,-14.26081,-17.02769,-23.71109,-18.21409,-14.35507,-15.94051,0.007168539,-5.383304,-4.190445,8.532312,3.991701,0.5868322,-35.34818,-37.55662,-24.01625,-35.78442,-17.62351,-46.49354,-13.29005,5.919274,-21.33075,-28.10699,-16.94557,-17.96256,-35.8464,-41.6489,-27.58888,-13.21988,-29.49682,-22.58823,-13.97636,-9.133058,-14.04886,-11.0972,-8.489277,-12.26683,-15.13527,-18.83733,-2.083862,-8.63981,-25.18696,-56.00142,3.705375,-30.88535,-42.53488,-26.11025,-8.670701,-32.464,-68.56873,-35.70139,-24.81669,-27.12333,-30.90315,-72.6479,-35.56439,-28.10138,-51.29105,-39.97018,-51.51435,-38.34203,-29.20417,-32.32853
712765.625,enter,-36.09691,-33.87101,-35.12136,-40.30913,-47.37901,-24.25645,-27.90182,-27.96745,-52.19721,-32.72834,-39.45433,-36.73973,-30.07465,-15.6214,-23.93088,-25.25599,-19.82309,-27.28015,-27.64889,-25.9665,6.391688,-19.63107,-48.01131,-41.45401,-18.19707,-32.0345,-9.314271,-38.1003,-23.94263,-10.62065,-22.23563,-21.98311,-3.194704,-44.50277,-44.40989,-35.55698,-6.319706,-15.03388,-22.89626,-26.85874,-9.006516,-52.29656,-16.63066,-17.99578,-21.82343,-41.94464,-16.75114,-16.45431,-28.90253,-16.31903,-13.61809,-34.88191,-10.76107,-54.67112,-30.74159,-18.85782,-20.32289,10.73769,-32.21949,-16.69215,2.837698,-19.39048,-15.90928,-19.00081,-3.58689,0.847612,-13.21502,6.352348,5.998511,5.412784,6.57859,-25.3683,8.604673,-23.52047,17.34069,0.2796181,18.14017,3.815849,-29.42448,-3.809655,1.416082,1.176213,9.758777,-21.54026,-17.22605,-0.5075014,-0.8928801,-33.77142,-14.76102,-7.630548,-33.13971,-9.019949,-11.7254,15.42317,-25.12433,-29.98398,-36.7453,-77.7589,-8.730321,-30.37647,-29.9476,-7.557557,-8.233323,-54.50594,-37.21819,-32.4178,-14.42414,-34.52825,-21.07694,-35.46627,-45.06952,-13.46488,8.435655,-19.97156,-21.47234,-29.2806,-29.91657,-7.37718,-17.17628,-32.25095,-5.41972,-3.908949,3.541125,-10.76042,-2.073397,-4.986762,-11.84869,-7.838283,-9.298023,-23.8169,-16.79539,-27.80444,-25.38705,6.699248,-24.64661,-13.16214,-5.957593,2.492114,-21.97885,-24.71725,-2.846974,2.81438,4.815618,3.432961,-18.50761,2.957526,-16.99286,1.485346,-6.948043,-7.19117,-8.709428,2.157842,2.881989,-8.534818,-1.680498,-13.7241,-0.5802714,-5.186901,-16.29243,-14.93095,-14.674,-11.47979,-0.371602,-0.7959427,5.203698,4.598849,8.307344,6.863401,6.028499,-0.5793498,-11.88721,-12.48364,-11.84388,-3.531445,-0.3540885,3.170888,11.25658,10.05491,1.993031,-3.727205,0.7406998,-30.97187,-31.89672,-20.37997,-33.95222,-19.09273,-40.47654,-12.79635,3.721352,-20.70431,-32.63053,-22.36194,-27.44238,-33.18215,-45.33474,-21.70329,-4.802958,-29.41065,-23.75712,-14.90752,-13.57715,-10.79043,-8.770625,-10.95562,-18.78501,-21.21412,-16.64157,-2.893624,-4.298713,-24.01591,-63.9751,-8.765086,-39.70574,-49.08147,-24.22146,-18.52812,-33.60579,-72.94174,-46.03942,-31.58444,-33.62125,-41.57695,-81.74358,-39.87336,-36.04024,-34.96652,-29.87472,-47.18164,-21.00915,-33.38478,-39.28983
1002148.4375,love,-5.643783,-15.7011,-9.875059,-11.0745,-15.30745,9.247283,-0.2871346,-14.25636,-30.04591,-10.75469,-14.99329,-10.20687,-8.333464,6.731146,-15.04853,-13.64385,-0.2839354,-1.037925,-4.299987,-5.360425,21.3765,-5.297253,-30.44557,-20.98261,-0.420729,-16.3982,-0.1913589,-19.79985,-7.317517,7.045401,-9.859248,-11.728,29.92295,-7.185407,1.096545,-0.7427735,24.87767,12.66977,15.6172,14.1434,28.94683,-16.0736,11.81883,20.26035,11.28292,-18.62219,10.29703,10.98423,8.228106,9.508262,7.503469,-5.654453,6.587524,-33.11766,-3.654408,3.772813,-0.5884879,15.52476,-22.77981,-2.602213,8.602319,-8.578417,-18.478,-21.85365,-21.18405,-34.40617,-59.25338,-44.7118,-53.68773,-47.78327,-37.64922,-28.70843,10.39106,-43.87807,-15.20514,-46.47154,-29.87697,-36.92616,-37.35069,-28.17547,-32.00971,-35.67938,-15.81722,-30.3814,-26.98663,-23.75114,-18.58972,-45.21669,-12.37544,-11.56134,-47.72421,-20.2254,-18.84737,9.90382,4.472838,3.73482,-3.10934,-46.39925,10.30466,-6.757789,-2.521836,13.74268,16.27425,-30.44427,-10.89848,-15.09553,-1.980295,-7.780303,3.285453,-7.84449,-22.09655,-9.614422,10.04038,2.646103,0.7051101,-4.8549,-4.641047,-13.67668,-9.833999,-17.33892,1.675358,-26.49261,-20.8295,-19.77353,-16.92972,-12.95174,-16.31015,-7.651119,-13.61148,-12.48876,-22.13379,-23.86165,-21.82802,12.12344,-15.92186,-9.362092,-5.463512,4.617919,-22.7269,-22.55982,-3.446488,5.149892,6.304596,12.07583,-28.92494,4.597474,-14.6985,-28.06231,-17.68152,4.131392,1.378455,-4.213608,-8.59363,-9.998912,-13.08727,-11.86106,-13.66417,-8.692096,-7.426771,3.522153,-7.377555,-1.68796,-7.22607,-17.31787,-34.10731,-18.58269,-27.85277,-16.09653,-19.0097,-12.11206,0.4509,3.259271,-3.330483,-8.810038,-19.98182,-28.17536,-35.60943,-41.27636,-27.92575,-18.13614,-50.83978,-11.33197,-17.26379,-4.227719,-13.81816,-2.645582,-24.45922,2.320923,19.85163,-7.102755,-23.06688,-13.24426,-19.46682,-27.60795,-36.45289,-15.53374,-12.62414,-20.62437,-19.00139,-7.997378,-4.566717,-3.198349,-4.303014,-12.92009,-17.31416,-16.29731,-16.20762,0.1609817,1.603604,-19.38898,-29.00322,25.48264,-7.647934,-12.10194,2.281021,18.10504,-5.835122,-18.9618,-8.727987,-1.123622,-2.331947,-12.21722,-46.9746,-12.42935,-7.83765,-12.87305,-30.27244,-12.0839,-36.32578,-19.49228,-26.71856
