Time,Event,A3,A4,A5,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C9,C10,C11,C12,C13,C14,C15,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D14,D15,D16,D21,D22,D23,D26,D27,D28,D29,D30,D31,D32,E1,E2,E6,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E21,E22,E28,E31,E32,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F16,F17,F18,F20,F21,F25,F26,F27,F31,G2,G3,G4,G6,G7,G8,G12,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H8,H10,H12,H13,H14,H15,H22,EXG2,EXG3,EXG6
1532257.8125,enter,37.56905,19.68734,27.14795,38.58504,50.09381,23.0736,-1.645719,15.59246,24.70146,48.52444,41.49044,-16.32842,11.63011,-2.642271,42.33131,39.67923,30.97315,20.47123,18.43736,30.9461,17.98866,21.76866,40.46865,21.26734,18.31874,-11.39901,43.74155,53.31178,44.0084,18.43953,52.37313,54.34583,47.36356,30.62926,50.13586,49.51893,29.02768,37.32884,42.18207,35.93755,26.57069,65.35552,47.27508,48.26747,30.09115,71.74392,44.6306,51.27041,48.3833,31.28433,38.20332,62.46581,58.15673,52.7303,7.192944,54.1936,23.67013,16.08456,-2.55801,0.4847421,19.67768,35.35366,39.14639,28.42397,6.831003,6.128668,-3.263515,-14.58111,55.96306,33.23405,54.96376,-10.42751,64.32057,45.64505,30.13767,-14.04643,30.95765,55.16422,59.46076,15.01978,-4.450132,-14.19558,36.91859,39.92303,-5.322419,76.71377,64.04838,2.860553,25.39382,36.35855,43.4016,23.15037,12.45132,63.24293,-8.126189,5.239614,22.44876,-42.15331,10.46092,13.51247,28.38303,5.379153,38.50036,19.06916,12.91352,44.50981,55.61972,20.18384,58.53642,37.66374,-1.77407,1.271621,-1.702771,45.24885,-11.00086,4.073449,-12.01111,-8.383286,-10.18076,-1.388777,0.6663053,0.921575,48.45737,19.62467,-2.784711,26.61868,-3.649246,3.503358,5.379768,52.2844,32.8922,30.4602,51.34755,37.66954,-99.22865,17.10412,28.83407,11.82762,-7.933516,31.45532,24.39177,42.59383,31.99146,39.39121,26.50031,14.69084,32.92995,16.85336,29.64045,36.11673,-8.26438,14.41868,25.79954,25.41441,14.19217,-10.0297,-4.183517,-7.711802,-23.64004,4.037444,-11.00348,-16.8775,-5.680098,-10.07418,-9.469675,-11.60748,-8.866529,-4.566687,-16.28454,-10.02513,-5.379982,12.353,-6.742551,27.19405,50.73635,32.14206,55.00592,29.73204,43.9187,30.11692,24.53503,66.57568,51.93637,32.65028,28.99283,35.36521,62.31733,82.19644,54.63096
1871898.4375,exit,44.37908,28.88476,34.67628,32.23553,48.30633,32.111,32.11843,20.38835,31.89774,33.73289,21.87795,15.51189,21.39899,11.05024,36.63661,56.44815,32.64758,24.51544,21.48146,33.77423,25.90859,33.29055,43.19311,25.957,21.13502,5.927283,47.20074,57.50093,52.54907,41.46214,62.17394,44.28709,49.58693,46.54773,66.9748,32.42467,47.04093,47.94038,31.32277,38.7429,32.13983,70.0788,52.14019,58.78085,39.44391,71.2406,42.46785,53.2681,42.29116,37.76109,54.29291,71.56422,57.98551,55.72656,46.70737,56.09605,40.84784,22.49617,9.35999,13.79272,30.98866,50.41114,55.48278,31.72792,31.46371,11.2079,34.37682,-2.320575,74.18857,49.38152,53.99992,1.14105,80.84103,72.35033,68.8632,-2.599655,47.72989,70.08093,83.88606,35.19741,7.042053,-2.626471,51.51389,53.23214,20.8563,90.89851,64.76494,49.82897,48.51032,46.97065,44.81791,31.47249,39.70066,47.67921,49.20523,36.72305,23.57463,33.58513,24.13802,19.63893,35.91965,11.91136,28.08124,22.34182,36.13516,51.793,57.24162,44.31562,29.46695,42.14337,28.55507,9.013917,39.0046,53.20437,16.70296,31.87137,19.8786,19.21176,21.95185,24.60877,25.21602,7.469644,4.90442,21.16115,15.22602,20.2959,23.27026,33.53451,30.44825,60.9995,37.4581,37.99415,42.14529,45.92109,54.83693,46.70646,49.63567,31.90623,29.41214,31.22113,38.88936,30.91696,47.67939,35.23109,34.67221,26.83451,38.01932,29.03648,54.27515,25.81903,17.62133,18.4791,21.85827,29.49703,19.93395,11.36881,16.63906,6.094197,-0.1335842,25.62191,24.39946,-1.64924,8.162071,7.518044,8.124688,9.914878,27.57977,12.89063,-0.7267405,7.041655,9.271784,21.02189,6.805819,24.89647,53.69822,34.69816,59.40894,30.96257,53.47659,41.24957,37.65062,57.04914,50.21382,27.92544,30.76539,28.66774,50.33849,74.05083,33.59609
1929515.625,enter,-5.650913,9.327079,19.05494,35.67419,-49.55505,-2.298435,-3.04734,8.341129,20.13399,33.31165,31.92318,12.14171,4.390317,3.135837,29.39482,36.59192,26.41394,17.15492,15.69575,27.66385,17.90667,17.03976,36.01662,20.75148,15.95605,1.91116,31.85024,51.64835,39.26109,34.60343,48.48484,38.64806,44.23671,35.26535,60.10714,19.21766,40.52662,39.44753,18.54373,34.53937,25.3476,64.32196,43.20564,52.95027,31.91746,64.25948,37.67588,41.52806,34.07808,29.7693,50.40671,60.25359,53.4222,48.69558,42.59116,42.17653,32.23998,37.98202,23.13496,23.77275,42.64125,45.02741,52.6484,26.86419,27.96442,21.91291,50.71399,10.05955,68.88034,47.19847,44.25767,13.91777,78.08425,59.01719,53.53329,12.98016,44.02539,66.88457,74.37209,43.71528,21.90285,12.56336,52.21581,59.41919,37.24399,93.08714,47.71066,31.75072,19.51875,30.36628,36.23459,18.24058,35.07495,40.57013,34.25802,27.29489,-12.26996,41.57685,17.80654,17.11061,38.77815,-2.566412,16.45103,11.04596,37.5502,46.59258,51.76527,40.67255,25.30203,43.43264,18.32791,-1.681083,36.43005,59.08215,23.29855,46.76524,32.08121,36.80831,32.32534,34.13054,39.43968,8.639083,15.86819,13.64718,20.95831,20.73132,32.97905,27.51329,19.31523,57.75394,30.32792,35.70274,36.45421,40.84303,48.61283,31.3317,42.43545,14.2905,20.97368,25.79537,34.8072,37.77044,44.37369,28.98444,28.05092,20.82319,32.76469,39.39758,43.15432,26.0586,19.38407,12.04677,27.39718,24.10561,13.06404,19.14528,24.69346,17.5234,6.952199,32.6772,21.44311,10.09196,20.21296,18.81838,19.26652,7.66727,22.84157,20.00628,10.92556,19.07534,20.50715,16.58598,18.46239,6.917897,38.45309,18.24182,44.65411,17.34864,28.94815,24.27084,-3.893188,10.77176,1.189817,-6.634479,14.96891,-27.34779,81.97047,132.7006,-17.83451
2374312.5,exit,33.10661,23.47278,29.13786,32.35656,41.49334,27.7794,19.38861,13.04871,19.87828,31.79235,24.81568,23.39821,26.18844,12.41729,29.73373,39.7537,34.10912,26.73376,23.29187,34.52996,18.49244,21.0221,41.91514,29.56539,25.57502,1.536256,37.08666,51.88744,42.03561,40.90556,58.94094,34.88177,42.30692,36.7277,59.36565,23.68288,35.10869,37.85824,17.31659,31.66331,22.73506,64.87859,39.0023,47.50187,30.83195,56.91834,32.10646,40.33483,30.34844,24.73822,48.17589,58.25749,46.04606,45.89885,30.99453,35.71283,24.11876,35.27633,24.72242,24.76963,44.51439,49.70666,54.63819,18.89574,17.36057,30.88845,51.22955,12.53218,75.86383,50.07197,40.8705,14.68771,81.74728,61.41812,58.13137,15.12188,48.51269,71.2317,76.09837,48.54234,22.38457,14.5051,60.17477,63.43899,35.7528,98.66631,51.30031,52.41464,44.22573,39.23844,46.27864,37.31514,37.82115,52.68177,51.01109,53.10106,16.06078,24.09039,38.04884,32.01586,38.24569,13.92585,33.06834,30.50371,34.56847,53.97673,67.37254,53.06772,30.61409,49.47567,13.4227,16.73805,31.2303,68.222,25.71825,45.58693,32.6673,34.68099,33.19093,34.44663,40.1306,15.64697,17.21372,20.93531,25.47006,29.99909,32.00275,20.43325,14.52326,49.70051,21.05629,21.11958,25.14614,26.40752,42.98246,19.29726,39.15319,16.32092,16.25794,14.17556,19.23252,17.08506,46.6347,27.28399,25.32253,18.93047,38.21687,38.63691,36.45792,22.91438,16.11365,21.48533,22.01927,33.76386,23.00883,5.373984,12.66417,21.01074,-3.75002,22.38041,23.16489,14.71176,22.55665,11.85522,11.54116,4.650189,26.82852,24.38257,15.81886,24.17476,25.8891,17.75246,21.37964,28.86847,42.85629,28.29023,51.82035,23.81952,45.2174,37.78276,23.22046,43.69904,40.88432,21.75753,21.79586,29.04622,44.39104,73.69309,36.94752
2431886.71875,enter,18.74412,14.8381,20.3943,13.5867,22.41931,7.652111,9.38069,1.928108,6.582314,29.9617,12.17044,3.898524,8.90404,-5.411675,3.950686,20.82948,17.26305,10.97599,6.901928,18.84229,-2.750046,8.097108,26.01276,13.70507,9.031437,-3.518383,27.51819,45.049,38.36049,34.58907,54.79093,36.18362,39.21012,31.68272,55.72752,21.73078,37.53555,33.32695,17.28046,53.09568,29.9741,64.61365,38.31971,45.1012,30.75394,67.14101,35.33205,38.53542,28.80209,20.02482,38.36278,57.27918,47.19306,47.3682,32.92973,41.40066,29.17668,31.54499,21.21287,21.37085,39.8741,48.52918,53.11652,16.37405,23.17102,19.5455,42.85218,9.55219,76.64275,49.16288,32.19717,12.642,80.53963,52.6134,48.9369,11.54577,48.52235,68.31081,70.8287,45.22587,18.39493,12.36023,56.02227,61.39811,27.36827,95.31946,54.20775,43.41322,39.15536,40.02947,42.95421,28.81416,33.51432,47.95607,45.7418,46.92835,19.61427,28.96245,25.68317,32.66328,41.21976,6.560982,37.36908,32.36172,40.76702,58.97969,72.65565,51.79312,36.02685,54.44333,-14.10822,9.536631,30.83086,57.92633,14.65665,38.6109,18.23597,20.20465,19.37267,18.89363,26.50924,7.140934,15.38225,19.47471,11.84495,16.6417,18.00713,25.15239,15.59929,47.8332,22.0062,23.11451,26.21432,31.13754,48.23316,30.69867,37.32253,19.97358,15.25505,42.46399,28.22648,28.70859,46.3961,22.47113,18.50607,11.83836,24.80407,35.4111,34.77504,12.84954,7.475806,4.177513,5.645637,17.74856,7.135104,3.944814,10.39341,16.51117,-6.016556,20.88821,19.62022,10.98377,20.11321,5.517202,6.383454,6.115149,21.83099,20.57473,12.58531,19.81135,22.35704,8.134713,19.27692,17.16329,38.31962,21.40235,42.9729,15.61592,36.20078,33.32729,22.34228,39.05246,36.16822,13.95882,13.36383,24.46059,48.60553,64.19447,32.3813
2705585.9375,exit,32.98624,28.82817,35.84524,32.38447,42.92722,27.34534,20.51651,23.61659,12.23083,46.54108,23.69764,18.65725,21.47204,2.02764,2.811028,22.79365,25.76094,19.46104,15.2374,26.7767,12.43792,6.683238,33.84753,23.22743,18.11009,-0.9848889,45.61206,59.62798,50.97744,45.20119,64.70347,50.15887,51.99751,44.45219,74.72842,34.18671,46.36339,43.94242,28.63014,54.00908,39.04994,73.79517,49.61994,53.76771,39.62349,74.9864,45.67585,48.09472,38.32398,30.67495,54.51373,61.42248,59.6391,60.51402,37.42632,53.30145,35.6622,33.60534,24.41741,26.58545,45.57315,55.02801,63.35001,22.57831,24.02898,19.30362,43.77285,14.37642,82.1413,58.47118,53.73338,16.91957,86.52662,65.69205,60.26905,14.79551,53.89771,74.26463,78.27706,50.84568,21.22597,14.70712,60.45761,60.5807,30.50324,97.36147,51.61833,46.38008,40.44064,40.3186,41.34056,26.64111,40.78215,54.05222,43.99692,43.55925,10.63393,38.26666,29.53056,29.82585,36.87225,21.42253,24.57711,24.877,26.79033,45.17896,56.85635,40.65745,19.56119,37.81668,10.659,7.111375,34.52149,52.76989,18.46817,36.52211,24.41286,26.97401,24.73443,22.65866,31.7426,-2.914724,10.58432,2.878931,9.188313,6.504125,20.77801,24.49133,16.64161,59.44991,32.08589,30.51274,31.15778,39.22563,51.27161,33.62368,46.74089,23.09885,22.00885,35.14647,28.00669,22.18779,56.46957,37.8362,33.3205,27.04225,42.90236,37.35969,43.35555,21.12534,16.90055,13.09229,12.25679,26.74563,15.07309,8.636468,14.77136,18.04086,-0.4574086,26.10611,26.98502,13.19876,20.37858,9.8804,10.07534,14.1021,31.14434,23.39917,14.31155,22.56787,24.61231,22.91589,19.28605,30.86409,53.89515,38.941,64.3276,36.48785,50.47543,48.55251,23.71015,42.39317,42.92949,27.03374,33.52782,35.44213,45.48688,72.14071,36.63076
2763160.15625,enter,25.83334,34.1082,40.67245,3.225367,15.44641,16.00408,15.21056,29.76441,51.39287,67.2826,2.125431,-0.2756186,15.64506,17.84646,31.69291,52.71256,21.04508,16.73657,13.28744,23.66227,27.44254,15.52168,29.63005,19.11914,16.28918,4.222371,48.70839,62.20193,51.38823,39.41432,60.39565,56.64577,57.2975,44.30402,65.56006,22.94444,52.20835,45.9195,24.82121,68.85186,40.52979,76.37937,48.90231,48.80666,24.07564,72.50845,43.57424,46.69051,38.29819,26.94867,44.31685,50.03942,56.54373,57.90611,36.2782,36.37296,29.37643,25.6505,16.82345,18.4001,37.07228,43.44436,50.93788,15.53043,20.7774,16.92472,35.68593,6.096817,71.3779,45.67561,39.44688,9.613104,73.99384,56.90556,62.20358,8.051394,43.77073,61.68406,69.98701,39.77562,14.28516,8.346736,51.13826,54.60467,23.24511,89.11841,55.43074,51.08821,51.70038,33.08995,48.56908,39.63529,43.44527,66.65572,60.30904,52.56501,30.16763,48.61357,40.03618,35.7696,45.52246,33.07831,40.58732,29.66509,43.48155,58.24384,71.16825,54.26957,36.85113,46.12789,10.67595,9.582131,31.48142,60.19459,13.92611,33.22976,12.58325,14.13987,13.56508,11.33787,23.02884,16.5875,11.60379,11.41359,9.367432,6.561275,9.218489,21.40092,20.51785,58.65022,26.49809,23.64386,26.31512,26.70332,39.40224,20.04956,34.93556,17.09412,15.15782,26.91993,11.43889,19.2983,42.85719,26.10657,27.50795,25.85611,31.63819,29.98687,36.32794,1.14146,4.79115,9.402678,4.353373,24.09228,12.96736,-5.050876,1.823803,10.70172,-13.38477,12.21622,18.18608,6.698889,14.09904,2.41977,2.430007,1.220677,22.70147,15.91668,8.496486,17.12504,17.96351,18.42086,13.14429,29.12868,47.3354,35.78906,64.41628,36.17589,51.5958,39.48723,27.63145,43.91161,44.74602,24.78176,33.62813,27.07219,29.67188,46.226,30.76106
3056625,exit,29.51258,21.00747,27.11817,30.87375,40.80507,29.09674,18.65222,16.0109,31.91747,32.42801,23.8799,20.01403,25.62277,20.81081,33.88736,44.43563,28.83583,24.54427,18.99935,31.24327,26.79386,26.45646,36.98614,28.97205,23.46266,17.61001,40.18354,53.83153,46.791,43.09325,66.764,42.11975,48.3086,39.7941,67.48383,38.6492,41.10575,35.53081,33.64926,42.66663,31.10514,74.77112,49.78354,55.79278,48.44419,64.27285,41.25954,51.98012,41.00995,36.33245,54.77045,70.10652,59.46877,60.91262,42.88464,59.69218,49.53,52.32027,45.51988,45.05685,65.43906,67.80974,73.41138,33.32607,44.27022,36.25434,54.09139,34.49617,98.44719,69.4081,52.72696,37.06879,95.6233,70.28888,76.38313,35.75145,66.66208,85.92723,87.50707,63.43917,40.91557,36.63278,74.04334,76.31699,40.49721,111.4854,60.27383,52.93405,46.61492,45.729,52.84011,35.52284,50.69927,61.62468,63.98664,43.67989,12.80241,35.65978,39.51974,24.42281,47.58821,23.76233,30.72926,31.82147,40.06736,45.97429,68.83609,51.13298,30.71656,44.59843,32.94177,24.21295,44.23669,67.50922,24.15852,46.36921,27.31968,32.16105,25.52983,19.64635,26.32356,11.99505,17.27859,20.05552,16.21861,25.70623,16.86849,42.20035,34.85775,64.40395,37.94151,38.67411,42.54022,57.40026,66.44053,45.17126,58.53191,47.44234,38.74433,54.00185,44.02549,40.05874,66.8475,50.32645,42.96335,40.05622,54.43033,56.62795,57.07729,24.8439,13.10674,15.74923,10.16806,31.4989,19.54257,9.596416,17.29225,36.02612,2.905681,30.97918,40.50401,31.43475,38.48465,15.01786,14.68263,17.44051,44.97716,40.13264,33.08136,41.88022,42.10868,33.7581,36.92627,40.3814,51.42631,35.45024,60.36922,32.95008,43.86195,44.15152,18.87001,47.25663,40.91426,34.44467,28.76681,28.94695,59.27612,70.35358,28.163
3114199.21875,enter,36.2753,30.34683,34.89777,23.02832,34.95121,26.40752,26.3536,27.51176,33.90931,35.40138,14.3915,11.95618,28.3068,19.74129,35.30659,41.79747,32.07476,27.86594,23.74155,34.98423,22.72051,25.70335,41.07081,32.02372,28.29439,15.57555,46.52977,59.03037,50.92618,41.23932,63.25081,46.7561,50.78045,40.33686,71.76625,32.64882,47.27481,42.94433,31.78584,42.88571,34.85138,72.61219,52.47023,50.53345,38.08265,62.36959,39.711,45.84993,36.74471,30.78492,47.93336,59.38779,51.63878,54.78484,38.26532,44.29543,36.94529,25.40116,20.37226,19.34739,39.66252,44.74654,51.0123,16.58475,25.47774,14.00015,35.98433,9.212496,74.33183,46.18492,39.09681,11.93148,72.71405,53.67085,52.39558,9.953258,42.54465,61.60501,65.68253,42.98475,15.56283,10.89309,49.96094,51.84159,20.36973,86.09507,48.1996,50.86877,45.4135,37.3914,44.63778,29.576,39.90173,50.15841,56.98469,42.85287,15.07484,41.80547,28.08155,22.82347,40.00237,16.42933,25.00897,17.69498,30.48235,40.77273,54.59803,41.3958,30.36399,32.96536,21.52131,5.181875,29.52904,51.76371,17.68462,28.49638,16.69391,20.65325,18.74459,18.48762,22.84415,3.004359,11.53124,16.98539,4.462534,13.94516,16.11959,25.20721,21.02554,52.27012,30.20323,28.27377,32.21826,36.58353,50.6494,34.61666,44.32856,19.2508,25.53987,37.96554,32.44732,29.85048,43.8871,26.9472,27.15915,28.8665,33.31735,30.28897,42.4074,10.88677,8.178017,20.70443,8.669252,34.77035,22.49536,0.1927803,5.916382,9.173717,-9.876146,18.50784,19.40052,5.515374,12.87693,4.766821,6.135026,9.482971,24.172,15.83028,8.189684,16.39001,16.62263,20.62324,11.27913,30.88678,49.76212,39.16362,66.65899,38.29594,54.80489,47.96995,27.73334,45.3852,48.56109,31.23087,34.71794,34.84906,40.24619,55.86711,38.24815
3510144.53125,exit,22.47335,24.65017,29.77726,32.494,39.50213,18.06858,16.97244,26.76536,34.61493,37.50328,20.80999,26.89406,27.27159,24.7744,38.93568,43.54318,30.80249,27.33002,21.2472,33.02025,24.03495,22.79927,37.99168,32.21012,27.16092,10.91252,34.48301,50.96979,40.48843,40.2116,57.7603,39.39006,47.81253,34.92456,69.70528,32.12936,40.62637,40.67245,33.75044,39.57001,30.44389,71.4173,50.47949,51.89221,42.02451,59.73899,38.19988,48.24563,40.09339,33.22949,49.94152,59.11538,52.64574,57.22075,41.60166,52.31587,40.77569,30.66391,24.47398,23.96411,43.16899,51.02958,60.72217,29.10661,27.84116,27.58821,42.11885,14.88739,79.82128,56.09797,45.88332,17.0092,79.25784,59.28029,64.68575,15.92004,49.20556,70.46424,70.35737,49.54595,20.08833,17.16497,60.85841,61.07521,28.97679,94.69392,50.40262,46.3916,47.15967,40.77348,47.04382,32.9269,49.45182,60.65133,57.77319,49.53177,21.94119,41.737,35.53264,24.95207,42.14699,22.90909,37.11438,34.93874,41.11608,51.59633,64.47143,46.75128,39.46472,35.17331,4.175259,7.507479,36.88146,60.76062,19.0897,37.25975,23.21155,25.61543,25.4147,27.82865,26.46346,11.63623,17.23953,21.37769,18.63377,22.3715,26.0807,28.59211,17.38786,52.76313,32.38918,38.41575,37.44627,41.467,54.22696,37.27925,45.93107,23.3152,22.51697,41.77439,30.37437,31.60871,52.24553,35.60861,27.7311,27.30289,29.16343,33.49681,44.60646,20.86922,12.21887,19.77299,20.4492,35.02077,24.04148,12.76836,18.98667,19.83657,5.857301,32.19465,23.48446,16.5858,22.70782,7.8198,9.57748,14.4657,28.6555,23.40784,17.9773,28.74221,26.32137,21.11666,21.14001,24.90214,41.18451,26.72078,53.13259,24.93412,36.61468,42.07937,13.42694,28.26201,27.00436,8.949085,22.06494,10.90862,50.59457,76.07982,20.00878
3567761.71875,enter,24.77624,26.95862,32.17688,25.79192,30.65689,17.65801,16.74296,18.99785,18.12949,52.5544,18.61399,15.98509,23.28286,17.00681,6.457747,41.10975,26.12725,23.00414,16.86398,26.74701,3.92871,23.35165,32.58163,27.12635,21.01229,9.761837,45.89529,64.98455,51.62497,52.52685,73.12519,55.81541,62.49403,47.09443,82.86752,43.5778,57.11316,52.26268,42.00724,63.82883,50.47056,83.59399,61.61853,58.95458,48.96836,76.94219,50.03234,59.71825,49.28641,39.37418,62.37783,69.61214,65.04471,69.40331,47.68979,57.46419,51.09838,30.32267,25.24772,25.65543,44.59584,59.94294,68.82516,34.97992,36.65993,27.03323,46.05601,15.9084,90.53822,62.80085,52.46587,17.77979,88.89276,68.45637,66.99461,16.89796,57.12202,78.27386,81.21574,60.30378,20.08105,17.56095,66.37366,68.96716,29.61607,98.20934,65.66959,57.66429,55.75586,45.64477,61.55671,41.93109,61.3259,70.02466,64.45417,53.9055,26.45225,44.18397,38.05197,27.51497,49.74391,26.08123,34.03553,29.22052,39.49799,50.60916,68.04612,51.94386,34.84394,45.46573,27.41369,22.51407,42.0187,66.22075,19.55397,36.89453,29.9077,33.47031,30.59031,30.8689,35.89236,13.57731,20.21121,21.24916,18.71935,21.3592,28.04234,34.53747,30.85767,64.09109,40.24351,45.08279,42.30975,49.0357,62.83579,45.46047,55.24731,40.05141,41.10038,43.4247,44.28671,38.37166,60.77739,39.78144,38.12349,35.09665,42.37039,34.94689,53.96889,14.97011,12.90678,13.50124,18.70974,28.24502,17.98582,5.344926,12.84704,12.4581,-0.5064229,26.03835,21.51552,9.358176,17.7033,6.310944,4.947121,8.404756,24.98908,19.34468,12.02187,21.87554,20.57466,23.80439,15.22768,39.80914,54.45321,42.00709,65.98486,39.1304,51.71629,54.83795,25.20414,46.3528,42.26733,25.01319,34.45432,24.87385,55.02502,73.01968,32.21677
3875027.34375,exit,33.78625,20.97501,25.20107,32.7776,41.60132,27.89753,21.71165,22.06208,31.63877,30.05404,27.6131,25.70076,32.49253,20.73269,33.22514,36.62745,27.81744,23.64546,19.92834,29.28926,16.86266,24.46206,33.86782,29.21122,24.03292,13.03018,32.2315,41.71619,33.57854,31.03015,54.36369,31.24722,37.98951,26.08179,57.84908,26.90435,31.29929,28.96895,29.1612,32.71319,22.90666,61.60017,37.9175,37.71162,36.25367,51.05262,28.70665,38.17906,31.12148,29.46869,52.78659,56.69117,43.85923,51.24467,37.15556,58.10198,43.64565,23.10696,18.61531,20.80025,39.64925,56.03369,62.30993,36.12996,48.36084,11.94232,33.05155,11.87966,85.8111,58.01113,59.28797,12.97342,78.08392,70.494,81.44399,11.05076,52.82803,66.48103,77.66142,41.91266,14.16356,12.3645,55.14209,51.6723,18.36375,84.72589,56.8848,44.51281,45.78629,42.30247,46.81613,28.59236,49.40488,54.81781,53.28848,47.83521,8.434052,27.48687,30.71573,24.28783,40.605,22.99245,29.13862,20.49682,27.44973,38.18922,58.94346,35.98448,35.38388,33.19699,39.68812,11.10439,36.6844,53.64162,11.48304,23.40731,16.08824,16.98447,17.99783,14.70949,14.05548,0.2925451,5.272933,9.9703,13.36812,20.10744,13.59737,47.84695,37.08252,49.2737,26.90988,38.34042,35.52232,50.40399,56.88565,40.02445,43.88001,34.13256,32.22826,41.66792,55.29643,35.43811,55.03918,37.70135,29.27628,27.25097,38.59804,29.0829,53.06865,30.72455,17.9302,16.9966,23.78296,31.0669,21.94724,-6.627478,1.295864,11.67985,-11.84882,14.26729,21.05594,9.087341,15.27456,8.241271,9.429018,11.37465,25.42336,18.38652,10.63414,20.62029,19.88408,24.87607,13.25646,24.77058,34.21078,27.09016,51.40512,23.97821,34.56781,35.56096,4.853168,40.73071,37.90145,17.24086,19.15281,24.22996,58.05542,77.65012,27.22272
3932621.09375,enter,24.60449,16.00988,21.42614,21.17292,28.95058,18.02275,15.23221,19.33726,31.09167,33.03531,13.98355,14.69386,22.13128,17.15603,30.96928,41.10796,24.71221,22.94852,17.39643,26.32778,18.57471,24.35373,32.35576,27.22651,22.83501,11.94998,34.7993,52.5669,38.64597,38.93929,58.22634,43.67616,50.24982,35.37539,72.47735,32.68855,44.68523,41.69535,35.17883,42.89635,37.71304,74.15636,54.58316,54.72039,36.53963,59.36938,40.5639,51.32084,43.2561,33.57916,55.02175,60.00826,54.08615,61.25758,47.59066,59.94154,43.51024,37.6981,33.90316,33.3975,51.9804,50.7,60.20532,31.98069,37.70156,35.11119,46.22607,23.95151,78.82533,54.83023,47.78419,26.47967,77.1973,54.31556,61.45812,25.79531,47.5025,66.65465,66.06639,48.66456,28.84269,27.60901,59.01411,61.08369,33.16343,93.0218,48.46651,40.65969,38.30341,32.80888,41.76003,20.92402,44.21198,52.19845,51.00994,36.9543,4.94741,26.28728,24.01749,17.24838,32.29015,19.32245,20.90755,13.84387,26.59185,33.33837,48.95967,35.71599,24.30453,31.52496,24.7912,15.50299,33.05527,63.22131,16.83093,37.21975,20.13883,23.94608,18.21357,17.38375,17.09287,8.313656,8.174266,8.794197,8.674514,8.934974,14.14898,36.07259,28.86299,54.13237,32.7645,41.43533,42.59181,50.60501,58.02103,36.64547,47.6429,29.64535,34.70499,47.51327,50.15315,38.77496,52.38643,33.94898,32.65056,31.0272,36.38523,41.19174,47.56392,14.58663,8.050817,13.54699,10.04147,28.7449,17.96409,3.246111,10.51284,22.79992,-2.452615,24.65672,26.8526,21.07974,27.56021,17.01794,18.59241,15.83961,33.07944,26.70146,21.60201,31.56533,32.09343,24.60756,25.05003,29.96143,39.79355,31.44645,54.9561,27.69488,40.19177,41.19668,15.8586,42.30006,18.32062,20.32095,23.63606,22.45281,39.83858,56.25278,26.22328
