Time,Event,A3,A4,A5,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C1,C2,C3,C4,C5,C6,C7,C9,C10,C11,C12,C13,C14,C15,C17,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D14,D15,D16,D21,D22,D23,D26,D27,D28,D29,D30,D31,D32,E1,E2,E6,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E21,E22,E28,E31,E32,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F16,F17,F18,F20,F21,F25,F26,F27,F31,G2,G3,G4,G6,G7,G8,G12,G14,G15,G16,G17,G18,G19,G20,G21,G22,G24,G25,G26,G28,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H8,H10,H12,H13,H14,H15,H22,EXG2,EXG3,EXG6
4177257.8125,exit,11.23562,13.97949,19.23605,23.01802,28.55714,14.6021,10.52057,14.61194,28.31118,29.21912,17.33602,14.89126,19.73339,12.5842,28.1955,33.37756,20.08769,18.58658,12.80114,21.19639,20.40932,19.39993,26.9159,22.84045,16.90689,9.871457,22.57978,39.20097,26.59356,27.65967,46.74588,28.00018,36.61444,23.34687,57.73792,20.88822,29.01384,30.34135,21.62498,27.40219,19.0594,58.35971,36.33195,36.64704,27.06822,43.78964,23.08924,33.99533,23.60125,17.01129,38.59326,43.22509,36.66185,43.78874,27.6144,35.29546,29.71264,17.25846,14.80622,15.25907,34.47373,45.00074,55.62706,18.26711,21.17574,12.67357,23.12167,6.663523,73.50453,50.20127,52.86562,8.568992,71.08662,66.87901,72.3271,6.085333,41.05507,60.13349,61.86129,17.39248,8.821714,8.655027,48.77681,28.92945,10.79039,78.41666,42.28561,35.75758,26.58231,28.3649,33.97543,19.56267,36.58208,46.90192,53.29796,34.6046,-9.220497,23.99377,17.0253,8.984813,34.0449,15.73159,12.69783,15.95614,22.01315,30.34555,43.69816,34.14423,29.64927,22.86973,27.37589,2.186674,27.01679,41.94102,3.995834,17.18004,4.986523,4.123257,7.019328,10.78129,18.0021,2.501203,4.82305,6.110478,9.844031,14.68781,10.07431,23.15539,19.76389,40.33874,16.68274,29.26303,19.77759,28.17778,39.67607,21.75632,32.71394,14.90795,17.33157,28.3133,23.52117,19.29566,47.18353,26.09433,22.85911,23.13921,28.45593,23.49734,35.13208,15.88805,12.60631,10.95945,13.44638,26.09634,15.70279,-1.88453,6.256506,8.670051,-6.776257,18.51205,17.03371,6.050486,12.7532,16.60598,17.636,16.63435,21.06799,16.40733,9.50253,17.80942,16.55432,22.37565,10.36615,11.36205,23.5675,18.19577,39.98198,13.9405,21.6708,27.10818,-9.763489,11.27769,10.91996,-3.118628,9.895106,-6.898263,37.59473,79.07519,3.105946
4234832.03125,enter,38.09392,33.23359,36.2732,35.33693,44.64191,32.22457,23.08205,30.43571,40.8892,38.54526,24.0003,24.50718,39.3094,29.82315,39.98315,44.08095,35.88335,33.32428,28.10044,35.8885,26.36505,31.64397,41.04337,37.70998,33.10942,19.34649,48.19048,58.8581,48.6716,47.96485,67.68413,48.3116,53.59398,39.92075,75.27921,41.09408,46.67343,40.67281,38.65413,46.12752,39.51856,79.16341,53.63827,56.53106,46.80766,64.79003,46.1045,56.18952,47.6301,38.63704,57.49113,63.53664,60.43875,66.82661,48.84223,56.88209,47.24968,48.63465,45.94122,45.0837,63.45982,63.17494,72.74488,29.77517,32.8673,47.85972,60.5547,36.53092,92.26814,67.57024,44.5414,38.51268,89.71259,61.78804,72.56789,35.71154,61.00239,79.9393,76.19572,64.81799,39.97735,39.1127,76.25404,76.6727,48.62502,108.4825,56.2341,47.01768,51.94115,38.7892,51.18379,33.31981,52.77179,59.49944,64.96871,53.22301,12.96499,53.24458,36.67561,29.26844,47.59357,31.65592,36.10619,36.23964,39.40113,46.84476,62.39635,49.30339,37.0316,41.44897,16.81859,18.10209,48.89669,72.16306,30.02782,52.6483,36.16508,41.1415,34.95575,27.31939,31.80737,14.83426,25.30743,15.29586,23.65964,23.70582,24.91776,31.04608,24.18992,62.86166,40.34893,51.46487,41.76533,47.12943,58.48134,44.95307,51.84031,35.75806,39.49216,48.94476,42.79768,43.32912,64.60439,49.88365,45.95564,42.13007,54.86625,51.48437,47.84254,19.74402,17.70332,23.80797,16.2368,37.80178,28.14144,12.17678,21.7015,33.31254,8.601937,35.8682,40.70151,31.31898,38.09365,16.90431,18.80855,20.69225,44.23238,38.54521,33.99814,43.60406,41.72875,33.20932,35.98857,38.11111,48.7724,46.9141,69.65958,44.25767,57.27161,58.74339,24.76078,58.76369,58.93876,32.79967,39.33652,37.8098,52.82896,68.42668,45.726
4647109.375,exit,35.08868,27.51999,29.13266,19.94167,31.98007,24.39704,16.92702,20.17588,27.407,28.59101,14.59747,8.254539,25.40147,18.18991,28.10215,34.01605,26.21722,24.08035,20.27242,26.84268,15.14741,18.05891,30.39024,29.78198,23.64348,7.282714,40.95646,50.27858,46.17022,40.41613,61.31337,40.33168,44.73965,32.59961,64.42469,35.36718,37.14178,33.74148,34.04978,35.24238,30.85419,66.08689,42.51804,48.59324,36.33522,51.9681,34.01818,45.88572,38.2437,32.20409,51.78387,54.70897,46.42843,54.82004,41.64584,53.263,43.53831,16.45638,14.16934,17.59174,34.82092,46.18025,57.09524,37.58587,38.81707,21.00743,30.72208,8.823848,72.59209,52.41121,57.87843,10.98485,69.71714,61.98565,65.26994,7.898427,41.78069,59.14886,60.9778,38.64978,9.67975,8.65227,52.55246,47.65535,18.74035,80.40732,51.32735,42.92205,47.57361,25.07395,39.26085,25.79225,41.22139,49.23182,52.84369,38.939,3.737771,34.46493,31.84953,22.72451,36.6216,17.59423,20.24493,18.39299,29.83084,27.23077,52.68036,32.45773,20.12879,26.29848,33.40691,11.82774,31.76076,52.98439,10.85732,24.29891,14.18227,15.95128,15.26347,11.17149,13.34494,-0.7924789,7.977063,5.462842,0.6915456,7.226185,9.053086,36.49609,30.21927,51.0932,32.25736,46.7117,38.48195,49.84637,53.7449,37.31632,43.35091,25.60518,30.73505,40.31197,42.25564,37.4393,50.82436,40.83089,30.55722,29.2675,42.16204,23.88036,49.04557,14.0204,8.068507,14.34061,7.246785,28.97452,20.52809,-7.535872,0.1502922,4.805464,-11.92337,12.12012,15.29343,1.946632,8.635945,15.6389,16.53957,17.92295,20.35561,12.85377,4.945063,14.97981,12.13079,22.05198,5.545934,34.39097,43.15427,43.54336,59.83546,38.43149,48.65548,50.90738,25.05397,60.46289,47.86348,29.22803,33.41323,29.81401,32.4669,51.29348,35.0532
4705023.4375,enter,37.93763,34.62312,38.70855,31.16568,43.67168,28.4788,33.48944,34.47338,49.468,44.68296,24.23347,17.30114,35.96355,32.6952,44.97193,48.09682,32.4157,31.66483,26.16854,33.51113,29.78605,28.73438,37.84683,35.90706,30.93975,16.97049,40.32578,55.96916,44.90962,44.7913,63.42657,46.78358,53.43077,42.08227,75.31592,37.06731,45.18922,45.28927,40.69763,43.67664,36.75418,75.35446,55.64803,58.65619,42.79365,54.57264,37.26086,48.42899,42.60547,37.08987,53.85227,59.16114,48.18304,56.50969,42.00977,48.6355,43.77871,12.74752,10.56276,11.6988,28.38211,44.60451,54.77063,13.908,13.71616,31.20547,49.50305,3.791565,72.09655,50.51912,38.61874,5.071498,69.32964,51.74707,62.35447,2.595874,42.33588,61.32104,60.53022,43.90582,6.2099,6.129734,56.04395,55.836,37.17171,85.13315,60.24871,50.46069,48.30591,39.18952,52.36785,29.78299,53.01534,58.14322,61.49965,50.37059,-2.518039,33.67834,33.24393,19.78741,41.0289,25.86306,21.73594,25.34276,25.60647,29.86732,41.04634,36.25693,20.20755,27.85369,15.5822,-5.148594,33.68546,60.70007,17.31816,43.78601,31.7275,34.18117,33.44191,27.17307,20.09,9.880297,9.808558,7.728232,11.77311,13.15942,25.87546,15.50853,8.071765,50.75065,29.60305,39.33102,35.69065,42.10445,46.91362,34.92967,51.00742,18.03249,27.16834,40.06837,22.15693,30.67621,47.09202,30.83562,26.93652,25.45544,30.01176,17.82814,30.7694,18.38615,8.78682,24.3786,12.11091,37.57358,28.81198,-14.45444,-6.529988,4.012294,-18.55818,4.964732,12.90123,2.631462,9.4554,6.562068,9.36281,13.31799,17.59816,11.20151,3.543072,15.39809,12.60671,24.21927,6.441588,28.74752,41.1753,38.10739,58.15704,33.45812,42.5601,43.78601,12.0257,37.79575,31.40949,18.47445,30.93517,16.92019,28.9137,66.23521,23.56916
5073003.90625,exit,57.77472,41.29513,42.99429,11.98338,72.396,38.7807,34.21436,30.27436,42.86505,41.63879,9.370858,8.31496,52.49633,42.53353,33.5193,41.55428,25.70222,24.14885,19.72702,26.58048,20.34783,28.23454,29.00903,28.32609,24.89933,13.99737,51.16711,62.31413,54.41124,52.17468,72.98012,51.42447,58.36089,46.13092,78.95598,46.00728,50.21419,48.11493,47.28705,46.40784,44.75584,79.59303,57.70559,57.57871,47.89112,60.81449,44.95396,52.6651,47.53558,39.46082,54.34841,62.64329,55.04273,64.65694,45.82048,50.78207,49.80766,38.70438,38.48579,36.32875,53.71673,57.8756,70.1417,32.08242,37.4655,61.84127,64.84382,30.09613,83.76727,66.27722,47.50014,30.69206,85.62811,63.64096,68.74638,30.55697,54.97285,77.29388,72.29093,61.38372,32.41921,32.93033,75.79424,78.04868,52.83715,104.0311,62.6345,56.70496,62.0444,42.72021,49.35003,33.97424,56.09572,66.75694,65.49691,58.36379,37.293,45.74946,35.38978,34.02678,40.34587,23.07382,32.57664,13.74646,26.32208,29.71482,58.73811,22.74662,15.6804,20.68585,24.47573,18.96904,43.96149,75.81244,28.38134,56.46001,28.82228,36.91277,28.40209,7.513957,14.74575,0.3221155,4.050587,5.782022,15.91494,6.167852,5.187161,37.35254,36.50045,57.45658,38.58915,47.5741,40.08656,47.63792,58.00866,44.02201,53.46346,43.11015,37.49646,48.87169,37.1718,40.74324,61.99447,41.79893,36.5607,36.21581,41.35836,41.71249,50.06328,0.3155144,-7.549984,14.87145,-6.133773,28.27563,20.51148,-25.58675,-17.11263,27.65038,-28.29971,-5.583246,33.52548,26.04281,31.24988,12.21191,14.51161,18.3956,38.63924,32.78299,27.98701,40.00261,36.60546,27.97353,28.53699,45.5611,54.63243,55.56157,69.71211,46.62107,57.08262,63.33355,42.70381,88.13001,70.36583,46.96747,42.72528,66.2801,5.455638,23.18616,76.21091
5130578.125,enter,39.85937,30.0306,33.21547,35.42868,47.9178,31.04897,31.05826,30.20865,39.56865,38.80921,26.04713,26.93937,39.60445,32.66993,36.39869,48.75453,35.67666,34.4554,30.01414,35.74585,30.02803,33.00652,39.71689,38.88683,33.83171,21.12068,35.82611,45.13686,35.39076,34.348,51.00967,38.37232,41.14194,29.16824,60.40295,28.299,36.68276,30.82122,29.35459,37.91271,30.27589,65.9176,40.60704,48.44419,35.81033,53.11426,33.35749,41.45196,33.81262,30.33098,45.78125,51.32056,45.92356,56.17682,34.97924,45.84272,40.78672,31.05469,29.19581,30.12981,47.16713,56.20818,62.94409,39.1838,40.41375,24.70643,39.57591,23.39404,82.5244,58.09462,61.86167,24.40489,77.78453,69.02989,72.87723,24.01933,54.73119,67.6207,69.01708,41.42524,25.64345,25.86798,60.2159,50.07094,29.01229,82.994,47.68632,39.8664,39.79248,32.83765,45.23781,25.21748,46.05523,54.80415,54.6937,44.5183,11.00811,42.14606,33.82603,19.02787,37.88776,24.50159,23.44043,26.32341,30.60438,30.68401,53.77699,37.54298,31.50903,30.00371,47.51404,18.13986,40.3485,62.85469,16.34727,35.39165,21.64374,24.35346,23.36044,18.6673,20.33092,12.99675,11.83412,12.1976,10.80979,15.92048,16.911,42.22358,38.34274,51.04504,24.86903,35.6279,32.22104,45.04556,46.93416,35.41874,40.52713,30.69924,31.56487,46.07512,48.39275,35.58981,55.70346,35.09415,33.366,34.86738,41.86092,35.62889,48.38199,23.6072,15.82164,25.90807,24.23949,40.28689,31.49172,3.218983,10.69005,23.32506,-0.1102884,21.6538,29.74295,20.95428,27.17692,10.57126,11.68575,19.99892,33.7962,29.4023,24.45731,35.93936,32.12613,29.74477,24.45914,23.90322,29.44265,28.46142,51.69067,29.76334,33.35418,35.23555,7.937924,39.94861,27.31227,17.80299,25.62219,22.94881,29.32236,61.78867,24.09817
5472105.46875,exit,-7.421856,3.23568,9.669721,48.06223,-16.14772,7.980541,7.744573,13.99293,30.0215,31.79505,38.10695,30.95263,8.7031,20.27297,31.92677,40.61658,31.17331,31.48699,26.16828,31.78105,29.85749,29.38454,35.7402,36.06374,31.36407,23.78515,13.16161,30.89639,15.6494,16.53192,35.83044,25.90673,30.02787,14.46806,48.02304,13.86342,28.51148,22.89118,21.36321,32.03163,25.51146,58.15099,36.39339,37.93791,24.90105,44.61605,26.59517,36.81344,29.62951,23.26929,37.33344,43.22908,41.66124,51.56868,30.64266,34.8527,32.72,26.32874,26.91698,27.14068,44.47682,49.92175,55.99295,19.6559,19.8242,27.00102,40.27088,22.04046,76.77575,52.85817,26.27073,22.06659,69.4321,47.82706,66.34523,21.07756,48.41963,62.43205,61.5024,49.387,21.71187,23.58888,57.80096,57.27705,29.96881,81.69289,32.21401,20.08719,17.67924,24.88458,36.46825,9.775815,40.29493,45.61054,46.8889,22.47186,-21.38618,33.75029,28.89146,13.12436,32.76181,23.25501,17.90488,14.84849,27.39649,35.78579,59.01332,35.22762,34.1926,46.93577,11.44031,13.79089,34.8374,58.38607,15.65916,35.34391,32.57927,38.14336,33.58373,25.43531,29.97596,15.32649,17.95201,16.65763,23.29394,24.1906,24.07126,21.42326,14.28389,46.39907,23.08309,34.17351,28.91387,35.3586,37.19913,27.52747,34.0092,21.35092,20.12226,31.87759,29.49524,24.55637,48.15258,33.77672,30.15836,32.7585,40.02597,30.96941,33.22799,34.14863,25.78942,23.82054,30.69777,37.53617,28.27813,11.43649,20.01039,18.41785,9.261612,30.85782,26.90822,17.90538,23.45642,19.30374,21.50282,23.57957,30.49028,24.93037,20.90025,31.27035,27.57184,30.75551,20.34388,3.679191,10.19611,8.543454,29.31739,6.791642,7.111827,15.48267,-29.59348,-9.157412,-23.17991,-26.44557,2.091405,-28.07078,92.39916,127.6172,-19.86317
5529679.6875,enter,36.54382,23.07382,25.61232,30.5072,40.51723,25.70511,23.76122,26.25653,37.25653,34.13306,19.78835,22.61371,35.27609,26.8693,32.39845,37.73018,28.89337,29.31073,24.18629,28.30241,20.93193,22.76926,31.98801,34.42861,28.7029,14.77873,29.27986,37.02028,26.44908,27.00049,46.40568,31.74429,35.355,20.21657,52.9012,25.51427,31.33534,23.02548,24.92624,32.50288,25.61976,61.40613,33.5575,38.71688,33.04572,43.80329,26.17417,34.01287,26.51925,21.82067,39.60468,44.58416,38.19422,47.15953,23.37871,41.14056,33.26753,26.29379,25.52488,23.65152,40.09869,41.40086,52.7591,17.17832,26.64121,33.77475,40.18892,17.95336,66.14165,50.1254,34.67743,19.37486,68.64439,52.74665,63.34632,19.26515,39.5379,60.19451,59.5022,45.18896,21.35665,22.34924,58.94791,56.51558,28.9993,82.65964,43.5202,38.20359,38.99922,30.42442,40.56119,21.63622,40.47862,48.7143,53.37558,41.01361,0.3260178,34.04535,28.90831,13.32622,33.63163,18.41305,20.77341,26.51976,21.26782,24.99953,43.51481,26.98056,22.92621,26.23459,24.91998,13.55191,38.06492,55.50742,16.48138,33.99523,23.94518,25.19564,23.72298,17.77197,20.1597,8.521517,6.111204,2.267095,5.940779,3.501647,17.21325,27.64721,14.64315,39.46129,16.96429,24.81996,22.49342,30.32191,35.16755,28.23274,39.0238,19.61567,24.69641,35.78062,32.00616,18.45237,46.00578,22.98387,20.40397,23.41611,25.56776,30.09641,35.84503,13.69534,4.588638,20.11436,14.46942,34.00402,25.23287,1.913218,9.283652,21.19781,-1.575817,21.80371,23.97092,19.02723,24.38215,13.52502,13.75576,15.83352,28.92731,24.62296,21.23093,32.35214,28.3557,20.73129,21.48041,21.15861,26.6264,24.07158,44.64751,22.98381,26.58397,34.85426,8.423841,38.60537,31.25654,16.98628,19.08924,20.6861,33.36255,62.82989,21.5306
5873277.34375,exit,39.71135,36.22918,38.2953,50.64953,30.47631,36.5789,35.09518,33.87566,43.2575,40.41012,41.89965,38.97378,37.20698,29.96549,39.05012,44.31327,39.45708,41.03624,35.59325,40.47813,26.57492,29.64704,44.8861,45.78669,39.95655,26.35869,41.5545,50.46919,41.80041,36.96424,54.62077,39.93849,42.16512,28.97674,61.64286,29.36821,33.96885,27.70246,26.36215,37.27263,28.73768,60.59061,37.13931,34.89698,31.86404,46.08311,25.79624,29.71739,23.99512,18.01429,38.12961,40.58933,38.58838,47.77942,16.28304,29.85438,29.48765,25.96872,26.37393,24.48974,40.85302,38.87339,48.70022,6.503003,17.89064,29.04506,34.79003,19.17445,65.68726,45.0055,19.97471,20.83793,64.32924,49.3261,61.16536,20.33183,37.36183,57.27765,57.50645,43.84193,20.6039,22.58222,54.93133,55.88409,27.99854,78.63495,51.85303,46.52539,53.83866,33.12893,47.67904,31.32513,42.75685,51.47921,57.60526,49.45193,16.8146,40.98056,26.01131,26.78496,38.06073,16.61361,27.37007,24.51248,34.51599,39.17019,60.16559,34.74223,32.12242,36.23829,5.804803,7.658414,32.71876,59.79125,20.27685,32.00642,25.1978,25.16572,26.03577,23.43382,27.47939,9.366099,9.447971,15.5401,9.965293,20.01501,23.01331,18.46205,14.03667,40.86067,11.97182,21.87106,16.16272,25.40364,31.47219,28.514,36.02453,19.21278,26.75303,31.28727,13.48542,13.78477,40.87241,25.53807,26.27414,30.70815,33.53172,29.66246,32.86649,41.90533,32.66554,32.49464,38.72092,46.88323,39.27581,13.88533,21.27587,18.98002,10.95277,32.72303,24.38036,19.47243,24.5285,16.10252,16.30314,20.74843,29.31932,24.31948,21.68264,32.35913,26.59425,30.75261,19.50604,29.92189,34.47448,39.3181,57.25784,36.58536,43.04627,45.17111,12.15563,39.30522,20.30074,24.1642,31.56869,15.2826,57.65604,91.15769,19.74541
5930933.59375,enter,33.17133,25.99748,29.14296,34.13931,45.52485,34.88813,25.88178,28.59144,38.44801,34.77781,26.04683,25.55869,37.13219,27.63535,33.25156,39.8167,27.69697,28.24085,22.84047,27.65288,31.73385,22.72384,32.15554,32.60157,26.88879,10.47634,29.61262,43.84327,35.46764,31.1007,48.33176,32.55174,40.84693,28.41562,59.49335,28.29068,33.49707,31.3145,30.02275,33.08638,28.26782,62.9554,40.93881,41.43829,32.35035,43.14347,28.9607,38.7255,32.92836,26.56655,42.77337,46.39733,39.73924,49.09676,32.38102,44.35449,39.00567,57.32852,56.32843,53.45531,68.60848,56.90639,61.42831,34.32882,25.84221,41.62988,39.97478,48.05547,84.1207,57.52314,39.94892,50.32743,74.97665,53.51244,65.64564,51.54745,54.49385,67.90034,58.30384,46.21258,52.11827,54.16485,66.9097,61.60941,30.29967,91.58101,44.29132,40.81854,43.02487,31.18033,40.8001,23.4225,38.21229,43.27908,49.0894,40.00973,-1.649761,36.37135,21.75476,21.58742,29.62419,15.27764,17.94092,21.99679,20.10715,22.44884,41.51684,26.76003,21.99125,26.53881,28.94549,-3.813798,33.16851,58.61016,13.62104,33.58189,14.60884,23.62718,12.6088,9.69145,4.475422,14.27163,5.140213,6.067243,3.323952,10.45167,9.552992,27.4593,15.06444,45.15894,23.33838,33.38132,28.46545,36.89542,45.64112,29.13205,37.26374,23.24468,27.30996,38.25627,34.17566,21.08573,54.65866,36.48042,26.87296,26.5223,34.95949,58.2341,35.44472,17.63722,16.01445,21.44341,14.08836,34.82828,27.03135,15.14275,23.86661,54.84707,14.02097,34.06002,51.53727,52.96864,58.13332,17.76597,19.14738,18.8083,56.23541,52.4286,54.86742,66.66576,61.06114,25.46518,55.5764,23.05987,28.90972,30.7039,44.9886,23.90463,32.3673,37.98865,13.30359,41.6309,30.52532,11.58583,19.83934,21.31356,30.26985,60.71929,26.49221
6339019.53125,exit,90.76255,91.50437,86.16139,88.84829,56.14658,91.87115,94.31204,95.19682,121.7135,101.2691,58.79155,33.7456,51.16043,125.8225,115.6859,118.2466,76.98721,77.5913,74.052,79.04045,115.271,113.1415,81.05391,84.17397,78.97421,72.89649,86.18287,93.19998,85.22819,69.39764,96.59785,94.50674,88.22386,68.70341,108.1977,72.23808,83.07554,57.85508,61.77453,92.38398,90.40164,108.7119,79.4288,77.54617,82.00784,101.1665,79.71873,73.60139,65.81003,66.23541,84.84135,97.27769,94.36668,102.7802,34.41889,78.90298,79.52899,95.74586,103.1467,84.14186,99.12413,83.05391,18.54793,77.58094,41.87525,104.9488,89.97631,81.03665,108.2164,14.19723,64.61266,83.01938,109.9044,63.64259,113.0409,87.87352,82.94723,108.7269,73.99937,107.4194,90.34344,96.9272,113.4987,93.78381,80.60811,133.7,45.27212,105.2782,132.6556,69.33252,102.1652,106.0998,92.79236,107.4688,155.4154,118.0414,61.70361,115.9845,109.8451,80.28543,107.216,49.13075,65.52309,70.83497,55.53772,64.07715,155.4539,58.68162,72.5334,76.43678,71.7431,36.90967,82.45171,81.1543,65.59462,87.0367,104.9862,107.1229,101.7958,69.34538,93.46623,96.17451,36.1673,75.65587,91.87495,148.0502,69.4194,46.07826,92.73665,105.8777,48.29162,30.52265,61.88831,60.5543,92.4483,76.18314,79.75002,59.93148,77.08998,85.65585,67.69112,103.8062,12.13693,69.25942,98.80616,115.4088,110.9877,89.40347,93.5724,94.73895,37.66459,70.53696,79.2446,83.64252,76.14524,63.99895,71.52878,92.73272,61.63974,82.65524,80.00723,90.36865,96.32343,35.92178,37.17446,44.56376,84.56191,82.2749,93.54295,104.1214,99.95848,126.1278,94.49049,73.44077,80.48816,81.66587,107.9547,87.25872,93.32034,100.9202,84.73206,135.5897,95.4154,68.67636,85.32891,97.94451,63.04023,84.16051,111.5054
6396597.65625,enter,36.00616,31.35504,34.44881,32.96611,39.34473,25.32924,29.57679,32.1365,38.9022,41.25594,18.61643,21.3828,34.61752,30.36395,33.11967,42.09136,29.64911,30.93722,24.81846,28.97928,21.41124,30.33438,33.00708,35.3891,29.15842,16.58184,34.40893,44.7047,37.55858,36.14531,52.43518,37.34319,43.40322,30.93125,62.40312,32.99445,37.56361,33.22775,35.45557,37.48274,34.16898,61.71436,45.46782,48.91643,38.20584,46.28278,31.64522,44.91233,37.77865,33.23258,51.63216,53.884,42.541,53.50675,37.13396,52.12343,44.24961,23.79982,25.61457,24.87207,39.59387,48.2188,59.70568,22.56575,31.9052,30.05717,37.62446,19.91123,72.12352,55.64176,41.58442,21.60537,73.39777,58.93848,68.79191,19.66268,46.50595,64.99722,62.42567,52.09548,20.36224,23.11841,62.34297,61.61846,33.56117,81.74813,49.19225,44.48232,45.55033,34.54993,51.31809,29.68188,46.31117,56.52079,57.13714,48.78686,15.13599,49.63622,41.32879,27.41685,43.32014,25.51523,22.34009,17.00442,23.66961,29.67158,48.80358,32.13923,27.29147,31.07133,15.71465,8.64779,45.41497,66.68695,20.9915,36.25451,27.77604,28.35567,29.182,30.0564,32.57988,6.475987,2.643967,9.686069,11.68476,12.86739,27.93193,33.48753,23.01288,46.62765,28.20646,43.66808,33.21353,40.18629,51.42035,35.04779,41.52876,29.86464,34.01548,48.44589,35.72506,31.87193,52.14573,32.48848,28.4637,26.18486,31.74667,30.2157,44.75286,13.71255,9.953731,23.33065,10.57044,36.11231,29.37163,9.916371,18.19161,20.8465,7.411998,29.16116,26.33772,20.57303,25.66489,13.05908,16.47893,16.39944,31.0701,25.79657,22.12074,33.86467,28.2485,23.47793,21.90033,26.37248,30.70094,37.96351,49.55982,29.1011,35.55554,45.25275,10.51383,40.93273,31.04209,17.20912,25.00047,22.40148,28.56183,60.19994,27.45231
6747406.25,exit,30.46336,54.97176,56.34283,35.53408,39.07838,18.74593,11.86649,73.2666,63.53518,38.83746,27.77185,30.5653,30.73811,66.54702,61.65835,63.03283,25.7346,26.23185,21.28866,24.22626,24.30373,39.36317,29.00469,30.6664,25.75932,22.76116,57.30998,51.25611,42.05266,31.82563,44.0014,42.40689,45.45367,32.7571,64.02785,20.0659,36.60785,33.23251,27.94061,32.62107,29.48554,57.11614,39.96068,44.83685,29.20654,46.62108,30.07939,39.5668,32.41273,29.6165,43.09813,51.71807,41.81097,50.67103,31.66184,42.69974,40.58952,27.50396,29.33084,28.88936,43.05398,52.19382,60.74748,33.03183,31.11094,42.03159,44.66328,25.49311,74.1211,57.52993,37.96006,25.14665,72.16364,52.30234,66.78206,22.48813,50.00531,65.48186,55.40035,48.58327,23.52795,26.91802,64.67064,58.84958,36.80244,86.54702,36.48833,33.55625,41.73557,24.77939,45.78881,47.88335,22.65821,54.19691,43.81345,45.17675,-1.952718,36.21453,37.59406,8.436259,33.52242,26.884,15.00174,10.93331,12.92974,6.849448,16.97202,27.69084,13.9576,-4.202219,28.71031,14.75696,40.99096,63.34983,19.59392,40.24834,32.01682,33.65923,32.67675,24.00672,28.4278,16.13266,4.749145,-2.714752,12.9455,7.945856,22.59315,32.21399,27.43968,47.5947,23.73705,36.23306,31.72364,37.50212,52.26038,40.56691,44.40759,22.63464,32.13229,50.32758,31.05257,31.67996,53.29389,36.63654,29.8103,30.46439,37.59754,31.61732,47.08213,28.63941,18.88155,18.73505,23.75077,30.61758,24.61088,10.53001,19.53534,21.46023,10.59828,29.20605,27.93656,22.17699,26.74133,10.25534,12.4602,21.76177,32.51156,27.50121,24.78695,35.58009,30.16374,26.77553,22.19002,24.03226,29.69991,40.02423,71.64458,53.49866,46.10796,42.26573,0.1289391,24.93866,16.13904,27.03758,49.16382,-8.190691,6.813859,43.4914,6.177031
6804976.5625,postbase_instruct,28.40251,24.23187,28.09402,22.94031,29.1758,21.54272,21.73664,28.91798,32.02327,37.48896,11.92012,17.09886,28.72171,24.05475,30.89503,38.78012,25.33588,27.1057,21.6165,24.80307,24.05756,26.69984,28.88026,30.9475,26.63547,21.25127,38.75903,46.86847,42.57758,43.17905,54.33739,43.06715,46.8917,34.77394,68.98425,36.43703,41.65108,36.1503,38.93056,43.50077,38.55575,63.72371,46.27977,47.87708,37.3156,51.43968,38.22429,46.44245,41.39389,33.76047,48.51026,49.43542,51.12771,60.49701,37.82508,45.4844,41.32282,24.13952,25.36449,25.96504,40.55764,49.18174,53.52153,25.78856,29.3887,25.75895,32.20837,22.50572,70.75954,50.67437,36.93828,22.41355,64.17277,44.70769,59.98437,20.93202,45.88134,56.81628,48.84951,42.1094,20.12914,23.18894,55.05716,51.72704,24.44472,73.57445,48.25155,40.57525,42.34522,29.77648,44.11599,28.83199,41.26566,45.9988,50.68775,44.09835,10.02319,41.4804,29.02462,17.86367,38.00491,24.71145,24.83787,21.52527,18.1942,23.40578,42.06255,30.63077,23.4073,32.2314,13.36438,9.232846,30.0007,52.22569,10.94491,27.87409,17.36236,19.56918,18.90112,17.46476,25.92143,15.14693,8.315434,6.382691,12.75311,10.55565,14.95304,28.84795,19.70037,54.56561,32.23571,41.72765,32.6703,38.68521,50.39666,33.11125,42.08292,23.45451,26.99752,44.17447,36.50058,37.14763,46.47766,43.82372,38.16357,38.00638,45.27405,29.48306,39.17992,14.90295,5.697283,16.25322,11.33578,27.91961,21.35522,-1.967894,5.718435,13.72543,-1.723135,18.81891,22.20168,13.89727,19.36866,14.3582,16.29631,18.34684,26.37866,20.31337,16.8101,28.1833,22.60401,28.6142,15.22902,35.72237,36.8635,41.3173,54.88499,35.05764,38.97728,51.6793,17.54561,51.07758,36.13972,25.42532,29.56947,30.65521,46.50125,56.56073,33.36839
