Time,Event,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,C2,C3,C4,C5,C6,C7,C8,C9,C10,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C28,C29,C30,C31,C32,D1,D2,D3,D4,D5,D6,D7,D9,D10,D11,D12,D13,D14,D15,D17,D19,D20,D21,D22,D23,D24,D25,D27,D29,D30,D31,E2,E4,E6,E7,E8,E9,E10,E11,E12,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,F1,F2,F3,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F29,F30,F31,F32,G1,G2,G3,G4,G5,G6,G7,G8,G10,G11,G12,G13,G14,G15,G16,G17,G19,G21,G22,G27,G29,G30,G31,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,EXG2,EXG3,EXG4,EXG5,EXG6
882519.53125,enter,7.620221,-2.072468,-11.02043,-33.27357,-19.47322,-26.65843,-10.3422,-31.07864,-8.321836,-8.262364,-2.247708,-38.00628,-11.87469,-23.84122,4.176103,-8.972725,-2.639314,-4.715142,-26.838,-9.13555,-18.35374,-8.702478,-3.765856,-12.15897,-7.224115,-38.76027,-14.40853,-3.795584,-7.534793,-28.9801,15.77915,-13.4056,-16.0847,-14.81449,-11.03219,-6.366119,6.215739,-9.007476,4.680044,-17.21796,-0.7714005,-3.25423,-15.21141,-10.76142,-19.88914,-2.823888,-31.28778,-8.95044,-15.45004,-19.35398,-1.898367,-8.31606,-14.40253,-14.83045,-0.1433733,-1.683664,-7.275092,0.8019032,-18.47106,-2.145704,16.54003,-1.571254,-3.793658,1.628941,2.308417,10.34717,14.26462,16.50006,23.05987,25.21116,-5.474602,30.31166,7.052243,29.70447,16.99992,-6.03764,0.3433613,19.72563,9.605373,6.444368,3.359448,-7.302292,17.22771,12.18729,-3.659288,22.87492,-3.97296,2.853579,51.5638,-20.63496,-18.39026,-5.453851,-4.653852,-5.175114,-28.77846,-13.1956,11.46474,-3.887506,-12.31257,0.4612967,4.363587,7.612875,-28.15987,-16.81016,18.42473,9.462321,7.449851,9.083864,-13.82791,-10.4608,-10.70836,-17.06908,-45.77387,-21.03929,-26.87549,6.225499,10.50718,5.694138,3.995332,4.483469,-2.688311,-0.1670388,-5.400456,-8.534701,-23.98556,-23.88286,-19.93199,-22.41309,-26.88238,-21.24615,-19.31327,-19.80236,-14.49593,-24.79526,-14.80411,-15.87708,-16.30261,-13.74925,-8.629046,22.51845,2.059311,-1.02929,0.6163117,0.02800177,4.21063,14.93885,8.120169,22.80538,9.441902,5.107788,3.420108,8.703287,7.174266,23.54196,14.9983,14.27943,12.03295,12.83756,10.17177,4.558734,-10.43771,1.648197,0.3131256,-0.6529324,-5.10179,2.99437,4.717617,5.613789,19.65056,17.02812,24.12221,-27.8844,-21.06758,-21.81166,-28.70883,-19.84805,-19.42501,-18.97883,-17.3263,2.828835,-23.24626,-26.46689,-20.01984,-25.43614,-21.37742,-31.04075,-27.54474,-21.63913,-10.67638,-10.76642,-11.78403,-14.30722,-2.976866,-0.2083713,-19.96566,-32.77622,17.46939,-4.608015,-25.47453,-9.397857,15.91586,-13.43929,-5.204813,-17.67872,-2.751082,-0.1909562,-19.67629,-15.40454,-29.21883,-3.346211,-23.24456,-18.07816,-21.0597,-19.46349,-19.33759,-53.51104,-11.67921,-2.712115,-4.226459,-20.22308,-27.47792,-37.26245,-12.70931,-7.173357
927968.75,frustration,33.59596,11.64421,-1.459143,-25.83165,-11.88393,-17.74892,26.923,0.7178357,14.4293,10.87292,8.362456,-27.55307,-6.063218,-4.777758,28.31363,17.44437,18.67718,6.382752,33.32151,11.83617,1.622733,9.392363,16.57999,-0.1301046,7.524793,-20.44135,6.439867,16.67697,5.386054,-25.12711,24.80448,-2.720805,-3.05667,-4.186064,-3.198899,0.6302281,15.65552,1.69642,12.55519,-10.90811,8.50049,6.329927,-10.65646,-5.861002,-7.358319,4.659317,-24.04036,-1.426053,-10.37659,-19.8726,4.721951,-5.544902,-11.09805,-10.58804,0.3276002,1.134135,-5.417513,4.171126,-17.98811,4.126006,16.6596,-1.150203,-4.562329,2.92362,2.425297,15.54315,17.15698,19.10119,25.93886,19.53328,-5.629848,36.62805,14.04222,20.98972,10.58783,-7.581226,4.2256,18.07286,6.660399,6.259375,7.60007,-6.343291,15.32968,13.74095,-3.419402,21.7407,-3.398856,2.478854,49.9255,-18.14959,-14.89282,-2.720112,-4.729609,-5.838584,-34.07002,-12.26464,5.915041,-8.976253,-17.62081,-0.5099418,-0.5036535,3.847117,-27.48876,-20.42939,13.62997,4.390675,10.33749,1.799116,-16.11873,-16.91298,-19.88281,-17.70258,-51.26794,-21.38048,-24.25905,-0.8195725,5.294262,4.635636,1.015628,4.56237,1.049681,1.634509,-0.5709146,-5.178937,-21.0388,-18.14394,-16.36995,-17.81179,-23.40852,-21.12454,-15.47014,-21.06355,-13.82828,-22.7596,-9.017631,-11.70865,-13.94919,-12.06454,-12.40762,16.3645,-0.7952334,9.07738,7.260366,4.70068,1.402322,15.08174,5.130318,22.53074,8.136628,4.559396,-2.37005,3.671704,3.71685,19.40104,14.14146,15.14507,15.85188,18.32984,9.406731,9.72711,3.509053,8.806186,8.596155,10.55351,-0.3957017,8.487294,9.81975,11.98727,19.11428,14.51845,25.87262,-6.705296,-6.371366,-5.258639,-11.98425,0.6711984,-4.147992,-8.961161,-5.592377,7.826698,-18.10687,-22.81682,-24.27389,-24.15925,-20.39213,-33.54483,-16.59043,-19.62106,-5.197921,-11.81615,0.2737233,-8.246778,1.791938,8.224801,-15.69337,-22.88817,28.04037,8.916517,-12.09664,3.933948,22.97196,-3.619168,7.472099,-8.302753,9.587907,9.65682,-6.35114,0.09501648,-21.44292,0.1466043,-3.954174,-5.358932,-9.244371,-1.566529,-6.550599,-35.4471,4.363824,2.596155,-0.1685062,-9.010612,-17.00787,12.8348,3.266105,9.780222
964710.9375,frustration,14.91797,9.277102,-1.669294,-27.21486,-6.248364,-15.07558,-4.924131,-17.87195,-0.4654904,5.230871,8.752539,-27.32737,-11.19361,-19.33872,6.064263,4.932556,7.497693,-2.075928,35.86578,-2.176298,-8.853127,8.75579,12.69356,-0.6627032,5.496098,-30.57145,-2.992009,14.73288,-1.181625,-17.37646,24.93909,-3.004781,-4.274167,-4.637876,0.9013951,0.3898392,7.676265,2.59874,14.57241,0.2272201,8.785764,7.389739,-6.129593,-2.075982,-3.86875,-3.304033,-22.2634,-3.923018,-5.615257,-11.46005,4.312644,-0.940999,-13.96395,-13.24866,0.1674675,-0.04596556,2.205998,9.022092,-15.93771,-1.321514,11.9317,-2.032699,2.018198,5.858882,7.965259,11.1154,8.760349,4.160444,9.427672,11.39683,2.867949,32.95931,6.967401,13.88423,5.444045,1.531162,5.164489,22.67732,10.514,6.876274,13.7179,0.5031001,21.20024,20.45499,4.942056,34.77705,5.657499,10.0769,61.44715,-5.271672,-6.413616,11.44541,15.73334,6.192544,-10.62395,4.916558,27.48441,13.62471,9.567964,20.45118,15.4515,16.52239,-7.018654,4.591066,25.51413,20.03027,29.41971,25.12389,10.0574,14.49422,21.85158,-0.3624606,-19.60437,-8.046543,-7.845891,4.731227,10.40557,6.375115,3.103242,10.38502,3.933412,6.203311,-1.134144,-3.350369,-13.89336,-12.04519,-9.000556,-8.487497,-9.770058,-12.66908,-7.425413,-7.727221,-5.712654,-17.18088,-2.111815,-0.1793239,-14.69706,-7.264719,-2.564651,11.94079,-2.775052,5.003881,1.243506,0.7899966,-3.069113,4.926355,-1.587964,11.57726,0.4995202,2.222814,1.859536,8.857039,9.702149,18.63493,-0.9906088,2.307271,3.5099,4.428126,6.56482,7.938267,-4.006889,5.198402,4.23326,4.616094,0.5631574,1.750565,6.383022,-5.810649,0.7831481,6.891546,8.510534,-23.75535,-10.65974,-15.0759,-20.424,-6.984866,-12.42045,-14.32229,-8.569089,10.62355,-18.69487,-21.34953,-17.81985,-12.52933,-12.56294,-19.25354,-16.9568,-10.67109,3.588511,4.01555,-2.140735,-1.480626,8.938236,12.42578,-8.857008,-20.22464,27.75584,3.34481,-18.91969,-4.161242,19.72614,-2.784423,8.557953,-3.813063,11.95393,14.81492,-6.394979,-3.793427,-14.47456,-0.4764225,-10.19988,-11.43342,-14.27641,-12.59512,-7.507729,-45.65621,2.809269,16.57682,13.45065,-31.29523,-25.07317,-31.49669,-2.933302,-0.3037955
998714.84375,exit,13.13392,-1.048366,-10.18527,-24.34969,-22.66717,-22.70163,-3.131102,-14.05257,-1.934627,-0.3231903,4.54506,-33.52047,-10.80757,-14.07448,12.43502,1.526455,4.476456,-6.17215,27.48247,1.831743,-9.382504,-1.983556,1.420661,-9.960045,-18.28848,-29.96785,-4.500922,-0.4868907,-4.674077,-21.4009,16.07942,-10.97073,-12.78043,-12.76813,-9.005505,-6.478415,8.596104,-5.160699,4.916918,-14.68572,-4.219422,-2.284735,-15.10147,-13.40928,-18.43737,-6.372436,-31.7622,-12.23573,-19.96635,-21.47564,-4.840198,-13.06545,-17.60365,-20.13258,-8.950534,-7.772694,-9.40676,-4.839005,-22.38715,-10.44801,6.281531,-8.27774,-1.566174,0.8791519,5.689391,5.227594,2.653025,2.172249,10.48877,10.68375,-5.414892,29.80066,-0.1007281,15.02172,3.497211,-10.32873,-0.4758994,12.8928,0.1251852,-0.5523847,1.665177,-4.096547,10.40976,12.01991,0.4453574,23.84595,-3.439026,1.632157,50.99948,-15.9173,-18.09107,-3.055801,3.158938,-3.675933,-19.74716,-10.00112,12.31439,2.129758,-1.10902,8.675766,0.77744,8.389558,-15.67287,-5.892352,12.42974,6.580052,13.97814,12.90099,-0.8329964,0.9595801,6.425794,-3.936716,-30.86455,-11.99817,-12.98882,-5.763358,0.2287709,-2.694464,0.1121107,0.4077071,-1.813694,-2.942126,-7.262138,-8.033782,-17.1263,-14.67363,-9.479915,-10.09606,-14.33488,-10.96511,-6.248917,-11.18203,-7.351661,-20.73543,-5.36228,-6.297413,-15.69085,-12.33415,-11.12568,8.973624,-7.613401,-7.278564,-7.706376,-11.59894,-5.586737,0.7648499,-5.731091,6.784105,-5.794015,-4.993899,-6.868976,0.8616694,-1.819398,7.862214,-0.05498611,-6.921517,-0.5157055,-1.413888,-0.7966508,2.611645,-8.546295,-4.370387,-5.162914,-7.12958,-11.37189,-2.212449,3.2106,-6.598821,3.008939,2.254224,11.29186,-11.74073,-10.45368,-17.12274,-18.85756,-6.029139,-1.833764,-13.08442,-5.473811,10.92679,-15.61014,-14.17114,-12.18151,-21.08937,-12.53859,-26.69316,-15.13227,-11.87947,-7.486911,-9.63132,-9.827085,-7.515772,3.855704,0.4931918,-12.14665,-30.144,18.95525,-3.230378,-26.28702,-6.958551,8.806234,-10.23979,0.4672303,-12.82709,8.14098,4.398483,-9.167607,-5.125444,-17.30086,-14.28013,-11.85548,-9.401803,-15.75943,-15.42761,-8.551332,-46.84116,-0.720905,6.642724,5.781324,-19.80349,-21.09148,-20.44937,-9.020108,1.78044
1055289.0625,enter,21.47905,10.73973,-6.416109,-27.45054,-12.91206,-21.7511,-3.545709,-18.04584,-0.1066868,-4.635365,0.39016,-31.79355,-19.28753,-14.57745,10.61846,2.032738,4.736665,-2.515175,26.81113,3.151564,-9.465346,4.126215,4.956632,-3.425971,-1.740288,-24.60002,-4.974802,11.53944,2.709581,-27.3838,19.73614,-3.311106,-4.206968,-5.947435,-1.440813,-5.133656,-0.5443454,-0.9210769,11.81391,-8.673634,-1.515293,-2.205958,-14.25494,-14.72058,-16.64119,-2.462009,-29.30645,-8.641249,-13.14629,-21.11976,-8.375953,-12.51211,-13.90346,-15.59945,-0.02127794,-3.200667,-7.307616,-3.019224,-21.72017,0.5412853,13.12789,-5.25794,2.042886,5.619046,16.03245,13.0301,8.823325,9.498981,9.430322,7.223012,4.547195,40.34921,10.6585,18.92234,6.522883,-1.616982,6.445387,18.51652,9.59944,4.185567,15.44432,-1.577706,15.4755,14.49898,4.109062,29.43128,1.663858,8.27154,56.94559,-20.12621,-15.55908,4.537196,12.09141,-2.014513,-24.1876,-4.098368,13.67266,2.989964,2.967455,14.79196,3.54203,8.716409,-13.5041,0.3059028,18.08459,11.18447,17.96894,17.36396,1.2367,10.50384,18.8103,-2.757252,-24.73585,-7.229451,-8.77322,-1.065256,6.832848,6.649459,6.055091,8.373371,3.295997,8.352709,-0.091276,0.2448134,-13.89768,-11.69165,-9.721846,-8.737548,-9.280263,-11.11792,-1.62493,-2.516723,-4.789831,-18.56392,-4.978821,-4.149484,-12.57857,-4.762163,-2.113762,8.381949,-9.83159,-4.56177,-7.574724,-5.790283,-7.826441,11.73804,1.603326,13.93836,1.965643,-0.3949026,-0.4005903,0.6145231,1.82962,16.60468,3.711545,5.925902,7.252255,10.59633,4.04449,2.001004,-6.707273,-2.2256,-3.983406,-0.3268118,-3.987883,3.754361,8.99666,0.3834842,5.804743,3.156963,10.21364,-18.34415,-11.3246,-12.0563,-15.87566,-4.755893,-10.15168,-7.417423,-5.55435,12.843,-16.04024,-18.37052,-23.44606,-14.2521,-11.19987,-19.05437,-14.45179,-9.611241,3.18301,-4.303773,0.7692919,-4.917331,6.013027,1.014095,-11.33393,-19.95939,30.97873,11.16743,-15.37107,-5.045876,24.26008,5.606546,11.47676,-2.123409,18.62445,14.18473,2.142421,9.541419,-7.167459,1.353718,0.4519647,7.182476,-1.49784,-2.571443,2.255164,-33.78515,14.95772,19.70091,18.47857,-17.62947,-19.53419,-17.00265,14.10275,13.70167
1126164.0625,joy,7.808411,1.990347,-5.53822,-20.43922,-12.79663,-14.345,1.309111,-19.35643,-2.944876,2.010649,9.660269,-27.40331,-4.146106,-8.132866,9.790998,5.651868,10.1421,-0.710635,32.70822,8.869978,0.358741,5.862549,12.57386,2.082266,11.07919,-20.90835,4.724134,12.47192,12.30271,-5.800953,17.3433,-1.351462,-6.929688,-5.846978,-1.632121,0.3198574,18.09838,1.965706,15.04111,-6.247231,10.10028,11.83897,-5.569493,-0.01274365,12.31784,11.63184,-10.95838,6.193763,-0.9958261,-8.634085,8.915719,3.661424,1.358934,-1.253744,8.955291,9.265827,7.031168,13.1632,-4.132137,13.64965,22.94209,4.905973,9.276482,4.479905,12.23828,20.92987,15.94279,14.34144,16.81942,10.98462,-0.3164094,36.21728,16.66973,25.05698,5.17693,-2.344782,10.69646,21.23652,11.5369,4.811356,13.10951,6.594073,19.18816,15.45789,12.44831,30.85679,-1.153397,4.685155,56.48783,-10.37234,-9.45192,5.18108,8.686877,6.506469,-16.13764,0.7736458,20.61289,8.398218,-2.941839,10.25473,5.395331,7.61404,-13.06959,-0.2865298,12.7628,12.74822,22.99976,18.24734,2.009422,7.654088,13.348,-2.124666,-24.63281,-8.838666,-8.107376,-2.207186,2.702761,-0.1354341,-0.8502994,3.480573,-1.278184,2.243329,-7.320937,-5.485977,-17.8778,-14.42382,-11.48035,-12.43003,-10.50428,-16.45327,-11.01988,-20.67586,-11.31362,-26.53154,-14.81874,-17.58209,-14.5274,-21.87632,-22.76838,9.273461,-5.730734,6.9793,8.116266,8.138459,9.118384,17.61403,-0.2724083,19.27499,8.709541,4.71836,3.813397,4.941022,7.911937,21.97896,9.322807,6.84383,12.50307,16.22824,15.89685,15.173,7.634751,12.49275,6.455467,10.60425,5.713555,12.86259,13.05133,7.289055,10.42325,11.49543,16.24836,-9.193791,-6.082187,-6.498304,-6.410748,-2.478378,0.415325,-2.372509,7.264237,17.92269,-5.15769,-7.455184,-3.601566,6.603596,12.49317,-2.971068,0.3616882,13.31827,9.477714,3.557285,2.397419,12.8228,22.39244,15.14548,6.274224,-24.33904,24.40079,0.5913299,-18.81113,-4.194312,14.54503,-5.951436,0.620555,-15.26523,5.131222,2.398611,-11.78696,-5.306171,-16.51249,-7.591161,-12.82651,-0.009779647,-11.43201,-20.92153,-10.64604,-51.97591,-0.0292616,9.019754,7.111086,-14.9793,-11.94913,-13.25595,-14.4939,-0.1910051
1128605.46875,joy,13.39442,5.023755,-6.840976,-28.497,-16.76649,-16.71205,3.173218,-13.25625,-1.030338,-1.876653,2.915701,-29.75481,-14.99936,-12.52154,15.89603,2.471319,3.963812,-4.137683,19.83601,4.438971,-10.26762,0.6904549,8.256097,-5.999045,0.6871783,-27.66359,-6.488308,0.5130256,-0.8209378,-28.85791,24.13712,4.483857,1.558827,3.412121,6.417319,0.0729685,10.9059,7.688817,23.04184,4.328305,8.425604,12.56327,-3.64174,-8.270144,-0.709586,7.969202,-17.68186,-0.2888039,-6.156798,-10.16166,-0.9964886,-6.915056,-5.727809,-6.999755,6.186638,4.767748,4.831917,4.376117,-9.63625,5.657062,18.70119,2.768931,4.598999,5.391023,16.80896,15.97268,15.28151,9.844666,11.57781,13.19712,3.519566,37.86695,10.58961,18.02824,8.070049,8.873345,13.24324,21.52399,11.36086,12.10252,12.41011,2.529512,19.34343,19.40943,7.906911,31.05302,5.31224,10.44585,58.2498,-7.826237,-5.500198,8.266885,11.5742,9.645529,-7.615249,1.058764,15.16263,10.74413,1.990201,14.28989,11.44721,15.21552,-9.86157,0.458692,29.84224,15.68881,20.49014,19.22766,3.29031,6.027008,7.164927,-1.062268,-21.02555,-6.77311,-7.28897,8.719747,13.21779,8.951075,8.879603,13.00255,6.309186,7.989876,4.44663,5.369924,-12.63011,-10.48043,-3.663776,-5.209857,-7.498405,-3.691818,-2.249509,-2.367941,1.661671,-17.77329,1.838167,-3.549893,-1.365359,-8.483819,-1.491583,13.03318,1.033643,-0.1468671,1.579903,6.399656,7.473779,14.27424,10.07696,21.86941,12.69031,9.034651,9.284471,9.423917,14.02585,23.46635,13.07917,9.97392,11.7219,12.72608,11.14317,12.99188,3.378616,5.254793,-0.1284827,0.2026594,0.6173293,8.685736,13.95307,3.032997,13.21536,10.88331,12.49363,-17.769,-15.73489,-6.8898,-13.47521,-6.136856,-5.838496,-13.35867,-4.987381,9.14774,-17.17101,-22.47099,-27.10324,-35.08028,-9.919165,-25.47285,-17.67424,-8.617666,-5.609996,-13.95433,-7.693445,-2.90254,6.675774,2.371838,-9.709015,-13.71975,31.97101,9.089103,-9.648504,3.191404,20.36963,-1.208295,10.09087,-4.199827,8.798521,11.70676,-11.93853,-4.513535,-3.717477,-1.736492,-11.69129,-6.552059,-19.43287,-12.1067,-11.32659,-45.17237,0.1886947,5.86413,3.752382,-4.618735,-14.38266,-12.91049,1.30889,2.545695
1129781.25,joy,-16.05554,-21.03235,-20.15641,-24.41689,-17.14386,-16.61655,-8.322505,-34.70729,-20.99484,-15.22404,-3.158931,-32.78342,-7.995298,-22.2794,-1.299915,-8.31751,-4.919486,-11.22516,22.94738,-2.577366,-12.53899,-2.644752,3.330646,-4.997581,9.993925,-34.83931,-7.367374,4.665422,3.512008,-11.84528,17.82583,-4.147808,-8.487418,-8.10285,-6.466061,-2.070913,7.110515,-0.1015239,10.27109,-8.955079,2.754211,4.22061,-11.92939,-5.852222,-9.590141,10.6227,-18.29651,4.134343,-7.129521,-11.73298,4.863921,2.908915,0.51665,-3.371283,11.06726,8.298442,4.889174,10.83296,-5.161044,6.84976,27.62303,7.104495,-3.861303,9.487764,8.752352,14.20295,15.17056,12.35631,13.56543,4.908504,-5.05236,32.92862,5.221325,14.4416,-0.0732493,4.110475,2.862243,14.22073,4.108278,-5.895845,11.10912,-6.941556,11.1703,5.071272,-1.770533,22.90899,-8.398734,-0.769088,49.84486,-18.35303,-14.22929,0.241941,-0.2294784,7.006909,-15.48126,-5.507032,16.60063,5.950603,-4.587705,2.5559,7.444843,13.47769,-11.13609,-5.337582,2.006017,11.20284,20.84289,14.23212,-0.620364,-2.20434,3.6315,-5.693216,-29.86226,-16.44612,-16.4975,-4.568925,-3.946952,-5.132731,-8.340669,-6.504776,-7.06645,-4.734715,-10.74396,-15.48324,-24.90377,-19.02237,-14.15181,-21.51818,-18.51288,-19.27016,-18.23237,-20.8266,-19.26989,-30.00239,-18.17675,-21.4748,-20.0614,-19.34285,-18.75363,6.904809,-1.614648,3.155625,3.904103,8.983978,15.06538,15.77956,14.21771,22.9356,12.25388,10.21749,5.152456,8.127781,9.93716,24.34406,12.9101,9.299977,17.56406,12.38712,17.26143,14.28246,9.099509,8.932343,5.249598,7.789809,4.630899,13.02114,13.39444,5.005946,10.69125,13.73288,13.46298,-22.34828,-17.02796,-18.01711,-21.42201,-12.30664,-12.20462,-14.02275,-7.637674,4.565928,-21.0672,-27.55596,-26.50699,-30.12428,-18.61716,-28.20303,-21.35159,-17.63703,-0.7611884,-0.0127854,2.438197,-5.80292,2.963696,12.64469,-14.40514,-29.10479,20.86759,-3.812442,-20.53486,-4.285156,9.641405,-18.06522,-2.699596,-19.05232,-3.998977,-1.104837,-30.40982,-30.37052,-28.96699,-16.39716,-43.62216,-23.22719,-46.77466,-52.36043,-30.56985,-83.52336,-27.06213,-1.289209,-3.339554,-21.21994,-33.53878,-10.86474,-38.01646,-31.91782
1153753.90625,exit,15.82601,8.730334,-3.275524,-16.66831,-17.57173,-24.72427,11.11219,-8.780515,7.695239,3.637682,6.585857,-33.69381,-17.36131,-4.461823,18.48431,13.76728,14.64845,1.292515,23.88533,13.19621,3.723988,13.21196,15.21612,-1.002308,6.761863,-18.32864,7.235525,12.01939,6.897964,-16.71219,18.20426,-7.122928,-7.459857,-7.362427,-2.28641,-6.462054,0.2008629,-5.023387,-2.567295,-15.32669,-5.367417,-8.491899,-21.64954,-16.6982,-21.90571,-14.97926,-40.95564,-20.5974,-17.72173,-24.2709,-14.61493,-21.67028,-32.05119,-30.50539,-16.61964,-16.40715,-15.45162,-9.219607,-30.47229,-15.062,1.378161,-16.53872,8.939054,2.011039,4.098582,5.760275,3.58375,5.299573,10.34465,14.01943,3.574954,32.20771,4.320508,21.87127,9.534291,5.793754,9.106002,18.73831,8.528639,11.06948,17.15324,6.279211,18.24462,20.58334,10.97693,31.25359,2.352758,11.63764,58.14383,-18.18773,-9.76313,9.430696,12.70361,0.1831473,-20.11704,1.88603,17.25959,10.12498,3.839013,15.86826,6.663906,11.81855,-7.217237,2.49537,23.52155,16.83174,24.00496,18.99122,5.920208,7.639842,11.01906,1.618448,-20.78965,0.4294237,-5.308221,4.662324,14.67041,13.03431,15.79581,11.86434,11.40295,9.918593,5.077322,4.254973,-7.852173,-4.910251,-1.616542,-4.114151,-4.63938,-0.9925878,-2.410355,-6.925738,4.605447,-9.523876,1.800333,-2.02384,-6.927104,2.089623,2.369677,10.08267,2.024591,-4.894139,-12.79447,-11.80671,-13.90783,-6.809834,-15.79961,5.280956,-4.510828,-5.425744,-4.367277,2.852866,1.609462,13.31386,1.468404,-0.686564,-2.844986,-3.329544,-3.71769,-5.044249,-12.26256,-1.7884,-2.063435,-0.4611695,-5.294259,-2.039914,-1.209139,-4.391296,6.025339,8.464014,10.90546,-6.104834,-3.966708,-2.196329,-7.662503,6.096217,2.789033,-2.284614,3.960728,16.11019,-5.996475,-10.87312,-21.61679,-9.616152,-5.24964,-15.91667,-6.242999,-4.655915,4.204553,-0.9407425,3.168265,2.786651,12.33574,6.995387,-3.760633,-19.61386,26.51142,6.943576,-17.4359,-3.208638,16.60781,-5.715486,7.691453,-8.415574,13.69483,8.592339,-11.88603,-3.655434,-4.336176,-5.879371,-12.16866,-0.8357202,-14.12739,-15.8473,-11.86172,-47.43219,-0.4647346,7.443291,5.813251,-6.498999,-10.03779,-18.80877,2.759732,3.504299
1211328.125,enter,17.56351,14.23346,5.614717,3.260703,-4.67412,-7.660079,3.465111,-7.934542,7.193572,7.794356,15.91562,-20.62009,-5.143538,0.6041133,12.69298,9.931983,9.097287,4.339103,20.71194,14.52436,-1.901688,10.82149,10.60543,-1.042568,-0.7040371,-17.68124,0.9275595,19.78917,0.896504,-32.46525,33.22078,13.67724,12.87159,12.98629,12.93671,8.244876,23.59606,17.79343,25.64524,3.563531,12.79799,13.60395,-6.504501,-9.011689,-4.792723,2.596054,-22.18363,-17.46326,-22.51552,-27.61707,-12.52506,-16.68099,-29.09372,-24.05977,-27.98792,-27.84999,-20.74668,-18.46435,-36.44835,-30.73445,-21.57329,-33.26448,4.986426,-32.58339,-33.91028,-36.23205,-33.56257,-24.67962,-15.11126,-10.9947,8.275284,-0.395613,-27.26882,-8.456947,-11.24776,-19.34171,-16.61544,-0.8129086,-5.627212,-6.20106,7.436192,1.500426,-1.100855,9.14917,7.455105,29.82022,1.052988,12.66492,55.02816,-13.53463,-0.2955157,21.56393,32.16254,-2.758724,-12.18466,7.533095,26.41959,16.23343,19.74998,34.56135,-2.342816,9.808329,-4.488898,20.56336,14.65746,15.34111,26.80437,30.27782,21.0523,27.85243,37.70138,13.87777,1.948306,12.56086,14.28989,-13.44097,-8.548859,0.9099935,5.876623,11.81542,14.51337,13.41911,10.37866,9.226943,2.80618,8.613722,14.57712,13.81858,13.94247,10.33761,6.523097,13.18295,18.5983,-1.700743,11.85099,13.47515,0.2764294,2.86902,11.03566,-18.69354,-23.68459,-3.938308,-15.57809,-26.99477,-40.59451,-33.57792,-37.45731,-25.55246,-30.31767,-26.09427,-18.15839,-13.96175,-10.93495,-11.15533,-29.02434,-32.4216,-39.56878,-39.56146,-33.67419,-33.1554,-35.54958,-16.68954,-11.65359,-10.92229,-30.11326,-32.92237,-37.93386,-39.05214,-25.12202,-18.74426,-14.61557,0.3223279,3.038033,0.7155405,-3.326575,15.02099,9.639017,1.520152,10.17927,28.42212,-0.3741508,-3.114497,0.8008667,17.06026,-2.503381,-12.50792,-1.025962,-2.017119,-3.188952,-15.86884,-15.94436,2.005983,12.05917,-12.70421,-5.277111,1.49167,43.87573,24.10423,2.988314,12.45569,37.3343,15.5706,26.63211,12.77982,29.28169,28.34628,12.06998,17.0612,3.12082,7.296733,0.01626898,12.91687,0.9358935,-4.382336,12.85515,-34.96819,22.24775,35.65232,34.06401,14.6878,14.04061,-0.7032768,16.7269,16.15367
